"TOA5","5","CR1000","31419","CR1000.Std.18","CPU:ARGOS 2011 GITS.CR1","6477","Table046"
"2011-06-07 05:00:00",132,5,2011,158,5,0.402,0.383,-0.09
"2011-06-07 06:00:00",133,5,2011,158,6,0.638,0.602,0.086
"2011-06-07 07:00:00",134,5,2011,158,7,0.761,0.709,0.299
"2011-06-07 08:00:00",135,5,2011,158,8,1.033,0.961,0.331
"2011-06-07 09:00:00",136,5,2011,158,9,1.079,1.004,0.018
"2011-06-07 10:00:00",137,5,2011,158,10,1.179,1.095,0.325
"2011-06-07 11:00:00",138,5,2011,158,11,1.785,1.66,0.54
"2011-06-07 12:00:00",139,5,2011,158,12,1.794,1.663,0.476
"2011-06-07 13:00:00",140,5,2011,158,13,2.15,1.989,0.617
"2011-06-07 14:00:00",141,5,2011,158,14,2.781,2.584,0.965
"2011-06-07 15:00:00",142,5,2011,158,15,2.411,2.239,0.626
"2011-06-07 16:00:00",143,5,2011,158,16,2.604,2.417,0.578
"2011-06-07 17:00:00",144,5,2011,158,17,2.409,2.237,0.554
"2011-06-07 18:00:00",145,5,2011,158,18,2.402,2.232,0.493
"2011-06-07 19:00:00",146,5,2011,158,19,1.905,1.773,0.021
"2011-06-07 20:00:00",147,5,2011,158,20,1.898,1.768,0.026
"2011-06-07 21:00:00",148,5,2011,158,21,1.563,1.46,-0.053
"2011-06-07 22:00:00",149,5,2011,158,22,1.41,1.314,0.008
"2011-06-07 23:00:00",150,5,2011,158,23,1.106,1.033,0.181
"2011-06-08 00:00:00",151,5,2011,159,0,0.938,0.875,0.137
"2011-06-08 01:00:00",152,5,2011,159,1,0.69,0.645,0.148
"2011-06-08 02:00:00",153,5,2011,159,2,0.62,0.58,0.121
"2011-06-08 03:00:00",154,5,2011,159,3,0.499,0.467,0.161
"2011-06-08 04:00:00",155,5,2011,159,4,0.438,0.41,0.055
"2011-06-08 05:00:00",156,5,2011,159,5,0.465,0.434,0.084
"2011-06-08 06:00:00",157,5,2011,159,6,0.596,0.556,0.143
"2011-06-08 07:00:00",158,5,2011,159,7,0.681,0.637,0.195
"2011-06-08 08:00:00",159,5,2011,159,8,0.838,0.783,0.321
"2011-06-08 09:00:00",160,5,2011,159,9,1.064,0.995,0.225
"2011-06-08 10:00:00",161,5,2011,159,10,1.362,1.28,-0.701
"2011-06-08 11:00:00",162,5,2011,159,11,1.652,1.56,-1.248
"2011-06-08 12:00:00",163,5,2011,159,12,2.046,1.916,0.293
"2011-06-08 13:00:00",164,5,2011,159,13,2.338,2.189,-0.683
"2011-06-08 14:00:00",165,5,2011,159,14,2.873,2.691,-1.001
"2011-06-08 15:00:00",166,5,2011,159,15,2.644,2.468,-1.273
"2011-06-08 16:00:00",167,5,2011,159,16,2.96,2.766,-1.379
"2011-06-08 17:00:00",168,5,2011,159,17,2.942,2.727,-1.462
"2011-06-08 18:00:00",169,5,2011,159,18,2.798,2.571,-1.901
"2011-06-08 19:00:00",170,5,2011,159,19,2.674,2.428,-2.19
"2011-06-08 20:00:00",171,5,2011,159,20,2.528,2.276,-1.873
"2011-06-08 21:00:00",172,5,2011,159,21,2.055,1.872,0.481
"2011-06-08 22:00:00",173,5,2011,159,22,1.523,1.406,0.418
"2011-06-08 23:00:00",174,5,2011,159,23,1.692,1.522,0.213
"2011-06-09 00:00:00",175,5,2011,160,0,0.809,0.752,-0.205
"2011-06-09 01:00:00",176,5,2011,160,1,0.809,0.752,0.327
"2011-06-09 02:00:00",177,5,2011,160,2,0.745,0.697,-0.058
"2011-06-09 03:00:00",178,5,2011,160,3,0.735,0.691,-0.021
"2011-06-09 04:00:00",179,5,2011,160,4,0.544,0.511,0.151
"2011-06-09 05:00:00",180,5,2011,160,5,0.503,0.466,0.495
"2011-06-09 06:00:00",181,5,2011,160,6,0.45,0.419,-0.055
"2011-06-09 07:00:00",182,5,2011,160,7,0.802,0.733,-2.599
"2011-06-09 08:00:00",183,5,2011,160,8,1.259,1.156,-2.522
"2011-06-09 09:00:00",184,5,2011,160,9,1.56,1.43,-2.362
"2011-06-09 10:00:00",185,5,2011,160,10,1.851,1.707,-1.969
"2011-06-09 11:00:00",186,5,2011,160,11,2.145,1.98,-1.375
"2011-06-09 12:00:00",187,5,2011,160,12,2.327,2.149,-0.969
"2011-06-09 13:00:00",188,5,2011,160,13,2.667,2.469,-0.35
"2011-06-09 14:00:00",189,5,2011,160,14,2.78,2.571,0.062
"2011-06-09 15:00:00",190,5,2011,160,15,2.909,2.692,-0.174
"2011-06-09 16:00:00",191,5,2011,160,16,3.044,2.821,-0.97
"2011-06-09 17:00:00",192,5,2011,160,17,3.083,2.842,-1.988
"2011-06-09 18:00:00",193,5,2011,160,18,2.968,2.699,-2.415
"2011-06-09 19:00:00",194,5,2011,160,19,2.784,2.505,-2.343
"2011-06-09 20:00:00",195,5,2011,160,20,2.581,2.293,-1.893
"2011-06-09 21:00:00",196,5,2011,160,21,2.323,2.04,-1.285
"2011-06-09 22:00:00",197,5,2011,160,22,2.05,1.78,-0.974
"2011-06-09 23:00:00",198,5,2011,160,23,1.805,1.551,-0.993
"2011-06-10 00:00:00",199,5,2011,161,0,1.55,1.32,-1.381
"2011-06-10 01:00:00",200,5,2011,161,1,1.175,1.021,-0.741
"2011-06-10 02:00:00",201,5,2011,161,2,0.674,0.621,0.288
"2011-06-10 03:00:00",202,5,2011,161,3,0.685,0.646,-0.836
"2011-06-10 04:00:00",203,5,2011,161,4,0.392,0.796,-10.44
"2011-06-10 05:00:00",204,5,2011,161,5,0.184,0.858,-8.31
"2011-06-10 06:00:00",205,5,2011,161,6,0.599,0.932,-3.03
"2011-06-10 07:00:00",206,5,2011,161,7,1.186,1.058,-3.073
"2011-06-10 08:00:00",207,5,2011,161,8,1.382,1.261,-2.925
"2011-06-10 09:00:00",208,5,2011,161,9,1.629,1.483,-2.515
"2011-06-10 10:00:00",209,5,2011,161,10,1.888,1.728,-1.839
"2011-06-10 11:00:00",210,5,2011,161,11,2.155,1.976,-1.092
"2011-06-10 12:00:00",211,5,2011,161,12,2.424,2.224,-0.497
"2011-06-10 13:00:00",212,5,2011,161,13,2.664,2.445,0.029
"2011-06-10 14:00:00",213,5,2011,161,14,2.858,2.623,0.406
"2011-06-10 15:00:00",214,5,2011,161,15,2.997,2.753,0.071
"2011-06-10 16:00:00",215,5,2011,161,16,3.067,2.822,-0.839
"2011-06-10 17:00:00",216,5,2011,161,17,3.06,2.793,-1.411
"2011-06-10 18:00:00",217,5,2011,161,18,2.984,2.685,-1.508
"2011-06-10 19:00:00",218,5,2011,161,19,2.845,2.531,-1.376
"2011-06-10 20:00:00",219,5,2011,161,20,2.651,2.326,-0.831
"2011-06-10 21:00:00",220,5,2011,161,21,2.404,2.086,-0.471
"2011-06-10 22:00:00",221,5,2011,161,22,2.138,1.834,-0.417
"2011-06-10 23:00:00",222,5,2011,161,23,1.861,1.578,-0.659
"2011-06-11 00:00:00",223,5,2011,162,0,1.603,1.346,-1.169
"2011-06-11 01:00:00",224,5,2011,162,1,1.38,1.148,-1.651
"2011-06-11 02:00:00",225,5,2011,162,2,1.158,0.979,-2.231
"2011-06-11 03:00:00",226,5,2011,162,3,1.047,0.872,-2.696
"2011-06-11 04:00:00",227,5,2011,162,4,0.437,0.831,-10.18
"2011-06-11 05:00:00",228,5,2011,162,5,0.159,0.858,-8.26
"2011-06-11 06:00:00",229,5,2011,162,6,0.61,0.952,-2.621
"2011-06-11 07:00:00",230,5,2011,162,7,1.227,1.085,-2.858
"2011-06-11 08:00:00",231,5,2011,162,8,1.429,1.296,-2.808
"2011-06-11 09:00:00",232,5,2011,162,9,1.66,1.507,-2.526
"2011-06-11 10:00:00",233,5,2011,162,10,1.932,1.767,-1.952
"2011-06-11 11:00:00",234,5,2011,162,11,2.211,2.027,-1.288
"2011-06-11 12:00:00",235,5,2011,162,12,2.482,2.276,-0.661
"2011-06-11 13:00:00",236,5,2011,162,13,2.723,2.498,-0.106
"2011-06-11 14:00:00",237,5,2011,162,14,2.917,2.674,0.209
"2011-06-11 15:00:00",238,5,2011,162,15,3.057,2.801,-0.208
"2011-06-11 16:00:00",239,5,2011,162,16,3.126,2.868,-0.975
"2011-06-11 17:00:00",240,5,2011,162,17,3.122,2.839,-1.407
"2011-06-11 18:00:00",241,5,2011,162,18,3.051,2.734,-1.49
"2011-06-11 19:00:00",242,5,2011,162,19,2.896,2.565,-1.302
"2011-06-11 20:00:00",243,5,2011,162,20,2.691,2.35,-0.882
"2011-06-11 21:00:00",244,5,2011,162,21,2.446,2.112,-0.574
"2011-06-11 22:00:00",245,5,2011,162,22,2.167,1.85,-0.598
"2011-06-11 23:00:00",246,5,2011,162,23,1.891,1.596,-0.961
"2011-06-12 00:00:00",247,5,2011,163,0,1.635,1.366,-1.553
"2011-06-12 01:00:00",248,5,2011,163,1,1.397,1.16,-2.076
"2011-06-12 02:00:00",249,5,2011,163,2,1.189,1.006,-2.69
"2011-06-12 03:00:00",250,5,2011,163,3,1.08,0.903,-3.136
"2011-06-12 04:00:00",251,5,2011,163,4,0.462,0.88,-11.06
"2011-06-12 05:00:00",252,5,2011,163,5,0.174,0.901,-9.13
"2011-06-12 06:00:00",253,5,2011,163,6,0.616,0.973,-3.219
"2011-06-12 07:00:00",254,5,2011,163,7,1.198,1.076,-3.19
"2011-06-12 08:00:00",255,5,2011,163,8,1.438,1.307,-3.301
"2011-06-12 09:00:00",256,5,2011,163,9,1.664,1.507,-2.812
"2011-06-12 10:00:00",257,5,2011,163,10,1.919,1.747,-2.162
"2011-06-12 11:00:00",258,5,2011,163,11,2.199,2.003,-1.454
"2011-06-12 12:00:00",259,5,2011,163,12,2.462,2.24,-0.714
"2011-06-12 13:00:00",260,5,2011,163,13,2.699,2.452,-0.152
"2011-06-12 14:00:00",261,5,2011,163,14,2.9,2.631,0.036
"2011-06-12 15:00:00",262,5,2011,163,15,3.041,2.759,-0.258
"2011-06-12 16:00:00",263,5,2011,163,16,3.113,2.828,-0.926
"2011-06-12 17:00:00",264,5,2011,163,17,3.1,2.794,-1.336
"2011-06-12 18:00:00",265,5,2011,163,18,3.023,2.686,-1.435
"2011-06-12 19:00:00",266,5,2011,163,19,2.858,2.511,-1.35
"2011-06-12 20:00:00",267,5,2011,163,20,2.675,2.321,-1.241
"2011-06-12 21:00:00",268,5,2011,163,21,2.425,2.083,-0.71
"2011-06-12 22:00:00",269,5,2011,163,22,2.151,1.83,-0.454
"2011-06-12 23:00:00",270,5,2011,163,23,1.9,1.605,-0.587
"2011-06-13 00:00:00",271,5,2011,164,0,1.229,1.094,0.529
"2011-06-13 01:00:00",272,5,2011,164,1,0.952,0.868,0.563
"2011-06-13 02:00:00",273,5,2011,164,2,0.83,0.769,-0.071
"2011-06-13 03:00:00",274,5,2011,164,3,0.74,0.682,0.313
"2011-06-13 04:00:00",275,5,2011,164,4,0.608,0.559,0.305
"2011-06-13 05:00:00",276,5,2011,164,5,0.571,0.523,0.351
"2011-06-13 06:00:00",277,5,2011,164,6,0.615,0.562,0.398
"2011-06-13 07:00:00",278,5,2011,164,7,0.69,0.631,0.344
"2011-06-13 08:00:00",279,5,2011,164,8,0.814,0.746,0.339
"2011-06-13 09:00:00",280,5,2011,164,9,0.964,0.884,0.343
"2011-06-13 10:00:00",281,5,2011,164,10,1.201,1.1,0.456
"2011-06-13 11:00:00",282,5,2011,164,11,1.488,1.36,0.74
"2011-06-13 12:00:00",283,5,2011,164,12,1.702,1.557,0.719
"2011-06-13 13:00:00",284,5,2011,164,13,1.983,1.813,0.813
"2011-06-13 14:00:00",285,5,2011,164,14,2.141,1.961,0.456
"2011-06-13 15:00:00",286,5,2011,164,15,2.359,2.155,0.928
"2011-06-13 16:00:00",287,5,2011,164,16,2.41,2.201,1.021
"2011-06-13 17:00:00",288,5,2011,164,17,2.418,2.205,1.124
"2011-06-13 18:00:00",289,5,2011,164,18,2.384,2.172,1.104
"2011-06-13 19:00:00",290,5,2011,164,19,2.335,2.115,1.334
"2011-06-13 20:00:00",291,5,2011,164,20,2.509,2.206,-0.452
"2011-06-13 21:00:00",292,5,2011,164,21,2.424,2.08,-1.074
"2011-06-13 22:00:00",293,5,2011,164,22,2.161,1.836,-0.573
"2011-06-13 23:00:00",294,5,2011,164,23,1.892,1.593,-0.713
"2011-06-14 00:00:00",295,5,2011,165,0,1.625,1.359,-1.125
"2011-06-14 01:00:00",296,5,2011,165,1,1.396,1.158,-1.645
"2011-06-14 02:00:00",297,5,2011,165,2,1.192,1.006,-2.278
"2011-06-14 03:00:00",298,5,2011,165,3,1.086,0.904,-2.885
"2011-06-14 04:00:00",299,5,2011,165,4,0.451,0.864,-10.78
"2011-06-14 05:00:00",300,5,2011,165,5,0.157,0.892,-9.17
"2011-06-14 06:00:00",301,5,2011,165,6,0.606,0.974,-3.018
"2011-06-14 07:00:00",302,5,2011,165,7,1.214,1.075,-3.189
"2011-06-14 08:00:00",303,5,2011,165,8,1.546,1.402,-2.278
"2011-06-14 09:00:00",304,5,2011,165,9,1.633,1.48,-1.896
"2011-06-14 10:00:00",305,5,2011,165,10,1.959,1.776,-1.579
"2011-06-14 11:00:00",306,5,2011,165,11,2.018,1.833,-1.398
"2011-06-14 12:00:00",307,5,2011,165,12,2.149,1.947,-0.676
"2011-06-14 13:00:00",308,5,2011,165,13,2.607,2.357,0.019
"2011-06-14 14:00:00",309,5,2011,165,14,3.027,2.733,0.998
"2011-06-14 15:00:00",310,5,2011,165,15,2.791,2.529,0.668
"2011-06-14 16:00:00",311,5,2011,165,16,2.858,2.59,0.101
"2011-06-14 17:00:00",312,5,2011,165,17,2.354,2.13,1.395
"2011-06-14 18:00:00",313,5,2011,165,18,2.836,2.541,0.489
"2011-06-14 19:00:00",314,5,2011,165,19,2.897,2.561,-0.843
"2011-06-14 20:00:00",315,5,2011,165,20,2.688,2.331,-1.621
"2011-06-14 21:00:00",316,5,2011,165,21,1.905,1.66,-0.642
"2011-06-14 22:00:00",317,5,2011,165,22,2.257,1.92,-0.068
"2011-06-14 23:00:00",318,5,2011,165,23,1.876,1.582,-0.367
"2011-06-15 00:00:00",319,5,2011,166,0,1.589,1.332,-0.951
"2011-06-15 01:00:00",320,5,2011,166,1,1.006,0.906,0.39
"2011-06-15 02:00:00",321,5,2011,166,2,0.69,0.631,0.425
"2011-06-15 03:00:00",322,5,2011,166,3,0.564,0.514,0.552
"2011-06-15 04:00:00",323,5,2011,166,4,0.545,0.5,0.52
"2011-06-15 05:00:00",324,5,2011,166,5,0.497,0.595,-0.557
"2011-06-15 06:00:00",325,5,2011,166,6,0.622,0.974,-1.512
"2011-06-15 07:00:00",326,5,2011,166,7,1.25,1.148,-1.309
"2011-06-15 08:00:00",327,5,2011,166,8,1.443,1.338,-0.845
"2011-06-15 09:00:00",328,5,2011,166,9,1.869,1.704,-0.634
"2011-06-15 10:00:00",329,5,2011,166,10,1.051,0.964,-2.3
"2011-06-15 11:00:00",330,5,2011,166,11,1.306,1.191,-2.135
"2011-06-15 12:00:00",331,5,2011,166,12,2.263,2.047,-1.437
"2011-06-15 13:00:00",332,5,2011,166,13,2.727,2.462,-0.85
"2011-06-15 14:00:00",333,5,2011,166,14,2.921,2.635,-0.445
"2011-06-15 15:00:00",334,5,2011,166,15,2.742,2.473,0.437
"2011-06-15 16:00:00",335,5,2011,166,16,2.942,2.653,1.174
"2011-06-15 17:00:00",336,5,2011,166,17,2.619,2.365,1.85
"2011-06-15 18:00:00",337,5,2011,166,18,2.148,1.959,0.586
"2011-06-15 19:00:00",338,5,2011,166,19,1.98,1.813,-0.184
"2011-06-15 20:00:00",339,5,2011,166,20,2.141,1.93,0.823
"2011-06-15 21:00:00",340,5,2011,166,21,1.573,1.44,0.074
"2011-06-15 22:00:00",341,5,2011,166,22,1.438,1.317,0.268
"2011-06-15 23:00:00",342,5,2011,166,23,1.164,1.071,0.174
"2011-06-16 00:00:00",343,5,2011,167,0,0.934,0.86,0.233
"2011-06-16 01:00:00",344,5,2011,167,1,0.773,0.711,0.108
"2011-06-16 02:00:00",345,5,2011,167,2,0.664,0.609,0.111
"2011-06-16 03:00:00",346,5,2011,167,3,0.616,0.566,0.151
"2011-06-16 04:00:00",347,5,2011,167,4,0.588,0.54,0.224
"2011-06-16 05:00:00",348,5,2011,167,5,0.566,0.518,0.283
"2011-06-16 06:00:00",349,5,2011,167,6,0.547,0.501,0.133
"2011-06-16 07:00:00",350,5,2011,167,7,0.694,0.64,0.101
"2011-06-16 08:00:00",351,5,2011,167,8,0.841,0.772,0.305
"2011-06-16 09:00:00",352,5,2011,167,9,1.018,0.942,0.254
"2011-06-16 10:00:00",353,5,2011,167,10,1.298,1.202,0.303
"2011-06-16 11:00:00",354,5,2011,167,11,1.489,1.377,0.072
"2011-06-16 12:00:00",355,5,2011,167,12,1.643,1.521,0.166
"2011-06-16 13:00:00",356,5,2011,167,13,2.041,1.893,0.133
"2011-06-16 14:00:00",357,5,2011,167,14,2.7,2.497,0.505
"2011-06-16 15:00:00",358,5,2011,167,15,2.456,2.274,-0.064
"2011-06-16 16:00:00",359,5,2011,167,16,2.287,2.125,-0.387
"2011-06-16 17:00:00",360,5,2011,167,17,2.203,2.043,-0.043
"2011-06-16 18:00:00",361,5,2011,167,18,2.122,1.964,-0.097
"2011-06-16 19:00:00",362,5,2011,167,19,2.187,1.997,0.672
"2011-06-16 20:00:00",363,5,2011,167,20,2.597,2.325,-2.03
"2011-06-16 21:00:00",364,5,2011,167,21,2.457,2.215,-0.411
"2011-06-16 22:00:00",365,5,2011,167,22,1.603,1.465,0.116
"2011-06-16 23:00:00",366,5,2011,167,23,1.302,1.193,0.041
