# NEAD 1.0 UTF-8
# [METADATA]
# doi = https://doi.org/10.16904/envidat.1
# reference = "Steffen, K. (2020). Greenland Climate Network (GC-Net) Data. EnviDat. doi: doi:10.16904/envidat.1"
# station_name = GC-NET LAR3
# srid = EPSG:4326
# geometry = POINTZ ()
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# 
# [FIELDS]
# fields = timestamp,ISWR,OSWR,NR,TA1,TA2,TA3,TA4,RH1,RH2,VW1,VW2,DW1,DW2,P,HS1,HS2,V,TA5,HW1,HW2,NR_cor,HS_combined,SHF,LHF,TA2m,RH2m,VW10m,SZA,SAA,Alb,RH1_cor,Q1,RH2_cor,Q2,Lat,Lon
# add_value = 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
# units = time,W/m^2,W/m^2,W/m^2,DegreesC,DegreesC,DegreesC,DegreesC,%/100,%/100,m/s,m/s,Degrees,Degrees,mbar,m,m,V,DegreesC,m,m,W/m^2,m,W/m^2,W/m^2,DegreesC,%/100,m/s,Degrees,Degrees,-,%/100,g/kg,%/100,g/kg,degN,degE
# display_description = timestamp_iso,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_2,air_temperature_cs500_air1,air_temperature_cs500_air2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_2,wind_from_direction_1,wind_from_direction_2,air_pressure,surface_height_1,surface_height_2,battery_voltage,ref_temperature,height_wind_sensor_1,height_wind_sensor_2,net_radiation_corrected,surface_height_combined,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,specific_humidity_1,relative_humidity_2_cor,specific_humidity_2,latitude,longitude
# database_fields = timestamp_iso,swin,swout,netrad,airtemp1,airtemp2,airtemp_cs500air1,airtemp_cs500air2,rh1,rh2,windspeed1,windspeed2,winddir1,winddir2,pressure,hs1,hs2,battvolt,reftemp,hw1,hw2,netrad_cor,sh_c,shf,lhf,airtemp_2m,rh_2m,windspeed_10m,solar_zenith_angle,solar_azimuth_angle,alb,rh1_cor,q1,rh2_cor,q2,lat,lon
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real
# 
# [DATA]
# 
# 
2008-12-23 00:00:00+00:00,154.94,151.70,2.28,-5.33,-4.71,-4.57,-4.29,76.25,75.47,3.26,2.84,295.10,285.50,951.21,0,0.02,12.42,0.36,5.40,6.68,2.57,0.04,,,-5.83,77.64,1.88,66.84,183.55,,80.54,2.13,79.21,2.18,-68.14110,-63.95190
2008-12-24 00:00:00+00:00,156.06,158.30,0.18,-2.57,-2.55,-2.33,-2.40,79.05,78.32,6.56,6.28,232.50,225.20,958.54,0.02,0.02,13.26,1.31,5.38,6.68,0.41,0.05,,-3.89,-2.63,80.92,5.55,66.86,183.55,,81.20,2.63,80.42,2.60,-68.14110,-63.95190
2008-12-25 00:00:00+00:00,149.29,150.97,4.11,-3.12,-3.14,-2.77,-2.89,85.20,84.78,3.05,3.30,247.60,240.00,966.66,0.02,0.01,13.30,0.72,5.38,6.69,4.47,0.04,,,-3.07,86.26,3.60,66.89,183.55,,88.33,2.68,87.85,2.65,-68.14110,-63.95190
2008-12-26 00:00:00+00:00,105.91,108.58,2.33,-1.54,-1.53,-1.24,-1.27,88.56,87.50,4.22,4.38,270.60,264.60,962.93,0.02,0.01,13.31,2.59,5.38,6.69,2.51,0.04,,7.60,-1.54,91.31,4.72,66.93,183.55,,90.14,3.13,89.05,3.10,-68.14110,-63.95190
2008-12-27 00:00:00+00:00,131.97,131.85,2.56,-2.03,-2.23,-1.83,-1.92,90.39,88.69,7.59,7.84,162.40,152.70,967.66,0.02,0,13.45,1.81,5.38,6.70,2.79,0.04,,33.35,-1.54,93.06,8.43,66.97,183.55,,92.36,3.06,90.74,2.95,-68.14110,-63.95190
2008-12-28 00:00:00+00:00,118.94,118.17,1.79,-1.29,-1.26,-1.04,-1.10,87.88,87.02,4.64,4.53,163.30,150.80,976.92,0.01,-0.01,13.47,3.00,5.39,6.71,1.97,0.03,6.54,-9.29,-1.37,90.07,4.33,67.03,183.55,,89.03,3.11,88.15,3.09,-68.14110,-63.95190
2008-12-29 00:00:00+00:00,100.59,99.44,0.38,-2.11,-2.19,-1.87,-1.93,92.99,92.33,3.36,3.22,318.80,312.10,977.71,0.01,0,13.52,1.90,5.39,6.70,0.47,0.04,,,-1.90,94.69,2.89,67.09,183.55,,94.99,3.09,94.38,3.05,-68.14110,-63.95190
2008-12-30 00:00:00+00:00,142.85,136.82,2.15,-3.70,-3.47,-3.07,-3.08,93.83,93.86,1.95,1.73,327.40,318.50,981.64,0.01,0.01,13.34,1.44,5.39,6.69,2.47,0.04,,,-4.31,94.15,1.19,67.16,183.55,,97.34,2.83,97.16,2.86,-68.14110,-63.95190
2008-12-31 00:00:00+00:00,150.75,140.73,3.46,-1.96,-1.92,-1.13,-1.35,80.55,79.97,2.14,1.99,324.20,316.30,983.27,0,0,13.27,3.68,5.40,6.70,3.81,0.03,,12.38,-2.06,81.63,1.59,67.24,183.55,,82.70,2.72,82.02,2.71,-68.14110,-63.95190
2009-01-01 00:00:00+00:00,143.91,133.84,1.19,-2.45,-2.16,-1.80,-1.76,83.48,82.76,2.32,2.07,218.70,271.20,982.45,0,-0.01,13.28,2.49,5.40,6.71,1.48,0.02,,,-3.20,84.80,1.44,67.24,183.55,,85.55,2.74,84.60,2.77,-68.14110,-63.95190
2009-01-02 00:00:00+00:00,131.17,123.24,0.58,-0.70,-0.50,-0.32,-0.27,87.47,86.34,2.97,2.65,240.70,296.60,983.78,-0.01,-0.01,13.34,3.82,5.41,6.71,0.75,0.02,,-26.27,-1.28,90.30,1.83,67.33,183.55,,88.38,3.24,87.11,3.24,-68.14110,-63.95190
2009-01-03 00:00:00+00:00,82.37,79.91,0.89,-2.38,-2.46,-2.30,-2.27,100.40,99.73,3.31,3.31,68.30,70.30,979.33,-0.01,-0.03,13.52,1.26,5.41,6.73,1.05,0.01,41.44,34.70,-2.18,102.14,3.30,67.42,183.55,,102.78,3.28,102.17,3.24,-68.14110,-63.95190
2009-01-04 00:00:00+00:00,98.23,99.92,2.53,-1.47,-1.58,-1.41,-1.42,94.67,93.55,4.20,4.23,138.70,129.60,976.35,-0.01,-0.03,13.55,2.18,5.41,6.73,2.70,0.01,30.36,32.04,-1.17,97.54,4.30,67.52,183.55,,96.03,3.31,95.00,3.25,-68.14110,-63.95190
2009-01-05 00:00:00+00:00,84.00,87.34,0.14,-1.13,-1.22,-1.10,-1.10,98.05,97.02,4.13,4.17,184.70,174.60,979.24,-0.01,-0.01,13.48,2.41,5.41,6.71,0.18,0.02,19.13,23.27,-0.88,100.75,4.26,67.63,183.55,,99.13,3.51,98.18,3.45,-68.14110,-63.95190
2009-01-06 00:00:00+00:00,82.07,86.67,-0.42,-0.81,-0.89,-0.78,-0.79,101.16,100.01,4.64,4.66,166.20,156.20,985.62,-0.01,0,13.59,2.38,5.41,6.70,-0.38,0.02,14.71,23.39,-0.59,104.20,4.93,67.75,183.55,,101.98,3.69,100.88,3.62,-68.14110,-63.95190
2009-01-07 00:00:00+00:00,99.52,102.19,0.31,-0.37,-0.49,-0.03,-0.09,101.07,100.17,2.17,2.11,131.30,122.10,990.69,-0.01,-0.01,13.44,4.23,5.41,6.71,0.42,0.02,,-3.24,-0.02,103.43,1.95,67.88,183.55,,101.70,3.78,100.85,3.71,-68.14110,-63.95190
2009-01-08 00:00:00+00:00,104.42,100.83,3.79,-1.19,-1.16,-0.99,-1.07,101.64,100.90,3.69,3.36,306.40,313.60,985.43,-0.04,-0.03,13.36,3.39,5.44,6.73,4.03,-0.01,-31.81,,-1.37,103.61,2.55,68.01,183.55,,102.81,3.60,102.04,3.58,-68.14110,-63.95190
2009-01-09 00:00:00+00:00,105.82,105.12,4.12,-0.87,-0.79,-0.11,-0.32,95.98,95.74,1.35,1.32,68.30,67.10,979.38,-0.06,-0.05,13.39,4.95,5.46,6.75,4.33,-0.03,24.40,9.02,-0.99,96.61,1.23,68.15,183.55,,97.02,3.49,96.80,3.50,-68.14110,-63.95190
2009-01-10 00:00:00+00:00,94.55,94.80,2.01,-1.86,-1.93,-1.79,-1.82,100.84,99.90,4.73,4.75,34.20,30.80,979.02,-0.06,-0.06,13.58,1.61,5.46,6.76,2.20,-0.03,18.37,20.85,-1.64,103.33,4.81,68.30,183.55,,102.69,3.42,101.80,3.37,-68.14110,-63.95190
2009-01-11 00:00:00+00:00,124.32,130.60,0.55,-1.38,-1.31,-1.07,-1.16,98.24,97.58,3.20,3.06,139.50,130.10,980.84,-0.05,-0.02,13.37,3.23,5.45,6.72,0.66,-0.01,11.06,-9.45,-1.51,100.04,2.69,68.45,183.55,,99.58,3.44,98.84,3.44,-68.14110,-63.95190
2009-01-12 00:00:00+00:00,137.73,135.78,0.32,-3.57,-3.50,-2.90,-2.97,93.64,93.76,1.99,1.81,13.20,7.40,982.99,-0.05,-0.05,13.31,1.89,5.45,6.75,0.53,-0.02,,6.68,-3.75,94.68,1.36,68.61,183.55,,97.41,2.83,97.49,2.85,-68.14110,-63.95190
2009-01-13 00:00:00+00:00,87.87,87.57,0.78,-1.31,-1.35,-1.13,-1.16,100.38,99.74,3.08,3.04,194.00,206.20,979.41,-0.05,-0.06,13.46,2.69,5.45,6.76,0.88,-0.03,3.66,6.59,-1.20,102.05,2.87,68.78,183.55,,101.67,3.54,101.07,3.51,-68.14110,-63.95190
2009-01-14 00:00:00+00:00,79.31,83.33,0.57,-1.74,-1.80,-1.74,-1.76,102.14,100.90,9.10,9.17,138.80,129.70,970.84,-0.05,-0.05,13.54,0.84,5.45,6.75,0.62,-0.02,16.62,31.41,-1.52,105.42,9.33,68.96,183.55,,103.87,3.52,102.66,3.47,-68.14110,-63.95190
2009-01-15 00:00:00+00:00,107.66,115.16,0.16,-2.29,-2.39,-2.20,-2.21,98.34,97.57,4.31,4.32,161.60,151.70,976.22,-0.06,-0.04,13.59,1.33,5.46,6.74,0.22,-0.02,33.19,22.90,-2.04,100.40,4.36,69.14,183.55,,100.55,3.24,99.86,3.19,-68.14110,-63.95190
2009-01-16 00:00:00+00:00,113.36,124.44,-1.89,-4.25,-4.40,-4.11,-4.16,91.84,91.73,4.31,4.36,151.70,142.60,979.82,0,0,13.42,-0.16,5.40,6.70,-1.90,0.03,,22.70,-3.85,92.12,4.47,69.33,183.55,,95.75,2.60,95.77,2.57,-68.14110,-63.95190
2009-01-17 00:00:00+00:00,103.83,111.96,-0.11,-3.49,-3.61,-2.85,-2.86,79.45,79.73,1.29,1.26,72.40,76.60,981.00,-0.02,-0.01,13.42,1.77,5.42,6.71,-0.05,0.01,12.37,-2.89,-2.99,78.69,1.21,69.53,183.55,,82.33,2.36,82.69,2.35,-68.14110,-63.95190
