# NEAD 1.0 UTF-8
# [METADATA]
# doi = 10.22008/FK2/VVXGUT
# reference = Steffen, K.; Vandecrux, B.; Houtz, D.; Abdalati, W.; Bayou, N.; Box, J.E.; Colgan, W.T.; Espona Pernas, L.; Griessinger, N.; Haas-Artho, D.; Heilig, A.; Hubert, A.; Iosifescu Enescu, I.; Johnson-Amin, N.; Karlsson, N.B.; Kurup Buchholz, R.; McGrath, D.; Cullen, N.J.; Naderpour, R.; Molotch, N.P.; Pedersen, A.Ø.; Perren, B.; Philipps, T.; Plattner, G.-K.; Proksch, M.; Revheim, M.K.; Særrelse, M.; Schneebli, M.; Sampson, K.; Starkweather, S.; Steffen, S.; Stroeve, J.; Watler, B.; Winton, Ø.A.; Zwally, J.; Ahlstrøm, A., 2022, "GC-Net Level 1 historical automated weather station data", https://doi.org/10.22008/FK2/VVXGUT, GEUS Dataverse
# station_name = Aurora
# srid = EPSG:4326
# geometry = POINTZ (-47.2922 67.1358 1798)
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# dataset_description = Vandecrux, B., Box, J. E., Ahlstrøm, A. P., Andersen, S. B., Bayou, N., Colgan, W. T., Cullen, N. J., Fausto, R. S., Haas-Artho, D., Heilig, A., Houtz, D. A., How, P., Iosifescu Enescu, I., Karlsson, N. B., Kurup Buchholz, R., Mankoff, K. D., McGrath, D., Molotch, N. P., Perren, B., Revheim, M. K., Rutishauser, A., Sampson, K., Schneebeli, M., Starkweather, S., Steffen, S., Weber, J., Wright, P. J., Zwally, H. J., and Steffen, K.: The historical Greenland Climate Network (GC-Net) curated and augmented level-1 dataset, Earth Syst. Sci. Data, 15, 5467–5489, https://doi.org/10.5194/essd-15-5467-2023, 2023. 
# averaging = daily
# 
# [FIELDS]
# fields = timestamp,ISWR,OSWR,NR,TA1,TA2,TA3,TA4,RH1,RH2,VW1,VW2,DW1,DW2,P,HS1,HS2,V,TA5,HW1,HW2,TS1,TS2,TS3,TS4,TS5,TS6,TS7,TS8,TS9,TS10,NR_cor,HS_combined,SHF,LHF,TA2m,RH2m,VW10m,SZA,SAA,Alb,RH1_cor,Q1,RH2_cor,Q2,latitude,longitude,elevation
# add_value = 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
# units = time,W/m^2,W/m^2,W/m^2,DegreesC,DegreesC,DegreesC,DegreesC,%/100,%/100,m/s,m/s,Degrees,Degrees,mbar,m,m,V,DegreesC,m,m,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,DegreesC,W/m^2,m,W/m^2,W/m^2,DegreesC,%/100,m/s,Degrees,Degrees,-,%/100,g/kg,%/100,g/kg,degN,degE,m a.s.l.
# display_description = timestamp_iso,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_2,air_temperature_cs500_1,air_temperature_cs500_2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_2,wind_from_direction_1,wind_from_direction_2,air_pressure,surface_height_1,surface_height_2,battery_voltage,ref_temperature,height_wind_sensor_1,height_wind_sensor_2,snow_temperature_1,snow_temperature_2,snow_temperature_3,snow_temperature_4,snow_temperature_5,snow_temperature_6,snow_temperature_7,snow_temperature_8,snow_temperature_9,snow_temperature_10,net_radiation_corrected,surface_height_combined,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,specific_humidity_1,relative_humidity_2_cor,specific_humidity_2,latitude,longitude,elevation
# database_fields = timestamp_iso,swin,swout,netrad,airtemp1,airtemp2,airtemp_cs500_1,airtemp_cs500_2,rh1,rh2,windspeed1,windspeed2,winddir1,winddir2,pressure,hs1,hs2,battvolt,reftemp,hw1,hw2,ts1,ts2,ts3,ts4,ts5,ts6,ts7,ts8,ts9,ts10,netrad_cor,sh_c,shf,lhf,airtemp_2m,rh_2m,windspeed_10m,solar_zenith_angle,solar_azimuth_angle,alb,rh1_cor,q1,rh2_cor,q2,lat,lon,elev
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,int
# 
# [DATA]
# 
# 
2000-06-24 00:00:00+00:00,396.96,,-32.77,,,-10.46,,69.54,,7.26,7.71,,,,0.01,0.01,13.50,,1.99,3.19,,,,,,,,,,,-32.95,0.01,,,,,10.24,56.21,230.21,,76.35,,,,67.135800,-47.292200,1798.00
2000-06-25 00:00:00+00:00,350.18,,-9.23,,,-8.51,,70.78,,6.78,7.06,144.10,197.20,837.39,0,0,13.75,,2.00,3.20,,,,,,,,,,,-8.28,0,,,,,8.63,66.95,185.21,,75.33,2.17,,,67.135800,-47.292200,1798.00
2000-06-26 00:00:00+00:00,341.37,,-8.60,-4.79,-4.79,-8.55,,72.34,,3.62,3.77,153.50,197.30,835.72,0,0,13.68,,2.00,3.20,,,,,,,,,,,-7.66,0,,,,,4.59,66.99,185.21,,75.87,2.44,,,67.135800,-47.292200,1798.00
2000-06-27 00:00:00+00:00,338.97,,-5.55,-5.86,-5.86,-9.68,,75.44,,3.97,4.22,124.50,226.40,835.50,0,0,13.88,,2.00,3.20,,,,,,,,,,,-4.43,0,,,,,5.68,67.03,185.21,,79.93,2.36,,,67.135800,-47.292200,1798.00
2000-06-28 00:00:00+00:00,337.33,,-1.05,-5.23,-5.23,-9.27,,77.02,,4.80,5.00,133.20,216.70,835.11,0,0,13.85,,2.00,3.21,,,,,,,,,,,0.28,0,,,,,6.15,67.08,185.21,,81.42,2.46,,,67.135800,-47.292200,1798.00
2000-06-29 00:00:00+00:00,312.38,,4.32,-3.64,-3.64,-7.70,,78.54,,3.94,4.10,151.30,199.00,840.22,-0.01,-0.01,13.87,,2.01,3.21,,,,,,,,,,,5.91,-0.01,,,,,5.03,67.13,185.21,,81.74,2.86,,,67.135800,-47.292200,1798.00
2000-06-30 00:00:00+00:00,304.20,,14.91,-1.86,-1.86,-6.17,,79.35,,3.59,3.78,136.60,213.80,841.27,-0.01,-0.01,13.68,,2.01,3.21,,,,,,,,,,,16.83,-0.01,,,,,4.83,67.20,185.21,,81.35,3.22,,,67.135800,-47.292200,1798.00
2000-07-01 00:00:00+00:00,309.47,,12.92,-1.82,-1.82,-6.16,,77.94,,4.34,4.57,130.30,220.20,838.68,-0.02,-0.01,13.71,,2.02,3.21,,,,,,,,,,,14.94,-0.02,,,,,5.83,67.27,185.21,,79.84,3.24,,,67.135800,-47.292200,1798.00
2000-07-02 00:00:00+00:00,299.05,,12.55,-0.91,-0.91,-5.34,,84.89,,3.55,3.73,148.10,202.00,836.86,-0.02,-0.02,13.70,,2.02,3.22,,,,,,,,,,,14.60,-0.02,,,,,4.79,67.35,185.21,,86.33,3.71,,,67.135800,-47.292200,1798.00
2000-07-03 00:00:00+00:00,274.19,,21.07,0.86,0.86,-3.73,,88.30,,3.51,3.70,156.30,193.50,833.08,-0.05,-0.05,13.65,,2.05,3.25,,,,,,,,,,,23.10,-0.05,,,,,4.76,67.43,185.21,,88.72,4.34,,,67.135800,-47.292200,1798.00
2000-07-04 00:00:00+00:00,225.53,,10.14,0.62,0.62,-3.86,,90.52,,2.69,2.84,147.50,203.50,832.49,-0.10,-0.10,13.75,,2.10,3.30,,,,,,,,,,,11.19,-0.10,,,,,3.69,67.52,185.21,,90.63,4.34,,,67.135800,-47.292200,1798.00
2000-07-05 00:00:00+00:00,287.06,,19.71,1.12,1.12,-3.23,,86.50,,2.10,2.24,201.70,150.40,832.42,-0.12,-0.12,13.69,,2.12,3.32,,,,,,,,,,,21.43,-0.12,,,,,3.05,67.62,185.21,,86.57,4.31,,,67.135800,-47.292200,1798.00
2000-07-06 00:00:00+00:00,291.40,,12.99,-0.27,-0.27,-5.00,,80.58,,6.55,6.85,124.20,226.60,828.49,-0.14,-0.14,13.79,,2.14,3.34,,,,,,,,,,,15.10,-0.14,,,,,8.51,67.73,185.21,,81.67,3.70,,,67.135800,-47.292200,1798.00
2000-07-07 00:00:00+00:00,284.15,,16.08,-1.37,-1.37,-5.52,,83.63,,3.09,3.23,128.80,222.40,828.92,-0.17,-0.17,13.64,,2.17,3.37,,,,,,,,,,,17.90,-0.17,,,,,3.98,67.84,185.21,,84.74,3.50,,,67.135800,-47.292200,1798.00
2000-07-08 00:00:00+00:00,274.85,,-1.14,-0.96,-0.96,-5.41,,88.77,,2.93,3.06,172.30,178.20,830.58,-0.18,-0.18,13.76,,2.18,3.38,,,,,,,,,,,-0.07,-0.18,,,,,3.80,67.96,185.21,,89.99,3.80,,,67.135800,-47.292200,1798.00
