# NEAD 1.0 UTF-8
# [METADATA]
# doi = 10.22008/FK2/VVXGUT
# reference = Steffen, K.; Vandecrux, B.; Houtz, D.; Abdalati, W.; Bayou, N.; Box, J.E.; Colgan, W.T.; Espona Pernas, L.; Griessinger, N.; Haas-Artho, D.; Heilig, A.; Hubert, A.; Iosifescu Enescu, I.; Johnson-Amin, N.; Karlsson, N.B.; Kurup Buchholz, R.; McGrath, D.; Cullen, N.J.; Naderpour, R.; Molotch, N.P.; Pedersen, A.Ø.; Perren, B.; Philipps, T.; Plattner, G.-K.; Proksch, M.; Revheim, M.K.; Særrelse, M.; Schneebli, M.; Sampson, K.; Starkweather, S.; Steffen, S.; Stroeve, J.; Watler, B.; Winton, Ø.A.; Zwally, J.; Ahlstrøm, A., 2022, "GC-Net Level 1 historical automated weather station data", https://doi.org/10.22008/FK2/VVXGUT, GEUS Dataverse
# station_id = 0
# station_name = Swiss Camp 10m
# srid = EPSG:4326
# geometry = POINTZ (-49.3320 69.5644 1135)
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# dataset_description = Vandecrux, B., Box, J. E., Ahlstrøm, A. P., Andersen, S. B., Bayou, N., Colgan, W. T., Cullen, N. J., Fausto, R. S., Haas-Artho, D., Heilig, A., Houtz, D. A., How, P., Iosifescu Enescu, I., Karlsson, N. B., Kurup Buchholz, R., Mankoff, K. D., McGrath, D., Molotch, N. P., Perren, B., Revheim, M. K., Rutishauser, A., Sampson, K., Schneebeli, M., Starkweather, S., Steffen, S., Weber, J., Wright, P. J., Zwally, H. J., and Steffen, K.: The historical Greenland Climate Network (GC-Net) curated and augmented level-1 dataset, Earth Syst. Sci. Data, 15, 5467–5489, https://doi.org/10.5194/essd-15-5467-2023, 2023. 
# averaging = daily
# 
# [FIELDS]
# fields = timestamp,ISWR,OSWR,NR,TA1,TA3,TA4,RH1,RH2,VW1,VW2,DW1,DW2,P,HW1,HW2,V,TA2,HW2_adj_flag,P_adj_flag,NR_cor,HS1,HS2,HS_combined,SHF,LHF,TA2m,RH2m,VW10m,SZA,SAA,Alb,RH1_cor,Q1,RH2_cor,Q2,latitude,longitude,elevation
# add_value = 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
# units = time,W/m^2,W/m^2,W/m^2,DegreesC,DegreesC,DegreesC,%/100,%/100,m/s,m/s,Degrees,Degrees,mbar,m,m,V,DegreesC,-,-,W/m^2,m,m,m,W/m^2,W/m^2,DegreesC,%/100,m/s,Degrees,Degrees,-,%/100,g/kg,%/100,g/kg,degN,degE,m a.s.l.
# display_description = timestamp_iso,shortwave_incoming_radiation,shortwave_outgoing_radiation,net_radiation,air_temperature_1,air_temperature_cs500_1,air_temperature_cs500_2,relative_humidity_1,relative_humidity_2,wind_speed_1,wind_speed_2,wind_from_direction_1,wind_from_direction_2,air_pressure,height_wind_sensor_1,height_wind_sensor_2,battery_voltage,air_temperature_2,height_wind_sensor_2_adj_flag,air_pressure_adj_flag,net_radiation_corrected,surface_height_1,surface_height_2,surface_height_combined,sensible_heat_flux,latent_heat_flux,air_temperature_2m,relative_humidity_2m,wind_speed_10m,solar_zenith_angle,solar_azimuth_angle,surface_albedo,relative_humidity_1_cor,specific_humidity_1,relative_humidity_2_cor,specific_humidity_2,latitude,longitude,elevation
# database_fields = timestamp_iso,swin,swout,netrad,airtemp1,airtemp_cs500_1,airtemp_cs500_2,rh1,rh2,windspeed1,windspeed2,winddir1,winddir2,pressure,hw1,hw2,battvolt,airtemp2,hw2_adj_flag,pressure_adj_flag,netrad_cor,hs1,hs2,sh_c,shf,lhf,airtemp_2m,rh_2m,windspeed_10m,solar_zenith_angle,solar_azimuth_angle,alb,rh1_cor,q1,rh2_cor,q2,lat,lon,elev
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,int,int,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,real,int
# 
# [DATA]
# 
# 
1990-06-01 00:00:00+00:00,,,,0.85,,,,,17.64,,,,862.91,,,,,0,0,,,,,,,,,,67.60,177.59,,,,,,69.574211,-49.294311,1155.42
1990-06-02 00:00:00+00:00,,,,0.17,,,,,14.22,,119.67,,861.30,,,,,0,0,,,,,,,,,,68.03,183.14,,,,,,69.574210,-49.294315,1155.42
1990-06-03 00:00:00+00:00,,,,-3.37,,,,,10.12,,119.67,,858.40,,,,,0,0,,,,,,,,,,67.90,183.14,,,,,,69.574209,-49.294319,1155.42
1990-06-04 00:00:00+00:00,,,,-3.83,,,,,8.10,,120.83,,861.90,,,,,0,0,,,,,,,,,,67.77,183.14,,,,,,69.574208,-49.294323,1155.42
1990-06-05 00:00:00+00:00,,,,-4.06,,,,,6.43,,89.67,,867.59,,,,,0,0,,,,,,,,,,67.65,183.14,,,,,,69.574207,-49.294327,1155.42
1990-06-06 00:00:00+00:00,164.50,274.85,-2.77,-3.03,,,,,4.34,,200.00,,877.44,,,,,0,0,-2.43,,,,,,,,,67.54,183.14,,,,,,69.574206,-49.294331,1155.42
1990-06-07 00:00:00+00:00,339.40,312.98,-8.27,-2.83,,,,,10.74,,114.58,,878.33,,,,,0,0,-7.70,,,,,,,,,67.43,183.14,,,,,,69.574205,-49.294335,1155.41
1990-06-08 00:00:00+00:00,,,4.54,1.67,,,,,12.00,,132.58,,877.26,,,,,0,0,5.82,,,,,,,,,67.33,183.14,,,,,,69.574204,-49.294339,1155.41
1990-06-09 00:00:00+00:00,99.17,268.94,5.60,0.47,,,,,8.83,,130.17,,880.12,,,,,0,0,6.57,,,,,,,,,67.23,183.14,,,,,,69.574203,-49.294343,1155.41
1990-06-10 00:00:00+00:00,137.40,264.12,1.90,-1.96,,,,,3.37,,195.75,,884.05,,,,,0,0,2.46,,,,,,,,,67.15,183.14,,,,,,69.574202,-49.294347,1155.41
1990-06-11 00:00:00+00:00,334.00,303.19,-12.69,-2.34,,,,,7.73,,118.83,,879.76,,,,,0,0,-12.20,,,,,,,,,67.07,183.14,,,,,,69.574201,-49.294351,1155.41
1990-06-12 00:00:00+00:00,339.40,300.60,-7.71,-2.12,,,,71.39,7.20,,136.17,,877.70,,,,,0,0,-6.94,,,,,,,,,67.00,183.14,,,,73.04,2.71,69.574200,-49.294355,1155.41
1990-06-13 00:00:00+00:00,290.46,284.94,-0.71,-2.80,,,,71.65,3.59,,98.17,,875.67,,,,,0,0,0.29,,,,,,,,,66.93,183.14,,,,73.74,2.57,69.574199,-49.294359,1155.41
1990-06-14 00:00:00+00:00,345.79,293.94,-0.48,-3.37,,,,73.68,5.35,,134.83,,878.33,,,,,0,0,0.55,,,,,,,,,66.87,183.14,,,,76.21,2.54,69.574198,-49.294363,1155.41
1990-06-15 00:00:00+00:00,,,,-1.74,,,,70.71,10.00,,86.92,,872.26,,,,,0,0,,,,,,,,,,66.82,183.14,,,,71.91,2.75,69.574197,-49.294366,1155.41
1990-06-16 00:00:00+00:00,86.44,243.71,-2.79,-1.10,,,,80.20,4.61,,98.42,,875.24,,,,,0,0,-2.11,,,,,,,,,66.78,183.14,,,,81.14,3.23,69.574196,-49.294370,1155.41
1990-06-17 00:00:00+00:00,316.04,290.75,8.17,-1.86,,,,79.47,4.35,,307.33,,878.97,,,,,0,0,9.48,,,,,,,,,66.74,183.14,,,,81.25,3.01,69.574195,-49.294374,1155.41
1990-06-18 00:00:00+00:00,231.96,278.04,12.15,1.37,,,,67.33,11.87,,106.08,,879.47,,,,,0,0,13.80,,,,,,,,,66.71,183.14,,,,67.34,3.23,69.574194,-49.294378,1155.41
1990-06-19 00:00:00+00:00,211.21,256.90,12.25,1.94,,,,67.82,13.04,,107.25,,878.72,,,,,0,0,13.86,,,,,,,,,66.69,183.14,,,,67.82,3.39,69.574193,-49.294382,1155.41
1990-06-20 00:00:00+00:00,304.17,279.75,18.21,1.74,,,,69.12,9.02,,118.50,,881.43,,,,,0,0,20.01,,,,,,,,,66.67,183.14,,,,69.12,3.40,69.574192,-49.294386,1155.41
