t0,t1,variable,adjustement_function,adjustement_value,comment
2009-05-19T21:00:00+00:00,,SnowHeight(m),add,-0.2,Not reported. Manual shift suggested by bav.
1999-05-09T00:00:00+00:00,,SurfaceHeight(m),add,-0.05,Not reported. Manual shift suggested by bav.
2004-04-09T10:00:00+00:00,,SurfaceHeight(m),add,0.3,Not reported. Manual shift suggested by bav.
2005-05-26T14:00:00+00:00,,SurfaceHeight(m),add,-0.1,Reported visit. SR1 height before/after (m): 0.0/-0.1
