t0,t1,variable,adjustement_function,adjustement_value,comment
2003-05-01T00:00:00+00:00,,SnowHeight(m),add,-6.0,Not reported. Manual shift suggested by bav.
2010-05-01T00:00:00+00:00,,SnowHeight(m),add,-6.5,Not reported. Manual shift suggested by bav.
2013-05-21T16:00:00+00:00,,SnowHeight(m),add,-4.0,Not reported. Manual shift suggested by bav.
2015-05-20T16:00:00+00:00,,SnowHeight(m),add,-1.8,Not reported. Manual shift suggested by bav.
2016-05-26T00:00:00+00:00,,SnowHeight(m),add,-1.6,Not reported. Manual shift suggested by bav.
2003-05-01T00:00:00+00:00,,SurfaceHeight(m),add,-6.0,Not reported. Manual shift suggested by bav.
2010-05-01T00:00:00+00:00,,SurfaceHeight(m),add,-6.5,Not reported. Manual shift suggested by bav.
2013-05-21T16:00:00+00:00,,SurfaceHeight(m),add,-3.0,Not reported. Manual shift suggested by bav.
2015-05-20T16:00:00+00:00,,SurfaceHeight(m),add,-2.05,Not reported. Manual shift suggested by bav.
