# NEAD 1.0 UTF-8
# [METADATA]
# doi = https://doi.org/10.16904/envidat.1
# reference = "Steffen, K. (2020). Greenland Climate Network (GC-Net) Data. EnviDat. doi: doi:10.16904/envidat.1"
# station_id = 107282
# station_name = GC-NET station SMS1
# srid = EPSG:4326
# geometry = POINTZ ()
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# 
# [FIELDS]
# fields = timestamp,TA1,TA2,RH1,VW1,DW1,HW1,V
# add_value = 0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1
# units = time,DegreesC,DegreesC,%/100,m/s,Degrees,m,V
# display_description = timestamp_iso,air_temperature_1,air_temperature_2,relative_humidity_1,wind_speed_1,wind_from_direction_1,height_wind_sensor_1,battery_voltage
# database_fields = timestamp_iso,airtemp1,airtemp2,rh1,windspeed1,winddir1,hw1,battvolt
# database_fields_data_types = timestamp,real,real,real,real,real,real,real
# 
# [DATA]
# 
# 
2002-01-01 00:00:00+00:00,,-16.58,80.28,7.17,71.77,2.86,
2002-01-02 00:00:00+00:00,-19.15,-19.67,80.03,5.01,83.42,2.91,
2002-01-03 00:00:00+00:00,-22.53,-22.75,70.56,10.68,5.34,2.90,
2002-01-04 00:00:00+00:00,-15.98,-15.98,75.64,11.07,62.90,2.86,
2002-01-05 00:00:00+00:00,-6.44,-6.72,66.03,12.91,107.14,2.82,
2002-01-06 00:00:00+00:00,-12.31,-12.71,71.75,8.32,104.19,2.82,
2002-01-07 00:00:00+00:00,-17.97,-18.48,81.56,10.25,57.71,2.84,
2002-01-08 00:00:00+00:00,-15.26,-15.56,81.13,10.69,101.31,2.85,
2002-01-09 00:00:00+00:00,-16.45,-16.68,81.77,13.04,9.12,2.86,
2002-01-10 00:00:00+00:00,-4.92,-4.98,80.26,14.32,103.58,2.80,
2002-01-11 00:00:00+00:00,-5.08,-5.41,73.24,12.18,57.05,2.80,
2002-01-12 00:00:00+00:00,-5.18,-5.33,72.63,14.08,8.66,2.78,
2002-01-13 00:00:00+00:00,-4.05,-4.25,65.87,15.62,4.03,2.78,
2002-01-14 00:00:00+00:00,-4.87,-5.09,67.73,15.28,19.82,2.78,
2002-01-15 00:00:00+00:00,-4.56,-4.82,56.20,13.39,11.59,2.77,
2002-01-16 00:00:00+00:00,-9.61,-9.97,60.79,11.30,37.76,2.81,
2002-01-17 00:00:00+00:00,-10.99,-11.40,57.51,9.24,32.55,2.83,
2002-01-18 00:00:00+00:00,-17.46,-17.92,63.09,7.68,34.29,2.87,
2002-01-19 00:00:00+00:00,-19.41,-19.72,74.51,5.77,15.33,2.88,
2002-01-20 00:00:00+00:00,-22.07,-22.48,76.85,4.96,81.38,2.89,
2002-01-21 00:00:00+00:00,-26.63,-26.79,69.43,4.80,39.50,2.92,
2002-01-22 00:00:00+00:00,-28.34,-28.39,67.68,6.11,40.21,2.91,
2002-01-23 00:00:00+00:00,-23.66,-23.67,62.02,7.17,37.65,2.87,
2002-01-24 00:00:00+00:00,-21.97,-22.18,64.08,6.33,71.51,2.88,
2002-01-25 00:00:00+00:00,-22.64,-22.87,64.47,5.92,53.12,2.88,
2002-01-26 00:00:00+00:00,-25.02,-25.11,63.00,7.09,10.90,2.89,
2002-01-27 00:00:00+00:00,-24.91,-25.05,56.84,7.27,74.14,2.89,
2002-01-28 00:00:00+00:00,-21.39,-21.47,65.08,5.43,42.15,2.87,
2002-01-29 00:00:00+00:00,-12.36,-12.38,75.75,6.03,64.90,2.82,
2002-01-30 00:00:00+00:00,-11.64,-11.81,84.33,1.85,130.63,2.82,
2002-01-31 00:00:00+00:00,-9.37,-9.39,83.49,4.16,37.51,2.78,
2002-02-01 00:00:00+00:00,-9.54,-9.77,75.43,6.16,14.42,2.80,
2002-02-02 00:00:00+00:00,-9.40,-9.57,81.27,6.74,16.47,2.79,
2002-02-03 00:00:00+00:00,-10.57,-10.87,72.23,6.38,3.41,2.80,
2002-02-04 00:00:00+00:00,-18.19,-18.50,71.77,7.29,29.65,2.84,
2002-02-05 00:00:00+00:00,-20.93,-21.17,69.43,8.68,31.99,2.85,
2002-02-06 00:00:00+00:00,-21.47,-21.61,70.88,8.54,15.33,2.86,
2002-02-07 00:00:00+00:00,-12.89,-13.00,81.82,8.72,41.38,2.81,
2002-02-08 00:00:00+00:00,-11.91,-12.27,79.30,12.66,10.84,2.81,
2002-02-09 00:00:00+00:00,-14.26,-14.57,74.27,13.98,1.88,2.82,
2002-02-10 00:00:00+00:00,-10.66,-10.91,71.88,13.38,1.79,2.80,
2002-02-11 00:00:00+00:00,-10.13,-10.34,69.89,14.98,1.62,2.81,
2002-02-12 00:00:00+00:00,-8.10,-8.35,68.81,11.19,3.85,2.81,
2002-02-13 00:00:00+00:00,-10.35,-10.61,65.38,11.96,3.73,2.83,
2002-02-14 00:00:00+00:00,-11.32,-11.62,72.06,12.05,24.51,2.84,
2002-02-15 00:00:00+00:00,-10.53,-10.74,78.54,11.27,11.94,2.83,
2002-02-16 00:00:00+00:00,-8.72,-8.84,83.38,10.31,70.49,2.82,
2002-02-17 00:00:00+00:00,-15.24,-15.66,85.71,6.80,139.14,2.81,
2002-02-18 00:00:00+00:00,-13.41,-13.58,87.84,5.89,169.24,2.75,
2002-02-19 00:00:00+00:00,-14.47,-14.77,87.21,4.58,218.67,2.59,
2002-02-20 00:00:00+00:00,-18.68,-18.96,77.53,8.73,30.97,2.72,
2002-02-21 00:00:00+00:00,-6.86,-6.72,87.12,5.30,35.92,2.48,
2002-02-22 00:00:00+00:00,-2.80,-2.81,93.66,3.50,131.54,1.26,
2002-02-23 00:00:00+00:00,-6.81,-7.03,76.99,7.03,16.94,2.64,
2002-02-24 00:00:00+00:00,-12.23,-12.56,86.75,5.84,135.16,2.68,
2002-02-25 00:00:00+00:00,-14.08,-14.21,72.06,9.28,6.70,2.70,
2002-02-26 00:00:00+00:00,-9.49,-9.72,89.72,7.52,177.76,2.15,
2002-02-27 00:00:00+00:00,-22.79,-23.18,78.91,7.03,102.22,2.50,
2002-02-28 00:00:00+00:00,-22.43,-22.47,73.73,7.45,37.24,2.53,
2002-03-01 00:00:00+00:00,-19.66,-19.57,64.71,7.47,12.78,2.61,
2002-03-02 00:00:00+00:00,-14.00,-14.08,78.66,6.41,105.35,2.57,
2002-03-03 00:00:00+00:00,-17.59,-17.85,83.03,6.02,118.91,2.51,
2002-03-04 00:00:00+00:00,-21.49,-21.49,75.65,5.26,84.12,2.53,
2002-03-05 00:00:00+00:00,-22.02,-22.03,70.76,5.23,66.51,2.56,
2002-03-06 00:00:00+00:00,-21.88,-21.99,78.00,7.53,94.45,2.57,
2002-03-07 00:00:00+00:00,-12.59,-12.52,85.23,8.80,129.59,2.35,
2002-03-08 00:00:00+00:00,-17.73,-18.22,83.54,8.25,152.83,2.45,
2002-03-09 00:00:00+00:00,-24.70,-24.75,71.98,6.25,36.00,2.49,
