# NEAD 1.0 UTF-8
# [METADATA]
# doi = https://doi.org/10.16904/envidat.1
# reference = "Steffen, K. (2020). Greenland Climate Network (GC-Net) Data. EnviDat. doi: doi:10.16904/envidat.1"
# station_id = 107282
# station_name = GC-NET station SMS5
# srid = EPSG:4326
# geometry = POINTZ ()
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# 
# [FIELDS]
# fields = timestamp,TA1,TA2,RH1,VW1,DW1,HW1,V
# add_value = 0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1
# units = time,DegreesC,DegreesC,%/100,m/s,Degrees,m,V
# display_description = timestamp_iso,air_temperature_1,air_temperature_2,relative_humidity_1,wind_speed_1,wind_from_direction_1,height_wind_sensor_1,battery_voltage
# database_fields = timestamp_iso,airtemp1,airtemp2,rh1,windspeed1,winddir1,hw1,battvolt
# database_fields_data_types = timestamp,real,real,real,real,real,real,real
# 
# [DATA]
# 
# 
2002-09-20 12:00:00+00:00,0.87,0.74,67.19,10.71,100.70,3.60,13.83
2002-09-20 13:00:00+00:00,1.63,1.68,66.40,9.84,103.60,3.59,13.73
2002-09-20 14:00:00+00:00,2.29,2.46,66.20,9.96,108.30,3.59,13.64
2002-09-20 15:00:00+00:00,2.67,2.79,68.66,9.32,108.70,3.59,13.76
2002-09-20 16:00:00+00:00,3.00,3.11,68.96,8.56,113.50,3.59,13.74
2002-09-20 17:00:00+00:00,3.41,3.55,67.89,8.15,109.20,3.59,13.73
2002-09-20 18:00:00+00:00,3.59,3.66,69.59,8.01,98.80,3.58,13.84
2002-09-20 19:00:00+00:00,3.74,3.73,70.70,7.89,99.40,3.58,13.64
2002-09-20 20:00:00+00:00,3.83,3.71,69.11,7.99,95.20,3.58,13.64
2002-09-20 21:00:00+00:00,3.72,3.65,68.34,7.64,95.90,3.58,15.02
2002-09-20 22:00:00+00:00,3.57,3.36,68.61,8.41,96.20,3.58,13.48
2002-09-20 23:00:00+00:00,3.33,3.04,68.92,9.05,103.40,3.59,13.40
2002-09-21 00:00:00+00:00,3.09,2.88,67.77,10.12,98.20,3.59,13.35
2002-09-21 01:00:00+00:00,3.00,2.82,67.51,10.68,102.10,3.59,13.29
2002-09-21 02:00:00+00:00,2.85,2.66,67.03,10.82,102.00,3.59,13.25
2002-09-21 03:00:00+00:00,2.63,2.41,69.25,9.50,101.70,3.59,13.22
2002-09-21 04:00:00+00:00,2.74,2.58,67.77,9.48,102.60,3.59,13.19
2002-09-21 05:00:00+00:00,2.54,2.37,69.10,9.66,106.70,3.59,13.17
2002-09-21 06:00:00+00:00,2.37,2.18,69.77,8.96,103.50,3.59,13.15
2002-09-21 07:00:00+00:00,2.71,2.56,67.07,9.64,97.20,3.59,13.15
2002-09-21 08:00:00+00:00,2.78,2.65,67.24,8.39,95.80,3.59,13.13
2002-09-21 09:00:00+00:00,2.31,2.06,71.80,6.89,85.80,3.59,13.13
2002-09-21 10:00:00+00:00,2.60,2.46,72.00,7.08,89.60,3.59,13.14
2002-09-21 11:00:00+00:00,3.20,3.17,74.00,7.64,100.00,3.59,13.33
2002-09-21 12:00:00+00:00,3.89,3.91,73.90,7.81,105.70,3.58,13.68
2002-09-21 13:00:00+00:00,4.21,4.24,74.20,8.02,115.20,3.58,13.82
2002-09-21 14:00:00+00:00,4.32,4.31,73.80,7.24,113.00,3.58,13.81
2002-09-21 15:00:00+00:00,5.17,5.32,68.28,10.07,117.50,3.58,13.70
2002-09-21 16:00:00+00:00,4.80,4.74,71.60,9.62,115.50,3.58,13.63
2002-09-21 17:00:00+00:00,5.20,5.23,63.59,9.27,118.50,3.58,13.92
2002-09-21 18:00:00+00:00,4.84,4.70,63.96,8.92,107.90,3.58,13.95
2002-09-21 19:00:00+00:00,4.67,4.55,61.33,9.71,114.50,3.58,14.22
2002-09-21 20:00:00+00:00,4.30,3.98,63.07,10.05,115.40,3.59,13.66
2002-09-21 21:00:00+00:00,3.93,3.69,62.07,11.12,111.80,3.59,14.10
2002-09-21 22:00:00+00:00,3.44,3.12,62.65,11.83,112.00,3.59,13.43
2002-09-21 23:00:00+00:00,2.86,2.53,63.93,11.20,108.20,3.59,13.37
