# NEAD 1.0 UTF-8
# [METADATA]
# doi = https://doi.org/10.16904/envidat.1
# reference = "Steffen, K. (2020). Greenland Climate Network (GC-Net) Data. EnviDat. doi: doi:10.16904/envidat.1"
# station_id = 107282
# station_name = GC-NET station SMS4
# srid = EPSG:4326
# geometry = POINTZ ()
# nodata = 
# timestamp_meaning = end
# timezone = 0
# field_delimiter = ,
# 
# [FIELDS]
# fields = timestamp,TA1,TA2,RH1,VW1,DW1,HW1,V,HS1,SZA,SAA,RH1_cor
# add_value = 0,0,0,0,0,0,0,0,0,0,0,0
# scale_factor = 1,1,1,1,1,1,1,1,1,1,1,1
# units = time,DegreesC,DegreesC,%/100,m/s,Degrees,m,V,m,Degrees,Degrees,%/100
# display_description = timestamp_iso,air_temperature_1,air_temperature_2,relative_humidity_1,wind_speed_1,wind_from_direction_1,height_wind_sensor_1,battery_voltage,surface_height_1,solar_zenith_angle,solar_azimuth_angle,relative_humidity_1_cor
# database_fields = timestamp_iso,airtemp1,airtemp2,rh1,windspeed1,winddir1,hw1,battvolt,hs1,solar_zenith_angle,solar_azimuth_angle,rh1_cor
# database_fields_data_types = timestamp,real,real,real,real,real,real,real,real,real,real,real
# 
# [DATA]
# 
# 
2001-05-22 00:00:00+00:00,0.93,1.09,78.55,2.48,211.99,1.16,,0.00,69.94,182.29,78.55
2001-05-23 00:00:00+00:00,1.39,1.72,80.39,2.45,89.17,1.17,,-0.01,69.74,182.29,80.49
2001-05-24 00:00:00+00:00,1.09,,,6.68,136.78,1.18,,-0.02,69.54,182.29,
2001-05-25 00:00:00+00:00,-1.46,,,1.67,176.39,1.19,,-0.03,69.35,182.29,
2001-05-26 00:00:00+00:00,-2.47,,,1.87,224.37,1.19,,-0.03,69.16,182.29,
2001-05-27 00:00:00+00:00,-2.99,-2.62,79.26,3.27,99.45,1.20,,-0.04,68.99,182.29,82.02
2001-05-28 00:00:00+00:00,-0.24,0.21,80.02,3.23,119.99,1.20,,-0.04,68.81,182.29,80.55
2001-05-29 00:00:00+00:00,0.69,1.16,78.23,3.07,172.48,1.22,,-0.06,68.65,182.29,78.38
2001-05-30 00:00:00+00:00,-1.50,,,2.72,152.90,1.25,,-0.09,68.49,182.29,
2001-05-31 00:00:00+00:00,-2.35,-1.61,72.30,3.72,116.34,1.25,,-0.09,68.33,182.29,74.16
2001-06-01 00:00:00+00:00,0.38,0.35,76.31,6.33,96.95,1.26,,-0.10,68.19,182.29,77.38
2001-06-02 00:00:00+00:00,-1.51,,,4.51,191.99,1.29,,-0.13,68.04,182.29,
2001-06-03 00:00:00+00:00,-2.47,-1.84,86.39,1.38,149.44,1.29,,-0.13,67.91,182.29,88.51
2001-06-04 00:00:00+00:00,-2.17,-1.64,85.31,1.70,138.42,1.29,,-0.13,67.78,182.29,87.27
2001-06-05 00:00:00+00:00,-2.19,-1.80,71.33,5.29,95.67,1.30,,-0.14,67.66,182.29,73.07
2001-06-06 00:00:00+00:00,0.51,0.79,78.32,4.05,100.28,1.31,,-0.15,67.55,182.29,78.58
2001-06-07 00:00:00+00:00,1.81,,,3.82,131.18,1.34,,-0.18,67.44,182.29,
2001-06-08 00:00:00+00:00,-0.59,,,2.22,206.36,1.38,,-0.22,67.34,182.29,
2001-06-09 00:00:00+00:00,-0.64,-0.11,86.39,2.67,175.12,1.41,,-0.25,67.25,182.29,87.54
2001-06-10 00:00:00+00:00,0.22,0.57,70.14,6.33,72.31,1.43,,-0.27,67.16,182.29,70.97
2001-06-11 00:00:00+00:00,2.60,2.88,83.23,3.52,106.45,1.47,,-0.31,67.08,182.29,83.23
2001-06-12 00:00:00+00:00,2.74,3.04,81.81,3.36,97.10,1.52,,-0.36,67.01,182.29,81.81
2001-06-13 00:00:00+00:00,2.60,2.88,80.87,4.07,95.27,1.58,,-0.42,66.94,182.29,80.87
2001-06-14 00:00:00+00:00,2.67,2.74,85.02,4.78,96.98,1.63,,-0.47,66.88,182.29,85.02
2001-06-15 00:00:00+00:00,2.75,3.05,83.28,3.43,99.71,1.68,,-0.52,66.83,182.29,83.28
2001-06-16 00:00:00+00:00,2.20,2.46,87.22,2.93,97.85,1.73,,-0.57,66.79,182.29,87.22
2001-06-17 00:00:00+00:00,3.30,3.48,74.38,7.32,86.03,1.76,,-0.60,66.75,182.29,74.38
2001-06-18 00:00:00+00:00,2.62,2.85,,7.01,109.94,1.82,,-0.66,66.72,182.29,
2001-06-19 00:00:00+00:00,1.82,2.32,,3.06,114.00,1.86,,-0.70,66.70,182.29,
2001-06-20 00:00:00+00:00,2.00,2.37,99.82,3.33,138.09,1.89,,-0.73,66.69,182.29,99.82
2001-06-21 00:00:00+00:00,2.03,2.14,90.91,4.16,117.74,1.92,,-0.76,66.68,182.29,90.91
2001-06-22 00:00:00+00:00,1.07,1.37,91.61,1.85,148.91,1.95,,-0.79,66.68,182.29,91.61
2001-06-23 00:00:00+00:00,1.39,1.73,82.69,2.98,74.59,1.97,,-0.81,66.69,182.29,82.71
2001-06-24 00:00:00+00:00,1.95,2.27,83.82,3.22,93.81,2.00,,-0.84,66.70,182.29,83.82
2001-06-25 00:00:00+00:00,3.90,4.07,72.13,8.04,93.92,2.04,,-0.88,66.72,182.29,72.13
2001-06-26 00:00:00+00:00,4.80,4.86,70.02,8.42,90.31,2.09,,-0.93,66.75,182.29,70.02
2001-06-27 00:00:00+00:00,4.34,4.49,72.67,7.32,89.07,2.14,,-0.98,66.79,182.29,72.67
2001-06-28 00:00:00+00:00,4.37,4.52,71.82,7.41,89.49,2.19,,-1.03,66.83,182.29,71.82
2001-06-29 00:00:00+00:00,3.25,3.42,78.43,5.27,99.65,2.23,,-1.07,66.88,182.29,78.43
2001-06-30 00:00:00+00:00,2.71,2.96,80.24,3.81,98.14,2.26,,-1.10,66.94,182.29,80.24
2001-07-01 00:00:00+00:00,3.10,3.34,78.10,4.15,103.27,2.29,,-1.13,67.00,182.29,78.10
2001-07-02 00:00:00+00:00,2.00,2.32,84.27,3.28,100.85,2.32,,-1.16,67.07,182.29,84.27
2001-07-03 00:00:00+00:00,3.92,4.10,71.64,7.88,87.05,2.35,,-1.19,67.15,182.29,71.64
2001-07-04 00:00:00+00:00,3.72,3.70,78.21,6.93,106.72,2.41,,-1.25,67.24,182.29,78.21
2001-07-05 00:00:00+00:00,2.51,2.76,80.10,3.98,96.33,2.44,,-1.28,67.33,182.29,80.10
2001-07-06 00:00:00+00:00,1.65,1.92,75.43,4.73,92.64,2.47,,-1.31,67.43,182.29,75.46
2001-07-07 00:00:00+00:00,4.36,4.56,69.52,4.87,89.45,2.49,,-1.33,67.54,182.29,69.52
2001-07-08 00:00:00+00:00,4.05,4.19,73.69,5.70,85.75,2.54,,-1.38,67.65,182.29,73.69
2001-07-09 00:00:00+00:00,3.28,3.50,77.41,4.24,85.42,2.58,,-1.42,67.77,182.29,77.41
2001-07-10 00:00:00+00:00,3.35,3.54,76.37,5.53,80.82,2.61,,-1.45,67.90,182.29,76.37
2001-07-11 00:00:00+00:00,3.08,3.26,77.72,5.00,79.73,2.65,,-1.49,68.03,182.29,77.72
2001-07-12 00:00:00+00:00,3.19,3.38,74.95,5.18,76.44,2.69,,-1.53,68.17,182.29,74.95
2001-07-13 00:00:00+00:00,3.57,3.77,70.88,5.18,79.10,2.72,,-1.56,68.32,182.29,70.88
2001-07-14 00:00:00+00:00,4.46,4.58,67.44,6.78,80.63,2.75,,-1.59,68.47,182.29,67.44
2001-07-15 00:00:00+00:00,4.36,4.47,68.89,6.82,79.52,2.81,,-1.65,68.63,182.29,68.89
2001-07-16 00:00:00+00:00,2.62,2.84,83.38,2.94,103.42,2.84,,-1.68,68.79,182.29,83.38
2001-07-17 00:00:00+00:00,3.59,3.73,79.58,4.08,95.99,2.87,,-1.71,68.96,182.29,79.58
2001-07-18 00:00:00+00:00,3.20,3.25,83.25,3.55,95.48,2.91,,-1.75,69.14,182.29,83.25
2001-07-19 00:00:00+00:00,2.15,2.19,91.36,2.85,94.35,2.94,,-1.78,69.32,182.29,91.36
2001-07-20 00:00:00+00:00,2.64,2.83,80.94,3.91,96.45,2.96,,-1.80,69.51,182.29,80.94
2001-07-21 00:00:00+00:00,3.57,3.70,68.49,6.91,83.62,2.99,,-1.83,69.71,182.29,68.49
2001-07-22 00:00:00+00:00,3.03,3.16,77.88,4.58,88.28,3.02,,-1.86,69.91,182.29,77.88
2001-07-23 00:00:00+00:00,2.96,3.05,82.85,3.22,94.43,3.06,,-1.90,70.11,182.29,82.85
2001-07-24 00:00:00+00:00,2.07,2.30,78.44,3.65,79.11,3.08,,-1.92,70.33,182.29,78.44
2001-07-25 00:00:00+00:00,1.90,2.15,78.26,4.04,82.47,3.10,,-1.94,70.54,182.29,78.26
2001-07-26 00:00:00+00:00,3.08,3.26,65.16,6.02,75.18,3.12,,-1.96,70.77,182.29,65.16
2001-07-27 00:00:00+00:00,4.00,4.15,68.80,7.19,86.39,3.15,,-1.99,70.99,182.29,68.80
2001-07-28 00:00:00+00:00,4.12,4.22,72.82,5.56,84.64,3.20,,-2.04,71.23,182.29,72.82
2001-07-29 00:00:00+00:00,2.84,3.02,79.88,3.87,91.87,3.24,,-2.08,71.46,182.29,79.88
2001-07-30 00:00:00+00:00,3.12,3.23,79.33,3.73,89.11,3.27,,-2.11,71.71,182.29,79.33
2001-07-31 00:00:00+00:00,3.62,3.78,77.41,4.11,90.98,3.30,,-2.14,71.95,182.29,77.41
