"TOA5","CR1000","CR1000","23835","CR1000.Std.16","CPU:GOES Swiss Camp 09.CR1","26033","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_snow_Avg(1)","tc_snow_Avg(2)","tc_snow_Avg(3)","tc_snow_Avg(4)","tc_snow_Avg(5)","tc_snow_Avg(6)","tc_snow_Avg(7)","tc_snow_Avg(8)","tc_snow_Avg(9)","tc_snow_Avg(10)","tc_air_Avg(1)","tc_air_Avg(2)","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","sw_in_Max","sw_in_Std","net_rad_Std","tc_air_Max(1)","tc_air_Max(2)","tc_air_Min(1)","tc_air_Min(2)","U_Max(1)","U_Max(2)","U_Std(1)","U_Std(2)","TRef_Avg","uv_Avg","L_in_Avg","T_surf1_Avg","T_surf2_Avg","Battery"
"2016-04-18 22:00:00",155,1,2016,109,22,0.621,1.757,0.146,"NAN","NAN","NAN",-6.573,-6.97,-7.424,-38.69,-6.216,-9.04,-8.93,-14.27,-14.1,-13.58,-13,92,87.2,0,1.713,138.7,150.4,475.2,1.038,0.979,0.717,0.046,0.129,-13.54,-13.48,-14.7,-14.67,0,2.261,0,0.251,-10.91,"NAN","NAN",-12.43,-11.85,13.52
"2016-04-18 23:00:00",156,1,2016,109,23,0.504,1.395,0.03,"NAN","NAN","NAN",-6.604,-7.006,-7.461,-40.02,-6.274,-9.08,-8.95,-14.52,-14.43,-13.93,-13.35,92.7,87.8,0,1.698,128.9,141.3,475.1,1.038,0.978,0.717,0.111,0.055,-14.1,-14.15,-14.8,-14.77,0,2.208,0,0.276,-12.06,"NAN","NAN",-13.02,-12.69,14.22
"2016-04-19 00:00:00",157,1,2016,110,0,0.125,0.333,0.269,"NAN","NAN","NAN",-6.584,-6.976,-7.434,-41.53,-6.223,-9.06,-8.93,-14.98,-14.81,-14.82,-14.33,98,92.4,0,1.213,140.2,157.1,475,1.04,0.981,0.313,0.086,0.081,-14.56,-14.44,-15.14,-14.99,0,1.81,0,0.159,-13.58,"NAN","NAN",-14.9,-14.37,13.54
"2016-04-19 01:00:00",158,1,2016,110,1,0.007,0.012,0.206,"NAN","NAN","NAN",-6.617,-7.014,-7.476,-43.56,-6.294,-9.09,-8.95,-15.72,-15.3,-15.58,-15.03,99,93.8,0,0.318,295.3,107,474.9,1.042,0.982,0.02,0.004,0.096,-15.11,-14.87,-16.45,-15.98,0,0.941,0,0.301,-15.7,"NAN","NAN",-16.01,-15.58,13.35
"2016-04-19 02:00:00",159,1,2016,110,2,0.003,0.001,0.359,"NAN","NAN","NAN",-6.636,-7.033,-7.496,-44.72,-6.325,-9.13,-8.98,-16.29,-15.94,-16.12,-15.61,98.6,93.8,0,0.843,196.1,110.9,474.6,1.046,0.985,0.007,0.001,0.032,-15.34,-14.87,-17.45,-17.15,0,1.575,0,0.272,-16.74,"NAN","NAN",-17.11,-16.29,13.2
"2016-04-19 03:00:00",160,1,2016,110,3,0.003,0,0.259,"NAN","NAN","NAN",-6.641,-7.036,-7.497,-46.16,-6.325,-9.12,-8.97,-17.79,-17.43,-17.74,-17.19,97.5,92.6,0,1.041,95.7,109.6,474.5,1.049,0.988,0.007,0.001,0.074,-17.46,-17.07,-18.17,-17.93,0,1.575,0,0.208,-17.95,"NAN","NAN",-18.42,-17.8,13.07
"2016-04-19 04:00:00",161,1,2016,110,4,0.003,0,0.208,"NAN","NAN","NAN",-6.668,-7.071,-7.533,-46.62,-6.396,-9.18,-9,-17.62,-17.29,-17.56,-17.02,97.1,91.9,0,1.381,106.7,123.4,474.3,1.046,0.985,0.003,0.001,0.103,-16.84,-16.59,-17.91,-17.55,0,2.071,0,0.344,-18.35,"NAN","NAN",-17.68,-17.47,12.98
"2016-04-19 05:00:00",162,1,2016,110,5,0.003,0,0.156,"NAN","NAN","NAN",-6.675,-7.084,-7.55,-47.01,-6.435,-9.19,-9,-16.27,-16.02,-16.24,-15.79,98.2,92.8,0,1.047,137.9,150.1,474.3,1.044,0.983,0.003,0,0.098,-15.6,-15.38,-17.02,-16.75,0,1.646,0,0.211,-18.15,"NAN","NAN",-16.78,-16.45,12.91
"2016-04-19 06:00:00",163,1,2016,110,6,0.003,0.001,0.069,"NAN","NAN","NAN",-6.69,-7.103,-7.566,-46.73,-6.471,-9.19,-8.99,-15.72,-15.51,-15.68,-15.22,98.2,93,0,1.6,150.1,164.3,474.1,"NAN",0.984,0.003,0,0.029,-15.25,-15.11,-16.23,-16.04,0,2.332,0,0.317,-16.95,"NAN","NAN",-15.28,-15.59,12.86
"2016-04-19 07:00:00",164,1,2016,110,7,0.009,0.017,0.226,"NAN","NAN","NAN",-6.654,-7.057,-7.516,-46.79,-6.366,-9.13,-8.95,-16.41,-16.17,-16.33,-15.85,97.6,92.7,0,1.972,141.4,155.3,474.1,1.04,0.981,0.02,0.005,0.062,-15.56,-15.36,-16.88,-16.59,0,2.319,0,0.177,-16.26,"NAN","NAN",-15.98,-16.2,12.84
"2016-04-19 08:00:00",165,1,2016,110,8,0.053,0.136,0.223,"NAN","NAN","NAN",-6.668,-7.073,-7.533,-47.15,-6.391,-9.14,-8.96,-16.06,-15.83,-16.03,-15.55,98,92.4,0,2.192,143.5,157,474.2,1.038,0.979,0.109,0.024,0.092,-15.62,-15.43,-16.7,-16.42,0,3.051,0,0.324,-16.55,"NAN","NAN",-15.82,-15.92,12.83
"2016-04-19 09:00:00",166,1,2016,110,9,0.263,0.717,0.11,"NAN","NAN","NAN",-6.673,-7.079,-7.537,"NAN",-6.416,-9.15,-8.96,-15.6,-15.46,-15.51,-15.08,97.8,92.1,0,2.493,131.9,146.1,474.2,1.037,0.979,0.462,0.091,0.076,-14.72,-14.63,-16.13,-16.03,0,3.698,0,0.542,-16.25,"NAN","NAN",-15.06,-15.3,12.93
"2016-04-19 10:00:00",167,1,2016,110,10,0.67,1.835,0.14,"NAN","NAN","NAN",-6.68,-7.089,-7.55,"NAN",-6.442,-9.17,-8.96,-14.73,-14.65,-14.49,-14.08,97.4,91.4,0,4.392,134.6,149.2,474.2,1.034,0.969,0.85,0.106,0.074,-14.42,-14.34,-15.15,-15.05,0,5.553,0,0.519,-14.97,"NAN","NAN",-13.84,-14.16,13.07
"2016-04-19 11:00:00",168,1,2016,110,11,0.916,2.492,0.215,"NAN","NAN","NAN",-6.661,-7.066,-7.524,"NAN",-6.402,-9.14,-8.93,-14.04,-13.98,-13.77,-13.39,97.1,91.3,0,5.366,137.5,152.7,474.2,1.011,0.977,1.104,0.083,0.135,-13.66,-13.61,-14.47,-14.38,0,6.272,0,0.409,-13.75,"NAN","NAN",-12.97,-13.36,13.25
"2016-04-19 12:00:00",169,1,2016,110,12,1.122,3.052,0.627,"NAN","NAN","NAN",-6.654,-7.061,-7.516,"NAN",-6.398,-9.12,-8.92,-13.18,-13.17,-12.93,-12.61,97,91.3,0,6.057,140.4,155.9,474.2,0.995,0.975,1.492,0.165,0.126,-12.89,-12.89,-13.7,-13.66,0,7.52,0,0.467,-12.66,"NAN","NAN",-11.76,-12.25,13.42
"2016-04-19 13:00:00",170,1,2016,110,13,1.655,4.531,0.743,"NAN","NAN","NAN",-6.654,-7.063,-7.523,"NAN",-6.418,-9.12,-8.91,-12.55,-12.56,-12.2,-11.9,95.7,90.2,0,6.175,142.2,157,474.4,1.011,0.974,2.144,0.238,0.166,-11.84,-11.88,-13.04,-13.02,0,7.239,0,0.452,-11.62,"NAN","NAN",-10.63,-11.16,14.83
"2016-04-19 14:00:00",171,1,2016,110,14,2.283,6.326,0.708,"NAN","NAN","NAN",-6.659,-7.072,-7.531,"NAN",-6.444,-9.09,-8.88,-11.42,-11.44,-10.94,-10.66,94.5,89.1,0,6.891,142.1,157.9,474.3,0.996,0.942,2.687,0.21,0.174,-11.18,-11.18,-11.94,-11.98,0,9.06,0,0.781,-9.89,"NAN","NAN",-8.94,-9.71,13.6
"2016-04-19 15:00:00",172,1,2016,110,15,2.472,6.849,0.646,"NAN","NAN","NAN",-6.615,-7.024,-7.487,"NAN",-6.387,-9,-8.81,-11.22,-11.25,-10.74,-10.5,94.3,89,0,7.305,146.9,162,474.4,0.971,0.958,2.809,0.193,0.195,-10.98,-11.01,-11.38,-11.41,0,8.7,0,0.573,-8.78,"NAN","NAN",-8.59,-9.49,13.64
"2016-04-19 16:00:00",173,1,2016,110,16,2.664,7.408,0.415,"NAN","NAN","NAN",-6.612,-7.025,-7.489,"NAN",-6.396,-8.98,-8.79,-10.98,-11.02,-10.47,-10.24,93.2,88.1,0,7.027,150.3,166.1,474.3,0.997,0.971,2.829,0.124,0.115,-10.7,-10.76,-11.22,-11.23,0,8.76,0,0.728,-8.32,"NAN","NAN",-8.08,-8.84,13.54
"2016-04-19 17:00:00",174,1,2016,110,17,2.457,6.849,0.133,"NAN","NAN","NAN",-6.597,-7.007,-7.463,"NAN",-6.371,-8.96,-8.78,-10.69,-10.74,-10.18,-9.9,93.4,88.2,0,6.21,154.3,170.2,474.5,1.005,0.971,2.795,0.208,0.151,-10.54,-10.59,-10.82,-10.85,0,7.637,0,0.476,-7.724,"NAN","NAN",-7.513,-8.22,13.52
"2016-04-19 18:00:00",175,1,2016,110,18,2.295,6.429,-0.039,"NAN","NAN","NAN",-6.584,-6.99,-7.442,"NAN",-6.331,-8.96,-8.78,-10.76,-10.81,-10.27,-9.96,95.4,89.6,0,5.28,157.3,173.3,474.7,1.015,0.971,2.584,0.138,0.125,-10.56,-10.62,-10.92,-10.96,0,6.37,0,0.423,-7.676,"NAN","NAN",-7.27,-7.934,13.48
"2016-04-19 19:00:00",176,1,2016,110,19,2.059,5.762,-0.249,"NAN","NAN","NAN",-6.565,-6.97,-7.428,"NAN",-6.3,-8.94,-8.77,-11.16,-11.24,-10.69,-10.53,95.8,90.4,0,5.774,165.4,180.4,474.8,1.013,0.973,2.639,0.312,0.125,-10.8,-10.89,-11.74,-11.83,0,6.965,0,0.515,-7.587,"NAN",-0.248,-7.708,-8.46,13.57
"2016-04-19 20:00:00",177,1,2016,110,20,1.281,3.545,-0.289,"NAN","NAN","NAN",-6.572,-6.973,-7.434,"NAN",-6.268,-8.92,-8.76,-12.98,-13.13,-12.54,-12.31,95.1,90.1,0,3.327,184.3,198.6,475.4,1.015,0.976,1.858,0.201,0.2,-11.75,-11.85,-13.8,-13.88,0,6.148,0,0.67,-8.77,"NAN","NAN",-9.92,-10.24,13.53
"2016-04-19 21:00:00",178,1,2016,110,21,0.957,2.648,0.025,"NAN","NAN","NAN",-6.592,-6.992,-7.45,"NAN",-6.261,-8.94,-8.79,-14.81,-14.59,-14.28,-13.68,94,89.7,0,2.518,160.8,176,475.9,1.019,0.98,1.335,0.191,0.139,-13.78,-13.85,-15.52,-15.11,0,2.731,0,0.124,-10.21,"NAN","NAN",-11.97,-11.57,13.6
"2016-04-19 22:00:00",179,1,2016,110,22,0.633,1.765,0.05,"NAN","NAN","NAN",-6.604,-7.003,-7.461,"NAN",-6.272,-8.98,-8.82,-15.42,-14.85,-15.01,-14.04,96.6,91.6,0,2.367,175.6,187.6,476.3,1.023,0.984,0.798,0.08,0.071,-14.98,-14.71,-15.86,-15.01,0,2.574,0,0.15,-12.05,"NAN","NAN",-13.46,-12.67,14.7
"2016-04-19 23:00:00",180,1,2016,110,23,0.4,1.109,0.018,"NAN","NAN","NAN",-6.625,-7.026,-7.479,"NAN",-6.286,-9,-8.83,-16,-15.57,-15.67,-14.61,95.7,88.4,0,1.763,169.4,180.8,477,1.025,0.986,0.632,0.145,0.069,-15.8,-15.05,-16.28,-15.82,0,2.404,0,0.305,-13.3,"NAN","NAN",-14.4,-14.17,13.65
"2016-04-20 00:00:00",181,1,2016,111,0,0.079,0.207,0.178,"NAN","NAN","NAN",-6.631,-7.026,-7.482,"NAN",-6.291,-8.99,-8.82,-16.44,-16.11,-16.33,-15.66,97.2,91.1,0,1.835,162.6,175.7,477.5,1.028,0.985,0.183,0.051,0.066,-16.01,-15.58,-16.89,-16.42,0,2.169,0,0.162,-14.87,"NAN","NAN",-15.9,-15.93,13.45
"2016-04-20 01:00:00",182,1,2016,111,1,0.007,0.011,0.219,"NAN","NAN","NAN",-6.656,-7.056,-7.515,"NAN",-6.341,-9.02,-8.84,-17.22,-16.84,-17.12,-16.45,97,91.4,0,2.015,163.8,174.6,478.1,"NAN",0.987,0.017,0.004,0.063,-16.72,-16.31,-17.85,-17.53,0,2.339,0,0.152,-16.51,"NAN","NAN",-17.17,-16.87,13.28
"2016-04-20 02:00:00",183,1,2016,111,2,0.003,0,0.072,"NAN","NAN","NAN",-6.669,-7.072,-7.532,"NAN",-6.387,-9.07,-8.87,-17.4,-17.23,-17.3,-16.87,96.7,91.3,0,1.707,139.5,151.4,478.5,1.025,0.983,0.003,0,0.042,-16.88,-16.72,-18.01,-17.76,0,2.234,0,0.232,-17.42,"NAN","NAN",-16.86,-17.24,13.15
"2016-04-20 03:00:00",184,1,2016,111,3,0.003,0,0.181,"NAN","NAN","NAN",-6.67,-7.073,-7.533,"NAN",-6.395,-9.08,-8.87,-17.18,-16.8,-17.09,-16.49,97,92,0,2.081,136.6,149.5,478.9,1.041,0.982,0.003,0,0.074,-16.6,-16.44,-17.47,-17.19,0,3.672,0,0.482,-17.48,"NAN","NAN",-17.02,-16.83,13.04
"2016-04-20 04:00:00",185,1,2016,111,4,0.003,0,0.125,"NAN","NAN","NAN",-6.69,-7.101,-7.563,"NAN",-6.468,-9.12,-8.9,-15.84,-15.69,-15.84,-15.43,98.2,93,0,3.705,138.7,153.1,479.2,1.029,0.939,0.003,0,0.062,-14.75,-14.69,-17.59,-17.22,0,4.939,0,0.758,-17.23,"NAN","NAN",-15.46,-15.76,12.95
"2016-04-20 05:00:00",186,1,2016,111,5,0.003,0,0.183,"NAN","NAN","NAN",-6.677,-7.085,-7.544,"NAN",-6.433,-9.1,-8.87,-15.23,-15.14,-15.16,-14.78,98.3,92.8,0,4.202,145.8,161,479.7,1.019,0.966,0.003,0,0.064,-14.64,-14.57,-15.88,-15.72,0,5.037,0,0.333,-15.79,"NAN","NAN",-14.76,-15.15,12.89
"2016-04-20 06:00:00",187,1,2016,111,6,0.003,0.001,0.175,"NAN","NAN","NAN",-6.659,-7.063,-7.522,-11.92,-6.383,-9.05,-8.84,-15.63,-15.53,-15.63,-15.23,98.2,92.8,0,3.813,156.2,171.2,480.1,1.016,0.929,0.003,0,0.061,-14.83,-14.78,-16.43,-16.3,0,4.75,0,0.537,-15.64,"NAN","NAN",-15.15,-15.56,12.85
"2016-04-20 07:00:00",188,1,2016,111,7,0.012,0.024,0.251,"NAN","NAN","NAN",-6.658,-7.058,-7.517,-35.31,-6.368,-9.04,-8.83,-16.15,-16.04,-16.12,-15.71,97.6,92.3,0,4.341,151.3,167.4,480.7,"NAN",0.962,0.031,0.008,0.049,-15.76,-15.61,-16.61,-16.46,0,5.148,0,0.366,-15.83,"NAN","NAN",-15.82,-16.07,12.82
"2016-04-20 08:00:00",189,1,2016,111,8,0.094,0.244,0.31,"NAN","NAN","NAN",-6.665,-7.063,-7.519,-39.55,-6.357,-9.02,-8.83,-17.08,-16.93,-17.1,-16.62,96.9,91.7,0,4.65,142.1,157,481.5,1.01,0.963,0.19,0.05,0.114,-15.74,-15.71,-18.27,-17.99,0,6.886,0,0.707,-16.55,"NAN","NAN",-16.86,-16.95,12.83
"2016-04-20 09:00:00",190,1,2016,111,9,0.361,0.978,0.553,"NAN","NAN","NAN",-6.69,-7.095,-7.553,"NAN",-6.434,-9.11,-8.87,-15.96,-15.94,-15.85,-15.36,97.3,91,0,5.686,133.3,149,482.1,1.001,0.918,0.585,0.1,0.21,-15.48,-15.44,-16.39,-16.4,0,7.063,0,0.673,-16.34,"NAN","NAN",-15.56,-15.77,12.86
"2016-04-20 10:00:00",191,1,2016,111,10,0.77,2.077,0.579,"NAN","NAN","NAN",-6.679,-7.086,-7.544,"NAN",-6.434,-9.1,-8.86,-15.16,-15.2,-15.1,-14.56,97.5,90.5,0,6.184,132.9,148.4,482.8,1.002,0.952,1.098,0.168,0.233,-14.59,-14.45,-16.21,-16.14,0,7.174,0,0.376,-15.38,"NAN","NAN",-14.45,-14.9,12.99
"2016-04-20 11:00:00",192,1,2016,111,11,1.146,3.067,0.782,"NAN","NAN","NAN",-6.663,-7.069,-7.52,"NAN",-6.409,-9.1,-8.85,-14.01,-13.87,-13.96,-13.17,97.7,90,0,6.826,147.3,163.2,483.5,1.004,0.943,1.971,0.208,0.268,-13.04,-12.91,-14.57,-14.43,0,8.42,0,0.589,-13.84,"NAN","NAN",-13.15,-13.52,13.56
"2016-04-20 12:00:00",193,1,2016,111,12,1.615,4.329,0.706,"NAN","NAN","NAN",-6.647,-7.053,-7.504,"NAN",-6.389,-9.06,-8.82,-13.55,-13.7,-13.46,-13.06,97.2,90.4,0,7.298,145.4,161.2,484.1,0.974,0.949,2.368,0.253,0.264,-13.04,-12.92,-13.91,-14.06,0,9.13,0,0.731,-12.35,"NAN","NAN",-12.07,-12.61,14.06
"2016-04-20 13:00:00",194,1,2016,111,13,2.194,5.84,1.316,"NAN","NAN","NAN",-6.642,-7.049,-7.506,"NAN",-6.383,-9.01,-8.78,-13.6,-13.85,-13.47,-13.19,95.9,90.1,0,7.412,143.2,158,484.6,1.013,0.978,2.456,0.201,0.142,-13.44,-13.71,-13.69,-13.94,0,9.15,0,0.642,-11.73,"NAN","NAN",-12.06,-12.4,13.91
"2016-04-20 14:00:00",195,1,2016,111,14,2.179,5.922,0.643,"NAN","NAN","NAN",-6.646,-7.055,-7.51,"NAN",-6.4,-8.98,-8.76,-13.13,-13.38,-13.01,-12.76,96,90.5,0,8.19,150.4,165.4,485.1,1.004,0.977,3.037,0.332,0.291,-12.8,-13.04,-13.44,-13.73,0,10.1,0,0.809,-11.16,"NAN","NAN",-11.36,-11.97,13.67
"2016-04-20 15:00:00",196,1,2016,111,15,2.171,5.993,0.067,"NAN","NAN","NAN",-6.625,-7.028,-7.484,"NAN",-6.354,-8.99,-8.76,-12.83,-13.08,-12.72,-12.45,96.4,91.2,0,8.29,158.8,174.7,485.6,0.994,0.96,2.769,0.214,0.103,-12.45,-12.73,-13.12,-13.37,0,9.69,0,0.618,-10.8,"NAN","NAN",-10.79,-11.52,13.64
"2016-04-20 16:00:00",197,1,2016,111,16,2.332,6.422,-0.178,"NAN","NAN","NAN",-6.612,-7.017,-7.474,"NAN",-6.354,-8.98,-8.76,-12.66,-12.95,-12.48,-12.21,95.5,90.5,0,6.899,174.9,188.9,486.3,0.975,0.898,3.095,0.213,0.162,-12.12,-12.38,-13.16,-13.47,0,9.08,0,0.816,-10.06,"NAN","NAN",-10.1,-10.75,13.63
"2016-04-20 17:00:00",198,1,2016,111,17,2.118,5.81,-0.031,"NAN","NAN","NAN",-6.604,-7.001,-7.457,"NAN",-6.317,-8.95,-8.74,-12.85,-13.16,-12.75,-12.41,94.7,90.3,0,5.707,166.7,182.1,486.7,0.882,0.958,2.83,0.184,0.184,-12.6,-12.9,-13.12,-13.45,0,7.396,0,0.611,-9.86,"NAN","NAN",-10.25,-10.8,13.67
"2016-04-20 18:00:00",199,1,2016,111,18,2.243,6.179,-0.105,"NAN","NAN","NAN",-6.599,-6.999,-7.452,"NAN",-6.312,-8.94,-8.73,-12.69,-12.91,-12.51,-12.18,94.7,90.3,0,7.298,161.6,177.5,486.9,0.871,0.973,3.152,0.384,0.207,-12.32,-12.61,-13,-13.19,0,9.19,0,0.721,-9.82,"NAN","NAN",-10.13,-10.74,13.91
"2016-04-20 19:00:00",200,1,2016,111,19,1.727,4.762,-0.095,"NAN","NAN","NAN",-6.601,-7.002,-7.457,"NAN",-6.304,-8.93,-8.72,-12.92,-13.13,-12.8,-12.52,95.7,91.3,0,6.399,162.4,177.7,487.2,0.913,0.955,2.735,0.408,0.219,-12.67,-12.91,-13.13,-13.3,0,7.768,0,0.619,-10.06,"NAN","NAN",-10.62,-11.13,13.97
"2016-04-20 20:00:00",201,1,2016,111,20,1.434,3.937,0.095,"NAN","NAN","NAN",-6.624,-7.029,-7.481,"NAN",-6.328,-8.91,-8.72,-13.41,-13.62,-13.31,-12.89,95.9,90.6,0,4.971,151,165.8,487.6,0.93,0.976,2.218,0.285,0.201,-12.88,-13.15,-14.03,-14.22,0,7.487,0,0.95,-10.58,"NAN","NAN",-11.5,-11.61,13.53
"2016-04-20 21:00:00",202,1,2016,111,21,0.97,2.657,0.225,"NAN","NAN","NAN",-6.622,-7.025,-7.478,6.747,-6.302,-8.89,-8.7,-14.44,-14.55,-14.3,-13.84,93.1,88.4,0,4.203,140.7,155.3,487.9,0.934,0.978,1.756,0.264,0.176,-13.88,-14.05,-14.87,-15.05,0,5.684,0,0.634,-11.42,"NAN","NAN",-12.87,-13,13.65
"2016-04-20 22:00:00",203,1,2016,111,22,0.616,1.692,0.288,"NAN","NAN","NAN",-6.621,-7.022,-7.474,"NAN",-6.295,-8.92,-8.73,-14.75,-14.78,-14.6,-14.22,94.8,90.6,0,5.171,143.3,157.9,488,0.938,0.977,0.968,0.152,0.079,-14.32,-14.37,-15.49,-15.48,0,6.109,0,0.483,-12.69,"NAN","NAN",-13.77,-13.82,13.86
"2016-04-20 23:00:00",204,1,2016,111,23,0.288,0.785,0.268,"NAN","NAN","NAN",-6.626,-7.028,-7.48,"NAN",-6.3,-8.94,-8.74,-15.31,-15.27,-15.3,-14.92,97.1,92.7,0,5.187,139.5,154.6,488.1,"NAN",0.974,0.459,0.092,0.084,-14.81,-14.78,-15.69,-15.71,0,6.475,0,0.439,-14.1,"NAN","NAN",-14.76,-14.87,13.69
"2016-04-21 00:00:00",205,1,2016,112,0,0.061,0.157,0.236,"NAN","NAN","NAN",-6.653,-7.056,-7.511,"NAN",-6.363,-8.98,-8.76,-15.03,-15.01,-15.02,-14.7,97.5,93.2,0,6.665,135,150.9,488.5,"NAN",0.968,0.156,0.039,0.105,-14.31,-14.31,-16.15,-16.07,0,7.84,0,0.464,-14.71,"NAN","NAN",-14.43,-14.9,13.49
"2016-04-21 01:00:00",206,1,2016,112,1,0.008,0.013,0.301,"NAN","NAN","NAN",-6.638,-7.037,-7.497,"NAN",-6.328,-8.96,-8.76,-16.29,-16.22,-16.23,-15.95,95.2,91.6,0,7.522,129,143.9,488.8,1.023,0.983,0.017,0.005,0.09,-15.89,-15.82,-17.15,-17.08,0,9,0,0.472,-15.68,"NAN","NAN",-15.79,-16.14,13.33
"2016-04-21 02:00:00",207,1,2016,112,2,0.003,0,0.442,"NAN","NAN","NAN",-6.653,-7.05,-7.504,"NAN",-6.328,-8.97,-8.77,-17.59,-17.44,-17.5,-17.17,93,90.1,0,7.043,121.8,138.6,489.2,1,0.928,0.003,0.001,0.042,-17.02,-16.89,-18.3,-18.16,0,8.3,0,0.463,-17,"NAN","NAN",-17.4,-17.36,13.2
"2016-04-21 03:00:00",208,1,2016,112,3,0.003,0,0.458,"NAN","NAN","NAN",-6.669,-7.069,-7.521,"NAN",-6.353,-8.99,-8.77,-18.39,-18.16,-18.32,-17.93,91.7,89.4,0,6.9,115.5,131.8,489.3,1.005,0.942,0.003,0.001,0.023,-18.02,-17.79,-18.82,-18.63,0,7.971,0,0.422,-18.26,"NAN","NAN",-18.4,-18.12,13.08
"2016-04-21 04:00:00",209,1,2016,112,4,0.003,0,0.44,"NAN","NAN","NAN",-6.694,-7.098,-7.555,"NAN",-6.413,-9.03,-8.8,-18.09,-17.8,-17.98,-17.61,90.7,88.1,0,7.167,112.2,129.4,489.2,0.97,0.985,0.003,0.001,0.017,-17.74,-17.43,-18.52,-18.26,0,8.58,0,0.516,-18.71,"NAN","NAN",-18.15,-17.8,12.99
"2016-04-21 05:00:00",210,1,2016,112,5,0.003,0,0.452,"NAN","NAN","NAN",-6.693,-7.099,-7.554,"NAN",-6.41,-9.02,-8.79,-18.05,-17.82,-18.02,-17.61,89.6,86.7,0,6.998,113.7,131.4,489.1,"NAN",0.99,0.003,0.001,0.02,-17.78,-17.47,-18.31,-18.09,0,7.925,0,0.377,-18.7,"NAN","NAN",-18.32,-17.82,12.91
"2016-04-21 06:00:00",211,1,2016,112,6,0.003,0.001,0.456,"NAN","NAN","NAN",-6.69,-7.092,-7.548,"NAN",-6.398,-9.01,-8.79,-18.4,-18.23,-18.39,-18.01,89.6,86.5,0,7.596,109.7,127.1,489.1,1.023,0.99,0.007,0.001,0.018,-17.89,-17.74,-18.73,-18.58,0,8.78,0,0.432,-18.83,"NAN","NAN",-18.66,-18.22,12.86
"2016-04-21 07:00:00",212,1,2016,112,7,0.02,0.043,0.464,"NAN","NAN","NAN",-6.693,-7.095,-7.552,"NAN",-6.397,-9.01,-8.79,-18.82,-18.68,-18.82,-18.45,89,85.8,0,8.14,107.1,124.5,489.1,"NAN",0.991,0.048,0.012,0.024,-18.5,-18.34,-19.08,-18.96,0,9.41,0,0.492,-19.19,"NAN","NAN",-19.07,-18.66,12.82
"2016-04-21 08:00:00",213,1,2016,112,8,0.163,0.366,0.634,"NAN","NAN","NAN",-6.705,-7.11,-7.566,"NAN",-6.432,-9.05,-8.8,-18.73,-18.62,-18.63,-18.3,89.3,86.1,0,9.73,111.4,127.9,489,1.05,0.991,0.258,0.056,0.073,-18.54,-18.42,-19.01,-18.88,0,11.77,0,0.713,-19.21,"NAN","NAN",-18.83,-18.49,12.82
"2016-04-21 09:00:00",214,1,2016,112,9,0.459,1.148,0.934,"NAN","NAN","NAN",-6.692,-7.095,-7.55,"NAN",-6.41,-9.05,-8.8,-18.9,-18.8,-18.74,-18.35,89.3,85.8,0,10.18,106.8,123.6,488.9,"NAN",0.883,0.812,0.2,0.202,-18.64,-18.52,-19.18,-19.1,0,12.01,0,0.59,-18.89,"NAN","NAN",-18.7,-18.44,12.94
"2016-04-21 10:00:00",215,1,2016,112,10,0.953,2.39,1.302,"NAN","NAN","NAN",-6.692,-7.096,-7.551,"NAN",-6.427,-9.07,-8.81,-18.34,-18.25,-18.07,-17.68,89.2,85.8,0,10.14,103.4,120.9,488.9,1.049,0.989,1.244,0.168,0.131,-17.61,-17.54,-18.85,-18.77,0,13.24,0,0.869,-18.25,"NAN","NAN",-17.91,-17.6,13.08
"2016-04-21 11:00:00",216,1,2016,112,11,1.268,3.27,1.298,"NAN","NAN","NAN",-6.692,-7.103,-7.556,"NAN",-6.443,-9.06,-8.8,-17.32,-17.25,-17,-16.7,89.7,86.4,0,10.91,106.1,123.6,488.8,1.049,0.988,1.574,0.13,0.247,-16.87,-16.8,-17.89,-17.83,0,13.11,0,0.78,-17.06,"NAN","NAN",-16.74,-16.5,13.27
"2016-04-21 12:00:00",217,1,2016,112,12,1.731,4.598,1.179,"NAN","NAN","NAN",-6.695,-7.114,-7.572,"NAN",-6.472,-9.03,-8.78,-16.31,-16.27,-16.01,-15.73,90,86.7,0,11.53,107.7,123.7,488.7,0.973,0.984,2.134,0.284,0.094,-15.63,-15.6,-16.91,-16.86,0,13.58,0,0.778,-15.97,"NAN","NAN",-15.58,-15.38,14.1
"2016-04-21 13:00:00",218,1,2016,112,13,2.217,5.927,1.403,"NAN","NAN","NAN",-6.706,-7.132,-7.598,"NAN",-6.516,-8.99,-8.75,-15.11,-15.08,-14.76,-14.47,88.3,85.4,0,11.55,112.1,127.4,488.8,"NAN",0.984,2.637,0.193,0.085,-14.37,-14.31,-15.71,-15.69,0,13.49,0,0.808,-14.47,"NAN","NAN",-14.19,-14.02,14.8
