206,166,2100,3.232,408.2,-2.191,97.1,3.58,408.4,-2.026,98.1,2.9,408,-2.356,96.2,332.2,76.6
103,2.531,2.605,2.2,.869
103,1.993,2.059,1.755,.421
103,1.418,1.457,1.261,-.21
206,167,0,3.802,407.7,-2.684,99.2,4.239,408.2,-2.265,100.2,3.118,407,-3.228,98.4,358.8,75.3
103,.772,.792,.702,-.729
103,.613,.645,.562,-.468
103,.414,.439,.378,-.353
206,167,300,3.33,406.7,-3.455,100.7,4.248,407,-3.285,100.9,1.988,406.4,-3.723,100.3,349.2,74.1
103,.225,.242,.209,-.783
103,.188,.201,.175,-.856
103,.209,.222,.193,-.749
206,167,600,2.693,406.7,-3.45,100.6,3.474,406.8,-3.377,100.8,1.042,406.5,-3.584,100.5,5.079,73.2
103,.344,.362,.313,-.502
103,.536,.565,.488,-.401
103,.876,.914,.791,-.16
206,167,900,.805,407.1,-3.044,99.7,1.997,407.8,-2.359,100.5,.34,406.7,-3.425,98.2,5.724,73.1
103,1.353,1.403,1.213,-.016
103,2.173,2.249,1.95,-.093
103,3.581,3.681,3.203,.084
206,167,1200,.457,411.4,1.721,82.7,1.128,415.2,4.663,98,0,407.8,-2.268,70.8,255.2,73.1
103,4.781,4.881,4.233,1.11
103,5.619,5.732,4.923,1.299
