
115,1989,90,10,.19009,9.8498,12.876,10.971,10.964,-99999,9.8427,6.7254,12.229,8.9824,14.314,11.99
115,1989,90,1720,.19182,9.9396,7.381,9.0827,6.8711,6.7893,7.2507,6.9184,15.308,11.125,13.232,17.899
115,1989,90,1730,.19218,9.9583,7.9955,9.4436,7.4144,7.3653,7.8431,7.5221,17.172,11.38,13.248,18.314
115,1989,90,1740,.19161,9.9284,4.3397,5.8338,4.9737,4.4646,4.4365,4.4313,14.175,9.9232,11.43,16.777
115,1989,90,1750,.18955,9.8222,-1.094,-.49374,2.9582,-.3108,-1.4327,.13879,-3.8491,1.3576,2.6415,5.3743
115,1989,90,1800,.18328,9.4976,-6.8729,-6.5031,-5.6382,-6.9078,-6.7893,-6.3286,-6.0719,-4.7314,-4.1118,-2.5205
115,1989,90,1810,.16547,8.5761,-9.1303,-8.8764,-8.7912,-8.7903,-8.8886,-8.6992,-8.1834,-8.6637,-8.0388,-7.9192
115,1989,90,1820,.13147,6.8178,-7.5348,-7.2647,-7.6073,-7.5033,-7.7001,-7.3843,-6.5252,-7.9368,-7.1183,-6.471
115,1989,90,1830,.09787,5.0813,-7.0626,-6.4321,-7.1263,-6.8887,-7.3187,-6.9228,-5.1337,-6.8488,-6.0828,-5.0871
115,1989,90,1840,.06967,3.6249,-6.9061,-6.0185,-6.9428,-6.7585,-7.1945,-6.7611,-4.5155,-6.2881,-5.6629,-4.487
115,1989,90,1850,.04631,2.4185,-6.9464,-5.8867,-6.97,-6.7682,-7.2594,-6.8485,-4.3056,-6.1391,-5.6907,-4.3405
115,1989,90,1900,.02687,1.4154,-6.9769,-5.8646,-7.0005,-6.8248,-7.2759,-6.8414,-4.2992,-6.1831,-5.8045,-4.3711
115,1989,90,1910,.01047,.56931,-6.9642,-5.8639,-7.0166,-6.7928,-7.2738,-6.7954,-4.312,-6.2833,-5.7899,-4.4592
115,1989,90,1920,-.00368,-.16043,-10.095,-9.733,-9.4293,-10.241,-10.269,-9.4405,-8.3938,-9.3025,-7.1881,-9.15
115,1989,90,1930,-.02004,-1.004,-11.112,-11.364,-11.121,-11.859,-11.897,-10.993,-19.475,-15.576,-21.585,-22.692
115,1989,90,1940,-.03994,-2.03,-12.14,-12.02,-12.195,-10.94,-11.949,-11.824,-27.027,-18.002,-27.932,-23.065
115,1989,90,1950,-.06028,-3.0779,-12.1,-12.344,-12.431,-17.471,-11.932,-12.027,-28.157,-19.231,-29.097,-24.016
115,1989,90,2000,-.07933,-4.0591,-12.979,-15.883,-10.95,-23.564,-12.091,-12.043,-28.215,-20.315,-29.492,-24.803
115,1989,90,2010,-.09597,-4.9162,-13,-18.983,-20.51,-19.698,-12.184,-12.312,-28.176,-21.175,-29.676,-25.465
115,1989,90,2020,-.11015,-5.6462,-13.032,-18.942,-21.55,-25.277,-22.538,-16.71,-28.139,-21.902,-29.808,-26.042
115,1989,90,2030,-.12263,-6.2887,-13.083,-18.897,-21.366,-25.269,-24.551,-28.239,-28.059,-22.484,-29.888,-26.544
115,1989,90,2040,-.13313,-6.8287,-13.158,-18.885,-21.157,-27.039,-23.814,-28.267,-28.009,-22.869,-30.001,-26.974
115,1989,90,2050,-.14033,-7.1992,-13.243,-18.882,-21.039,-25.332,-23.804,-28.317,-27.957,-23.216,-30.074,-27.335
115,1989,90,2100,-.14511,-7.4451,-13.347,-18.901,-20.984,-51.965,-23.784,-28.329,-27.881,-23.494,-30.156,-27.666
115,1989,90,2110,-.14827,-7.6076,-13.401,-18.878,-20.971,-71.48,-23.745,-28.324,-27.799,-23.726,-30.202,-27.95
115,1989,90,2120,-.15037,-7.7159,-13.504,-18.887,-20.959,-99999,-23.676,-28.315,-27.712,-23.912,-30.236,-28.202
115,1989,90,2130,-.1517,-7.7842,-13.615,-18.89,-20.884,-64.806,-23.589,-28.301,-27.624,-24.057,-30.268,-28.414
115,1989,90,2140,-.15276,-7.8387,-13.695,-18.872,-20.797,-67.621,-23.508,-28.278,-27.557,-24.204,-30.3,-28.619
115,1989,90,2150,-.15387,-7.8958,-13.777,-18.845,-20.726,-68.285,-23.435,-28.256,-27.485,-24.325,-30.328,-28.798
115,1989,90,2200,-.15472,-7.9394,-13.899,-18.853,-20.674,-65.279,-23.372,-28.239,-27.418,-24.421,-30.352,-28.965
115,1989,90,2210,-.15518,-7.9634,-14.022,-18.857,-20.63,-67.46,-23.313,-28.218,-27.357,-24.523,-30.375,-29.103
115,1989,90,2220,-.1556,-7.9851,-14.143,-18.853,-20.589,-66.737,-23.259,-28.198,-27.298,-24.6,-30.391,-29.236
115,1989,90,2230,-.15642,-8.0272,-14.286,-18.852,-20.551,-67.754,-23.206,-28.168,-27.238,-24.677,-30.402,-29.353
115,1989,90,2240,-.15808,-8.1124,-14.435,-18.852,-20.517,-65.737,-23.162,-28.141,-27.195,-24.747,-30.417,-29.449
115,1989,90,2250,-.16076,-8.2501,-14.58,-18.856,-20.489,-68.33,-23.118,-28.111,-27.131,-24.804,-30.424,-29.547
115,1989,90,2300,-.16434,-8.4344,-14.717,-18.858,-20.461,-66.514,-23.08,-28.08,-27.085,-24.867,-30.441,-29.645
115,1989,90,2310,-.16862,-8.6543,-14.862,-18.871,-20.442,-65.596,-23.044,-28.054,-27.03,-24.916,-30.445,-29.714
115,1989,90,2320,-.1734,-8.9001,-14.984,-18.879,-20.417,-68.718,-23.014,-28.028,-26.983,-24.959,-30.447,-29.783
115,1989,90,2330,-.1785,-9.1624,-15.102,-18.886,-20.402,-69.04,-22.983,-28.001,-26.941,-25.019,-30.459,-29.866
115,1989,90,2340,-.18383,-9.4367,-15.204,-18.887,-20.381,-68.887,-22.957,-27.98,-26.892,-25.046,-30.464,-29.932
115,1989,90,2350,-.1892,-9.7126,-15.358,-18.894,-20.362,-69.686,-22.925,-27.953,-26.848,-25.093,-30.472,-29.986
115,1989,91,0,-.19398,-9.9584,-15.546,-18.915,-20.351,-70.251,-22.905,-27.927,-26.812,-25.133,-30.474,-30.046
115,1989,91,10,-.19823,-10.176,-15.738,-18.926,-20.332,-71.316,-22.878,-27.899,-26.769,-25.164,-30.473,-30.087
115,1989,91,20,-.20297,-10.42,-15.944,-18.941,-20.32,-70.775,-22.859,-27.872,-26.728,-25.194,-30.476,-30.132
115,1989,91,30,-.20786,-10.671,-16.158,-18.967,-20.307,-71.234,-22.842,-27.848,-26.691,-25.228,-30.475,-30.178
115,1989,91,40,-.21221,-10.895,-16.373,-18.996,-20.294,-71.886,-22.824,-27.822,-26.653,-25.256,-30.475,-30.216
115,1989,91,50,-.21654,-11.118,-16.571,-19.02,-20.28,-70.78,-22.808,-27.791,-26.631,-25.287,-30.478,-30.261
115,1989,91,100,-.22137,-11.365,-16.756,-19.047,-20.263,-72.659,-22.789,-27.765,-26.602,-25.318,-30.482,-30.301
115,1989,91,110,-.2262,-11.614,-16.941,-19.08,-20.25,-71.524,-22.777,-27.739,-26.562,-25.339,-30.481,-30.333
115,1989,91,120,-.23054,-11.836,-17.121,-19.116,-20.243,-71.641,-22.763,-27.712,-26.533,-25.365,-30.484,-30.368
115,1989,91,130,-.23455,-12.043,-17.29,-19.153,-20.233,-72.939,-22.749,-27.691,-26.51,-25.398,-30.479,-30.397
115,1989,91,140,-.23814,-12.227,-17.459,-19.194,-20.223,-73.351,-22.733,-27.663,-26.48,-25.414,-30.48,-30.429
115,1989,91,150,-.24099,-12.373,-17.657,-19.235,-20.217,-73.601,-22.723,-27.64,-26.45,-25.432,-30.476,-30.453
115,1989,91,200,-.24296,-12.474,-17.872,-19.279,-20.211,-74.09,-22.708,-27.616,-26.424,-25.464,-30.468,-30.474
115,1989,91,210,-.24477,-12.568,-18.095,-19.321,-20.201,-74.29,-22.694,-27.588,-26.401,-25.484,-30.466,-30.505
115,1989,91,220,-.24699,-12.681,-18.301,-19.361,-20.193,-73.847,-22.684,-27.56,-26.377,-25.502,-30.466,-30.521
115,1989,91,230,-.24952,-12.811,-18.482,-19.401,-20.185,-73.987,-22.675,-27.537,-26.36,-25.527,-30.465,-30.548
115,1989,91,240,-.25234,-12.956,-18.624,-19.447,-20.181,-72.735,-22.665,-27.511,-26.341,-25.549,-30.464,-30.577
115,1989,91,250,-.25558,-13.123,-18.739,-19.492,-20.177,-74.908,-22.653,-27.487,-26.32,-25.57,-30.451,-30.579
115,1989,91,300,-.25911,-13.304,-18.839,-19.535,-20.171,-75.305,-22.64,-27.462,-26.291,-25.574,-30.449,-30.608
115,1989,91,310,-.26262,-13.484,-18.939,-19.584,-20.168,-75.696,-22.631,-27.438,-26.284,-25.605,-30.451,-30.631
115,1989,91,320,-.26612,-13.664,-19.039,-19.631,-20.162,-73.18,-22.62,-27.413,-26.266,-25.626,-30.444,-30.648
115,1989,91,330,-.26956,-13.84,-19.136,-19.679,-20.162,-73.443,-22.611,-27.392,-26.241,-25.637,-30.432,-30.659
115,1989,91,340,-.27293,-14.013,-19.222,-19.725,-20.159,-73.689,-22.602,-27.369,-26.236,-25.661,-30.435,-30.68
115,1989,91,350,-.27609,-14.175,-19.305,-19.777,-20.158,-76.769,-22.596,-27.345,-26.22,-25.674,-30.437,-30.707
115,1989,91,400,-.27925,-14.338,-19.381,-19.829,-20.16,-78.86,-22.588,-27.327,-26.217,-25.702,-30.424,-30.699
