112	2002	152	300	-1.608	1.832	65.97	0.331	0.022	-3.132	0	0	0	0.19	12.75
112	2002	153	200	-0.022	-0.611	79.5	1.302	0.743	0.502	0.04	140.3	0.431	0.79	12.97
112	2002	153	300	-0.302	-0.29	77.3	1.219	0.731	-0.031	0	0	0	0.802	13.05
112	2002	153	400	-2.55	-2.502	85.5	1.153	0.674	1.449	0.642	86.6	1.209	0.803	13.1
112	2002	153	500	-3.299	-2.677	84	1.144	0.683	1.039	0.399	126.8	0.96	0.804	13.15
112	2002	153	600	-2.637	-1.544	79.3	1.208	0.748	0.245	0.317	47.98	1.117	0.805	13.19
112	2002	153	700	-2.636	-2.279	81.9	1.278	0.821	0.456	0.805	77.6	1.241	0.808	13.24
112	2002	153	800	-2.022	-1.021	75	1.486	0.971	1.275	0.285	139.6	0.98	0.809	13.28
112	2002	153	900	0.963	2.1	62.51	1.692	1.115	1.788	0.032	173.9	0.477	0.808	13.32
112	2002	153	1000	-0.976	-0.416	72.5	1.947	1.312	2.34	0.654	124.9	1.477	0.808	13.4
112	2002	153	1100	1.76	1.704	65.57	2.21	1.508	2.302	0.2	110.8	1.071	0.807	13.75
112	2002	153	1200	3.006	3.254	61.26	2.43	1.662	3.594	0.084	153.3	0.601	0.806	14.24
112	2002	153	1300	3.273	2.462	68.98	2.667	1.803	5.507	0.475	296.5	0.934	0.806	13.21
112	2002	153	1400	0.984	-0.102	81.3	2.05	1.386	5.05	0.836	301.6	1.424	0.806	14.05
112	2002	153	1500	0.999	0.543	79.3	2.422	1.624	7.15	1.263	318.7	1.986	0.805	13.52
112	2002	153	1600	2.792	1.737	75.5	3.018	2.024	7.09	0.826	284.9	1.49	0.804	13.23
112	2002	153	1700	2.225	1.322	78.8	2.446	1.652	4.357	0.681	271.4	1.346	0.804	13.32
112	2002	153	1800	2.43	2.226	75.4	2.331	1.557	4.449	0.337	231	1.078	0.804	13.4
112	2002	153	1900	0.731	0.47	85.1	1.939	1.279	4.377	0.947	249.2	1.522	0.804	14.09
112	2002	153	2000	1.278	0.944	85.1	1.678	1.136	4.659	0.546	294	1.026	0.804	13.95
112	2002	153	2100	1.062	0.816	86.1	1.515	0.982	4.745	0.67	323.3	1.039	0.804	13.88
112	2002	153	2200	1.275	0.961	85.8	1.195	0.784	3.483	0.451	279.8	1.601	0.804	13.82
112	2002	153	2300	0.187	-0.177	91.4	1.004	0.665	3.224	1.384	303.8	2.208	0.804	13.81
112	2002	154	0	0.643	0.407	87.2	1.068	0.694	3.368	0.512	316.6	1.313	0.804	13.86
112	2002	154	100	1.113	0.984	83.9	1.024	0.66	3.134	0.177	291.2	0.96	0.804	13.79
112	2002	154	200	0.574	0.463	86.2	0.632	0.419	1.6	0.251	229.9	1.091	0.804	13.67
112	2002	154	300	-0.127	-0.398	91.9	0.492	0.331	1.152	0.417	245.5	0.993	0.804	13.6
112	2002	154	400	-0.253	-0.532	93.1	0.431	0.294	0.835	0.465	89.7	1.359	0.804	13.61
112	2002	154	500	0.134	-0.184	92	0.459	0.311	0.918	0.143	38.13	0.862	0.804	13.64
112	2002	154	600	0.22	-0.062	91.2	0.488	0.33	1.092	0.285	107.7	1.045	0.804	13.68
112	2002	154	700	0.044	-0.287	93	0.581	0.392	1.548	0.452	78.7	1.091	0.804	13.79
112	2002	154	800	0.35	0.046	92.2	0.7	0.468	2.035	0.405	60.64	0.771	0.804	13.92
112	2002	154	900	0.796	0.627	89.7	0.843	0.56	2.494	0.241	291.6	1.039	0.803	14
112	2002	154	1000	0.645	0.512	91.2	0.817	0.55	2.196	0.463	286.1	1.248	0.804	14.01
112	2002	154	1100	0.87	0.506	90.7	0.996	0.671	2.775	0.48	70.1	1.039	0.803	14.18
112	2002	154	1200	0.482	0.359	91.5	1.118	0.755	3.178	0.816	133.7	1.333	0.804	14.23
112	2002	154	1300	0.456	0.11	92.1	1.225	0.824	2.726	1.403	64.98	2.038	0.804	13.92
112	2002	154	1400	1.428	1.366	86.9	2.611	1.706	9.48	1.908	95.2	3.005	0.802	13.51
