103,2.243,2.219,1.829,-.891
103,1.431,1.412,1.18,-2.142
103,.682,.303,.577,-3.339
205,137,0,7.83,1.391,-6.958,72.7,8.71,3.221,-5.78,73.2,7.25,-.381,-8.15,72.3,125.1,92
103,.216,.224,.234,-4.034
103,.07,.076,.083,-3.906
103,.034,.038,.035,-3.867
205,137,300,9.32,-2.102,-9.09,71.3,11.29,-.727,-8.28,72.2,7.94,-2.945,-9.52,70.4,114.8,92.2
103,.032,.036,.033,-3.502
103,.067,.07,.063,-2.844
103,.203,.207,.191,-2.761
205,137,600,11.25,-2.817,-9.7,71.1,12.25,-1.871,-8.92,71.7,10.53,-3.292,-10.15,70.4,118.8,92.7
103,.949,.935,.829,-.683
103,2.504,2.476,2.12,2.089
103,4.217,4.182,3.603,2.448
205,137,900,12.53,-1.342,-9.08,72,14.33,.52,-7.99,72.6,11.57,-2.946,-9.88,71.3,130.4,92.7
103,3.683,3.612,3.117,-1.007
103,4.283,4.116,3.565,-1.312
103,5.066,4.844,4.146,-1.541
205,137,1200,9.45,2.455,-6.511,73,13.59,5.16,-4.556,73.6,7.61,.381,-7.98,72.5,120.7,94
103,5.815,5.496,4.699,-1.614
103,6.242,5.863,4.997,-1.092
103,6.466,6.06,5.135,-.706
205,137,1500,7.46,7.11,-2.915,74.5,8.03,8.72,-1.582,75.9,6.844,5.368,-4.459,72.5,137.1,93.4
103,6.645,6.246,5.228,.813
103,6.354,5.973,4.999,2.463
103,5.922,5.582,4.677,1.798
205,137,1800,6.869,10.17,-.122,76.1,7.54,10.93,.629,77.7,6.346,8.86,-1.391,75.3,124.3,93.1
103,5.201,4.946,4.148,1.366
103,3.942,3.766,3.182,.189
103,3.046,2.935,2.514,-.726
205,137,2100,6.517,10.72,.563,76,7.49,11.17,.948,77.5,5.845,10.1,.083,74.8,130.1,92.8
103,2.181,2.103,1.831,-1.871
103,.981,.933,.859,-3.209
103,.679,.33,.598,-3.757
205,138,0,8.24,8.99,-.78,75.9,9.26,10.1,.113,76.6,7.6,8.23,-1.22,74.7,135.5,93
103,.239,.243,.268,-4.379
103,.07,.073,.09,-4.346
103,.032,.035,.034,-4.438
205,138,300,8.39,7.36,-2.114,74.6,9.06,8.17,-1.454,75.3,7.81,6.264,-2.819,73.8,135.6,93.6
103,.027,.028,.028,-4.537
103,.05,.051,.049,-4.248
103,.29,.275,.287,-3.842
205,138,600,8.2,6.535,-2.793,75.2,8.91,7.3,-2.306,75.8,7.5,5.884,-3.261,74.7,141.8,93.5
103,.872,.819,.771,-2.151
103,1.122,1.069,.991,-.798
103,1.129,1.083,1.006,-.254
205,138,900,9.01,8.31,-1.391,76,10.27,9.14,-.664,77.2,7.79,7.1,-2.363,74.8,144.1,93.9
103,2.518,2.38,2.165,.905
103,3.078,2.897,2.565,1.634
103,3.459,3.265,2.901,1.408
