
106,139,1500,4.828,3.6966,-99999,5.8071,9.9585,-.6281,297.12,-1.3819,-1.3819
106,139,1510,5.3305,4.0882,.84175,5.7153,11.553,1.611,298.61,-1.612,-1.6696
106,139,1520,5.2219,4.0336,.81624,3.2731,7.3918,4.2824,301.36,-2.0725,-2.0725
106,139,1530,5.1561,3.9684,.80566,2.978,6.6848,3.901,301.39,-2.0725,-2.0725
106,139,1540,4.7551,3.6635,.80084,2.2694,5.1529,3.1866,300.08,-1.9229,-2.0725
106,139,1550,4.4919,3.4667,.81095,2.1081,5.0124,3.3093,297.8,-1.4277,-1.5314
106,139,1600,4.3994,3.4066,.83512,2.2291,5.4071,3.6384,296.63,-1.3817,-1.3817
106,139,1610,4.9079,3.7761,.84868,3.4073,7.3717,4.4311,298.57,-1.3932,-1.4968
106,139,1620,4.6569,3.5765,.83525,2.7556,5.9449,3.6652,298.22,-1.3817,-1.4162
106,139,1630,4.2308,3.2649,.83588,1.9605,4.7494,3.3022,296.21,-1.3817,-1.3932
106,139,1640,4.5381,3.464,.82408,2.767,5.7633,3.3633,298.09,-1.3815,-1.3815
106,139,1650,4.5554,3.4687,.81158,2.7705,6.1643,3.8138,297.16,-1.3815,-1.3815
106,139,1700,4.5988,3.4873,.79561,2.6685,5.772,3.4295,298.23,-1.3815,-1.3815
106,139,1710,4.4799,3.395,.79508,2.4564,5.8266,3.7319,296.7,-1.3815,-1.3815
106,139,1720,4.7151,3.5452,.79496,2.8491,6.246,3.6947,298.54,-1.3815,-1.3815
106,139,1730,4.5471,3.4093,.78241,2.4094,5.3079,3.2487,298.2,-1.3814,-1.3814
106,139,1740,4.4088,3.3045,.77802,2.2551,5.1097,3.2988,297.22,-1.3812,-1.3812
106,139,1750,4.2958,3.2252,.77807,2.1433,4.9657,3.3109,296.46,-1.3812,-1.3812
106,139,1800,4.2034,3.1634,.7781,2.0304,4.8309,3.3466,295.96,-1.3812,-1.3812
106,139,1810,4.1075,3.0985,.77767,1.7562,4.5797,3.3194,295.55,-1.3812,-1.3812
106,139,1820,4.005,3.0276,.77648,1.4497,4.3564,3.3162,294.89,-1.3812,-1.3812
106,139,1830,3.9116,2.9604,.77419,1.3488,4.1586,3.3311,294.34,-1.3812,-1.3812
106,139,1840,3.8314,2.902,.77398,1.2658,4.0521,3.2942,293.88,-1.3812,-1.3812
106,139,1850,3.7684,2.8571,.77416,1.1662,3.9824,3.3178,293.51,-1.3811,-1.3811
106,139,1900,3.7241,2.8283,.77871,1.127,3.9144,3.3028,293.3,-1.381,-1.381
106,139,1910,3.5999,2.7389,.77595,.80396,3.4272,3.2308,292.59,-1.381,-1.381
106,139,1920,3.4963,2.659,.77495,.6024,3.2493,3.2706,291.73,-1.381,-1.381
106,139,1930,3.4235,2.6044,.77586,.46475,3.1151,3.2688,291.4,-1.381,-1.381
106,139,1940,3.3025,2.5157,.7717,.18026,2.743,3.1767,290.62,-1.381,-1.381
106,139,1950,3.1195,2.3829,.76955,-.16356,2.2656,3.0321,289.59,-1.3465,-1.381
106,139,2000,3.0909,2.3632,.77307,-.08408,2.557,3.2757,288.63,-1.0703,-1.381
106,139,2010,2.6943,2.0718,.7722,-.80108,1.1829,2.4793,287.42,-.72501,-.96668
106,139,2020,2.9245,2.2435,.78802,.02592,3.0419,3.57,286.63,-.69049,-.69049
106,139,2030,2.9156,2.2436,.7909,-.10597,2.6279,3.198,287.44,-.69049,-.73652
106,139,2040,2.7313,2.1075,.78296,-.57015,1.8106,2.7736,287.1,-.69049,-.73652
106,139,2050,2.6531,2.046,.78114,-.6047,1.931,2.9083,286.03,-.69049,-.69049
106,139,2100,2.6539,2.0442,.78522,-.43711,2.1239,2.8697,285.92,-.69049,-.69049
106,139,2110,2.4626,1.8996,.78701,-.68187,1.4806,2.4464,285.38,-.69049,-.69049
106,139,2120,2.4318,1.8734,.79565,-.37491,1.9454,2.6918,284.15,-.69049,-.69049
106,139,2130,2.4038,1.8542,.79739,-.26722,2.0347,2.5893,283.99,-.69049,-.69049
