 ID  jd   hour    s(in)    s(out)   l(in)   net   net_thr all_in l_thr(out) 
106.  142.  240.   93.1    72.7   206.1    -9.1   -15.8   278.4   185.3
106.  142.  250.   94.3    74.4   217.4      .7    -2.5   290.4   196.1
106.  142.  300.   82.8    66.6   223.9     1.7      .6   297.4   214.5
106.  142.  310.   89.7    71.0   220.4    -1.8    -3.5   290.2   200.5
106.  142.  320.  135.6   102.3   223.3     4.2     2.4   326.8   191.2
106.  142.  330.  136.5   103.1   219.4     1.5      .9   333.2   196.7
106.  142.  340.  113.7    86.6   206.4   -14.1   -13.9   295.5   181.8
106.  142.  350.   75.1    59.8   204.1   -18.2   -18.7   271.4   196.4
106.  142.  400.   76.8    62.7   226.9     1.0      .4   296.3   219.5
106.  142.  410.   86.2    71.4   241.9    11.1    10.5   311.6   225.5
106.  142.  420.   90.6    76.4   249.8    14.9    14.3   318.5   227.9
106.  142.  430.   89.0    76.0   250.6    14.1    13.6   319.1   230.1
106.  142.  440.   88.5    75.6   250.7    13.2    12.8   318.9   230.4
106.  142.  450.   95.6    81.5   251.0    13.7    13.2   322.6   227.0
106.  142.  500.   98.7    84.0   250.3    13.2    12.6   323.9   225.2
106.  142.  510.  107.2    90.5   247.1    12.3    11.7   327.9   220.6
106.  142.  520.  114.6    97.1   249.1    13.7    13.0   334.9   220.2
106.  142.  530.  120.2   101.7   248.0    13.1    12.4   345.2   225.0
106.  142.  540.  130.4   109.8   247.3    13.6    12.9   373.2   242.8
106.  142.  550.  136.6   114.9   245.0    12.4    11.5   388.9   252.3
106.  142.  600.  143.5   120.3   242.4    11.2    10.2   390.4   246.8
106.  142.  610.  157.4   131.3   242.0    12.0    10.9   399.2   241.8
106.  142.  620.  167.1   138.8   239.5    11.1    10.2   402.2   235.1
106.  142.  630.  150.3   124.8   232.7     4.7     4.3   389.3   239.0
106.  142.  640.  166.5   138.3   235.8    10.0     9.1   402.2   235.7
106.  142.  650.  182.7   151.2   236.5    11.5    10.7   409.3   226.7
106.  142.  700.  187.6   155.7   235.9     9.8     9.3   411.0   223.4
106.  142.  710.  208.0   172.8   238.5    13.6    12.9   425.3   217.3
106.  142.  720.  225.9   187.6   239.8    15.9    15.4   435.7   209.7
106.  142.  730.  200.1   167.2   239.7    11.2    11.0   419.8   219.7
106.  142.  740.  159.8   134.4   235.4     4.5     4.1   394.3   234.6
106.  142.  750.  197.4   164.1   235.3    10.7     9.8   417.0   219.6
106.  142.  800.  225.6   186.5   232.6    11.6    11.3   433.1   207.4
106.  142.  810.  236.4   195.4   229.3     9.2     8.7   435.2   198.8
106.  142.  820.  270.9   223.8   234.7    15.1    14.8   457.9   186.9
106.  142.  830.  276.4   229.2   237.0    14.7    14.7   461.4   185.0
106.  142.  840.  289.1   239.5   238.1    15.7    16.0   471.8   182.6
106.  142.  850.  269.1   223.3   236.2    11.0    12.1   460.7   191.6
106.  142.  900.  243.2   202.1   236.0     8.7     9.8   442.8   199.6
106.  142.  910.  243.7   202.3   233.0     7.3     8.1   442.2   198.4
106.  142.  920.  299.2   246.6   233.6    13.4    14.7   483.6   184.4
106.  142.  930.  320.8   264.4   230.4    11.2    12.9   528.6   207.8
106.  142.  940.  345.6   285.1   228.5    10.5    12.9   541.6   196.1
106.  142.  950.  374.5   308.4   230.3    13.5    16.4   560.1   185.6
106.  142. 1000.  359.3   296.0   230.7    12.5    14.5   548.8   189.5
106.  142. 1010.  360.6   296.6   227.9    11.4    13.6   550.0   189.4
106.  142. 1020.  383.8   313.6   222.8    11.3    15.6   563.5   179.7
106.  142. 1030.  374.9   308.1   221.5     6.2    10.8   555.5   180.6
106.  142. 1040.  422.4   346.5   223.6    11.8    17.0   586.9   164.5
106.  142. 1050.  404.4   332.6   221.9     7.3    12.1   572.6   168.3
106.  142. 1100.  438.2   359.7   220.2     9.8    15.5   594.1   155.8
106.  142. 1110.  430.9   354.5   210.0     1.2     7.8   583.2   152.3
106.  142. 1120.  446.2   367.4   205.3    -2.4     5.4   589.3   143.0
106.  142. 1130.  528.1   432.3   207.5     7.2    15.9   669.3   141.3
106.  142. 1140.  531.6   432.2   202.8     7.6    16.5   690.3   158.7
106.  142. 1150.  493.7   403.5   196.3    -3.3     5.7   661.2   167.5
106.  142. 1200.  531.0   433.9   200.7     3.5    13.3   689.3   158.3
106.  142. 1210.  501.3   408.0   204.5     5.6    12.4   674.4   173.1
106.  142. 1220.  490.2   401.1   204.3     4.4     9.4   670.0   179.8
106.  142. 1230.  472.5   386.7   200.9     2.7     6.8   659.6   187.2
106.  142. 1240.  516.9   419.2   197.4    10.0    14.6   668.4   151.4
106.  142. 1250.  548.0   448.8   189.2     4.2    10.7   698.7   150.7
106.  142. 1300.  541.5   436.0   179.2     4.1    12.0   688.5   147.0
106.  142. 1310.  553.6   446.4   174.1     5.0    10.9   691.1   137.5
106.  142. 1320.  563.4   454.3   170.8     5.7    10.6   691.5   128.1
106.  142. 1330.  568.0   459.0   170.2     5.9    10.9   689.6   121.5
106.  142. 1340.  571.2   461.1   169.9     7.5    11.8   687.8   116.5
106.  142. 1350.  572.7   462.3   170.8    10.5    13.1   694.0   121.3
106.  142. 1400.  574.2   463.3   170.0    12.1    13.4   692.8   118.7
106.  142. 1410.  574.2   463.3   169.6    13.6    14.4   692.6   118.3
106.  142. 1420.  575.4   463.9   168.8    14.4    14.6   690.6   115.2
106.  142. 1430.  575.6   464.3   168.9    15.3    14.4   688.8   113.2
106.  142. 1440.  575.7   464.5   168.8    16.0    14.3   686.7   111.0
106.  142. 1450.  575.9   464.5   168.7    16.7    14.2   687.2   111.4
106.  142. 1500.  574.8   463.6   168.3    16.6    13.3   685.3   110.4
106.  142. 1510.  574.0   462.9   168.7    16.3    13.0   681.8   107.9
106.  142. 1520.  571.1   460.5   169.2    15.0    11.8   680.5   109.4
106.  142. 1530.  569.0   458.4   168.6    13.3    10.1   678.3   109.3
106.  142. 1540.  565.4   454.8   168.2    11.1     8.1   674.1   108.6
106.  142. 1550.  561.5   451.2   168.6     9.5     6.9   670.0   108.5
106.  142. 1600.  556.1   446.3   168.8     6.7     3.9   667.8   111.7
106.  142. 1610.  551.5   442.1   167.4     4.3     1.5   666.2   114.7
106.  142. 1620.  548.3   438.9   166.2     2.4     1.7   661.3   113.0
106.  142. 1630.  544.6   436.9   167.0     -.1     1.9   658.9   114.3
106.  142. 1640.  540.6   429.1   167.7     1.3     5.9   639.2    98.6
106.  142. 1650.  534.0   420.1   167.8     2.4    10.7   621.4    87.5
106.  142. 1700.  527.8   412.4   167.3     2.5    12.6   609.0    81.3
106.  142. 1710.  522.6   410.1   167.7      .7    12.8   604.3    81.6
106.  142. 1720.  513.7   401.2   168.2    -1.8    12.5   599.2    85.6
106.  142. 1730.  503.1   388.0   168.2    -4.3    12.2   593.5    90.4
106.  142. 1740.  493.6   378.6   167.8    -8.8     9.6   586.5    92.9
106.  142. 1750.  485.8   372.9   167.7   -13.2     7.5   581.5    95.7
106.  142. 1800.  475.4   366.1   167.4   -17.9     4.2   573.8    98.4
106.  142. 1810.  459.6   355.7   167.3   -22.9      .2   563.6   104.0
106.  142. 1820.  430.8   335.6   167.7   -28.9    -6.6   529.3    98.5
106.  142. 1830.  403.3   315.7   167.8   -30.6   -11.5   515.0   111.6
106.  142. 1840.  396.0   309.6   169.0   -26.8    -9.8   512.3   116.3
106.  142. 1850.  443.5   344.3   170.7   -21.0     1.1   558.9   115.4
106.  142. 1900.  417.0   323.1   166.2   -30.9    -7.6   522.1   105.1
106.  142. 1910.  281.2   222.0   161.2   -48.0   -36.3   419.7   138.5
106.  142. 1920.  315.0   247.2   168.6   -28.4   -19.9   423.9   109.0
106.  142. 1930.  445.9   343.4   178.8    -1.7    10.4   554.3   108.4
106.  142. 1940.  407.2   314.8   173.1   -20.2    -2.8   519.8   112.6
106.  142. 1950.  360.4   278.9   164.5   -33.8   -16.5   487.5   127.0
106.  142. 2000.  313.3   243.5   162.6   -37.1   -23.4   435.6   122.3
106.  142. 2010.  314.5   244.5   168.0   -27.4   -17.0   423.3   108.8
106.  142. 2020.  362.7   281.0   179.2    -8.5     1.0   482.6   119.9
106.  142. 2030.  377.5   292.6   180.4    -7.2     3.2   527.9   150.4
106.  142. 2040.  331.7   257.1   168.5   -24.3   -12.1   467.0   135.4
106.  142. 2050.  309.6   239.6   163.6   -28.2   -16.4   421.2   111.7
106.  142. 2100.  289.4   224.5   162.3   -28.2   -18.3   410.7   121.2
106.  142. 2110.  290.0   224.8   163.4   -22.8   -15.1   413.9   123.9
106.  142. 2120.  286.8   222.5   165.7   -18.3   -13.1   413.4   126.5
106.  142. 2130.  282.9   220.0   168.8   -15.0   -10.0   413.0   130.1
106.  142. 2140.  210.8   166.9   167.8   -28.3   -26.3   370.4   159.7
106.  142. 2150.  192.3   153.3   173.0   -23.7   -24.1   364.2   172.0
106.  142. 2200.  217.3   172.2   179.4   -10.7   -13.2   383.0   165.6
106.  142. 2210.  207.3   165.1   175.9   -15.2   -19.4   375.7   168.3
106.  142. 2220.  196.7   156.8   168.8   -19.9   -26.3   365.2   168.5
106.  142. 2230.  192.9   153.7   166.2   -21.2   -29.5   362.0   169.1
106.  142. 2240.  212.5   168.6   167.5   -13.5   -26.5   374.1   161.6
106.  142. 2250.  212.2   168.6   173.9    -7.8   -23.6   377.4   165.2
106.  142. 2300.  168.7   136.1   177.5   -18.5   -28.3   353.2   184.5
106.  142. 2310.  164.3   132.5   184.1   -15.7   -22.5   354.7   190.4
106.  142. 2320.  199.4   159.6   189.2    -4.9   -14.9   377.9   178.5
106.  142. 2330.  163.3   131.8   184.1   -18.2   -24.9   353.3   190.0
106.  142. 2340.  175.3   141.7   178.1   -21.9   -29.4   356.1   180.8
106.  142. 2350.  181.1   146.8   172.9   -27.1   -34.8   356.6   175.6
106.  143.    0.  181.5   147.4   173.8   -29.1   -34.4   355.7   174.2
106.  143.   10.  193.8   156.9   178.5   -23.4   -28.1   368.4   174.6
106.  143.   20.  185.4   150.8   177.9   -27.1   -30.4   361.6   176.2
106.  143.   30.  172.9   140.8   175.5   -30.1   -33.1   353.4   180.6
106.  143.   40.  165.3   135.1   172.6   -33.6   -36.0   348.1   182.8
106.  143.   50.  155.3   127.7   172.7   -35.4   -37.1   341.2   185.9
106.  143.  100.  145.5   119.7   176.4   -31.9   -33.1   338.4   192.9
106.  143.  110.  140.0   115.5   178.9   -30.3   -31.1   338.6   198.6
106.  143.  120.  119.1    98.4   180.8   -28.3   -29.5   317.3   198.1
106.  143.  130.  102.0    84.2   178.8   -29.8   -31.1   274.0   172.0
106.  143.  140.  101.6    84.3   180.7   -28.1   -29.4   271.4   169.8
106.  143.  150.  102.4    85.5   180.8   -28.3   -29.2   271.9   169.5
106.  143.  200.   94.2    78.6   180.2   -29.1   -29.5   264.6   170.4
106.  143.  210.   91.8    76.8   179.3   -29.3   -37.6   256.5   164.6
106.  143.  220.   95.1    80.8   176.4   -33.0   -62.4   240.5   145.5
106.  143.  230.   88.1    75.4   172.6   -36.2   -63.2   235.2   147.1
106.  143.  240.   74.0    63.6   170.3   -38.2   -48.6   237.0   163.0
106.  143.  250.   81.1    68.9   173.3   -34.0   -45.5   241.2   160.1
106.  143.  300.   95.7    81.3   172.6   -32.7   -49.9   245.1   149.4
106.  143.  310.   96.7    82.6   171.9   -34.1   -41.5   254.8   158.1
106.  143.  320.   85.2    72.9   172.7   -33.8   -34.7   252.1   166.8
106.  143.  330.   97.3    83.3   172.1   -33.5   -32.6   260.4   163.1
106.  143.  340.  106.5    91.4   170.4   -35.6   -33.3   264.5   158.0
106.  143.  350.  128.7   110.3   174.3   -32.2   -28.5   280.9   152.2
106.  143.  400.  140.7   120.8   176.2   -29.4   -26.7   301.2   160.5
106.  143.  410.  137.8   118.1   178.4   -28.2   -26.3   329.9   192.1
106.  143.  420.  110.9    95.5   173.1   -33.0   -32.4   270.8   159.9
106.  143.  430.  122.5   106.1   171.9   -32.1   -31.0   276.4   153.9
106.  143.  440.  136.1   117.5   174.5   -28.8   -27.5   301.9   165.8
106.  143.  450.  165.0   141.9   176.7   -24.3   -22.9   347.9   182.9
106.  143.  500.  176.2   151.0   178.0   -23.4   -21.7   354.3   178.1
106.  143.  510.  141.4   120.2   177.2   -26.0   -25.5   330.6   189.2
106.  143.  520.  127.3   107.9   178.4   -25.1   -24.9   309.2   181.9
106.  143.  530.  128.3   108.9   181.2   -22.7   -22.1   292.8   164.5
106.  143.  540.  160.9   135.9   184.9   -15.3   -14.6   340.2   179.2
106.  143.  550.  166.2   140.1   184.0   -16.7   -15.9   349.8   183.6
106.  143.  600.  167.4   141.7   179.7   -20.1   -19.0   347.6   180.2
106.  143.  610.  180.5   153.6   177.1   -22.0   -19.9   353.2   172.6
106.  143.  620.  203.5   173.6   175.5   -23.1   -20.0   364.6   161.1
106.  143.  630.  236.0   200.2   177.8   -18.7   -15.3   385.5   149.5
106.  143.  640.  229.2   193.2   179.2   -18.3   -15.6   380.5   151.4
106.  143.  650.  212.1   177.6   180.7   -18.2   -16.5   369.0   157.0
106.  143.  700.  207.6   173.6   183.9   -15.4   -14.0   368.4   160.7
106.  143.  710.  209.7   175.1   187.2   -12.6   -11.4   371.3   161.6
106.  143.  720.  234.3   195.0   191.5    -6.2    -5.2   387.0   152.7
106.  143.  730.  223.5   186.5   190.1   -10.7    -9.3   377.6   154.0
106.  143.  740.  243.8   203.4   189.3    -9.2    -7.4   389.0   145.2
106.  143.  750.  281.7   235.3   189.2    -7.4    -4.3   411.1   129.4
106.  143.  800.  274.1   229.0   185.8   -12.5    -8.9   403.7   129.6
106.  143.  810.  272.6   227.6   184.9   -12.6    -9.2   401.3   128.7
106.  143.  820.  314.2   261.7   186.0    -7.3    -3.5   426.5   112.3
106.  143.  830.  316.8   263.9   184.6   -10.3    -5.9   461.7   145.0
106.  143.  840.  319.1   265.9   184.3   -11.8    -6.6   468.0   149.0
106.  143.  850.  313.5   261.0   185.5   -11.2    -6.8   462.0   148.6
106.  143.  900.  345.2   287.1   189.5    -4.1      .4   502.9   157.6
106.  143.  910.  403.2   332.9   193.7     4.5     9.4   539.8   136.6
106.  143.  920.  444.9   366.7   193.9     6.2    12.1   561.0   116.1
106.  143.  930.  449.3   370.5   187.7     1.3     7.4   559.5   110.2
106.  143.  940.  425.9   352.6   180.9    -8.5    -1.1   524.0    98.1
106.  143.  950.  443.2   364.6   180.4    -4.8     2.3   551.5   108.3
106.  143. 1000.  476.6   390.5   184.1     2.1     9.0   574.9    98.3
106.  143. 1010.  424.0   349.0   184.1    -6.4      .8   540.5   116.5
106.  143. 1020.  449.0   370.1   184.4    -3.1     3.8   557.6   108.5
106.  143. 1030.  490.8   400.7   186.2     4.8    11.9   585.1    94.3
106.  143. 1040.  360.3   298.5   183.2   -18.5   -12.7   485.8   125.5
106.  143. 1050.  347.5   287.9   186.1   -13.2    -8.2   485.7   138.2
106.  143. 1100.  326.0   270.8   188.0   -13.3    -9.6   474.7   148.7
106.  143. 1110.  428.5   351.2   192.8     6.0    10.3   556.2   127.7
106.  143. 1120.  462.9   379.7   188.9     2.3     7.3   568.4   105.5
106.  143. 1130.  501.2   409.7   186.1     4.3    10.5   590.5    89.3
106.  143. 1140.  534.7   434.8   187.3     9.2    15.7   641.6   106.9
106.  143. 1150.  514.0   418.7   189.7     6.9    13.1   643.1   129.1
106.  143. 1200.  502.7   409.3   194.3     9.0    14.4   597.8    95.1
106.  143. 1210.  469.3   383.6   196.1     5.3     9.7   579.0   109.7
106.  143. 1220.  456.1   373.4   194.9     4.5     8.7   570.2   114.1
106.  143. 1230.  421.7   345.9   192.1     -.3     3.3   547.0   125.3
106.  143. 1240.  424.9   348.2   190.7      .7     4.7   550.5   125.6
106.  143. 1250.  473.3   385.2   190.4     8.1    12.9   580.9   107.6
106.  143. 1300.  526.6   426.4   192.8    16.1    21.3   622.0    95.3
106.  143. 1310.  505.8   410.4   193.0    12.0    16.5   631.0   125.2
106.  143. 1320.  476.2   387.0   190.4     7.1    11.1   581.7   105.6
106.  143. 1330.  538.0   434.1   189.4    17.8    22.3   633.5    95.5
106.  143. 1340.  554.0   445.9   185.3    17.5    21.7   672.9   118.8
106.  143. 1350.  574.5   460.2   182.1    20.6    24.6   684.2   109.7
106.  143. 1400.  573.6   457.9   179.6    20.8    24.0   680.9   107.3
106.  143. 1410.  542.9   433.1   179.0    17.2    20.0   661.7   118.9
106.  143. 1420.  575.7   457.3   177.7    24.2    26.5   683.5   107.8
106.  143. 1430.  561.2   445.3   175.2    22.1    23.6   672.2   111.0
106.  143. 1440.  566.2   448.6   173.2    23.7    24.4   675.4   109.2
106.  143. 1450.  614.7   485.0   172.0    34.2    34.2   705.4    90.7
106.  143. 1500.  594.4   468.8   168.9    30.1    29.4   690.1    95.8
106.  143. 1510.  583.6   460.4   169.7    30.1    28.6   684.9   101.2
106.  143. 1520.  578.4   455.7   170.1    30.9    28.9   681.7   103.3
106.  143. 1530.  574.4   452.4   171.7    31.8    29.5   681.8   107.3
106.  143. 1540.  570.0   448.5   173.0    32.0    29.4   680.8   110.7
106.  143. 1550.  565.9   444.2   167.5    29.4    26.7   673.6   107.7
106.  143. 1600.  563.7   442.2   167.5    28.7    25.2   672.4   108.7
106.  143. 1610.  481.3   380.0   166.9    11.7     8.3   601.5   120.3
106.  143. 1620.  564.5   442.1   176.1    33.8    29.6   651.2    86.7
106.  143. 1630.  435.4   347.6   174.8     3.4      .5   554.4   119.0
106.  143. 1640.  577.3   451.1   182.5    41.0    37.1   672.9    95.6
106.  143. 1650.  510.4   400.4   172.1    20.4    16.7   625.2   114.8
106.  143. 1700.  494.0   388.6   170.1    15.3    12.3   584.3    90.3
106.  143. 1710.  537.2   420.9   169.2    24.4    21.3   612.6    75.4
106.  143. 1720.  523.7   407.3   167.4    18.4    16.0   598.7    74.9
106.  143. 1730.  521.2   403.6   167.7    16.5    12.8   595.4    74.1
106.  143. 1740.  470.6   367.7   168.6     5.2     1.7   563.4    92.7
106.  143. 1750.  389.1   308.6   175.0    -7.3    -9.8   503.5   114.5
106.  143. 1800.  481.1   377.5   192.4    22.7    19.2   588.6   107.4
106.  143. 1810.  532.9   416.5   200.0    32.0    28.5   620.8    87.8
106.  143. 1820.  540.6   420.0   193.8    29.2    26.6   632.6    92.0
106.  143. 1830.  532.1   414.9   196.9    28.7    26.0   618.6    86.5
106.  143. 1840.  460.5   361.7   180.1     4.9     4.4   561.0   100.6
106.  143. 1850.  393.7   311.2   170.6   -11.0   -12.8   502.6   108.9
106.  143. 1900.  372.2   295.7   169.6   -14.0   -15.5   491.6   119.4
106.  143. 1910.  376.0   299.3   170.7   -11.2   -13.0   495.0   119.0
106.  143. 1920.  382.5   301.9   166.2   -11.2   -12.9   496.8   114.3
106.  143. 1930.  380.7   299.8   163.4   -13.2   -14.3   494.1   113.4
106.  143. 1940.  358.1   283.0   163.6   -17.9   -19.3   479.5   121.3
106.  143. 1950.  362.7   286.0   167.9   -12.3   -14.0   485.1   122.4
106.  143. 2000.  287.4   231.0   176.7   -21.5   -23.2   406.7   119.3
106.  143. 2010.  332.3   264.4   183.6    -4.4    -6.7   435.0   102.7
106.  143. 2020.  394.0   310.2   182.8     5.3     4.2   519.3   125.3
106.  143. 2030.  374.5   295.8   174.5    -6.5    -5.9   495.0   120.6
106.  143. 2040.  351.7   278.0   168.8   -14.4   -12.2   479.9   128.2
106.  143. 2050.  307.6   244.5   167.3   -21.8   -19.2   419.7   112.1
106.  143. 2100.  304.5   242.3   168.1   -19.7   -17.2   411.2   106.7
106.  143. 2110.  270.1   216.0   171.2   -22.1   -20.7   394.0   123.9
106.  143. 2120.  276.5   220.6   171.2   -17.4   -16.8   399.7   123.2
106.  143. 2130.  282.0   224.2   161.2   -20.5   -19.7   398.5   116.5
106.  143. 2140.  272.9   217.0   160.9   -19.5   -20.8   392.8   119.9
106.  143. 2150.  268.8   213.5   168.1   -11.8   -15.2   395.7   126.9
106.  143. 2200.  213.2   171.1   172.7   -19.5   -22.9   365.7   152.5
106.  143. 2210.  194.1   156.6   165.4   -25.6   -30.1   353.1   159.0
106.  143. 2220.  209.2   167.7   158.6   -24.1   -30.3   359.4   150.2
106.  143. 2230.  204.5   162.7   158.4   -22.9   -29.4   356.5   152.0
106.  143. 2240.  178.1   143.0   164.3   -24.5   -31.9   344.1   166.0
106.  143. 2250.  188.6   152.8   162.8   -22.6   -35.2   347.9   159.2
106.  143. 2300.  190.4   154.5   157.2   -25.3   -40.4   346.9   156.5
106.  143. 2310.  187.1   151.7   157.9   -26.7   -40.3   344.3   157.2
106.  143. 2320.  180.2   146.2   157.9   -30.0   -42.2   340.5   160.3
106.  143. 2330.  148.3   120.9   164.6   -32.9   -40.3   323.8   175.5
106.  143. 2340.  126.7   104.7   164.8   -36.8   -41.7   275.9   149.2
106.  143. 2350.  152.5   124.7   162.1   -35.1   -41.2   289.8   137.3
106.  144.    0.  157.2   127.7   162.0   -36.2   -41.2   315.2   158.0
106.  144.   10.  156.0   126.2   165.6   -33.4   -36.9   331.1   175.1
106.  144.   20.  138.1   112.9   168.9   -34.7   -37.2   307.1   169.0
106.  144.   30.  119.0    98.2   166.4   -39.0   -40.7   270.4   151.4
106.  144.   40.  109.2    90.2   174.0   -33.7   -34.9   267.4   158.2
106.  144.   50.  105.3    87.2   169.3   -37.7   -38.7   263.6   158.3
106.  144.  100.  111.4    92.0   169.6   -36.5   -37.1   267.9   156.5
106.  144.  110.  105.6    88.5   158.7   -46.6   -46.8   258.4   152.8
106.  144.  120.   92.9    78.4   159.2   -46.4   -46.7   250.1   157.2
106.  144.  130.   63.4    55.2   157.8   -49.4   -50.1   231.3   167.9
106.  144.  140.   77.3    63.9   172.4   -33.5   -34.8   248.6   171.3
106.  144.  150.  108.1    88.4   184.1   -23.1   -23.3   274.9   166.8
106.  144.  200.   99.3    83.4   162.3   -45.1   -41.5   257.7   158.4
106.  144.  210.   88.2    73.9   160.5   -45.9   -54.9   241.4   153.2
106.  144.  220.  117.8    97.3   160.2   -44.5  -118.0   208.5    90.8
106.  144.  230.  117.2    96.8   158.2   -46.7  -120.3   203.0    85.8
106.  144.  240.  119.3    98.5   158.4   -47.2  -118.4   204.0    84.7
106.  144.  250.  122.5   100.9   156.7   -47.5  -123.7   201.4    78.9
106.  144.  300.  122.9   101.0   155.7   -47.5  -108.0   215.0    92.1
106.  144.  310.  124.1   102.2   156.1   -46.9   -68.3   249.7   125.7
106.  144.  320.  126.0   103.8   156.7   -47.2   -45.9   267.7   141.7
106.  144.  330.  129.9   106.7   155.4   -49.3   -43.9   269.3   139.5
106.  144.  340.  133.4   109.3   156.4   -50.3   -43.8   274.3   140.9
106.  144.  350.  138.8   113.4   155.1   -49.2   -43.4   285.8   147.0
106.  144.  400.  141.8   115.7   155.3   -46.4   -42.6   291.1   149.3
106.  144.  410.  145.8   118.6   155.3   -44.0   -41.9   304.4   158.7
106.  144.  420.  148.2   120.3   155.9   -42.0   -40.6   315.2   166.9
106.  144.  430.  151.3   122.6   156.8   -40.2   -38.8   323.3   172.0
106.  144.  440.  154.3   124.6   157.0   -38.2   -37.0   325.1   170.9
106.  144.  450.  160.1   129.4   158.0   -36.9   -35.8   329.4   169.3
106.  144.  500.  165.0   133.2   158.1   -35.7   -34.7   331.9   166.9
106.  144.  510.  171.7   138.3   158.1   -34.9   -33.6   336.5   164.8
106.  144.  520.  178.0   143.4   158.0   -34.3   -32.6   339.3   161.3
106.  144.  530.  187.2   150.4   158.2   -33.0   -30.9   344.3   157.1
106.  144.  540.  196.4   157.5   158.5   -31.4   -28.9   349.2   152.8
106.  144.  550.  203.5   162.4   160.0   -29.9   -26.8   353.6   150.1
106.  144.  600.  211.4   168.2   161.6   -28.1   -24.4   359.2   147.8
106.  144.  610.  218.6   174.1   162.6   -26.2   -22.1   363.1   144.4
106.  144.  620.  217.8   173.9   164.6   -25.4   -21.3   362.8   145.0
106.  144.  630.  227.8   182.1   165.9   -23.9   -19.8   368.7   140.9
106.  144.  640.  238.7   191.3   166.0   -23.6   -19.4   374.3   135.6
106.  144.  650.  249.1   199.2   164.8   -23.7   -19.6   378.4   129.3
106.  144.  700.  244.4   195.9   164.6   -25.5   -21.8   374.9   130.6
106.  144.  710.  269.6   215.6   166.6   -20.1   -16.4   390.2   120.6
106.  144.  720.  284.2   227.2   167.8   -18.2   -14.3   399.1   114.8
106.  144.  730.  292.5   233.9   168.5   -16.9   -12.9   403.1   110.5
106.  144.  740.  299.3   239.8   169.2   -16.1   -11.9   406.9   107.6
106.  144.  750.  291.5   234.2   171.0   -16.2   -12.1   402.6   111.1
106.  144.  800.  288.0   231.9   175.0   -12.9    -8.9   403.4   115.4
106.  144.  810.  289.7   233.5   175.2   -12.6    -8.4   404.0   114.4
106.  144.  820.  291.3   236.3   172.0   -15.7   -11.1   402.8   111.4
106.  144.  830.  321.3   260.0   168.6   -14.7    -9.4   418.3    97.0
106.  144.  840.  334.5   268.9   170.7   -13.3    -7.3   434.3    99.9
106.  144.  850.  335.7   269.8   172.0   -12.9    -7.5   462.9   127.1
106.  144.  900.  357.4   287.3   174.2    -7.7    -2.3   480.0   122.6
106.  144.  910.  361.0   290.0   177.1    -5.9     -.5   488.9   127.8
106.  144.  920.  363.1   292.5   181.5    -3.1     1.5   508.4   145.3
106.  144.  930.  395.6   318.3   187.4     5.2     9.5   531.7   136.1
106.  144.  940.  381.4   307.9   186.0     1.0     5.5   522.5   141.2
106.  144.  950.  349.4   282.6   179.0    -9.4    -3.6   484.5   135.1
106.  144. 1000.  361.9   291.6   174.3    -9.6    -3.1   489.1   127.2
106.  144. 1010.  374.3   301.5   175.6    -6.9      .2   514.0   139.7
106.  144. 1020.  373.4   301.1   175.9    -7.7     -.6   498.7   125.4
106.  144. 1030.  415.6   333.2   175.6    -1.1     6.1   541.3   125.7
106.  144. 1040.  423.5   339.2   171.1    -5.7     3.2   542.0   118.4
106.  144. 1050.  433.9   347.1   167.1    -9.3      .9   544.4   110.5
106.  144. 1100.  512.9   407.7   169.5     4.8    14.2   595.5    82.6
106.  144. 1110.  549.3   435.4   174.2    12.5    19.8   626.9    77.7
106.  144. 1120.  564.7   447.2   182.4    19.6    25.9   675.0   110.3
106.  144. 1130.  442.3   353.9   173.3    -5.1     1.6   561.0   118.6
106.  144. 1140.  442.8   354.0   171.1    -3.0     4.3   551.9   109.1
106.  144. 1150.  452.9   361.3   166.6    -4.4     3.9   555.4   102.5
106.  144. 1200.  544.0   430.0   168.0    11.2    20.0   617.8    73.8
106.  144. 1210.  547.9   432.4   166.4    10.4    18.8   653.9   106.0
106.  144. 1220.  551.1   434.4   165.3    11.0    19.1   662.7   111.6
106.  144. 1230.  555.6   432.9   164.7    14.0    22.9   664.7   109.1
106.  144. 1240.  560.3   441.4   165.4    14.0    22.2   669.7   109.4
106.  144. 1250.  563.8   444.0   165.3    15.6    23.0   671.2   107.4
106.  144. 1300.  568.5   447.2   165.7    17.4    23.8   675.2   106.7
106.  144. 1310.  573.1   449.6   165.6    20.0    25.1   679.2   106.1
106.  144. 1320.  575.4   451.6   164.6    20.8    24.8   677.6   102.2
106.  144. 1330.  577.8   453.2   164.9    22.3    25.8   680.9   103.1
106.  144. 1340.  580.1   454.8   164.5    23.7    26.2   680.4   100.3
106.  144. 1350.  581.2   455.3   164.8    25.1    26.8   680.9    99.7
106.  144. 1400.  581.9   455.7   165.2    26.4    27.4   684.2   102.3
106.  144. 1410.  583.4   456.9   164.6    27.4    27.5   685.0   101.5
106.  144. 1420.  584.7   458.0   165.1    28.2    27.7   686.1   101.5
106.  144. 1430.  584.5   458.1   164.9    29.1    27.9   685.7   101.2
106.  144. 1440.  584.3   458.4   165.9    30.2    28.6   685.4   101.1
