118,1995,166,258,.01,.306,-2.08,-2.098,-2.154,-1.588,-1.465,-1.443,78.8,78.7,77.5,3.678,4.251,22.02,1.275,2.016,9.81,0,0
118,1995,166,358,-.011,.321,-3.236,-3.298,-3.324,-3.166,-3.066,-2.939,102.4,102.2,101.2,4.503,4.976,29.4,1.665,2.635,12.77,0,0
118,1995,166,458,-.249,.398,-3.334,-3.383,-3.415,-3.393,-3.237,-3.136,101.9,101.8,101.1,2.392,2.819,30.83,1.666,2.639,12.71,0,0
118,1995,166,558,-.076,.613,-3.593,-3.632,-3.662,-3.491,-3.332,-3.213,101.5,101.6,100.9,3.29,3.641,30.74,1.668,2.638,12.72,168,14
118,1995,166,658,.104,1.103,-4.214,-4.25,-4.289,-4.157,-3.996,-3.873,101,101.1,100.6,3.776,4.488,31.43,1.667,2.639,12.99,168,14
118,1995,166,758,.456,1.809,-3.91,-3.948,-4.01,-3.787,-3.511,-3.501,100.6,100.8,100.3,3.369,3.981,33.11,1.67,2.639,13.86,168,14
118,1995,166,858,.641,2.69,-3.744,-3.788,-3.809,-3.399,-3.014,-3.092,100.2,100.3,100,2.951,3.458,33.02,1.666,2.64,13.91,168,14
118,1995,166,958,.866,3.753,-3.529,-3.705,-3.622,-3,-2.742,-2.698,99.6,99.2,99.4,3.35,3.949,31.78,1.66,2.639,13.99,168,14
118,1995,166,1058,1.217,5.135,-3.213,-3.509,-3.268,-2.647,-2.082,-2.316,98.9,98.2,98.9,3.322,3.841,33.3,1.657,2.634,14.01,168,14
118,1995,166,1158,.835,6.027,-2.909,-3.262,-3.186,-2.49,-2.075,-2.212,98.1,96.6,98.3,3.412,4.023,32.37,1.655,2.63,13.99,169,14
118,1995,166,1258,1.244,7.33,-2.507,-2.036,-2.542,-1.661,-.668,-1.226,96.9,93.3,97.2,3.229,3.612,33.56,1.651,2.626,13.97,169,15
118,1995,166,1358,1.997,8.41,-1.736,-1.503,-2.003,-1.318,-.045,-.801,95.9,88.7,96.6,3.681,4.13,34.19,1.653,2.63,13.93,169,15
118,1995,166,1458,2.237,8.83,-1.585,-1.078,-1.536,-.879,2.73,1.037,95,79.6,94.8,3.755,4.107,19.3,1.651,2.623,13.91,169,15
118,1995,166,1558,3.526,9.11,-.617,-.634,-1.084,-.398,2.365,.595,93.3,72.3,92.8,3.382,3.766,33.16,1.65,2.62,13.89,170,16
118,1995,166,1658,5.507,9.21,-.458,-.8,-1.121,-.411,1.299,.202,92.7,74.7,93.3,3.289,3.714,33.1,1.653,2.622,13.87,170,16
118,1995,166,1758,4.288,7.98,-.939,-1.345,-1.541,-.806,.473,-.16,92.6,77.5,93.3,3.356,3.83,32.56,1.654,2.624,13.87,170,16
118,1995,166,1858,4.235,7.91,-1.616,-1.956,-2.106,-1.116,-.739,-.729,93.5,84.4,94.2,3.989,4.466,31.05,1.655,2.624,13.88,170,16
118,1995,166,1958,1.886,6.086,-1.524,-1.805,-1.991,-1.286,-.687,-.877,93.5,87.2,94.3,3.754,4.311,31.76,1.659,2.625,13.88,170,16
118,1995,166,2058,1.036,4.339,-2.209,-2.429,-2.542,-2.078,-1.999,-1.799,96.6,93.4,97.4,4.266,4.952,30.89,1.661,2.627,13.9,170,16
