118,1995,170,1258,1.465,8.27,.596,.57,.601,0,0,0,0,0,0,12.76,14.43,0,0,0,0,0,0
118,1995,170,1358,3.196,8.68,.905,.911,.978,.701,1.021,1.197,77.6,75.9,73.1,11.63,13.21,11.41,1.613,2.549,13.44,0,0
118,1995,170,1458,6.412,9.12,1.455,1.486,1.564,1.267,1.638,1.822,81,79.2,76.4,10.67,12.15,11.85,1.666,2.635,13.88,0,0
118,1995,170,1558,9.63,9.2,1.909,1.927,1.883,1.677,2.038,2.302,81.4,79.6,76.9,9.67,11.02,11.07,1.66,2.63,13.86,170,16
118,1995,170,1658,11.76,8.9,2.043,2.075,2.14,1.946,2.374,2.575,81.5,80,77.6,9.02,10.32,10.86,1.63,2.632,13.84,170,16
118,1995,170,1758,13.28,8.23,2.22,2.272,2.356,2.017,2.503,2.787,81,79.3,76.5,8.58,9.89,10.96,1.633,2.63,13.83,170,16
118,1995,170,1858,12.72,7.3,2.216,2.297,2.385,2.091,2.626,2.904,81.4,79.6,76.8,7.87,9.05,10.49,1.63,2.63,13.82,170,16
118,1995,170,1958,8.73,6.125,2.058,2.166,2.236,2.033,2.593,2.876,82.8,81.2,78.7,6.448,7.48,9.08,1.628,2.632,13.81,171,16
118,1995,170,2058,5.073,4.868,1.699,1.836,1.904,1.786,2.397,2.687,84.1,82.6,80.5,5.635,6.576,8.53,1.629,2.634,13.8,171,16
118,1995,170,2158,1.826,3.618,1.392,1.507,1.588,1.544,2.098,2.39,84.7,83.4,81.8,5.557,6.515,8.47,1.631,2.636,13.8,171,16
118,1995,170,2258,-.892,2.487,.945,1.113,1.191,.977,1.512,1.773,85.8,84.6,83.8,5.932,6.949,8.86,1.633,2.639,13.71,170,17
118,1995,170,2358,-2.676,1.585,.546,.741,.804,.551,1.066,1.309,84.9,83.6,82.5,6.915,8.04,9.54,1.634,2.641,13.47,170,16
