  Jul.Day  S1(up) S1(up) S(dw) net_rad lnet lout lin
  179.792   404.4   404.4   369.2    9.8  -25.4 -289.1  263.7
  179.833   238.6   238.6   221.6     .7  -16.3 -288.0  271.6
  179.875   226.6   226.6   210.4   -2.0  -18.2 -287.7  269.5
  179.917   208.2   208.2   192.4     .6  -15.2 -288.0  272.8
  179.958   244.8   244.8   223.2    6.5  -15.1 -287.4  272.3
  180.000   155.8   155.8   142.2    1.8  -11.8 -286.1  274.3
  180.042   135.8   135.8   126.4     .9   -8.5 -284.7  276.3
  180.083   114.0   114.0   106.4   -1.0   -8.6 -283.5  274.9
  180.125   104.6   104.6    97.0    1.4   -6.2 -283.9  277.7
  180.167   122.6   122.6   113.4     .2   -9.0 -284.7  275.7
  180.208   112.0   112.0   104.2    -.3   -8.1 -286.1  278.1
  180.250   129.2   129.2   118.8    3.1   -7.3 -287.6  280.3
  180.292   130.2   130.2   119.8    2.6   -7.8 -288.2  280.5
  180.333   139.4   139.4   129.2    2.5   -7.7 -289.6  281.9
  180.375   146.2   146.2   137.0     .0   -9.2 -290.4  281.2
  180.417   205.4   205.4   190.4    1.4  -13.6 -291.6  277.9
  180.458   253.4   253.4   234.0    3.0  -16.4 -292.2  275.7
  180.500   262.0   262.0   244.6     .0  -17.4 -292.0  274.6
  180.542   430.4   430.4   396.8    9.8  -23.8 -293.3  269.5
  180.583   450.2   450.2   413.6    4.0  -32.6 -293.9  261.4
  180.625   442.2   442.2   408.0     .2  -34.0 -292.6  258.6
  180.667   511.2   511.2   470.6    5.7  -34.9 -292.0  257.1
  180.708   294.8   294.8   277.8   -9.9  -26.9 -290.5  263.6
  180.750   296.6   296.6   280.0   -4.8  -21.4 -291.3  269.9
  180.792   409.6   409.6   379.4     .0  -30.2 -293.2  263.1
  180.833   407.6   407.6   375.0    1.0  -31.6 -293.4  261.8
  180.875   274.0   274.0   255.2   -1.7  -20.5 -293.2  272.7
  180.917   215.4   215.4   201.0    -.5  -14.9 -291.3  276.4
  180.958   224.8   224.8   207.4    1.0  -16.4 -292.3  275.9
  181.000   184.6   184.6   169.6    -.2  -15.2 -292.1  276.9
  181.042   160.0   160.0   146.8   -2.9  -16.1 -292.2  276.1
  181.083   138.0   138.0   126.4    1.3  -10.3 -290.7  280.4
  181.125   140.0   140.0   128.4     .6  -11.0 -286.9  275.9
  181.167   109.4   109.4   101.6  -13.6  -21.4 -283.4  262.0
  181.208   107.4   107.4   105.2  -12.8  -15.0 -280.5  265.5
  181.250   119.0   119.0   128.0  -14.3   -5.3 -277.3  272.0
  181.292   127.2   127.2   116.6     .9   -9.7 -279.2  269.4
  181.333   165.2   165.2   151.4    3.1  -10.7 -279.6  268.9
  181.375   193.8   193.8   177.8    3.2  -12.8 -280.7  267.9
  181.417   233.6   233.6   214.8    1.9  -16.9 -280.1  263.2
  181.458   346.4   346.4   316.4    7.1  -22.9 -280.7  257.7
  181.500   405.8   405.8   372.2    2.0  -31.6 -283.3  251.8
  181.542   295.8   295.8   275.4   -5.9  -26.3 -282.4  256.1
  181.583   343.2   343.2   320.2   -6.8  -29.8 -282.8  253.0
  181.625   370.0   370.0   345.4   -6.3  -30.9 -283.6  252.7
  181.667   451.4   451.4   420.4    -.7  -31.7 -284.7  253.1
  181.708   459.8   459.8   425.8   -5.5  -39.5 -286.2  246.7
  181.750   425.4   425.4   397.4   -2.5  -30.5 -286.0  255.5
  181.792   414.0   414.0   386.6   -1.8  -29.2 -285.3  256.0
  181.833   383.0   383.0   356.8   -1.3  -27.5 -283.6  256.1
  181.875   334.6   334.6   311.8   -2.8  -25.6 -281.3  255.7
  181.917   303.6   303.6   282.8     .5  -20.3 -280.3  260.0
  181.958   280.4   280.4   260.2  -18.5  -38.7 -279.3  240.6
  182.000   210.8   210.8   196.2   -8.0  -22.6 -274.9  252.3
  182.042   157.0   157.0   146.4   -5.5  -16.1 -277.4  261.2
  182.083   134.4   134.4   125.0   -5.4  -14.8 -276.3  261.5
  182.125   112.0   112.0   104.2   -6.5  -14.3 -275.1  260.8
  182.167   107.4   107.4   100.0   -5.9  -13.3 -275.3  262.0
  182.208   126.2   126.2   157.6  -31.7    -.3 -274.0  273.7
  182.250   114.2   114.2   106.8   -6.6  -14.0 -274.3  260.3
  182.292   137.8   137.8   127.6   -3.2  -13.4 -274.3  260.8
  182.333   155.4   155.4   143.8     .2  -11.4 -275.8  264.4
  182.375   192.0   192.0   177.6    -.1  -14.5 -277.5  263.0
  182.417   239.8   239.8   221.6    -.5  -18.7 -279.0  260.3
  182.458   282.0   282.0   260.8     .0  -21.2 -280.4  259.3
  182.500   337.6   337.6   312.0    1.8  -23.8 -281.5  257.8
  182.542   390.2   390.2   360.6    2.9  -26.7 -283.0  256.3
  182.583   405.2   405.2   375.4    -.4  -30.2 -283.9  253.8
  182.625   387.8   387.8   362.0   -8.8  -34.6 -284.0  249.4
  182.667   457.4   457.4   425.6  -11.0  -42.8 -289.3  246.5
  182.708   536.4   536.4   497.0  -13.6  -53.0 -289.9  236.9
  182.750   430.8   430.8   399.6  -11.8  -43.0 -285.6  242.6
  182.792   423.0   423.0   393.0   -8.2  -38.2 -287.4  249.2
  182.833   434.0   434.0   403.2   -4.6  -35.4 -288.2  252.8
  182.875   457.2   457.2   421.0  -21.4  -57.6 -288.1  230.5
  182.917   403.2   403.2   370.2  -35.2  -68.2 -286.6  218.4
  182.958   325.2   325.2   299.2  -40.5  -66.5 -284.1  217.6
  183.000   186.8   186.8   174.2  -18.8  -31.4 -274.7  243.2
  183.042   151.6   151.6   142.2   -4.9  -14.3 -275.0  260.7
  183.083   136.0   136.0   126.8   -5.9  -15.1 -275.2  260.1
  183.125   112.2   112.2   104.8   -3.9  -11.3 -272.2  260.9
  183.167   102.6   102.6    95.6    2.5   -4.5 -276.5  271.9
  183.208   121.0   121.0   114.2   -4.5  -11.3 -274.3  263.1
  183.250   144.6   144.6   136.0   -2.6  -11.2 -274.6  263.5
  183.292   113.6   113.6   106.0    1.3   -6.3 -272.2  265.8
  183.333   137.6   137.6   128.2    1.8   -7.6 -274.8  267.2
  183.375   181.0   181.0   168.6    -.4  -12.8 -274.0  261.2
  183.417   261.2   261.2   244.0   -2.2  -19.4 -274.1  254.8
  183.458   259.0   259.0   242.4   -4.8  -21.4 -273.2  251.8
  183.500   325.6   325.6   305.4   -4.1  -24.3 -273.6  249.3
  183.542   380.0   380.0   357.4   -3.9  -26.5 -273.8  247.2
  183.583   426.8   426.8   402.6   -6.3  -30.5 -274.2  243.7
  183.625   455.0   455.0   430.6   -4.9  -29.3 -274.2  244.9
  183.667   510.2   510.2   480.6    -.1  -29.7 -272.0  242.3
  183.708   506.0   506.0   475.2    -.4  -31.2 -270.3  239.2
  183.750   560.2   560.2   524.6    1.8  -33.8 -271.6  237.8
  183.792   413.8   413.8   390.2   -7.8  -31.4 -270.8  239.4
  183.833   353.6   353.6   334.4   -8.3  -27.5 -269.5  242.1
  183.875   325.2   325.2   306.6   -4.9  -23.5 -270.7  247.2
  183.917   276.4   276.4   260.6   -3.6  -19.4 -270.9  251.5
  183.958   241.0   241.0   227.2   -3.3  -17.1 -270.8  253.7
  184.000   213.6   213.6   201.0   -2.7  -15.3 -270.8  255.5
  184.042   171.8   171.8   162.6   -3.9  -13.1 -269.8  256.7
  184.083   185.8   185.8   175.6   -2.5  -12.7 -267.9  255.2
  184.125   133.2   133.2   130.2  -16.2  -19.2 -264.5  245.3
  184.167   158.4   158.4   158.0   -7.5   -7.9 -263.5  255.5
  184.208   135.8   135.8   149.6  -17.3   -3.5 -264.4  260.9
  184.250   123.4   123.4   131.8   -8.4     .0 -261.0  261.0
  184.292   110.8   110.8   107.2   -3.1   -6.7 -260.9  254.1
  184.333   133.4   133.4   127.2    1.0   -5.2 -258.6  253.4
  184.375   249.6   249.6   238.4    3.3   -7.9 -258.4  250.6
  184.417   257.2   257.2   244.2    1.8  -11.2 -258.5  247.3
  184.458   353.0   353.0   331.6    6.2  -15.2 -254.5  239.2
  184.500   384.4   384.4   360.0  -11.9  -36.3 -260.2  223.9
  184.542   438.8   438.8   410.2  -10.2  -38.8 -266.5  227.7
  184.583   502.8   502.8   469.2   -3.4  -37.0 -270.9  233.9
  184.625   548.8   548.8   512.0   -8.4  -45.2 -275.8  230.5
  184.667   539.6   539.6   502.8   -7.2  -44.0 -274.6  230.6
  184.708   514.4   514.4   478.8   -7.3  -42.9 -272.6  229.7
  184.750   528.4   528.4   491.8   -5.5  -42.1 -273.4  231.3
  184.792   578.6   578.6   537.8  -13.6  -54.4 -275.1  220.6
  184.833   509.6   509.6   471.8  -28.9  -66.7 -273.0  206.3
  184.875   442.4   442.4   409.0  -36.1  -69.5 -271.9  202.4
  184.917   373.8   373.8   347.2  -16.4  -43.0 -270.9  227.9
  184.958   225.6   225.6   211.2   -2.1  -16.5 -270.5  254.0
  185.000   283.2   283.2   262.8  -31.7  -52.1 -270.7  218.6
  185.042   188.0   188.0   177.0  -20.0  -31.0 -263.4  232.4
  185.083   125.2   125.2   118.4   -6.5  -13.3 -257.5  244.3
  185.125   106.6   106.6   101.2   -7.4  -12.8 -257.5  244.7
  185.167   127.6   127.6   120.2   -6.4  -13.8 -257.5  243.7
  185.208   144.4   144.4   142.4  -10.3  -12.3 -257.7  245.4
  185.250   144.8   144.8   164.6  -19.8     .0 -254.5  254.5
  185.292   201.0   201.0   188.2  -25.9  -38.7 -248.0  209.2
  185.333   283.4   283.4   262.4  -55.0  -76.0 -243.4  167.4
  185.375   280.8   280.8   259.4  -69.0  -90.4 -238.6  148.3
  185.417   296.6   296.6   273.2  -56.3  -79.7 -237.6  157.8
  185.458   421.6   421.6   388.4  -38.9  -72.1 -244.8  172.8
  185.500   486.2   486.2   448.4  -33.6  -71.4 -246.2  174.8
  185.542   523.0   523.0   481.6  -25.0  -66.4 -252.5  186.1
  185.583   486.6   486.6   449.8  -11.5  -48.3 -253.4  205.2
  185.625   622.0   622.0   571.8   -9.6  -59.8 -260.3  200.5
  185.667   639.6   639.6   587.8   -5.7  -57.5 -264.2  206.7
  185.708   633.2   633.2   581.6   -8.3  -59.9 -265.2  205.3
  185.750   609.4   609.4   557.8  -10.7  -62.3 -266.5  204.2
  185.792   576.6   576.6   526.8  -10.9  -60.7 -268.0  207.3
  185.833   544.0   544.0   495.6  -17.7  -66.1 -271.2  205.1
  185.875   453.2   453.2   413.4  -25.1  -64.9 -269.8  204.9
  185.917   405.0   405.0   370.0  -34.6  -69.6 -266.6  197.0
  185.958   361.0   361.0   330.8  -40.3  -70.5 -263.7  193.2
  186.000   305.4   305.4   280.8  -41.4  -66.0 -258.6  192.6
  186.042   254.8   254.8   235.0  -39.2  -59.0 -250.9  191.9
  186.083   212.2   212.2   198.0  -37.9  -52.1 -247.1  195.1
  186.125   148.6   148.6   165.4  -30.9  -14.1 -243.8  229.7
  186.167   155.6   155.6   158.2  -64.1  -61.5 -244.2  182.7
  186.208    99.2    99.2   147.4  -91.4  -43.2 -241.7  198.4
  186.250    74.6    74.6   157.8  -34.7   48.5 -241.6  290.1
  186.292   217.2   217.2   204.8  -36.6  -49.0 -241.5  192.5
  186.333   267.0   267.0   249.2  -37.0  -54.8 -240.9  186.0
  186.375   320.4   320.4   296.2  -35.0  -59.2 -243.9  184.6
  186.417   377.8   377.8   346.8  -29.3  -60.3 -244.6  184.3
  186.458   438.4   438.4   400.8  -22.1  -59.7 -246.5  186.8
  186.500   495.2   495.2   451.2  -14.7  -58.7 -250.3  191.5
  186.542   547.2   547.2   497.0   -7.8  -58.0 -252.4  194.4
  186.583   588.8   588.8   533.8   -5.2  -60.2 -256.0  195.8
  186.625   619.2   619.2   561.6   -7.0  -64.6 -258.8  194.2
  186.667   543.0   543.0   496.0    6.0  -41.0 -261.2  220.2
  186.708   606.8   606.8   550.6   -9.3  -65.5 -262.3  196.8
  186.750   528.6   528.6   483.6   12.5  -32.5 -264.2  231.7
  186.792   549.8   549.8   500.6    3.8  -45.4 -265.8  220.4
  186.833   532.4   532.4   483.2   -5.8  -55.0 -264.6  209.6
  186.875   428.4   428.4   388.2  -23.7  -63.9 -263.0  199.1
  186.917   418.0   418.0   379.0  -34.3  -73.3 -259.9  186.6
  186.958   357.2   357.2   324.0  -39.7  -72.9 -256.9  184.0
  187.000   297.0   297.0   270.4  -44.7  -71.3 -254.9  183.6
  187.042   244.4   244.4   223.4  -42.3  -63.3 -249.0  185.7
  187.083   206.2   206.2   190.0  -40.1  -56.3 -242.6  186.2
  187.125   138.8   138.8   172.8  -36.8   -2.8 -234.5  231.6
  187.167   167.4   167.4   159.6  -71.9  -79.7 -232.3  152.6
  187.208    90.8    90.8   160.8 -118.5  -48.5 -231.5  183.0
  187.250    61.2    61.2   177.6  -36.6   79.8 -230.4  310.3
  187.292   228.6   228.6   211.2  -35.2  -52.6 -229.5  177.0
  187.333   269.0   269.0   248.6  -32.8  -53.2 -231.9  178.7
  187.375   315.8   315.8   289.6  -28.0  -54.2 -234.7  180.4
  187.417   374.6   374.6   340.8  -20.8  -54.6 -236.8  182.2
  187.458   431.8   431.8   391.4  -13.1  -53.5 -239.7  186.3
  187.500   489.0   489.0   442.2   -6.3  -53.1 -247.5  194.4
  187.542   540.2   540.2   487.4   -1.2  -54.0 -252.6  198.5
  187.583   585.2   585.2   527.0     .4  -57.8 -256.2  198.5
  187.625   617.2   617.2   555.6   -2.0  -63.6 -259.1  195.5
  187.667   633.0   633.0   572.2   -3.8  -64.6 -260.8  196.3
  187.708   637.2   637.2   577.2   -5.1  -65.1 -261.1  196.0
  187.750   597.2   597.2   539.0   -4.9  -63.1 -261.9  198.8
  187.792   576.4   576.4   517.8   -8.9  -67.5 -262.1  194.5
  187.833   533.2   533.2   478.8  -15.3  -69.7 -262.2  192.4
  187.875   476.4   476.4   428.8  -22.9  -70.5 -261.7  191.2
  187.917   415.4   415.4   374.8  -29.1  -69.7 -260.0  190.3
  187.958   353.4   353.4   319.0  -33.9  -68.3 -257.1  188.8
  188.000   299.6   299.6   271.2  -37.8  -66.2 -253.3  187.1
  188.042   250.8   250.8   227.6  -37.7  -60.9 -248.9  188.0
  188.083   210.0   210.0   191.6  -36.7  -55.1 -245.3  190.2
  188.125   132.0   132.0   169.4  -34.5    2.9 -243.0  245.9
  188.167   170.2   170.2   157.2  -67.0  -80.0 -237.2  157.2
  188.208    97.2    97.2   156.8 -111.0  -51.4 -235.8  184.4
  188.250    59.2    59.2   173.2  -29.7   84.3 -237.2  321.5
  188.292   215.2   215.2   198.6  -26.9  -43.5 -237.6  194.1
  188.333   191.2   191.2   182.6  -28.7  -37.3 -237.2  199.9
  188.375   182.4   182.4   170.8  -17.8  -29.4 -234.8  205.4
  188.417   233.4   233.4   215.2    9.9   -8.3 -244.1  235.8
  188.458   292.2   292.2   268.4    9.9  -13.9 -251.2  237.3
  188.500   356.0   356.0   326.2   11.6  -18.2 -255.7  237.6
  188.542   449.2   449.2   408.4    9.8  -31.0 -261.5  230.5
  188.583   510.4   510.4   463.0    7.4  -40.0 -266.1  226.1
  188.625   507.4   507.4   463.0    4.7  -39.7 -269.1  229.4
  188.667   533.2   533.2   488.4    2.3  -42.5 -273.1  230.5
  188.708   502.8   502.8   456.2    3.9  -42.7 -272.5  229.8
  188.750   600.6   600.6   544.2   -5.7  -62.1 -277.2  215.0
  188.792   543.2   543.2   492.6   -1.6  -52.2 -278.0  225.8
  188.833   482.8   482.8   436.0    -.2  -47.0 -278.9  231.9
  188.875   506.8   506.8   457.0  -14.0  -63.8 -280.6  216.8
  188.917   491.0   491.0   444.4    4.3  -42.3 -279.4  237.1
  188.958   261.0   261.0   238.2   -7.9  -30.7 -275.8  245.1
  189.000   173.8   173.8   160.0   -4.6  -18.4 -271.9  253.6
  189.042   161.4   161.4   148.8   -1.7  -14.3 -270.0  255.8
  189.083   129.2   129.2   119.2   -4.0  -14.0 -268.7  254.7
  189.125   111.8   111.8   103.6   -6.4  -14.6 -265.3  250.7
  189.167   113.0   113.0   105.4   -4.8  -12.4 -264.1  251.7
  189.208    87.8    87.8    83.2   -4.3   -8.9 -261.9  252.9
  189.250   111.0   111.0   110.6   -6.9   -7.3 -260.8  253.4
  189.292   133.2   133.2   126.8   -4.8  -11.2 -258.2  247.0
  189.333   174.0   174.0   162.6     .4  -11.0 -259.7  248.6
