"ID","Year","JulianDay","SWin","SWout","NetRad","AirTemp1(TC)","AirTemp2(TC)","AirTemp1(CS500)","AirTemp2(CS500)","RH1","RH2","WindSpeed1","WindSpeed2","WindDir1","WindDir2","AtmosPressure","SnowHeight1","SnowHeight2","SnowTemp01","SnowTemp02","SnowTemp03","SnowTemp04","SnowTemp05","SnowTemp06","SnowTemp07","SnowTemp08","SnowTemp09","SnowTemp10","BattVoltage","SWinMax","SWoutMax","NetRadMax","MaxAirTemp1(TC)","MaxAirTemp2(TC)","MinAirTemp1(TC)","MinAirTemp2(TC)","MaxWindSpeed1","MaxWindSpeed2","StdDevWindSpeed1","StdDevWindSpeed2","RefTemp","WindSpeed@2m","WindSpeed@10m","WindSensorHeight1","WindSensorHeight2","Albedo","ZenithAngle"
"[-]","[-]","[-]","[W/m2]","[W/m2]","[W/m2]","[degC]","[degC]","[degC]","[degC]","[%]","[%]","[m/s]","[m/s]","[deg]","[deg]","[mbar]","[m]","[m]","[degC]","[degC]","[degC]","[degC]","[degC]","[degC]","[degC]","[degC]","[degC]","[degC]","[V]","[W/m2]","[W/m2]","[W/m2]","[degC]","[degC]","[degC]","[degC]","[m/s]","[m/s]","[m/s]","[m/s]","[degC]","[m/s]","[m/s]","[m]","[m]","[-]","[deg]"
11,2012,153,92.5,37.34,-5.85,-9.94,-9.89,-9.1,-9.24,90.95,87.45,4.93,5.33,90.6,92.7,999,0.8511,-8.1685,999,-17.48,-4.8,999,999,999,999,999,-9.45,-0.21,14.43,141.92,31.45,0.78,-9.19,-8.99,-10.65,-10.58,999,6.25,0.53,0.55,999,999,999,999,999,0.66,87.98,11111118,87711111,11111111,125
11,2012,153.0417,18.72,6.41,-38.74,-11.37,-11.04,-10.72,-10.62,91.64,88.19,5.28,5.72,82.1,84.3,999,0.8518,-8.1672,999,-22.36,-14.17,999,999,999,999,999,-6.61,-0.21,14.3,49.17,16.89,0.77,-10.64,-10.47,-11.9,-11.55,6.25,6.57,0.34,0.34,-10.17,999,999,999,999,0.66,91.72,11111118,87711111,11111111,125
11,2012,153.0833,1.18,0.8,-48.56,-12.15,-11.64,-11.58,-11.28,87.21,82.94,5.35,5.82,85.4,87.3,999,0.8525,-8.1677,999,-27.12,-20.2,999,999,999,999,999,-6.32,-0.21,14.2,2.91,0.8,0.04,-11.65,-11.19,-12.66,-12.24,6.3,6.71,0.46,0.47,-12.11,999,999,999,999,0.66,94.04,11111118,87711111,11111111,125
11,2012,153.125,0.25,0.07,-48.56,-12.43,-11.95,-11.91,-11.55,83.55,79.55,5.45,5.93,93.7,95.4,999,0.8515,-8.1672,999,-29.83,-22.65,999,999,999,999,999,-6.63,-0.21,14.11,0.43,0.22,0.06,-11.37,-10.77,-13.34,-12.96,6.59,7.17,0.65,0.68,-12.97,999,999,999,999,0.66,94.77,11111118,87711111,11111111,125
11,2012,153.1667,0.25,0.07,-48.92,-13.07,-12.47,-12.46,-12.05,82.34,78.62,5.13,5.63,89,90.4,999,0.8515,-8.1683,999,-31.76,-24.09,999,999,999,999,999,-6.76,-0.21,14.03,0.43,0.22,0.02,-12,-11.41,-13.73,-13.21,6.46,7.04,0.57,0.59,-13.54,999,999,999,999,0.66,93.86,11111118,87711111,11111111,125
11,2012,153.2083,1.55,1.38,-48.44,-13.15,-12.6,-12.56,-12.17,83.01,79.46,5.21,5.7,90.7,92,999,0.8502,-8.1678,999,-33.28,-25.15,999,999,999,999,999,-7.03,-0.21,13.97,3.6,1.17,0.06,-12.31,-11.86,-13.76,-13.3,6.41,6.85,0.35,0.38,-13.98,999,999,999,999,0.66,91.38,11111118,87711111,11111111,125
11,2012,153.25,7.44,4.88,-45.05,-13.5,-12.88,-13,-12.44,84.91,80.66,5.25,5.75,93.1,95.6,999,0.8504,-8.1682,999,-34.53,-25.8,999,999,999,999,999,-8.68,-0.2,13.93,12.21,3.06,0.08,-11.73,-10.82,-14.39,-13.98,6.52,7.07,0.61,0.64,-14.22,999,999,999,999,0.66,87.5,15111118,87711111,19111111,125
11,2012,153.2917,47.12,30.93,-54.8,-12.97,-12.46,-12.3,-11.8,83.83,79.35,999,999,999,999,999,0.8496,-8.1691,999,-30.04,-23.02,999,999,999,999,999,-9.09,-0.2,999,999,17,0.32,-11.73,999,999,999,999,999,999,999,999,999,999,999,999,0.66,82.46,22222228,81111122,12211111,225
11,2012,153.3333,86.8,56.97,-64.55,-12.43,-12.03,-11.59,-11.16,82.82,78.08,4.65,5.07,95.3,97,999,0.8489,-8.17,999,-25.55,-20.24,999,999,999,999,999,-9.5,-0.2,14.57,134.6,30.93,0.56,-11.73,-11.39,-13.54,-13.08,5.76,6.22,0.65,0.68,-11.91,999,999,999,999,0.66,76.54,15111118,87711111,11111111,125
11,2012,153.375,177.13,116.26,999,-11.22,-11.12,-10.18,-10.27,82.36,79.27,4.88,5.26,102.8,103.9,999,0.8477,-8.1703,999,-19.87,-16.76,999,999,999,999,999,-10.81,-0.2,14.9,222.39,29.92,0.55,-10.16,-10.13,-12.13,-11.98,5.76,6.19,0.5,0.51,-10.84,999,999,999,999,0.66,70.05,15111118,87711111,11111111,125
11,2012,153.4167,999,266.82,999,-9.26,-9.32,-8.06,-8.28,85.71,80.81,6.08,6.42,102.4,104.4,999,0.846,-8.1696,999,-10.62,-10.24,999,999,999,999,999,-14.67,-0.2,15.01,325.07,35.01,0.44,-8.45,-8.67,-10.29,-10.29,7.34,7.62,0.52,0.53,-9.07,999,999,999,999,0.66,63.29,92211118,87711111,11111111,125
11,2012,153.4583,999,417.37,999,-8.48,-8,-6.63,-6.93,87,80.43,7.59,7.98,100.5,102.1,999,0.8385,-8.1689,999,-0.9,-2.26,999,999,999,999,999,-20.48,-0.2,15.5,433.32,37.05,0.08,-7.8,999,-8.63,-8.66,9.2,9.66,0.54,0.55,-7.15,999,999,999,999,0.66,56.64,21221118,87711111,11911111,925
11,2012,153.5,999,474.78,999,-7.7,-7.41,-6.09,-6.34,86.58,78.9,999,999,999,999,999,0.8375,-8.1689,999,-1.19,-2.24,999,999,999,999,999,-20.92,-0.2,999,999,34.82,0.38,-7.15,999,999,999,999,999,999,999,999,999,999,999,999,0.66,50.53,22222228,81111122,12211111,225
11,2012,153.5417,999,532.19,999,-6.91,-6.82,-5.54,-5.75,86.2,77.39,999,999,999,999,999,0.8365,-8.1689,999,-1.48,-2.22,999,999,999,999,999,-21.37,-0.2,999,999,32.59,0.68,-6.5,999,999,999,999,999,999,999,999,999,999,999,999,0.66,45.48,22222228,81111122,12211111,225
11,2012,153.5833,621.24,589.59,-68.18,-6.13,-6.24,-5,-5.17,85.86,75.92,8.48,8.85,110.3,110.8,999,0.8355,-8.1687,999,-1.77,-2.2,999,999,999,999,999,-21.81,-0.2,15.95,676.42,30.35,0.97,-5.86,-5.99,-6.27,-6.37,9.94,10.37,0.6,0.59,-4.13,999,999,999,999,0.95,42.12,11111118,87711111,12211111,921
11,2012,153.625,691.3,625.26,-34.81,-5.88,-5.97,-4.8,-4.9,88.47,77.84,8.78,9.18,112.7,113.3,999,0.8299,-8.169,999,-2.06,-2.18,999,999,999,999,999,-21.44,-0.2,15.77,768.8,55.9,0.72,-5.73,-5.84,-6.06,-6.13,10.4,10.66,0.57,0.57,-3.77,999,999,999,999,0.9,41,11111118,87711111,12211111,921
11,2012,153.6667,739.04,637.63,-4.28,-5.79,-5.88,-4.76,-4.86,90.6,79.73,9.54,9.99,112.6,113.4,999,0.8147,-8.1694,999,-2.35,-2.16,999,999,999,999,999,-19.81,-0.19,15.71,814.68,51.17,0.96,-5.62,-5.73,-5.95,-6.01,11.15,11.44,0.62,0.65,-3.55,999,999,999,999,0.86,42.34,11111118,87711121,11211111,921
11,2012,153.7083,677.66,563.24,10.93,-5.92,-6.01,-4.97,-5.08,93.66,83.12,10.59,11.07,112,113,999,0.7995,-8.1678,999,-3.24,-2.14,999,999,999,999,999,-19.12,-0.19,15.37,830.8,87.71,0.96,-5.64,-5.76,-6.22,-6.31,12.07,12.66,0.7,0.72,-3.49,999,999,999,999,0.83,45.88,11111118,87711111,11211111,121
11,2012,153.75,497.86,405.36,4.71,-6.25,-6.3,-5.49,-5.55,100.08,90.27,10.82,11.33,109.8,111.6,999,0.7995,-8.1683,999,-2.25,-2.12,999,999,999,999,999,-19.09,-0.19,15.07,721.68,97.68,1.19,-5.96,-6.05,-6.44,-6.48,12.66,13.03,0.71,0.72,-4.13,999,999,999,999,0.81,51.05,11111118,87711121,11211111,121
11,2012,153.7917,317.75,246.83,-4.27,-6.53,-6.55,-5.95,-5.98,99.64,95.67,10.82,11.36,114.9,115.4,999,0.7995,-8.169,999,-0.3,-2.1,999,999,999,999,999,-18.39,-0.19,14.86,391.28,73.44,0.57,-6.36,-6.38,-6.71,-6.72,13.67,14.37,0.76,0.79,-4.93,999,999,999,999,0.84,57.23,21111118,87711121,11211111,121
11,2012,153.8333,137.64,118.21,-3.14,-6.59,-6.58,-6.14,-6.16,99.42,96.72,11.56,12.19,117.1,117.9,999,0.7995,-8.1678,999,-2.91,-2.08,999,999,999,999,999,-15.64,-0.19,14.74,221.03,41.05,0.37,-6.48,-6.46,-6.71,-6.71,13.48,14.15,0.81,0.85,-5.63,999,999,999,999,0.86,63.9,11111118,87711121,12111111,121
11,2012,153.875,126.17,108.6,0.26,-6.72,-6.72,-6.26,-6.3,99.24,97.49,999,999,999,999,999,0.7995,-8.1686,999,-5.52,-2.03,999,999,999,999,999,-15.01,-0.19,999,999,44.04,0.33,-6.58,999,999,999,999,999,999,999,999,999,999,999,999,0.86,70.63,22222228,81111122,12211111,225
11,2012,153.9167,114.7,98.99,3.65,-6.85,-6.86,-6.38,-6.44,99.07,98.26,10.73,11.25,109.3,110.2,999,0.7995,-8.1695,999,-8.14,-1.98,999,999,999,999,999,-14.38,-0.19,14.65,212.47,47.02,0.29,-6.68,-6.72,-7.14,-7.13,12.93,13.43,0.92,0.95,-5.97,999,999,999,999,0.86,77.08,11111118,87711121,12111111,125
