  159.875   4.05   5.59   2.37  -1.34   -.40  -1.98   -.69    .15  -1.25   75.8   79.3   72.5  191.8
  160.000   1.63   2.31    .88  -2.60  -1.70  -3.65  -1.98  -1.16  -3.06   87.0   91.0   80.7  152.5
  160.125   2.26   2.87   1.57  -4.15  -3.73  -4.49  -3.67  -3.17  -3.99   92.5   93.0   91.2  134.3
  160.250   3.94   4.67   2.61  -4.65  -4.41  -4.90  -4.11  -3.84  -4.32   92.6   93.0   92.4  130.1
  160.375   3.98   4.46   3.52  -4.41  -4.24  -4.65  -3.85  -3.59  -4.04   92.6   92.7   92.5  164.2
  160.500   3.54   4.76   2.54  -3.56  -2.69  -4.24  -3.07  -2.67  -3.66   92.2   92.6   92.0  196.6
  160.750   1.62   3.00    .77   -.78   1.36  -3.39  -1.14   1.33  -2.74   86.9   90.9   78.0  195.0
  160.875    .37   1.30    .00   1.16   5.64  -1.43   1.73   4.11   -.52   70.0   78.8   59.8  114.7
  161.000    .82   1.82    .00  -2.25   1.26  -4.07  -1.68   2.66  -3.59   82.7   91.4   65.5   -1.3
  161.125    .75   1.23    .34  -5.55  -4.49  -6.65  -4.66  -3.84  -4.97   92.7   93.2   91.3   35.4
  161.250   1.19   1.92    .51  -6.49  -6.10  -6.95  -5.03  -4.53  -5.30   92.6   92.9   92.2   72.1
  161.375    .34   1.62    .00  -5.39  -4.32  -6.18  -4.25  -3.40  -5.10   90.8   92.2   88.7   70.0
  161.500    .14   1.09    .00  -1.89    .47  -4.41   -.43   2.04  -2.95   79.2   88.3   73.0  346.5
  161.625    .53    .85    .33  -1.89   -.87  -2.60   -.09   1.05   -.88   73.0   75.8   70.6    6.8
  161.750    .54   1.68    .10   1.26   4.52  -2.07   2.25   4.74   -.59   58.3   71.2   49.1  147.6
  161.875    .36    .77    .00   1.36   4.41  -1.15   2.63   6.00   -.07   51.6   55.5   47.0  188.6
  162.000   1.63   2.57    .00  -5.71    .47  -8.65  -2.44    .90  -4.63   66.3   76.3   52.2   85.2
  162.125   3.13   4.53   2.45 -10.65  -9.08 -12.26  -6.96  -4.62 -10.52   79.3   81.2   76.4   91.8
  162.250   5.49   6.31   3.94 -11.11 -10.38 -12.88  -9.56  -9.10 -11.02   73.2   78.2   69.5  123.5
  162.375   6.72   7.08   6.26 -10.52 -10.32 -10.85  -9.39  -9.19  -9.55   69.2   70.3   68.4  115.7
  162.500   7.30   7.75   6.99  -9.08  -7.48 -10.11  -8.23  -6.74  -9.16   71.5   72.3   70.4  119.6
  162.625   6.41   7.06   5.75  -5.71  -4.82  -7.26  -5.07  -4.07  -6.56   72.2   72.9   71.5  132.0
  162.750   4.76   6.09   3.59  -3.90  -3.22  -4.65  -3.11  -2.64  -3.92   72.1   73.2   70.2  171.4
  162.875   2.91   3.53   2.38  -3.47  -3.22  -3.82  -3.29  -2.94  -3.78   76.6   84.8   70.9  169.5
  163.000   2.92   3.45   2.44  -5.55  -3.90  -7.18  -4.92  -3.89  -5.69   89.8   92.0   85.2  143.0
  163.125   3.44   4.39   3.00  -6.34  -5.06  -7.48  -5.10  -4.32  -5.78   91.4   91.9   91.1  150.4
  163.250   5.33   6.52   4.65  -5.47  -5.15  -5.71  -4.54  -4.23  -4.93   89.7   90.9   88.9  131.3
  163.375   6.70   7.34   6.28  -6.02  -5.71  -6.34  -5.25  -4.92  -5.54   87.7   88.9   86.9  125.8
  163.500   6.18   7.38   5.05  -4.82  -3.82  -5.87  -4.03  -2.91  -5.08   86.3   87.3   85.8  150.9
  163.625   4.66   5.20   3.88  -2.78  -1.06  -3.82  -1.88   -.99  -2.78   88.4   89.1   87.4  179.2
  163.750   2.88   4.03   2.06    .18   1.16  -1.15   -.44   -.04   -.97   88.9   89.8   87.9  190.7
  163.875   2.73   2.97   2.09    .27    .76   -.02   -.48   -.06   -.75   88.5   89.6   87.1  180.4
  164.000   3.14   3.63   2.55   -.02    .47   -.68   -.78   -.51  -1.32   88.6   89.3   88.0  178.9
  164.125   4.09   4.90   2.55  -2.60   -.78  -3.73  -1.98  -1.30  -2.52   88.2   89.1   87.3  143.3
  164.250   5.52   6.25   4.37  -4.15  -3.56  -4.82  -3.00  -2.45  -3.65   84.1   87.6   78.8  137.3
  164.375   6.13   6.50   5.72  -5.47  -4.90  -5.79  -4.10  -3.64  -4.37   75.8   78.0   72.9  127.4
  164.500   6.98   7.64   6.24  -5.79  -5.31  -6.26  -4.56  -3.93  -5.04   73.6   75.6   71.2  113.2
  164.625   7.26   7.91   6.56  -4.74  -2.34  -5.87  -3.69  -1.75  -4.77   75.4   76.4   74.6  165.8
