  Jul.Day  S1(up)  S2(up)  S(dw)   Alb1 Alb2  net_rad
  180.625   473.9   471.5   420.3  89.  89.   10.0
  180.667   426.3   424.0   378.9  89.  89.    8.5
  180.708   416.6   413.2   370.1  89.  90.    7.3
  180.750   396.9   393.4   355.3  90.  90.    5.3
  180.792   346.4   343.9   312.1  90.  91.    3.3
  180.833   264.8   263.0   239.5  90.  91.    2.2
  180.875   159.2   158.4   145.2  91.  92.    2.1
  180.917   116.3   115.6   106.8  92.  92.    1.6
  180.958    92.9    92.7    85.5  92.  92.    1.3
  181.001    48.8    48.9    45.3  93.  93.     .7
  181.042    33.2    33.5    30.9  93.  92.     .5
  181.084    21.6    21.8    20.2  94.  93.    -.7
  181.125    16.1    16.2    15.1  94.  93.    -.4
  181.167    18.3    18.5    17.3  94.  93.    -.5
  181.208    31.7    32.0    29.7  93.  93.   -1.0
  181.250    60.4    60.6    56.0  93.  93.   -1.2
  181.292   103.9   103.8    95.9  92.  92.    1.0
  181.333   173.8   173.4   160.3  92.  92.     .1
  181.375   263.9   263.1   243.2  92.  92.    5.2
  181.417   329.4   327.5   300.7  91.  92.   13.5
  181.458   528.0   520.1   473.6  90.  91.   30.4
  181.500   592.8   578.7   521.9  88.  90.   34.9
  181.542   701.9   684.9   615.7  88.  90.   43.3
  181.583   737.0   714.9   631.2  86.  88.   41.5
  181.625   698.6   679.1   596.3  85.  88.   23.6
  181.667   794.4   770.9   667.5  84.  87.   28.6
  181.708   719.4   696.0   595.7  83.  86.   16.4
  181.750   605.8   583.5   498.1  82.  85.   -3.5
  181.792   541.6   521.4   447.5  83.  86.   -9.5
  181.833   437.9   422.3   367.9  84.  87.  -23.2
  181.875   334.7   321.2   285.8  85.  89.  -36.9
  181.917   239.8   227.2   207.5  87.  91.  -47.2
  181.958   158.4    87.7   139.1  88. 159.  -53.0
  182.001    95.2    89.9    85.5  90.  95.  -56.6
  182.042    46.3    47.5    48.7 105. 102.  -58.1
  182.084    19.5    27.8    28.6 147. 103.  -54.6
  182.125    19.9    25.4    26.2 131. 103.  -50.6
  182.167    34.9    35.6    36.6 105. 103.  -51.5
  182.208    63.7    62.6    61.6  97.  99.  -51.7
  182.250   116.5   112.5   105.0  90.  93.  -45.6
  182.292   184.1   178.7   166.0  90.  93.  -38.4
  182.333   270.7   266.9   241.7  89.  91.  -27.3
  182.375   366.4   363.9   321.9  88.  88.  -16.7
  182.417   464.6   456.6   402.1  87.  88.     .5
  182.458   559.1   546.0   471.3  84.  86.   13.5
  182.500   645.1   625.7   538.4  83.  86.   27.8
  182.542   708.5   681.3   582.2  82.  85.   36.7
  182.583   748.6   721.6   608.2  81.  84.   40.2
  182.625   753.9   727.3   606.8  80.  83.   41.2
  182.667   730.5   704.1   585.1  80.  83.   40.6
  182.708   695.9   671.0   556.7  80.  83.   35.0
  182.750   628.4   604.8   503.0  80.  83.   19.2
  182.792   534.9   515.4   430.8  81.  84.    2.7
  182.833   436.2   420.8   356.4  82.  85.  -14.6
  182.875   334.5   321.4   277.7  83.  86.  -31.5
  182.917   238.6   226.7   201.1  84.  89.  -44.0
  182.958   155.8    87.5   133.8  86. 153.  -53.0
  183.001    92.5    88.1    81.2  88.  92.  -59.1
  183.042    45.3    47.8    47.6 105. 100.  -63.1
  183.084    19.5    30.1    30.7 158. 102.  -63.1
  183.125    19.4    26.0    26.5 137. 102.  -60.1
  183.167    30.0    31.8    31.8 106. 100.  -60.1
  183.208    48.3    49.2    46.6  96.  95.  -56.0
  183.250   106.6   105.5    95.8  90.  91.  -48.2
  183.292   179.3   176.5   160.2  89.  91.  -39.7
  183.333   263.1   259.4   230.5  88.  89.  -27.0
  183.375   359.4   354.8   309.0  86.  87.  -13.0
  183.417   464.7   455.3   394.0  85.  87.    5.7
  183.458   565.0   550.9   469.1  83.  85.   19.7
  183.500   644.5   626.3   531.7  83.  85.   32.9
  183.542   740.7   717.3   601.3  81.  84.   52.3
  183.583   684.2   664.9   543.4  79.  82.   51.8
  183.625   731.5   716.9   575.7  79.  80.   81.5
  183.667   658.0   643.6   514.1  78.  80.   73.6
  183.708   632.6   623.8   500.8  79.  80.   72.8
  183.750   673.9   658.7   518.4  77.  79.   86.7
  183.792   539.3   521.5   404.6  75.  78.   37.5
  183.833   302.9   292.4   235.8  78.  81.   -1.0
  183.875   239.2   235.3   192.6  81.  82.   18.1
  183.917   187.3   182.4   152.9  82.  84.  -10.2
  183.958    93.4    82.0    78.1  84.  95.  -38.3
  184.001    68.9    68.3    58.5  85.  86.  -35.6
  184.042    37.4    40.0    34.8  93.  87.  -36.4
  184.084    19.0    22.3    19.3 102.  86.  -47.8
  184.125    17.7    21.5    19.5 110.  91.  -57.0
  184.167    29.4    31.4    29.6 101.  94.  -56.6
  184.208    56.5    57.7    52.9  93.  92.  -52.6
  184.250   106.0   106.4    92.7  87.  87.  -43.2
  184.292   173.4   173.4   150.9  87.  87.  -31.9
  184.333   262.9   263.8   224.4  85.  85.  -15.0
  184.375   354.9   355.8   296.5  84.  83.     .6
  184.417   452.1   446.5   371.5  82.  83.   22.1
  184.458   550.7   540.9   439.6  80.  81.   39.5
  184.500   620.0   605.3   488.4  79.  81.   55.5
  184.542   696.6   675.4   538.9  77.  80.   72.1
  184.583   745.4   722.4   564.9  76.  78.   81.7
  184.625   750.8   727.4   559.5  75.  77.   85.0
  184.667   740.6   717.6   547.6  74.  76.   85.4
  184.708   655.3   636.2   482.7  74.  76.   68.4
  184.750   617.6   597.9   456.1  74.  76.   55.9
  184.792   512.5   496.1   380.8  74.  77.   26.9
  184.833   339.0   329.2   258.6  76.  79.   -4.7
  184.875   317.4   307.8   247.7  78.  80.   -5.1
  184.917   206.9   199.1   165.3  80.  83.  -18.7
  184.958   147.5   140.1   119.5  81.  85.    1.2
  185.001    88.6    88.3    73.5  83.  83.  -14.2
  185.042    47.7    50.8    42.8  90.  84.  -22.3
  185.084    20.9    27.6    24.7 118.  89.  -38.6
  185.125    20.2    24.2    21.5 106.  89.  -35.5
  185.167    30.7    32.9    28.1  92.  85.  -45.3
  185.208    55.1    56.5    51.1  93.  90.  -54.7
  185.250   101.8   102.7    87.9  86.  86.  -45.1
  185.292   145.7   147.6   123.1  84.  83.  -14.3
  185.333   227.2   229.8   192.8  85.  84.  -20.5
  185.375   354.0   356.7   294.9  83.  83.   -4.3
  185.417   453.0   451.9   369.7  82.  82.   19.0
  185.458   507.7   501.1   402.3  79.  80.   30.6
  185.500   529.7   520.9   415.3  78.  80.   42.4
  185.542   615.6   602.1   475.5  77.  79.   66.7
  185.583   413.9   414.9   341.0  82.  82.   34.2
  185.625   338.3   341.3   285.6  84.  84.   19.2
  185.667   362.1   364.6   302.2  83.  83.   24.4
  185.708   312.2   314.1   263.0  84.  84.   15.9
  185.750   287.3   289.2   247.0  86.  85.   13.7
  185.792   302.3   304.1   265.2  88.  87.    9.9
  185.833   248.8   249.7   221.7  89.  89.    6.4
  185.875   175.7   176.9   157.5  90.  89.    5.0
  185.917   122.8   123.8   107.6  88.  87.    5.9
  185.958    86.2    87.0    75.3  87.  87.    5.2
  186.001    32.8    33.2    30.0  91.  90.   -3.8
  186.042    23.1    23.6    21.2  92.  90.   -1.8
  186.084    16.7    17.7    16.0  96.  90.  -11.3
  186.125    14.6    15.2    13.8  94.  90.   -5.7
  186.167    16.8    17.6    16.0  95.  91.  -10.7
  186.208    41.2    42.5    38.2  93.  90.    -.5
  186.250    63.7    65.3    58.8  92.  90.     .7
  186.292   114.5   115.5   102.1  89.  88.    5.6
  186.333   212.9   214.3   189.1  89.  88.    9.3
  186.375   213.1   214.0   189.5  89.  89.    9.6
  186.417   307.5   307.9   272.7  89.  89.   13.7
  186.458   336.4   335.8   296.9  88.  88.   12.1
  186.500   446.4   444.6   393.3  88.  88.   18.1
  186.542   514.1   512.5   452.6  88.  88.   16.6
  186.583   466.4   465.2   413.4  89.  89.    7.4
  186.625   515.6   514.6   461.1  89.  90.    4.8
  186.667   536.9   535.6   480.8  90.  90.    6.5
  186.708   536.0   534.3   478.0  89.  89.   10.0
  186.750   501.7   497.6   443.3  88.  89.   13.4
  186.792   404.1   399.5   356.6  88.  89.    9.5
  186.833   263.7   260.3   234.4  89.  90.    -.2
  186.875   196.5   190.6   174.1  89.  91.  -12.8
  186.917   145.1   136.8   127.8  88.  93.  -24.4
  186.958   101.8    96.6    92.2  91.  95.  -15.5
  187.001    49.4    49.7    46.5  94.  94.  -26.6
  187.042    32.3    34.5    32.1  99.  93.  -35.9
  187.084    19.1    27.8    27.5 144.  99.  -51.2
  187.125    18.3    23.8    23.5 128.  99.  -46.6
  187.167    30.9    32.0    32.0 104. 100.  -44.1
  187.208    57.3    57.2    55.3  97.  97.  -41.3
  187.250   111.3   108.5   101.0  91.  93.  -37.2
  187.292   178.9   174.4   164.0  92.  94.  -33.7
  187.333   261.5   256.4   237.5  91.  93.  -25.9
  187.375   360.7   356.7   324.2  90.  91.  -17.3
  187.417   456.6   448.8   405.2  89.  90.   -3.6
  187.458   556.7   543.5   480.2  86.  88.    7.4
  187.500   638.2   619.2   544.0  85.  88.   18.8
  187.542   701.0   674.8   586.7  84.  87.   28.5
  187.583   737.8   710.2   606.6  82.  85.   32.9
  187.625   746.5   720.8   606.2  81.  84.   34.6
  187.667   727.2   701.5   585.8  81.  84.   36.0
  187.708   684.3   660.1   549.8  80.  83.   29.2
  187.750   616.6   593.7   495.2  80.  83.   13.0
  187.792   530.9   512.4   428.1  81.  84.   -2.8
  187.833   432.0   417.9   352.4  82.  84.  -18.0
  187.875   329.9   318.2   273.2  83.  86.  -34.7
  187.917   233.9   223.1   196.4  84.  88.  -42.8
  187.958   152.1    86.1   129.2  85. 150.  -49.5
  188.001    88.8    84.7    76.7  86.  91.  -56.4
  188.042    42.8    45.1    43.9 102.  97.  -59.3
  188.084    17.6    26.8    26.8 153. 100.  -56.4
  188.125    17.0    22.6    22.6 132. 100.  -53.4
  188.167    27.8    28.9    28.9 104. 100.  -52.2
  188.208    51.8    51.7    50.0  97.  97.  -50.0
  188.250   101.4    99.4    91.6  90.  92.  -45.7
  188.292   169.3   166.0   153.6  91.  93.  -39.8
  188.333   256.1   252.2   230.0  90.  91.  -29.0
  188.375   353.4   348.9   311.3  88.  89.  -15.0
  188.417   452.4   442.3   391.2  86.  88.    2.7
  188.458   551.5   536.9   460.9  84.  86.   18.6
  188.500   633.6   612.8   519.2  82.  85.   36.2
  188.542   696.6   668.6   562.6  81.  84.   45.6
  188.583   734.5   705.3   583.2  79.  83.   51.1
  188.625   745.4   718.4   587.3  79.  82.   50.7
  188.667   728.4   701.3   569.4  78.  81.   52.7
  188.708   685.2   659.6   535.5  78.  81.   43.8
  188.750   618.6   594.3   484.5  78.  82.   26.4
  188.792   531.5   511.8   419.9  79.  82.    9.4
  188.833   431.2   417.0   346.7  80.  83.   -8.3
  188.875   328.5   317.1   268.9  82.  85.  -26.0
  188.917   232.1   222.1   192.7  83.  87.  -39.3
  188.958   149.6    86.8   125.6  84. 145.  -48.9
  189.001    85.9    83.2    73.9  86.  89.  -57.6
  189.042    40.4    43.7    41.1 102.  94.  -62.9
  189.084    16.9    26.4    25.2 149.  96.  -63.1
  189.125    16.3    22.3    21.5 132.  96.  -60.7
  189.167    27.2    29.8    28.8 106.  97.  -61.0
  189.208    51.4    53.8    50.5  98.  94.  -57.7
  189.250    99.0   101.3    90.0  91.  89.  -50.7
  189.292   162.6   165.1   146.1  90.  88.  -41.7
  189.333   245.9   249.5   216.9  88.  87.  -28.0
  189.375   342.5   346.2   296.5  87.  86.  -13.2
  189.417   442.9   440.8   375.7  85.  85.    7.1
  189.458   544.1   536.5   449.0  83.  84.   22.4
  189.500   630.1   615.4   514.1  82.  84.   37.8
  189.542   696.3   674.0   557.9  80.  83.   50.8
  189.583   735.4   710.6   576.0  78.  81.   60.5
  189.625   747.6   723.9   567.3  76.  78.   75.6
  189.667   732.5   708.5   542.1  74.  77.   88.5
  189.708   688.5   665.4   501.7  73.  75.   84.8
  189.750   619.5   597.3   447.7  72.  75.   67.0
  189.792   535.1   517.0   387.5  72.  75.   46.6
  189.833   436.6   423.5   320.7  73.  76.   20.9
  189.875   336.4   326.1   250.1  74.  77.   -4.2
  189.917   239.5   230.2   178.7  75.  78.  -26.4
  189.958   156.3    86.2   116.7  75. 135.  -44.0
  190.001    88.4    85.7    69.2  78.  81.  -61.2
  190.042    40.3    42.6    37.5  93.  88.  -68.4
  190.084    15.2    21.3    18.5 122.  87.  -64.2
  190.125    14.0    18.0    15.7 112.  87.  -62.0
  190.167    21.6    23.7    21.1  98.  89.  -62.0
  190.208    40.5    42.6    37.0  91.  87.  -58.2
  190.250    82.3    84.5    70.4  86.  83.  -49.6
  190.292   158.5   160.7   134.0  85.  83.  -35.3
  190.333   247.3   250.7   206.0  83.  82.  -17.2
  190.375   348.9   352.7   285.1  82.  81.    4.1
  190.417   446.4   445.3   359.1  80.  81.   28.2
  190.458   549.0   541.3   427.2  78.  79.   49.1
  190.500   634.6   620.0   483.3  76.  78.   71.8
  190.542   700.1   677.9   520.1  74.  77.   90.7
  190.583   741.0   716.0   537.5  73.  75.  102.9
  190.625   752.9   729.7   536.5  71.  74.  109.1
  190.667   737.1   713.1   518.7  70.  73.  112.1
  190.708   693.5   670.4   485.2  70.  72.  102.7
  190.750   616.9   595.2   431.0  70.  72.   78.9
  190.792   537.2   519.6   378.6  70.  73.   56.9
  190.833   443.1   430.3   317.9  72.  74.   30.6
  190.875   346.2   335.7   252.3  73.  75.    5.0
  190.917   234.7   225.9   174.1  74.  77.  -25.3
  190.958   109.3    90.2    83.7  77.  93.  -43.5
  191.001    42.2    43.5    35.1  83.  81.  -37.2
  191.042    25.1    26.2    20.5  82.  79.  -24.1
  191.084    14.7    15.8    12.5  85.  79.  -33.4
  191.125    12.4    13.1    10.4  84.  79.  -33.2
  191.167    15.8    16.6    13.1  83.  79.  -32.4
  191.208    26.9    28.3    22.0  82.  78.  -34.2
  191.250    56.4    58.3    45.2  80.  78.  -19.5
  191.292   106.3   108.9    84.3  79.  77.   -5.5
  191.333   188.0   191.2   148.4  79.  78.    8.4
  191.375   272.7   275.9   213.3  78.  77.   20.9
  191.417   396.4   398.4   307.1  77.  77.   45.3
  191.458   375.0   374.1   286.2  76.  77.   35.5
  191.500   579.1   570.2   431.2  74.  76.   81.9
  191.542   501.9   492.3   369.8  74.  75.   55.8
  191.583   618.3   600.7   443.6  72.  74.   78.8
  191.625   722.3   700.6   508.5  70.  73.  109.5
  191.667   760.3   736.8   531.2  70.  72.  131.9
  191.708   682.5   660.1   473.9  69.  72.  103.7
  191.750   615.6   594.3   429.4  70.  72.   79.3
  191.792   527.2   510.3   373.1  71.  73.   52.8
  191.833   428.5   416.4   310.6  72.  75.   22.7
  191.875   326.3   316.6   242.5  74.  77.   -6.3
  191.917   231.6   223.1   175.6  76.  79.  -29.2
  191.958   149.5    83.1   114.8  77. 138.  -46.2
  192.001    85.9    83.0    67.6  79.  81.  -59.7
  192.042    37.0    39.3    35.0  95.  89.  -66.6
  192.084    13.6    18.1    15.7 115.  87.  -63.1
  192.125    11.9    16.5    14.9 125.  90.  -61.6
  192.167    15.0    15.8    12.9  86.  82.  -28.9
  192.208    58.9    60.6    50.7  86.  84.   -4.6
  192.250    83.9    87.7    70.2  84.  80.   -9.4
  192.292    98.2   101.3    81.7  83.  81.  -25.2
  192.333   223.5   228.5   187.2  84.  82.  -16.7
  192.375   335.0   341.2   274.5  82.  80.    5.8
  192.417   428.3   428.9   342.3  80.  80.   31.0
  192.458   527.1   522.5   404.8  77.  77.   55.6
  192.500   609.7   597.9   457.5  75.  77.   80.2
  192.542   672.9   653.6   491.3  73.  75.   99.9
  192.583   710.0   687.5   506.1  71.  74.  111.1
  192.625   746.5   725.3   525.4  70.  72.  121.7
  192.667   680.0   662.6   483.5  71.  73.  109.6
  192.708   531.3   524.6   397.1  75.  76.   73.7
  192.750   497.8   488.6   367.8  74.  75.   70.4
  192.792   450.8   438.3   326.7  72.  75.   45.6
  192.833   269.0   266.4   204.6  76.  77.   20.2
  192.875   216.8   217.9   169.2  78.  78.   31.0
  192.917   155.8   152.2   120.4  77.  79.    8.4
  192.958   175.7   114.5   132.4  75. 116.  -10.9
  193.001    80.5    78.1    63.6  79.  81.  -36.4
  193.042    37.4    39.8    35.3  94.  89.  -58.6
  193.084    14.0    21.7    19.8 142.  91.  -60.0
  193.125    12.6    17.7    16.1 128.  91.  -57.5
  193.167    21.4    23.4    21.5 100.  92.  -57.4
  193.208    42.8    45.0    40.1  94.  89.  -55.0
  193.250    90.3    93.0    76.9  85.  83.  -44.6
  193.292   155.9   159.4   131.3  84.  82.  -30.3
  193.333   237.2   242.5   196.7  83.  81.  -11.9
  193.375   330.1   336.4   266.7  81.  79.   10.1
  193.417   425.7   425.7   335.4  79.  79.   38.0
  193.458   525.4   520.9   397.2  76.  76.   63.1
  193.500   608.1   596.4   450.3  74.  76.   87.0
  193.542   673.2   654.1   488.3  73.  75.  104.9
  193.583   711.4   688.8   506.7  71.  74.  114.2
  193.625   721.2   700.5   506.8  70.  72.  118.1
  193.667   707.9   686.3   494.1  70.  72.  119.0
  193.708   660.1   638.9   460.6  70.  72.  105.7
  193.750   593.8   573.6   416.1  70.  73.   81.8
  193.792   508.9   492.7   361.3  71.  73.   57.0
  193.833   412.4   400.7   299.9  73.  75.   28.5
  193.875   312.2   303.0   233.0  75.  77.    -.3
  193.917   219.9   211.7   167.4  76.  79.  -23.0
  193.958   137.9    79.7   106.2  77. 133.  -39.9
  194.001    76.4    73.6    60.9  80.  83.  -53.9
  194.042    34.8    37.1    33.4  96.  90.  -60.7
  194.084    14.1    20.8    18.9 134.  91.  -59.3
  194.125    12.4    16.1    14.0 113.  87.  -56.3
  194.167    18.0    20.0    17.6  98.  88.  -55.3
  194.208    36.3    38.4    34.1  94.  89.  -54.0
  194.250    86.0    88.7    75.0  87.  85.  -46.0
  194.292   152.2   155.4   131.0  86.  84.  -33.7
  194.333   234.1   239.2   198.5  85.  83.  -16.9
  194.375   327.2   333.2   269.8  82.  81.    4.2
  194.417   424.9   425.9   340.1  80.  80.   31.1
  194.458   523.6   519.2   402.2  77.  77.   57.6
  194.500   606.5   594.9   454.1  75.  76.   82.8
  194.542   669.4   650.7   488.3  73.  75.  102.9
  194.583   707.9   685.7   503.6  71.  73.  116.0
  194.625   717.0   696.8   502.4  70.  72.  120.8
  194.667   698.9   677.8   487.8  70.  72.  119.7
  194.708   656.7   635.9   458.7  70.  72.  107.2
  194.750   592.4   572.7   415.6  70.  73.   83.4
  194.792   507.5   491.8   360.1  71.  73.   59.4
  194.833   410.3   399.0   297.4  72.  75.   31.0
  194.875   311.1   302.0   230.8  74.  76.    2.7
  194.917   216.9   208.9   164.1  76.  79.  -20.8
  194.958   138.3    80.4   105.7  76. 132.  -39.0
  195.001    76.8    74.1    60.9  79.  82.  -54.6
  195.042    33.5    35.6    32.1  96.  90.  -62.4
  195.084    13.0    19.4    17.8 137.  92.  -60.6
  195.125    11.4    15.8    14.3 125.  91.  -58.7
  195.167    19.3    21.3    19.7 102.  93.  -59.9
  195.208    39.4    41.4    37.7  96.  91.  -57.7
  195.250    85.2    87.8    74.4  87.  85.  -47.9
  195.292   150.8   153.9   129.5  86.  84.  -34.1
  195.333   231.3   236.0   196.1  85.  83.  -17.6
  195.375   325.9   331.4   268.6  82.  81.    2.8
  195.417   422.3   424.2   338.8  80.  80.   29.0
  195.458   522.2   517.6   403.0  77.  78.   52.2
  195.500   607.1   595.4   458.3  75.  77.   75.4
  195.542   670.8   652.2   493.2  74.  76.   95.1
  195.583   710.6   688.1   511.5  72.  74.  105.6
  195.625   722.2   701.6   511.8  71.  73.  110.3
  195.667   706.9   685.3   496.4  70.  72.  111.3
  195.708   664.6   643.3   466.0  70.  72.  100.1
  195.750   591.2   571.5   416.8  70.  73.   75.2
  195.792   510.1   494.0   363.7  71.  74.   52.1
  195.833   412.4   400.8   301.3  73.  75.   23.6
