21	2002	132	2040	1.693	1.336	-2.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	2002	132	2050	2.218	1.811	-1.382	0.524	0.658	76.3	80.1	6.038	6.121	0.779	0.846	76.7	80.5	6.396	6.45	0.309	0.578	75.8	79.7	5.65	5.813	271.1	263.2
21	2002	132	2100	1.955	1.593	-1.584	0.43	0.578	76.5	80.4	6.018	6.077	0.511	0.779	76.9	80.9	6.292	6.409	0.309	0.511	76	79.9	5.793	5.833	271.7	265.6
21	2002	132	2110	1.527	1.249	-2.615	0.396	0.578	75.3	79.4	6.347	6.401	0.511	0.645	76	80	6.563	6.602	0.309	0.511	74.7	78.7	6.081	6.114	269.5	262.3
21	2002	132	2120	2.441	2.018	-0.422	0.726	0.894	73.7	77.5	7.01	7.06	0.914	1.048	75	79.1	7.56	7.64	0.443	0.578	73	76.7	6.424	6.501	269.3	261.6
21	2002	132	2130	2.548	2.186	-1.255	0.873	1.061	71.9	75.7	7.26	7.34	1.048	1.25	73.3	77.2	7.54	7.63	0.712	0.846	71.1	74.8	6.94	7.09	269.7	262.2
21	2002	132	2140	1.944	1.7	-2.891	0.591	0.759	71.5	75.5	7.05	7.12	0.779	0.914	72.2	76.5	7.21	7.26	0.309	0.511	70.9	74.8	6.832	6.93	268.2	261.3
21	2002	132	2150	1.448	1.26	-3.548	0.255	0.363	71.4	75.4	7.49	7.56	0.376	0.578	73	77.2	7.88	7.98	0.107	0.175	70	73.9	7.2	7.29	271.1	264.3
21	2002	132	2200	1.799	1.585	-2.822	0.094	0.215	71.3	75.4	6.903	6.964	0.309	0.511	72.4	76.6	7.25	7.33	-0.094	0.04	70.1	74	6.566	6.612	271.8	265.3
21	2002	132	2210	1.666	1.473	-3.168	-0.209	-0.048	71.8	76	6.938	7	-0.027	0.107	72.4	76.7	7.25	7.33	-0.364	-0.163	71.5	75.5	6.693	6.769	273.3	266.1
21	2002	132	2220	1.532	1.354	-3.429	-0.646	-0.444	72.7	77.1	6.901	6.975	-0.364	-0.162	73.7	78.3	7.6	7.68	-0.834	-0.699	71.9	76.1	6.36	6.399	277.7	270.5
21	2002	132	2230	1.404	1.243	-3.628	-0.807	-0.645	72.4	76.9	7.02	7.09	-0.565	-0.296	73.3	77.9	7.53	7.58	-1.102	-0.968	71.7	76	6.639	6.705	275.7	268.8
21	2002	132	2240	1.25	1.133	-3.849	-0.954	-0.826	72.3	76.7	7.18	7.25	-0.766	-0.699	73.2	77.8	7.36	7.39	-1.169	-0.9	71.5	75.8	7.02	7.11	275.7	268.9
21	2002	132	2250	1.088	1.026	-4.099	-0.927	-0.766	71.2	75.7	7.54	7.59	-0.833	-0.699	71.8	76.3	7.75	7.77	-1.035	-0.833	70.5	74.8	7.2	7.25	277.1	270.5
21	2002	132	2300	0.931	0.921	-4.372	-0.867	-0.699	70.3	74.7	7.22	7.27	-0.699	-0.564	70.6	75	7.46	7.48	-0.967	-0.833	70.1	74.4	6.979	7	282.6	276.5
21	2002	132	2310	0.79	0.821	-4.597	-0.86	-0.712	70.2	74.6	7.34	7.37	-0.766	-0.632	70.9	75.4	7.82	7.95	-0.967	-0.833	69.6	73.8	6.956	6.916	282.8	277.8
21	2002	132	2320	0.664	0.726	-4.795	-1.243	-1.142	71.7	76.4	7.42	7.47	-1.035	-0.833	72.6	77.3	7.72	7.77	-1.438	-1.371	70.5	74.9	6.924	7.09	282.9	277.1
21	2002	132	2330	0.551	0.634	-4.907	-1.646	-1.512	73	77.9	7.22	7.28	-1.438	-1.236	73.5	78.3	7.68	7.72	-1.841	-1.706	72.4	77.2	6.893	7	284.3	278.7
21	2002	132	2340	0.411	0.472	-4.933	-1.894	-1.753	73.5	78.4	7.61	7.66	-1.706	-1.639	74.2	79.1	8.1	8.15	-2.108	-1.974	73	77.9	7.11	7.17	281.6	276.2
21	2002	132	2350	0.223	0.192	-4.541	-2.55	-2.429	75.3	80.6	7.13	7.18	-2.108	-1.974	76.3	81.8	7.53	7.57	-2.979	-2.845	74.2	79.1	6.497	6.555	284.8	278
21	2002	133	0	0.208	0.171	-4.258	-3.422	-3.328	77.5	83	6.213	6.256	-3.046	-2.912	78.3	84.1	6.545	6.586	-3.65	-3.583	76.6	82	5.97	6.066	286.1	278.7
21	2002	133	10	0.183	0.145	-4.228	-3.226	-3.125	75.8	81.2	6.763	6.824	-2.91	-2.708	77.3	83	7.36	7.38	-3.515	-3.515	73.6	78.7	6.117	6.23	282.5	276.8
21	2002	133	20	0.159	0.127	-4.286	-3.3	-3.205	75.1	80.5	6.383	6.427	-3.112	-2.91	75.8	81.4	6.754	6.8	-3.649	-3.447	74.6	80	5.811	5.88	276.2	270.4
21	2002	133	30	0.179	0.14	-3.56	-3.714	-3.566	75.7	81.3	6.521	6.581	-3.58	-3.445	76.5	82.3	6.929	6.979	-3.918	-3.783	75.2	80.8	5.566	5.633	274	266.8
21	2002	133	40	0.19	0.147	-2.922	-3.45	-3.376	75.1	80.5	7.01	7.07	-3.174	-3.241	75.8	81.4	7.21	7.23	-3.713	-3.578	74.3	79.6	6.762	6.809	278.2	270.8
21	2002	133	50	0.141	0.113	-3.593	-3.435	-3.328	74.4	79.9	6.891	6.94	-3.106	-2.972	75.3	80.9	7.65	7.71	-3.778	-3.576	73.8	79.2	6.408	6.447	278.3	272.4
21	2002	133	100	0.104	0.095	-4.157	-3.818	-3.757	74.8	80.5	6.385	6.423	-3.441	-3.509	75.6	81.5	6.968	7.07	-4.248	-4.046	74	79.5	5.784	5.855	277.4	271.7
21	2002	133	110	0.081	0.068	-4.453	-4.241	-4.133	75.8	81.7	5.811	5.86	-4.046	-3.844	76	82	6.128	6.208	-4.382	-4.315	75.3	81.1	5.403	5.429	277.3	270.9
21	2002	133	120	0.067	0.053	-4.469	-4.422	-4.328	75.1	80.9	6.304	6.391	-4.315	-4.18	76	81.9	6.737	6.911	-4.583	-4.516	74.5	80.2	5.764	5.841	277.5	272.1
21	2002	133	130	0.056	0.047	-4.469	-4.919	-4.825	76	82.2	5.847	5.885	-4.583	-4.516	76.7	83	6.259	6.316	-5.188	-5.188	75.2	81.1	5.253	5.315	273	266.5
21	2002	133	140	0.048	0.037	-4.459	-5.323	-5.215	76.4	82.6	5.035	5.088	-5.255	-5.121	76.8	83.1	5.169	5.303	-5.39	-5.323	76	82.1	4.742	4.73	269.2	262.3
21	2002	133	150	0.039	0.029	-4.508	-5.242	-5.127	75.4	81.5	5.33	5.374	-5.121	-4.987	76.3	82.3	5.759	5.787	-5.389	-5.255	75.1	81	5.091	5.173	265.2	257.1
21	2002	133	200	0.03	0.023	-4.538	-5.496	-5.402	75.9	82.2	5.628	5.69	-5.388	-5.322	76.1	82.5	6.001	6.083	-5.657	-5.522	75.6	81.7	5.356	5.395	264	256.3
21	2002	133	210	0.022	0.017	-4.537	-5.716	-5.635	76.2	82.6	6.044	6.107	-5.454	-5.454	76.7	83	6.303	6.349	-6.058	-5.856	75.8	82	5.88	5.958	264.2	256.2
21	2002	133	220	0.017	0.012	-4.538	-5.923	-5.829	76.4	82.8	6.339	6.409	-5.856	-5.721	76.6	83.1	6.564	6.597	-6.057	-5.99	76.1	82.5	6.135	6.197	263.1	255.9
21	2002	133	230	0.015	0.01	-4.538	-5.848	-5.842	76	82.4	6.781	6.85	-5.653	-5.653	76.6	83.1	7.21	7.25	-6.057	-6.057	75.5	81.9	6.305	6.38	265.1	258.3
21	2002	133	240	0.013	0.01	-4.538	-5.888	-5.841	75.8	82.2	6.723	6.794	-5.72	-5.72	76.1	82.5	7.09	7.15	-6.056	-5.922	75.5	81.7	6.499	6.514	265.9	258.2
21	2002	133	250	0.011	0.01	-4.531	-5.961	-5.921	75.6	82	6.964	7.03	-5.852	-5.855	76	82.5	7.08	7.17	-6.056	-5.989	75	81.2	6.734	6.88	267.8	261.3
21	2002	133	300	0.01	0.009	-4.585	-5.979	-5.898	75.2	81.6	7.15	7.22	-5.918	-5.783	76.1	82.5	7.62	7.61	-6.053	-5.986	74.5	80.7	6.791	6.912	269.5	262.8
21	2002	133	310	0.01	0.008	-4.659	-5.803	-5.742	74.1	80.3	7.69	7.76	-5.648	-5.514	74.7	80.9	7.98	8.07	-6.051	-5.917	73.2	79.6	7.37	7.47	266.8	259.7
21	2002	133	320	0.01	0.009	-4.644	-6.085	-6.098	74.3	80.7	7.56	7.63	-5.782	-5.782	74.8	81.2	7.82	7.84	-6.32	-6.32	73.9	80.2	7.35	7.46	262.7	255.6
21	2002	133	330	0.01	0.009	-4.607	-6.763	-6.656	75.1	81.8	7.21	7.26	-6.32	-6.387	76.2	83.4	7.61	7.65	-7.33	-7.13	74.6	81	6.541	6.577	257.7	249.3
21	2002	133	340	0.011	0.01	-4.57	-7.17	-7.09	75.1	81.9	7.55	7.65	-6.992	-6.79	76.2	83.2	7.78	7.86	-7.4	-7.33	74.2	81	7.22	7.3	254.9	246.5
21	2002	133	350	0.014	0.01	-4.594	-6.965	-6.891	73.3	79.9	8.43	8.5	-6.656	-6.723	75	81.8	8.79	8.9	-7.33	-7.19	72.5	79.1	7.62	7.68	262.7	254.4
21	2002	133	400	0.017	0.011	-4.643	-6.884	-6.824	71.4	77.9	9.04	9.14	-6.79	-6.723	72.1	78.5	9.34	9.55	-6.992	-6.924	71.1	77.4	8.72	8.87	264.2	256.6
21	2002	133	410	0.018	0.014	-4.679	-7.05	-6.965	72.1	78.7	8.94	9.03	-6.924	-6.857	72.5	79.2	9.13	9.3	-7.26	-7.13	71.3	77.8	8.65	8.7	260.6	252.7
21	2002	133	420	0.023	0.017	-4.703	-7.28	-7.21	72.4	79	8.78	8.88	-7.13	-6.992	72.7	79.4	9.13	9.24	-7.39	-7.33	72	78.7	8.36	8.5	263.3	255.1
21	2002	133	430	0.028	0.021	-4.78	-7.36	-7.27	71.9	78.6	8.92	9.01	-7.13	-7.13	72.3	78.9	9.33	9.39	-7.53	-7.46	71.6	78.2	8.66	8.73	264.1	256
21	2002	133	440	0.034	0.025	-4.852	-7.62	-7.56	71.4	78.1	8.26	8.36	-7.46	-7.46	72.3	79.1	9.1	9.15	-7.8	-7.73	70.7	77.3	7.62	7.72	266.2	259.2
21	2002	133	450	0.045	0.033	-4.807	-7.94	-7.89	70.3	77.1	7.53	7.6	-7.8	-7.73	71.5	78.5	7.95	8	-8.13	-8	69.31	75.8	7.04	7.21	262.4	255.4
21	2002	133	500	0.056	0.045	-4.84	-8.3	-8.25	70	76.9	7.34	7.42	-8.07	-8.13	71.1	78.1	7.89	7.95	-8.47	-8.4	69.11	75.9	6.889	6.917	261	254.3
21	2002	133	510	0.072	0.053	-4.912	-8.46	-8.4	69.55	76.3	7.44	7.52	-8.4	-8.27	70.1	77	7.81	7.9	-8.54	-8.54	68.84	75.6	7.15	7.23	263.9	256.9
21	2002	133	520	0.095	0.071	-5.025	-8.51	-8.42	68.78	75.4	7.18	7.25	-8.34	-8.27	69.31	76	7.65	7.77	-8.61	-8.54	67.9	74.5	6.973	7.01	262.7	255.4
21	2002	133	530	0.127	0.094	-5.129	-8.5	-8.43	67.8	74.5	6.803	6.871	-8.27	-8.2	68.44	75	7.2	7.24	-8.67	-8.54	66.89	73.4	6.476	6.489	259.4	252.2
