"year" "date.time" "v(m/s)" "vdir" "temp" "year.date" "sw_in(w/m2)" "sw_out(W/m2)"
2005 353.917 9.13 106 -22.57 2005.9696356164 0 0
2005 353.958 8.86 103.4 -21.76 2005.9697479452 0 0
2005 354 9.6 101.4 -21.21 2005.9698630137 0 0
2005 354.042 10.9 105 -21.07 2005.9699780822 0 0
2005 354.083 10.86 102.6 -20.78 2005.970090411 0 0
2005 354.125 9.71 105.7 -20.49 2005.9702054795 0 0
2005 354.167 11.17 115.7 -19.67 2005.9703205479 0 0
2005 354.208 11.93 116.3 -19.91 2005.9704328767 0 0
2005 354.25 11.08 115.4 -20.33 2005.9705479452 0 0
2005 354.292 11.72 109.6 -19.75 2005.9706630137 0 0
2005 354.333 11.13 112.5 -19.09 2005.9707753425 0 0
2005 354.375 11.65 114.4 -18.59 2005.970890411 0 0
2005 354.417 11.62 112.5 -17.91 2005.9710054795 0 0
2005 354.458 12.1 117.3 -17.32 2005.9711178082 0 0
2005 354.5 12.21 114.7 -17.17 2005.9712328767 0 0
2005 354.542 13.27 115.6 -16.92 2005.9713479452 0 0
2005 354.583 13.41 117.9 -16.73 2005.971460274 0 0
2005 354.625 13.43 118.7 -16.17 2005.9715753425 0.2 0.1
2005 354.667 13.04 120 -15.93 2005.971690411 0.3 0.3
2005 354.708 12.32 116.6 -15.61 2005.9718027397 0 0
2005 354.75 11.84 113.8 -15.45 2005.9719178082 0 0
2005 354.792 12.12 115 -15.67 2005.9720328767 0 0
2005 354.833 12.52 111.2 -15.76 2005.9721452055 0 0
2005 354.875 12.35 103.6 -16.11 2005.972260274 0 0
2005 354.917 12.95 100 -16.67 2005.9723753425 0 0
2005 354.958 12.13 101.9 -16.82 2005.9724876712 0 0
2005 355 12.29 104 -16.54 2005.9726027397 0 0
2005 355.042 13.11 104.8 -16.42 2005.9727178082 0 0
2005 355.083 13.47 100.8 -17.26 2005.972830137 0 0
2005 355.125 14.02 109.9 -17.19 2005.9729452055 0 0
2005 355.167 14.36 112.9 -17.1 2005.973060274 0 0
2005 355.208 14.07 117.9 -16.65 2005.9731726027 0 0
2005 355.25 13.03 115.8 -17.12 2005.9732876712 0 0
2005 355.292 13.12 112.3 -16.94 2005.9734027397 0 0
2005 355.333 12.3 107.9 -17.21 2005.9735150685 0 0
2005 355.375 12.88 109.8 -17.21 2005.973630137 0 0
2005 355.417 13.45 111.3 -17.39 2005.9737452055 0 0
2005 355.458 13.25 108.6 -17.36 2005.9738575342 0 0
2005 355.5 13.39 109.2 -17.55 2005.9739726027 0 0
2005 355.542 13.96 113.2 -17 2005.9740876712 0 0
2005 355.583 14.41 113.2 -16.54 2005.9742 0 0
2005 355.625 15.09 107.5 -17.48 2005.9743150685 0.5 0.3
2005 355.667 15.75 110 -17.95 2005.974430137 0.6 0.5
2005 355.708 15 108.6 -18.19 2005.9745424658 0.1 0.1
2005 355.75 14.65 106.1 -18.59 2005.9746575342 0 0
2005 355.792 12.85 103.2 -18.97 2005.9747726027 0 0
2005 355.833 12.33 101.5 -19.08 2005.9748849315 0 0
2005 355.875 12.82 97.8 -18.95 2005.975 0 0
2005 355.917 12.6 95 -19.05 2005.9751150685 0 0
2005 355.958 13.49 102.1 -19.01 2005.9752273973 0 0
2005 356 13.44 97.5 -18.9 2005.9753424658 0 0
2005 356.042 13.49 102.7 -18.24 2005.9754575342 0 0
2005 356.083 13.28 100.8 -17.46 2005.975569863 0 0
2005 356.125 12.97 105.9 -16.58 2005.9756849315 0 0
2005 356.167 13.15 110.8 -16.19 2005.9758 0 0
2005 356.208 14.33 111 -15.83 2005.9759123288 0 0
2005 356.25 14.76 112.5 -16.06 2005.9760273973 0 0
2005 356.292 15.07 107.9 -15.61 2005.9761424658 0 0
2005 356.333 14.86 110.4 -14.76 2005.9762547945 0 0
2005 356.375 15.05 118 -14.48 2005.976369863 0 0
2005 356.417 14.77 122.5 -12.96 2005.9764849315 0 0
2005 356.458 14.38 122.6 -11.72 2005.9765972603 0 0
2005 356.5 13.6 112.2 -12.04 2005.9767123288 0 0
2005 356.542 13.07 112.3 -11.59 2005.9768273973 0 0
2005 356.583 9.03 111.4 -10.94 2005.976939726 0 0
2005 356.625 8.15 132.7 -10.1 2005.9770547945 0 0
2005 356.667 5.65 126.6 -9.9 2005.977169863 0.2 0
2005 356.708 7.5 129.6 -10 2005.9772821918 0 0
2005 356.75 8.06 124.5 -10.72 2005.9773972603 0 0
2005 356.792 8.03 119.4 -10.9 2005.9775123288 0 0
2005 356.833 7.99 130.6 -10.59 2005.9776246575 0 0
2005 356.875 8.12 145.4 -10.54 2005.977739726 0 0
2005 356.917 10.13 126.8 -10.51 2005.9778547945 0 0
2005 356.958 10.13 130.6 -11.38 2005.9779671233 0 0
2005 357 10.96 131.5 -12.4 2005.9780821918 0 0
2005 357.042 13.22 133.2 -13.04 2005.9781972603 0 0
2005 357.083 10.01 130.5 -13.96 2005.978309589 0 0
2005 357.125 6.18 121.9 -14.85 2005.9784246575 0 0
2005 357.167 5.81 126.9 -14.64 2005.978539726 0 0
2005 357.208 3.75 115.9 -15.01 2005.9786520548 0 0
2005 357.25 3.8 89.7 -15.34 2005.9787671233 0 0
2005 357.292 2.29 138 -16.56 2005.9788821918 0 0
2005 357.333 4.18 116.8 -15 2005.9789945205 0 0
2005 357.375 8.45 125.5 -14.09 2005.979109589 0 0
2005 357.417 10.27 124.5 -13.42 2005.9792246575 0 0
2005 357.458 12.76 121.4 -13.28 2005.9793369863 0 0
2005 357.5 13.41 119.4 -13.42 2005.9794520548 0 0
2005 357.542 13.74 125.3 -13.91 2005.9795671233 0 0
2005 357.583 14.01 133.2 -15.33 2005.9796794521 0 0
2005 357.625 13.3 129.6 -16.66 2005.9797945205 0.4 0.3
2005 357.667 12.18 124.3 -17.53 2005.979909589 0.6 0.4
2005 357.708 11.16 123.5 -17.57 2005.9800219178 0.1 0
2005 357.75 9.98 119.2 -17.74 2005.9801369863 0 0
2005 357.792 9.91 120.6 -17.07 2005.9802520548 0 0
2005 357.833 9.1 122.6 -16.99 2005.9803643836 0 0
2005 357.875 10.11 120.4 -17.58 2005.9804794521 0 0
2005 357.917 10.75 116.5 -18.97 2005.9805945205 0 0
2005 357.958 11.74 117 -19.33 2005.9807068493 0 0
2005 358 11.91 112.3 -19.68 2005.9808219178 0 0
2005 358.042 11.95 106.3 -19.89 2005.9809369863 0 0
2005 358.083 12.8 104.4 -19.91 2005.9810493151 0 0
2005 358.125 11 104.5 -19.67 2005.9811643836 0 0
2005 358.167 10.44 105.7 -19.43 2005.9812794521 0 0
2005 358.208 10.32 105.8 -18.9 2005.9813917808 0 0
2005 358.25 10.77 106.3 -18.2 2005.9815068493 0 0
2005 358.292 11.02 107.9 -17.65 2005.9816219178 0 0
2005 358.333 11.23 100.3 -17.01 2005.9817342466 0 0
2005 358.375 12.53 92.8 -16.68 2005.9818493151 0 0
2005 358.417 11.64 88.7 -16.47 2005.9819643836 0 0
2005 358.458 11.52 92 -16.58 2005.9820767123 0 0
2005 358.5 10.56 97 -15.92 2005.9821917808 0 0
2005 358.542 8.91 94.4 -16.04 2005.9823068493 0 0
2005 358.583 7.9 89.9 -16.67 2005.9824191781 0 0
2005 358.625 7.97 96.5 -16.1 2005.9825342466 0.4 0.3
2005 358.667 6.66 99.4 -16.52 2005.9826493151 0.7 0.6
2005 358.708 8.03 106.2 -16.91 2005.9827616438 0.2 0.1
2005 358.75 8.27 109.9 -17.43 2005.9828767123 0 0
2005 358.792 8.22 107.8 -17.32 2005.9829917808 0 0
2005 358.833 8.24 106.7 -17.11 2005.9831041096 0 0
2005 358.875 9.33 116.6 -16.06 2005.9832191781 0 0
2005 358.917 9.89 122.7 -15.73 2005.9833342466 0 0
2005 358.958 11.17 121.3 -16.07 2005.9834465753 0 0
2005 359 11.22 114 -17.48 2005.9835616438 0 0
2005 359.042 10.95 107.9 -18.12 2005.9836767123 0 0
2005 359.083 11.91 108 -17.51 2005.9837890411 0 0
2005 359.125 11.46 115.3 -16.53 2005.9839041096 0 0
2005 359.167 10.86 122 -15.61 2005.9840191781 0 0
2005 359.208 10.53 118 -14.92 2005.9841315068 0 0
2005 359.25 9.5 117 -15.01 2005.9842465753 0 0
2005 359.292 8.89 104.1 -15 2005.9843616438 0 0
2005 359.333 7.3 93.9 -15.01 2005.9844739726 0 0
2005 359.375 7.23 85 -14.88 2005.9845890411 0 0
2005 359.417 6.3 72.5 -14.23 2005.9847041096 0 0
2005 359.458 5.28 68.44 -13.45 2005.9848164384 0 0
2005 359.5 2.31 312.2 -12.95 2005.9849315068 0 0
2005 359.542 3.9 225.5 -12.85 2005.9850465753 0 0
2005 359.583 6.52 334.2 -14.4 2005.9851589041 0 0
2005 359.625 5.91 325.3 -15.99 2005.9852739726 0.2 0.1
2005 359.667 7.52 310.5 -16.13 2005.9853890411 0.5 0.3
2005 359.708 5.25 278.5 -15.77 2005.9855013699 0.1 0
2005 359.75 6.25 195.2 -16.73 2005.9856164384 0 0
2005 359.792 7.35 173.7 -16.64 2005.9857315068 0 0
2005 359.833 7.61 160.6 -16.2 2005.9858438356 0 0
2005 359.875 7.9 153.9 -15.78 2005.9859589041 0 0
2005 359.917 8.69 150.3 -15.77 2005.9860739726 0 0
2005 359.958 8.68 148 -15.86 2005.9861863014 0 0
2005 360 9.08 145.9 -16.14 2005.9863013699 0 0
2005 360.042 9.2 143.4 -16.11 2005.9864164384 0 0
2005 360.083 8.26 154.1 -15.78 2005.9865287671 0 0
2005 360.125 7.04 165.6 -15.46 2005.9866438356 0 0
2005 360.167 5.4 159.8 -15.51 2005.9867589041 0 0
2005 360.208 5.19 137.9 -16.09 2005.9868712329 0 0
2005 360.25 4.87 117.9 -17.48 2005.9869863014 0 0
2005 360.292 4.49 109.7 -18.57 2005.9871013699 0 0
2005 360.333 4.19 115.7 -19.13 2005.9872136986 0 0
2005 360.375 4.62 115.4 -19.35 2005.9873287671 0 0
2005 360.417 4.05 121 -19.02 2005.9874438356 0 0
2005 360.458 4.08 123.4 -19.42 2005.9875561644 0 0
2005 360.5 3.62 140 -19.47 2005.9876712329 0 0
2005 360.542 3.05 177.6 -19.17 2005.9877863014 0 0
2005 360.583 3.94 171.4 -18.2 2005.9878986301 0 0
2005 360.625 7 189.7 -17.55 2005.9880136986 0.4 0.2
2006 20.625 10.46 122.8 -13.41 2006.0565068493 10 9.5
2006 20.667 10.06 119.6 -13.82 2006.0566219178 9.3 8.9
2006 23.667 13.31 89.5 -19.38 2006.0648410959 21.7 19
2006 24.625 14.4 138.6 -8.26 2006.0674657534 15.3 19.3
2006 24.667 14.26 139.7 -8.22 2006.0675808219 18.2 18
2006 24.708 13.82 144.3 -9.1 2006.0676931507 6.9 5.9
2006 25.667 3.25 128.1 -18.09 2006.0703205479 25.8 19.1
2006 25.708 1.45 67.71 -19.98 2006.0704328767 14.7 16
2006 25.75 2.5 93.8 -21.68 2006.0705479452 4 3.1
2006 28.583 6.07 55.55 -18.04 2006.078309589 11.4 9.7
2006 28.625 9.32 90.2 -19.36 2006.0784246575 32.3 26.7
2006 28.667 9.43 91.8 -18.38 2006.078539726 41.5 32.7
2006 28.708 10.44 96.9 -17.72 2006.0786520548 25.8 21.7
2006 28.75 10.89 97.7 -17.44 2006.0787671233 6.1 5
2006 28.792 9.96 100.9 -17.24 2006.0788821918 0.9 0.6
2006 28.833 8.67 100.4 -17.16 2006.0789945205 0 0
2006 28.875 9.04 101.8 -16.79 2006.079109589 0 0
2006 28.917 9.76 105.6 -16.16 2006.0792246575 0 0
2006 28.958 9.87 107.1 -15.94 2006.0793369863 0 0
2006 29 9.89 108.2 -15.97 2006.0794520548 0 0
2006 29.042 9.23 111.6 -15.94 2006.0795671233 0 0
2006 29.083 9.77 109.5 -15.54 2006.0796794521 0 0
2006 29.125 10.43 116.2 -14.93 2006.0797945205 0 0
2006 29.167 9.66 118.4 -14.69 2006.079909589 0 0
2006 29.208 9.43 121.1 -13.42 2006.0800219178 0 0
2006 29.25 9.59 123.8 -12.6 2006.0801369863 0 0
2006 29.292 9.51 116 -13.67 2006.0802520548 0 0
2006 29.333 10.73 107.4 -14.89 2006.0803643836 0 0
2006 29.583 10.69 115.2 -13.79 2006.0810493151 11.3 16.7
2006 29.625 10.56 116.6 -13.73 2006.0811643836 22.4 30.1
2006 29.667 10.19 122 -13.04 2006.0812794521 27.9 34.2
2006 29.708 9.81 117.1 -12.39 2006.0813917808 19.5 23.8
2006 29.75 10.78 107.6 -13.5 2006.0815068493 7 7.4
2006 29.792 11.71 98.9 -14.09 2006.0816219178 1.1 0.7
2006 29.833 11.64 89.8 -14.7 2006.0817342466 0 0
2006 29.875 11.5 96.4 -14.91 2006.0818493151 0 0
2006 29.917 10.87 102 -15.26 2006.0819643836 0 0
2006 29.958 9.14 112.5 -15.4 2006.0820767123 0 0
2006 30 7.6 113.1 -15.16 2006.0821917808 0 0
2006 30.042 7.46 111.6 -14.9 2006.0823068493 0 0
2006 30.083 6.56 121.3 -15.09 2006.0824191781 0 0
2006 30.125 6.17 137.2 -15.56 2006.0825342466 0 0
2006 30.167 5.38 139.3 -17.4 2006.0826493151 0 0
2006 30.208 5.05 133.3 -17.62 2006.0827616438 0 0
2006 30.25 5.8 132.5 -17.9 2006.0828767123 0 0
2006 30.292 4.09 161.4 -18.9 2006.0829917808 0 0
2006 30.333 1.03 168.8 -20.04 2006.0831041096 0 0
2006 30.375 1.8 185.8 -19.6 2006.0832191781 0 0
2006 30.417 2.37 161.4 -19.33 2006.0833342466 0 0
2006 30.458 4.07 179.1 -19.88 2006.0834465753 0 0
2006 30.5 5 191.4 -20.66 2006.0835616438 0 0
2006 30.542 5.19 183 -20.97 2006.0836767123 1.5 1.2
2006 30.583 5.07 175.8 -21.11 2006.0837890411 5.8 4.7
2006 30.625 4.8 169.5 -20.95 2006.0839041096 12.2 9.7
2006 30.667 5.16 165.5 -20.88 2006.0840191781 19.1 15
2006 30.708 4.91 169 -20.87 2006.0841315068 10.5 8.3
2006 30.75 3.77 179.5 -21.1 2006.0842465753 6.7 5.2
2006 30.792 3.66 188.5 -21.43 2006.0843616438 1 0.6
2006 30.833 2.23 182.3 -22.45 2006.0844739726 0 0
2006 30.875 1.76 173.6 -23.67 2006.0845890411 0 0
2006 30.917 2.16 160 -24.89 2006.0847041096 0 0
2006 30.958 2.14 162.9 -24.29 2006.0848164384 0 0
2006 31 1.26 123 -24.34 2006.0849315068 0 0
2006 31.042 1.84 103.7 -24.4 2006.0850465753 0 0
2006 31.083 2.31 85.6 -25.21 2006.0851589041 0 0
2006 31.125 1.57 100.1 -25.38 2006.0852739726 0 0
2006 31.167 0.79 136.6 -27.01 2006.0853890411 0 0
2006 31.208 0.31 195.5 -28.86 2006.0855013699 0 0
2006 31.25 3.19 54.78 -28.05 2006.0856164384 0 0
2006 31.292 3.49 54.6 -28.7 2006.0857315068 0 0
2006 31.333 3.94 52.23 -29.05 2006.0858438356 0 0
2006 31.375 4.07 53.72 -29.39 2006.0859589041 0 0
2006 31.583 3.29 82.6 -29.75 2006.0865287671 4.8 4.1
2006 31.625 1.51 169.6 -28.24 2006.0866438356 38.7 40.4
2006 31.667 3.51 106.7 -30.03 2006.0867589041 22.5 23.8
2006 31.708 3.52 105 -30.89 2006.0868712329 21.2 19.2
2006 31.75 3.75 99.9 -30.83 2006.0869863014 10.3 9.2
2006 31.792 2.51 134.1 -31.11 2006.0871013699 1.3 1.2
2006 31.833 2.95 134 -31.07 2006.0872136986 0 0
2006 31.875 3.19 94.4 -30.86 2006.0873287671 0 0
2006 31.917 4.34 94.8 -30.26 2006.0874438356 0 0
2006 31.958 4.64 97.7 -31.17 2006.0875561644 0 0
2006 32 4.44 110.3 -31.25 2006.0876712329 0 0
2006 32.042 4.46 113.8 -31.61 2006.0877863014 0 0
2006 32.083 4.35 118.2 -31.35 2006.0878986301 0 0
2006 32.125 4.02 118.2 -31.33 2006.0880136986 0 0
2006 32.167 4.16 110.3 -32.26 2006.0881287671 0 0
2006 32.208 4.68 105.5 -32.83 2006.0882410959 0 0
2006 32.25 4.66 86 -34.17 2006.0883561644 0 0
2006 32.583 6.18 74.6 -34.84 2006.0892684932 20.7 26.7
2006 32.625 6.58 74.7 -34.83 2006.0893835616 39 41.8
2006 32.667 6.93 72.8 -34.82 2006.0894986301 49.2 45.6
2006 32.708 6.83 72.8 -34.38 2006.0896109589 40.9 34.8
2006 32.75 6.57 70.6 -34.52 2006.0897260274 17.1 12.8
2006 32.792 6.3 69.3 -34.86 2006.0898410959 2.1 1.6
2006 32.833 5.94 68.77 -34.87 2006.0899534247 0.1 0
2006 32.875 5.63 69.45 -34.55 2006.0900684932 0 0
2006 32.917 5.67 66.39 -34.79 2006.0901835616 0 0
2006 32.958 5.89 63.47 -33.84 2006.0902958904 0 0
2006 33 6.1 65.26 -32.41 2006.0904109589 0 0
2006 33.042 5.59 65.66 -32.32 2006.0905260274 0 0
2006 33.083 5.71 69.61 -31.63 2006.0906383562 0 0
2006 33.125 5.76 70.6 -31.32 2006.0907534247 0.1 0
2006 33.167 5.66 68.67 -31.94 2006.0908684932 0 0
2006 33.208 5.42 68.75 -31.92 2006.0909808219 0 0
2006 33.25 5.53 72.6 -30.74 2006.0910958904 0 0
2006 33.292 5.12 68.31 -30.56 2006.0912109589 0 0
2006 33.583 2.53 161.6 -26.23 2006.0920082192 13.8 11.1
2006 33.625 1.75 146.7 -26.44 2006.0921232877 48.6 37.9
2006 33.667 2.78 79.3 -26.57 2006.0922383562 67.7 49.6
2006 33.708 3.46 86.4 -25.42 2006.0923506849 24.2 18.1
2006 33.75 1.71 159.4 -25.64 2006.0924657534 14.1 10.9
2006 33.792 2.42 99.3 -25.45 2006.0925808219 3.7 2.8
2006 33.833 1.36 124.3 -25.44 2006.0926931507 0.1 0
2006 33.875 2.33 103 -24.58 2006.0928082192 0 0
2006 33.917 1.2 144.3 -23.59 2006.0929232877 0 0
2006 33.958 0.8 103.5 -23.45 2006.0930356164 0 0
2006 34 0.57 164.4 -23.11 2006.0931506849 0 0
2006 34.042 1.08 146.2 -24.78 2006.0932657534 0 0
2006 34.083 1.63 131.4 -24.99 2006.0933780822 0 0
2006 34.125 2.23 103.2 -23.82 2006.0934931507 0 0
2006 34.167 0.45 200.6 -24.24 2006.0936082192 0 0
2006 34.208 0.66 219 -25.8 2006.0937205479 0 0
2006 34.25 2.19 154.9 -26.63 2006.0938356164 0 0
2006 34.292 3.62 174.5 -26.66 2006.0939506849 0 0
2006 34.583 3.85 146.5 -29.19 2006.0947479452 20.7 19.4
2006 34.625 4.64 128.1 -30.6 2006.0948630137 59.6 49.8
2006 34.667 4.52 117 -30.84 2006.0949780822 70.8 54.6
2006 34.708 2.84 143.4 -32.76 2006.095090411 53.4 39.9
2006 34.75 3.55 116.3 -33.17 2006.0952054795 20.6 15.7
2006 34.792 3.9 105.8 -32.58 2006.0953205479 3 2.3
2006 34.833 3.81 106.3 -31.97 2006.0954328767 0.1 0.1
2006 34.875 5.76 106.9 -30 2006.0955479452 0 0
2006 34.917 6.25 113.2 -29.94 2006.0956630137 0 0
2006 34.958 7.54 108 -29.37 2006.0957753425 0 0
2006 35 7.99 105.8 -29.1 2006.095890411 0 0
2006 35.042 7.9 102.9 -28.8 2006.0960054795 0 0
2006 35.083 7.03 108 -28.92 2006.0961178082 0 0
2006 35.125 7.31 112.8 -29 2006.0962328767 0 0
2006 35.167 7.49 110.9 -29.25 2006.0963479452 0 0
2006 35.208 7.01 110.5 -29.43 2006.096460274 0 0
2006 35.25 6.57 114.5 -29.18 2006.0965753425 0 0
2006 35.292 6.79 111.6 -28.98 2006.096690411 0 0
2006 35.333 7.25 106.2 -28.86 2006.0968027397 0 0
2006 35.375 7.53 101.9 -28.39 2006.0969178082 0 0
2006 35.417 7.24 107.1 -28.1 2006.0970328767 0 0
2006 35.542 6.9 108.9 -28.01 2006.0973753425 1.7 1.8
2006 35.583 6 110.8 -27.66 2006.0974876712 22.8 25
2006 35.625 5.99 111.4 -27.24 2006.0976027397 48.8 48.6
2006 35.667 6.07 109.1 -27.23 2006.0977178082 57.4 52.3
2006 35.708 6.15 110.5 -27.37 2006.097830137 38.7 34.8
2006 35.75 6.17 108.5 -27.68 2006.0979452055 18.4 17
2006 35.792 6.12 104.6 -27.81 2006.098060274 3.2 2.5
2006 35.833 5.95 104.7 -28.41 2006.0981726027 0.1 0.1
2006 35.875 6.24 102.4 -28.01 2006.0982876712 0 0
2006 35.917 6.11 98.8 -28.17 2006.0984027397 0 0
2006 35.958 6.44 96.5 -28.52 2006.0985150685 0 0
2006 36 6.65 102.4 -28.27 2006.098630137 0 0
2006 36.042 7.01 99.5 -28.26 2006.0987452055 0 0
2006 36.083 7.22 99.3 -28.35 2006.0988575342 0 0
2006 36.125 7.39 93.9 -28.55 2006.0989726027 0 0
2006 36.167 7.2 97.8 -28.78 2006.0990876712 0 0
2006 36.208 7.41 98.2 -28.85 2006.0992 0 0
2006 36.25 7.82 97.4 -28.63 2006.0993150685 0 0
2006 36.292 7.73 95.8 -28.74 2006.099430137 0 0
2006 36.333 7.75 92.2 -28.92 2006.0995424658 0 0
2006 36.375 7.95 92.1 -28.7 2006.0996575342 0 0
2006 36.417 8.55 95.7 -28.38 2006.0997726027 0 0
2006 36.458 8.44 95.2 -28.54 2006.0998849315 0 0
2006 36.542 8.87 98.5 -28.02 2006.1001150685 2 2.3
2006 36.583 8.87 101.2 -27.91 2006.1002273973 23.6 27.4
2006 36.625 8.02 109.6 -27.62 2006.1003424658 53.5 54
2006 36.667 7.8 110.4 -27.58 2006.1004575342 63.3 57
2006 36.708 7.73 109.8 -27.64 2006.100569863 48.5 42.9
2006 36.75 7.25 107.2 -28.54 2006.1006849315 19.7 16.9
2006 36.792 6.82 107.5 -29.51 2006.1008 3.5 2.9
2006 36.833 6.61 103.4 -29.91 2006.1009123288 0.2 0.1
2006 36.875 7.12 97.8 -29.65 2006.1010273973 0 0
2006 36.917 6.68 100.3 -29.85 2006.1011424658 0 0
2006 36.958 7.36 97.7 -29.64 2006.1012547945 0 0
2006 37 6.94 99.2 -30.13 2006.101369863 0 0
2006 37.042 6.89 97.2 -30.13 2006.1014849315 0 0
2006 37.083 6.97 95.9 -30.2 2006.1015972603 0 0
2006 37.125 6.76 96.1 -30.29 2006.1017123288 0 0
2006 37.167 6.81 93.7 -29.99 2006.1018273973 0 0
2006 37.208 6.73 93.4 -30.33 2006.101939726 0 0
2006 37.25 6.57 88.8 -30.97 2006.1020547945 0 0
2006 37.292 6.53 86 -31.56 2006.102169863 0 0
2006 37.333 6.34 82.2 -31.69 2006.1022821918 0 0
2006 37.375 6.23 82 -32.46 2006.1023972603 0 0
2006 37.417 6.94 81 -32.83 2006.1025123288 0 0
2006 37.458 7.38 79.4 -32.74 2006.1026246575 0 0
2006 37.542 7.72 77.5 -32.63 2006.1028547945 6.6 8.6
2006 37.583 7.86 76.2 -32.49 2006.1029671233 33.7 38.6
2006 37.625 8.19 77.5 -31.72 2006.1030821918 62.7 59.5
2006 37.667 8.18 77.7 -31.4 2006.1031972603 72.7 62.3
2006 37.708 8.49 76 -31.57 2006.103309589 56.9 48.3
2006 37.75 8.47 76.5 -31.84 2006.1034246575 26.3 23
2006 37.792 9.03 75 -31.76 2006.103539726 4.9 3.9
2006 37.833 8.97 74.9 -30.93 2006.1036520548 0.3 0.2
2006 37.875 8.99 75.5 -30.79 2006.1037671233 0 0
2006 37.917 8.84 76.7 -29.25 2006.1038821918 0 0
2006 37.958 9.76 82 -28.83 2006.1039945205 0 0
2006 38 10.28 88.5 -27.95 2006.104109589 0 0
2006 38.042 9.84 92.2 -26.52 2006.1042246575 0 0
2006 38.083 11.24 88.5 -26.52 2006.1043369863 0 0
2006 38.125 11.99 94.9 -26.47 2006.1044520548 0 0
2006 38.167 11.32 92.1 -26.89 2006.1045671233 0 0
2006 38.208 12.33 92.9 -26.75 2006.1046794521 0 0
2006 38.25 14.44 91.5 -26.68 2006.1047945205 0 0
2006 38.292 15.42 91.3 -26.7 2006.104909589 0 0
2006 38.333 14.46 89 -25.97 2006.1050219178 0 0
2006 38.375 13.96 91.9 -25 2006.1051369863 0 0
2006 38.417 13.89 92.3 -24.47 2006.1052520548 0 0
2006 38.542 13.98 91.8 -23.59 2006.1055945205 3.1 2.8
2006 38.583 13.33 93.3 -22.1 2006.1057068493 24.5 26
2006 38.625 12.73 94.6 -21.23 2006.1058219178 51.2 50.2
2006 38.667 12.41 96.5 -20.14 2006.1059369863 89 79.8
2006 38.708 13.12 98.7 -19.28 2006.1060493151 44.9 40.9
2006 38.75 14.35 98.7 -18.58 2006.1061643836 29.7 24.2
2006 38.792 14.05 104.6 -18.19 2006.1062794521 6.7 5.4
2006 38.833 13.51 97.4 -17.74 2006.1063917808 0.2 0.2
2006 38.875 14.25 105.9 -16.56 2006.1065068493 0 0
2006 38.917 12.97 106.3 -15.33 2006.1066219178 0 0
2006 38.958 12.19 115.8 -14.84 2006.1067342466 0 0
2006 39 8.48 110.4 -14.84 2006.1068493151 0 0
2006 39.042 7.08 121.4 -14.72 2006.1069643836 0 0
2006 39.083 7.49 120.1 -15.05 2006.1070767123 0 0
2006 39.125 8.03 130.9 -14.58 2006.1071917808 0 0
2006 39.167 7.36 131.3 -14.05 2006.1073068493 0 0
2006 39.208 7.04 124.9 -14.67 2006.1074191781 0 0
2006 39.25 7.9 130.1 -13.48 2006.1075342466 0 0
2006 39.292 8.02 132.5 -12.27 2006.1076493151 0 0
2006 39.333 6.53 138.1 -11.16 2006.1077616438 0 0
2006 39.375 5.57 129.1 -10.65 2006.1078767123 0 0
2006 39.417 5.45 123.9 -10.17 2006.1079917808 0 0
2006 39.458 5.69 147.3 -9.25 2006.1081041096 0 0
2006 39.5 5.58 160.2 -9.1 2006.1082191781 0.3 0.3
2006 39.542 6.11 159.7 -8.81 2006.1083342466 4.4 3.6
2006 39.583 6.15 157.6 -8.59 2006.1084465753 15 12.2
2006 39.625 5.5 158.4 -8.24 2006.1085616438 14.1 11.3
2006 39.667 4.81 150 -8.13 2006.1086767123 48.1 37.3
2006 39.708 4.78 142.8 -8.35 2006.1087890411 34.1 26.3
2006 39.75 5.26 129.9 -9.01 2006.1089041096 13.5 10.6
2006 39.792 6.41 128.4 -9.39 2006.1090191781 3.9 3.2
2006 39.833 5.26 118.8 -10.11 2006.1091315068 0.2 0.2
2006 39.875 7.43 120.3 -10.56 2006.1092465753 0 0
2006 39.917 8.98 108.6 -12.42 2006.1093616438 0 0
2006 39.958 12.09 106.1 -14.14 2006.1094739726 0 0
2006 40 11.7 104.9 -14.66 2006.1095890411 0 0
2006 40.042 10.76 112.6 -14.32 2006.1097041096 0 0
2006 40.083 10.48 113.9 -13.97 2006.1098164384 0 0
2006 40.125 8.61 127.5 -12.62 2006.1099315068 0 0
2006 40.167 8.83 138.2 -10.55 2006.1100465753 0 0
2006 40.208 9.77 145.8 -9.03 2006.1101589041 0 0
2006 40.25 9.87 147.1 -8.64 2006.1102739726 0 0
2006 40.292 10.23 154.8 -8.22 2006.1103890411 0 0
2006 40.333 9.57 161 -8.09 2006.1105013699 0 0
2006 40.375 11 163.9 -8.27 2006.1106164384 0 0
2006 40.417 11.94 170.7 -8.31 2006.1107315068 0 0
2006 40.458 11.11 166.3 -8.86 2006.1108438356 0 0
2006 40.5 8.92 170.8 -10.47 2006.1109589041 0.7 0.6
2006 40.542 7.59 172.8 -12.7 2006.1110739726 18 14.5
2006 40.583 7.48 164 -13.21 2006.1111863014 47.2 38.2
2006 40.625 6.22 162.7 -13.01 2006.1113013699 43.8 35.9
2006 40.667 5.38 158.6 -12.72 2006.1114164384 57.7 46.7
2006 40.708 4.25 148.4 -12.07 2006.1115287671 39.1 31.2
