"year" "date.time" "v(m/s)" "vdir" "temp" "year.date" "sw_in(w/m2)" "sw_out(W/m2)"
2005 171.583 8.15 122.3 2.61 2005.470090411 761.4 496.6
2005 171.625 7.9 120.9 2.63 2005.4702054795 798.7 513.1
2005 171.667 7.65 121.9 2.67 2005.4703205479 806.1 510.4
2005 171.708 7.26 122.5 2.68 2005.4704328767 785.9 492
2005 171.75 7.17 124.6 2.59 2005.4705479452 741.6 460.2
2005 171.792 7.43 127.4 2.55 2005.4706630137 672.3 413.8
2005 171.833 7.01 130.3 2.42 2005.4707753425 582.1 356.5
2005 171.875 6.72 127 2.31 2005.470890411 477.2 292.5
2005 171.917 6.71 126 2.1 2005.4710054795 371.7 225.7
2005 171.958 6.85 125.8 1.7 2005.4711178082 270.3 162.4
2005 172 6.91 123 1.25 2005.4712328767 183.2 106.3
2005 172.042 6.15 123.7 0.71 2005.4713479452 115.5 65.7
2005 172.083 6.67 126.6 0.31 2005.471460274 62.8 39.7
2005 172.125 6.4 125.8 -0.06 2005.4715753425 37 26.4
2005 172.167 6.72 123.9 0.23 2005.471690411 21 24
2005 172.208 7.23 110 -0.26 2005.4718027397 34.9 26.7
2005 172.25 7.88 108.7 -0.14 2005.4719178082 79.9 58
2005 172.292 7.18 114.6 0 2005.4720328767 132.4 93.9
2005 172.333 8.15 122 1.13 2005.4721452055 302.4 212.7
2005 172.375 8.91 122.7 1.47 2005.472260274 346.5 239.4
2005 172.417 8.53 125.4 1.47 2005.4723753425 277.2 189.2
2005 172.458 7.79 125 1.75 2005.4724876712 347.2 233.5
2005 172.5 7.09 124 2.03 2005.4726027397 485 323.2
2005 172.542 7.3 125.3 2.29 2005.4727178082 589.8 392.5
2005 172.583 7.04 126.5 2.59 2005.472830137 784.8 519.1
2005 172.625 7.79 126.2 2.81 2005.4729452055 797.6 515.2
2005 172.667 8.24 124.4 2.88 2005.473060274 790.2 501.6
2005 172.708 5.98 124.4 2.86 2005.4731726027 682.6 436.1
2005 172.75 6.26 128 2.72 2005.4732876712 521.2 334.2
2005 172.792 6.41 145.6 2.39 2005.4734027397 381.3 255.5
2005 172.833 5.74 146.6 2.26 2005.4735150685 401.9 261.2
2005 172.875 6.24 151.2 2.11 2005.473630137 298.5 195.8
2005 172.917 6.27 147.8 1.87 2005.4737452055 188.1 124.8
2005 172.958 6.63 154.5 0.94 2005.4738575342 112.9 75.2
2005 173 6.9 137 0.84 2005.4739726027 68.5 38.4
2005 173.042 9.04 147.7 1.12 2005.4740876712 32.4 20.1
2005 173.083 7.23 152.9 0.49 2005.4742 19.6 11.4
2005 173.125 7.65 145.7 0.59 2005.4743150685 16.6 9.5
2005 173.167 7.86 155.4 0.17 2005.474430137 15.2 8.9
2005 173.208 7.1 152 0.02 2005.4745424658 23.4 13
2005 173.25 6.7 148.1 0.13 2005.4746575342 22.3 12.6
2005 173.292 6.36 147.3 0.18 2005.4747726027 38.7 22.3
2005 173.333 6.52 159.8 0.17 2005.4748849315 77.6 46.3
2005 173.375 7.34 156.3 -0.13 2005.475 123 74.2
2005 173.417 6.98 151.4 0.27 2005.4751150685 230.9 131.5
2005 173.458 6.87 147.1 0.77 2005.4752273973 322.1 188.3
2005 173.5 7.56 145 1.42 2005.4753424658 401.6 243.2
2005 173.542 7.45 152.6 1.35 2005.4754575342 395.6 250.3
2005 173.583 7.48 159.5 1.41 2005.475569863 521.6 328.7
2005 173.625 6.02 157.7 1.32 2005.4756849315 573.1 366.1
2005 173.667 5.45 145.7 1.28 2005.4758 422.6 278.5
2005 173.708 5.09 140.6 1.42 2005.4759123288 525.8 341.5
2005 173.75 5.51 143.8 1.56 2005.4760273973 521.5 340.2
2005 173.792 5.99 140 1.86 2005.4761424658 519.7 337.2
2005 173.833 6.89 147.5 1.84 2005.4762547945 461.5 299.7
2005 173.875 5.96 138.9 1.51 2005.476369863 395.4 258.9
2005 173.917 6.15 131.3 1.61 2005.4764849315 335.2 218.9
2005 173.958 6.04 125.8 1.44 2005.4765972603 146.1 97
2005 174 6.11 124 1.43 2005.4767123288 130.6 85.6
2005 174.042 5.65 124.6 1.36 2005.4768273973 50.9 34.2
2005 174.083 5.49 120.3 1.59 2005.476939726 38.7 25.6
2005 174.125 6.59 113.9 1.79 2005.4770547945 20.7 13.8
2005 174.167 6.55 108 1.92 2005.477169863 25.8 16.9
2005 174.208 6.61 116.8 2.05 2005.4772821918 20.1 13.7
2005 174.25 7.15 120 2.14 2005.4773972603 38.4 25.3
2005 174.292 8.37 112.3 2.15 2005.4775123288 71.6 48.8
2005 174.333 10.39 117.7 2.54 2005.4776246575 202 135.4
2005 174.375 11.63 123.1 2.54 2005.477739726 215.5 141.9
2005 174.417 12.45 125.8 2.96 2005.4778547945 316.5 210.5
2005 174.458 13.5 124.4 2.76 2005.4779671233 387.1 256.1
2005 174.5 13.43 119.9 2.89 2005.4780821918 517.3 346.2
2005 174.542 11.88 126.1 3.13 2005.4781972603 633.8 417.5
2005 174.583 11.06 126.4 3.1 2005.478309589 651.2 424.1
2005 174.625 9.78 127.1 2.78 2005.4784246575 529.7 348.5
2005 174.667 11.44 142.6 2.52 2005.478539726 428.5 286.8
2005 174.708 11.08 135.2 2.31 2005.4786520548 390.3 260.5
2005 174.75 10.72 134.2 2.42 2005.4787671233 486.6 314.1
2005 174.792 10.4 140.2 2.37 2005.4788821918 382.9 252.5
2005 174.833 10.25 145 1.91 2005.4789945205 272 179.4
2005 174.875 12.36 147.5 1.6 2005.479109589 178.3 118.6
2005 174.917 11.8 150.4 0.72 2005.4792246575 127 84.9
2005 174.958 9.99 151 0.5 2005.4793369863 107.6 69.6
2005 175 7.77 155.4 0.77 2005.4794520548 50.9 32.3
2005 175.042 7.53 161.7 0.27 2005.4795671233 36.6 22.9
2005 175.083 7.39 169.6 -0.25 2005.4796794521 36.7 24.2
2005 175.125 7.09 155.4 -0.37 2005.4797945205 18.6 12.8
2005 175.167 7.74 154.8 -0.28 2005.479909589 12.7 8.9
2005 175.208 7.5 157.2 -0.05 2005.4800219178 29.1 20.2
2005 175.25 8.09 147.5 0.31 2005.4801369863 83.8 58.5
2005 175.292 8.41 149 0.66 2005.4802520548 71.7 50.5
2005 175.333 8.18 144.4 0.93 2005.4803643836 132.6 93.4
2005 175.375 7.31 131.9 1.16 2005.4804794521 237.5 167.1
2005 175.417 8.07 128 0.98 2005.4805945205 172.1 121.6
2005 175.458 8.07 125.5 0.95 2005.4807068493 353.8 245.2
2005 175.5 7.22 122.2 2.03 2005.4808219178 502.3 344.1
2005 175.542 10.21 127.5 2.46 2005.4809369863 695.9 474.3
2005 175.583 10.43 125.3 2.58 2005.4810493151 875.3 585.5
2005 175.625 9.87 131 2.6 2005.4811643836 841.3 558.1
2005 175.667 10.68 122.3 2.37 2005.4812794521 569.9 375
2005 175.708 9.04 123.6 1.98 2005.4813917808 561.6 371
2005 175.75 8.55 134 2.24 2005.4815068493 613.9 400.7
2005 175.792 8.18 123.1 2.5 2005.4816219178 618.2 394.4
2005 175.833 7.04 119.6 2.53 2005.4817342466 529.8 330.8
2005 175.875 7.97 124.6 2.35 2005.4818493151 293.8 185.8
2005 175.917 6.81 118 2.53 2005.4819643836 393.1 241.2
2005 175.958 6.01 124.9 2.19 2005.4820767123 214.4 131
2005 176 5.68 128.7 1.44 2005.4821917808 139.2 84.7
2005 176.042 5.54 134.7 1.01 2005.4823068493 81.5 53.3
2005 176.083 4.91 128.5 0.21 2005.4824191781 38.7 25.9
2005 176.125 4.81 120 -0.06 2005.4825342466 23.5 15.7
2005 176.167 4.2 129.5 -0.15 2005.4826493151 14.5 9.8
2005 176.208 4.21 148.3 -0.09 2005.4827616438 19.7 13.3
2005 176.25 2.63 165.9 -0.78 2005.4828767123 26.4 18.1
2005 176.292 3.35 164.7 -0.29 2005.4829917808 83.6 56.3
2005 176.333 3.76 156.9 -0.15 2005.4831041096 179.8 120.9
2005 176.375 3.16 206.1 -0.8 2005.4832191781 126.5 86.8
2005 176.417 2.73 247.8 -2.08 2005.4833342466 231.5 159.3
2005 176.458 3.03 251.4 -2.41 2005.4834465753 322.2 229.6
2005 176.5 3.52 245.3 -2.24 2005.4835616438 456.8 339.1
2005 176.542 2.48 255.8 -1.7 2005.4836767123 501.5 375.7
2005 176.583 2.3 263.8 -0.9 2005.4837890411 628 476
2005 176.625 3.54 298.2 -1.21 2005.4839041096 743.1 562.8
2005 176.667 1.94 296 -0.01 2005.4840191781 691.1 520.2
2005 176.708 0.65 256.4 4.04 2005.4841315068 761.4 564.6
2005 176.75 0.63 237.4 3.63 2005.4842465753 625.6 452
2005 176.792 0.61 191.9 3.11 2005.4843616438 620.5 436.8
2005 176.833 3.12 124.6 -0.2 2005.4844739726 502.1 344.2
2005 176.875 4.37 138.3 -0.71 2005.4845890411 332.2 232.2
2005 176.917 3.87 142.2 -0.57 2005.4847041096 305.8 207.1
2005 176.958 3.41 119.9 -1.16 2005.4848164384 274.9 178
2005 177 3.56 110.8 -2.38 2005.4849315068 187 117.2
2005 177.042 4.56 109.4 -2.89 2005.4850465753 109.8 67.5
2005 177.083 5.17 122.7 -3.51 2005.4851589041 26.3 18.7
2005 177.125 5.17 119.5 -3.91 2005.4852739726 22.9 17.4
2005 177.167 5.36 118 -4.45 2005.4853890411 12.6 11.5
2005 177.208 6.5 121.8 -4.48 2005.4855013699 26.1 20.9
2005 177.25 6.83 124.8 -4.46 2005.4856164384 82.1 62.8
2005 177.292 6.53 116.9 -4.5 2005.4857315068 146.3 109.5
2005 177.333 6.82 119.7 -4.08 2005.4858438356 220.1 169.2
2005 177.375 6.57 119.1 -3.38 2005.4859589041 311.7 240.6
2005 177.417 7.05 120.3 -2.68 2005.4860739726 418.7 317.6
2005 177.458 7.52 115.3 -1.97 2005.4861863014 527.4 395.3
2005 177.5 7.73 113 -1.67 2005.4863013699 618.4 455.4
2005 177.542 6.94 122.8 -1.31 2005.4864164384 701 508.8
2005 177.583 5.53 125.4 -0.71 2005.4865287671 764.6 548.6
2005 177.625 5.47 115.7 -0.41 2005.4866438356 799.7 568.3
2005 177.667 4.29 104.7 0.27 2005.4867589041 810.4 566.7
2005 177.708 4.28 95.9 1.09 2005.4868712329 789.1 543.9
2005 177.75 4.54 99.2 1.59 2005.4869863014 740.2 504
2005 177.792 3.42 85.9 1.82 2005.4871013699 669.2 451.4
2005 177.833 2.45 88.9 2.15 2005.4872136986 579.7 388.6
2005 177.875 0.93 122 4.03 2005.4873287671 475.8 318.3
2005 177.917 2.72 112.8 1.16 2005.4874438356 370.5 244.2
2005 177.958 1.97 111.4 0.44 2005.4875561644 269.7 176.2
2005 178 2.86 102.1 -0.85 2005.4876712329 184.4 115.8
2005 178.042 2.81 108.8 -1.97 2005.4877863014 115.8 70.7
2005 178.083 3.85 104.2 -2.23 2005.4878986301 62.1 42.4
2005 178.125 4.12 96.1 -2.82 2005.4880136986 36.3 27.8
2005 178.167 4.58 88.1 -3.83 2005.4881287671 23.9 25.5
2005 178.208 6.06 94.2 -3.96 2005.4882410959 43.9 36.5
2005 178.25 6.34 104.5 -3.59 2005.4883561644 82.7 63.3
2005 178.292 6.22 94.4 -3.49 2005.4884712329 142.1 105.6
2005 178.333 6.42 100.6 -2.42 2005.4885835616 167.1 125.8
2005 178.375 7.45 102 -1.62 2005.4886986301 255 192.8
2005 178.417 6.96 103.2 -1.03 2005.4888136986 331.7 244
2005 178.458 5.9 109.9 -0.18 2005.4889260274 398.9 288
2005 178.5 5.03 118.5 0.89 2005.4890410959 559.1 403.5
2005 178.542 3.79 122.8 1.26 2005.4891561644 590.4 423
2005 178.583 4.03 136.2 1.68 2005.4892684932 705.8 499.6
2005 178.625 3.73 177.3 0.95 2005.4893835616 733 512.3
2005 178.667 4.06 182.7 -0.56 2005.4894986301 668.5 469.5
2005 178.708 4.99 179.8 -1.45 2005.4896109589 547.3 392.7
2005 178.75 5.48 185.8 -1.19 2005.4897260274 543.6 398.4
2005 178.792 6.87 190.5 -1.33 2005.4898410959 445.8 334.8
2005 178.833 7.28 192.8 -1.47 2005.4899534247 400.3 277.1
2005 178.875 6.33 185.2 -1.76 2005.4900684932 269.1 193.8
2005 178.917 5.65 178.2 -1.81 2005.4901835616 221.7 161.3
2005 178.958 4.11 142.7 -1.81 2005.4902958904 139.8 101
2005 179 3.74 131 -2.51 2005.4904109589 93.7 65.2
2005 179.042 3.57 122.2 -2.54 2005.4905260274 61.3 45.6
2005 179.083 3.11 119.5 -2.09 2005.4906383562 44.7 33.4
2005 179.125 2.35 86.6 -2.32 2005.4907534247 33.7 25.1
2005 179.167 2.85 74.2 -2.88 2005.4908684932 28.9 21.9
2005 179.208 2.31 90.7 -4.16 2005.4909808219 41.9 33.2
2005 179.25 2.26 77.3 -4.43 2005.4910958904 60 46.8
2005 179.292 2.79 24.76 -4.77 2005.4912109589 74.4 56.9
2005 179.333 4.21 39.85 -4.64 2005.4913232877 96.8 73.5
2005 179.375 4.35 9.56 -3.8 2005.4914383562 194.9 150.9
2005 179.417 4.28 137.3 -3.3 2005.4915534247 236.8 182.6
2005 179.458 4.61 330.9 -1.79 2005.4916657534 292.2 222.6
2005 179.5 7.34 321.5 -1.22 2005.4917808219 504.1 384.5
2005 179.542 7.29 312.9 -1.04 2005.4918958904 674.3 519.1
2005 179.583 6.89 316.1 -0.84 2005.4920082192 792.3 603.7
2005 179.625 6.76 317.9 -0.94 2005.4921232877 655.1 495.9
2005 179.667 4.86 305.1 -1.01 2005.4922383562 483 367.5
2005 179.708 2.84 270.1 -1.14 2005.4923506849 438.7 334
2005 179.75 2.66 248.6 -1.41 2005.4924657534 502 383.3
2005 179.792 1.29 248.9 -0.52 2005.4925808219 479.7 369.9
2005 179.833 1.28 253.5 -0.57 2005.4926931507 410.4 318.7
2005 179.875 1.2 255.6 -1.59 2005.4928082192 227.7 178.7
2005 179.917 1.72 246.6 -2.19 2005.4929232877 209.6 163.7
2005 179.958 2.6 218.1 -2.91 2005.4930356164 108.1 84.8
2005 180 2.7 162.9 -3.05 2005.4931506849 81.1 63
2005 180.042 2.77 147.3 -3.09 2005.4932657534 58.5 45.1
2005 180.083 3.42 157.7 -3.33 2005.4933780822 36.7 28.5
2005 180.125 3.73 145.7 -3.56 2005.4934931507 18.8 14.5
2005 180.167 3.97 141.7 -3.63 2005.4936082192 15.9 12.3
2005 180.208 4.25 152.3 -3.72 2005.4937205479 21.7 16.9
2005 180.25 5.05 131.1 -3.84 2005.4938356164 54.4 42
2005 180.292 5.02 124.2 -3.56 2005.4939506849 155.4 120.9
2005 180.333 5.41 120.8 -4.27 2005.4940630137 292.5 234.5
2005 180.375 6.1 126.9 -4.84 2005.4941780822 411.6 334.3
2005 180.417 6.43 131.5 -4.25 2005.4942931507 525.8 426.1
2005 180.458 6.22 137.9 -3.73 2005.4944054795 529.4 426.9
2005 180.5 5.92 139.5 -3.23 2005.4945205479 630.6 506.6
2005 180.542 6.16 138 -2.5 2005.4946356164 708.4 566
2005 180.583 6.6 140.8 -1.67 2005.4947479452 762.5 606.2
2005 180.625 6.72 140.4 -1 2005.4948630137 797.6 629.4
2005 180.667 6.15 142.6 -0.27 2005.4949780822 806.1 628.8
2005 180.708 6.09 146.2 -0.04 2005.495090411 788 607.1
2005 180.75 5.78 146.4 0.4 2005.4952054795 738.6 562.9
2005 180.792 5.65 144.3 0.37 2005.4953205479 671.3 504.9
2005 180.833 5.69 134.9 0.2 2005.4954328767 567.9 421.4
2005 180.875 5.18 125.3 -0.49 2005.4955479452 411.7 301.6
2005 180.917 4.61 115 -1.39 2005.4956630137 324 232.3
2005 180.958 4.62 112.3 -1.88 2005.4957753425 263.3 185.2
2005 181 5.09 108.6 -2.31 2005.495890411 150.5 103
2005 181.042 6.41 102.3 -2.26 2005.4960054795 124.5 81
2005 181.083 6.76 103.4 -2.97 2005.4961178082 62.6 45.2
2005 181.125 6.96 99.2 -3.6 2005.4962328767 34.8 28.7
2005 181.167 8.03 95.1 -4.46 2005.4963479452 19.5 19.6
2005 181.208 7.21 86.8 -5.4 2005.496460274 39.9 38.1
2005 181.25 7.94 94.9 -5.27 2005.4965753425 69.8 61.7
2005 181.292 8.42 89.1 -5.89 2005.496690411 125.3 104.8
2005 181.333 8.86 91.2 -5.53 2005.4968027397 211.9 180.4
2005 181.375 8.27 85.5 -5.11 2005.4969178082 301.9 255.8
2005 181.417 8.64 87.2 -4.72 2005.4970328767 394.9 326.5
2005 181.458 9.72 105 -3.43 2005.4971452055 494.5 403.7
2005 181.5 7.83 94 -2.43 2005.497260274 614.1 491.8
2005 181.542 7.24 95.4 -1.7 2005.4973753425 701.7 554.9
2005 181.583 6.77 113.2 -0.8 2005.4974876712 762.5 596.8
2005 181.625 6.47 110.5 -0.04 2005.4976027397 796.5 618.3
2005 181.667 5.69 119.4 0.7 2005.4977178082 780.6 597.4
2005 181.708 4.68 127.1 1.13 2005.497830137 744 561.3
2005 181.75 3.56 125.3 1.51 2005.4979452055 743.7 551.8
2005 181.792 2.47 100.2 2.22 2005.498060274 662.6 487.3
2005 181.833 0.57 147.9 6.4 2005.4981726027 532.9 391.2
2005 181.875 0.95 115.2 5.06 2005.4982876712 473 341.2
2005 181.917 1.34 171.6 2.88 2005.4984027397 358.8 256.8
2005 181.958 1.43 181.3 1.14 2005.4985150685 262.3 185
2005 182 1.68 150.4 -0.83 2005.498630137 170.5 116.9
2005 182.042 2.82 88.6 -1.61 2005.4987452055 103.8 70.6
2005 182.083 1.77 92.9 -2.32 2005.4988575342 59.7 45.1
2005 182.125 3.15 130.4 -4.61 2005.4989726027 32.4 26.2
2005 182.167 3.03 112 -6.01 2005.4990876712 27.3 25
2005 182.208 3.18 116.1 -6.48 2005.4992 43.2 38
2005 182.25 1.66 137.7 -4.35 2005.4993150685 38.8 30.1
2005 182.292 1.87 91.6 -3.32 2005.499430137 68.8 52.8
2005 182.333 2.03 59.18 -3.82 2005.4995424658 186.9 145.5
2005 182.375 2.39 48.15 -4.14 2005.4996575342 316.4 250.4
2005 182.417 2.07 111.2 -3.72 2005.4997726027 272.7 214.6
2005 182.458 2.98 316.9 -1.93 2005.4998849315 372.9 285.4
2005 182.5 2.84 304.6 -1.42 2005.5 397.7 305
2005 182.542 1.93 307.4 -0.98 2005.5001150685 463.6 356.4
2005 182.583 2.22 294.3 0.04 2005.5002273973 688.5 533.7
2005 182.625 2.34 281.6 0.3 2005.5003424658 687.3 525.5
2005 182.667 1.58 280.4 1.14 2005.5004575342 678.3 511.3
2005 182.708 2.99 288.8 -0.04 2005.500569863 691.3 514.9
2005 182.75 3.14 296.4 -0.52 2005.5006849315 650.2 481.6
2005 182.792 2.35 304.7 -0.01 2005.5008 609.4 444.7
2005 182.833 2.35 312 -0.26 2005.5009123288 441.7 323.8
2005 182.875 2.42 303.7 -0.94 2005.5010273973 328.2 239.8
2005 182.917 1.72 289.7 -1.09 2005.5011424658 231.3 171.8
2005 182.958 1.24 249.2 -1.49 2005.5012547945 153.8 114.5
2005 183 1.47 225.4 -1.92 2005.501369863 98 73.5
2005 183.042 0.64 230.5 -1.74 2005.5014849315 56.5 42.5
2005 183.083 2.07 194.1 -2.25 2005.5015972603 49.3 36.8
2005 183.125 1.98 167.9 -2.32 2005.5017123288 21.9 16.4
2005 183.167 1.99 141.1 -2.34 2005.5018273973 15.5 11.8
2005 183.208 2.72 151 -2.21 2005.501939726 17.7 13.3
2005 183.25 2.95 132.5 -2.14 2005.5020547945 33.2 25
2005 183.292 2.78 145.3 -2.06 2005.502169863 60 44.9
2005 183.333 2.83 130.8 -2.15 2005.5022821918 96.3 71.9
2005 183.375 3.53 114.3 -2.14 2005.5023972603 160.1 118.8
2005 183.417 3.88 141.7 -1.48 2005.5025123288 255.3 188.7
2005 183.458 4.22 131 -1.03 2005.5026246575 373.9 280.6
2005 183.5 3.48 126.9 -0.67 2005.502739726 602.1 459.6
2005 183.542 4.46 131.7 -0.5 2005.5028547945 682.9 513.8
2005 183.583 3.63 148.2 0.19 2005.5029671233 692.9 516.2
2005 183.625 3.08 151.8 0.86 2005.5030821918 738.1 537.9
2005 183.667 2.46 166.8 1.14 2005.5031972603 716.6 509.2
2005 183.708 1.78 171.2 1.31 2005.503309589 671 471.8
2005 183.75 1.17 175.4 2.31 2005.5034246575 720.3 500.8
2005 183.792 1.13 171.1 2.01 2005.503539726 652.7 449.9
2005 183.833 1.51 176.4 1.12 2005.5036520548 564 386.1
2005 183.875 1.62 148.9 0.44 2005.5037671233 458.8 312.1
2005 183.917 2.26 113.9 -0.49 2005.5038821918 359.3 239.9
2005 183.958 3.14 129.8 -0.98 2005.5039945205 259.3 169.4
2005 184 4.16 118.7 -1.5 2005.504109589 166.2 103.9
2005 184.042 5.57 111.5 -1.48 2005.5042246575 108.6 65.2
2005 184.083 5.54 119 -1.53 2005.5043369863 55.4 37.9
2005 184.125 6.83 120.3 -1.79 2005.5044520548 15.7 11.8
2005 184.167 7.51 118.5 -1.68 2005.5045671233 17.4 15.2
2005 184.208 7.44 116.8 -1.26 2005.5046794521 47.8 39.2
2005 184.25 7.44 112.9 -0.92 2005.5047945205 75.9 59.4
2005 184.292 8.46 117.4 -0.73 2005.504909589 144.7 106.6
2005 184.333 9.51 117.1 -0.27 2005.5050219178 206.5 155.3
2005 184.375 9.23 115.4 0.44 2005.5051369863 268.9 203.8
2005 184.417 9.61 112.3 0.91 2005.5052520548 362.2 273.8
2005 184.458 9.69 113.3 1.6 2005.5053643836 497.6 369.5
2005 184.5 11.24 115.1 2.2 2005.5054794521 587.1 423.5
2005 184.542 11.44 121.7 2.66 2005.5055945205 584.6 410.1
2005 184.583 10.73 130.8 2.93 2005.5057068493 749.7 520.8
2005 184.625 10.07 127.7 3.01 2005.5058219178 788 532.9
2005 184.667 9.05 126.8 3.26 2005.5059369863 812.5 532.4
2005 184.708 9.14 126.2 3.61 2005.5060493151 764.6 491.3
2005 184.75 9.64 124.4 3.66 2005.5061643836 730.5 458.7
2005 184.792 8.65 122.1 3.48 2005.5062794521 647.7 403.3
2005 184.833 8.51 120.3 3.37 2005.5063917808 624.6 384.9
2005 184.875 9.26 124.3 3.47 2005.5065068493 495.7 294.5
2005 184.917 10.06 120.2 3.76 2005.5066219178 409.9 236.3
2005 184.958 10.87 124.4 3.5 2005.5067342466 180.7 108.4
2005 185 10.39 122.8 3.32 2005.5068493151 99.8 58.7
2005 185.042 10.15 122.2 3.27 2005.5069643836 61.7 38.8
2005 185.083 12.11 129.6 3.12 2005.5070767123 39.2 25.3
2005 185.125 12.24 125.8 2.6 2005.5071917808 23.2 15.1
2005 185.167 12.6 129.6 2.6 2005.5073068493 15.4 10.3
2005 185.208 11.13 130.1 2.63 2005.5074191781 10 6.9
2005 185.25 9.99 127.6 2.52 2005.5075342466 20.8 14
2005 185.292 9.5 127.7 1.97 2005.5076493151 32.7 22.3
2005 185.333 9.21 142.3 1.48 2005.5077616438 64.7 43.2
2005 185.375 8.07 140.6 1.43 2005.5078767123 134.2 87.8
2005 185.417 8.43 137.6 1.54 2005.5079917808 222.6 136.2
2005 185.458 7.76 135.4 1.51 2005.5081041096 253.4 158.4
2005 185.5 6.32 130.2 1.54 2005.5082191781 339.3 207.7
2005 185.542 5.48 131.6 1.65 2005.5083342466 433.8 233.1
2005 185.583 6.1 137.2 1.79 2005.5084465753 514.9 282.9
2005 185.625 4.86 137.5 1.69 2005.5085616438 509.1 276.8
2005 185.667 4.16 123.1 1.95 2005.5086767123 603.1 347.4
2005 185.708 4.03 111.4 1.83 2005.5087890411 508.5 304.8
2005 185.75 4.11 112.3 1.66 2005.5089041096 334.1 213.1
2005 185.792 4.43 102.3 1.76 2005.5090191781 313.1 201.4
2005 185.833 4.8 109.2 1.72 2005.5091315068 287 182.9
2005 185.875 4.92 116.9 1.84 2005.5092465753 264.1 167.1
2005 185.917 4.79 117.9 1.88 2005.5093616438 233.4 144.8
2005 185.958 5.28 112.1 1.69 2005.5094739726 141.7 89.1
2005 186 5.88 112 1.71 2005.5095890411 85.2 53.6
2005 186.042 5.43 120.2 2.01 2005.5097041096 47.4 30.3
2005 186.083 5.66 126.5 2 2005.5098164384 25 16
2005 186.125 5.39 124.1 1.88 2005.5099315068 17.8 11.4
2005 186.167 4.77 125.7 1.54 2005.5100465753 23.1 14.5
2005 186.208 3.51 123.7 1.23 2005.5101589041 19 12.2
2005 186.25 4.97 148.2 0.85 2005.5102739726 29.4 19.1
2005 186.292 6.04 139.7 0.95 2005.5103890411 65.2 42
2005 186.333 6.92 135.4 0.94 2005.5105013699 92.8 60.8
2005 186.375 6.1 134.5 1.11 2005.5106164384 187.6 128.6
2005 186.417 5.89 136.9 1.46 2005.5107315068 321.5 215.1
2005 186.458 5.26 129.6 1.55 2005.5108438356 354.6 233.7
2005 186.5 4.82 130.2 2.14 2005.5109589041 633.8 416.6
2005 186.542 5.33 141.4 1.86 2005.5110739726 687.9 451.1
2005 186.583 4.79 145.7 1.95 2005.5111863014 748.6 489.1
2005 186.625 3.39 142.2 1.99 2005.5113013699 778.4 502.2
2005 186.667 2.63 128.1 2.34 2005.5114164384 817.8 523.3
2005 186.708 1.95 111.5 2.73 2005.5115287671 717.7 458.2
2005 186.75 0.99 91.8 4.38 2005.5116438356 728.3 459.6
2005 186.792 1.37 89 3.89 2005.5117589041 662.3 415.8
2005 186.833 1.82 147.8 2.92 2005.5118712329 576.4 360.3
2005 186.875 2.74 270.6 1.51 2005.5119863014 372.6 239.7
2005 186.917 2.23 281.4 0.27 2005.5121013699 173 119.2
2005 186.958 1.74 271.6 0 2005.5122136986 62.6 45.4
2005 187 2.96 234.6 -0.54 2005.5123287671 41.2 32.3
2005 187.042 3.92 197.8 -1.41 2005.5124438356 24.9 20
2005 187.083 3.6 185.5 -1.88 2005.5125561644 14.9 12.2
2005 187.125 2.5 166.5 -1.93 2005.5126712329 9.1 7.6
2005 187.167 2.17 143.5 -1.82 2005.5127863014 18.8 15.7
2005 187.208 2.85 126.8 -1.55 2005.5128986301 19.9 16.6
2005 187.25 3.31 123.6 -1.33 2005.5130136986 35.8 29.5
2005 187.292 4.15 134.8 -0.95 2005.5131287671 75.4 61.5
2005 187.333 4.43 126.2 -1.07 2005.5132410959 124 99.6
2005 187.375 3.99 102.4 -2.03 2005.5133561644 322.8 257.8
2005 187.417 4.61 113.3 -1.99 2005.5134712329 394.5 329.4
2005 187.458 3.89 117.2 -1.41 2005.5135835616 489 410.3
2005 187.5 5.51 86.5 -0.04 2005.5136986301 595.2 485.6
2005 187.542 4.89 101.3 0.31 2005.5138136986 687.2 550.8
2005 187.583 4.34 113.6 0.95 2005.5139260274 739.1 582.5
2005 187.625 4.36 125.3 1.09 2005.5140410959 752.9 580
2005 187.667 3.38 134 2.05 2005.5141561644 832.8 617.7
2005 187.708 2.75 119.3 1.65 2005.5142684932 586.4 418.8
2005 187.75 2.62 104.1 2 2005.5143835616 732.7 507.4
2005 187.792 2.82 77.2 1.8 2005.5144986301 653 445.2
2005 187.833 3.21 66.13 1.36 2005.5146109589 567.5 382.9
2005 187.875 3.58 67.67 1.23 2005.5147260274 470.7 315
2005 187.917 3.18 72.5 0.95 2005.5148410959 359.4 236.7
2005 187.958 3.23 65.7 0.71 2005.5149534247 256.4 165.9
2005 188 3.02 63.73 -0.19 2005.5150684932 172.6 106.6
2005 188.042 3.23 67.04 -1.07 2005.5151835616 112.6 69.5
2005 188.083 2.54 123.6 -1.84 2005.5152958904 76.4 54.1
2005 188.125 2.86 147.7 -1.72 2005.5154109589 48.9 37.1
2005 188.167 3.9 115.5 -2.07 2005.5155260274 29.7 27.3
2005 188.208 4.2 97 -3.36 2005.5156383562 31.4 28.2
2005 188.25 4.63 80 -4.57 2005.5157534247 56 47.5
