"TIMESTAMP" "RECORD" "year.jd" "Year" "Day_of_Year" "Hour" "sw_in_Avg" "sw_ref_Avg" "net_rad_Avg" "tc_air_Avg" "t_air_Avg(1)" "t_air_Avg(2)" "rh_Avg(1)" "rh_Avg(2)" "U_Avg(1)" "U_Avg(2)" "Dir_Avg(1)" "Dir_Avg(2)" "pressure_Avg" "SD_1_Avg" "SD_2_Avg" "tc_air_Max" "tc_air_Min" "U_Max(1)" "U_Max(2)" "Battery"
"2014-05-09 21:00:00" 0 2014.3558219178 2014 129 21 3.154 1.857 6.891 -4.532 -2.439 -1.69 63.92 58.94 4.861 6.574 32.64 73.57 565 0.98 1.004 -3.937 -4.96 6.083 7.677 13.57
"2014-05-09 22:00:00" 1 2014.3559360731 2014 129 22 2.383 1.37 4.299 -4.16 -3.516 -2.609 67.59 62 5.186 7.13 32.76 78.54 582.6 1.016 1.033 -3.558 -5.349 5.919 7.853 13.32
"2014-05-09 23:00:00" 2 2014.3560502283 2014 129 23 1.513 0.831 0.142 -4.448 -4.406 -3.399 66.36 60.33 6.186 7.484 28.64 74.14 582.7 1.017 1.037 -3.837 -5.025 8.63 8.38 13.2
"2014-05-10 00:00:00" 3 2014.3561643836 2014 130 0 0.702 0.427 -3.375 -5.366 -5.383 -4.447 66.6 59.82 7.091 7.175 25.99 72.17 582.8 1.011 1.039 -4.666 -6.056 8.17 8.45 13.14
"2014-05-10 01:00:00" 4 2014.3562785388 2014 130 1 0.169 0.123 -3.419 -6.585 -6.706 -5.73 67.46 60.65 6.956 7.364 29.55 75.49 582.9 1.013 1.041 -5.918 -7.073 8.28 8.49 13.07
"2014-05-10 02:00:00" 5 2014.3563926941 2014 130 2 0.031 0.025 -3.223 -7.534 -7.699 -6.824 67.47 60.99 6.863 7.541 23.14 69.6 583 1.021 1.041 -6.834 -8.32 8.05 8.45 13.06
"2014-05-10 03:00:00" 6 2014.3565068493 2014 130 3 0.01 0.008 -3.214 -8.39 -8.62 -7.764 68.83 61.87 7.59 7.018 23.8 71.27 582.9 1.025 1.044 -8.05 -8.77 8.99 8.01 13.01
"2014-05-10 04:00:00" 7 2014.3566210046 2014 130 4 0.008 0.006 -3.201 -9.46 -9.65 -8.86 69.74 62.88 8.06 7.075 23.1 68.81 582.8 1.026 1.003 -8.74 -10.14 9.3 7.833 13.02
"2014-05-10 05:00:00" 8 2014.3567351598 2014 130 5 0.02 0.016 -3.167 -10.53 -10.76 -10.01 70.3 63.69 8.54 7.409 23.84 70.45 582.7 1.033 1.025 -9.86 -11.09 10.43 8.53 13
"2014-05-10 06:00:00" 9 2014.3568493151 2014 130 6 0.102 0.097 -3.305 -11.28 -11.51 -10.8 70.39 63.83 8.98 7.691 27.84 73.76 582.6 1.03 1.049 -10.76 -11.85 10.9 8.98 12.97
"2014-05-10 07:00:00" 10 2014.3569634703 2014 130 7 0.492 0.443 -3.591 -11.84 -12 -11.32 70.02 63.83 8.84 7.558 29.43 76.31 582.8 1.026 1.038 -11.43 -12.19 10.7 8.67 13.05
"2014-05-10 08:00:00" 11 2014.3570776256 2014 130 8 1.275 1.049 -1.603 -12.31 -12.38 -11.78 69.25 63.7 8.17 7.146 30.12 77.29 583.1 0.998 1.036 -11.98 -12.48 9.96 8.3 13.13
"2014-05-10 09:00:00" 12 2014.3571917808 2014 130 9 2.152 1.813 -0.383 -12.18 -12.23 -11.69 70.33 64.32 9.13 7.791 26.99 73.71 582.7 1.02 1.053 -11.92 -12.46 10.88 9.15 13.28
"2014-05-10 10:00:00" 13 2014.3573059361 2014 130 10 3.182 2.627 0.101 -11.88 -11.91 -11.44 70.54 64.64 8.95 7.636 28.22 74.19 582.7 1.025 1.05 -11.46 -12.17 10.63 8.95 13.46
"2014-05-10 11:00:00" 14 2014.3574200913 2014 130 11 4.208 3.397 -0.36 -11.07 -11.03 -10.59 69.89 64.04 8.08 7.257 35.35 81.6 582.8 1.022 1.049 -10.7 -11.5 9.72 8.16 13.6
"2014-05-10 12:00:00" 15 2014.3575342466 2014 130 12 5.165 4.099 -1.026 -10.12 -10 -9.58 68.7 62.7 7.315 7.589 36.32 82.1 582.7 1.019 1.048 -9.54 -10.8 8.77 8.53 14.31
"2014-05-10 13:00:00" 16 2014.3576484018 2014 130 13 5.955 4.642 -0.097 -8.71 -8.54 -8.14 67.56 61.24 6.967 7.901 38.28 86.6 582.6 1.016 1.045 -8.07 -9.56 8.74 8.59 16.39
"2014-05-10 14:00:00" 17 2014.3577625571 2014 130 14 6.49 4.976 2.285 -7.524 -7.32 -6.844 67.12 60.63 6.533 7.656 43.7 91.1 582.4 1.014 1.042 -6.671 -8.07 8.46 8.63 16.76
"2014-05-10 15:00:00" 18 2014.3578767123 2014 130 15 6.786 5.214 6.126 -6.354 -6.068 -5.708 64.58 58.52 6.389 7.715 60.86 100.3 582.4 1.012 1.04 -6.032 -6.7 7.853 8.64 16.87
"2014-05-10 16:00:00" 19 2014.3579908676 2014 130 16 6.806 5.203 8.84 -5.682 -5.3 -5.052 65.77 60.37 5.816 6.976 141.2 106.1 582.2 1.011 1.039 -5.313 -6.038 7.187 8.55 16.87
"2014-05-10 17:00:00" 20 2014.3581050228 2014 130 17 6.551 4.737 10.25 -5.181 -4.747 -4.703 66.24 61.82 5.146 6.193 150.1 127.9 582.1 1.011 1.036 -4.981 -5.325 6.207 7.121 16.8
"2014-05-10 18:00:00" 21 2014.3582191781 2014 130 18 6.028 4.232 10.33 -5.185 -4.588 -4.59 67.59 63.67 4.096 4.962 153 134.2 582 1.012 1.035 -5.073 -5.26 5.142 5.945 16.64
"2014-05-10 19:00:00" 22 2014.3583333333 2014 130 19 5.233 3.613 9.35 -5.187 -4.422 -4.452 69.6 66.21 3.176 3.993 146.7 129 581.8 1.012 1.035 -5.136 -5.285 4.417 5.214 16.17
"2014-05-10 20:00:00" 23 2014.3584474886 2014 130 20 4.281 2.968 4.49 -5.09 -3.83 -4.151 68.13 66.9 1.574 2.506 155 133.6 581.8 1.012 1.036 -4.221 -5.45 2.888 3.789 15.12
"2014-05-10 21:00:00" 24 2014.3585616438 2014 130 21 3.311 2.291 0.039 -5.092 -2.771 -3.359 61.57 64.38 0.555 1.392 99.5 79.55 581.8 1.014 1.038 -2.169 -7.023 1.228 2.835 13.96
"2014-05-10 22:00:00" 25 2014.3586757991 2014 130 22 2.283 1.536 -0.919 -7.969 -7.002 -6.003 71.45 69.26 1.518 3.302 107.6 85.9 581.6 1.019 1.042 -6.475 -9 1.999 4.011 13.53
"2014-05-10 23:00:00" 26 2014.3587899543 2014 130 23 1.39 0.898 -2.492 -10.18 -9.75 -8.13 73.81 68.98 2.036 4.241 119.8 93.5 581.6 1.022 1.046 -9.01 -10.96 2.574 4.867 13.34
"2014-05-11 00:00:00" 27 2014.3589041096 2014 131 0 0.664 0.436 -3.784 -11.64 -11.5 -9.84 73.02 67.75 2.191 4.401 121.1 94.1 581.6 1.025 1.049 -10.8 -12.49 2.757 4.952 13.25
"2014-05-11 01:00:00" 28 2014.3590182648 2014 131 1 0.212 0.151 -3.851 -13.19 -13.22 -11.68 72.73 68.12 1.862 3.969 119.8 92.3 581.8 1.028 1.052 -12.42 -13.69 2.92 5.37 13.18
"2014-05-11 02:00:00" 29 2014.3591324201 2014 131 2 0.047 0.036 -3.884 -14.03 -14.24 -12.69 71.89 66.79 3.143 5.359 118.6 92.8 581.6 1.03 1.054 -13.59 -14.5 3.835 6.233 13.16
"2014-05-11 03:00:00" 30 2014.3592465753 2014 131 3 0.013 0.01 -3.972 -14.41 -14.67 -13.33 70.98 66.25 3.29 5.287 112.9 90.1 581.5 1.031 1.054 -14.22 -14.63 3.998 6.05 13.14
"2014-05-11 04:00:00" 31 2014.3593607306 2014 131 4 0.01 0.008 -4.029 -14.78 -15.01 -13.79 70.68 66.39 3.833 5.822 119.2 97.2 581.4 1.032 1.055 -14.46 -15.1 4.567 6.671 13.12
"2014-05-11 05:00:00" 32 2014.3594748858 2014 131 5 0.026 0.021 -4.087 -15.13 -15.36 -14.2 70.96 66.84 4.661 6.754 121.7 100.6 581.2 1.033 1.056 -14.76 -15.53 5.495 7.383 13.11
"2014-05-11 06:00:00" 33 2014.3595890411 2014 131 6 0.117 0.099 -4.265 -15.27 -15.49 -14.48 70.66 66.7 5.388 7.456 122.3 99.4 581 1.033 1.056 -14.95 -15.48 6.847 8.61 13.09
"2014-05-11 07:00:00" 34 2014.3597031963 2014 131 7 0.508 0.429 -5.392 -15.32 -15.45 -14.59 69.45 65.76 5.542 7.454 122.7 101.2 581 1.033 1.056 -14.93 -15.6 7.265 8.65 13.17
"2014-05-11 08:00:00" 35 2014.3598173516 2014 131 8 1.274 1.041 -5.974 -15.1 -15.13 -14.39 68.75 65.22 5.464 7.324 126.9 105 581.2 1.033 1.056 -14.77 -15.41 6.481 8.08 13.3
"2014-05-11 09:00:00" 36 2014.3599315068 2014 131 9 2.191 1.819 -5.679 -14.62 -14.54 -13.97 68.09 64.77 5.174 6.805 126.4 105.3 581.1 1.031 1.055 -14.19 -14.98 6.194 8.09 13.51
"2014-05-11 10:00:00" 37 2014.3600456621 2014 131 10 3.217 2.649 -5.041 -13.63 -13.47 -13.07 68.32 64.92 5.253 6.775 128.6 108.4 581 1.029 1.054 -13.09 -14.2 6.344 7.984 14.57
"2014-05-11 11:00:00" 38 2014.3601598174 2014 131 11 4.198 3.424 -4.61 -12.46 -12.24 -12 68.67 65.27 5.387 6.712 134.2 114.1 581 1.027 1.052 -12.16 -13.05 6.919 8.23 15.89
"2014-05-11 12:00:00" 39 2014.3602739726 2014 131 12 5.17 4.179 -3.949 -11.75 -11.42 -11.37 67.67 64.55 4.929 5.838 145.5 125.6 581.1 1.026 1.05 -11.35 -12.18 6.906 8.11 16.61
"2014-05-11 13:00:00" 40 2014.3603881279 2014 131 13 5.908 4.719 -2.659 -11.27 -10.94 -10.95 71.32 68.06 5.778 6.868 139.3 120.6 580.9 1.025 1.05 -10.95 -11.5 7.376 8.81 17.02
"2014-05-11 14:00:00" 41 2014.3605022831 2014 131 14 6.406 5.059 -1.092 -10.72 -10.48 -10.48 77.55 74.16 6.047 7.129 151 131.9 580.9 1.024 1.049 -10.13 -11.15 7.664 8.87 16.91
"2014-05-11 15:00:00" 42 2014.3606164384 2014 131 15 6.176 4.779 0.012 -10.17 -9.61 -9.74 81.2 78.03 4.058 4.597 150.4 131.5 580.9 1.022 1.047 -9.7 -10.61 5.913 6.638 17.16
"2014-05-11 16:00:00" 43 2014.3607305936 2014 131 16 6.831 5.227 0.925 -9.56 -8.89 -9.1 73.98 71.23 3.797 4.369 150 131.8 580.7 1.021 1.046 -9.15 -9.93 4.645 5.155 17.08
"2014-05-11 17:00:00" 44 2014.3608447489 2014 131 17 6.586 4.946 2.105 -9.1 -8.14 -8.46 74.63 72.78 2.816 3.131 158.7 140.6 580.6 1.02 1.046 -8.57 -9.48 4.116 4.586 16.87
"2014-05-11 18:00:00" 45 2014.3609589041 2014 131 18 5.709 4.224 2.355 -8.72 -7.461 -7.806 74.08 73.25 1.696 1.878 161.3 144.9 580.5 1.02 1.045 -8.01 -9.37 2.718 3.273 16.53
"2014-05-11 19:00:00" 46 2014.3610730594 2014 131 19 5.36 3.956 2.265 -7.579 -5.676 -6.131 65.48 66.16 0.99 1.083 168.7 153.1 580.5 1.02 1.043 -5.98 -8.3 1.836 1.901 15.32
"2014-05-11 20:00:00" 47 2014.3611872146 2014 131 20 3.78 2.844 0.846 -7.999 -6.684 -6.681 70.95 69.17 1.122 1.256 109.9 96.7 580.5 1.02 1.043 -6.636 -8.62 2.078 2.215 14.18
"2014-05-11 21:00:00" 48 2014.3613013699 2014 131 21 2.542 1.895 0.184 -8.46 -7.715 -7.481 75.84 72.78 1.179 1.417 83 67.34 580.4 1.02 1.032 -7.609 -8.94 2.626 2.953 13.87
"2014-05-11 22:00:00" 49 2014.3614155251 2014 131 22 1.673 1.289 0.027 -8.76 -8.46 -8.31 80.8 77.78 1.84 2.246 79.26 61.81 580.2 1.022 1.054 -8.33 -9.18 3.639 3.861 13.64
"2014-05-11 23:00:00" 50 2014.3615296804 2014 131 23 1.105 0.855 -0.081 -8.63 -8.54 -8.3 81.4 77.95 1.991 2.413 114.8 95.6 580.2 1.022 1.053 -8.4 -8.87 3.077 3.613 13.46
"2014-05-12 00:00:00" 51 2014.3616438356 2014 132 0 0.448 0.35 -0.695 -8.93 -9.04 -8.68 82.2 78.53 2.247 2.88 115.7 95.8 580.1 1.022 1.055 -8.76 -9.15 3.685 4.599 13.31
"2014-05-12 01:00:00" 52 2014.3617579909 2014 132 1 0.172 0.135 -0.428 -9.05 -9.23 -8.82 82.6 78.92 1.869 2.509 113.6 94.2 580 1.021 1.055 -8.78 -9.42 3.241 3.842 13.24
"2014-05-12 02:00:00" 53 2014.3618721461 2014 132 2 0.059 0.046 -0.818 -9.24 -9.35 -8.74 81.3 77.13 1.196 1.838 110.2 92.9 579.9 1.021 1.056 -8.8 -9.68 2.123 3.025 13.2
"2014-05-12 03:00:00" 54 2014.3619863014 2014 132 3 0.027 0.021 -3.453 -10.74 -10.72 -9.76 81.3 77.01 1.134 2.11 93.6 80.3 579.5 1.024 1.061 -8.94 -13.97 2.339 4.73 13.18
"2014-05-12 04:00:00" 55 2014.3621004566 2014 132 4 0.018 0.014 -3.895 -15.05 -15.24 -13.97 76.5 72.85 2.179 3.926 110.2 80 579.3 1.033 1.07 -13.95 -16.27 3.868 5.691 13.15
"2014-05-12 05:00:00" 56 2014.3622146119 2014 132 5 0.039 0.032 -3.78 -16.07 -16.32 -15.1 75.84 72.8 3.821 5.972 89.9 67.89 579 1.036 1.073 -15.57 -16.67 4.619 6.677 13.13
"2014-05-12 06:00:00" 57 2014.3623287671 2014 132 6 0.166 0.151 -4.178 -16.87 -17.01 -15.46 75.36 72.87 3.571 5.818 90.2 68.55 579 1.038 1.074 -16.5 -17.32 4.599 6.847 13.13
"2014-05-12 07:00:00" 58 2014.3624429224 2014 132 7 0.618 0.528 -5.644 -17.22 -16.95 -16.18 71.68 70.84 1.167 2.4 130.6 81.6 579.1 1.039 1.076 -16.59 -17.77 3.371 5.344 13.22
"2014-05-12 08:00:00" 59 2014.3625570776 2014 132 8 1.439 1.176 -6.201 -16.79 -16.31 -15.79 69.17 69.41 2.187 3.805 93.6 69.96 578.9 1.039 1.075 -15.96 -17.33 3.789 5.736 13.35
"2014-05-12 09:00:00" 60 2014.3626712329 2014 132 9 2.33 1.939 -5.65 -16.48 -16.03 -15.54 68.1 67.26 2.509 4.003 104.9 77.17 578.7 1.039 1.074 -15.52 -17.01 3.626 5.331 13.61
"2014-05-12 10:00:00" 61 2014.3627853881 2014 132 10 3.352 2.766 -4.828 -15.08 -14.56 -14.24 67.05 65.46 2.486 3.858 106.2 81.1 578.7 1.036 1.071 -13.5 -15.92 3.724 5.318 15.4
"2014-05-12 11:00:00" 62 2014.3628995434 2014 132 11 4.374 3.58 -5.782 -12.86 -11.91 -11.93 65.33 63.89 2.05 3.078 117 93.7 578.6 1.032 1.067 -11.3 -13.6 3.443 4.606 16.03
"2014-05-12 12:00:00" 63 2014.3630136986 2014 132 12 5.292 4.295 -6.467 -11.54 -11.09 -10.85 67.12 63.07 3.924 5.078 124 103.2 578.6 1.029 1.063 -10.93 -12.56 5.279 6.664 16.72
"2014-05-12 13:00:00" 64 2014.3631278539 2014 132 13 6.052 4.847 -4.605 -10.79 -10.32 -10.03 65.93 61.03 4.574 5.617 118 97.3 578.6 1.028 1.06 -10.48 -11.08 6.409 7.5 17.07
"2014-05-12 14:00:00" 65 2014.3632420091 2014 132 14 6.594 5.209 -1.905 -10.54 -10.25 -9.89 67.37 61.39 6.03 7.371 118.2 96.8 578.4 1.027 1.057 -10.32 -10.74 7.729 8.65 17.16
"2014-05-12 15:00:00" 66 2014.3633561644 2014 132 15 6.878 5.354 0.856 -10.53 -10.3 -10.01 66.78 60.59 6.862 7.873 112.1 91.9 578.2 1.027 1.058 -10.2 -10.8 8.25 8.74 17.16
"2014-05-12 16:00:00" 67 2014.3634703196 2014 132 16 6.908 5.273 2.97 -10.05 -9.73 -9.45 64.8 58.65 6.675 7.87 111.5 90.8 578.2 1.026 1.061 -9.68 -10.45 8.2 8.74 17.1
"2014-05-12 17:00:00" 68 2014.3635844749 2014 132 17 6.66 4.988 3.745 -9.81 -9.43 -9.17 64 57.9 6.013 7.371 112.7 91.4 578.2 1.026 1.062 -9.6 -9.96 7.474 8.75 16.87
"2014-05-12 18:00:00" 69 2014.3636986301 2014 132 18 6.118 4.51 3.654 -9.22 -8.68 -8.37 63.38 57.68 4.4 5.366 111.2 91.8 578.2 1.025 1.061 -8.68 -9.78 6.488 7.422 16.51
"2014-05-12 19:00:00" 70 2014.3638127854 2014 132 19 5.341 3.903 2.988 -8.42 -7.504 -7.213 62.89 57.71 2.686 3.34 120.8 101.7 578.2 1.023 1.058 -8.24 -8.73 3.678 4.286 15.96
"2014-05-12 20:00:00" 71 2014.3639269406 2014 132 20 4.471 3.212 1.536 -8.21 -6.736 -6.975 63.37 59.85 1.322 2.153 136.4 115.2 578.5 1.024 1.059 -7.766 -8.36 2.313 3.058 15.24
"2014-05-12 21:00:00" 72 2014.3640410959 2014 132 21 3.436 2.414 -0.088 -7.288 -5.025 -5.127 55.64 52.31 0.427 0.891 59.33 92.2 578.6 1.024 1.059 -6.138 -8.39 1.006 1.522 14.32
"2014-05-12 22:00:00" 73 2014.3641552511 2014 132 22 2.429 1.661 -0.917 -8.52 -6.551 -5.671 57.96 53.77 0.667 0.539 225.4 110.6 578.9 1.027 1.06 -5.158 -10.8 1.339 1.039 13.87
"2014-05-12 23:00:00" 74 2014.3642694064 2014 132 23 1.553 1.005 -2.797 -10.94 -9.55 -9.34 62.36 60.19 0.541 1.203 76.84 64.36 579.2 1.03 1.063 -9.31 -12.51 1.346 1.934 13.59
"2014-05-13 00:00:00" 75 2014.3643835616 2014 133 0 0.783 0.496 -4.19 -13.35 -12.8 -12.12 63.85 61.04 1.327 2.294 83.4 67.07 579.4 1.034 1.066 -12.01 -15.03 2.326 4.064 13.42
"2014-05-13 01:00:00" 76 2014.3644977169 2014 133 1 0.248 0.171 -4.242 -16.57 -16.23 -15.43 66.63 65.17 0.897 2.349 109.9 80.3 579.8 1.04 1.072 -15.01 -18.39 1.771 4.018 13.3
"2014-05-13 02:00:00" 77 2014.3646118721 2014 133 2 0.061 0.047 -3.736 -18.73 -18.93 -17.52 73.72 71.65 2.408 4.337 122 95.2 580.1 1.044 1.076 -18.26 -19.15 4.136 5.952 13.23
"2014-05-13 03:00:00" 78 2014.3647260274 2014 133 3 0.02 0.016 -0.897 -17.22 -17.68 -16.73 84.5 79.84 3.343 4.594 123.7 100 580.4 1.041 1.073 -15.8 -19.23 4.207 5.645 13.2
"2014-05-13 04:00:00" 79 2014.3648401826 2014 133 4 0.019 0.015 -1.992 -16.79 -16.91 -16.25 79.92 77.96 3.501 4.083 116 94 580.6 1.04 1.072 -15.71 -18.38 4.423 4.946 13.18
"2014-05-13 05:00:00" 80 2014.3649543379 2014 133 5 0.041 0.033 -2.472 -18.66 -18.96 -17.97 78.52 76.93 3.5 4.48 112.3 90.2 580.7 1.044 1.076 -18.23 -19.06 4.599 5.985 13.13
"2014-05-13 06:00:00" 81 2014.3650684932 2014 133 6 0.22 0.174 -2.722 -18.64 -18.82 -17.84 77.34 76.19 4.101 5.646 112.8 88.4 580.9 1.044 1.076 -18.4 -18.92 4.913 6.37 13.15
"2014-05-13 07:00:00" 82 2014.3651826484 2014 133 7 0.784 0.57 -3.473 -18.66 -18.71 -17.76 74.05 72.53 4.578 6.293 113.3 91.6 581.1 1.044 1.076 -17.9 -19 5.939 7.729 13.24
"2014-05-13 08:00:00" 83 2014.3652968037 2014 133 8 1.578 1.195 -3.377 -17.51 -17.5 -16.76 72.39 69.35 5.605 7.304 116.8 93.9 580.9 1.041 1.074 -16.84 -18.11 6.664 8.25 13.4
"2014-05-13 09:00:00" 84 2014.3654109589 2014 133 9 2.382 1.991 -4.929 -16.34 -16.3 -15.69 71.99 68.25 6.334 7.944 119.3 98.1 581 1.039 1.072 -15.77 -16.99 7.696 8.7 13.69
"2014-05-13 10:00:00" 85 2014.3655251142 2014 133 10 3.407 2.814 -8.81 -15.08 -15.05 -14.49 71.43 67.01 6.965 8.09 120.5 99.6 581.1 1.036 1.07 -14.47 -15.79 8.53 8.74 15.42
"2014-05-13 11:00:00" 86 2014.3656392694 2014 133 11 4.368 3.553 -13.83 -13.7 -13.61 -13.18 70.25 65.7 6.904 8.1 122.9 103 581.2 1.034 1.066 -12.93 -14.48 7.951 8.72 16.35
"2014-05-13 12:00:00" 87 2014.3657534247 2014 133 12 5.305 4.286 -14.29 -12.02 -11.91 -11.51 69.47 64.52 7.322 7.85 123.4 103.7 581.3 1.03 1.064 -10.97 -12.91 8.67 8.69 16.96
"2014-05-13 13:00:00" 88 2014.3658675799 2014 133 13 6.072 4.854 -7.719 -10.25 -10.06 -9.74 68.99 63.45 7.235 7.941 130.7 109.6 581.4 1.027 1.062 -9.55 -10.98 8.47 8.73 17.22
"2014-05-13 14:00:00" 89 2014.3659817352 2014 133 14 6.653 5.259 -2.09 -8.93 -8.74 -8.44 69.45 63.42 6.999 8.03 136.3 113.6 581.3 1.025 1.059 -8.21 -9.56 8.51 8.76 17.26
"2014-05-13 15:00:00" 90 2014.3660958904 2014 133 15 6.918 5.394 0.142 -7.578 -7.268 -7.195 67.96 63.14 6.146 7.395 143.5 123.3 581.5 1.022 1.057 -6.99 -8.2 7.513 8.75 17.17
"2014-05-13 16:00:00" 91 2014.3662100457 2014 133 16 6.945 5.316 2.033 -6.877 -6.5 -6.459 66.7 62.06 6.281 7.534 148.7 130 581.6 1.02 1.053 -6.618 -7.079 7.918 8.96 16.9
"2014-05-13 17:00:00" 92 2014.3663242009 2014 133 17 6.716 5.043 3.009 -6.176 -5.775 -5.715 66.01 61.16 6.24 7.559 145.9 126.1 581.6 1.019 1.051 -5.812 -6.678 7.886 9.02 16.66
"2014-05-13 18:00:00" 93 2014.3664383562 2014 133 18 6.119 4.518 3.173 -5.412 -5.072 -4.93 66.6 62.2 6.384 7.783 150.9 131.1 581.7 1.017 1.05 -5.092 -5.832 7.742 9.02 16.32
"2014-05-13 19:00:00" 94 2014.3665525114 2014 133 19 5.374 3.926 3.157 -4.894 -4.53 -4.327 69.44 65.53 5.913 7.345 147.7 128.7 581.7 1.016 1.049 -4.706 -5.179 7.134 8.19 15.74
"2014-05-13 20:00:00" 95 2014.3666666667 2014 133 20 4.497 3.224 2.024 -4.935 -4.592 -4.315 71.41 67.65 5.944 7.502 148.4 128.4 581.7 1.016 1.049 -4.758 -5.195 6.814 8.28 15.21
"2014-05-13 21:00:00" 96 2014.3667808219 2014 133 21 3.537 2.477 0.635 -5.477 -5.149 -4.783 71.65 67.91 5.64 7.287 144.6 126 581.7 1.017 1.051 -5.109 -5.941 6.827 8.12 14.43
"2014-05-13 22:00:00" 97 2014.3668949772 2014 133 22 2.496 1.696 -0.963 -6.33 -6.058 -5.498 71.92 67.94 5.42 7.238 140.6 121.8 581.7 1.019 1.053 -5.8 -7.156 6.475 8.07 14.01
"2014-05-13 23:00:00" 98 2014.3670091324 2014 133 23 1.288 0.854 -3.186 -7.674 -7.643 -6.803 72.18 67.46 5.872 7.801 133.8 113.1 581.7 1.022 1.057 -7.063 -8.03 7.396 8.74 13.73
"2014-05-14 00:00:00" 99 2014.3671232877 2014 134 0 0.547 0.388 -3.918 -8.19 -8.33 -7.502 72.02 66.7 6.912 8.15 133.5 114.9 581.6 1.023 1.058 -7.752 -8.66 7.67 8.77 13.55
"2014-05-14 01:00:00" 100 2014.3672374429 2014 134 1 0.238 0.18 -3.697 -8.72 -8.93 -8.17 72.45 66.85 7.273 8 136.8 115.8 581.5 1.025 1.06 -8.24 -9.09 8.45 8.75 13.41
"2014-05-14 02:00:00" 101 2014.3673515982 2014 134 2 0.057 0.045 -3.43 -9.13 -9.32 -8.64 72.48 66.78 7.573 7.862 137.1 117.1 581.6 1.027 1.06 -8.79 -9.58 8.9 8.68 13.32
"2014-05-14 03:00:00" 102 2014.3674657534 2014 134 3 0.019 0.015 -3.45 -9.72 -9.93 -9.27 72.79 67.47 7.392 7.893 134.2 113.4 581.6 1.028 1.064 -9.25 -10.26 8.83 8.7 13.27
"2014-05-14 04:00:00" 103 2014.3675799087 2014 134 4 0.016 0.013 -3.957 -10.38 -10.62 -9.89 73.7 68.28 7.681 7.473 130.3 110.7 581.1 1.031 1.066 -9.99 -10.69 8.97 8.57 13.24
"2014-05-14 05:00:00" 104 2014.3676940639 2014 134 5 0.032 0.026 -4.308 -11.1 -11.31 -10.6 73.89 68.7 7.836 7.357 130.1 109.2 580.7 1.032 1.065 -10.58 -11.63 8.85 8.53 13.2
"2014-05-14 06:00:00" 105 2014.3678082192 2014 134 6 0.193 0.155 -3.457 -11.39 -11.64 -10.96 73.64 68.41 7.886 7.607 130.7 110.6 580.6 1.032 1.065 -10.95 -11.69 9.64 8.55 13.21
"2014-05-14 07:00:00" 106 2014.3679223744 2014 134 7 0.522 0.421 -2.606 -11.24 -11.43 -10.85 73.51 68.04 8.3 7.581 131.5 112.2 580.4 1.031 1.066 -10.95 -11.51 9.59 8.69 13.26
"2014-05-14 08:00:00" 107 2014.3680365297 2014 134 8 0.852 0.672 -1.59 -11.09 -11.27 -10.77 73.64 68.26 8.17 7.851 135.3 115.5 580.4 1.031 1.065 -10.85 -11.34 9.88 9.98 13.39
"2014-05-14 09:00:00" 108 2014.3681506849 2014 134 9 1.468 1.152 -0.505 -10.72 -10.85 -10.46 74.02 68.67 8.11 7.923 136.1 117.1 580.4 1.033 1.064 -10.38 -11.06 9.17 9.37 13.65
"2014-05-14 10:00:00" 109 2014.3682648402 2014 134 10 2.151 1.686 -0.264 -10.1 -10.2 -9.84 74.26 68.87 8.23 8.18 139.1 118.5 580.3 1.033 1.063 -9.72 -10.53 10 9.32 14.3
"2014-05-14 11:00:00" 110 2014.3683789954 2014 134 11 3.384 2.686 -1.527 -9.4 -9.37 -9.07 73.65 68.64 7.508 8.37 141.3 122.5 580.2 1.032 1.063 -8.83 -9.76 8.83 8.92 16.48
"2014-05-14 12:00:00" 111 2014.3684931507 2014 134 12 4.432 3.494 -1.406 -8.49 -8.35 -8.2 73.79 69.18 6.878 8.32 145.8 126.3 580 1.03 1.061 -8.1 -8.88 7.977 8.99 16.82
"2014-05-14 13:00:00" 112 2014.3686073059 2014 134 13 5.458 4.27 -0.442 -7.729 -7.513 -7.411 73.79 69.31 6.971 8.33 152.1 132.6 579.9 1.032 1.059 -7.417 -8.12 8.53 9.19 16.93
"2014-05-14 14:00:00" 113 2014.3687214612 2014 134 14 6.077 4.734 -0.055 -7.157 -6.908 -6.866 73.08 68.71 6.887 8.19 158.3 141 579.7 1.033 1.058 -6.905 -7.467 7.879 9.18 16.78
"2014-05-14 15:00:00" 114 2014.3688356164 2014 134 15 6.34 4.916 0.338 -6.78 -6.466 -6.531 73.82 70.24 6.362 7.527 170.9 152.9 579.6 1.032 1.057 -6.488 -7.059 7.637 8.75 16.75
"2014-05-14 16:00:00" 115 2014.3689497717 2014 134 16 6.198 4.778 0.525 -6.578 -6.235 -6.37 75.62 72.54 6.33 7.536 174.3 156.3 579.4 1.031 1.057 -6.393 -6.726 7.507 8.74 15.91
"2014-05-14 17:00:00" 116 2014.3690639269 2014 134 17 5.639 4.347 1.017 -6.569 -6.303 -6.39 78.53 75.52 6.424 7.544 170.9 154.4 579.4 1.032 1.057 -6.328 -6.757 7.559 8.65 15.66
