ID Year JulianDay SWin SWout NetRad AirTemp1(TC) AirTemp2(TC) AirTemp1(CS500) AirTemp2(CS500) RH1 RH2 WindSpeed1 WindSpeed2 WindDir1 WindDir2 AtmosPressure SnowHeight1 SnowHeight2 SnowTemp01 SnowTemp02 SnowTemp03 SnowTemp04 SnowTemp05 SnowTemp06 SnowTemp07 SnowTemp08 SnowTemp09 SnowTemp10 BattVoltage SWinMax SWoutMax NetRadMax MaxAirTemp1(TC) MaxAirTemp2(TC) MinAirTemp1(TC) MinAirTemp2(TC) MaxWindSpeed1 MaxWindSpeed2 StdDevWindSpeed1 StdDevWindSpeed2 RefTemp WindSpeed@2m WindSpeed@10m WindSensorHeight1 WindSensorHeight2 Albedo ZenithAngle
[-] [-] [-] [W/m2] [W/m2] [W/m2] [degC] [degC] [degC] [degC] [%] [%] [m/s] [m/s] [deg] [deg] [mbar] [m] [m] [degC] [degC] [degC] [degC] [degC] [degC] [degC] [degC] [degC] [degC] [V] [W/m2] [W/m2] [W/m2] [degC] [degC] [degC] [degC] [m/s] [m/s] [m/s] [m/s] [degC] [m/s] [m/s] [m] [m] [-] [deg]
 9 2012 153.0000  154.00  115.40    -3.83   4.26   4.57   4.42   4.56  81.09  80.37   8.98   9.78  83.1  83.6 919.0  -0.3310  -0.3246 999.00 999.00 -17.47 999.00 -18.39 -11.27 999.00 999.00  -5.67 999.00  13.39  187.40   18.20    0.05   4.61   4.88   3.94   4.23  10.36  10.94   0.43   0.43   5.05 999.00 999.00   0.20   2.62   0.77  81.99 11111111 11111111 11912112 115
 9 2012 153.0417   92.80   66.20    -4.82   4.23   4.53   4.34   4.50  81.28  80.46   9.04   9.82  83.3  83.8 919.0  -0.3360  -0.3395 999.00 999.00 -18.62 999.00 -18.44 -13.43 999.00 999.00  -6.79 999.00  13.30  123.20   17.20    0.02   4.54   4.81   3.87   4.15  10.36  11.00   0.44   0.45   4.74 999.00 999.00   0.21   2.64   0.77  85.23 11111111 11111111 11912112 115
 9 2012 153.0833   48.00   33.40    -5.88   4.08   4.39   4.18   4.34  81.55  80.57   8.93   9.75  82.0  82.1 919.0  -0.3399  -0.3370 999.00 999.00 -16.78 999.00 -18.50 -11.31 999.00 999.00 999.00 999.00  13.22   65.60    8.80    0.02   4.48   4.80   3.68   4.02  10.28  11.09   0.46   0.45   4.31 999.00 999.00   0.21   2.64   0.77  87.40 11111111 11111111 11912112 115
 9 2012 153.1250   21.00   17.20    -6.59   3.88   4.19   3.94   4.11  81.87  80.78   8.61   9.40  80.8  81.3 919.0  -0.3416  -0.3383 999.00 999.00 -13.54 999.00 -18.55  -7.45 999.00 999.00  -8.83 999.00  13.15   34.80    8.00    0.01   4.19   4.51   3.54   3.87   9.62  10.37   0.40   0.39   3.82 999.00 999.00   0.21   2.64   0.77  88.37 11111111 11111111 11112212 115
 9 2012 153.1667   27.00   14.20    -7.31   3.84   4.13   3.90   4.07  81.24  80.16   8.83   9.64  80.6  81.0 919.0  -0.3466  -0.3281 999.00 999.00  -9.45 999.00 -18.60  -3.60 999.00 999.00  -9.37 999.00  13.09   30.80    1.60    0.05   4.25   4.53   3.51   3.86  10.02  10.72   0.45   0.45   3.54 999.00 999.00   0.22   2.63   0.77  88.08 11111111 11111111 11112112 115
 9 2012 153.2083   30.80   19.40    -7.76   3.62   3.89   3.71   3.86  81.35  80.28   8.52   9.30  79.6  80.1 919.0  -0.3464  -0.3353 999.00 999.00  -5.90 999.00 -18.65  -2.33 999.00 999.00  -9.18 999.00  13.06   45.60    8.60    0.03   4.13   4.42   3.14   3.35  10.03  10.77   0.55   0.54   3.42 999.00 999.00   0.22   2.63   0.77  86.55 11111111 11111111 11112112 115
 9 2012 153.2500   72.40   37.80    -9.40   3.40   3.67   3.51   3.63  81.06  79.87   8.81   9.63  82.9  81.9 919.0  -0.3502  -0.3486 999.00 999.00  -4.30 999.00 -18.70  -1.72 999.00 999.00  -8.99 999.00  13.07  108.40   27.60    0.04   3.82   4.12   3.04   3.29  10.15  10.83   0.48   0.49   3.29 999.00 999.00   0.22   2.65   0.77  83.86 11111111 11111111 11112112 115
 9 2012 153.2917  142.20   78.80    -5.77   3.07   3.33   3.17   3.32  81.38  80.00 999.00 999.00 999.0 999.0 919.0  -0.3502  -0.3486 999.00 999.00  -3.82 999.00 -18.76  -3.72 999.00 999.00 999.00 999.00 999.00  999.00   25.60    0.11   3.43 999.00 999.00 999.00 999.00 999.00 999.00 999.00 999.00 999.00 999.00   0.22   2.65   0.77  80.19 22222222 21111222 11212212 115
 9 2012 153.3333  212.00  119.80    -2.13   2.74   3.00   2.83   3.02  81.70  80.13   9.11   9.94  78.4  79.3 919.0  -0.3494  -0.3321 999.00 999.00  -3.34 999.00 -18.81  -5.72 999.00 999.00  -9.38 999.00  13.20  254.40   23.60    0.17   3.03   3.32   2.46   2.69  10.49  11.22   0.50   0.51   3.08 999.00 999.00   0.22   2.63   0.77  75.75 11111111 11111111 11112112 115
 9 2012 153.3750  300.40  180.00     3.47   2.68   2.86   2.85   2.85  81.07  80.30   8.50   9.31  73.1  74.2 919.0  -0.3533  -0.3297 999.00 999.00  -1.54 999.00 -18.86  -5.90 999.00 999.00 -10.52 999.00  13.32  346.80   26.80    0.12   3.01   3.19   2.33   2.59   9.66  10.73   0.45   0.46   3.01 999.00 999.00   0.23   2.63   0.65  70.78 11111111 11111111 11112112 116
