"TOA5","CR1000_EGRIP_GC-Net","CR1000","48834","CR1000.Std.24","CPU:GOES 14 EGRIP.CR1","35434","Public"
"TIMESTAMP","RECORD","i1","Year","Month","DOM","Hour","Minute","Second","uSecond","WeekDay","Day_of_Year","TRef","alpha1","sw_in","sw_ref","tc_air(1)","tc_air(2)","t_air(1)","t_air(2)","rh(1)","rh(2)","U(1)","U(2)","Dir(1)","Dir(2)","pressure","SD_1","SD_2","Battery","p_flag","lat","lon","GoesResult","GPSdata(1)","GPSdata(2)","GPSdata(3)","GPSdata(4)","GPSdata(5)","GPSdata(6)","GPStime(1)","GPStime(2)","GPStime(3)","GPStime(4)","GPStime(5)","GPStime(6)","GPStime(7)","LoggerID"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-06-24 18:19:39.43",6531314,0,2017,6,24,18,0,0,0,7,175,-6.138607,0,"NAN","NAN",-9.115843,-8.974463,-8.860861,-8.52017,77.20054,74.95197,6.435333,7.114799,94.04701,264.6765,428.8132,1.9504,2.017,13.70453,0,7.562639E+08,-3.598117E+08,0,0,5.516431E+08,7.562639E+08,-3.598117E+08,271214,0,2017,6,24,18,12,26,0,24
