ID,Year,JD,HRMN,SurfaceT,RefT,SWin,SWout,Net,TCair1,TCair2,FWTC1,FWTC2,ASPTC1,ASPTC2,CST1,CST2,CSRH1,CSRH2,TRotron1,TRotron2,RHRotron1,RHRotron2
118,1999,105,1500,-37.55,-12.226,7.8895,6.8437,.12639,-12.114,-12.131,-12.09,-12.402,-10.831,-10.945,-11.738,-11.545,71.072,70.732,-12.87,-11.891,69.161,68.122
118,1999,105,1510,-37.117,-12.002,7.9202,6.9033,.11759,-11.931,-11.963,-11.88,-12.203,-10.651,-10.758,-11.598,-11.391,70.772,70.579,-12.66,-11.741,68.921,67.85
118,1999,105,1520,-36.75,-11.79,7.9342,6.9205,.08963,-11.714,-11.736,-11.664,-12.037,-10.369,-10.486,-11.366,-11.153,70.797,70.564,-12.461,-11.512,69.272,68.141
118,1999,105,1530,-36.281,-11.577,7.9412,6.919,.1226,-11.497,-11.51,-11.453,-11.784,-10.261,-10.291,-11.148,-10.929,70.431,70.258,-12.235,-11.286,69.047,67.862
118,1999,105,1540,-36.512,-11.362,7.9304,6.9056,.10226,-11.403,-11.412,-11.4,-11.752,-10.092,-10.194,-11.004,-10.837,70.86,70.68,-12.117,-11.188,69.475,68.237
118,1999,105,1550,-35.746,-11.151,7.9083,6.8948,.11414,-11.152,-11.141,-11.121,-11.516,-9.8828,-9.9906,-10.791,-10.545,70.094,69.761,-11.928,-11.029,69.142,67.844
118,1999,105,1600,-36.212,-10.936,7.8716,6.8604,.08866,-10.959,-10.956,-10.996,-11.38,-9.6472,-9.7275,-10.551,-10.318,69.921,69.722,-11.788,-10.809,69.129,67.811
118,1999,105,1610,-35.479,-10.705,7.8251,6.8185,.08251,-10.721,-10.736,-10.705,-11.061,-9.3712,-9.4909,-10.339,-10.132,69.647,69.6,-11.469,-10.55,68.821,67.543
118,1999,105,1620,-35.243,-10.473,7.7706,6.76,.06316,-10.513,-10.53,-10.535,-10.862,-9.147,-9.3119,-10.128,-9.9416,69.222,69.162,-11.232,-10.354,68.583,67.279
118,1999,105,1630,-35.309,-10.239,7.6952,6.6973,.04845,-10.285,-10.307,-10.303,-10.69,-8.8766,-9.066,-9.8827,-9.7229,69,69.08,-11.024,-10.085,68.262,66.97
118,1999,105,1640,-34.476,-10.011,7.6152,6.6224,.00865,-10.181,-10.219,-10.189,-10.498,-8.8661,-8.9582,-9.77,-9.6236,68.693,68.8,-10.875,-9.9762,68.021,66.776
118,1999,105,1650,-34.077,-9.7994,7.5252,6.5449,-.01566,-10.071,-10.093,-10.101,-10.463,-8.6375,-8.7771,-9.6504,-9.4973,68.766,68.879,-10.805,-9.8666,68.193,66.842
118,1999,105,1700,-33.743,-9.6022,7.4231,6.4536,-.01967,-9.9298,-9.9539,-9.9144,-10.285,-8.5185,-8.7015,-9.5245,-9.3515,68.358,68.532,-10.666,-9.7277,67.946,66.575
118,1999,105,1710,-37.135,-9.4173,7.3107,6.3391,-.01165,-9.9088,-9.9415,-9.9489,-10.313,-8.4787,-8.6353,-9.4536,-9.3471,69.032,69.312,-10.589,-9.7107,68.693,67.322
118,1999,105,1720,-33.939,-9.2502,7.1835,6.2319,-.03152,-9.7861,-9.8273,-9.8222,-10.142,-8.3828,-8.5291,-9.4083,-9.2552,68.896,69.229,-10.501,-9.6025,68.59,67.246
118,1999,105,1730,-33.905,-9.1077,7.0513,6.125,-.07224,-9.6853,-9.7368,-9.7397,-10.084,-8.2492,-8.4635,-9.2758,-9.1427,68.536,69.048,-10.402,-9.5035,68.309,66.925
118,1999,105,1740,-34.836,-8.9843,6.9101,5.9961,-.07706,-9.718,-9.7541,-9.8613,-10.137,-8.2425,-8.4797,-9.2628,-9.1763,68.715,69.154,-10.442,-9.4939,68.661,67.224
118,1999,105,1750,-33.438,-8.8902,6.7484,5.8673,-.10649,-9.6777,-9.7332,-9.8204,-10.124,-8.2292,-8.4189,-9.2168,-9.1303,68.627,69.186,-10.403,-9.5048,68.48,67.056
118,1999,105,1800,-33.803,-8.8184,6.5884,5.7285,-.13967,-9.5519,-9.5983,-9.7392,-10.022,-8.1044,-8.2992,-9.0782,-8.9984,67.779,68.385,-10.305,-9.3765,67.959,66.488
118,1999,105,1810,-33.337,-8.7627,6.4237,5.5862,-.15673,-9.6232,-9.6633,-9.7963,-10.089,-8.1441,-8.3206,-9.205,-9.0653,68.217,68.75,-10.395,-9.4468,68.384,66.867
118,1999,105,1820,-33.404,-8.7261,6.2363,5.4305,-.15598,-9.6295,-9.6496,-9.7184,-10.003,-8.0899,-8.3281,-9.2113,-9.0583,68.298,68.578,-10.435,-9.4364,68.531,66.941
118,1999,105,1830,-33.701,-8.6986,6.0489,5.2872,-.20386,-9.5304,-9.5487,-9.6804,-9.9957,-8.0139,-8.2354,-9.0932,-8.9535,67.689,68.008,-10.397,-9.3887,68.035,66.391
118,1999,105,1840,-33.798,-8.6901,5.8464,5.1325,-.24275,-9.5711,-9.5958,-9.6983,-10.006,-8.0277,-8.2944,-9.1364,-8.99,67.941,68.307,-10.381,-9.3929,68.234,66.631
118,1999,105,1850,-33.729,-8.6911,5.4755,4.8342,-.26746,-9.6088,-9.6053,-9.7239,-10.047,-8.144,-8.4016,-9.165,-9.012,68.023,68.316,-10.483,-9.4854,68.409,66.826
118,1999,105,1900,-33.961,-8.7177,4.7992,4.2713,-.32892,-9.7666,-9.7597,-9.8898,-10.13,-8.455,-8.7117,-9.3788,-9.2125,68.434,68.6,-10.604,-9.6862,68.64,67.156
118,1999,105,1910,-34.859,-8.767,4.6123,4.1167,-.33245,-9.9662,-9.9673,-10.095,-10.298,-8.6346,-8.904,-9.6051,-9.4454,69.119,69.411,-10.844,-9.856,69.092,67.682
118,1999,105,1920,-35.291,-8.8594,4.386,3.9182,-.3386,-10.193,-10.155,-10.325,-10.533,-8.9924,-9.2368,-9.8247,-9.6717,69.737,69.864,-11.103,-10.205,69.77,68.407
118,1999,105,1930,-34.991,-8.9829,4.6771,4.1699,-.32882,-10.215,-10.171,-10.326,-10.594,-8.8883,-9.2179,-9.8383,-9.6188,69.211,69.144,-11.184,-10.226,69.51,68.067
118,1999,105,1940,-34.991,-9.1024,4.418,3.9318,-.33662,-10.259,-10.173,-10.452,-10.662,-8.982,-9.2848,-9.8452,-9.5591,68.858,68.499,-11.214,-10.286,69.417,67.94
118,1999,105,1950,-35.49,-9.2149,3.6874,3.2765,-.38709,-10.482,-10.415,-10.575,-10.765,-9.3028,-9.6367,-10.105,-9.8586,69.17,69.031,-11.433,-10.515,69.337,68.106
118,1999,105,2000,-35.591,-9.3476,2.8803,2.5511,-.42143,-10.766,-10.716,-10.831,-10.968,-9.8818,-10.113,-10.463,-10.256,70.105,70.138,-11.711,-10.803,69.672,68.721
118,1999,105,2010,-36.158,-9.5028,2.5736,2.2746,-.43479,-10.909,-10.872,-10.915,-11.097,-10.151,-10.38,-10.714,-10.534,70.554,70.74,-11.849,-11.041,69.742,68.983
118,1999,105,2020,-36.395,-9.6752,2.2294,1.9726,-.44407,-11.151,-11.11,-11.213,-11.285,-10.503,-10.688,-10.957,-10.778,71.332,71.598,-12.095,-11.247,70.248,69.616
118,1999,105,2030,-36.996,-9.8633,2.0777,1.8438,-.43573,-11.311,-11.27,-11.347,-11.438,-10.783,-10.942,-11.109,-10.975,71.73,71.956,-12.302,-11.404,70.532,69.966
118,1999,105,2040,-37.596,-10.059,1.8841,1.6712,-.45446,-11.463,-11.426,-11.401,-11.477,-10.942,-11.088,-11.307,-11.121,72.139,72.431,-12.46,-11.552,70.748,70.295
118,1999,105,2050,-37.996,-10.246,1.6385,1.4469,-.45633,-11.533,-11.504,-11.487,-11.562,-11.147,-11.257,-11.406,-11.273,71.92,72.386,-12.529,-11.721,70.29,69.951
118,1999,105,2100,-38.23,-10.424,1.6142,1.4173,-.43324,-11.624,-11.598,-11.701,-11.724,-11.251,-11.367,-11.486,-11.399,71.948,72.467,-12.609,-11.73,70.197,69.898
118,1999,105,2110,-38.263,-10.589,1.7893,1.561,-.40672,-11.702,-11.661,-11.723,-11.752,-11.259,-11.398,-11.586,-11.452,72.061,72.374,-12.719,-11.91,70.297,69.978
118,1999,105,2120,-38.296,-10.738,1.7629,1.5291,-.39213,-11.741,-11.686,-11.764,-11.82,-11.317,-11.451,-11.619,-11.472,72.074,72.294,-12.738,-11.9,70.358,70.025
118,1999,105,2130,-38.263,-10.868,1.8645,1.6056,-.38695,-11.819,-11.739,-11.882,-11.949,-11.32,-11.477,-11.679,-11.486,71.948,71.908,-12.828,-11.97,70.271,69.905
118,1999,105,2140,-38.43,-10.983,1.7632,1.5095,-.39642,-11.994,-11.917,-11.995,-12.029,-11.477,-11.649,-11.838,-11.632,71.775,71.716,-12.988,-12.119,69.753,69.699
118,1999,105,2150,-38.731,-11.1,1.5315,1.3191,-.42547,-12.196,-12.125,-12.184,-12.295,-11.749,-11.934,-12.096,-11.857,71.865,71.885,-13.176,-12.347,69.004,69.543
118,1999,105,2200,-39.266,-11.231,1.5406,1.3489,-.43512,-12.462,-12.35,-12.436,-12.461,-11.917,-12.142,-12.321,-12.068,72.236,71.876,-13.443,-12.575,69.341,69.86
118,1999,105,2210,-39.666,-11.372,1.2912,1.1624,-.45794,-12.721,-12.618,-12.659,-12.696,-12.165,-12.409,-12.593,-12.307,72.484,72.031,-13.701,-12.833,69.482,69.962
118,1999,105,2220,-39.9,-11.53,1.0042,.93359,-.49079,-12.899,-12.809,-12.896,-12.929,-12.453,-12.659,-12.799,-12.539,72.638,72.425,-13.871,-13.042,69.437,69.916
118,1999,105,2230,-40.665,-11.7,.7506,.71605,-.51713,-13.096,-13.015,-13.094,-13.128,-12.738,-12.929,-12.992,-12.772,72.592,72.539,-14.07,-13.231,69.337,69.637
118,1999,105,2240,-40.932,-11.883,.51883,.50444,-.53838,-13.4,-13.34,-13.363,-13.357,-13.153,-13.305,-13.258,-13.118,72.745,72.958,-14.36,-13.581,69.497,69.111
118,1999,105,2250,-41.399,-12.084,.34334,.337,-.55558,-13.619,-13.577,-13.622,-13.64,-13.504,-13.61,-13.517,-13.384,72.8,73.18,-14.598,-13.789,69.446,69.087
118,1999,105,2300,-42.13,-12.307,.22536,.21614,-.56672,-13.851,-13.822,-13.862,-13.916,-13.827,-13.903,-13.763,-13.67,72.966,73.512,-14.838,-14.069,69.591,69.245
118,1999,105,2310,-42.662,-12.536,.14259,.12983,-.57396,-13.924,-13.912,-13.958,-14.004,-14.016,-14.057,-13.883,-13.81,72.653,73.405,-14.968,-14.14,69.198,68.912
118,1999,105,2320,-43.129,-12.761,.08787,.07899,-.58217,-14.041,-14.043,-14.093,-14.14,-14.191,-14.206,-13.976,-13.949,72.581,73.519,-15.067,-14.259,69.153,68.92
118,1999,105,2330,-43.731,-12.977,.05463,.04978,-.5892,-14.186,-14.19,-14.223,-14.204,-14.418,-14.401,-14.147,-14.121,72.493,73.418,-15.215,-14.406,68.958,68.759
118,1999,105,2340,-43.8,-13.189,.02929,.02649,-.58569,-14.448,-14.451,-14.473,-14.429,-14.693,-14.655,-14.366,-14.339,72.349,73.374,-15.513,-14.664,68.954,68.741
118,1999,105,2350,-44.499,-13.403,.01563,.01432,-.58229,-14.607,-14.607,-14.577,-14.545,-14.862,-14.817,-14.579,-14.539,72.191,73.202,-15.672,-14.823,68.663,68.47
118,1999,106,0,-44.699,-13.61,.0088,.0079,-.57852,-14.867,-14.874,-14.877,-14.866,-15.087,-15.07,-14.798,-14.778,72.504,73.516,-15.931,-15.093,68.963,68.763
118,1999,106,10,-44.603,-13.811,.00337,.00329,-.57225,-14.986,-14.991,-15.052,-15.052,-15.238,-15.2,-14.943,-14.923,72.463,73.455,-16.079,-15.21,68.888,68.688
118,1999,106,20,-44.938,-14.007,.00206,.00255,-.5729,-15.083,-15.084,-15.109,-15.101,-15.324,-15.299,-15.041,-14.981,72.24,73.252,-16.117,-15.298,68.672,68.492
118,1999,106,30,-45.139,-14.187,0,.00173,-.56664,-15.39,-15.396,-15.409,-15.339,-15.604,-15.58,-15.327,-15.287,72.908,73.873,-16.425,-15.617,69.299,69.1
118,1999,106,40,-45.272,-14.372,0,.00058,-.56464,-15.439,-15.443,-15.505,-15.496,-15.691,-15.646,-15.393,-15.366,72.536,73.548,-16.525,-15.696,68.947,68.748
118,1999,106,50,-45.606,-14.547,0,0,-.56306,-15.454,-15.455,-15.489,-15.482,-15.717,-15.672,-15.406,-15.406,72.217,73.195,-16.535,-15.686,68.595,68.448
118,1999,106,100,-45.739,-14.702,0,.00033,-.56462,-15.613,-15.618,-15.678,-15.652,-15.853,-15.811,-15.513,-15.499,72.37,73.362,-16.704,-15.846,68.748,68.562
118,1999,106,110,-46.105,-14.842,0,.00025,-.56567,-15.481,-15.478,-15.527,-15.438,-15.756,-15.714,-15.473,-15.446,72.064,72.936,-16.585,-15.726,68.409,68.196
118,1999,106,120,-46.072,-14.964,0,.00008,-.56304,-15.639,-15.637,-15.613,-15.59,-15.884,-15.839,-15.573,-15.573,72.011,72.923,-16.734,-15.866,68.369,68.176
118,1999,106,130,-46.272,-15.074,0,0,-.56311,-15.685,-15.685,-15.782,-15.727,-15.937,-15.896,-15.626,-15.599,71.312,72.297,-16.764,-15.915,67.81,67.61
118,1999,106,140,-46.305,-15.175,0,.00008,-.56426,-15.849,-15.852,-15.873,-15.864,-16.077,-16.044,-15.772,-15.739,71.358,72.357,-16.904,-16.065,67.776,67.57
118,1999,106,150,-46.438,-15.279,0,0,-.56191,-16.02,-16.018,-16.015,-16.019,-16.259,-16.223,-15.925,-15.925,71.078,72.057,-17.084,-16.245,67.596,67.39
118,1999,106,200,-46.804,-15.392,0,.00008,-.5551,-16.149,-16.146,-16.166,-16.172,-16.389,-16.35,-16.092,-16.072,70.845,71.791,-17.224,-16.385,67.343,67.11
118,1999,106,210,-46.904,-15.508,0,.00008,-.55312,-16.245,-16.242,-16.269,-16.257,-16.476,-16.443,-16.185,-16.192,70.732,71.671,-17.354,-16.475,67.197,66.984
118,1999,106,220,-46.937,-15.627,0,.00066,-.55108,-16.394,-16.396,-16.382,-16.334,-16.613,-16.587,-16.312,-16.312,70.692,71.644,-17.483,-16.645,67.144,66.944
118,1999,106,230,-47.137,-15.749,0,.00016,-.54669,-16.579,-16.578,-16.645,-16.659,-16.812,-16.773,-16.491,-16.471,71.225,72.15,-17.663,-16.794,67.603,67.417
118,1999,106,240,-47.636,-15.872,0,.00008,-.54052,-16.65,-16.645,-16.65,-16.654,-16.875,-16.839,-16.598,-16.565,71.232,72.21,-17.703,-16.884,67.596,67.403
118,1999,106,250,-47.571,-15.991,0,.00025,-.54385,-16.563,-16.553,-16.583,-16.528,-16.801,-16.761,-16.517,-16.484,71.047,71.906,-17.672,-16.794,67.438,67.219
118,1999,106,300,-47.84,-16.093,0,.00025,-.54365,-16.58,-16.577,-16.522,-16.544,-16.808,-16.778,-16.49,-16.476,70.871,71.743,-17.651,-16.802,67.256,67.009
118,1999,106,310,-48.141,-16.175,0,.00016,-.54456,-16.393,-16.387,-16.401,-16.397,-16.65,-16.612,-16.349,-16.302,70.387,71.232,-17.5,-16.651,66.811,66.591
118,1999,106,320,-48.242,-16.233,0,.00041,-.54467,-16.476,-16.475,-16.485,-16.451,-16.706,-16.667,-16.395,-16.362,70.189,71.062,-17.559,-16.71,66.634,66.401
118,1999,106,330,-47.644,-16.283,0,.00033,-.54199,-16.66,-16.653,-16.737,-16.78,-16.882,-16.849,-16.561,-16.568,70.204,71.083,-17.708,-16.849,66.595,66.362
118,1999,106,340,-47.711,-16.337,0,.00008,-.54209,-16.613,-16.614,-16.654,-16.58,-16.844,-16.8,-16.528,-16.508,70.191,71.083,-17.688,-16.809,66.589,66.402
118,1999,106,350,-47.811,-16.393,0,.00008,-.53771,-16.823,-16.822,-16.782,-16.768,-17.033,-16.988,-16.701,-16.694,70.564,71.483,-17.878,-16.999,66.975,66.762
118,1999,106,400,-48.144,-16.455,0,0,-.53324,-16.973,-16.965,-16.989,-16.967,-17.212,-17.175,-16.934,-16.874,70.924,71.803,-18.047,-17.208,67.261,67.055
118,1999,106,410,-48.277,-16.538,0,.00008,-.53365,-17.031,-17.028,-17.015,-16.992,-17.246,-17.208,-16.92,-16.92,70.871,71.756,-18.107,-17.258,67.248,66.995
118,1999,106,420,-48.313,-16.621,0,.00008,-.53252,-17.208,-17.203,-17.287,-17.301,-17.418,-17.388,-17.112,-17.139,71.014,71.926,-18.285,-17.416,67.345,67.085
118,1999,106,430,-48.482,-16.715,0,0,-.53175,-17.294,-17.284,-17.334,-17.303,-17.519,-17.482,-17.237,-17.217,71.232,72.071,-18.353,-17.534,67.549,67.322
118,1999,106,440,-48.783,-16.809,0,0,-.53195,-17.293,-17.292,-17.281,-17.259,-17.501,-17.469,-17.19,-17.19,71.294,72.233,-18.372,-17.523,67.577,67.384
118,1999,106,450,-48.884,-16.894,0,.00016,-.53031,-17.294,-17.288,-17.276,-17.26,-17.528,-17.496,-17.263,-17.25,71.714,72.6,-18.382,-17.543,67.945,67.712
118,1999,106,500,-48.951,-16.972,0,.00008,-.53286,-17.315,-17.31,-17.382,-17.391,-17.548,-17.517,-17.276,-17.223,71.901,72.793,-18.392,-17.533,68.105,67.872
118,1999,106,510,-48.951,-17.042,0,.00025,-.53108,-17.231,-17.222,-17.311,-17.311,-17.456,-17.431,-17.183,-17.156,71.468,72.421,-18.312,-17.473,67.825,67.579
118,1999,106,520,-49.051,-17.096,0,.00016,-.527,-17.192,-17.186,-17.269,-17.289,-17.418,-17.393,-17.13,-17.103,71.455,72.348,-18.302,-17.403,67.705,67.479
118,1999,106,530,-48.818,-17.137,0,.00008,-.5269,-17.238,-17.232,-17.305,-17.329,-17.437,-17.41,-17.176,-17.123,71.289,72.194,-18.312,-17.453,67.612,67.353
118,1999,106,540,-48.951,-17.171,0,.00016,-.50695,-17.16,-17.156,-17.224,-17.208,-17.382,-17.357,-17.076,-17.083,71.708,72.661,-18.262,-17.363,67.952,67.712
118,1999,106,550,-48.818,-17.193,0,.00041,-.49535,-17.069,-17.064,-17.115,-17.107,-17.267,-17.248,-16.97,-16.95,71.828,72.641,-18.152,-17.273,68.052,67.819
118,1999,106,600,-48.551,-17.197,0,.00156,-.49781,-17.108,-17.099,-17.232,-17.211,-17.309,-17.287,-17.05,-16.99,71.868,72.721,-18.212,-17.333,68.152,67.885
118,1999,106,610,-48.618,-17.21,.00066,.00239,-.51419,-17.236,-17.231,-17.31,-17.284,-17.429,-17.406,-17.136,-17.156,72.161,73.094,-18.292,-17.453,68.378,68.145
118,1999,106,620,-48.685,-17.226,.00173,.00296,-.50829,-17.087,-17.074,-17.106,-17.098,-17.295,-17.272,-17.056,-16.996,72.414,73.287,-18.172,-17.303,68.638,68.385
118,1999,106,630,-48.718,-17.234,.00329,.00329,-.47547,-17.168,-17.167,-17.143,-17.147,-17.339,-17.32,-17.07,-17.023,72.461,73.4,-18.222,-17.353,68.731,68.465
118,1999,106,640,-48.651,-17.244,.00634,.00552,-.46158,-17.214,-17.213,-17.215,-17.214,-17.382,-17.373,-17.13,-17.136,72.674,73.633,-18.292,-17.413,68.904,68.651
118,1999,106,650,-48.818,-17.253,.01334,.01227,-.44699,-17.113,-17.103,-17.164,-17.161,-17.277,-17.272,-17.036,-17.03,73.147,74.019,-18.222,-17.333,69.251,69.004
118,1999,106,700,-48.318,-17.26,.03121,.02701,-.37401,-17.056,-17.055,-17.125,-17.117,-17.209,-17.208,-16.943,-16.97,73.24,74.086,-18.132,-17.263,69.391,69.131
118,1999,106,710,-48.285,-17.251,.06694,.05731,-.36647,-16.971,-16.958,-16.996,-16.989,-17.091,-17.09,-16.876,-16.843,73.46,74.346,-18.042,-17.193,69.637,69.411
118,1999,106,720,-48.285,-17.231,.11016,.09271,-.36974,-16.962,-16.953,-16.953,-16.96,-17.074,-17.067,-16.883,-16.843,73.66,74.572,-18.032,-17.163,69.87,69.61
118,1999,106,730,-48.285,-17.205,.14837,.12597,-.42614,-16.99,-16.99,-17.012,-17.014,-17.108,-17.1,-16.89,-16.856,73.58,74.539,-18.032,-17.193,69.817,69.524
118,1999,106,740,-48.285,-17.181,.1804,.16335,-.4719,-17.003,-16.996,-17.024,-17.007,-17.086,-17.097,-16.883,-16.843,73.58,74.446,-18.012,-17.183,69.724,69.524
118,1999,106,750,-48.285,-17.142,.24273,.22387,-.45862,-16.987,-16.967,-17.041,-17.026,-17.02,-17.033,-16.903,-16.883,73.42,74.272,-17.992,-17.193,69.451,69.344
118,1999,106,800,-48.218,-17.082,.39191,.35791,-.39902,-16.911,-16.915,-16.988,-17.006,-16.881,-16.88,-16.803,-16.757,73.04,73.973,-17.892,-17.073,69.024,68.944
118,1999,106,810,-47.752,-16.998,.67728,.59149,-.27512,-16.935,-16.935,-16.909,-16.931,-16.842,-16.827,-16.79,-16.777,73.027,73.913,-17.872,-17.063,68.958,68.871
118,1999,106,820,-47.719,-16.908,.85069,.72925,-.24014,-16.789,-16.787,-16.831,-16.857,-16.69,-16.685,-16.677,-16.643,73.3,74.186,-17.752,-16.883,69.264,69.024
118,1999,106,830,-47.219,-16.805,.99532,.83896,-.19231,-16.589,-16.588,-16.607,-16.666,-16.474,-16.47,-16.43,-16.437,72.98,73.886,-17.592,-16.723,69.131,68.771
118,1999,106,840,-46.986,-16.69,1.4248,1.1782,-.08732,-16.262,-16.265,-16.372,-16.388,-16.063,-16.054,-16.131,-16.111,72.854,73.779,-17.223,-16.334,68.924,68.571
118,1999,106,850,-46.387,-16.517,1.4847,1.2255,-.0631,-16.053,-16.06,-16.118,-16.132,-15.822,-15.812,-15.864,-15.844,72.647,73.573,-16.943,-16.104,68.864,68.511
118,1999,106,900,-45.754,-16.339,1.4968,1.2358,-.07193,-16.022,-16.029,-16.106,-16.098,-15.811,-15.814,-15.818,-15.798,73.067,73.986,-16.943,-16.104,69.49,69.078
118,1999,106,910,-45.788,-16.193,1.643,1.3568,-.09848,-15.888,-15.894,-15.927,-15.954,-15.658,-15.678,-15.731,-15.711,73,73.906,-16.863,-16.004,69.577,69.124
118,1999,106,920,-45.488,-16.056,2.0757,1.7051,-.04099,-15.794,-15.811,-15.871,-15.878,-15.482,-15.497,-15.631,-15.591,73.04,74.033,-16.763,-15.874,69.584,69.111
118,1999,106,930,-45.088,-15.903,2.3196,1.9104,.01164,-15.578,-15.594,-15.731,-15.75,-15.237,-15.239,-15.405,-15.391,73.193,74.093,-16.563,-15.694,69.724,69.184
118,1999,106,940,-44.589,-15.729,2.0512,1.7016,-.04406,-15.273,-15.294,-15.412,-15.395,-14.97,-14.991,-15.118,-15.092,73.247,74.159,-16.224,-15.355,69.744,69.244
118,1999,106,950,-44.355,-15.55,1.775,1.4887,-.10142,-15.141,-15.166,-15.289,-15.309,-14.903,-14.891,-14.999,-14.945,73.346,74.205,-16.084,-15.205,69.89,69.423
118,1999,106,1000,-43.953,-15.401,1.8384,1.5516,-.13536,-15.188,-15.209,-15.292,-15.307,-14.933,-14.914,-14.994,-15.014,73.494,74.42,-16.136,-15.257,70.085,69.598
118,1999,106,1010,-43.917,-15.29,1.9378,1.6345,-.17637,-15.09,-15.108,-15.217,-15.238,-14.83,-14.81,-14.948,-14.908,73.198,74.117,-16.068,-15.159,69.928,69.402
118,1999,106,1020,-43.816,-15.19,2.1681,1.8188,-.1968,-14.931,-14.947,-15.021,-15.03,-14.646,-14.602,-14.789,-14.756,72.497,73.283,-15.929,-15.04,69.247,68.715
118,1999,106,1030,-43.749,-15.072,2.4726,2.0675,-.17707,-14.818,-14.84,-14.949,-14.979,-14.433,-14.395,-14.616,-14.603,72.35,73.189,-15.76,-14.851,69.067,68.561
118,1999,106,1040,-43.516,-14.924,3.4972,2.9075,-.06991,-14.72,-14.758,-14.854,-14.86,-14.174,-14.101,-14.536,-14.47,71.996,72.815,-15.6,-14.751,68.6,68.121
118,1999,106,1050,-43.05,-14.719,4.2312,3.5184,.01454,-14.511,-14.567,-14.677,-14.703,-13.798,-13.69,-14.277,-14.223,71.483,72.302,-15.29,-14.451,68.087,67.581
118,1999,106,1100,-42.117,-14.459,4.2601,3.5621,.06267,-14.461,-14.517,-14.669,-14.676,-13.734,-13.637,-14.23,-14.184,71.362,72.181,-15.221,-14.382,68.02,67.38
118,1999,106,1110,-41.614,-14.213,4.3398,3.6381,.02977,-14.33,-14.389,-14.499,-14.518,-13.588,-13.475,-14.099,-14.059,71.377,72.183,-15.134,-14.265,68.121,67.389
118,1999,106,1120,-41.546,-14.002,3.6117,3.0594,-.12861,-14.285,-14.344,-14.444,-14.477,-13.682,-13.579,-14.067,-14.034,72.2,73.039,-15.135,-14.246,68.844,68.112
118,1999,106,1130,-42.71,-13.86,3.6476,3.1113,-.15089,-14.269,-14.33,-14.413,-14.437,-13.623,-13.501,-14.081,-14.054,71.905,72.684,-15.116,-14.237,68.729,67.95
118,1999,106,1140,-41.578,-13.754,3.936,3.3587,-.16264,-14.179,-14.248,-14.401,-14.41,-13.502,-13.365,-13.988,-13.895,71.758,72.584,-15.036,-14.138,68.436,67.61
118,1999,106,1150,-42.41,-13.668,4.1176,3.5069,-.16455,-14.145,-14.215,-14.3,-14.31,-13.49,-13.319,-13.968,-13.901,71.625,72.41,-14.997,-14.108,68.442,67.617
118,1999,106,1200,-41.278,-13.587,5.3632,4.5577,-.1125,-13.921,-14.021,-14.19,-14.211,-13.004,-12.724,-13.695,-13.655,70.586,71.378,-14.727,-13.808,67.597,66.531
118,1999,106,1210,-40.912,-13.473,6.0938,5.1783,-.11339,-13.717,-13.843,-14.061,-14.077,-12.647,-12.305,-13.429,-13.402,69.947,70.819,-14.477,-13.549,67.21,65.985
118,1999,106,1220,-40.08,-13.335,5.5199,4.7085,-.19227,-13.575,-13.698,-13.842,-13.843,-12.65,-12.234,-13.289,-13.262,69.627,70.479,-14.338,-13.439,67.037,65.925
118,1999,106,1230,-39.747,-13.206,5.7818,4.934,-.16047,-13.408,-13.54,-13.705,-13.712,-12.481,-12.04,-13.116,-13.083,69.64,70.533,-14.188,-13.229,67.037,66.511
118,1999,106,1240,-39.414,-13.08,6.6024,5.6134,-.06451,-13.172,-13.335,-13.594,-13.585,-12.279,-11.608,-12.856,-12.836,68.595,69.574,-13.968,-13.019,66.551,66.039
118,1999,106,1250,-38.648,-12.929,6.8225,5.8036,-.06012,-12.996,-13.17,-13.453,-13.448,-12.111,-11.445,-12.57,-12.623,68.349,69.441,-13.788,-12.81,66.491,66.005
118,1999,106,1300,-38.316,-12.755,7.1099,6.028,.02757,-12.869,-13.045,-13.272,-13.275,-11.788,-11.211,-12.523,-12.53,68.668,69.767,-13.629,-12.69,66.644,66.298
118,1999,106,1310,-37.883,-12.554,7.4866,6.3417,.16213,-12.563,-12.746,-13.002,-13.011,-11.293,-10.835,-12.217,-12.244,68.242,69.208,-13.359,-12.38,66.391,66.098
118,1999,106,1320,-37.483,-12.316,7.1585,6.0411,.17786,-12.434,-12.605,-12.856,-12.862,-11.227,-10.869,-12.051,-12.064,68.808,69.86,-13.179,-12.26,66.811,66.624
118,1999,106,1330,-37.15,-12.087,5.1398,4.3653,-.11863,-12.617,-12.741,-12.956,-12.957,-11.701,-11.473,-12.317,-12.25,70.273,71.431,-13.369,-12.51,67.776,67.849
118,1999,106,1340,-37.084,-11.955,5.9721,5.1153,-.11382,-12.53,-12.672,-12.848,-12.847,-11.571,-11.433,-12.264,-12.264,69.86,70.879,-13.339,-12.48,67.537,67.557
118,1999,106,1350,-38.449,-11.867,7.3329,6.2782,-.0001,-12.186,-12.382,-12.694,-12.683,-10.964,-10.821,-11.831,-11.864,68.868,70.073,-13.009,-12.051,67.55,66.997
