ID,Year,JD,HRMN,SWin,Flag,T-200T1,T-200T2,083RH1,083RH2,Vf1,Vf2,Vf3,U1,Dir1,SR-50,Battery
122,1999,97,1920,999,1,-16.355,-16.245,67.3,60.257,9.7165,9.0926,9.0968,999,95.63,64.603,14.265
122,1999,97,1930,999,1,-16.207,-15.94,67.745,60.123,9.717,9.0987,9.1089,999,96.198,64.503,14.255
122,1999,97,1940,999,1,-16.02,-15.607,67.104,58.961,9.7171,9.1059,9.1218,999,95.365,63.333,13.813
122,1999,97,1950,999,1,-16.1,-15.973,67.174,59.654,9.7175,9.1032,9.1081,999,95.346,64.075,12.828
122,1999,97,2000,999,1,-16.171,-16.504,67.408,62.172,9.7177,9.1007,9.0879,999,95.745,66.727,12.641
122,1999,97,2010,999,1,-16.215,-16.714,67.573,63.116,9.717,9.0983,9.0792,999,95.954,67.614,12.666
122,1999,97,2020,999,1,-16.156,-16.959,64.857,63.184,9.7159,9.0996,9.0688,999,92.012,67.771,13.067
122,1999,97,2030,999,1,-16.222,-17.106,64.227,63.385,9.7156,9.0967,9.0629,999,91.225,67.964,13.154
122,1999,97,2040,999,1,-16.429,-17.348,64.115,63.311,9.7155,9.0887,9.0535,999,91.012,67.903,13.118
122,1999,97,2050,999,1,-16.82,-17.87,64.295,64.133,9.7168,9.0751,9.0349,999,91.278,68.768,13.093
122,1999,97,2100,999,1,-17.291,-18.314,65.513,65.177,9.7167,9.0568,9.0177,999,93.076,69.894,13.084
122,1999,97,2110,999,1,-17.693,-18.713,66.226,65.782,9.7161,9.041,9.002,999,94.06,70.597,13.076
122,1999,97,2120,999,1,-18.154,-19.267,65.551,65.643,9.7166,9.0237,8.9812,999,93,70.273,13.064
122,1999,97,2130,999,1,-18.725,-19.796,65.788,65.575,9.7161,9.0015,8.9605,999,93.45,70.35,13.054
122,1999,97,2140,999,1,-19.3,-20.179,66.582,65.387,9.7163,8.9797,8.946,999,94.517,70.007,13.04
122,1999,97,2150,999,1,-19.72,-20.529,66.89,64.665,9.7173,8.9645,8.9335,999,94.979,69.318,13.027
122,1999,97,2200,999,1,-20.027,-20.917,66.846,64.871,9.718,8.9534,8.9193,999,94.886,69.513,12.999
122,1999,97,2210,999,1,-20.46,-21.353,67.618,65.421,9.7179,8.9367,8.9026,999,96.086,70.205,12.976
122,1999,97,2220,999,1,-20.973,-21.776,68.952,66.404,9.7185,8.9176,8.8869,999,97.981,71.238,12.957
122,1999,97,2230,999,1,-21.526,-22.183,69.27,66.423,9.7183,8.8963,8.8711,999,98.328,71.21,12.938
122,1999,97,2240,999,1,-21.89,-22.61,68.553,65.339,9.7176,8.8817,8.8541,999,97.44,70.208,12.92
122,1999,97,2250,999,1,-22.27,-23.028,70.911,68.478,9.7179,8.8675,8.8384,999,100.82,73.463,12.906
122,1999,97,2300,999,1,-22.654,-23.357,72.522,70.169,9.7182,8.853,8.8261,999,103.03,75.143,12.889
122,1999,97,2310,999,1,-22.841,-23.532,75.446,73.021,9.7183,8.8459,8.8195,999,107.23,78.412,12.877
122,1999,97,2320,999,1,-22.877,-23.665,74.873,73.284,9.7179,8.8442,8.814,999,106.35,78.582,12.867
122,1999,97,2330,999,1,-22.989,-23.753,75.17,73.048,9.7181,8.8401,8.8109,999,106.7,78.322,12.858
122,1999,97,2340,999,1,-22.945,-23.667,74.524,72.772,9.7193,8.8429,8.8152,999,105.84,77.879,12.848
122,1999,97,2350,999,1,-22.658,-23.287,74.688,71.874,9.719,8.8536,8.8295,999,106.02,77.125,12.843
122,1999,98,0,999,1,-22.35,-23.093,72.613,69.937,9.7185,8.865,8.8365,999,102.99,74.988,12.835
122,1999,98,10,999,1,-22.302,-23.115,71.091,68.778,9.7184,8.8667,8.8356,999,100.91,73.799,12.83
122,1999,98,20,999,1,-22.375,-23.191,70.365,68.246,9.7184,8.8638,8.8326,999,99.876,73.225,12.824
122,1999,98,30,999,1,-22.501,-23.332,69.533,67.58,9.7184,8.8591,8.8272,999,98.713,72.486,12.822
122,1999,98,40,999,1,-22.623,-23.473,68.881,66.824,9.7185,8.8545,8.822,999,97.774,71.677,12.815
122,1999,98,50,999,1,-22.841,-23.709,67.916,66.169,9.7182,8.8459,8.8127,999,96.436,70.966,12.809
122,1999,98,100,999,1,-23.096,-23.952,67.068,65.405,9.7183,8.8362,8.8034,999,95.181,70.042,12.803
122,1999,98,110,999,1,-23.34,-24.182,67.946,66.141,9.7183,8.8268,8.7946,999,96.579,70.98,12.796
122,1999,98,120,999,1,-23.36,-24.022,69.663,66.791,9.718,8.8258,8.8005,999,99.019,71.651,12.793
122,1999,98,130,999,1,-23.069,-23.646,70.059,66.319,9.7182,8.8371,8.8151,999,99.456,71.168,12.788
122,1999,98,140,999,1,-22.762,-23.39,69.397,65.96,9.7182,8.8488,8.8248,999,98.563,70.847,12.782
122,1999,98,150,999,1,-22.509,-23.162,68.994,65.792,9.7182,8.8585,8.8336,999,97.901,70.548,12.778
122,1999,98,200,999,1,-22.371,-23.108,67.654,65.072,9.7183,8.8639,8.8357,999,96.109,69.824,12.773
122,1999,98,210,999,1,-22.447,-23.23,67.053,64.952,9.7183,8.861,8.8311,999,95.239,69.756,12.773
122,1999,98,220,999,1,-22.587,-23.406,67.53,65.552,9.7183,8.8557,8.8244,999,95.869,70.315,12.768
122,1999,98,230,999,1,-22.764,-23.555,67.826,65.747,9.7184,8.849,8.8187,999,96.333,70.59,12.765
122,1999,98,240,999,1,-22.896,-23.679,68.551,66.423,9.7184,8.8439,8.8139,999,97.402,71.311,12.76
122,1999,98,250,999,1,-22.91,-23.659,69.59,67.204,9.7183,8.8433,8.8147,999,98.841,72.12,12.756
122,1999,98,300,999,1,-22.803,-23.536,69.37,66.92,9.7183,8.8474,8.8194,999,98.434,71.768,12.751
122,1999,98,310,999,1,-22.824,-23.642,68.393,66.329,9.7184,8.8467,8.8154,999,97.068,71.124,12.747
122,1999,98,320,999,1,-22.955,-23.818,67.791,65.928,9.7186,8.8419,8.8088,999,96.275,70.739,12.747
122,1999,98,330,999,1,-23.168,-24.008,68.326,66.528,9.7188,8.8339,8.8018,999,97.066,71.415,12.745
122,1999,98,340,999,1,-23.377,-24.202,68.247,66.407,9.7193,8.8263,8.7947,999,96.967,71.288,12.738
122,1999,98,350,999,1,-23.526,-24.327,69.198,67.018,9.7198,8.8211,8.7905,999,98.287,71.943,12.734
122,1999,98,400,999,1,-23.557,-24.366,68.203,65.771,9.7196,8.8197,8.7887,999,96.843,70.634,12.732
122,1999,98,410,999,1,-23.696,-24.567,67.063,65.329,9.7198,8.8146,8.7812,999,95.149,70.071,12.728
122,1999,98,420,999,1,-23.987,-24.848,67.129,65.554,9.7195,8.8032,8.7702,999,95.311,70.236,12.726
122,1999,98,430,999,1,-24.313,-25.219,66,64.613,9.7198,8.791,8.7563,999,93.699,69.343,12.721
122,1999,98,440,999,1,-24.72,-25.662,65.252,63.906,9.7199,8.7755,8.7394,999,92.711,68.661,12.719
122,1999,98,450,999,1,-25.238,-26.132,66.111,64.88,9.72,8.7558,8.7215,999,94.028,69.733,12.715
122,1999,98,500,999,1,-25.619,-26.474,67.857,66.634,9.7204,8.7415,8.7088,999,96.304,71.352,12.713
122,1999,98,510,999,1,-25.832,-26.591,70.944,69.353,9.7205,8.7334,8.7044,999,100.86,74.536,12.712
122,1999,98,520,999,1,-25.828,-26.554,70.901,68.834,9.7211,8.7341,8.7063,999,100.7,73.976,12.71
122,1999,98,530,999,1,-25.834,-26.647,68.647,66.869,9.7214,8.7342,8.7031,999,97.224,71.598,12.705
122,1999,98,540,999,1,-26.218,-27.395,59.882,59.22,9.7216,8.7196,8.6746,999,84.756,63.466,12.702
122,1999,98,550,999,1,-27.254,-28.624,60.592,59.941,9.7217,8.6801,8.6277,999,86.246,64.489,12.698
122,1999,98,600,999,1,-28.107,-29.328,63.648,63.071,9.7219,8.6476,8.6009,999,90.516,67.786,12.695
122,1999,98,610,999,1,-28.529,-29.513,66.965,65.95,9.7219,8.6314,8.5937,999,95.283,70.868,12.689
122,1999,98,620,999,1,-28.558,-29.344,70.145,68.437,9.7216,8.63,8.5999,999,99.758,73.474,12.684
122,1999,98,630,999,1,-28.289,-28.954,70.914,68.634,9.7216,8.6404,8.6149,999,100.43,73.482,12.679
122,1999,98,640,999,1,-28.201,-29.054,61.985,59.919,9.7217,8.6438,8.6112,999,87.805,64.261,12.678
122,1999,98,650,999,1,-28.514,-29.547,64.116,61.233,9.7219,8.632,8.5925,999,91.298,65.832,12.674
122,1999,98,700,999,1,-28.78,-29.738,69.032,66.39,9.7222,8.6221,8.5854,999,98.068,71.283,12.671
122,1999,98,710,999,1,-28.907,-29.886,62.359,60.747,9.7217,8.6168,8.5793,999,88.15,65.052,12.668
122,1999,98,720,999,1,-29.399,-30.521,57.882,55.726,9.722,8.5982,8.5553,999,82.342,59.883,12.663
122,1999,98,730,999,1,-30.173,-31.4,60.154,58.167,9.7229,8.5694,8.5224,999,85.295,62.445,12.66
122,1999,98,740,999,1,-31.048,-32.232,63.842,61.521,9.7232,8.5362,8.4908,999,91.192,66.265,12.658
122,1999,98,750,999,1,-31.181,-31.935,71.732,69.39,9.7229,8.5307,8.5019,999,101.92,74.506,12.653
122,1999,98,800,999,1,-30.889,-31.589,68.442,65.522,9.7227,8.5418,8.515,999,97.116,70.303,12.65
122,1999,98,810,999,1,-30.692,-31.379,69.154,66.006,9.7223,8.549,8.5227,999,98.246,70.875,12.65
122,1999,98,820,999,1,-30.243,-30.804,71.664,67.813,9.7215,8.5655,8.544,999,101.87,72.803,12.651
122,1999,98,830,999,1,-29.533,-30.062,71.178,67.597,9.7214,8.5926,8.5723,999,100.97,72.536,12.661
122,1999,98,840,999,1,-29.184,-29.873,69.173,66.189,9.7218,8.6063,8.5799,999,98.249,71.06,12.673
122,1999,98,850,999,1,-28.789,-29.362,69.937,66.401,9.7224,8.6219,8.5999,999,99.249,71.236,12.701
122,1999,98,900,999,1,-28.347,-29.016,68.318,65.297,9.7228,8.6392,8.6136,999,96.938,70.05,12.746
122,1999,98,910,999,1,-28.006,-28.769,68.37,65.388,9.7228,8.6522,8.623,999,97.147,70.209,12.913
122,1999,98,920,999,1,-27.569,-28.404,68.479,65.592,9.723,8.6691,8.6372,999,97.219,70.371,13
122,1999,98,930,999,1,-27.269,-28.226,67.229,64.973,9.7225,8.6802,8.6436,999,95.363,69.697,13.373
122,1999,98,940,999,1,-27.637,-29.065,60.958,60.519,9.7231,8.6666,8.6119,999,86.249,64.832,13.488
122,1999,98,950,999,1,-28.727,-30.088,60.309,60.015,9.7232,8.625,8.5729,999,85.617,64.431,13.692
122,1999,98,1000,999,1,-29.648,-30.828,59.646,59.209,9.7233,8.5898,8.5446,999,84.626,63.581,13.557
122,1999,98,1010,999,1,-30.612,-31.705,58.795,58.117,9.724,8.5535,8.5117,999,83.605,62.469,13.692
122,1999,98,1020,999,1,-31.112,-32.005,61.066,59.55,9.7241,8.5344,8.5003,999,86.828,64.001,14.049
122,1999,98,1030,999,1,-30.912,-31.609,64.09,61.816,9.7236,8.5417,8.515,999,91.087,66.4,14.485
122,1999,98,1040,999,1,-30.255,-30.888,65.458,62.984,9.7226,8.566,8.5417,999,92.982,67.636,14.898
122,1999,98,1050,999,1,-29.485,-30.085,66.683,64.134,9.7222,8.5951,8.5721,999,94.707,68.834,15.059
122,1999,98,1100,999,1,-28.653,-29.215,67.991,65.317,9.7222,8.627,8.6054,999,96.573,70.132,15.214
122,1999,98,1110,999,1,-27.812,-28.42,67.86,65.47,9.7221,8.659,8.6357,999,96.323,70.274,14.682
122,1999,98,1120,999,1,-27.136,-27.794,68.37,66.084,9.7218,8.6847,8.6595,999,97.161,70.965,14.634
122,1999,98,1130,999,1,-26.584,-27.347,66.447,64.983,9.7212,8.7053,8.6761,999,94.207,69.686,14.595
122,1999,98,1140,999,1,-26.377,-27.24,65.918,64.615,9.7212,8.7132,8.6802,999,93.627,69.422,14.53
122,1999,98,1150,999,1,-26.159,-26.927,65.755,65.285,9.7216,8.7219,8.6925,999,93.405,70.04,14.563
122,1999,98,1200,999,1,-25.907,-26.683,66.671,65.614,9.7219,8.7318,8.7021,1.3568,94.754,70.275,14.362
122,1999,98,1210,999,1,-25.42,-26.205,67.689,66.654,9.7217,8.7502,8.7202,1.5455,96.169,71.569,14.304
122,1999,98,1220,999,1,-24.856,-25.703,67.056,66.826,9.721,8.7713,8.7388,1.5259,95.171,71.704,14.465
122,1999,98,1230,999,1,-24.435,-25.385,65.864,66.116,9.7199,8.7863,8.75,1.6062,93.472,70.934,14.389
122,1999,98,1240,999,1,-24.225,-25.238,64.693,65.338,9.7203,8.7948,8.756,1.7057,91.907,70.125,14.389
122,1999,98,1250,999,1,-23.909,-24.89,66.514,66.876,9.7209,8.8074,8.7698,1.2931,94.499,71.535,14.427
122,1999,98,1250,999,1,-23.663,-24.569,67.238,67.573,9.7213,8.8172,8.7825,1.2348,95.573,96.05,14.021
122,1999,98,1300,999,1,-23.358,-24.359,66.274,66.765,9.7208,8.8285,8.7902,1.2694,94.017,94.711,14.597
122,1999,98,1310,999,1,-22.967,-24.035,64.654,65.334,9.721,8.8436,8.8027,1.5234,91.702,92.673,15.067
122,1999,98,1320,999,1,-22.665,-23.777,63.28,64.31,9.7213,8.8554,8.8129,1.2583,89.8,91.324,14.107
122,1999,98,1330,999,1,-22.226,-23.33,62.43,64.021,9.7208,8.8717,8.8295,1.1045,88.593,90.855,14.968
122,1999,98,1340,999,1,-21.697,-22.842,59.74,61.497,9.7205,8.8917,8.8479,1.2221,84.721,87.169,14.503
122,1999,98,1350,999,1,-21.251,-22.464,58.032,59.102,9.7196,8.908,8.8616,1.0535,82.152,83.781,14.171
122,1999,98,1400,5.4243,1,-15.186,-15.989,42.082,42.529,7.2891,6.7092,6.6785,999,80.098,80.899,999
122,1999,98,1410,5.2205,1,-19.634,-20.901,53.821,55.597,9.7185,8.9689,8.9204,0.23765,76.349,78.849,13.721
122,1999,98,1420,5.0138,1,-18.855,-20.275,50.972,52.263,9.718,8.9982,8.9439,0.38171,72.273,74.128,14.621
122,1999,98,1430,5.648,1,-18.528,-20.172,44.372,45.995,9.7182,9.0109,8.948,1.2956,62.796,64.962,14.044
122,1999,98,1440,5.8113,1,-18.906,-20.445,44.501,45.153,9.7184,8.9967,8.9378,1.1402,63.258,64.208,14.151
122,1999,98,1450,5.3469,1,-19.401,-20.979,45.879,46.747,9.7191,8.9783,8.9179,1.3891,65.224,66.438,13.991
122,1999,98,1500,5.8529,1,-19.977,-21.709,47.469,48.588,9.7191,8.9563,8.89,1.4524,67.49,69.096,14.004
122,1999,98,1510,6.1108,1,-20.417,-21.871,49.413,50.536,9.7187,8.9391,8.8835,1.6547,70.247,71.754,14.215
122,1999,98,1520,5.9305,1,-20.591,-21.509,49.771,48.986,9.7183,8.932,8.8969,1.7468,70.767,69.577,13.897
122,1999,98,1530,6.0363,1,-20.795,-21.193,50.355,47.831,9.718,8.924,8.9088,1.7253,71.451,67.912,14.334
122,1999,98,1540,6.1969,1,-20.737,-21.076,50.545,47.755,9.7179,8.9262,8.9132,1.5577,71.784,67.855,13.586
122,1999,98,1550,6.0111,1,-20.534,-20.989,49.507,47.22,9.7179,8.9339,8.9164,1.3495,70.243,66.981,14.076
122,1999,98,1600,6.083,1,-20.196,-20.892,48.277,46.508,9.7179,8.9468,8.9202,1.4024,68.542,66.034,13.539
122,1999,98,1610,6.153,1,-19.89,-20.973,47.354,46.474,9.7178,8.9585,8.917,1.5508,67.152,65.95,14.414
122,1999,98,1620,5.9952,1,-19.937,-21.281,46.504,46.467,9.7179,8.9567,8.9052,1.8301,66.11,66.083,14.01
122,1999,98,1630,6.0377,1,-20.365,-21.611,47.831,47.411,9.7182,8.9406,8.8929,2.0261,67.99,67.373,13.592
122,1999,98,1640,5.7823,1,-20.839,-22.091,49.095,48.877,9.7193,8.9235,8.8756,2.0805,69.734,69.415,14.096
122,1999,98,1650,5.3523,1,-21.153,-22.403,50.069,49.923,9.7189,8.9111,8.8633,2.0188,71.088,70.898,13.48
122,1999,98,1700,5.7248,1,-21.367,-22.639,50.907,50.999,9.7191,8.9031,8.8544,2.0173,72.309,72.435,13.851
122,1999,98,1710,5.7922,1,-21.461,-22.515,51.756,51.693,9.7192,8.8995,8.8592,2.0173,73.506,73.358,14.017
122,1999,98,1720,5.6219,1,-21.373,-22.148,51.409,50.325,9.7191,8.9028,8.8732,1.8958,73.013,71.424,14.089
122,1999,98,1730,5.5432,1,-21.237,-22.104,50.513,49.475,9.7189,8.9079,8.8747,1.616,71.707,70.262,14.361
122,1999,98,1740,5.3942,1,-21.073,-21.734,50.126,49.015,9.719,8.9142,8.8889,1.6479,71.159,69.539,13.506
122,1999,98,1750,5.1137,1,-21.124,-21.39,50.007,47.292,9.7189,8.9122,8.9021,1.5548,71,67.095,13.744
122,1999,98,1800,5.0279,1,-21.109,-21.128,49.782,46.59,9.7187,8.9126,8.9118,1.2662,70.66,66.119,14.162
122,1999,98,1810,4.9181,1,-21.007,-20.769,49.05,45.328,9.7183,8.9161,8.9253,1.249,69.617,64.303,14.01
122,1999,98,1820,4.7708,1,-21.039,-20.998,48.596,44.314,9.7182,8.9149,8.9165,1.469,69.003,62.949,13.851
122,1999,98,1830,5.25,0.975,-21.418,-21.979,49.594,46.266,9.718,8.9002,8.8787,1.7361,70.498,65.786,14.235
122,1999,98,1840,5.1743,1,-21.866,-22.043,50.922,47.3,9.7181,8.8831,8.8763,1.666,72.347,67.178,14.467
122,1999,98,1850,4.9811,1,-22.109,-22.44,51.49,47.65,9.7179,8.8736,8.861,1.7194,73.094,67.716,14.944
122,1999,98,1900,4.7271,1,-22.364,-22.528,51.829,47.86,9.7182,8.8642,8.8579,1.6219,73.594,67.775,13.778
122,1999,98,1910,4.5513,1,-22.492,-22.788,51.198,47.459,9.718,8.8591,8.8478,1.5215,72.663,0.89356,14.646
122,1999,98,1920,4.3209,1,-22.655,-22.967,50.36,47.141,9.7184,8.8532,8.8412,1.4435,71.49,0.89425,14.719
122,1999,98,1930,4.1076,1,-22.925,-22.985,50.174,46.243,9.7188,8.8431,8.8409,1.5876,71.247,0.89478,14.242
122,1999,98,1940,3.8696,1,-23.372,-23.777,50.339,46.28,9.7192,8.8265,8.811,1.7625,71.544,0.89621,14.388
122,1999,98,1950,3.5198,1,-23.905,-24.616,51.337,48.094,9.7194,8.8062,8.779,1.6763,72.911,0.89607,14.183
122,1999,98,2000,3.1396,1,-24.422,-25.506,51.377,49.476,9.7195,8.7865,8.745,1.6248,72.985,0.89878,14.759
122,1999,98,2010,3.2173,1,-24.94,-26.12,53.463,52.274,9.7196,8.7668,8.7216,1.6199,76.065,0.89768,14.183
122,1999,98,2020,2.9432,1,-25.25,-26.339,54.727,53.753,9.7195,8.7548,8.7131,1.7939,77.749,0.89687,15.229
122,1999,98,2030,2.6547,1,-25.494,-26.548,54.978,53.954,9.72,8.7459,8.7055,1.8796,78.057,0.89776,15.156
122,1999,98,2040,2.4287,1,-25.93,-27.068,53.847,52.888,9.7202,8.7294,8.6859,2.0595,76.484,0.89961,15.017
122,1999,98,2050,2.1966,1,-26.521,-27.636,54.749,53.773,9.7208,8.7074,8.6647,2.081,77.801,0.90099,14.805
122,1999,98,2100,1.888,1,-27.102,-28.172,54.872,53.73,9.7216,8.6858,8.6448,2.1565,77.875,0.90179,14.381
122,1999,98,2110,1.7977,1,-27.73,-28.748,56.124,54.845,9.7217,8.6619,8.6229,2.3393,79.834,0.904,14.017
122,1999,98,2120,1.5215,1,-28.241,-29.124,57.483,55.904,9.7215,8.6422,8.6083,2.5137,81.703,0.90458,13.819
122,1999,98,2130,1.2465,1,-28.652,-29.483,58.673,56.873,9.7216,8.6264,8.5946,2.5451,83.381,0.90505,13.634
122,1999,98,2140,0.99367,1,-29.007,-29.829,58.8,56.845,9.7216,8.6128,8.5814,2.671,83.468,0.90535,13.475
122,1999,98,2150,0.75471,1,-29.43,-30.254,59.176,57.126,9.7219,8.5969,8.5653,2.9763,84.049,0.90737,13.35
122,1999,98,2200,0.55248,1,-29.753,-30.503,60.924,58.81,9.7219,8.5845,8.5558,2.9983,86.572,0.90742,13.265
122,1999,98,2210,0.3861,1,-30.006,-30.833,59.691,57.658,9.7223,8.5752,8.5435,3.016,84.742,0.90883,13.205
122,1999,98,2220,0.28322,1,-30.401,-31.217,60.022,58.108,9.7229,8.5607,8.5294,3.0797,85.16,0.908,13.145
122,1999,98,2230,0.19691,1,-30.988,-31.94,57.797,56.157,9.7239,8.5391,8.5026,3.3751,82.137,0.9106,13.098
122,1999,98,2240,0.12719,1,-31.542,-32.411,59.943,58.275,9.7245,8.5184,8.4851,3.3785,85.207,0.91286,13.065
122,1999,98,2250,0.08442,1,-31.824,-32.66,60.632,58.891,9.7244,8.5075,8.4754,3.5726,86.113,0.91226,13.026
122,1999,98,2300,0.05031,1,-32.061,-32.91,60.22,58.517,9.7237,8.4978,8.4653,3.1997,85.536,0.91375,12.993
122,1999,98,2310,0.02561,1,-32.234,-33.051,61.226,59.417,9.723,8.4906,8.4593,3.3854,86.862,0.9114,12.98
122,1999,98,2320,0.0112,1,-32.549,-33.433,60.359,58.706,9.7235,8.4789,8.4451,3.4751,85.782,0.91452,12.955
122,1999,98,2330,0.00409,1,-32.779,-33.605,60.725,59.009,9.7238,8.4704,8.4387,3.7264,86.118,0.91447,12.942
122,1999,98,2340,0.00032,0.725,-32.965,-33.767,61.892,60.144,9.7238,8.4632,8.4325,3.6956,88.047,0.91596,12.93
122,1999,98,2350,-0.00175,0.025,-32.893,-33.655,62.082,60.154,9.7238,8.466,8.4368,3.6858,88.197,0.91524,12.917
122,1999,99,0,-0.002,0,-32.977,-33.774,61.539,59.708,9.7247,8.4636,8.433,3.7309,87.352,0.9154,12.917
122,1999,99,10,-0.002,0,-33.063,-33.851,61.394,59.531,9.7243,8.4599,8.4298,3.7843,87.218,0.91598,12.904
122,1999,99,20,-0.00205,0,-33.07,-33.853,61.795,59.876,9.7239,8.4593,8.4293,3.6515,87.768,0.91632,12.897
122,1999,99,30,-0.00202,0,-33.105,-33.882,61.93,59.988,9.7242,8.4582,8.4284,3.5951,87.976,0.91676,12.884
122,1999,99,40,-0.002,0,-33.108,-33.913,61.151,59.245,9.7246,8.4584,8.4276,3.5378,86.76,0.91668,12.877
122,1999,99,50,-0.002,0,-33.26,-34.054,61.986,60.054,9.7249,8.4528,8.4225,3.5951,88.141,0.91529,12.864
122,1999,99,100,-0.002,0,-33.245,-34.018,63.059,60.93,9.7248,8.4533,8.4237,3.7607,89.539,0.91673,12.858
122,1999,99,110,-0.002,0,-33.23,-34,63.314,61.126,9.7249,8.454,8.4246,3.7157,89.875,0.91734,12.852
122,1999,99,120,-0.002,0,-33.321,-34.147,60.703,58.813,9.7249,8.4505,8.4189,3.8137,86.187,0.91645,12.846
122,1999,99,130,-0.00195,0,-33.349,-34.123,61.388,59.484,9.7247,8.4493,8.4196,3.8842,87.263,0.91632,12.832
122,1999,99,140,-0.0019,0,-33.24,-33.991,61.361,59.375,9.7245,8.4533,8.4246,3.7397,87.057,0.92363,12.826
122,1999,99,150,-0.00175,0,-33.259,-34.034,60.371,58.485,9.7251,8.4531,8.4234,3.8671,85.722,0.9172,12.819
122,1999,99,200,-0.00162,0,-33.286,-34.043,61.274,59.303,9.7254,8.4523,8.4233,3.8857,87.014,0.91911,12.813
122,1999,99,210,-0.0015,0,-33.203,-33.957,61.352,59.349,9.7253,8.4554,8.4265,3.7803,87.091,0.91684,12.814
122,1999,99,220,-0.00152,0,-33.115,-33.891,60.776,58.793,9.7252,8.4587,8.4289,3.7848,86.287,0.91935,12.807
122,1999,99,230,-0.00145,0.05,-33.184,-33.978,59.815,57.94,9.7252,8.4561,8.4257,3.8068,84.971,0.91927,12.8
122,1999,99,240,-0.00145,0,-33.133,-33.882,61.36,59.362,9.7253,8.4581,8.4294,3.8832,87.179,0.91935,12.793
122,1999,99,250,-0.00142,0,-32.914,-33.649,61.413,59.361,9.7251,8.4663,8.4381,4.142,87.165,0.91703,12.787
122,1999,99,300,-0.00135,0,-32.839,-33.604,61.028,59.025,9.7251,8.4692,8.4399,4.2679,86.71,0.9172,12.78
122,1999,99,310,-0.00137,0,-32.726,-33.457,61.419,59.399,9.7252,8.4736,8.4456,4.1836,87.215,0.92399,12.773
122,1999,99,320,-0.0013,0,-32.548,-33.281,60.652,58.74,9.7249,8.4802,8.4521,4.165,86.138,0.91527,12.766
122,1999,99,330,-0.00157,0,-32.398,-33.16,60.394,58.522,9.7249,8.4859,8.4567,4.3277,85.738,0.91883,12.76
122,1999,99,340,-0.00162,0,-32.402,-33.211,58.943,57.187,9.7249,8.4858,8.4548,4.167,83.563,0.92126,12.76
122,1999,99,350,-0.002,0,-32.836,-33.733,56.919,55.342,9.7252,8.4693,8.435,3.9935,80.846,0.91792,12.748
