ID,Year,JD,HRMN,SWin,Flag,T-200T1,T-200T2,083RH1,083RH2,Vf1,Vf2,Vf3,U1,Dir1,SR-50,Battery
122,1999,106,1610,7.8987,1,-9.3447,-10.345,60.916,60.841,9.7138,9.3582,9.32,3.8901,86.662,0.82013,13.62
122,1999,106,1620,7.778,1,-9.218,-10.275,60.762,60.83,9.7137,9.363,9.3225,3.9474,86.45,0.81985,14.243
122,1999,106,1630,7.7647,1,-9.1741,-10.29,61.577,61.9,9.7136,9.3645,9.3218,3.726,87.477,0.8198,13.601
122,1999,106,1640,7.7008,1,-9.0969,-10.239,61.907,62.236,9.7134,9.3673,9.3236,3.432,87.964,0.81971,14.117
122,1999,106,1650,7.6159,1,-8.9591,-10.029,61.91,61.662,9.7133,9.3725,9.3316,3.1081,87.95,0.8198,13.435
122,1999,106,1700,7.5151,1,-8.8478,-9.9017,61.66,61.414,9.7136,9.377,9.3367,3.2737,87.524,0.81974,13.727
122,1999,106,1710,7.3965,1,-8.8463,-9.9458,61.675,61.764,9.7137,9.3772,9.3351,3.3251,87.593,0.8196,13.932
122,1999,106,1720,7.2649,1,-8.8376,-9.8842,61.944,61.837,9.7133,9.3771,9.3371,3.1644,87.966,0.81946,14.395
122,1999,106,1730,7.1232,1,-8.8304,-9.7562,61.931,61.153,9.7128,9.3769,9.3415,3.1296,87.949,0.81946,13.878
122,1999,106,1740,6.9552,1,-8.8606,-9.6837,62.419,61.045,9.7124,9.3753,9.3438,3.0723,88.649,0.81949,13.468
122,1999,106,1750,6.8068,1,-8.946,-9.732,62.785,61.098,9.7124,9.3721,9.342,3.0787,89.255,0.8196,13.62
122,1999,106,1800,6.6461,1,-9.0151,-9.8274,62.929,61.419,9.7124,9.3694,9.3384,3.1189,89.449,0.81946,13.646
122,1999,106,1810,6.4859,1,-8.9715,-9.8521,62.855,61.722,9.7122,9.3709,9.3372,2.5847,89.25,0.81963,13.764
122,1999,106,1820,6.3171,1,-8.8762,-9.7758,61.894,60.696,9.7124,9.3748,9.3404,2.6494,87.859,0.81888,13.844
122,1999,106,1830,6.1308,1,-8.8673,-9.7402,61.124,59.859,9.7127,9.3754,9.342,2.6671,86.785,0.81938,13.996
122,1999,106,1840,5.9283,1,-8.8579,-9.7333,60.555,59.353,9.7128,9.3759,9.3424,2.8988,85.964,0.81944,14.248
122,1999,106,1850,5.7201,1,-8.8733,-9.741,61.115,59.806,9.7129,9.3753,9.3422,2.5583,86.826,0.81977,14.479
122,1999,106,1900,5.5063,1,-8.8991,-9.8839,61.143,59.978,9.7127,9.3742,9.3365,2.4603,86.883,0.82018,14.34
122,1999,106,1910,5.2844,1,-9.0209,-10.098,61.073,60.281,9.7126,9.3695,9.3283,2.5044,86.714,0.82038,13.592
122,1999,106,1920,5.0622,1,-9.0909,-10.086,60.402,59.526,9.7124,9.3666,9.3285,2.1633,85.773,0.82051,13.877
122,1999,106,1930,4.8352,1,-9.053,-10.051,60.485,59.374,9.7123,9.3679,9.3298,2.3133,85.908,0.82051,14.519
122,1999,106,1940,4.5989,1,-9.2694,-10.483,60.646,60.087,9.7123,9.3596,9.3132,2.3549,86.121,0.82137,13.698
122,1999,106,1950,4.3681,1,-9.7128,-10.937,61.756,61.309,9.7123,9.3427,9.2958,2.522,87.744,0.82176,14.871
122,1999,106,2000,4.1362,1,-10.169,-11.152,62.882,61.749,9.7126,9.3255,9.2879,2.6048,89.272,0.82214,14.871
122,1999,106,2010,3.8933,1,-10.517,-11.261,63.682,61.517,9.7128,9.3124,9.2839,2.6323,90.495,0.82267,13.72
122,1999,106,2020,3.6479,1,-10.768,-11.38,64.034,61.173,9.7122,9.3022,9.2788,2.5416,90.927,0.8227,13.766
122,1999,106,2030,3.4017,1,-10.962,-11.646,64.217,61.38,9.7124,9.295,9.2689,2.5955,91.222,0.82303,14.977
122,1999,106,2040,3.1573,1,-11.182,-11.838,64.127,61.469,9.7129,9.287,9.2619,2.6333,91.067,0.82311,14.891
122,1999,106,2050,2.9285,1,-11.524,-11.999,64.662,61.09,9.7131,9.2741,9.256,2.648,91.856,0.82372,14.726
122,1999,106,2100,2.7036,1,-11.885,-12.227,63.752,59.847,9.7133,9.2605,9.2475,2.3456,90.452,0.82446,14.481
122,1999,106,2110,2.464,1,-12.536,-13.148,63.713,59.555,9.7136,9.2359,9.2125,2.2074,90.668,0.82656,14.204
122,1999,106,2120,2.2243,1,-13.187,-13.714,66.401,62.199,9.7139,9.2113,9.1912,2.3706,94.26,0.82587,14.025
122,1999,106,2130,2.0038,1,-13.6,-14.12,68.954,64.851,9.7147,9.1962,9.1763,2.5602,97.826,0.8267,13.845
122,1999,106,2140,1.7825,1,-13.945,-14.591,69.094,65.453,9.7154,9.1837,9.159,2.6583,98.302,0.82786,13.64
122,1999,106,2150,1.5357,1,-14.105,-14.704,69.366,66.085,9.716,9.1782,9.1552,2.5431,98.24,0.82659,13.521
122,1999,106,2200,1.2744,1,-14.576,-15.455,67.359,64.623,9.7163,9.1605,9.1268,2.7763,95.808,0.82872,13.429
122,1999,106,2210,0.99917,1,-15.232,-16.101,68.946,66.494,9.7164,9.1354,9.1021,2.8116,97.977,0.82943,13.382
122,1999,106,2220,0.68601,1,-15.73,-16.577,69.52,67.207,9.7168,9.1167,9.0843,3.0748,98.66,0.82908,13.33
122,1999,106,2230,0.44255,1,-16.266,-17.213,69.37,67.337,9.7168,9.0962,9.06,3.2051,98.574,0.83026,13.277
122,1999,106,2240,0.39544,1,-16.742,-17.622,71.02,69.176,9.7166,9.0778,9.0441,3.381,100.88,0.83087,13.244
122,1999,106,2250,0.24632,1,-17.01,-17.846,70.996,69.098,9.7174,9.0682,9.0363,3.5569,100.8,0.83112,13.204
122,1999,106,2300,0.1803,1,-17.321,-18.222,70.095,68.375,9.7179,9.0568,9.0223,3.6294,99.493,0.83231,13.171
122,1999,106,2310,0.12073,1,-17.668,-18.566,69.905,68.319,9.7179,9.0436,9.0092,3.9759,99.069,0.8322,13.132
122,1999,106,2320,0.07091,1,-18.023,-18.94,69.147,67.609,9.7172,9.0293,8.9942,3.6358,98.281,0.83286,13.12
122,1999,106,2330,0.04131,1,-18.495,-19.433,69.067,67.647,9.7178,9.0118,8.976,3.9577,98.058,0.8338,13.1
122,1999,106,2340,0.02562,1,-18.883,-19.803,68.822,67.392,9.7172,8.9964,8.9612,4.0293,97.733,0.83421,13.081
122,1999,106,2350,0.01512,1,-19.286,-20.182,69.229,67.839,9.7172,8.981,8.9467,4.1944,98.387,0.83504,13.074
122,1999,107,0,0.00889,1,-19.462,-20.281,70.46,68.966,9.7178,8.9749,8.9435,4.3326,100.06,0.83526,13.061
122,1999,107,10,0.00401,1,-19.475,-20.29,70.44,68.899,9.7179,8.9744,8.9432,4.387,100.06,0.83512,13.047
122,1999,107,20,0.00132,1,-19.414,-20.203,70.862,69.25,9.7183,8.9771,8.9469,4.5854,100.55,0.83504,13.047
122,1999,107,30,0,0.875,-19.41,-20.23,69.561,68.014,9.7181,8.9771,8.9457,4.7559,98.772,0.83482,13.041
122,1999,107,40,-0.00057,0.425,-19.441,-20.257,69.732,68.209,9.7183,8.9761,8.9449,4.8098,99.038,0.83501,13.028
122,1999,107,50,-0.00125,0.1,-19.398,-20.224,69.494,67.921,9.7173,8.9768,8.9452,4.5874,98.672,0.83515,13.022
122,1999,107,100,-0.00125,0,-19.457,-20.261,69,67.485,9.7175,8.9747,8.9439,4.8299,98.054,0.83548,13.022
122,1999,107,110,-0.00149,0,-19.521,-20.326,68.949,67.435,9.7176,8.9724,8.9416,4.8672,97.833,0.83507,13.016
122,1999,107,120,-0.00172,0,-19.61,-20.442,68.643,67.142,9.7177,8.9691,8.9372,4.6878,97.523,0.83526,13.009
122,1999,107,130,-0.00179,0.025,-19.666,-20.495,69.138,67.63,9.7178,8.967,8.9353,4.5006,98.155,0.83529,13.003
122,1999,107,140,-0.00189,0,-19.745,-20.584,68.719,67.25,9.7178,8.964,8.9319,4.3938,97.617,0.83534,12.996
122,1999,107,150,-0.00182,0,-19.75,-20.539,69.619,68.096,9.7176,8.9636,8.9334,4.5129,98.781,0.83565,12.996
122,1999,107,200,-0.00187,0,-19.596,-20.351,69.72,68.151,9.7167,8.9687,8.9397,4.6006,99.024,0.83521,12.989
122,1999,107,210,-0.00209,0,-19.482,-20.276,68.354,66.826,9.7168,8.9731,8.9427,4.559,96.889,0.83526,12.989
122,1999,107,220,-0.00194,0,-19.688,-20.563,67.496,66.142,9.7174,8.9658,8.9323,4.3576,95.959,0.83584,12.983
122,1999,107,230,-0.00194,0,-19.785,-20.563,69.558,68.17,9.7177,8.9624,8.9326,4.7099,98.855,0.83579,12.983
122,1999,107,240,-0.00194,0,-19.55,-20.3,68.611,67.065,9.7179,8.9716,8.9429,5.0044,97.36,0.83501,12.977
122,1999,107,250,-0.00199,0,-19.577,-20.403,67.724,66.285,9.7178,8.9704,8.9388,5.0058,96.163,0.83576,12.97
122,1999,107,300,-0.00202,0,-19.634,-20.472,68.306,66.856,9.7179,8.9684,8.9363,4.8843,97.03,0.83595,12.964
122,1999,107,310,-0.00199,0,-19.551,-20.308,68.373,66.876,9.7177,8.9713,8.9423,5.0499,97.046,0.83521,12.963
122,1999,107,320,-0.00192,0,-19.519,-20.321,67.44,65.982,9.7177,8.9725,8.9418,4.8583,95.677,0.83529,12.957
122,1999,107,330,-0.00182,0,-19.57,-20.368,67.791,66.357,9.7177,8.9706,8.94,5.0651,96.323,0.83565,12.957
122,1999,107,340,-0.00189,0,-19.509,-20.281,67.582,66.101,9.7172,8.9724,8.9429,4.8539,95.988,0.83468,12.95
122,1999,107,350,-0.00177,0,-19.549,-20.377,67.04,65.626,9.7168,8.9706,8.9389,4.7427,95.207,0.8354,12.95
122,1999,107,400,-0.00189,0,-19.699,-20.542,67.381,66.021,9.7172,8.9652,8.9329,4.5898,95.557,0.83587,12.944
122,1999,107,410,-0.00187,0,-19.783,-20.567,67.95,66.565,9.7173,8.9621,8.9321,4.6026,96.539,0.83573,12.944
122,1999,107,420,-0.00177,0,-19.631,-20.387,68.888,67.398,9.7168,8.9674,8.9385,4.7486,97.752,0.8351,12.937
122,1999,107,430,-0.00159,0,-19.404,-20.166,68.431,66.922,9.7162,8.9756,8.9464,4.9985,97.15,0.83499,12.93
122,1999,107,440,-0.00142,0.025,-19.241,-20.003,67.936,66.415,9.7158,8.9814,8.9522,4.8373,96.43,0.83474,12.93
122,1999,107,450,-0.00167,0,-19.201,-20.009,67.836,66.361,9.7163,8.9835,8.9525,4.4933,96.349,0.83501,12.93
122,1999,107,500,-0.00177,0,-19.197,-20,67.905,66.463,9.7159,8.9832,8.9525,4.5952,96.401,0.83493,12.923
122,1999,107,510,-0.00164,0.025,-19.184,-19.992,67.756,66.323,9.7163,8.984,8.9531,4.803,96.217,0.83482,12.924
122,1999,107,520,-0.00162,0,-19.184,-19.97,68.11,66.68,9.7162,8.984,8.9539,4.6785,96.782,0.83474,12.917
122,1999,107,530,-0.00082,0.225,-18.984,-19.72,69.103,67.558,9.7157,8.9912,8.963,4.5281,98.093,0.83391,12.917
122,1999,107,540,-0.00025,0.75,-18.735,-19.474,69.009,67.422,9.7157,9.0007,8.9724,4.5889,97.955,0.83371,12.917
122,1999,107,550,-0.00012,0.875,-18.578,-19.351,69.356,67.799,9.7157,9.0068,8.9772,4.3924,98.643,0.8336,12.91
122,1999,107,600,-0.00002,0.975,-18.09,-18.768,70.145,68.517,9.7153,9.025,8.9991,4.802,99.47,0.83236,12.903
122,1999,107,610,0.0005,1,-17.825,-18.595,67.891,66.379,9.7156,9.0354,9.0059,4.5364,96.344,0.83261,12.903
122,1999,107,620,0.00234,1,-17.784,-18.579,69.226,67.736,9.7158,9.0372,9.0067,4.606,98.309,0.83319,12.904
122,1999,107,630,0.00473,1,-17.412,-18.146,68.939,67.416,9.7156,9.0513,9.0232,4.8128,97.849,0.83181,12.897
122,1999,107,640,0.00954,1,-17.288,-18.106,67.04,65.549,9.7156,9.056,9.0247,4.8103,95.216,0.83186,12.897
122,1999,107,650,0.01662,1,-17.447,-18.263,68.021,66.55,9.7162,9.0504,9.0192,4.8637,96.638,0.83184,12.897
122,1999,107,700,0.0302,1,-17.396,-18.19,69.472,67.929,9.7164,9.0526,9.0222,4.4923,98.717,0.83189,12.897
122,1999,107,710,0.05779,1,-17.065,-17.804,70.923,69.317,9.7164,9.0653,9.037,4.9838,100.81,0.8312,12.89
122,1999,107,720,0.08978,1,-16.406,-17.223,69.913,68.635,9.7161,9.0902,9.059,5.4939,99.108,0.82996,12.89
122,1999,107,730,0.1437,1,-16.144,-16.977,68.946,67.55,9.7156,9.0997,9.0678,5.4155,97.939,0.82979,12.891
122,1999,107,740,0.20003,1,-15.892,-16.712,68.943,67.552,9.7152,9.1091,9.0777,5.3087,97.877,0.82963,12.897
122,1999,107,750,0.23994,1,-15.809,-16.602,68.411,66.905,9.7149,9.1119,9.0816,5.146,97.227,0.82919,12.91
122,1999,107,800,0.29806,1,-15.636,-16.441,69.264,67.764,9.7147,9.1184,9.0876,4.9696,98.343,0.82885,12.917
122,1999,107,810,0.38068,1,-15.377,-16.174,69.033,67.572,9.7147,9.1283,9.0978,4.3282,97.974,0.82819,12.923
122,1999,107,820,0.46914,1,-15.298,-16.12,67.826,66.318,9.7149,9.1314,9.1,4.4659,96.254,0.82841,12.95
122,1999,107,830,0.62723,1,-15.449,-16.311,67.366,65.871,9.7151,9.1259,9.0929,4.2537,95.69,0.8291,12.97
122,1999,107,840,0.76827,1,-15.656,-16.477,68.475,67.007,9.7167,9.1195,9.0881,4.017,97.263,0.82908,13.003
122,1999,107,850,0.89885,1,-15.598,-16.399,68.713,67.245,9.7173,9.1222,9.0916,4.0008,97.654,0.82894,13.036
122,1999,107,900,1.1442,1,-15.388,-16.181,68.891,67.39,9.7172,9.1302,9.0998,4.4159,97.809,0.82866,13.082
122,1999,107,910,1.2023,1,-15.061,-15.886,68.595,67.163,9.7167,9.1422,9.1107,4.5526,97.415,0.82808,13.135
122,1999,107,920,1.2897,1,-14.816,-15.616,67.727,66.225,9.7163,9.1512,9.1206,4.704,96.186,0.82808,13.188
122,1999,107,930,1.4366,1,-14.714,-15.458,67.46,65.709,9.7166,9.1554,9.127,4.8182,95.779,0.82772,13.247
122,1999,107,940,1.5978,1,-14.652,-15.381,67.468,65.474,9.7164,9.1576,9.1297,5.097,95.786,0.82745,13.333
122,1999,107,950,2.0324,1,-14.572,-15.325,67.203,65.362,9.7162,9.1605,9.1317,5.1229,95.46,0.82764,13.518
122,1999,107,1000,2.7718,1,-14.445,-15.183,67.458,65.588,9.7163,9.1654,9.1372,4.8152,95.805,0.8275,14.088
122,1999,107,1010,2.882,1,-14.166,-14.9,67.195,65.377,9.716,9.1758,9.1477,4.51,95.434,0.82703,14.962
122,1999,107,1020,2.3856,1,-13.935,-14.671,66.952,65.061,9.716,9.1847,9.1565,4.2752,95.059,0.82656,15.081
122,1999,107,1030,2.5779,1,-13.843,-14.62,66.436,64.675,9.7166,9.1888,9.159,4.0498,94.344,0.82648,13.968
122,1999,107,1040,2.6523,1,-13.767,-14.54,66.784,65.078,9.717,9.192,9.1625,3.9832,94.804,0.82634,14.915
122,1999,107,1050,2.7569,1,-13.555,-14.311,66.998,65.257,9.7169,9.2,9.1711,3.6471,95.115,0.82573,14.664
122,1999,107,1100,2.9311,1,-13.263,-14.05,66.106,64.6,9.716,9.2104,9.1803,3.9499,93.923,0.82524,14.34
122,1999,107,1110,2.8654,1,-13.105,-13.852,67.014,65.163,9.7151,9.2156,9.187,3.9563,95.173,0.82529,13.796
122,1999,107,1120,2.7495,1,-13.072,-13.805,67.989,65.853,9.7146,9.2164,9.1883,3.8088,96.575,0.82524,14.446
122,1999,107,1130,2.8351,1,-13.03,-13.828,69.64,67.707,9.7143,9.2177,9.1872,3.3565,98.922,0.82507,14.723
122,1999,107,1140,2.9867,1,-12.855,-13.667,71.173,69.607,9.7143,9.2244,9.1933,3.2222,101.09,0.82482,15.081
122,1999,107,1150,3.132,1,-12.694,-13.404,71.41,69.37,9.7148,9.231,9.2038,2.9993,101.39,0.82474,14.319
122,1999,107,1200,3.687,1,-12.576,-13.187,70.744,68.196,9.7145,9.2352,9.2118,3.1027,100.44,0.8246,13.842
122,1999,107,1210,5.32,1,-12.448,-13.146,70.027,67.822,9.7145,9.2401,9.2134,3.3335,99.436,0.82468,14.087
122,1999,107,1220,5.0817,1,-12.193,-12.882,69.29,67.312,9.7144,9.2498,9.2234,3.3374,98.372,0.82444,13.987
122,1999,107,1230,4.3774,1,-12.029,-12.666,68.498,66.158,9.7143,9.256,9.2317,3.1355,97.213,0.82441,14.054
122,1999,107,1240,6.233,1,-11.941,-12.625,67.853,65.701,9.7148,9.2598,9.2337,2.918,96.285,0.82441,14.325
122,1999,107,1250,6.7448,1,-11.581,-12.237,66.47,64.578,9.7147,9.2735,9.2484,2.9562,94.3,0.8241,14.027
122,1999,107,1300,6.3294,1,-11.303,-11.925,65.52,63.22,9.715,9.2844,9.2606,3.0703,92.928,0.82375,13.861
122,1999,107,1310,5.8688,1,-11.231,-12.028,65.29,63.461,9.7152,9.2873,9.2569,3.1708,92.761,0.82383,13.788
122,1999,107,1320,-99999,0.675,-11.194,-12.054,65.383,64.244,9.7155,9.2891,9.2562,3.1517,92.767,0.82388,13.649
122,1999,107,1330,6.4695,1,-10.966,-11.844,65.481,64.342,9.7154,9.2977,9.2641,3.038,92.947,0.82325,14.417
122,1999,107,1340,-99999,0.95,-10.854,-11.727,65.248,64.071,9.7147,9.3013,9.2679,3.1409,92.616,0.82336,14.363
122,1999,107,1350,6.4613,1,-10.917,-11.849,64.745,63.551,9.7139,9.2981,9.2625,2.9052,91.94,0.82358,13.946
122,1999,107,1400,7.8256,1,-10.872,-11.835,64.146,63.605,9.7134,9.2994,9.2626,2.4814,91.032,0.82391,13.727
122,1999,107,1410,-99999,0.125,-10.417,-11.386,62.368,62.215,9.7128,9.3162,9.2792,1.9463,88.472,0.82347,13.753
122,1999,107,1420,-99999,0.525,-9.7693,-10.569,60.114,59.069,9.7127,9.3409,9.3104,1.7944,85.15,0.82297,13.839
122,1999,107,1430,6.6698,1,-9.2834,-9.9866,58.085,55.912,9.7129,9.3597,9.3328,1.6508,82.384,0.82239,13.323
122,1999,107,1440,6.2905,1,-9.0916,-9.7844,57.107,54.584,9.7134,9.3675,9.341,1.3784,81.105,0.82272,13.329
122,1999,107,1450,6.6915,1,-8.7797,-9.415,56.278,53.925,9.7138,9.3798,9.3555,0.95599,79.737,0.82256,14.527
122,1999,107,1500,-99999,0.725,-8.1261,-8.509,53.553,51.76,9.7133,9.4043,9.3896,0.59339,75.93,0.8222,13.918
122,1999,107,1510,-99999,0.65,-7.0427,-7.2324,49.274,47.263,9.7126,9.4451,9.4378,0.54292,69.966,0.80961,13.289
122,1999,107,1520,-99999,0.75,-5.7561,-6.3318,45.611,43.443,9.7108,9.4925,9.4705,0.56301,64.639,0.82231,13.183
122,1999,107,1530,-99999,0.825,-4.9204,-6.1345,44.269,42.595,9.7099,9.5236,9.4772,0.26999,62.791,0.82272,13.15
122,1999,107,1540,-99999,0.75,-4.5936,-6.2265,43.695,43.906,9.7103,9.5366,9.4741,0.35427,62.068,0.82272,13.197
122,1999,107,1550,-99999,0.85,-4.6954,-6.2727,46.14,44.95,9.7103,9.5327,9.4724,0.05635,65.601,0.82228,13.68
122,1999,107,1600,-99999,0.075,-4.9567,-6.6355,47.121,46.647,9.7103,9.5227,9.4585,0.50176,66.814,0.82283,13.229
122,1999,107,1610,-99999,0.125,-4.9742,-6.9139,46.638,47.504,9.711,9.5226,9.4484,0.63161,66.246,0.82118,13.156
122,1999,107,1620,-99999,0.875,-5.439,-6.8654,49.716,47.848,9.711,9.5049,9.4503,0.04067,70.793,0.82225,13.208
122,1999,107,1630,5.8396,1,-6.3205,-7.7205,52.426,50.414,9.7121,9.4722,9.4187,0.16464,74.454,0.82319,13.321
122,1999,107,1640,-99999,0.65,-6.7076,-8.4214,50.775,51.881,9.7126,9.4579,9.3924,1.1525,71.943,0.82336,13.725
122,1999,107,1650,-99999,0.575,-6.7164,-8.5448,48.228,51.994,9.7125,9.4574,9.3875,1.1574,68.495,0.8238,13.46
122,1999,107,1700,7.0641,1,-6.307,-8.0552,46.962,49.994,9.7122,9.4729,9.406,0.74186,66.61,0.82344,13.824
122,1999,107,1710,-99999,0.65,-5.6207,-7.5401,43.94,48.052,9.7118,9.4988,9.4253,0.88592,62.351,0.82372,13.48
122,1999,107,1720,-99999,0.625,-5.1756,-7.5697,42.764,48.72,9.7117,9.5156,9.4241,1.0741,60.693,0.82259,13.307
122,1999,107,1730,4.6997,1,-5.0096,-7.5917,43.979,48.204,9.7116,9.5219,9.4231,0.85897,62.555,0.82314,13.691
122,1999,107,1740,-99999,0.3,-5.3765,-7.8771,44.656,47.874,9.7121,9.5083,9.4127,1.2186,63.36,0.82399,13.386
122,1999,107,1750,-99999,0.575,-6.0025,-7.9771,45.362,47.82,9.7122,9.4845,9.409,1.4798,64.588,0.82317,13.843
122,1999,107,1800,6.6255,1,-6.7773,-8.6105,45.939,47.974,9.7126,9.4552,9.3851,2.3946,65.289,0.82311,13.266
122,1999,107,1810,6.3109,1,-8.1221,-10.24,49.15,53.46,9.7137,9.4049,9.3238,2.6323,69.945,0.82399,14.477
122,1999,107,1820,7.3837,1,-9.4385,-11.29,52.981,57.321,9.7141,9.3549,9.2841,3.1316,75.431,0.82427,14.576
122,1999,107,1830,6.7951,1,-10.05,-11.584,55.29,58.802,9.7143,9.3317,9.273,2.6661,78.453,0.82444,13.829
122,1999,107,1840,5.8625,1,-10.293,-11.857,55.802,59.219,9.7142,9.3223,9.2624,2.745,79.344,0.82471,13.67
122,1999,107,1850,4.1411,1,-10.645,-12.374,57.097,61.167,9.7147,9.3093,9.2432,2.6097,81.168,0.82532,13.816
122,1999,107,1900,5.2875,1,-11.079,-12.784,58.535,62.591,9.7152,9.2932,9.2279,2.3241,83.196,0.82607,13.645
122,1999,107,1910,4.2062,1,-11.346,-12.896,59.245,62.225,9.7147,9.2824,9.2232,2.4417,84.226,0.82576,13.757
122,1999,107,1920,2.917,1,-11.621,-13.142,61.286,62.333,9.7144,9.2716,9.2134,1.079,87.116,0.82642,14.254
122,1999,107,1930,3.2632,1,-11.966,-13.544,61.297,63.279,9.7139,9.258,9.1976,1.9414,87.154,0.82758,14.744
122,1999,107,1940,2.9963,1,-12.425,-13.823,62.759,64.893,9.7133,9.2399,9.1864,1.4024,89.161,0.82698,13.877
122,1999,107,1950,2.7906,1,-12.596,-13.786,63.433,64.844,9.7132,9.2333,9.1878,1.0555,90.101,0.82769,14.639
122,1999,107,2000,2.6522,1,-12.629,-13.51,63.125,62.77,9.7131,9.2319,9.1982,0.6272,89.574,0.82789,14.222
122,1999,107,2010,2.5993,1,-12.63,-13.385,62.959,61.26,9.7137,9.2324,9.2035,0.59094,89.399,0.82808,15.03
122,1999,107,2020,2.3026,1,-12.669,-13.408,62.096,60.304,9.7145,9.2317,9.2034,0.6958,88.082,0.82797,13.679
122,1999,107,2030,1.8516,1,-12.903,-13.578,63.769,60.883,9.7151,9.2233,9.1974,0.2254,90.768,0.82902,14.957
122,1999,107,2040,1.7856,1,-12.958,-13.633,66.133,64.004,9.715,9.2211,9.1953,0.42385,93.956,0.82767,14.878
122,1999,107,2050,1.7296,1,-12.889,-13.62,64.143,62.702,9.7148,9.2235,9.1956,0.39886,90.864,0.8283,14.846
122,1999,107,2100,1.7135,1,-13.008,-13.733,61.881,59.807,9.7149,9.219,9.1913,0.72569,87.963,0.82913,14.806
122,1999,107,2110,1.4644,1,-13.355,-14.076,62.765,60.12,9.7153,9.2062,9.1786,0.80017,89.108,0.83065,14.68
122,1999,107,2120,1.3179,1,-13.815,-14.638,66.747,63.663,9.7155,9.1887,9.1573,0.68649,95.033,0.83137,14.468
122,1999,107,2130,1.1631,1,-14.198,-15.002,68.462,65.457,9.7157,9.1743,9.1435,1.2054,97.076,0.83128,14.329
122,1999,107,2140,1.1455,1,-14.622,-15.69,64.23,62.184,9.7159,9.1583,9.1174,1.4847,91.111,0.8322,14.071
122,1999,107,2150,1.0816,1,-15.485,-16.672,65.214,63.135,9.7171,9.1264,9.0809,1.545,92.957,0.83261,13.913
122,1999,107,2200,1.0018,1,-16.32,-17.273,77.458,73.807,9.7174,9.0947,9.0582,1.5533,110.5,0.8341,13.688
122,1999,107,2210,0.93483,1,-16.463,-17.227,78.547,75.453,9.7168,9.0886,9.0594,1.2867,111.25,0.83454,13.589
122,1999,107,2220,0.69585,1,-16.745,-17.801,65,62.709,9.7168,9.0779,9.0375,1.5087,91.963,0.83496,13.457
122,1999,107,2230,0.87214,1,-18.016,-18.839,65.268,62.257,9.7179,9.0302,8.9987,2.0261,92.629,0.83684,13.391
122,1999,107,2240,0.7628,1,-19.048,-19.771,75.805,72.008,9.7183,8.9911,8.9635,1.6856,108,0.83686,13.351
122,1999,107,2250,0.51806,1,-19.155,-19.798,75.701,72.414,9.7186,8.9873,8.9627,1.6239,107.32,0.83725,13.318
122,1999,107,2300,0.30591,1,-19.458,-20.422,70.131,67.608,9.7186,8.9757,8.9388,1.7841,99.498,0.83692,13.26
122,1999,107,2310,0.19101,1,-20.277,-21.368,67.206,65.035,9.7187,8.9444,8.9027,2.1325,95.39,0.8383,13.206
122,1999,107,2320,0.10256,1,-21.154,-22.191,70.444,68.857,9.7198,8.9119,8.8721,2.2535,100.34,0.83974,13.173
122,1999,107,2330,0.06339,1,-21.372,-22.146,75.718,74.179,9.7188,8.9027,8.8731,2.1379,107.62,0.83902,13.14
122,1999,107,2340,0.03878,1,-21.195,-21.95,75.903,74.023,9.7185,8.9091,8.8802,2.2261,107.82,0.83797,13.12
122,1999,107,2350,0.02436,1,-21.097,-21.927,74.858,72.924,9.7197,8.914,8.8822,2.0492,106.21,0.83777,13.101
122,1999,108,0,0.01363,1,-21.191,-22.073,72.399,70.682,9.7204,8.911,8.8773,2.2638,102.9,0.83846,13.088
122,1999,108,10,0.00683,1,-21.46,-22.384,70.802,69.153,9.7193,8.8997,8.8643,2.5387,100.43,0.83913,13.081
122,1999,108,20,0.00314,1,-21.793,-22.66,73.021,71.396,9.7185,8.8862,8.853,2.5872,103.73,0.83951,13.068
122,1999,108,30,0.00052,1,-21.912,-22.787,72.672,71.038,9.7178,8.881,8.8476,2.3902,103.29,0.84015,13.062
122,1999,108,40,-0.0001,0.9,-21.933,-22.739,73.187,71.513,9.7184,8.8808,8.8499,2.6945,103.87,0.83965,13.049
122,1999,108,50,-0.00067,0.375,-21.909,-22.732,71.535,69.867,9.7187,8.882,8.8505,3.0615,101.55,0.83899,13.036
122,1999,108,100,-0.00072,0.4,-21.869,-22.625,73.166,71.536,9.7181,8.883,8.854,3.2036,104.01,0.83885,13.036
122,1999,108,110,-0.00199,0,-21.556,-22.243,73.977,72.215,9.7178,8.8947,8.8684,3.1438,104.99,0.83791,13.029
122,1999,108,120,-0.00232,0,-21.296,-22.022,73.501,71.775,9.7179,8.9047,8.8769,2.8067,104.4,0.83775,13.023
122,1999,108,130,-0.00234,0,-21.082,-21.796,73.814,72.139,9.7179,8.9129,8.8856,2.6568,104.87,0.83717,13.016
122,1999,108,140,-0.00172,0,-20.782,-21.459,75.219,73.506,9.718,8.9245,8.8986,2.3579,106.86,0.83648,13.009
122,1999,108,150,-0.00102,0,-20.438,-21.136,75.065,73.315,9.7173,8.937,8.9103,2.351,106.58,0.83584,13.003
122,1999,108,200,-0.001,0.025,-20.185,-20.902,74.368,72.626,9.7168,8.9463,8.9188,2.2981,105.58,0.83579,12.996
