103,2.257,2.232,1.792,.181
103,2.314,2.117,1.867,.826
103,.845,.694,.71,-2.195
206,191,300,3.894,410.7,.109,97.7,6.453,411.3,.703,100.8,2.741,409.6,-.807,92.7,152.4
103,.324,.364,.292,-2.302
103,.192,.207,.171,-.186
103,.255,.272,.222,.046
206,191,600,3.483,408.8,-1.566,101.2,4.999,410.1,-.501,101.5,1.753,407.1,-3.261,100.9,313.3
103,.191,.206,.172,-.189
103,.257,.276,.232,-.248
103,.388,.414,.35,-.128
206,191,900,2.26,406.7,-3.478,101,3.319,407.1,-3.194,101.3,.849,406,-4.051,100.7,336.5
103,.989,1.036,.88,.15
103,1.267,1.324,1.136,.294
103,2.063,2.143,1.843,.606
206,191,1200,2.954,406.5,-3.59,99.8,3.54,407.2,-2.963,100.6,2.411,405.8,-4.288,98.8,334.4
103,2.472,2.561,2.211,.667
103,3.428,3.538,3.06,.725
103,3.983,4.098,3.536,.839
206,191,1500,2.78,407.4,-2.776,97.4,3.639,408,-2.058,98.6,1.471,406.9,-3.189,95.9,357.9
103,5.25,5.363,4.598,.964
103,5.766,5.862,4.964,1.16
103,6.24,6.315,5.357,1.385
206,191,1800,1.516,408.7,-1.383,94.4,2.476,409.6,-.644,95.6,.518,408.1,-1.987,91.8,360.1
103,6.87,6.85,5.689,2.492
103,6.67,6.605,5.401,3.341
103,5.124,5.174,4.344,2.072
206,191,2100,2.694,409,-1.146,92.2,3.633,409.4,-.568,93.3,1.014,408.3,-1.981,90.2,327.2
103,6.029,6.051,5.078,2.415
