"ID","year","JD","hourminute","dewpoint_T","Ambient_T","Battery"
103,2000,143,2300,-8.66,-7.48,12.28
103,2000,143,2310,-8.7,-7.53,12.28
103,2000,143,2320,-8.67,-7.53,12.28
103,2000,143,2330,-8.67,-7.6,12.28
103,2000,143,2340,-8.73,-7.64,12.27
103,2000,143,2350,-8.83,-7.73,12.27
103,2000,144,0,-8.9,-7.77,12.27
103,2000,144,10,-8.9,-7.83,12.27
103,2000,144,20,-8.98,-7.89,12.26
103,2000,144,30,-9.05,-8,12.26
103,2000,144,40,-9.14,-8.13,12.26
103,2000,144,50,-9.24,-8.22,12.26
103,2000,144,100,-9.36,-8.36,12.26
103,2000,144,110,-9.5,-8.51,12.25
103,2000,144,120,-9.62,-8.65,12.25
103,2000,144,130,-9.81,-8.82,12.25
103,2000,144,140,-10.11,-9.09,12.25
103,2000,144,150,-10.48,-9.51,12.25
103,2000,144,200,-10.51,-9.54,12.24
103,2000,144,210,-10.42,-9.46,12.24
103,2000,144,220,-10.3,-9.35,12.24
103,2000,144,230,-10.48,-9.54,12.24
103,2000,144,240,-10.79,-9.89,12.23
103,2000,144,250,-10.95,-10.07,12.23
103,2000,144,300,-11.4,-10.46,12.23
103,2000,144,310,-11.95,-11.05,12.23
103,2000,144,320,-12.18,-11.34,12.22
103,2000,144,330,-12.1,-11.2,12.22
103,2000,144,340,-12.23,-11.26,12.22
103,2000,144,350,-12.05,-11.11,12.22
103,2000,144,400,-10.19,-10.71,12.21
103,2000,144,410,-8.04,-10.17,12.21
103,2000,144,420,-11.48,-10.03,12.21
103,2000,144,430,-11.14,-10.07,12.21
103,2000,144,440,-11.36,-10.32,12.21
103,2000,144,450,-11.76,-10.75,12.2
103,2000,144,500,-12.24,-11.26,12.2
103,2000,144,510,-12.65,-11.71,12.2
103,2000,144,520,-13.33,-12.44,12.2
103,2000,144,530,-13.43,-12.61,12.19
103,2000,144,540,-13.7,-12.86,12.19
103,2000,144,550,-13.79,-12.91,12.19
103,2000,144,600,-13.8,-12.79,12.19
103,2000,144,610,-13.8,-12.76,12.19
103,2000,144,620,-13.67,-12.53,12.18
103,2000,144,630,-13.82,-12.57,12.18
103,2000,144,640,-13.89,-12.75,12.18
103,2000,144,650,-13.82,-12.52,12.18
103,2000,144,700,-13.55,-12.31,12.17
103,2000,144,710,-12.72,-11.62,12.17
103,2000,144,720,-12.1,-10.91,12.17
103,2000,144,730,-11.93,-10.69,12.17
103,2000,144,740,-12.13,-10.85,12.17
103,2000,144,750,-12.55,-11.28,12.16
103,2000,144,800,-12.72,-11.58,12.16
103,2000,144,810,-13.37,-12.19,12.16
103,2000,144,820,-13.36,-12.3,12.16
103,2000,144,830,-13.23,-12.26,12.16
103,2000,144,840,-12.91,-11.89,12.15
103,2000,144,850,-13.02,-11.98,12.15
103,2000,144,900,-13.47,-12.47,12.15
103,2000,144,910,-12.77,-11.74,12.15
103,2000,144,920,-11.95,-10.75,12.15
103,2000,144,930,-11.66,-10.32,12.15
103,2000,144,940,-11.4,-10.05,12.15
103,2000,144,950,-11.49,-9.98,12.15
103,2000,144,1000,-11.52,-9.96,12.15
103,2000,144,1010,-11.43,-9.94,12.15
103,2000,144,1020,-11.17,-9.55,12.15
103,2000,144,1030,-11.19,-9.53,12.15
103,2000,144,1040,-11.21,-9.53,12.14
103,2000,144,1050,-11.26,-9.53,12.14
103,2000,144,1100,-11.3,-9.53,12.14
103,2000,144,1110,-11.27,-9.53,12.14
103,2000,144,1120,-11.35,-9.46,12.14
103,2000,144,1130,-11.32,-9.45,12.14
103,2000,144,1140,-11.4,-9.39,12.14
103,2000,144,1150,-11.55,-9.41,12.14
103,2000,144,1200,-11.44,-9.36,12.15
103,2000,144,1210,-11.31,-9.27,12.15
103,2000,144,1220,-11.21,-9.22,12.15
103,2000,144,1230,-11.22,-9.25,12.15
103,2000,144,1240,-11.27,-9.41,12.15
103,2000,144,1250,-11.32,-9.43,12.15
103,2000,144,1300,-11.31,-9.45,12.15
103,2000,144,1310,-11.2,-9.45,12.16
103,2000,144,1320,-10.88,-9.36,12.16
103,2000,144,1330,-10.92,-9.38,12.16
103,2000,144,1340,-10.76,-9.43,12.17
103,2000,144,1350,-10.91,-9.44,12.18
103,2000,144,1400,-11.02,-9.52,12.17
103,2000,144,1410,-11.26,-9.56,12.17
103,2000,144,1420,-11.23,-9.54,12.17
103,2000,144,1430,-11.28,-9.54,12.17
103,2000,144,1440,-10.99,-9.47,12.17
103,2000,144,1450,-11.01,-9.41,12.2
103,2000,144,1500,-10.97,-9.37,12.2
103,2000,144,1510,-11.21,-9.48,12.2
103,2000,144,1520,-11.17,-9.48,12.19
103,2000,144,1530,-11.05,-9.49,12.19
103,2000,144,1540,-11.23,-9.57,12.19
103,2000,144,1550,-11.35,-9.62,12.21
103,2000,144,1600,-11.53,-9.73,12.19
103,2000,144,1610,-11.51,-9.83,12.18
103,2000,144,1620,-11.44,-9.74,12.17
103,2000,144,1630,-11.44,-9.66,12.18
103,2000,144,1640,-11.34,-9.57,12.18
103,2000,144,1650,-11.26,-9.5,12.17
103,2000,144,1700,-11.31,-9.47,12.18
103,2000,144,1710,-11.05,-9.38,12.17
103,2000,144,1720,-11.3,-9.49,12.17
103,2000,144,1730,-11.16,-9.41,12.18
103,2000,144,1740,-11.17,-9.28,12.21
103,2000,144,1750,-11.22,-9.39,12.2
103,2000,144,1800,-11.34,-9.57,12.18
103,2000,144,1810,-11.33,-9.7,12.16
103,2000,144,1820,-11.11,-9.61,12.16
103,2000,144,1830,-11.02,-9.55,12.15
103,2000,144,1840,-11.19,-9.72,12.16
103,2000,144,1850,-11.22,-9.56,12.15
103,2000,144,1900,-11.42,-9.79,12.14
103,2000,144,1910,-11.49,-9.98,12.14
103,2000,144,1920,-11.62,-10.1,12.13
103,2000,144,1930,-11.57,-10.07,12.14
103,2000,144,1940,-11.67,-10.19,12.14
103,2000,144,1950,-11.65,-10.18,12.14
103,2000,144,2000,-11.58,-10.08,12.14
103,2000,144,2010,-11.34,-10.05,12.13
103,2000,144,2020,-11.36,-10.18,12.12
103,2000,144,2030,-11.58,-10.29,12.12
103,2000,144,2040,-11.91,-10.42,12.12
103,2000,144,2050,-11.79,-10.61,12.11
103,2000,144,2100,-11.63,-10.62,12.11
103,2000,144,2110,-11.76,-10.54,12.11
103,2000,144,2120,-11.89,-10.62,12.1
103,2000,144,2130,-11.73,-10.56,12.1
103,2000,144,2140,-11.61,-10.51,12.1
103,2000,144,2150,-11.75,-10.58,12.09
103,2000,144,2200,-12.1,-10.84,12.09
103,2000,144,2210,-12.06,-10.99,12.09
103,2000,144,2220,-12.02,-10.9,12.08
103,2000,144,2230,-12.09,-11.04,12.08
103,2000,144,2240,-12.14,-11.13,12.08
103,2000,144,2250,-12.24,-11.4,12.08
103,2000,144,2300,-12.31,-11.54,12.07
103,2000,144,2310,-12.38,-11.63,12.07
103,2000,144,2320,-12.37,-11.63,12.07
103,2000,144,2330,-12.31,-11.63,12.07
103,2000,144,2340,-12.5,-11.78,12.06
103,2000,144,2350,-12.41,-11.71,12.06
103,2000,145,0,-12.41,-11.73,12.06
103,2000,145,10,-12.34,-11.69,12.06
103,2000,145,20,-12.74,-11.99,12.05
103,2000,145,30,-12.86,-12.19,12.05
103,2000,145,40,-13.22,-12.39,12.05
103,2000,145,50,-13.43,-12.56,12.05
103,2000,145,100,-13.98,-13.15,12.04
103,2000,145,110,-13.74,-12.99,12.04
103,2000,145,120,-13.73,-12.89,12.04
103,2000,145,130,-14.28,-13.28,12.03
103,2000,145,140,-14.75,-13.75,12.03
103,2000,145,150,-14.98,-13.97,12.03
103,2000,145,200,-15.36,-14.3,12.03
103,2000,145,210,-15.53,-14.5,12.03
103,2000,145,220,-15.65,-14.66,12.02
103,2000,145,230,-15.59,-14.64,12.02
103,2000,145,240,-15.96,-14.92,12.02
103,2000,145,250,-16.56,-15.54,12.01
103,2000,145,300,-17.13,-16.26,12.01
103,2000,145,310,-16.93,-16.44,12.01
103,2000,145,320,-17.4,-16.8,12
103,2000,145,330,-17.65,-17.03,12
103,2000,145,340,-17.14,-16.46,12
103,2000,145,350,-17.24,-16.43,12
103,2000,145,400,-15.77,-16.27,11.99
103,2000,145,410,-12.54,-15.74,11.99
103,2000,145,420,-15.82,-15.07,11.99
103,2000,145,430,-16.11,-15.23,11.99
103,2000,145,440,-15.9,-15.08,11.99
103,2000,145,450,-15.83,-14.98,11.98
103,2000,145,500,-15.44,-14.6,11.98
103,2000,145,510,-15.29,-14.36,11.98
103,2000,145,520,-15.23,-14.23,11.98
103,2000,145,530,-15.01,-14.05,11.97
103,2000,145,540,-14.82,-13.84,11.97
103,2000,145,550,-14.85,-13.81,11.97
103,2000,145,600,-15,-13.95,11.96
103,2000,145,610,-15.33,-14.26,11.96
103,2000,145,620,-15.48,-14.54,11.96
103,2000,145,630,-15.2,-14.25,11.96
103,2000,145,640,-15.17,-14.16,11.95
103,2000,145,650,-15.21,-14.13,11.95
103,2000,145,700,-15.32,-14.16,11.95
103,2000,145,710,-15.76,-14.48,11.95
103,2000,145,720,-15.69,-14.57,11.94
103,2000,145,730,-15.03,-13.84,11.94
103,2000,145,740,-14.89,-13.66,11.94
103,2000,145,750,-14.36,-13.05,11.94
103,2000,145,800,-14.16,-12.79,11.94
103,2000,145,810,-14.12,-12.73,11.94
103,2000,145,820,-14.21,-12.83,11.93
103,2000,145,830,-14.14,-12.78,11.93
103,2000,145,840,-14.11,-12.63,11.93
103,2000,145,850,-14.08,-12.6,11.93
103,2000,145,900,-14.04,-12.53,11.93
103,2000,145,910,-14.02,-12.53,11.92
103,2000,145,920,-14.18,-12.62,11.92
103,2000,145,930,-14.1,-12.52,11.92
103,2000,145,940,-13.99,-12.39,11.92
103,2000,145,950,-13.88,-12.21,11.92
103,2000,145,1000,-13.81,-12.1,11.91
103,2000,145,1010,-13.65,-11.95,11.91
103,2000,145,1020,-13.65,-11.84,11.91
103,2000,145,1030,-13.66,-11.9,11.91
103,2000,145,1040,-13.62,-11.81,11.91
103,2000,145,1050,-13.57,-11.78,11.91
103,2000,145,1100,-13.37,-11.58,11.9
103,2000,145,1110,-13.17,-11.37,11.9
103,2000,145,1120,-12.92,-11.09,11.9
103,2000,145,1130,-12.77,-10.95,11.93
