year	jd	hour.min	temp	hum	wind	wind_dir	press	snow	volt
2017	339	1640	-34.86	46.68	1.09	24.45	674.4	-0.54	13.42
2017	339	1650	-33.86	47.66	1.07	22.13	674.4	-0.54	13.4
2017	339	1700	-34.37	50.15	1.16	17.9	674.4	-0.5	15.06
2017	339	1710	-31.45	52.09	1.34	32.71	674.4	-0.53	13.42
2017	339	1720	-32.83	48.82	1.25	36.73	674.4	-0.54	13.42
2017	339	1730	-30.35	46.61	1.23	33.72	674.4	-0.54	27.14
2017	339	1740	-32.98	46.9	1.33	32.66	674.4	-0.55	13.41
2017	339	1750	-32.2	47.74	1.21	28.93	674.5	-0.51	13.42
2017	339	1800	-32.34	48.21	1.42	18.78	674.5	0	13.4
2017	339	1810	-6999	50.09	1.53	21.93	674.5	-0.54	13.42
2017	339	1820	-32.24	49.96	1.57	20.27	674.5	-0.51	13.42
2017	339	1830	-33.89	49.39	1.43	25.37	674.5	-0.54	27.96
2017	339	1840	-33.36	48.43	1.28	22.92	674.6	0	13.41
2017	339	1850	-34.63	47.99	1.23	69.29	674.6	0	12.24
2017	339	1900	-34.06	45.16	1.4	68.95	674.7	-0.55	13.39
2017	339	1910	-37.35	43.45	1.56	75.5	674.7	-0.54	13.39
2017	339	1920	-35.22	42.63	1.11	69.1	674.7	-0.53	13.42
2017	339	1930	-6999	41.81	1.43	66.18	674.7	-0.46	13.42
2017	339	1940	-6999	41.13	0.9	62.85	674.8	-0.56	13.42
2017	339	1950	-38.41	41	1.14	60.86	674.8	-0.38	13.27
2017	339	2000	-34.18	40.69	1.5	44.63	674.7	-0.46	13.42
2017	339	2010	-6999	41.68	1.13	55	674.7	-0.5	13.42
2017	339	2020	-6999	42.65	0.73	59.3	674.8	-0.54	13.41
2017	339	2030	-35.81	42.97	0.92	51.3	674.7	-0.39	13.42
2017	339	2040	-36.16	43.64	0.92	50.55	674.8	-0.54	28.05
2017	339	2050	-6999	44.03	0.96	43.55	674.8	-0.5	13.42
2017	339	2100	-6999	44.52	0.7	50.25	674.8	-0.52	13.41
2017	339	2110	-36.56	45.19	0.7	55.37	674.8	-0.46	16.09
2017	339	2120	-6999	45.42	0.86	63.3	674.8	-0.46	13.4
2017	339	2130	-34.71	44.58	0.91	60.77	674.7	-0.52	13.41
2017	339	2140	-35.58	43.88	0.73	56.1	674.7	-0.51	24.5
2017	339	2150	-34.31	44.13	0.92	58.2	674.6	-0.53	13.42
2017	339	2200	-32.92	44	0.99	60.65	674.6	-0.54	13.37
2017	339	2210	-6999	43.79	0.85	58.32	674.6	-0.46	13.41
2017	339	2220	-32.58	43.91	0.87	60.17	674.6	-0.46	13.41
2017	339	2230	-6999	44.07	0.75	72.1	674.7	-0.53	13.4
2017	339	2240	-6999	44.01	0.82	73.8	674.7	-0.43	13.41
2017	339	2250	-35.98	43.81	0.86	70.4	674.6	-0.47	13.41
2017	339	2300	-6999	43.62	0.83	88.4	674.6	-0.52	13.41
2017	339	2310	-35.28	43.61	0.83	67.52	674.6	0	13.41
2017	339	2320	-33.34	43.83	0.87	64.6	674.5	-0.46	13.38
2017	339	2330	-34.71	43.77	0.84	109.2	674.5	-0.5	13.41
2017	339	2340	-6999	43.4	0.89	110.8	674.5	-0.53	13.41
2017	339	2350	-6999	43.19	0.87	96.6	674.4	-0.46	13.41
2017	339	2400	-36.06	42.73	0.93	70.6	674.4	-0.5	13.41
2017	340	10	-6999	42.86	0.89	84.6	674.4	0	13.41
2017	340	20	-34.81	43.14	0.76	106.6	674.4	-0.44	13.41
2017	340	30	-33.39	43.41	0.66	166.4	674.4	-0.44	13.41
2017	340	40	-6999	43.82	0.82	105.4	674.3	-0.46	30.07
2017	340	50	-36.78	43.77	1.03	64.7	674.3	-0.47	27.81
2017	340	100	-6999	43.09	0.98	72.2	674.3	-0.52	13.41
2017	340	110	-6999	42.51	0.95	80.5	674.2	0	13.41
2017	340	120	-6999	42.6	0.93	71.7	674.2	-0.53	13.41
2017	340	130	-36.14	43.1	0.94	73.6	674.1	-0.51	13.41
2017	340	140	-35.61	43.26	0.9	92.4	674.1	-0.54	13.41
2017	340	150	-6999	43.43	0.99	106.3	674	-0.53	13.41
2017	340	200	-6999	43.78	0.9	116.2	674	-0.46	14.41
2017	340	210	-35.4	43.99	0.91	117.1	674	-0.42	13.41
2017	340	220	-36.3	44.05	0.81	142.8	674	0	13.4
2017	340	230	-6999	44.13	0.8	165.4	674.1	-0.54	13.41
2017	340	240	-6999	44.42	0.8	137.8	674.1	-0.45	13.41
2017	340	250	-6999	44.44	0.8	128.8	674.1	-0.46	13.41
2017	340	300	-35.46	44.48	0.85	139.7	674	-0.43	13.41
2017	340	310	-6999	44.42	0.93	123.2	673.9	0	13.4
2017	340	320	-6999	44.19	0.83	142.7	673.9	-0.43	13.41
2017	340	330	-36.02	44.25	0.87	97.5	673.8	-0.43	13.4
2017	340	340	-39	44.21	1.02	66.13	673.8	-0.51	13.41
2017	340	350	-6999	43.93	0.96	74.1	673.7	-0.52	13.39
2017	340	400	-37.99	43.57	0.91	107.7	673.7	-0.54	13.41
2017	340	410	-6999	43.32	0.85	140.6	673.7	-0.42	13.42
2017	340	420	-6999	43.37	0.9	151.4	673.7	0	13.4
2017	340	430	-33.76	43.63	0.94	141.9	673.7	-0.42	13.38
2017	340	440	-6999	43.91	0.84	142.5	673.7	0	13.39
2017	340	450	-6999	44.23	1.03	157.9	673.6	0	13.41
2017	340	500	-6999	44.29	1.14	154.2	673.5	-0.53	24.6
2017	340	510	-6999	44.75	0.92	146.3	673.5	-0.54	13.4
2017	340	520	-6999	44.95	0.9	134.3	673.5	-0.53	13.41
2017	340	530	-34.8	45.04	0.89	122.9	673.4	-0.53	30.2
2017	340	540	-6999	44.82	0.9	132.4	673.4	-0.49	13.39
2017	340	550	-6999	44.67	0.91	129.9	673.4	-0.41	13.37
2017	340	600	-6999	44.53	1	140.3	673.3	-0.53	13.41
2017	340	610	-6999	44.69	0.97	149.2	673.3	-0.53	24.61
2017	340	620	-6999	44.83	0.86	156.8	673.3	-0.54	24.82
2017	340	630	-39.93	44.84	1.03	158.1	673.3	0	13.36
2017	340	640	-6999	44.5	0.97	151.2	673.3	-0.41	13.4
2017	340	650	-6999	43.97	0.95	142.8	673.3	-0.41	23.45
2017	340	700	-6999	43.82	1.13	151.8	673.3	-0.53	13.4
2017	340	710	-6999	43.52	1.06	158.3	673.2	-0.43	13.39
2017	340	720	-6999	43.55	1.15	168.2	673.2	-0.43	13.41
2017	340	730	-6999	43.64	1.09	157.6	673.2	-0.4	13.41
2017	340	740	-6999	43.78	1.21	169.3	673.2	-0.4	13.41
2017	340	750	-36	43.98	1.52	176.4	673.1	-0.54	31.76
2017	340	800	-6999	44.37	1.56	175.4	673.1	0	13.41
2017	340	810	-6999	45.05	1.6	173.5	673	-0.54	13.41
2017	340	820	-36.4	45.48	1.63	173.3	673	-0.53	13.41
2017	340	830	-6999	45.71	1.62	172.9	673	-0.55	13.41
2017	340	840	-6999	46.07	1.99	163.7	673	0	13.39
2017	340	850	-36.82	46.46	2.08	164.6	673	-0.38	13.4
2017	340	900	-35.78	47.08	2.01	167.5	672.9	-0.54	13.41
2017	340	910	-6999	47.34	1.79	175.3	672.9	-0.53	13.4
2017	340	920	-6999	47.6	1.41	176.3	672.9	-0.53	13.41
2017	340	930	-34.91	47.36	1.62	173.9	672.9	-0.53	13.41
2017	340	940	-6999	47.24	1.52	175.8	672.8	-0.53	13.41
2017	340	950	-6999	47.14	1.96	170.7	672.8	-0.5	13.41
2017	340	1000	-6999	47.43	2.03	168.2	672.8	-0.53	13.41
2017	340	1010	-35.04	47.98	2.06	170.8	672.8	-0.53	26.05
2017	340	1020	-6999	48.22	1.81	178.3	672.8	-0.39	13.41
2017	340	1030	-6999	48.03	1.91	180.2	672.8	0	13.42
2017	340	1040	-6999	48.32	1.87	179.6	672.8	0	13.39
2017	340	1050	-6999	48.52	2.09	179.5	672.8	-0.39	20.9
2017	340	1100	-6999	48.66	2.06	181.9	672.8	-0.39	31.61
2017	340	1110	-35.4	48.85	1.98	184.2	672.8	-0.54	13.42
2017	340	1120	-40.44	48.93	2.08	185	672.8	-0.5	13.42
2017	340	1130	-6999	49.26	1.95	186	672.9	-0.54	13.41
2017	340	1140	-6999	49.18	2.02	183.8	672.9	-0.53	13.42
2017	340	1150	-6999	49.18	2.25	183.4	672.8	-0.53	13.41
2017	340	1200	-6999	49.58	2.66	188.6	672.8	-0.54	13.42
2017	340	1210	-6999	50.38	2.67	186.8	672.8	0	13.4
2017	340	1220	-34.74	51.19	2.6	188.4	672.7	0	13.41
2017	340	1230	-6999	51.14	2.61	192.8	672.7	-0.54	13.42
2017	340	1240	-34.39	50.8	2.47	194.6	672.8	-0.54	13.41
2017	340	1250	-35.03	50.64	2.41	189.8	672.7	-0.54	13.41
2017	340	1300	-35.07	50.56	2.41	194.5	672.7	-0.54	13.41
2017	340	1310	-33.61	50.77	2.72	195.4	672.7	-0.53	13.4
2017	340	1320	-33.96	51.45	2.76	189.8	672.7	-0.54	13.42
2017	340	1330	-34.21	51.62	2.6	189.7	672.7	-0.53	13.41
2017	340	1340	-35.03	51.38	2.67	194.8	672.6	-0.53	13.41
2017	340	1350	-6999	51.52	2.49	198.7	672.6	-0.54	29.75
2017	340	1400	-33.53	51.25	2.39	197.9	672.5	-0.37	13.42
2017	340	1410	-6999	50.67	2.37	195.3	672.5	0	13.42
2017	340	1420	-32.55	50.14	2.43	197.8	672.4	-0.53	13.42
2017	340	1430	-34.81	49.78	2.8	206.5	672.4	-0.53	13.42
2017	340	1440	-34.56	49.88	3.05	205.2	672.4	-0.54	13.41
2017	340	1450	-34.41	50.3	2.97	202.6	672.3	-0.39	13.42
2017	340	1500	-33.98	50.59	2.78	197.2	672.3	-0.48	13.42
2017	340	1510	-34.76	50.07	2.71	196.5	672.2	-0.54	13.41
2017	340	1520	-33.79	49.5	2.72	200	672.2	-0.53	13.39
2017	340	1530	-35.65	49.5	2.62	198.2	672.1	-0.54	13.42
2017	340	1540	-32.83	49.26	2.39	195.3	672	-0.54	13.42
2017	340	1550	-6999	48.96	2.36	198.6	672	0	13.41
2017	340	1600	-32.54	48.84	2.42	189.6	672	-0.55	13.4
2017	340	1610	-35.18	48.76	2.16	184.3	672	-0.55	16.29
2017	340	1620	-6999	48.43	2.02	185.3	672	-0.54	24.99
2017	340	1630	-35.28	48.34	2.24	194.3	672	-0.55	24.08
2017	340	1640	-6999	48.67	2.27	189.6	672	-0.55	13.4
2017	340	1650	-35.09	48.78	2.39	194.3	672	-0.55	13.25
2017	340	1700	-35.96	48.52	2.42	199.1	672	-0.54	13.42
2017	340	1710	-6999	48.7	2.75	207.2	672	-0.54	13.42
2017	340	1720	-6999	49.07	2.74	207.7	672	0	13.42
2017	340	1730	-34.32	49.41	2.74	207.5	671.9	0	13.39
2017	340	1740	-33.52	49.42	2.8	204.4	671.9	-0.54	13.42
2017	340	1750	-35.12	50.05	3.02	213.1	672	-0.53	13.42
2017	340	1800	-35.99	50.52	3.69	219.1	672	-0.5	30.73
2017	340	1810	-33.95	51.54	3.33	220.8	672	-0.54	13.41
2017	340	1820	-34.44	51.48	3.2	223.4	672	-0.53	13.41
2017	340	1830	-32.71	51.3	3.06	223.3	672	-0.53	13.41
2017	340	1840	-35.92	50.91	3	227.8	672.1	-0.54	13.42
2017	340	1850	-34.93	50.51	2.82	228.7	672.2	-0.53	13.42
2017	340	1900	-35.18	50.45	3.16	230.3	672.2	-0.5	13.42
2017	340	1910	-32.47	51.06	3.87	231.5	672.2	-0.53	13.4
2017	340	1920	-35.65	52.75	5.01	234.2	672.1	-0.53	27.33
2017	340	1930	-32.51	53.84	4.91	234.5	672.2	-0.39	13.42
2017	340	1940	-32.58	53.03	3.82	233.5	672.1	-0.53	13.4
2017	340	1950	-6999	51.35	2.91	230.8	672.2	-0.39	13.42
2017	340	2000	-6999	50.05	2.99	231.1	672.2	-0.39	13.42
2017	340	2010	-37.14	49.88	3.24	232.3	672.2	-0.37	13.4
2017	340	2020	-32.2	50.39	2.62	230.3	672.2	-0.37	13.41
2017	340	2030	-33.87	50.44	2.13	227.5	672.3	-0.4	13.42
2017	340	2040	-35.04	50.62	1.98	228.8	672.2	-0.37	13.42
2017	340	2050	-35.51	51.08	2.16	228.7	672.3	-0.37	13.42
2017	340	2100	-33.05	51.42	2.14	231.2	672.2	0	13.42
2017	340	2110	-33.55	51.62	2.42	228.9	672.3	-0.39	13.41
2017	340	2120	-34.94	51.86	3.18	238.7	672.4	-0.39	13.42
2017	340	2130	-32.78	52.29	2.96	238.8	672.4	-0.35	13.4
2017	340	2140	-33.12	52.53	2.62	240.4	672.4	-0.38	13.42
2017	340	2150	-32.61	52.62	3.11	244.2	672.3	-0.4	13.4
2017	340	2200	-32.06	52.74	2.68	245.1	672.3	-0.39	13.42
2017	340	2210	-32.56	51.98	3.04	244.6	672.4	-0.4	13.42
2017	340	2220	-35.15	51.8	3.06	242.6	672.4	0	13.42
2017	340	2230	-32.73	52.15	3.28	241.4	672.4	-0.4	29.79
2017	340	2240	-32.14	52.25	3.55	243.1	672.3	-0.4	13.43
2017	340	2250	-32.73	52.4	3.53	239.4	672.4	-0.4	13.41
2017	340	2300	-33.89	52.3	3.21	242.4	672.5	-0.4	13.43
2017	340	2310	-33.84	52.1	3.26	239.7	672.6	-0.37	13.35
2017	340	2320	-32.52	51.74	3.97	241.4	672.7	-0.4	13.42
2017	340	2330	-32.66	51.96	3.9	246.1	672.7	-0.4	13.42
2017	340	2340	-33.99	52.35	3.16	249.1	672.7	0	13.42
2017	340	2350	-31.3	51.85	2.84	247.7	672.8	-0.39	13.42
2017	340	2400	-33.82	51.06	2.69	249.5	672.7	-0.4	13.4
2017	341	10	-32.69	50.54	2.52	249.8	672.7	-0.39	13.42
2017	341	20	-34.09	49.87	2.59	248.5	672.7	-0.4	26.55
2017	341	30	-34.7	49.64	2.3	239.4	672.7	-0.4	13.42
2017	341	40	-33.51	49.76	2.92	237.7	672.8	-0.38	13.4
2017	341	50	-33.14	50.09	2.51	239.5	672.8	-0.39	13.42
2017	341	100	-34.46	49.91	2.81	235.3	672.9	0	13.4
2017	341	110	-32.16	49.98	3.3	231.2	672.9	-0.38	13.4
2017	341	120	-33.29	49.69	2.52	234.4	672.9	-0.34	13.4
2017	341	130	-34.7	49.15	3.01	245.4	672.9	-0.4	13.5
2017	341	140	-34.17	49.72	2.43	249.9	672.8	-0.36	13.39
2017	341	150	-33.1	50.41	3.28	248.4	672.9	-0.37	13.42
2017	341	200	-6999	51.46	3.21	244.4	672.9	-0.41	13.42
2017	341	210	-34.54	53	2.63	250.3	673	-0.39	13.41
2017	341	220	-33.25	53.27	1.81	248.2	672.9	-0.4	13.42
2017	341	230	-32.12	53.2	1.2	245.4	672.9	-0.4	29.62
2017	341	240	-34.35	52.64	1.24	236.1	673	-0.4	13.42
2017	341	250	-34.99	52.4	2.47	238.1	673.1	0	13.42
2017	341	300	-32.43	52.84	2.67	244.5	673.1	-0.41	13.42
2017	341	310	-31.6	53.21	1.79	254.7	673.1	-0.4	13.4
2017	341	320	-32.85	52.25	1.43	236.2	673.1	-0.4	13.42
2017	341	330	-34.02	51.49	1.37	249.4	673	-0.4	13.41
2017	341	340	-32.92	52.19	0.87	236.4	673	-0.4	13.42
2017	341	350	-34.79	52.05	1.63	218.2	673.1	-0.4	13.38
2017	341	400	-31.53	50.57	1.7	209.9	673.1	-0.39	13.42
2017	341	410	-6999	49.57	0.98	211.2	673	-0.4	32.01
2017	341	420	-34.35	48.62	0.88	189	672.9	-0.4	13.43
2017	341	430	-6999	47.85	0.86	171	672.9	-0.38	13.43
2017	341	440	-33.74	46.84	0.88	159	672.8	-0.4	13.42
2017	341	450	-6999	46.47	0.99	160.9	672.8	-0.39	13.42
2017	341	500	-35.07	46.37	1.1	167.3	672.7	-0.39	17.84
2017	341	510	-6999	46.24	1.26	181.8	672.7	0	13.43
2017	341	520	-6999	46.6	1.26	206.7	672.7	-0.39	23.5
2017	341	530	-6999	47	2.13	212	672.8	-0.37	13.42
2017	341	540	-34.01	47.9	2.78	212.8	672.9	-0.39	13.42
2017	341	550	-6999	49.04	2.67	214.3	673	-0.4	29.42
2017	341	600	-6999	49.66	2.41	209.3	673	0	13.42
2017	341	610	-33.46	50.49	2.93	209.1	673	-0.39	13.42
2017	341	620	-33.91	52.6	3.38	210	673.1	-0.38	13.38
2017	341	630	-34.21	54.38	3.35	213.4	673.1	-0.41	22.25
2017	341	640	-31.48	54.79	2.93	211.5	673.1	-0.4	13.42
2017	341	650	-31.94	54.6	2.85	210.8	673.1	-0.4	13.42
2017	341	700	-31.42	54.88	2.98	209.3	673.2	-0.39	13.42
2017	341	710	-32.29	55.48	2.91	206.8	673.1	-0.4	13.42
2017	341	720	-30.52	56.36	2.81	210.7	673.1	-0.39	13.43
2017	341	730	-31.33	57.48	2.61	212.4	673.1	-0.36	13.42
2017	341	740	-29.26	58.39	2.71	214.8	673.2	-0.39	19.07
2017	341	750	-30.03	58.39	2.56	213.6	673.1	-0.39	13.38
2017	341	800	-30.22	57.94	2.8	214.6	673.2	-0.39	13.41
2017	341	810	-27.84	57.2	3.31	210.2	673.2	-0.39	25.93
2017	341	820	-30.08	57.07	3.41	209.4	673.2	0	13.43
2017	341	830	-28.75	57.82	3.39	211.1	673.2	-0.39	13.43
2017	341	840	-29.98	58.19	3.25	217.6	673.2	-0.37	11.52
2017	341	850	-28.92	57.67	3.02	218	673.2	0	13.43
2017	341	900	-28.39	57.26	2.77	222.4	673.3	-0.52	13.15
2017	341	910	-29.56	56.41	2.32	224.1	673.3	-0.41	13.43
2017	341	920	-28.2	55.65	2.37	222.2	673.4	-0.36	13.43
2017	341	930	-29.31	54.97	1.98	216.9	673.4	-0.48	13.43
2017	341	940	-30.14	53.8	1.88	214.5	673.3	-0.4	26.72
2017	341	950	-30.51	53.46	1.99	211.1	673.3	-0.4	13.43
2017	341	1000	-30.45	52.88	2.2	209	673.3	-0.4	13.43
2017	341	1010	-30.39	52.81	2.77	208.9	673.3	-0.38	13.41
2017	341	1020	-29.3	53.09	2.89	210.3	673.3	-0.38	13.42
2017	341	1030	-29.9	53.67	2.96	209.1	673.3	-0.39	13.43
2017	341	1040	-30.6	54.2	2.86	211.9	673.4	-0.4	13.43
2017	341	1050	-29.98	54.31	2.89	210.6	673.4	-0.4	13.43
2017	341	1100	-31.19	54.92	2.7	209.4	673.4	-0.4	13.43
2017	341	1110	-31.77	55.01	2.43	211.3	673.5	-0.51	13.43
2017	341	1120	-31.91	54.89	2.78	213.5	673.5	-0.46	13.42
2017	341	1130	-29.25	54.75	2.61	222.4	673.4	-0.47	13.43
2017	341	1140	-28.1	55.05	2.78	227.3	673.4	-0.39	12.16
2017	341	1150	-30.05	55.79	3.04	222.9	673.4	-0.39	13.41
2017	341	1200	-29.75	55.89	3.11	220.2	673.5	-0.4	13.42
2017	341	1210	-30.07	55.71	2.98	222.9	673.6	-0.39	18.95
2017	341	1220	-30	55.96	3.5	228.8	673.6	-0.4	13.42
2017	341	1230	-29.63	56.95	3.03	222.3	673.7	-0.39	30.18
2017	341	1240	-30.05	55.24	2.83	222.1	673.7	-0.41	13.43
2017	341	1250	-29.2	54.14	2.86	221.4	673.8	-0.36	13.43
2017	341	1300	-30.47	54.06	2.29	226.8	673.8	-0.38	13.38
2017	341	1310	-29.94	54.3	2.51	228.6	673.8	-0.37	13.42
2017	341	1320	-29.26	54.66	3.21	222.5	673.8	0	30.95
2017	341	1330	-31.21	55.36	3.12	220.8	673.9	-0.4	13.43
2017	341	1340	-30.04	55.58	3.49	216.5	673.9	-0.4	13.43
2017	341	1350	-31.07	55.66	3.38	220.2	673.9	-0.39	13.43
2017	341	1400	-29.72	55.44	2.87	215.4	673.8	-0.41	13.41
2017	341	1410	-30.29	54.51	2.45	213.5	673.8	-0.35	13.43
2017	341	1420	-29.86	54.14	2	214.9	673.8	-0.39	13.41
2017	341	1430	-28.24	54.68	2.16	217.2	673.9	-0.48	13.84
2017	341	1440	-29.44	55.09	2.73	214.5	674	0	17.68
2017	341	1450	-29.65	55.59	2.47	213.6	674	0	13.41
2017	341	1500	-28.81	56.11	2.43	215.7	674	-0.48	13.43
2017	341	1510	-29.86	56.67	2.92	211.9	674.1	-0.39	13.43
2017	341	1520	-27.71	56.91	2.93	210.6	674.2	-0.39	13.42
2017	341	1530	-29.83	57.02	2.63	208.4	674.1	-0.39	13.41
2017	341	1540	-28.42	57.38	2.55	206.1	674.2	-0.47	13.43
2017	341	1550	-27.79	57.67	2.13	206	674.2	-0.39	13.43
2017	341	1600	-28.3	58.58	2.77	207.8	674.3	-0.39	13.43
2017	341	1610	-28.65	60.38	2.85	206.3	674.3	-0.49	13.41
2017	341	1620	-27.51	60.95	2.7	208.2	674.3	-0.39	27.42
2017	341	1630	-26.18	61.38	2.64	206.2	674.2	-0.39	13.43
2017	341	1640	-26.67	61.73	2.91	205.8	674.2	-0.4	13.4
2017	341	1650	-25.64	61.61	2.79	203.4	674.2	-0.4	29.48
2017	341	1700	-27	61.19	2.91	204.1	674.3	-0.43	13.44
2017	341	1710	-25.06	61.39	3.15	203.7	674.4	-0.4	13.41
2017	341	1720	-26.3	61.23	3.03	201.4	674.4	-0.45	13.41
2017	341	1730	-25.61	60.66	3.22	203	674.4	-0.43	13.44
2017	341	1740	-24.7	60.64	3.16	197.7	674.4	-0.43	13.42
2017	341	1750	-25.34	60.06	2.53	195	674.3	-0.42	13.43
2017	341	1800	-26.33	59.05	2.4	186.5	674.2	-0.41	13.42
2017	341	1810	-25.94	59.1	2.65	183.2	674.2	-0.43	13.44
2017	341	1820	-25.16	59.35	2.83	182.4	674.2	-0.43	27.05
2017	341	1830	-26.12	60	3.16	182.7	674.2	-0.43	30.75
2017	341	1840	-26.06	60.32	3.38	183.5	674.2	-0.43	13.43
2017	341	1850	-24.94	60.4	3.14	186.4	674.2	-0.43	13.44
2017	341	1900	-25.75	59.92	3.35	186.9	674.3	-0.4	13.42
2017	341	1910	-26.11	59.85	3.62	195.2	674.4	-0.5	13.44
2017	341	1920	-25.43	61.51	3.75	202.1	674.4	-0.51	13.44
2017	341	1930	-25.96	62.95	3.41	201.5	674.4	-0.5	13.44
2017	341	1940	-24.31	63.12	3.35	200.8	674.4	-0.48	13.44
2017	341	1950	-24.98	62.57	2.99	198.4	674.4	-0.5	13.44
2017	341	2000	-24.45	62.32	3.43	203.3	674.5	-0.49	13.44
2017	341	2010	-24.44	63.47	4	208	674.5	-0.49	13.43
2017	341	2020	-22.93	64.4	4.3	209.3	674.6	-0.45	13.44
2017	341	2030	-23.77	64.87	4.51	211	674.6	-0.48	13.44
2017	341	2040	-22.68	64.85	5.03	211.6	674.6	-0.48	13.44
2017	341	2050	-21.94	64.84	4.87	213	674.7	-0.48	13.43
2017	341	2100	-22.17	64.52	5.26	214.4	674.6	-0.49	13.44
2017	341	2110	-23.55	63.34	4.62	214.5	674.7	-0.47	13.39
2017	341	2120	-22.88	61.41	4.37	212.5	674.8	-0.47	13.44
2017	341	2130	-23.22	60.12	4.14	210.6	674.8	-0.49	13.45
2017	341	2140	-24.56	59.58	3.79	207.6	674.8	-0.49	13.53
2017	341	2150	-24.54	58.48	3.46	203.9	674.9	-0.46	13.44
2017	341	2200	-24.79	58.27	3.33	203.2	674.8	-0.47	13.44
2017	341	2210	-24.21	58.7	2.93	201	674.9	-0.5	13.44
2017	341	2220	-25.35	58.45	3.03	201.7	675	-0.5	13.43
2017	341	2230	-25.3	58.08	2.75	199.5	675	-0.5	21.98
2017	341	2240	-25.76	57.36	2.55	195.5	675	-0.5	13.42
2017	341	2250	-26.04	56.97	2.64	192.4	675	-0.5	13.44
2017	341	2300	-26.7	56.9	2.05	184.4	674.9	-0.5	13.42
2017	341	2310	-28.02	56.09	2.62	183.3	674.8	-0.5	29.02
2017	341	2320	-27.93	56.35	2.87	180.4	674.8	-0.5	13.44
2017	341	2330	-26.85	56.56	2.78	175	674.8	-0.49	13.44
2017	341	2340	-29.28	56.88	2.58	170.1	674.8	-0.46	13.44
2017	341	2350	-30.25	56.97	2.89	166.7	674.8	-0.5	13.44
2017	341	2400	-30.59	57.5	3.06	172.9	674.8	-0.51	13.44
2017	342	10	-30.15	58.76	3.46	175.2	674.8	-0.49	30.76
2017	342	20	-31.35	59.48	3.41	184.9	674.7	-0.46	13.43
2017	342	30	-29.54	59.66	3.19	193.3	674.7	0	13.44
2017	342	40	-27.38	59.79	3.81	198.2	674.8	-0.49	13.4
2017	342	50	-29.27	61.62	4.3	197.1	674.8	-0.49	13.42
2017	342	100	-27.57	61.6	3.53	189.4	674.9	-0.49	13.44
2017	342	110	-28.1	60.64	3.47	184.7	674.9	-0.48	17.89
2017	342	120	-30.02	62.18	4.09	193.9	674.9	0	13.39
2017	342	130	-27.35	64.74	3.91	192	674.9	-0.45	13.43
2017	342	140	-26.07	64.85	4.19	202.9	674.9	-0.48	13.41
2017	342	150	-24.06	66.35	4.41	207.5	674.9	-0.48	26.25
2017	342	200	-23.23	66.17	3.83	203.8	674.9	-0.49	13.44
2017	342	210	-21.9	66.11	3.66	201.1	674.9	-0.48	13.43
2017	342	220	-22.22	66.53	3.87	197.8	675	-0.49	13.44
2017	342	230	-22.67	66.83	3.97	197.6	675.1	-0.48	13.43
2017	342	240	-21.85	67.36	4.08	192.7	675.1	-0.49	31.2
2017	342	250	-21.68	66.84	3.59	191.5	675.1	-0.49	13.45
2017	342	300	-22.28	66.61	3.83	192.9	675	-0.49	13.43
2017	342	310	-21.27	67.68	4.23	198.3	675	-0.48	13.45
2017	342	320	-20.97	69.03	4.7	206.2	674.9	-0.46	13.43
2017	342	330	-20.25	69.56	4.76	205.1	674.9	-0.49	13.44
2017	342	340	-20.08	69.14	5	205.4	674.9	-0.49	32.24
2017	342	350	-20.95	69.14	4.74	204.9	674.9	-0.49	13.45
2017	342	400	-19.74	69.2	4.86	205.9	674.9	-0.49	13.43
2017	342	410	-19.98	68.82	5.22	208.2	674.9	-0.49	13.45
2017	342	420	-20.01	69.21	5.72	209.9	674.8	-0.38	13.45
2017	342	430	-18.58	66.83	5.24	206.8	674.8	-0.49	13.45
2017	342	440	-18.76	65.49	5.23	201.8	674.7	-0.49	13.45
2017	342	450	-20.39	65.42	4.95	199.1	674.7	-0.5	13.43
2017	342	500	-19.89	66.33	5.49	200.6	674.7	-0.49	13.45
2017	342	510	-20.35	66.87	5.13	197.7	674.7	-0.49	13.45
2017	342	520	-20.09	66.64	5.13	198.5	674.7	-0.49	13.45
2017	342	530	-20.32	66.1	5.58	196.7	674.8	-0.5	13.45
2017	342	540	-20.53	66.06	5.66	197.4	674.8	-0.5	17.25
2017	342	550	-21.15	66.47	5.62	201.5	674.8	-0.5	13.45
2017	342	600	-19.52	67.17	5.13	201.1	674.8	-0.44	13.44
2017	342	610	-20.39	65.96	4.78	202.8	674.8	-0.51	14.04
2017	342	620	-21.33	65.62	4.67	202.3	674.8	-0.5	13.45
2017	342	630	-20.86	66.29	4.89	200.6	674.8	-0.5	13.45
2017	342	640	-19.96	66.23	4.75	200.6	674.8	-0.5	13.46
2017	342	650	-20.78	66.65	4.86	199.9	674.7	-0.41	13.45
2017	342	700	-20.12	66.78	4.72	200.4	674.7	-0.42	13.46
2017	342	710	-20.92	66.15	4.4	200.2	674.6	-0.5	13.45
2017	342	720	-21	66.77	5.06	196.5	674.6	-0.47	13.45
2017	342	730	-20.61	67.92	5.28	191.1	674.5	-0.46	13.46
2017	342	740	-20.37	67.63	5.01	194.6	674.5	-0.46	13.46
2017	342	750	-19.9	67.6	4.8	196.3	674.6	-0.49	13.43
2017	342	800	-19.75	67.05	4.9	197.9	674.5	-0.49	13.45
