,3.2604
152,2008,168,2050,2.144,1.5935,-.28924,-.12407,3.3524
152,2008,168,2100,2.0836,1.5511,-.29254,-.12009,3.2537
213,2008,168,2100,18.6,-6999,-200,-200,-200,-200,-200,-200,5.388,14.18,2.513,13.59,1.405
152,2008,168,2110,2.3379,1.7095,-.30608,-.12421,3.4122
152,2008,168,2120,2.0002,1.466,-.31264,-.11354,3.0499
152,2008,168,2130,1.691,1.2546,-.30003,-.10483,2.7299
152,2008,168,2140,1.4842,1.116,-.26943,-.0961,2.5197
152,2008,168,2150,1.8581,1.3731,-.23705,-.09717,2.7056
152,2008,168,2200,1.5344,1.1247,-.30777,-.10053,2.6635
213,2008,168,2200,18.54,-6999,-200,-200,-200,-200,-200,-200,4.688,14.18,2.401,13.56,1.406
152,2008,168,2210,1.146,.86066,-.24093,-.08591,2.1802
152,2008,168,2220,1.0455,.79166,-.23482,-.08092,2.0204
152,2008,168,2230,.93656,.72796,-.16458,-.07524,1.9246
152,2008,168,2240,.8576,.6855,-.14523,-.07251,1.8488
152,2008,168,2250,.68835,.56705,-.13758,-.06878,1.6981
152,2008,168,2300,.775,.6258,-.12423,-.06415,1.586
213,2008,168,2300,18.82,-6999,-200,-200,-200,-200,-200,-200,4.261,14.18,1.181,14.37,1.407
152,2008,168,2310,.89624,.68551,-.13401,-.06582,1.6642
152,2008,168,2320,.84994,.64328,-.13773,-.06454,1.6196
152,2008,168,2330,.55225,.43943,-.14573,-.06148,1.4511
152,2008,168,2340,.422,.34283,-.16389,-.0568,1.2842
152,2008,168,2350,.48087,.38412,-.13633,-.05607,1.2981
152,2008,169,0,.5066,.40211,-.1191,-.0537,1.2458
213,2008,169,0,19.2,-6999,-200,-200,-200,-200,-200,-200,3.969,14.18,.929,14.17,1.407
152,2008,169,10,.47653,.37319,-.10674,-.05187,1.1965
152,2008,169,20,.40059,.31797,-.10322,-.04891,1.0846
152,2008,169,30,.36838,.29535,-.07806,-.04632,1.0365
152,2008,169,40,.36818,.28959,-.10366,-.04809,1.0578
152,2008,169,50,.35787,.27793,-.1095,-.04851,1.0485
152,2008,169,100,.32304,.24868,-.1085,-.04665,.97347
213,2008,169,100,19.44,-6999,-200,-200,-200,-200,-200,-200,4.189,14.18,.502,14.06,1.408
152,2008,169,110,.296,.22926,-.0881,-.04536,.98376
152,2008,169,120,.26073,.2036,-.08953,-.04888,1.1017
152,2008,169,130,.2337,.18332,-.09133,-.05436,1.2704
152,2008,169,140,.1834,.14804,-.09169,-.05531,1.3099
152,2008,169,150,.16061,.13106,-.09658,-.06081,1.4945
152,2008,169,200,.14293,.11675,-.0984,-.05872,1.3907
213,2008,169,200,19.93,-6999,-200,-200,-200,-200,-200,-200,4.369,14.18,.299,13.91,1.408
152,2008,169,210,.13037,.1059,-.09305,-.05329,1.2001
152,2008,169,220,.12835,.10374,-.08382,-.04683,1.0005
152,2008,169,230,.13508,.10827,-.07312,-.04311,.90235
152,2008,169,240,.13534,.10826,-.06991,-.03929,.79292
152,2008,169,250,.12373,.09895,-.06912,-.03845,.74376
152,2008,169,300,.11238,.09058,-.06311,-.03681,.72387
213,2008,169,300,19.6,-6999,-200,-200,-200,-200,-200,-200,4.335,14.18,.138,13.78,1.41
152,2008,169,310,.11607,.09299,-.06143,-.03645,.69477
152,2008,169,320,.11299,.09072,-.05775,-.03534,.67091
152,2008,169,330,.10827,.08718,-.06092,-.03621,.67405
152,2008,169,340,.11111,.08869,-.06645,-.03493,.65605
