t0,t1,variable,adjust_function,adjust_value,comment
2014-05-09T21:00:00+00:00,,HW2,add,9,upper level at 10m
# shift in pressure compared to the other stations (SWC and SWC_v2)
2014-01-01T00:00:00+00:00,,P,add,-96.5,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/50

# air temp correction on HW1 and HW2
2014-01-01T00:00:00+00:00,,HW1,air_temp_sonic_correction,0,
2014-01-01T00:00:00+00:00,,HW2,air_temp_sonic_correction,0,

# filters on HW1 and HW2
2014-01-01T00:00:00+00:00,,HW1,biweekly_upper_range_filter,0.5,Manually filtered by bav
2014-01-01T00:00:00+00:00,,HW2,biweekly_upper_range_filter,0.5,Manually filtered by bav

2014-01-01T00:00:00+00:00,,HW1,hampel_filter,2,Manually filtered by bav
2014-01-01T00:00:00+00:00,,HW2,hampel_filter,2,Manually filtered by bav
