t0,t1,variable,adjustement_function,adjustement_value,comment
2005-05-26T20:00:00+00:00,,SnowHeight(m),add,-12.25,Reported visit. SR1 height before/after (m): 0.0/-12.25
2007-07-14T01:00:00+00:00,,SnowHeight(m),add,-3.4,Not reported. Manual shift suggested by bav.
2009-05-16T18:00:00+00:00,,SnowHeight(m),add,0.4,Not reported. Manual shift suggested by bav.
2014-05-25T20:00:00+00:00,,SnowHeight(m),add,-9.9,Not reported. Manual shift suggested by bav.
2017-05-23T00:00:00+00:00,,SnowHeight(m),add,-2.3,Not reported. Manual shift suggested by bav.
2005-05-26T20:00:00+00:00,,SurfaceHeight(m),add,-12.25,Reported visit. SR1 height before/after (m): 0.0/-12.25
2007-07-14T01:00:00+00:00,,SurfaceHeight(m),add,-3.4,Not reported. Manual shift suggested by bav.
2009-05-16T18:00:00+00:00,,SurfaceHeight(m),add,0.4,Not reported. Manual shift suggested by bav.
2017-05-23T00:00:00+00:00,,SurfaceHeight(m),add,-2.3,Not reported. Manual shift suggested by bav.
