"JD" "VW1" "VW1_max" "TA1"
290.21 8.970 9.700 -5.100
291.00 10.820 11.770 -4.991
291.03 11.150 12.040 -4.909
291.06 11.250 11.830 -5.126
291.09 10.890 12.000 -4.744
291.12 9.670 10.710 -4.299
291.15 10.990 12.030 -3.791
291.18 11.100 11.800 -4.384
291.21 11.420 12.330 -5.719
292.00 12.180 12.970 -6.351
292.03 13.660 14.050 -6.376
292.06 13.590 14.260 -6.584
292.09 12.240 13.090 -6.480
292.12 12.900 14.760 -5.450
292.15 14.680 15.430 -4.382
292.18 13.930 15.660 -4.326
292.21 12.940 14.730 -4.990
293.00 13.580 14.680 -7.197
293.03 13.920 15.550 -6.141
293.06 15.850 17.210 -6.917
293.09 14.180 15.680 -5.314
293.12 13.290 15.340 -3.041
293.15 11.460 13.400 -2.057
293.18 9.580 11.690 -6.841
293.21 4.408 7.740 -7.599
294.00 1.356 4.004 -11.119
294.03 6.241 7.090 -13.642
294.06 7.550 8.330 -14.826
294.09 7.050 8.220 -11.896
294.12 6.297 6.691 -11.032
294.15 7.560 8.640 -12.065
294.18 9.140 10.040 -13.363
294.21 10.050 11.430 -13.120
295.00 11.890 12.850 -14.638
295.03 12.050 14.560 -16.759
295.06 16.030 17.390 -18.462
295.09 17.570 18.090 -17.634
295.12 16.530 18.170 -13.485
295.15 14.360 15.570 -7.546
295.18 16.330 17.830 -7.396
295.21 13.670 17.970 -12.130
296.00 8.950 10.850 -9.568
296.03 9.190 10.310 -9.382
296.06 10.060 11.040 -9.521
296.09 9.740 10.450 -10.163
296.12 7.860 8.860 -10.254
296.15 5.080 6.500 -10.502
296.18 3.692 5.483 -10.322
296.21 .715 1.757 -13.660
297.00 .000 .000 -10.658
297.03 .000 .000 -12.464
297.06 .000 .000 -14.235
297.09 .000 .000 -14.541
297.12 .000 .000 -16.258
297.15 .000 .000 -16.290
297.18 .000 .000 -17.490
297.21 4.862 5.947 -23.164
298.00 6.290 7.720 -22.626
298.03 6.733 7.450 -20.184
298.06 7.790 10.000 -15.399
298.09 10.880 11.580 -16.370
298.12 11.000 12.110 -15.933
298.15 10.930 11.840 -12.776
298.18 10.360 12.010 -14.604
298.21 9.110 10.560 -14.604
299.00 9.420 10.910 -15.510
299.03 9.350 10.660 -16.440
299.06 9.160 10.220 -16.833
299.09 9.030 9.680 -16.171
299.12 9.870 11.560 -19.190
299.15 9.350 10.870 -18.482
299.18 9.750 10.630 -19.161
299.21 8.940 9.480 -21.057
300.00 9.620 10.130 -21.075
300.03 10.220 10.890 -17.772
300.06 9.870 10.840 -16.408
300.09 10.120 10.890 -16.531
300.12 10.200 11.030 -15.659
300.15 10.700 11.590 -14.758
300.18 9.840 11.390 -13.406
300.21 9.560 10.210 -13.387
301.00 9.070 10.030 -13.387
301.03 7.350 8.480 -12.383
301.06 6.393 7.250 -12.674
301.09 7.230 8.530 -12.797
301.12 7.250 8.710 -13.083
301.15 8.720 9.340 -12.674
301.18 6.812 7.880 -12.174
301.21 6.409 8.220 -11.792
302.00 6.451 7.290 -10.547
302.03 7.060 7.840 -10.005
302.06 7.500 8.040 -9.029
302.09 6.839 7.670 -8.041
302.12 7.210 7.770 -7.894
302.15 7.160 8.320 -7.919
302.18 8.360 9.660 -7.169
302.21 8.410 9.030 -6.864
303.00 8.170 8.550 -6.736
303.03 8.920 9.570 -6.270
303.06 8.850 9.650 -6.839
303.09 7.130 8.120 -8.042
303.12 3.045 5.882 -9.288
303.15 .058 .641 -9.614
303.18 .000 .000 -10.924
303.21 .000 .000 -10.747
304.00 .765 6.087 -15.248
304.03 6.977 7.920 -19.480
304.06 7.480 8.210 -19.910
304.09 6.137 7.120 -18.142
304.12 5.698 6.159 -24.725
304.15 6.178 6.819 -25.300
304.18 6.188 6.675 -27.404
304.21 5.352 5.862 -27.130
305.00 4.470 4.823 -21.664
305.03 4.685 5.272 -19.934
305.06 4.598 5.200 -19.292
305.09 5.465 6.471 -20.217
305.12 5.583 6.769 -19.355
305.15 5.156 5.869 -19.064
305.18 4.916 5.341 -18.700
305.21 4.485 5.368 -18.332
306.00 6.174 6.851 -20.610
306.03 7.510 8.020 -22.792
306.06 7.010 7.580 -23.660
306.09 8.180 8.950 -31.862
306.12 8.260 9.230 -32.782
306.15 8.710 9.630 -31.915
306.18 9.590 10.680 -32.179
306.21 8.990 9.600 -32.329
307.00 8.750 9.460 -32.343
307.03 8.400 8.810 -33.031
307.06 8.080 8.370 -31.130
307.09 7.800 8.310 -29.997
307.12 7.150 7.820 -30.542
307.15 7.310 7.780 -32.240
307.18 7.760 8.360 -29.823
307.21 8.480 8.750 -29.863
308.00 8.850 9.560 -31.484
308.03 8.680 9.380 -32.112
308.06 8.990 9.340 -28.280
308.09 9.840 10.700 -29.804
308.12 10.110 10.500 -29.502
308.15 10.870 11.650 -28.897
308.18 10.450 11.090 -28.844
308.21 10.310 10.820 -29.427
309.00 10.290 10.700 -28.616
309.03 10.530 11.190 -29.341
309.06 10.440 11.140 -30.857
309.09 10.380 10.960 -30.215
309.12 10.340 10.730 -28.976
309.15 10.270 11.020 -27.177
309.18 9.650 10.100 -25.900
309.21 8.530 9.820 -24.803
310.00 8.240 8.670 -22.560
310.03 8.470 8.890 -22.442
310.06 8.560 9.070 -22.630
310.09 9.390 10.600 -21.678
310.12 9.790 10.570 -21.285
310.15 11.180 12.150 -21.861
310.18 11.170 13.230 -19.509
310.21 11.760 13.180 -16.949
311.00 11.370 12.180 -16.573
311.03 11.200 12.140 -17.710
311.06 10.580 11.590 -17.402
311.09 9.120 10.570 -15.349
311.12 9.300 9.860 -13.390
311.15 9.290 9.890 -10.481
311.18 10.410 12.630 -8.648
311.21 13.820 15.190 -8.672
312.00 14.770 15.730 -8.479
312.03 14.600 15.860 -8.188
312.06 13.710 15.970 -7.570
312.09 12.250 13.170 -7.570
312.12 12.950 13.810 -8.455
312.15 13.060 14.390 -8.624
312.18 11.440 13.460 -10.255
312.21 11.210 12.080 -11.057
313.00 10.670 11.650 -11.857
313.03 11.010 11.720 -12.111
313.06 12.570 15.000 -14.718
313.09 12.860 15.230 -14.489
313.12 11.080 11.490 -14.217
313.15 9.660 10.890 -12.839
313.18 7.080 8.520 -16.461
313.21 5.828 6.752 -18.046
314.00 2.562 4.728 -17.828
314.03 2.959 4.808 -16.085
314.06 3.101 3.757 -16.338
314.09 2.722 3.569 -15.697
314.12 2.704 4.076 -16.568
314.15 5.388 6.956 -15.736
314.18 5.299 6.421 -15.954
314.21 6.842 8.150 -16.461
315.00 6.297 6.914 -19.292
315.03 6.396 7.300 -22.327
315.06 8.000 9.040 -22.987
315.09 9.790 10.770 -23.237
315.12 11.140 13.220 -23.978
315.15 12.390 13.360 -21.812
315.18 12.200 13.340 -19.408
315.21 11.890 12.960 -18.137
316.00 11.130 12.810 -19.068
316.03 12.940 14.640 -19.166
316.06 14.140 15.020 -19.906
316.09 13.850 17.270 -19.524
316.12 10.290 11.150 -20.381
316.15 8.880 9.620 -21.307
316.18 8.540 9.790 -23.766
316.21 7.790 8.520 -25.329
317.00 7.430 9.180 -24.351
317.03 7.470 8.080 -26.535
317.06 7.570 8.240 -29.397
317.09 8.960 10.230 -30.579
317.12 10.580 11.600 -29.826
317.15 12.100 12.960 -30.784
317.18 11.430 12.930 -32.996
317.21 7.260 9.620 -33.759
318.00 7.220 9.000 -28.211
318.03 9.130 10.420 -26.076
318.06 10.070 10.590 -25.629
318.09 9.350 9.990 -29.063
318.12 10.680 11.730 -29.307
318.15 12.040 12.840 -30.553
318.18 12.000 12.530 -30.846
318.21 11.630 12.530 -32.410
319.00 11.840 13.200 -32.552
319.03 13.310 14.380 -31.872
319.06 14.070 14.940 -32.732
319.09 15.250 16.400 -32.258
319.12 14.810 16.130 -31.050
319.15 16.180 18.140 -29.837
319.18 18.800 19.340 -29.588
319.21 18.970 20.320 -27.618
320.00 18.160 18.920 -25.904
320.03 18.640 19.710 -23.741
320.06 16.450 18.410 -18.567
320.09 12.700 15.000 -14.345
320.12 4.736 8.320 -16.611
320.15 3.495 5.076 -19.562
320.18 3.291 3.795 -19.398
320.21 2.413 3.532 -20.024
321.00 4.289 4.706 -19.753
321.03 4.552 5.558 -18.690
321.06 4.717 5.427 -18.557
321.09 5.028 5.487 -17.644
321.12 5.546 6.707 -19.137
321.15 3.744 4.576 -19.749
321.18 5.160 7.450 -26.388
321.21 7.390 8.110 -28.650
322.00 8.630 8.890 -28.616
322.03 8.450 9.170 -30.015
322.06 9.030 9.480 -30.167
322.09 8.820 9.230 -30.454
322.12 9.290 10.550 -31.166
322.15 10.800 12.050 -30.495
322.18 11.750 12.290 -29.849
322.21 11.410 12.650 -30.667
323.00 11.950 12.720 -28.866
323.03 11.150 12.430 -28.889
323.06 10.220 11.540 -28.983
323.09 9.970 10.920 -27.146
323.12 9.740 10.630 -27.068
323.15 11.040 11.840 -27.369
323.18 10.270 10.820 -27.992
323.21 10.630 11.540 -27.130
324.00 10.050 10.490 -26.626
324.03 10.190 10.980 -26.121
324.06 10.430 11.660 -27.024
324.09 11.290 12.080 -27.103
324.12 10.380 11.600 -26.092
324.15 8.770 9.440 -26.012
324.18 9.090 10.040 -26.121
324.21 8.620 9.540 -25.276
325.00 9.000 9.640 -25.904
325.03 8.540 9.550 -26.495
325.06 7.320 8.030 -25.823
325.09 7.260 7.620 -25.141
325.12 7.750 8.650 -24.305
325.15 8.480 9.600 -23.366
325.18 10.400 11.820 -22.565
325.21 11.260 12.760 -21.942
326.00 13.080 14.290 -22.120
326.03 14.170 15.580 -22.477
326.06 14.560 15.560 -23.017
326.09 14.130 15.450 -23.017
326.12 14.440 14.980 -21.803
326.15 14.140 14.980 -20.827
326.18 12.460 13.830 -20.670
326.21 13.330 15.040 -18.596
327.00 14.790 16.420 -17.716
327.03 15.110 15.830 -18.542
327.06 13.070 14.810 -18.710
327.09 13.710 15.810 -21.070
327.12 15.190 17.270 -21.452
327.15 15.170 16.600 -20.245
327.18 15.030 16.460 -22.146
327.21 14.390 15.600 -22.089
328.00 12.450 14.300 -23.203
328.03 13.400 14.140 -22.402
328.06 11.700 13.260 -22.473
328.09 11.220 12.450 -21.982
328.12 10.600 12.010 -21.321
328.15 10.480 12.200 -22.665
328.18 10.410 11.900 -22.547
328.21 10.410 12.250 -23.306
329.00 10.940 12.870 -23.043
329.03 11.170 12.630 -24.359
329.06 13.430 14.390 -25.235
329.09 13.650 14.580 -24.874
329.12 14.520 15.350 -24.849
329.15 14.590 15.590 -28.027
329.18 15.130 16.520 -27.474
329.21 13.360 14.150 -26.280
330.00 12.270 12.730 -26.709
330.03 13.170 14.230 -26.895
330.06 13.280 14.120 -26.360
330.09 11.380 13.910 -26.523
330.12 8.350 9.680 -28.085
330.15 9.560 12.410 -30.064
330.18 11.650 12.640 -31.072
330.21 12.730 13.680 -30.572
331.00 12.470 14.060 -29.033
331.03 12.010 12.910 -29.453
331.06 11.600 12.980 -29.603
331.09 10.600 11.550 -27.201
331.12 11.690 12.230 -25.892
331.15 13.270 14.950 -24.617
331.18 14.470 16.670 -24.907
331.21 15.450 16.910 -23.181
332.00 15.540 16.590 -21.745
332.03 15.960 16.490 -20.674
332.06 14.950 16.020 -19.059
332.09 14.030 15.360 -16.020
332.12 15.030 16.120 -14.107
332.15 15.480 16.890 -14.552
332.18 14.680 15.970 -13.190
332.21 14.840 16.340 -14.380
333.00 14.250 15.400 -16.182
333.03 13.740 15.660 -16.451
333.06 14.220 15.180 -16.090
333.09 14.290 15.040 -17.608
333.12 14.790 15.450 -17.541
333.15 14.520 15.820 -16.483
333.18 15.370 16.460 -15.086
333.21 17.920 19.300 -16.198
334.00 17.950 19.760 -14.223
334.03 19.010 20.140 -16.068
334.06 18.650 19.710 -16.859
334.09 16.620 17.810 -15.482
334.12 19.750 21.120 -15.332
334.15 17.670 19.520 -11.859
334.18 17.110 18.030 -10.749
334.21 15.920 17.500 -10.301
335.00 17.000 20.170 -10.949
335.03 18.330 19.050 -11.299
335.06 17.090 17.890 -11.429
335.09 15.390 16.270 -10.660
335.12 15.780 17.120 -13.005
335.15 16.710 17.790 -14.667
335.18 16.290 17.730 -15.922
335.21 13.280 15.600 -13.390
336.00 11.550 14.520 -12.197
336.03 14.660 15.880 -14.990
336.06 15.550 16.750 -14.609
336.09 13.650 14.960 -17.485
336.12 13.300 14.590 -18.287
336.15 13.810 15.440 -21.416
336.18 14.530 15.850 -21.767
336.21 14.790 15.420 -22.656
337.00 16.190 17.490 -23.400
337.03 14.780 16.280 -23.485
337.06 12.990 13.650 -25.267
337.09 10.980 12.240 -23.931
337.12 9.910 10.360 -23.490
337.15 8.400 8.910 -24.058
337.18 9.330 10.090 -24.343
337.21 9.590 10.150 -24.455
338.00 9.640 10.810 -23.851
338.03 9.040 9.690 -22.852
338.06 7.970 8.780 -22.354
338.09 6.509 7.070 -20.716
338.12 4.770 6.152 -19.915
338.15 4.841 5.299 -20.038
338.18 4.569 5.323 -19.915
338.21 5.143 5.735 -20.038
339.00 6.656 7.410 -22.190
339.03 8.360 9.100 -23.673
339.06 8.200 8.770 -23.986
339.09 8.040 8.940 -23.787
339.12 9.490 11.410 -25.747
339.15 10.890 11.540 -29.502
339.18 11.200 12.180 -29.036
339.21 12.880 13.290 -28.517
340.00 12.530 13.180 -28.311
340.03 12.020 12.420 -27.718
340.06 11.670 12.420 -27.263
340.09 11.630 12.330 -26.788
340.12 11.740 12.570 -26.523
340.15 10.060 10.660 -27.209
340.18 9.020 9.800 -27.861
340.21 9.020 9.690 -27.252
341.00 8.960 10.320 -26.828
341.03 9.580 10.860 -27.017
341.06 9.920 10.930 -27.392
341.09 9.060 9.750 -26.229
341.12 8.860 9.370 -26.626
341.15 10.090 11.240 -29.017
341.18 8.860 9.900 -27.734
341.21 9.340 9.770 -26.440
342.00 9.650 10.880 -27.291
342.03 10.850 11.290 -27.618
342.06 11.690 12.320 -27.252
342.09 12.270 13.420 -27.017
342.12 13.480 14.390 -27.017
342.15 11.880 13.590 -25.972
342.18 13.580 15.210 -24.351
342.21 13.940 15.030 -19.629
343.00 15.430 16.000 -17.716
343.03 16.090 16.930 -13.495
343.06 16.050 17.630 -12.967
343.09 16.820 18.000 -13.069
343.12 16.640 17.300 -12.782
343.15 13.990 15.780 -13.849
343.18 13.180 14.800 -13.908
343.21 12.850 15.420 -14.569
344.00 9.240 10.470 -15.181
344.03 7.720 8.970 -15.960
344.06 6.279 6.790 -16.193
344.09 5.237 5.919 -16.139
344.12 5.396 7.730 -17.158
344.15 5.992 7.280 -19.268
344.18 5.271 5.767 -20.698
344.21 6.488 7.250 -21.588
345.00 7.320 7.640 -22.173
345.03 6.131 7.280 -20.306
345.06 6.839 9.360 -20.213
345.09 8.080 9.610 -21.452
345.12 7.460 8.290 -23.885
345.15 9.510 10.100 -25.267
345.18 11.220 12.500 -26.368
345.21 11.900 12.650 -25.722
346.00 11.170 12.590 -23.737
346.03 8.260 9.560 -22.133
346.06 8.210 9.130 -21.906
346.09 7.070 7.690 -20.405
346.12 5.992 6.897 -19.672
346.15 5.063 5.728 -21.664
346.18 4.812 6.257 -21.271
346.21 8.440 10.650 -23.532
347.00 5.632 7.960 -24.259
347.03 4.530 5.996 -26.072
347.06 6.547 7.050 -29.014
347.09 6.898 7.540 -30.241
347.12 6.652 7.240 -32.655
347.15 7.520 7.970 -31.715
347.18 8.380 8.930 -29.599
347.21 8.930 9.450 -29.796
348.00 9.450 10.710 -32.757
348.03 9.520 10.630 -33.953
348.06 8.970 10.040 -34.046
348.09 9.280 10.370 -35.092
348.12 10.180 11.550 -38.471
348.15 12.820 14.250 -41.378
348.18 14.160 14.830 -40.201
348.21 12.440 14.400 -38.789
349.00 14.050 16.340 -35.633
349.03 14.280 15.750 -33.966
349.06 13.580 14.750 -32.101
349.09 11.610 13.360 -31.531
349.12 14.560 16.490 -31.603
349.15 13.280 13.900 -31.484
349.18 10.910 12.780 -31.094
349.21 12.690 15.020 -32.919
350.00 16.050 16.970 -31.965
350.03 16.020 17.590 -30.751
350.06 14.010 16.460 -31.894
350.09 13.950 15.490 -32.300
350.12 13.730 14.310 -31.556
350.15 13.820 14.420 -30.970
350.18 14.730 18.740 -29.607
350.21 14.620 20.230 -28.475
351.00 18.250 19.430 -28.502
351.03 16.240 19.460 -29.592
351.06 13.120 14.940 -28.296
351.09 13.330 15.050 -28.756
351.12 14.620 16.660 -28.809
351.15 14.670 16.900 -29.393
351.18 16.670 18.310 -28.836
351.21 14.510 15.650 -30.292
352.00 15.120 16.560 -30.933
352.03 14.840 17.090 -28.065
352.06 16.800 18.190 -27.388
352.09 18.200 19.110 -26.914
352.12 17.940 18.940 -25.896
352.15 19.160 19.830 -24.671
352.18 19.990 21.040 -25.071
352.21 17.860 18.900 -25.145
353.00 17.830 19.280 -24.713
353.03 17.800 19.440 -24.376
353.06 17.230 18.300 -24.363
353.09 16.050 17.340 -22.918
353.12 17.550 19.060 -21.093
353.15 16.700 18.000 -18.784
353.18 14.550 15.360 -16.488
353.21 12.360 13.990 -13.814
354.00 9.610 11.310 -13.151
354.03 10.410 11.020 -13.972
354.06 11.350 12.400 -16.648
354.09 11.170 12.260 -19.548
354.12 11.410 12.990 -21.121
354.15 12.690 13.240 -21.785
354.18 13.370 14.770 -22.429
354.21 13.420 15.230 -22.371
355.00 11.200 12.230 -21.348
355.03 9.090 10.010 -15.741
355.06 9.820 11.080 -13.654
355.09 4.126 9.230 -20.372
355.12 4.328 4.668 -20.684
355.15 4.081 4.757 -21.271
355.18 6.016 7.780 -21.817
355.21 4.156 4.847 -23.000
356.00 2.656 4.263 -25.300
356.03 4.982 5.947 -27.361
356.06 5.517 5.888 -30.156
356.09 6.738 7.730 -31.448
356.12 8.130 8.660 -32.545
356.15 8.660 10.250 -32.354
356.18 10.460 11.270 -32.187
356.21 11.550 13.410 -31.210
357.00 12.890 13.580 -29.730
357.03 12.650 14.190 -25.227
357.06 12.570 15.020 -22.244
357.09 11.410 13.030 -19.519
357.12 8.990 10.890 -17.252
357.15 7.800 8.790 -19.548
357.18 6.050 8.910 -20.503
357.21 1.306 3.150 -19.451
358.00 3.105 3.926 -20.873
358.03 2.882 4.542 -21.425
358.06 3.147 3.394 -21.366
358.09 3.560 4.646 -23.409
358.12 3.248 3.927 -23.207
358.15 4.282 5.489 -24.849
358.18 5.290 5.892 -22.358
358.21 5.576 6.283 -25.067
359.00 6.926 9.090 -25.916
359.03 10.010 11.380 -25.968
359.06 10.620 11.600 -26.468
359.09 11.450 11.900 -28.608
359.12 11.660 12.930 -30.531
359.15 12.080 13.280 -32.947
359.18 13.440 14.020 -33.042
359.21 13.830 15.220 -32.382
360.00 14.490 15.530 -32.503
360.03 15.420 16.320 -34.566
360.06 15.000 16.160 -34.947
360.09 14.990 16.250 -33.213
360.12 15.720 16.990 -30.141
360.15 17.560 18.490 -26.887
360.18 18.090 19.780 -23.571
360.21 17.980 19.570 -17.043
361.00 20.520 23.670 -16.403
361.03 20.660 22.730 -16.090
361.06 15.690 16.670 -13.949
361.09 16.300 19.760 -10.706
361.12 19.540 21.740 -11.603
361.15 21.050 25.000 -11.818
361.18 15.110 16.230 -12.387
361.21 11.280 14.490 -14.820
362.00 8.570 10.290 -17.054
362.03 9.740 11.090 -18.759
362.06 7.120 8.210 -21.025
362.09 6.941 9.760 -21.452
362.12 5.782 8.630 -24.129
362.15 8.420 11.120 -24.981
362.18 11.590 13.040 -26.475
362.21 13.360 15.480 -23.507
363.00 16.660 17.820 -23.664
363.03 15.920 18.790 -17.179
363.06 17.440 18.790 -13.212
363.09 14.440 16.240 -11.344
363.12 10.310 13.260 -9.100
363.15 17.780 21.540 -17.174
363.18 15.200 18.380 -20.619
363.21 8.400 11.780 -23.770
364.00 7.560 8.440 -25.214
364.03 6.148 7.930 -25.475
364.06 5.278 6.934 -29.841
364.09 5.049 6.363 -31.383
364.12 3.784 5.045 -30.381
364.15 4.713 6.009 -29.949
364.18 5.161 5.877 -29.875
364.21 5.355 5.944 -32.400
365.00 5.451 7.070 -35.506
365.03 5.664 7.140 -34.987
365.06 4.334 5.647 -35.452
365.09 3.733 4.650 -34.991
365.12 3.498 4.967 -35.469
365.15 5.983 6.650 -37.867
365.18 7.690 10.000 -36.730
365.21 8.540 9.670 -33.342
366.00 9.490 11.320 -28.054
366.03 8.030 10.040 -22.543
366.06 10.790 11.860 -16.600
366.09 11.930 15.830 -17.995
366.12 15.820 17.280 -18.616
366.15 17.040 17.630 -19.029
366.18 15.010 16.250 -18.927
366.21 15.820 16.360 -18.863
1.00 15.760 16.480 -20.076
1.03 14.740 16.100 -20.043
1.06 13.660 14.070 -20.358
1.09 12.210 13.410 -21.592
1.12 14.060 14.710 -22.075
1.15 14.430 15.160 -23.549
1.18 13.760 15.210 -24.655
1.21 13.090 13.900 -26.559
2.00 12.390 14.560 -27.474
2.03 12.300 13.270 -27.419
2.06 12.760 13.920 -27.590
2.09 13.210 14.880 -27.981
2.12 12.750 14.550 -29.059
2.15 10.810 12.450 -29.938
2.18 11.210 12.780 -29.837
2.21 12.410 13.220 -29.536
3.00 12.330 12.990 -29.952
3.03 11.500 12.020 -30.152
3.06 12.230 12.660 -30.278
3.09 12.420 12.920 -30.126
3.12 12.110 12.840 -30.292
3.15 12.520 12.970 -30.340
3.18 12.210 12.880 -30.487
3.21 12.250 13.250 -30.857
4.00 11.820 12.530 -31.808
4.03 12.660 13.310 -30.663
4.06 13.280 13.670 -31.445
4.09 13.080 14.220 -30.824
4.12 13.060 13.810 -31.028
4.15 13.690 14.410 -31.725
4.18 13.610 14.450 -29.707
4.21 14.500 15.630 -28.311
5.00 14.690 15.420 -26.060
5.03 13.780 14.880 -23.885
5.06 10.170 10.930 -21.960
5.09 10.910 11.850 -23.485
5.12 9.640 10.620 -24.684
5.15 11.380 12.770 -26.606
5.18 12.370 13.790 -26.618
5.21 10.940 12.440 -25.365
6.00 9.240 9.940 -25.718
6.03 10.540 11.270 -27.633
6.06 10.600 11.360 -27.919
6.09 9.110 10.530 -29.967
6.12 7.150 10.250 -28.999
6.15 6.186 6.557 -28.946
6.18 5.928 6.471 -28.870
6.21 5.198 5.521 -29.097
7.00 5.875 6.369 -29.952
7.03 5.062 6.093 -29.730
7.06 3.650 4.398 -29.752
7.09 3.656 4.101 -29.577
7.12 4.352 4.996 -30.300
7.15 6.030 7.290 -34.004
7.18 7.770 8.330 -36.772
7.21 6.696 7.610 -35.526
8.00 7.800 8.390 -36.566
8.03 7.710 8.800 -37.421
8.06 8.180 8.890 -34.624
8.09 7.010 8.290 -33.349
8.12 6.713 7.070 -34.187
8.15 7.430 7.890 -35.247
8.18 6.930 7.950 -36.316
8.21 6.543 7.200 -36.494
9.00 6.262 7.340 -38.246
9.03 6.327 6.977 -39.557
9.06 4.991 6.004 -39.216
9.09 4.000 4.710 -38.132
9.12 3.354 3.900 -39.340
9.15 3.605 5.395 -40.898
9.18 3.273 4.793 -35.102
9.21 6.568 9.040 -33.395
10.00 9.950 12.620 -29.164
10.03 8.080 11.310 -32.276
10.06 6.670 8.600 -32.083
10.09 8.670 11.320 -29.326
10.12 9.920 12.140 -31.271
10.15 12.620 13.720 -31.851
10.18 12.990 14.870 -32.595
10.21 15.490 16.480 -33.839
11.00 15.110 17.540 -34.118
11.03 14.090 15.110 -35.729
11.06 12.860 14.490 -35.435
11.09 13.290 14.270 -37.166
11.12 12.370 13.640 -36.632
11.15 11.440 12.670 -34.950
11.18 12.330 12.720 -35.856
11.21 12.690 13.710 -35.876
12.00 11.970 12.360 -34.495
12.03 12.400 13.890 -36.145
12.06 14.160 15.010 -35.133
12.09 14.280 15.550 -34.563
12.12 12.720 15.750 -30.590
12.15 10.460 12.240 -27.213
12.18 10.240 11.330 -27.408
12.21 7.030 8.460 -31.513
13.00 5.929 6.956 -32.760
13.03 6.396 7.790 -31.682
13.06 4.932 5.895 -33.468
13.09 6.417 7.930 -34.913
13.12 7.140 7.800 -33.738
13.15 6.918 7.590 -29.100
13.18 5.454 6.442 -30.311
13.21 2.898 4.030 -35.035
14.00 2.752 4.422 -32.845
14.03 6.473 7.800 -32.658
14.06 7.410 7.940 -34.135
14.09 6.916 7.770 -36.352
14.12 9.120 10.230 -31.890
14.15 10.720 11.470 -32.658
14.18 11.560 12.250 -32.894
14.21 12.170 13.190 -32.442
15.00 10.840 11.990 -32.679
15.03 10.050 10.610 -32.393
15.06 9.840 10.470 -30.966
15.09 7.040 11.420 -30.747
15.12 10.390 11.700 -32.633
15.15 9.020 10.450 -31.455
15.18 9.280 12.060 -31.188
15.21 9.090 10.320 -30.377
16.00 9.100 10.900 -30.410
16.03 9.880 11.290 -31.826
16.06 10.100 10.930 -32.845
16.09 8.470 10.590 -32.919
16.12 8.880 9.590 -32.940
16.15 9.630 10.580 -32.964
16.18 10.370 12.450 -33.970
16.21 9.840 11.140 -34.984
17.00 9.770 10.290 -33.918
17.03 7.780 8.850 -33.963
17.06 9.260 12.320 -33.520
17.09 12.480 14.500 -35.472
17.12 12.890 14.370 -34.974
17.15 13.160 13.830 -34.101
17.18 12.260 13.700 -30.689
17.21 11.410 12.210 -31.650
18.00 10.990 11.910 -33.530
18.03 9.950 10.250 -31.890
18.06 9.330 10.490 -33.621
18.09 8.690 9.040 -33.870
18.12 9.340 9.750 -34.563
18.15 8.260 9.300 -35.271
18.18 8.720 10.540 -36.537
18.21 8.560 9.390 -35.509
19.00 9.040 9.670 -35.936
19.03 10.110 10.680 -35.193
19.06 11.170 11.640 -35.331
19.09 12.140 13.250 -33.908
19.12 13.600 13.970 -33.558
19.15 13.470 14.440 -33.977
19.18 13.900 14.650 -34.882
19.21 14.540 15.830 -35.623
20.00 14.320 15.050 -34.187
20.03 14.740 15.190 -33.112
20.06 14.600 15.600 -35.509
20.09 15.700 16.720 -35.779
20.12 14.390 15.470 -36.002
20.15 12.880 14.720 -36.537
20.18 11.180 12.490 -37.925
20.21 10.980 12.230 -37.752
21.00 13.690 16.030 -37.515
21.03 17.180 18.380 -38.097
21.06 18.430 21.070 -37.450
21.09 14.440 21.690 -36.795
21.12 5.386 20.730 -34.269
21.15 .000 .000 -31.039
21.18 .000 .000 -29.356
21.21 .145 2.614 -28.836
22.00 17.320 18.170 -26.938
22.03 17.150 18.450 -25.251
22.06 15.020 16.500 -26.535
22.09 12.530 14.720 -25.483
22.12 9.320 10.130 -25.410
22.15 9.410 10.050 -25.357
22.18 7.350 9.000 -26.064
22.21 4.830 5.355 -27.652
23.00 5.244 6.279 -28.711
23.03 5.289 5.900 -29.648
23.06 4.556 5.244 -30.311
23.09 3.845 4.635 -36.273
23.12 5.250 6.783 -38.011
23.15 8.090 9.920 -35.699
23.18 9.930 11.130 -33.752
23.21 11.120 12.000 -30.564
24.00 11.710 12.170 -26.364
24.03 10.020 11.190 -22.177
24.06 7.670 8.230 -18.971
24.09 8.340 9.790 -15.949
24.12 9.550 10.450 -14.541
24.15 9.950 10.390 -13.636
24.18 9.570 10.270 -13.011
24.21 8.460 10.370 -13.955
25.00 9.770 13.420 -15.371
25.03 10.770 13.870 -17.975
25.06 8.180 11.290 -19.500
25.09 5.193 7.740 -20.109
25.12 6.327 7.630 -18.447
25.15 5.292 7.360 -21.079
25.18 3.956 6.125 -21.897
25.21 5.979 6.989 -20.983
26.00 6.329 7.700 -24.725
26.03 8.260 9.320 -20.269
26.06 10.900 11.920 -17.459
26.09 12.000 13.230 -14.113
26.12 10.130 11.350 -12.804
26.15 10.980 12.580 -7.165
26.18 10.930 15.110 -5.302
26.21 17.590 19.810 -7.668
27.00 20.390 21.450 -8.719
27.03 18.690 20.300 -8.430
27.06 17.100 18.050 -9.684
27.09 17.860 19.480 -10.594
27.12 18.040 19.600 -11.213
27.15 15.470 17.420 -11.817
