  6  6  0 15     -4.70    -99.90      1.57    188.00    874.00    -99.90
  6  6  0 45     -4.80    -99.90      1.93    126.00    874.30    -99.90
  6  6  1 15     -4.63    -99.90      1.87     78.00    874.60    -99.90
  6  6  1 45     -4.43    -99.90      1.90    106.00    874.80    -99.90
  6  6  2 15     -4.83    -99.90      2.36    106.00    875.00    -99.90
  6  6  2 45     -4.70    -99.90      2.78     98.00    875.00    -99.90
  6  6  3 15     -4.80    -99.90      3.23    101.00    875.20    -99.90
  6  6  3 45     -4.80    -99.90      3.31     77.00    875.20    -99.90
  6  6  4 15     -4.80    -99.90      3.58     85.00    875.40    -99.90
  6  6  4 45     -4.73    -99.90      3.91     81.00    875.50    -99.90
  6  6  5 15     -4.57    -99.90      3.52     76.00    875.70    -99.90
  6  6  5 45     -4.33    -99.90      3.40     89.00    875.90    -99.90
  6  6  6 15     -3.93    -99.90      3.50    107.00    876.10    -99.90
  6  6  6 45     -3.90    -99.90      3.39    142.00    876.30    -99.90
  6  6  7 15     -4.03    -99.90      2.92    138.00    876.50    -99.90
  6  6  7 45     -3.93    -99.90      3.58    130.00    876.70    -99.90
  6  6  8 15     -3.80    -99.90      3.33    131.00    876.90    -99.90
  6  6  8 45     -3.60    -99.90      3.26    140.00    877.00    -99.90
  6  6  9 15     -3.43    -99.90      3.46    127.00    877.30    -99.90
  6  6  9 45     -3.37    -99.90      4.39    114.00    877.40    -99.90
  6  6 10 15     -3.13    -99.90      4.74    117.00    877.40    -99.90
  6  6 10 45     -2.73    -99.90      4.90    134.00    877.70    -99.90
  6  6 11 15     -2.67    -99.90      5.72    141.00    877.90    -99.90
  6  6 11 45     -2.57    -99.90      5.94    137.00    878.10    -99.90
  6  6 12 15     -2.43    -99.90      6.29    136.00    878.30    -99.90
  6  6 12 45     -2.00    -99.90      6.25    140.00    878.50    -99.90
  6  6 13 15     -2.00    -99.90      5.97    140.00    878.60    -99.90
  6  6 13 45     -1.80    -99.90      5.76    142.00    878.80    -99.90
