170.0 2.956 6.387 1.172 
170.03 7.4 9.02 -5.57 
170.06 8.08 9.19 -3.931 
170.09 9.27 10.66 -4.804 
170.12 9.91 10.69 -1.746 
170.15 7.6 9.18 2.549 
170.18 6.39 7.4 3.118 
170.21 4.612 6.194 0.838 
171.0 1.578 2.617 -0.939 138.1
171.03 3.203 4.566 -6.85 108.2
171.06 4.912 5.721 -15.57 88.4
171.09 5.916 6.555 -6.792 102.3
171.12 6.497 7.4 -2.049 111.2
171.15 6.797 7.73 0.738 134.2
171.18 6.187 7.22 1.741 129.1
171.21 4.969 5.908 0.335 100.6
172.0 5.155 5.639 -6.24 95.6
172.03 4.922 5.473 -8.91 115.3
172.06 6.169 7.09 -9.18 113.6
172.09 7.09 8.32 -6.419 113.5
172.12 8.12 8.91 -0.571 110.8
172.15 7.48 7.85 4.626 146.6
172.18 5.133 6.829 8.8 187.5
172.21 1.831 2.919 5.017 221.4
173.0 2.407 3.249 -1.944 129.1
173.03 3.941 5.207 -5.641 99.2
173.06 6.453 7.33 -4.973 102.5
173.09 7.93 8.96 -3.024 107.1
173.12 9.52 10.53 0.302 106.3
173.15 6.393 9.12 5.831 288.8
173.18 3.82 4.331 3.718 247.6
173.21 3.212 3.788 3.318 220.6
174.0 2.591 3.221 1.744 133.3
174.03 0.995 1.483 1.544 255.5
174.06 1.151 2.402 1.242 425.7
174.09 2.198 3.03 1.845 381.1
174.12 2.737 3.278 3.755 7.87
174.15 2.815 3.581 4.086 416.7
174.18 2.275 3.162 3.482 442.8
174.21 1.73 2.418 3.182 367.8
175.0 1.401 2.119 2.078 41.03
175.03 2.166 3.656 -0.302 79.6
175.06 4.257 7.4 -3.458 119.9
175.09 6.613 9.23 0.672 122.5
175.12 8.49 9.17 5.534 111.7
175.15 6.337 8.12 10.11 209.8
175.18 5.202 5.734 11.03 126.1
175.21 4.305 5.337 9.36 99.8
176.0 5.156 7.28 4.721 97.9
176.03 7.47 8.66 -0.604 97.8
176.06 7.48 8.62 -2.283 101.5
176.09 8.76 9.36 -0.504 112.8
176.12 9.47 10.53 2.148 106.2
176.15 8.69 9.16 6.603 129.5
176.18 8.54 9.01 7.9 131.9
176.21 8.94 9.25 7.4 130.4
177.0 8.74 9.11 5.295 119.4
177.03 8.91 9.31 2.885 122.1
177.06 9.38 9.89 0.302 113.0
177.09 9.52 9.98 1.779 121.1
177.12 9.78 10.7 5.534 130.8
177.15 8.64 8.97 8.64 129.8
177.18 8.28 8.99 10.27 123.5
177.21 7.02 7.37 9.64 120.4
178.0 6.891 8.01 6.666 109.9
178.03 8.15 8.92 2.347 102.1
178.06 8.36 9.02 0.772 108.2
178.09 8.59 9.15 1.846 102.2
178.12 8.97 9.3 5.266 108.8
178.15 7.71 8.15 9.01 120.6
178.18 6.842 7.7 11.24 122.9
178.21 5.144 5.979 10.03 101.5
179.0 4.785 5.629 5.659 110.4
179.03 6.243 6.767 1.845 103.7
179.06 7.54 7.94 0.503 107.3
179.09 8.08 8.43 1.645 105.6
179.12 8.12 8.59 5.534 122.6
179.15 7.72 8.12 8.68 120.7
179.18 6.66 7.34 10.54 126.8
179.21 5.032 5.843 10.07 125.5
180.0 4.035 5.646 5.86 101.6
180.03 5.758 7.07 1.945 102.3
180.06 7.3 8.39 0.436 102.7
180.09 8.47 9.38 2.685 104.4
180.12 9.03 9.74 5.634 106.0
180.15 8.12 8.88 9.85 115.4
180.18 6.798 7.35 11.71 126.2
180.21 5.749 6.593 11.3 119.9
181.0 5.852 7.11 7.9 113.5
181.03 7.31 8.27 3.588 104.7
181.06 8.86 9.35 1.443 106.2
181.09 8.59 9.51 2.349 105.7
181.12 7.95 8.5 6.471 118.1
181.15 6.686 7.51 9.75 142.6
181.18 4.961 5.962 10.58 158.5
181.21 3.03 3.965 10.4 153.0
182.0 2.272 3.12 5.76 135.5
182.03 3.089 3.931 -1.342 98.2
182.06 4.731 5.936 2.45 121.2
182.09 6.889 7.5 2.919 122.0
182.12 6.74 7.43 5.03 132.7
182.15 7.25 7.9 7.44 140.4
182.18 5.139 6.896 9.61 135.9
182.21 3.007 3.929 11.07 124.6
183.0 2.726 4.261 6.495 124.6
183.03 5.455 6.177 2.683 122.0
183.06 6.352 6.833 0.067 107.2
183.09 7.43 8.42 2.081 123.6
183.12 7.06 8.24 5.231 128.6
183.15 5.995 6.557 8.41 145.0
183.18 5.471 6.266 9.61 158.5
183.21 5.26 5.635 9.64 160.6
184.0 3.999 5.139 7.97 143.6
184.03 2.274 3.137 6.27 161.8
184.06 1.957 3.284 7.28 122.4
184.09 2.451 4.088 8.28 158.0
184.12 3.352 4.847 9.38 171.4
184.15 5.872 6.27 10.75 159.2
184.18 5.393 5.938 11.28 153.4
184.21 4.407 5.456 11.21 144.6
185.0 2.692 3.183 8.3 136.2
185.03 3.698 4.057 5.766 136.6
185.06 4.935 6.112 4.528 128.5
185.09 5.686 6.214 7.78 135.7
185.12 5.021 5.542 11.19 148.6
185.15 4.488 5.105 11.15 152.4
185.18 4.435 5.005 11.65 144.3
185.21 3.196 4.04 11.65 141.3
186.0 2.835 3.607 11.22 142.6
186.03 3.281 3.771 10.45 147.9
186.06 3.66 4.282 10.18 156.6
186.09 3.761 4.134 10.05 137.8
186.12 5.068 6.147 10.72 138.5
186.15 5.877 6.754 10.91 129.8
186.18 6.105 6.469 11.47 123.2
186.21 5.269 6.184 11.2 120.3
187.0 5.339 5.76 9.51 122.0
187.03 7.1 8.22 6.367 124.0
187.06 8.93 9.95 3.924 124.1
187.09 10.0 10.52 3.958 127.0
187.12 9.94 10.21 7.41 122.7
187.15 8.97 9.91 10.78 125.9
187.18 7.17 8.42 12.21 127.7
187.21 6.265 6.853 12.24 125.5
188.0 6.531 6.99 10.61 120.4
188.03 7.46 8.45 8.48 130.0
188.06 8.38 9.08 7.44 136.3
188.09 8.0 8.85 9.08 146.5
188.12 6.524 7.01 11.89 147.5
188.15 5.814 6.62 12.65 137.5
188.18 3.567 5.424 12.87 133.9
188.21 3.028 3.576 12.23 141.8
189.0 2.183 2.669 9.3 140.7
189.03 2.065 2.368 9.12 160.1
189.06 1.666 2.333 10.09 105.1
189.09 2.968 3.767 10.52 141.4
189.12 4.11 4.52 11.32 156.0
189.15 4.875 5.445 11.91 136.2
189.18 4.308 4.99 12.24 138.2
189.21 3.866 4.261 11.54 154.7
190.0 3.328 4.62 10.92 137.9
190.03 5.136 5.851 9.92 162.5
190.06 5.325 5.915 9.75 169.5
190.09 4.16 5.169 9.82 171.2
190.12 3.554 4.318 10.35 153.8
190.15 4.334 4.692 10.04 178.6
190.18 3.961 4.56 10.28 177.0
190.21 3.01 3.426 9.04 175.8
191.0 0.0 0.0 8.28 176.6
191.03 0.0 0.0 8.95 174.1
191.06 0.0 0.0 8.55 173.8
191.09 0.0 0.0 9.45 173.4
191.12 0.889 2.418 13.23 175.0
191.15 2.764 3.858 8.91 215.2
191.18 2.489 3.263 9.97 184.0
191.21 2.484 3.045 8.84 182.9
192.0 2.743 3.097 8.51 189.6
192.03 2.063 2.886 7.81 146.3
192.06 1.727 1.909 8.18 135.6
192.09 2.407 2.952 9.58 132.1
192.12 2.543 2.813 12.15 140.1
192.15 1.827 2.453 12.57 153.8
192.18 2.771 3.431 11.27 163.9
192.21 3.625 4.408 10.88 141.7
193.0 3.849 4.823 10.38 144.9
193.03 3.798 4.16 10.65 155.1
193.06 4.648 5.183 10.42 141.4
193.09 4.86 5.452 11.19 141.8
193.12 3.683 5.069 11.86 148.2
193.15 4.639 5.361 11.62 167.3
193.18 4.861 5.821 11.35 162.7
193.21 4.573 5.366 11.45 143.7
194.0 2.627 4.074 11.22 112.3
194.03 3.811 4.734 11.26 115.6
194.06 5.434 6.355 11.96 149.8
