110,2002,263,1200,.867,.742,67.19,10.71,100.7,13.03,3.598,13.83
110,2002,263,1300,1.631,1.679,66.4,9.84,103.6,12.49,3.594,13.73
110,2002,263,1400,2.294,2.464,66.2,9.96,108.3,12.42,3.591,13.64
110,2002,263,1500,2.666,2.793,68.66,9.32,108.7,12.2,3.591,13.76
110,2002,263,1600,3.005,3.107,68.96,8.56,113.5,10.34,3.589,13.74
110,2002,263,1700,3.413,3.551,67.89,8.15,109.2,10.1,3.587,13.73
110,2002,263,1800,3.593,3.662,69.59,8.01,98.8,9.46,3.583,13.84
110,2002,263,1900,3.744,3.73,70.7,7.89,99.4,9.53,3.584,13.64
110,2002,263,2000,3.831,3.712,69.11,7.99,95.2,9.65,3.585,13.64
110,2002,263,2100,3.721,3.646,68.34,7.64,95.9,9.79,3.585,15.02
110,2002,263,2200,3.572,3.357,68.61,8.41,96.2,10.68,3.585,13.48
110,2002,263,2300,3.327,3.044,68.92,9.05,103.4,12.24,3.59,13.4
110,2002,264,0,3.091,2.885,67.77,10.12,98.2,12.75,3.586,13.35
110,2002,264,100,2.999,2.816,67.51,10.68,102.1,13.98,3.586,13.29
110,2002,264,200,2.848,2.664,67.03,10.82,102,13.54,3.587,13.25
110,2002,264,300,2.635,2.41,69.25,9.5,101.7,11.71,3.59,13.22
110,2002,264,400,2.739,2.576,67.77,9.48,102.6,11.37,3.589,13.19
110,2002,264,500,2.539,2.366,69.1,9.66,106.7,11.86,3.59,13.17
110,2002,264,600,2.369,2.178,69.77,8.96,103.5,11.21,3.591,13.15
110,2002,264,700,2.705,2.563,67.07,9.64,97.2,12.58,3.587,13.15
110,2002,264,800,2.782,2.649,67.24,8.39,95.8,11.27,3.59,13.13
110,2002,264,900,2.314,2.058,71.8,6.889,85.8,8.32,3.591,13.13
110,2002,264,1000,2.602,2.46,72,7.08,89.6,8.96,3.591,13.14
110,2002,264,1100,3.201,3.174,74,7.64,100,9.38,3.586,13.33
110,2002,264,1200,3.886,3.913,73.9,7.81,105.7,9.82,3.58,13.68
110,2002,264,1300,4.212,4.243,74.2,8.02,115.2,9.22,3.58,13.82
110,2002,264,1400,4.322,4.307,73.8,7.24,113,9.83,3.58,13.81
110,2002,264,1500,5.171,5.319,68.28,10.07,117.5,12.32,3.576,13.7
110,2002,264,1600,4.803,4.735,71.6,9.62,115.5,12.34,3.576,13.63
110,2002,264,1700,5.199,5.231,63.59,9.27,118.5,14.05,3.58,13.92
110,2002,264,1800,4.837,4.702,63.96,8.92,107.9,12.11,3.58,13.95
110,2002,264,1900,4.669,4.546,61.33,9.71,114.5,11.92,3.585,14.22
