2010	999
2010.0001142466	999
2010.0002282192	999
2010.0003424658	999
2010.0004567123	999
2010.0005706849	999
2010.0006849315	999
2010.0007991781	999
2010.0009131507	999
2010.0010273973	999
2010.0011416438	999
2010.0012556164	999
2010.001369863	999
2010.0014841096	999
2010.0015980822	999
2010.0017123288	999
2010.0018265753	999
2010.0019405479	999
2010.0020547945	999
2010.0021690411	999
2010.0022830137	999
2010.0023972603	999
2010.0025115068	999
2010.0026254795	999
2010.002739726	999
2010.0028539726	999
2010.0029679452	999
2010.0030821918	999
2010.0031964384	999
2010.003310411	999
2010.0034246575	999
2010.0035389041	999
2010.0036528767	999
2010.0037671233	999
2010.0038813699	999
2010.0039953425	999
2010.004109589	999
2010.0042238356	999
2010.0043378082	999
2010.0044520548	999
2010.0045663014	999
2010.004680274	999
2010.0047945205	999
2010.0049087671	999
2010.0050227397	999
2010.0051369863	999
2010.0052512329	999
2010.0053652055	999
2010.0054794521	999
2010.0055936986	999
2010.0057076712	999
2010.0058219178	999
2010.0059361644	999
2010.006050137	999
2010.0061643836	999
2010.0062786301	999
2010.0063926027	999
2010.0065068493	999
2010.0066210959	999
2010.0067350685	999
2010.0068493151	999
2010.0069635616	999
2010.0070775342	999
2010.0071917808	999
2010.0073060274	999
2010.00742	999
2010.0075342466	999
2010.0076484932	999
2010.0077624658	999
2010.0078767123	999
2010.0079909589	999
2010.0081049315	999
2010.0082191781	999
2010.0083334247	999
2010.0084473973	999
2010.0085616438	999
2010.0086758904	999
2010.008789863	999
2010.0089041096	999
2010.0090183562	999
2010.0091323288	999
2010.0092465753	999
2010.0093608219	999
2010.0094747945	999
2010.0095890411	999
2010.0097032877	999
2010.0098172603	999
2010.0099315068	999
2010.0100457534	999
2010.010159726	999
2010.0102739726	999
2010.0103882192	999
2010.0105021918	999
2010.0106164384	999
2010.0107306849	999
2010.0108446575	999
2010.0109589041	999
2010.0110731507	999
2010.0111871233	999
2010.0113013699	999
2010.0114156164	999
2010.011529589	999
