103,.187,.224,.193,-2.762
103,.346,.369,.309,-2.972
103,.425,.44,.371,-3.342
202,174,600,6.795,7.22,12.72,129.1
103,1.065,1.077,.914,-2.912
103,1.416,1.434,1.209,-2.081
103,2.258,2.285,1.892,-.628
202,174,900,7.82,8.73,12.96,121
103,3.194,3.219,2.594,1.416
103,4.521,4.519,3.618,3.987
103,4.168,4.132,3.253,3.149
202,174,1200,8.71,9.87,13.16,136.4
103,4.785,4.73,3.726,4.599
103,3.913,3.929,3.166,3.489
103,4.68,4.693,3.791,4.302
202,174,1500,7.77,8.88,13.33,143
103,6.408,6.31,4.829,8.24
103,7.09,6.887,5.071,9.59
103,6.129,5.962,4.371,7.77
202,174,1800,6.504,7.13,13.32,143.4
103,4.687,4.601,3.529,6.078
103,5.461,5.307,3.912,7
103,2.346,2.265,1.736,.251
202,174,2100,6.204,6.979,13.26,139.2
103,1.689,1.664,1.339,.95
103,1.074,1.034,.861,-.562
103,.741,.75,.61,.728
202,175,0,5.266,5.619,12.99,128.9
103,.411,.423,.343,-.293
103,.181,.201,.17,-3.59
103,.157,.199,.172,-3.822
202,175,300,4.617,5.152,11.79,113.2
103,.177,.237,.224,-3.84
103,.342,.353,.339,-3.934
103,.604,.611,.545,-3.594
202,175,600,6.691,8.28,12.13,134.4
103,1.12,1.128,.959,-2.89
103,1.752,1.769,1.493,-2.044
103,2.535,2.568,2.104,-.621
202,175,900,8.83,9.58,11.89,120.7
103,3.433,3.471,2.768,.992
103,4.369,4.342,3.436,3.064
103,5.322,5.257,4.038,4.961
202,175,1200,8.27,8.93,12.92,129.8
103,6.112,5.984,4.559,6.798
103,6.729,6.523,4.911,8.1
103,7.08,6.873,5.066,8.82
202,175,1500,7.41,8.77,13.16,133.6
103,7.17,6.957,5.055,9.18
103,6.988,6.773,4.898,9.06
103,6.577,6.378,4.608,8.12
202,175,1800,5.687,6.526,13.49,144.4
103,5.935,5.741,4.165,6.472
103,5.099,4.934,3.602,4.668
103,4.14,4.014,2.978,2.78
202,175,2100,5.235,5.969,13.6,140.6
103,3.185,3.077,2.339,.779
103,2.452,2.345,1.846,-.344
103,1.218,.779,.954,-2.594
202,176,0,5.944,6.734,13.37,128
103,.928,.892,.735,-3.483
103,.461,.487,.429,-4.433
103,.192,.315,.29,-4.911
202,176,300,7.7,9.64,12.44,125.9
103,.202,.271,.248,-4.735
103,.344,.361,.339,-4.858
103,.611,.623,.567,-4.481
202,176,600,8.46,10.18,10.3,118.2
103,1.102,1.112,.973,-3.712
103,1.739,1.754,1.515,-2.785
103,2.55,2.58,2.144,-1.216
202,176,900,10.78,11.94,10.27,113.4
103,3.459,3.491,2.828,.377
103,4.389,4.353,3.496,2.308
103,5.313,5.24,4.095,4.063
202,176,1200,11.33,12.18,11.82,127.1
103,6.09,5.961,4.605,5.979
103,6.688,6.483,4.917,7.53
103,7.04,6.831,5.051,8.57
202,176,1500,10.02,11.11,12.64,117.4
103,7.07,6.867,5.019,8.74
103,5.707,5.579,4.152,6.043
103,4.501,4.455,3.44,3.842
202,176,1800,7.69,9.04,12.98,113
103,5.091,5.012,3.784,5.088
103,3.985,3.952,3.041,3.386
103,2.704,2.665,2.061,.969
202,176,2100,6.59,7.23,12.74,125.8
103,2.108,2.048,1.6,-1.069
103,2.22,2.115,1.684,-1.76
103,1.465,.85,1.142,-3.294
202,177,0,6.76,7.36,12.16,120.7
103,.916,.879,.732,-4.424
103,.467,.496,.438,-5.137
103,.19,.306,.278,-5.259
202,177,300,8.31,9.72,9.89,113.1
103,.196,.268,.247,-4.931
103,.34,.36,.334,-4.804
103,.583,.594,.531,-4.286
202,177,600,9.19,10.17,8.13,123.8
103,1.042,1.051,.894,-3.036
103,1.423,1.44,1.161,.865
103,1.433,1.45,1.162,1.425
202,177,900,8.06,10.6,9.72,169.5
103,1.998,2.015,1.637,1.969
103,2.383,2.397,1.978,1.913
103,3.831,3.842,3.192,2.701
202,177,1200,4.494,5.032,9.02,171.8
103,4.727,4.72,3.971,3.285
103,6.181,6.128,5.041,5.021
103,5.935,5.888,4.741,5.162
202,177,1500,3.187,4.935,10.43,172.4
103,5.796,5.711,4.535,5.168
103,5.787,5.716,4.566,5.35
103,6.001,5.869,4.668,5.269
202,177,1800,4.685,5.513,10.6,154
103,5.609,5.463,4.327,4.186
103,4.476,4.33,3.447,2.187
103,3.801,3.69,2.98,1.349
202,177,2100,4.071,5.143,10.77,144
103,3.12,3.007,2.463,-1.019
103,2.152,2.052,1.747,-2.319
103,1.441,.812,1.201,-3.276
202,178,0,3.151,3.947,8.57,114.7
103,.894,.86,.764,-3.96
103,.451,.483,.456,-4.396
103,.199,.32,.309,-4.501
202,178,300,3.332,4.164,7.54,107
103,.197,.273,.266,-4.226
103,.34,.356,.347,-4.125
103,.611,.62,.573,-3.785
202,178,600,4.706,6.246,6.815,102.3
103,1.102,1.099,.973,-3.111
103,1.732,1.721,1.519,-2.489
103,2.546,2.54,2.178,-1.369
202,178,900,7.19,8.35,6.677,106
103,3.458,3.444,2.87,.072
103,4.509,4.481,3.676,2.096
103,5.479,5.378,4.329,3.189
202,178,1200,7.47,8.55,10.1,112.9
103,6.111,5.96,4.757,4.491
103,6.684,6.481,5.117,5.577
103,6.932,6.76,5.22,6.173
202,178,1500,5.504,6.655,11.54,162.1
103,6.842,6.671,5.102,6.17
103,5.341,5.242,4.091,3.773
103,4.568,4.545,3.641,2.765
202,178,1800,3.473,4.792,11.6,154.3
103,4.886,4.865,3.889,3.477
103,4.143,4.12,3.291,2.198
103,3.211,3.175,2.555,.585
202,178,2100,1.832,2.797,11.77,136.7
103,2.594,2.527,2.062,-1.025
103,2.026,1.948,1.639,-2.184
103,1.128,1.104,.94,-.681
202,179,0,.869,1.305,10.81,172.3
103,.561,.571,.474,-1.307
103,.34,.352,.291,-1.799
103,.2,.217,.182,-3.055
202,179,300,.902,2.123,7.81,153.3
103,.159,.169,.14,-3.102
103,.268,.281,.231,-2.032
103,.413,.425,.359,-2.858
202,179,600,2.711,4.294,6.78,145.6
103,.741,.75,.636,-3.097
103,1.48,1.497,1.261,-1.917
103,2.363,2.375,1.997,-1.49
202,179,900,4.873,5.932,7.37,142.2
103,3.309,3.31,2.727,-.275
103,4.355,4.289,3.509,1.682
103,5.299,5.196,4.139,3.236
202,179,1200,5.626,6.094,9.54,156.4
103,6.063,5.905,4.67,4.784
103,6.667,6.441,5.032,5.947
103,7.02,6.794,5.201,6.629
202,179,1500,4.633,5.615,11.33,155.6
103,7.1,6.888,5.203,6.961
103,6.938,6.727,5.059,6.96
103,6.526,6.343,4.763,6.114
202,179,1800,2.335,3.115,12.86,127.8
103,5.91,5.736,4.338,4.536
