118,1995,163,1958,1.675,6.03,-.125,-.149,-.061,-.156,.398,.514,77.8,76.8,75.6,7.02,7.98,11.59,1.504,2.368,12.63,0,0
118,1995,163,2058,-.284,4.892,-.563,-.581,-.494,-.667,-.139,-.009,89.9,89.2,89.1,8.3,9.5,12.82,1.654,2.605,13.9,0,0
118,1995,163,2158,-1.89,3.382,-1.403,-1.406,-1.317,-1.38,-.926,-.803,92.4,91.7,92.4,6.756,7.75,13.85,1.655,2.606,13.92,0,0
118,1995,163,2258,-1.52,2.268,-2.057,-2.031,-1.954,-2.09,-1.766,-1.578,93.4,92.7,93.5,7.21,8.27,14.01,1.657,2.608,13.92,170,15
118,1995,163,2358,-2.201,1.465,-3.067,-3.001,-2.917,-3.126,-2.814,-2.591,93.7,93.2,94.1,6.759,7.78,14.31,1.66,2.614,13.85,169,15
118,1995,164,58,-2.356,.891,-3.296,-3.169,-3.073,-3.426,-3.129,-2.84,94.6,94.3,95.3,6.141,7.16,13.21,1.66,2.616,13.68,169,14
118,1995,164,158,-1.562,.428,-3.852,-3.729,-3.621,0,0,0,0,0,0,6.388,7.43,0,0,0,0,0,0
118,1995,164,258,-1.523,.318,-2.437,-2.29,-2.147,0,0,0,0,0,0,5.462,6.359,0,0,0,0,0,0
118,1995,164,358,-1.027,.316,-2.395,-2.267,-2.185,-2.482,-2.241,-1.943,91.6,91.2,92,5.092,5.928,11.97,1.602,2.524,12.31,0,0
118,1995,164,458,-.258,.393,-1.593,-1.557,-1.532,-1.766,-1.588,-1.352,98.6,98.3,98.8,7.77,8.7,14.69,1.655,2.608,12.71,192,0
118,1995,164,558,.204,.624,-1.754,-1.758,-1.759,-1.732,-1.518,-1.456,101.6,101.3,100.9,7.54,8.3,17.76,1.654,2.609,12.73,192,0
118,1995,164,658,.315,1.036,-1.89,-1.906,-1.909,-1.898,-1.666,-1.67,102.7,102.6,101.2,5.276,5.785,17.85,1.655,2.608,13,192,0
118,1995,164,758,.135,1.664,-1.844,-1.859,-1.854,-1.731,-1.452,-1.487,102.7,102.6,101.3,4.506,5.015,16.21,1.657,2.609,13.77,192,0
118,1995,164,858,-.162,2.29,-1.903,-1.905,-1.894,-1.782,-1.473,-1.488,102.4,102.2,101.3,5.532,6.289,15.34,1.655,2.61,13.8,192,0
118,1995,164,958,-1.783,3.853,-2.22,-2.271,-2.251,-1.839,-1.468,-1.491,101.6,101.5,100.9,6.831,7.81,14.6,1.656,2.612,13.97,192,0
118,1995,164,1058,-7.41,5.544,-2.674,-2.67,-2.63,-2.618,-2.247,-2.098,95.8,95.8,97.3,7.43,8.58,11.7,1.66,2.615,13.98,192,0
118,1995,164,1158,-8.2,6.886,-2.177,-2.196,-2.122,-2.238,-1.879,-1.745,92.6,91.9,92.3,9.45,10.85,12.52,1.653,2.605,13.97,192,0
118,1995,164,1258,-7.26,8.03,-1.844,-1.878,-1.78,-1.949,-1.578,-1.45,91.8,90.7,90.9,10.73,12.31,12.69,1.651,2.61,13.97,192,0
118,1995,164,1358,-4.913,8.89,-1.412,-1.415,-1.381,-1.548,-1.211,-1.068,92,90.9,91.1,10.68,12.19,11.72,1.65,2.609,13.96,192,0
118,1995,164,1458,-2.067,9.43,-.657,-.68,-.605,-.754,-.396,-.286,87.5,86.5,86.8,11.33,12.94,11.27,1.553,2.474,13.25,0,0
118,1995,164,1658,2.478,9.02,.296,.253,.33,.035,.424,.599,86.1,85,85.2,11.56,13.05,11.41,1.522,2.442,13.1,0,0
118,1995,164,1758,3.958,8.47,.5,.475,.535,.266,.65,.848,88.4,87.3,87,11.84,13.31,11.42,1.617,2.594,13.91,0,0
118,1995,164,1858,4.215,7.49,.039,.082,.154,-.148,.312,.529,88.5,86.9,86.1,11.71,13.54,11.1,1.622,2.601,13.91,0,0
118,1995,164,1958,1.484,6.249,.09,.15,.225,-.202,.261,.491,89.8,88.2,87.6,12.29,14.23,11.41,1.626,2.607,13.91,170,15
118,1995,164,2058,-1.234,4.825,.199,.288,.37,-.077,.377,.628,91.1,89.6,89.3,12.21,14.13,11.66,1.631,2.612,13.91,170,15
118,1995,164,2158,-3.018,3.624,.197,.311,.413,-.072,.424,.662,91.6,90.2,90.2,12.1,14.03,12.06,1.633,2.611,13.91,169,15
118,1995,164,2258,-4.069,2.423,-.202,-.046,.03,-.386,.091,.332,91.4,90,90.1,11.79,13.66,11.68,1.632,2.61,13.92,169,15
118,1995,164,2358,-4.658,1.573,-.695,-.474,-.426,-.849,-.378,-.119,91.1,89.5,89.6,12.37,14.28,11.61,1.634,2.612,13.94,169,15
118,1995,165,58,-5.378,.944,-1.355,-1.088,-1.001,-1.477,-.997,-.709,90.3,88.5,88.4,12.92,14.99,11.55,1.636,2.614,13.95,169,15
118,1995,165,158,-5.346,.562,-2.21,-2.024,-1.919,-2.366,-1.956,-1.628,90.8,89.1,89,14.3,16.55,11.13,1.64,2.621,13.97,169,15
118,1995,165,258,-5.173,.382,-2.84,-2.641,-2.549,-2.979,-2.612,-2.238,90.6,88.9,88.7,16.08,18.59,11.36,1.644,2.626,13.97,169,15
118,1995,165,358,-3.367,.336,-3.161,-3.01,-2.915,-3.371,-3.055,-2.692,91.1,89.5,89.5,16.65,19.23,11.55,1.647,2.628,14.01,169,15
118,1995,165,458,-3.702,.422,-3.676,-3.516,-3.412,-3.776,-3.512,-3.171,91.5,89.9,90.1,16.91,19.48,11.75,1.65,2.631,13.92,168,14
118,1995,165,558,-2.666,.705,-3.808,-3.672,-3.56,-3.971,-3.704,-3.383,91.5,89.9,90.1,16.86,19.52,11.83,1.65,2.631,13.86,168,14
118,1995,165,658,-2.161,1.136,-3.849,-3.716,-3.637,-4.05,-3.771,-3.461,91.3,89.6,89.9,16.13,18.64,11.74,1.653,2.63,13.83,168,14
118,1995,165,758,-1.408,1.743,-3.66,-3.515,-3.437,-3.828,-3.584,-3.277,91.5,89.9,90.2,16.63,19.26,12.06,1.654,2.631,13.85,168,14
118,1995,165,858,-1.133,2.741,-3.455,-3.322,-3.231,-3.717,-3.444,-3.134,91.1,89.4,89.6,16.09,18.61,11.79,1.652,2.629,13.91,168,14
118,1995,165,958,-2.121,4.349,-2.651,-2.545,-2.41,-2.892,-2.621,-2.307,90.9,89.2,89.3,17.16,19.93,12.65,1.654,2.627,14.03,168,14
118,1995,165,1058,-2.045,5.524,-1.941,-1.838,-1.709,-2.204,-1.903,-1.6,90.6,88.8,88.5,16.99,19.86,13.32,1.652,2.624,14.02,168,14
118,1995,165,1158,-.79,6.538,-1.318,-1.252,-1.139,-1.622,-1.325,-1.055,91.6,89.9,90.1,16.6,20.22,12.75,1.652,2.623,14,168,14
118,1995,165,1258,-.102,6.637,-.883,-.805,-.696,-1.206,-.881,-.608,92.1,90.5,90.8,14.25,18.23,13.05,1.651,2.617,13.99,168,14
118,1995,165,1358,.529,7.42,-.092,-.029,.068,-.435,-.086,.185,91.9,90.3,90.7,14.17,16.33,12.61,1.647,2.612,13.96,168,14
118,1995,165,1458,1.043,8.14,.299,.347,.451,-.045,.323,.622,92.2,90.4,90.8,14.91,17.29,12.75,1.648,2.61,13.95,168,14
118,1995,165,1558,.659,8.11,.573,.641,.712,.194,.588,.923,92.3,90.3,90.6,13.71,15.8,12.33,1.648,2.608,13.93,1,515
118,1995,165,1658,2.272,8.63,1.093,1.172,1.21,.77,1.191,1.499,90.9,89.1,89.2,12,13.69,11.46,1.649,2.604,13.91,1,515
118,1995,165,1758,6.02,8.45,1.695,1.704,1.84,1.407,1.852,2.072,89.8,88.2,88.3,12.2,13.87,11.83,1.65,2.604,13.88,1,515
118,1995,165,1858,7.48,7.48,1.875,1.827,1.998,1.602,2.066,2.228,87.9,86.6,86.4,12.46,14.13,13.87,1.652,2.607,13.87,1,515
118,1995,165,1958,3.581,5.757,1.768,1.755,1.886,1.562,1.991,2.146,87.6,86.4,85.9,11.64,13.16,14.13,1.653,2.609,13.87,1,515
118,1995,165,2058,2.717,4.569,1.763,1.8,1.917,1.617,2.007,2.184,88.1,86.9,86.6,10.62,12.03,14.29,1.654,2.611,13.88,1,515
118,1995,165,2158,2.309,3.636,1.16,1.136,1.223,1.284,1.645,1.683,90,88.9,89,9.31,10.42,16.12,1.654,2.615,13.88,1,515
118,1995,165,2258,-.161,2.52,.33,.325,.366,.394,.723,.761,95.7,94.8,95.7,6.132,6.92,16.07,1.657,2.619,13.9,1,515
118,1995,165,2358,-1.349,1.559,-.314,-.29,-.281,.043,.469,.423,97.3,96.9,97.6,4.524,5.188,14.78,1.658,2.622,13.83,1,515
118,1995,166,58,-3.598,.889,-1.046,-1.001,-.958,-1.037,-.713,-.579,100.8,100.7,100.5,5.622,6.534,14.04,1.662,2.626,13.77,1,515
118,1995,166,158,-1.207,.534,-1.056,-1.05,-1.037,-1.154,-.926,-.826,102,102,101,6.629,7.58,15.07,1.662,2.627,13.43,1,515
118,1995,166,258,.01,.306,-2.08,-2.098,-2.154,-1.588,-1.465,-1.443,78.8,78.7,77.5,3.678,4.251,22.02,1.275,2.016,9.81,0,0
118,1995,166,358,-.011,.321,-3.236,-3.298,-3.324,-3.166,-3.066,-2.939,102.4,102.2,101.2,4.503,4.976,29.4,1.665,2.635,12.77,0,0
118,1995,166,458,-.249,.398,-3.334,-3.383,-3.415,-3.393,-3.237,-3.136,101.9,101.8,101.1,2.392,2.819,30.83,1.666,2.639,12.71,0,0
118,1995,166,558,-.076,.613,-3.593,-3.632,-3.662,-3.491,-3.332,-3.213,101.5,101.6,100.9,3.29,3.641,30.74,1.668,2.638,12.72,168,14
118,1995,166,658,.104,1.103,-4.214,-4.25,-4.289,-4.157,-3.996,-3.873,101,101.1,100.6,3.776,4.488,31.43,1.667,2.639,12.99,168,14
118,1995,166,758,.456,1.809,-3.91,-3.948,-4.01,-3.787,-3.511,-3.501,100.6,100.8,100.3,3.369,3.981,33.11,1.67,2.639,13.86,168,14
118,1995,166,858,.641,2.69,-3.744,-3.788,-3.809,-3.399,-3.014,-3.092,100.2,100.3,100,2.951,3.458,33.02,1.666,2.64,13.91,168,14
118,1995,166,958,.866,3.753,-3.529,-3.705,-3.622,-3,-2.742,-2.698,99.6,99.2,99.4,3.35,3.949,31.78,1.66,2.639,13.99,168,14
118,1995,166,1058,1.217,5.135,-3.213,-3.509,-3.268,-2.647,-2.082,-2.316,98.9,98.2,98.9,3.322,3.841,33.3,1.657,2.634,14.01,168,14
118,1995,166,1158,.835,6.027,-2.909,-3.262,-3.186,-2.49,-2.075,-2.212,98.1,96.6,98.3,3.412,4.023,32.37,1.655,2.63,13.99,169,14
118,1995,166,1258,1.244,7.33,-2.507,-2.036,-2.542,-1.661,-.668,-1.226,96.9,93.3,97.2,3.229,3.612,33.56,1.651,2.626,13.97,169,15
118,1995,166,1358,1.997,8.41,-1.736,-1.503,-2.003,-1.318,-.045,-.801,95.9,88.7,96.6,3.681,4.13,34.19,1.653,2.63,13.93,169,15
118,1995,166,1458,2.237,8.83,-1.585,-1.078,-1.536,-.879,2.73,1.037,95,79.6,94.8,3.755,4.107,19.3,1.651,2.623,13.91,169,15
118,1995,166,1558,3.526,9.11,-.617,-.634,-1.084,-.398,2.365,.595,93.3,72.3,92.8,3.382,3.766,33.16,1.65,2.62,13.89,170,16
118,1995,166,1658,5.507,9.21,-.458,-.8,-1.121,-.411,1.299,.202,92.7,74.7,93.3,3.289,3.714,33.1,1.653,2.622,13.87,170,16
118,1995,166,1758,4.288,7.98,-.939,-1.345,-1.541,-.806,.473,-.16,92.6,77.5,93.3,3.356,3.83,32.56,1.654,2.624,13.87,170,16
118,1995,166,1858,4.235,7.91,-1.616,-1.956,-2.106,-1.116,-.739,-.729,93.5,84.4,94.2,3.989,4.466,31.05,1.655,2.624,13.88,170,16
118,1995,166,1958,1.886,6.086,-1.524,-1.805,-1.991,-1.286,-.687,-.877,93.5,87.2,94.3,3.754,4.311,31.76,1.659,2.625,13.88,170,16
118,1995,166,2058,1.036,4.339,-2.209,-2.429,-2.542,-2.078,-1.999,-1.799,96.6,93.4,97.4,4.266,4.952,30.89,1.661,2.627,13.9,170,16
