  134. 1995.  138.  758.   92.1    73.7    39.9    65.5   239.3     3.4   -17.7     6.6      .7     4.5     1.2    -4.1    -3.6    -3.1    86.0    85.3    86.9     3.0     3.9   112.9   169.7   143.8   246.6    -4.0    -3.6    -3.4
  134. 1995.  138.  858.  213.2   165.5   103.1    65.4   220.7    23.0   -15.0    11.7     4.5    27.0    23.4    -3.1    -2.7    -2.4    85.0    84.4    85.8     3.1     3.8   105.7   171.4   143.7   246.4    -3.3    -3.1    -2.9
  134. 1995.  138.  958.  316.0   249.1   152.7    66.5   220.2   623.8   -10.6    18.0   140.7   943.0  1093.0    -2.4    -1.9    -1.7    84.6    84.1    85.5     3.8     4.6   121.5   174.5   143.5   246.2    -2.5    -2.3    -2.2
  134. 1995.  138. 1058.  421.6   333.2   202.5    65.2   219.5    44.2   -15.8    24.7   154.7  1087.0    10.0    -1.5    -1.1     -.9    85.4    84.8    86.6     4.2     5.0   129.2   176.6   143.3   245.9    -1.7    -1.6    -1.6
  134. 1995.  138. 1158.  520.0   415.8   248.1    78.2   221.0     7.3   -34.6    31.4    62.0   234.3     1.3     -.6     -.2     -.2    86.4    86.0    88.2     4.0     4.7   128.1   179.8   143.1   245.7     -.9     -.8     -.9
  134. 1995.  138. 1258.  567.5   459.9   267.8   116.4   225.7   749.9 *******    36.0   150.9  1089.0  1059.0      .7     1.1     1.1    87.2    86.9    89.5     4.0     4.7   134.0   184.6   142.8   245.2      .3      .3      .3
  134. 1995.  138. 1358.  636.5   516.0   297.8   242.4   249.6   542.0 *******    40.5   115.1   836.0   677.2     1.1     1.6     1.5    88.4    88.3    91.4     4.3     5.0   136.0   188.1   142.7   245.1      .7      .7      .6
  134. 1995.  138. 1458.  652.4   525.3   297.2   411.9   282.0   253.0    64.7    42.7    57.8   412.5   238.9     1.2     1.8     1.7    89.1    89.4    92.7     4.0     4.7   134.5   191.7   143.0   244.9      .9      .9      .7
  134. 1995.  138. 1558.  683.4   538.6   320.6   273.5   253.3   517.1    75.5    43.5    98.5   777.0   530.2     1.5     2.1     2.0    89.6    90.2    93.7     3.9     4.6   134.7   193.1   143.2   245.5     1.1     1.1      .9
  134. 1995.  138. 1658.  669.6   525.3   317.9    83.6   219.3   938.4    80.7    42.1  1945.0  1431.0   491.5     1.3     1.9     1.9    89.8    90.5    94.0     3.8     4.5   130.5   193.1   143.5   245.7     1.2     1.1     1.0
  134. 1995.  138. 1758.  620.9   486.7   295.8    79.3   218.5   926.7    93.6    38.5  1907.0  1397.0   737.0     1.2     1.8     1.7    89.9    90.6    94.1     3.6     4.2   134.4   192.0   143.5   245.8     1.0     1.0      .8
  134. 1995.  138. 1858.  548.3   429.8   264.7    74.8   216.3   903.5    93.9    33.3  1856.0  1353.0   273.2      .5     1.2 -6999.0    89.4    90.0 -6999.0     3.2     3.8   139.4   191.8   143.2   246.1      .9      .9      .7
  134. 1995.  138. 1958.  461.2   356.9   226.6    66.7   212.8   724.1    59.1    27.1  1772.0  1288.0   567.4     1.2     2.0     1.9    90.7    91.3    93.5     3.0     3.6   140.6   194.8   143.2   246.2      .7      .7      .6
  134. 1995.  138. 2058.  366.6   274.2   180.9    58.7   211.9   789.3    14.0    20.5  1624.0  1182.0   720.0      .9     1.6     1.5    91.5    92.2    95.5     3.2     3.8   140.6   195.9   143.2   245.9      .7      .6      .6
  134. 1995.  138. 2158.  266.8   211.3   132.8    49.9   210.6   758.7   -22.0    14.2  1483.0  1108.0   399.5      .5     1.1     1.1    92.0    92.8    96.0     3.4     4.0   139.6   192.8   143.3   246.0      .3      .3      .3
  134. 1995.  138. 2258.  174.4   139.5    87.8    40.0   208.1   349.4   -47.3     8.8  1195.0   930.0   317.4      .0      .6      .6    92.3    93.0    96.0     3.2     3.9   139.4   188.9   143.4   246.1     -.2     -.2     -.1
  134. 1995.  138. 2358.   96.8    77.0    47.3    27.9   207.2   532.6   -65.6     4.8   832.0   668.4   418.8    -1.0     -.1     -.1    91.9    92.6    95.9     2.0     2.6   136.3   185.5   143.6   246.5    -1.4    -1.2    -1.0
  134. 1995.  139.   58.   40.0    33.2    17.7    17.3   203.2   359.4   -71.7     2.3   382.2   380.2   427.4    -3.2    -2.1    -1.6    91.6    92.3    95.7     1.8     2.5   124.3   181.5   144.2   247.3    -3.7    -3.1    -2.4
