,2002,13,1300,-21.54,-21.29,51.81,3.484,.91,4.247,4.213
110,2002,13,1400,-21.94,-21.88,57.69,2.871,4.21,4.273,4.215
110,2002,13,1500,-21.76,-21.69,57.73,2.259,346.5,5.357,4.212
110,2002,13,1600,-20.91,-20.41,54.35,3.789,341.8,5.566,4.202
110,2002,13,1700,-20.88,-20.65,59.46,1.618,335.5,3.391,4.203
110,2002,13,1800,-20.29,-20.14,58.98,1.336,314.1,1.986,4.201
110,2002,13,1900,-20.35,-20.29,59.46,.649,28.88,1.771,4.205
110,2002,13,2000,-20.53,-20.48,63.34,.821,29.77,2.372,4.206
110,2002,13,2100,-19.87,-19.51,62.97,2.75,323.2,4.482,4.195
110,2002,13,2200,-19.63,-19.3,63.87,2.34,321.4,4.031,4.194
110,2002,13,2300,-18.84,-18.5,61.89,3.578,315.4,4.985,4.185
110,2002,14,0,-18.46,-18.24,64.98,4.647,320.4,6.109,4.183
110,2002,14,100,-19.11,-19.25,69.35,3.162,322.2,5.39,4.194
110,2002,14,200,-19.14,-19.26,70.8,2.694,317.3,4.397,4.194
110,2002,14,300,-18.55,-18.32,69.63,2.042,303.4,3.796,4.186
110,2002,14,400,-18.25,-18.11,70.4,1.865,228.6,2.862,4.187
110,2002,14,500,-19.29,-19.47,72.3,.901,119.6,2.457,4.199
110,2002,14,600,-19.36,-19.54,73,1.145,93.1,2.522,4.201
110,2002,14,700,-18.86,-18.87,71,.55,130.6,1.431,4.194
110,2002,14,800,-19.57,-19.89,73.1,1.541,94.4,2.443,4.218
110,2002,14,900,-20.55,-20.67,73.2,2.06,105.1,3.116,4.215
110,2002,14,1000,-20.67,-20.68,73,2.597,105.4,3.306,4.21
110,2002,14,1100,-19.99,-19.66,73.1,1.233,109,2.306,4.199
110,2002,14,1200,-20.47,-20.29,75.9,2.685,95.2,3.626,4.202
110,2002,14,1300,-20.43,-20.42,74,3.323,83.7,4.266,4.202
110,2002,14,1400,-20.8,-20.99,70.3,3.659,90.4,5.057,4.208
110,2002,14,1500,-20.69,-20.67,67.17,3.88,84.3,5.024,4.208
110,2002,14,1600,-20.2,-20.03,66.6,4.191,107.5,5.867,4.202
110,2002,14,1700,-19.45,-18.86,66.31,4.119,111.5,5.808,4.192
110,2002,14,1800,-19.27,-19.03,69.33,4.214,116.8,5.638,4.195
110,2002,14,1900,-19.27,-19.31,69.46,3.837,114.3,4.789,4.201
110,2002,14,2000,-19.17,-19.15,65.53,3.288,130.6,4.443,4.201
110,2002,14,2100,-19.1,-19.03,68.52,3.374,111.9,4.88,4.196
110,2002,14,2200,-18.94,-18.77,70.1,3.983,114.7,5.031,4.195
110,2002,14,2300,-19.12,-19.29,73.7,4.287,118.4,7.11,4.2
110,2002,15,0,-18.81,-18.56,75.4,5.949,131.5,7.25,4.194
110,2002,15,100,-19.08,-19.09,77.8,4.91,140.3,6.991,4.201
110,2002,15,200,-18.75,-18.84,79,4.402,142.4,5.122,4.203
110,2002,15,300,-18.05,-17.77,77.5,3.215,139.4,4.162,4.192
110,2002,15,400,-17.76,-17.31,75.6,3.448,110.4,4.338,4.185
110,2002,15,500,-17.59,-17.36,74.6,6.154,93.3,8.39,4.179
110,2002,15,600,-17.49,-17.36,72.7,6.497,87.8,7.9,4.177
110,2002,15,700,-17.35,-17.25,69.18,6.727,84.9,8.03,4.176
110,2002,15,800,-17.85,-17.9,65.96,7.75,79.6,10.99,4.181
110,2002,15,900,-18.86,-19.23,65.48,9.26,77.4,11.2,4.194
110,2002,15,1000,-19.53,-20.02,61.44,9.91,75.5,11.56,4.202
110,2002,15,1100,-19.91,-20.26,59.53,7.18,68.17,10.07,4.202
110,2002,15,1200,-20.22,-20.43,55.37,8.15,68.27,11.45,4.204
110,2002,15,1300,-20.22,-20.27,50.87,7.52,65.69,11.47,4.203
110,2002,15,1400,-20.77,-20.92,54.02,6.207,66.51,9.49,4.208
110,2002,15,1500,-21.18,-21.32,54.82,6.624,61.06,9.09,4.211
110,2002,15,1600,-20.99,-21.02,54.87,4.797,59.46,6.997,4.209
110,2002,15,1700,-20.22,-20,53.02,4.177,19.48,6.181,4.202
110,2002,15,1800,-20.07,-19.7,54.04,4.67,353.8,5.808,4.198
110,2002,15,1900,-19.76,-19.47,62.79,5.131,333.2,6.435,4.193
110,2002,15,2000,-18.74,-18.2,62.6,5.937,331.8,9.76,4.182
110,2002,15,2100,-17.42,-16.75,55.82,6.496,333.3,8.89,4.17
110,2002,15,2200,-16.59,-16.08,70.3,6.195,331.2,8.31,4.164
110,2002,15,2300,-16.13,-15.87,86.8,6.807,322.2,8.19,4.16
110,2002,16,0,-15.86,-15.72,88.3,7.38,320.2,8.8,4.159
110,2002,16,100,-15.32,-15.15,87.4,6.438,332.1,8.68,4.156
110,2002,16,200,-14.84,-14.77,83.7,5.345,348.9,6.311,4.157
