"TOA5","1","CR1000","23835","CR1000.Std.16","CPU:GOES Swiss Camp 09.CR1","26033","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg(1)","sw_ref_Avg","net_rad_Avg","tc_snow_Avg(1)","tc_snow_Avg(2)","tc_snow_Avg(3)","tc_snow_Avg(4)","tc_snow_Avg(5)","tc_snow_Avg(6)","tc_snow_Avg(7)","tc_snow_Avg(8)","tc_snow_Avg(9)","tc_snow_Avg(10)","tc_air_Avg(1)","tc_air_Avg(2)","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","sw_in_Max(1)","sw_in_Std(1)","net_rad_Std","tc_air_Max(1)","tc_air_Max(2)","tc_air_Min(1)","tc_air_Min(2)","U_Max(1)","U_Max(2)","U_Std(1)","U_Std(2)","TRef_Avg","uv_Avg","L_in_Avg","T_surf1_Avg","T_surf2_Avg","Battery"
"2016-05-17 06:00:00",10,1,2016,138,6,0.08,0.243,0.277,"NAN","NAN","NAN",-6.767,-7.144,-7.502,-7.871,-6.535,-8.25,-8.22,-3.219,-3.131,-3.335,-3.089,110.9,105.8,5.245,5.762,133.8,135.5,486.5,0.843,0.602,0.143,0.019,0.198,-1.945,-1.896,-4.836,-4.671,6.475,7.036,0.438,0.461,-4.596,"NAN","NAN",-3.042,-3.085,13.33
"2016-05-17 07:00:00",11,1,2016,138,7,0.231,0.709,0.102,"NAN","NAN","NAN",-6.726,-7.1,-7.456,-7.821,-6.478,-8.2,-8.18,-2.004,-1.987,-1.975,-1.755,111.4,105.9,5.545,6.016,134.5,135.7,486.6,0.844,0,0.526,0.109,0.069,-1.877,-1.857,-2.148,-2.118,7.161,7.722,0.47,0.491,-2.433,"NAN","NAN",-1.589,-1.841,13.44
"2016-05-17 08:00:00",12,1,2016,138,8,0.358,1.142,0.423,"NAN","NAN","NAN",-6.679,-7.048,-7.4,-7.755,-6.38,-8.16,-8.16,-2.245,-2.206,-2.075,-1.798,109.8,104.4,5.558,6.082,131.6,133.4,486.8,0.839,0.747,0.767,0.129,0.161,-1.918,-1.901,-2.538,-2.491,7.487,8.02,0.55,0.577,-2.21,"NAN","NAN",-1.964,-1.872,13.45
"2016-05-17 09:00:00",13,1,2016,138,9,0.925,2.804,0.889,"NAN","NAN","NAN",-6.67,-7.037,-7.386,-7.735,-6.361,-8.22,-8.2,-2.251,-2.206,-1.873,-1.454,103.6,98.3,5.467,6.01,132.3,133.6,486.9,"NAN",0.818,1.263,0.226,0.272,-1.893,-1.887,-2.6,-2.524,6.409,7.004,0.358,0.369,-2.158,"NAN","NAN",-1.852,-1.429,13.73
"2016-05-17 10:00:00",14,1,2016,138,10,1.358,3.958,1.166,"NAN","NAN","NAN",-6.658,-7.021,-7.371,-7.717,-6.336,-8.24,-8.21,-2.581,-2.53,-2.113,-1.686,97.5,92.7,5.816,6.372,132.7,134.4,487,0.839,0.808,1.653,0.152,0.052,-2.195,-2.154,-2.885,-2.832,6.625,7.291,0.351,0.367,-2.252,"NAN","NAN",-2.117,-1.659,14.42
"2016-05-17 11:00:00",15,1,2016,138,11,1.872,5.541,1.221,"NAN","NAN","NAN",-6.667,-7.033,-7.382,-7.736,-6.376,-8.28,-8.22,-1.678,-1.694,-1.096,-0.83,98.7,94.1,5.676,6.239,138.8,140.1,487.1,0.837,0.806,2.057,0.154,0.118,-1.136,-1.154,-2.288,-2.294,6.769,7.337,0.439,0.452,-1.452,"NAN","NAN",-0.963,-0.487,13.7
"2016-05-17 12:00:00",16,1,2016,138,12,2.207,6.645,1.304,"NAN","NAN","NAN",-6.645,-7.014,-7.369,-7.728,-6.382,-8.26,-8.21,-0.723,-0.78,-0.131,0.122,99.9,95.3,5.332,5.854,139.5,141.3,487.1,0.836,0.802,2.376,0.109,0.081,-0.31,-0.408,-1.15,-1.17,6.318,6.958,0.439,0.474,-0.015,"NAN","NAN",0.407,1.036,13.67
"2016-05-17 13:00:00",17,1,2016,138,13,2.508,7.658,1.1,"NAN","NAN","NAN",-6.663,-7.047,-7.413,-7.783,-6.452,-8.21,-8.17,-0.127,-0.195,0.515,0.775,101.2,96.4,5.055,5.56,142.2,144.2,487,0.835,0.804,2.634,0.075,0.143,0.071,0.013,-0.358,-0.445,6.148,6.775,0.383,0.401,1.233,"NAN","NAN",1.169,1.883,13.64
"2016-05-17 14:00:00",18,1,2016,138,14,2.729,8.43,0.705,"NAN","NAN","NAN",-6.702,-7.089,-7.453,-7.823,-6.497,-8.12,-8.11,0.114,0.06,0.737,1.053,101.8,97,5.05,5.556,146.4,148.1,486.9,"NAN",0.806,3.319,0.165,0.177,0.205,0.137,0.016,-0.019,6.298,6.834,0.38,0.394,2.218,"NAN","NAN",1.538,2.3,13.59
"2016-05-17 15:00:00",19,1,2016,138,15,2.848,8.88,0.352,"NAN","NAN","NAN",-6.689,-7.068,-7.431,-7.795,-6.465,-8.06,-8.06,-0.042,-0.06,0.549,0.818,99.8,95.2,5.472,6.018,153.8,155.2,486.5,0.835,0.807,3.76,0.186,0.145,0.139,0.105,-0.137,-0.159,6.625,7.121,0.408,0.449,2.69,"NAN","NAN",1.453,2.266,13.55
"2016-05-17 16:00:00",20,1,2016,138,16,2.872,8.99,0.109,"NAN","NAN","NAN",-6.698,-7.081,-7.448,-7.816,-6.503,-8.05,-8.05,0.169,0.14,0.785,1.091,95.3,90.8,5.272,5.81,148.9,150.3,486.2,0.835,0.807,2.892,0.016,0.19,0.328,0.345,-0.058,-0.074,6.285,7.023,0.354,0.388,2.868,"NAN",-0.712,1.697,2.792,13.49
"2016-05-17 17:00:00",21,1,2016,138,17,2.76,8.7,-0.347,"NAN","NAN","NAN",-6.664,-7.042,-7.402,-7.76,-6.431,-8.06,-8.07,0.296,0.329,0.834,1.157,98.9,94.1,5.505,6.071,160.1,161.1,486,0.836,0.807,2.871,0.047,0.141,0.4,0.464,0.208,0.264,6.834,7.553,0.45,0.477,3.011,"NAN",-0.55,1.904,3.054,13.44
"2016-05-17 18:00:00",22,1,2016,138,18,2.431,7.739,-0.48,"NAN","NAN","NAN",-6.673,-7.047,-7.404,-7.765,-6.427,-8.1,-8.1,0.502,0.525,1.031,1.375,102.8,97.5,4.672,5.166,163.5,165.2,485.8,0.836,0.807,3.835,0.575,0.429,0.676,0.728,0.353,0.381,5.952,6.592,0.576,0.632,2.989,"NAN",-0.54,2.362,3.617,13.39
"2016-05-17 19:00:00",23,1,2016,138,19,2.037,6.524,-0.331,"NAN","NAN","NAN",-6.694,-7.075,-7.435,-7.802,-6.482,-8.09,-8.08,0.775,0.751,1.406,1.708,102.4,97.3,3.717,4.11,150.1,151.9,485.5,"NAN",0.808,3.448,0.486,0.428,1.15,1.143,0.391,0.391,4.43,4.867,0.29,0.309,3.464,"NAN",-0.632,2.513,3.81,13.33
"2016-05-17 20:00:00",24,1,2016,138,20,1.91,6.174,-0.472,"NAN","NAN","NAN",-6.702,-7.097,-7.465,-7.84,-6.537,-8.05,-8.05,1.066,1.025,1.834,2.242,100.2,94.9,2.901,3.236,145.6,146.8,485,"NAN",0.808,2.444,0.185,0.2,1.196,1.148,0.865,0.866,4.116,4.475,0.475,0.501,4.219,"NAN",-0.587,2.952,4.766,13.28
