"TOA5","0","CR1000","59715","CR1000.Std.26","CPU:GOES Swiss Camp 10 m tower and Radar final.CR1","27940","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_air_Avg","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","tc_air_Max","tc_air_Min","U_Max(1)","U_Max(2)","Battery","val(1)","val(2)","val(3)","val(4)"
"2015-07-31 10:00:00",1830,0,2015,212,10,2.998,2.013,0.65,-5.632,-40,-5.231,0,65.05,9.43,7.432,113.4,81.8,589.7,2.435,2.55,-5.178,-5.949,11.43,8.47,14.05,0,0,0,19
"2015-07-31 11:00:00",1831,0,2015,212,11,3.997,2.605,3.01,-4.906,-40,-4.506,0,64.14,9.87,7.692,113.4,81.9,589.6,2.431,2.546,-4.446,-5.286,11.46,9.05,14.32,0,0,0,19
"2015-07-31 12:00:00",1832,0,2015,212,12,4.923,3.133,5.31,-3.845,-40,-3.412,0,63.72,9.95,7.742,115.3,84.1,589.5,2.427,2.541,-3.321,-4.47,11.66,8.82,14.74,0,0,0,19
"2015-07-31 13:00:00",1833,0,2015,212,13,5.699,3.556,7.606,-2.915,-40,-2.435,0,63.53,9.97,7.765,113.6,82.7,589.5,2.422,2.537,-2.437,-3.37,11.92,8.89,15.32,0,0,0,19
"2015-07-31 14:00:00",1834,0,2015,212,14,6.28,3.848,9.92,-1.902,-40,-1.365,0,63.31,9.43,7.353,120.2,89,589.5,2.418,2.532,-1.413,-2.425,11.19,8.4,15.21,0,0,0,19
"2015-07-31 15:00:00",1835,0,2015,212,15,6.626,4.002,11.77,-0.985,-40,-0.401,0,63.73,8.71,7.152,126.4,93.6,589.7,2.414,2.527,-0.609,-1.416,10.89,8.43,15.15,0,0,0,19
"2015-07-31 16:00:00",1836,0,2015,212,16,6.697,3.962,12.71,-0.334,-40,0.264,0,64.34,8.24,7.088,128.3,96.5,589.6,2.414,2.523,-0.092,-0.658,10.02,8.26,15.12,0,0,0,19
"2015-07-31 17:00:00",1837,0,2015,212,17,6.503,3.777,12.91,0.144,-40,0.809,0,65.03,7.674,7.392,126.8,95,589.5,2.412,2.52,0.46,-0.155,9.46,8.28,15.06,0,0,0,19
"2015-07-31 18:00:00",1838,0,2015,212,18,6.052,3.467,12.19,0.46,-40,1.156,0,64.98,7.159,7.712,129.3,96.7,589.5,2.411,2.517,0.596,0.305,8.52,8.42,14.98,0,0,0,19
"2015-07-31 19:00:00",1839,0,2015,212,19,5.327,3.064,10.49,0.547,-40,1.197,0,66.72,6.976,7.742,128.6,95.2,589.4,2.411,2.516,0.707,0.414,8.16,8.38,14.86,0,0,0,19
"2015-07-31 20:00:00",1840,0,2015,212,20,4.461,2.568,8,0.65,-40,1.312,0,67.11,6.81,7.626,127.8,95.4,589.5,2.412,2.516,0.784,0.518,8.1,8.28,14.7,0,0,0,19
"2015-07-31 21:00:00",1841,0,2015,212,21,3.513,2.031,4.95,0.656,-40,1.405,0,66.68,6.048,7.276,127.8,96.1,589.6,2.412,2.515,0.847,0.318,7.174,8.31,14.5,0,0,0,19
"2015-07-31 22:00:00",1842,0,2015,212,22,2.549,1.486,1.7,0.144,-40,0.915,0,70.43,5.601,6.999,122.5,89,589.7,2.414,2.519,0.444,-0.227,6.664,8.04,14.23,0,0,0,19
"2015-07-31 23:00:00",1843,0,2015,212,23,1.69,0.973,-1.999,-0.446,-40,0.247,0,69.38,6.61,7.66,118.6,86.9,589.8,2.416,2.523,-0.059,-0.838,7.892,8.28,14.02,0,0,0,19
"2015-08-01 00:00:00",1844,0,2015,213,0,0.896,0.52,-5.078,-1.445,-40,-0.713,0,68.48,5.443,6.839,115.7,82.5,590,2.422,2.527,-0.675,-2.074,7.409,8.1,13.89,0,0,0,19
"2015-08-01 01:00:00",1845,0,2015,213,1,0.304,0.195,-5.544,-2.451,-40,-1.824,0,67.54,5.936,7.468,114.9,82.5,590.2,2.426,2.531,-1.893,-3.035,7.468,8.32,13.76,0,0,0,19
"2015-08-01 02:00:00",1846,0,2015,213,2,0.078,0.051,-5.023,-3.21,-40,-2.632,0,66.98,5.818,7.32,112,80.3,590.3,2.429,2.534,-2.602,-3.891,7.063,8.28,13.67,0,0,0,19
"2015-08-01 03:00:00",1847,0,2015,213,3,0.026,0.017,-5.041,-4.108,-40,-3.698,0,67.56,6.512,7.506,111.7,79.36,590.4,2.433,2.538,-3.657,-4.428,8.1,8.29,13.59,0,0,0,19
"2015-08-01 04:00:00",1848,0,2015,213,4,0.02,0.012,-5.095,-4.644,-40,-4.313,0,66.76,7.543,7.101,111.1,81.8,590.3,2.436,2.542,-4.196,-5.058,8.85,8.26,13.52,0,0,0,19
"2015-08-01 05:00:00",1849,0,2015,213,5,0.037,0.024,-5.043,-4.943,-40,-4.606,0,66.61,7.873,6.926,111.4,82.8,590,2.437,2.543,-4.536,-5.204,9.29,7.742,13.46,0,0,0,19
"2015-08-01 06:00:00",1850,0,2015,213,6,0.131,0.102,-5.243,-5.01,-40,-4.596,0,64.37,7.776,7.066,112.6,84.4,590.1,2.437,2.544,-4.766,-5.293,9.79,8.31,13.4,0,0,0,19
"2015-08-01 07:00:00",1851,0,2015,213,7,0.501,0.371,-5.829,-4.772,-40,-4.27,0,62.45,7.743,7.289,113.6,85.1,590.1,2.436,2.543,-4.476,-5.112,10,8.18,13.43,0,0,0,19
"2015-08-01 08:00:00",1852,0,2015,213,8,1.234,0.812,-4.346,-4.75,-40,-4.179,0,62.45,7.535,7.198,115.8,85.3,590,2.436,2.543,-4.436,-5.201,8.94,8.28,13.55,0,0,0,19
"2015-08-01 09:00:00",1853,0,2015,213,9,2.074,1.366,-1.806,-4.194,-40,-3.584,0,61.12,7.549,7.31,116.2,86.7,590,2.434,2.54,-3.762,-4.622,9.17,8.41,13.77,0,0,0,19
"2015-08-01 10:00:00",1854,0,2015,213,10,2.991,1.939,0.832,-3.505,-40,-2.988,0,61.65,8.98,7.274,119.6,88.2,590,2.43,2.538,-2.659,-3.976,10.91,8.49,14.04,0,0,0,19
"2015-08-01 11:00:00",1855,0,2015,213,11,3.961,2.494,3.666,-2.109,-40,-1.546,0,61.86,9.18,7.339,121.3,89.3,590,2.425,2.531,-1.624,-2.705,10.9,8.51,14.29,0,0,0,19
"2015-08-01 12:00:00",1856,0,2015,213,12,4.891,3.007,6.384,-1.385,-40,-0.848,0,65.1,9.14,7.267,122.7,91.4,590,2.421,2.528,-0.816,-1.753,10.62,8.5,14.7,0,0,0,19
"2015-08-01 13:00:00",1857,0,2015,213,13,5.707,3.436,8.96,-0.407,-40,0.177,0,65.54,8.44,7.135,127.2,95.3,590.3,2.417,2.522,0.157,-0.91,10.44,8.19,15.21,0,0,0,19
"2015-08-01 14:00:00",1858,0,2015,213,14,6.273,3.697,11.4,0.362,-40,1.038,0,66.1,7.377,7.498,130.9,99.2,590.4,2.414,2.517,0.575,0.129,9.06,8.34,15.14,0,0,0,19
"2015-08-01 15:00:00",1859,0,2015,213,15,6.592,3.822,13.35,0.806,-40,1.505,0,67.25,6.833,7.557,135.3,100.7,590.4,2.414,2.515,1.03,0.489,8.81,8.35,15.13,0,0,0,19
"2015-08-01 16:00:00",1860,0,2015,213,16,6.651,3.757,14.67,1.186,-40,2.027,0,67.5,5.822,6.975,126.7,94,590,2.413,2.513,1.465,0.978,7.99,8.28,15.11,0,0,0,19
"2015-08-01 17:00:00",1861,0,2015,213,17,6.456,3.541,15.4,1.465,-40,2.288,0,67.85,6.327,7.559,125,93.4,589.8,2.413,2.512,1.717,1.288,7.762,8.3,15.05,0,0,0,19
"2015-08-01 18:00:00",1862,0,2015,213,18,5.985,3.191,15.08,1.651,-40,2.53,0,69.26,5.105,6.311,136.3,103.4,590.1,2.414,2.515,1.862,1.479,6.194,7.311,14.96,0,0,0,19
"2015-08-01 19:00:00",1863,0,2015,213,19,5.253,2.775,13.63,1.734,-40,2.775,0,69.57,4.721,6.146,128.1,95.8,590.2,2.415,2.514,1.925,1.566,6.083,7.298,14.84,0,0,0,19
"2015-08-01 20:00:00",1864,0,2015,213,20,4.404,2.312,10.96,1.97,-40,3.035,0,68.74,4.505,5.976,131.1,96.9,590.2,2.415,2.517,2.129,1.768,5.174,6.749,14.69,0,0,0,19
"2015-08-01 21:00:00",1865,0,2015,213,21,3.51,1.84,7.62,1.805,-40,2.801,0,70.67,4.329,5.707,124.4,90.5,590.1,2.417,2.52,2.001,1.604,5.299,6.716,14.5,0,0,0,19
"2015-08-01 22:00:00",1866,0,2015,213,22,1.06,0.568,-1.054,1.168,-40,1.969,0,74.4,3.798,5.213,125.4,89.8,590,2.42,2.522,1.742,0.587,4.978,6.638,14.06,0,0,0,19
"2015-08-01 23:00:00",1867,0,2015,213,23,1.582,0.836,-0.015,0.945,-40,1.93,0,73.24,3.383,4.474,121.2,89.2,590.2,2.422,2.523,1.53,0.248,4.867,5.586,14.01,0,0,0,19
"2015-08-02 00:00:00",1868,0,2015,214,0,0.964,0.524,-3.537,0.632,-40,1.577,0,72.9,4.065,5.39,124.3,92.5,590.3,2.424,2.524,1.063,0.17,5.305,6.965,13.85,0,0,0,19
"2015-08-02 01:00:00",1869,0,2015,214,1,0.28,0.168,-5.015,-0.219,-40,0.632,0,72.67,4.667,6.179,137,100.4,590.3,2.428,2.528,0.511,-0.876,5.488,7.004,13.74,0,0,0,19
"2015-08-02 02:00:00",1870,0,2015,214,2,0.062,0.037,-4.636,-1.078,-40,-0.487,0,73.45,4.894,6.437,118.1,86.4,590.6,2.431,2.532,-0.787,-1.429,6.154,7.827,13.65,0,0,0,19
"2015-08-02 03:00:00",1871,0,2015,214,3,0.029,0.017,-4.484,-1.415,-40,-0.935,0,70.71,5.367,6.9,119.2,87.9,590.7,2.433,2.534,-1.127,-1.766,6.331,7.964,13.57,0,0,0,19
"2015-08-02 04:00:00",1872,0,2015,214,4,0.034,0.018,-4.016,-1.68,-40,-1.278,0,68.57,5.977,7.428,114,83.3,590.9,2.434,2.535,-1.47,-1.88,7.559,8.17,13.51,0,0,0,19
"2015-08-02 05:00:00",1873,0,2015,214,5,0.056,0.034,-3.559,-1.966,-40,-1.587,0,66.81,5.785,7.131,124.8,92.8,590.9,2.435,2.535,-1.65,-2.294,7.631,8.28,13.45,0,0,0,19
"2015-08-02 06:00:00",1874,0,2015,214,6,0.119,0.08,-4.233,-2.396,-40,-2.01,0,67.26,6.523,7.453,119.8,89.3,590.9,2.437,2.538,-2.014,-2.707,8.58,8.27,13.39,0,0,0,19
"2015-08-02 07:00:00",1875,0,2015,214,7,0.371,0.232,-4.159,-2.622,-40,-2.149,0,66.31,7.33,7.2,116.4,85.3,591,2.438,2.54,-2.36,-2.898,9.38,8.23,13.42,0,0,0,19
"2015-08-02 08:00:00",1876,0,2015,214,8,1.502,0.893,-1.386,-2.464,-40,-1.906,0,64.98,6.457,7.557,117.8,87.8,591.4,2.437,2.538,-2.218,-2.718,8.1,8.4,13.61,0,0,0,19
"2015-08-02 09:00:00",1877,0,2015,214,9,1.249,0.736,-0.629,-2.223,-40,-1.762,0,65.5,6.669,7.691,120.2,90,591.5,2.436,2.537,-1.996,-2.434,8.27,8.3,13.74,0,0,0,19
"2015-08-02 10:00:00",1878,0,2015,214,10,2.896,1.703,3.853,-1.6,-40,-1.056,0,64.6,6.67,7.738,121.2,91.3,591.7,2.434,2.535,-1.217,-2.215,8.24,8.3,14.06,0,0,0,19
"2015-08-02 11:00:00",1879,0,2015,214,11,3.626,2.087,6.112,-0.873,-40,-0.312,0,64.66,6.439,7.607,124.1,93.6,592,2.43,2.531,-0.374,-1.347,7.762,8.3,14.35,0,0,0,19
"2015-08-02 12:00:00",1880,0,2015,214,12,4.436,2.494,8.76,-0.124,-40,0.479,0,64.3,5.887,7.058,125,92.6,592.1,2.428,2.527,0.209,-0.4,6.919,8.13,14.66,0,0,0,19
"2015-08-02 13:00:00",1881,0,2015,214,13,4.925,2.716,11.03,0.329,-40,1.025,0,65.9,5.043,6.107,125.5,91.4,592.3,2.425,2.525,0.733,0.066,6.559,7.847,15.11,0,0,0,19
"2015-08-02 14:00:00",1882,0,2015,214,14,5.183,2.809,12.36,0.771,-40,1.597,0,65.52,4.612,5.614,126.4,92.3,592.4,2.424,2.523,1.064,0.542,5.913,6.873,15.22,0,0,0,19
"2015-08-02 15:00:00",1883,0,2015,214,15,5.902,3.154,14.9,1.176,-40,2.082,0,66.78,4.155,5.006,135,101.5,592.5,2.425,2.521,1.336,0.95,5.351,6.501,15,0,0,0,19
"2015-08-02 16:00:00",1884,0,2015,214,16,6.784,3.529,18.72,1.368,-40,2.292,0,67.09,4.481,5.555,132.4,99.6,592.4,2.425,2.52,1.503,1.193,5.455,6.684,15.11,0,0,0,19
"2015-08-02 17:00:00",1885,0,2015,214,17,6.365,3.215,18.26,1.449,-40,2.474,0,68.06,3.697,4.68,133.7,100.1,592.4,2.426,2.521,1.653,1.337,5.168,5.808,14.97,0,0,0,19
"2015-08-02 18:00:00",1886,0,2015,214,18,5.499,2.733,15.95,1.45,-40,2.484,0,69.79,3.028,4.098,133,98.2,592.6,2.428,2.524,1.527,1.35,3.874,4.828,14.88,0,0,0,19
"2015-08-02 19:00:00",1887,0,2015,214,19,3.793,1.898,10.83,1.303,-40,2.207,0,71.44,3.11,4.219,131,98.5,592.6,2.431,2.524,1.501,1.117,4.064,5.024,14.67,0,0,0,19
"2015-08-02 20:00:00",1888,0,2015,214,20,2.907,1.466,6.961,1.134,-40,2.061,0,73.13,2.303,3.133,143.9,106.4,592.8,2.433,2.525,1.455,0.698,3.025,4.077,14.39,0,0,0,19
"2015-08-02 21:00:00",1889,0,2015,214,21,2.541,1.292,6.674,0.99,-40,1.837,0,73.33,2.054,2.654,142,107.3,592.7,2.434,2.526,1.313,0.65,2.744,3.489,14.49,0,0,0,19
"2015-08-02 22:00:00",1890,0,2015,214,22,2.659,1.35,5.376,1.184,-40,2.485,0,70.16,1.993,2.665,126.4,94.3,592.7,2.433,2.526,1.521,0.391,2.659,3.43,14.23,0,0,0,19
"2015-08-02 23:00:00",1891,0,2015,214,23,1.131,0.581,-1.301,0.242,-40,1.492,0,73.09,2.008,3.287,130.2,93.5,592.7,2.438,2.532,0.599,-0.064,2.862,4.403,13.99,0,0,0,19
"2015-08-03 00:00:00",1892,0,2015,215,0,0.651,0.339,-2.461,-0.512,-40,0.625,0,74.11,1.9,3.1,119.4,87,592.6,2.441,2.535,0.32,-1.025,3.116,4.515,13.87,0,0,0,19
"2015-08-03 01:00:00",1893,0,2015,215,1,0.169,0.093,-3.162,-1.319,-40,-0.397,0,77.72,1.779,3.035,114.8,80.3,592.7,2.444,2.538,-0.844,-1.9,2.816,3.698,13.74,0,0,0,19
"2015-08-03 02:00:00",1894,0,2015,215,2,0.056,0.031,-3.261,-1.696,-40,-0.322,0,77.51,1.813,3.524,118.5,83.7,592.6,1.697,2.541,-1.389,-1.871,2.3,3.966,13.64,0,0,0,19
"2015-08-03 03:00:00",1895,0,2015,215,3,0.011,0.006,-3.265,-1.663,-40,-0.671,0,78.43,1.708,2.976,115.4,81.3,592.4,0.478,2.541,-1.204,-2.138,2.359,3.665,13.57,0,0,0,19
"2015-08-03 04:00:00",1896,0,2015,215,4,0.007,0.003,-2.33,-1.832,-40,-1.03,0,78.32,1.881,3.08,111.9,78.28,592.2,0.397,2.54,-1.469,-2.209,2.711,3.868,13.51,0,0,0,19
"2015-08-03 05:00:00",1897,0,2015,215,5,0.013,0.008,-2.486,-1.835,-40,-1.118,0,77.61,1.698,2.91,122.1,83.9,591.9,0.504,2.54,-1.385,-2.291,2.345,3.763,13.45,0,0,0,19
"2015-08-03 06:00:00",1898,0,2015,215,6,0.055,0.035,-0.695,-1.417,-40,-1.088,0,76.87,3.366,4.517,119.6,86.7,591.9,0.572,2.536,-0.779,-1.995,4.704,5.86,13.39,0,0,0,19
"2015-08-03 07:00:00",1899,0,2015,215,7,0.146,0.09,-0.454,-0.873,-40,-0.572,0,75.49,4.499,5.583,127,93.5,591.9,0.792,2.534,-0.689,-1.163,5.723,6.775,13.34,0,0,0,19
"2015-08-03 08:00:00",1900,0,2015,215,8,0.47,0.254,1.212,-1.029,-40,-0.836,0,75.95,5.017,6.11,125,91.5,592,1.763,2.535,-0.767,-1.226,6.527,7.722,13.39,0,0,0,19
"2015-08-03 09:00:00",1901,0,2015,215,9,1.326,0.719,3.414,-0.736,-40,-0.452,0,74.01,5.333,6.257,127.9,93,592,2.451,2.534,-0.397,-0.993,8.13,8.08,13.61,0,0,0,19
"2015-08-03 10:00:00",1902,0,2015,215,10,2.338,1.319,4.798,-0.776,-40,-0.387,0,73.8,5.432,6.476,125.3,92.4,592,2.443,2.535,-0.552,-0.936,6.893,8.04,13.97,0,0,0,19
"2015-08-03 11:00:00",1903,0,2015,215,11,2.641,1.409,7.998,-0.544,-40,-0.215,0,74.06,5.603,6.609,127.2,95.5,592,2.444,2.534,-0.37,-0.718,6.867,7.722,14.25,0,0,0,19
"2015-08-03 12:00:00",1904,0,2015,215,12,2.61,1.371,8.32,-0.2,-40,0.114,0,73.82,5.482,6.444,130.7,98.2,592.1,2.443,2.532,-0.06,-0.399,6.723,7.768,14.45,0,0,0,19
"2015-08-03 13:00:00",1905,0,2015,215,13,3.714,1.944,11.95,0.11,-40,0.571,0,73.29,5.121,6.011,127.7,94.5,592.1,2.442,2.531,0.34,-0.094,6.207,7.232,14.63,0,0,0,19
"2015-08-03 14:00:00",1906,0,2015,215,14,4.023,2.075,13.12,0.437,-40,0.964,0,73.57,4.739,5.635,132.1,99,591.9,2.44,2.529,0.606,0.269,5.867,7.481,14.7,0,0,0,19
"2015-08-03 15:00:00",1907,0,2015,215,15,3.724,1.903,12.37,0.596,-40,1.134,0,74.27,4.257,5.08,133.6,99.4,592.1,2.439,2.528,0.719,0.515,5.475,6.226,14.61,0,0,0,19
"2015-08-03 16:00:00",1908,0,2015,215,16,4.124,2.081,13.82,0.737,-40,1.376,0,74.98,3.582,4.355,134.4,100.3,591.9,2.439,2.528,0.838,0.634,4.854,5.468,14.68,0,0,0,19
"2015-08-03 17:00:00",1909,0,2015,215,17,3.796,1.896,13.03,0.837,-40,1.483,0,75.77,2.9,3.569,139.9,105.8,591.8,2.439,2.531,0.925,0.756,3.587,4.286,14.57,0,0,0,19
"2015-08-03 18:00:00",1910,0,2015,215,18,3.899,1.93,13.41,0.977,-40,1.626,0,75.65,2.725,3.396,145,109.9,591.6,2.439,2.531,1.119,0.84,3.587,4.43,14.72,0,0,0,19
"2015-08-03 19:00:00",1911,0,2015,215,19,4.426,2.157,14.53,1.409,-40,2.132,0,72.28,2.243,2.636,161.1,124,591.5,2.438,2.544,1.73,1.031,3.443,3.809,14.79,0,0,0,19
"2015-08-03 20:00:00",1912,0,2015,215,20,4.148,1.992,13.64,1.531,-40,2.261,0,71.35,1.751,2.244,170.3,136,591.6,2.438,2.551,1.816,1.372,2.45,2.783,14.82,0,0,0,19
"2015-08-03 21:00:00",1913,0,2015,215,21,2.061,1.002,5.81,1.198,-40,2.235,0,72.13,0.783,0.971,153.2,143.3,591.7,2.44,2.552,1.776,0.588,1.64,2.189,14.27,0,0,0,19
"2015-08-03 22:00:00",1914,0,2015,215,22,1.577,0.771,5.44,0.783,-40,1.853,0,73.65,0.636,0.781,54.93,80.6,591.7,2.442,2.56,1.057,0.572,1.039,1.124,14.17,0,0,0,19
"2015-08-03 23:00:00",1915,0,2015,215,23,0.915,0.448,2.849,0.7,-40,1.388,0,75.66,0.657,1.053,34.99,27.06,591.4,2.442,2.567,1.025,0.34,0.941,1.607,13.99,0,0,0,19
"2015-08-04 00:00:00",1916,0,2015,216,0,0.319,0.159,0.683,0.253,-40,0.897,0,78.36,0.695,1.561,54.71,35.02,591.3,2.442,2.569,0.376,0.14,1.111,2.032,13.84,0,0,0,19
"2015-08-04 01:00:00",1917,0,2015,216,1,0.102,0.052,-0.013,0.2,-40,0.714,0,80.2,0.621,1.166,54.55,50.01,591.1,2.331,2.57,0.289,0.121,0.967,1.542,13.73,0,0,0,19
"2015-08-04 02:00:00",1918,0,2015,216,2,0.03,0.016,-0.282,0.021,-40,0.322,0,83.2,1.188,1.545,170.6,333,591,0.353,2.569,0.326,-0.287,1.816,2.391,13.64,0,0,0,19
"2015-08-04 03:00:00",1919,0,2015,216,3,0.009,0.005,-0.36,-0.399,-40,-0.297,0,87.3,1.618,2.173,32.53,198.4,590.8,2.049,2.564,-0.273,-0.483,2.313,2.803,13.57,0,0,0,19
"2015-08-04 04:00:00",1920,0,2015,216,4,0.007,0.003,-0.345,-0.343,-40,-0.177,0,85.9,1.361,1.898,56.35,26.88,590.6,2.461,2.563,-0.101,-0.405,1.823,2.43,13.51,0,0,0,19
"2015-08-04 05:00:00",1921,0,2015,216,5,0.012,0.007,-0.309,-0.508,-40,-0.228,0,82.8,1.243,1.761,128.2,96.2,590.4,2.461,2.566,-0.348,-0.575,1.816,2.417,13.45,0,0,0,19
"2015-08-04 06:00:00",1922,0,2015,216,6,0.044,0.025,-0.137,-0.545,-40,-0.31,0,83.9,1.244,1.757,117.9,91,590.4,2.46,2.564,-0.442,-0.644,2.215,2.77,13.4,0,0,0,19
"2015-08-04 07:00:00",1923,0,2015,216,7,0.171,0.092,0.389,-0.608,-40,-0.471,0,85,1.44,1.805,154.7,121.1,590.5,2.459,2.565,-0.523,-0.681,2.332,2.842,13.36,0,0,0,19
"2015-08-04 08:00:00",1924,0,2015,216,8,0.367,0.2,1.152,-0.608,-40,-0.423,0,86.2,1.255,1.486,142.5,110.3,590.6,2.457,2.565,-0.566,-0.658,1.908,2.091,13.37,0,0,0,19
"2015-08-04 09:00:00",1925,0,2015,216,9,1.005,0.548,3.165,-0.472,-40,-0.128,0,84.4,1.543,1.834,120.3,88.1,590.4,1.15,2.564,-0.397,-0.612,2.391,2.607,13.53,0,0,0,19
"2015-08-04 10:00:00",1926,0,2015,216,10,1.147,0.623,3.782,-0.322,-40,0.054,0,84.3,1.125,1.347,101.8,70.9,590.4,1.352,2.563,0.031,-0.502,2.045,2.234,13.76,0,0,0,19
"2015-08-04 11:00:00",1927,0,2015,216,11,3.482,1.885,10.29,0.144,-40,0.809,0,82.3,1.694,1.981,77.41,46.15,590.3,2.042,2.56,0.652,-0.221,2.6,2.868,14.22,0,0,0,19
"2015-08-04 12:00:00",1928,0,2015,216,12,2.868,1.48,9.6,0.519,-40,1.469,0,80.6,0.934,1.222,94.6,65.32,590.4,2.447,2.56,0.806,0.344,1.209,1.503,14.46,0,0,0,19
"2015-08-04 13:00:00",1929,0,2015,216,13,4.159,2.114,13.16,0.906,-40,2.185,0,77.89,1.121,1.441,104.7,74.29,590.3,2.447,2.56,1.501,0.6,1.934,2.372,14.94,0,0,0,19
"2015-08-04 14:00:00",1930,0,2015,216,14,6.003,2.959,19.92,1.406,-40,3.32,0,73.86,0.96,1.227,99.4,72.82,590.4,2.111,2.569,2.088,0.843,1.627,2.091,14.8,0,0,0,19
"2015-08-04 15:00:00",1931,0,2015,216,15,4.823,2.279,17.91,0.837,-40,1.944,0,79.37,0.928,1.226,71.6,42.16,590.3,2.449,2.572,1.464,0.543,1.307,1.588,14.78,0,0,0,19
"2015-08-04 16:00:00",1932,0,2015,216,16,5.495,2.512,21.07,1.148,-40,2.446,0,76.63,0.889,1.3,33.89,12.31,590.1,2.447,2.583,1.706,0.748,1.503,1.895,14.93,0,0,0,19
"2015-08-04 17:00:00",1933,0,2015,216,17,5.604,2.502,20.95,1.122,-40,2.146,0,78.53,1.225,1.755,24.56,118.7,589.9,2.449,2.591,1.708,0.839,1.699,2.234,14.84,0,0,0,19
"2015-08-04 18:00:00",1934,0,2015,216,18,4.669,2.066,18.37,1.085,-40,2.25,0,77.65,1.074,1.496,142.3,177.5,589.9,2.449,2.59,1.72,0.763,1.483,1.901,14.71,0,0,0,19
"2015-08-04 19:00:00",1935,0,2015,216,19,4.794,2.121,18.37,1.152,-40,2.274,0,77.39,1.152,1.656,166.2,322.9,589.9,2.45,2.599,1.637,0.808,1.588,2.163,14.93,0,0,0,19
"2015-08-04 20:00:00",1936,0,2015,216,20,4.519,2.024,16.01,1.216,-40,2.474,0,77.25,1.037,1.593,294.5,326.9,589.9,2.451,2.599,2.108,0.781,1.385,2.143,14.55,0,0,0,19
"2015-08-04 21:00:00",1937,0,2015,216,21,3.278,1.478,10.56,0.873,-40,1.733,0,81.1,1.244,1.765,224.1,311.6,589.8,2.453,2.6,1.468,0.585,1.771,2.332,14.52,0,0,0,19
"2015-08-04 22:00:00",1938,0,2015,216,22,2.506,1.171,4.79,1.348,-40,2.101,0,79.08,0.834,1.217,48.4,255.9,589.8,2.454,2.604,1.672,0.635,1.117,1.496,14.24,0,0,0,19
"2015-08-04 23:00:00",1939,0,2015,216,23,1.207,0.563,3.248,0.049,-40,0.57,0,86.3,1.643,2.04,154.6,300.3,589.7,2.455,2.604,1.094,-0.432,2.483,2.816,13.99,0,0,0,19
"2015-08-05 00:00:00",1940,0,2015,217,0,0.353,0.163,1.264,-0.12,-40,0.223,0,86.1,1.145,1.377,72.52,82.9,589.6,0.879,2.603,0.702,-0.456,2.293,2.633,13.82,0,0,0,19
"2015-08-05 01:00:00",1941,0,2015,217,1,0.11,0.052,-0.174,0.574,-40,0.943,0,76.86,0.773,0.972,197.9,156.2,589.5,1.605,2.6,0.868,0.214,1.973,2.535,13.7,0,0,0,19
"2015-08-05 02:00:00",1942,0,2015,217,2,0.041,0.02,-1.266,-0.227,-40,0.285,0,84.4,1.255,1.928,98.6,237.8,589.4,1.44,2.604,0.298,-0.512,1.79,2.77,13.61,0,0,0,19
"2015-08-05 03:00:00",1943,0,2015,217,3,0.009,0.004,-1.167,0.043,-40,0.365,0,85.7,1.312,1.75,70.61,344,589.1,2.089,2.602,0.163,-0.141,1.679,2.359,13.53,0,0,0,19
"2015-08-05 04:00:00",1944,0,2015,217,4,0.007,0.003,-1.176,-0.205,-40,0.016,0,87.6,1.328,1.84,45.98,121.8,588.8,2.956,2.603,-0.058,-0.411,2.097,2.731,13.47,0,0,0,19
"2015-08-05 05:00:00",1945,0,2015,217,5,0.009,0.004,-0.657,-0.06,-40,0.101,0,85,1.63,1.978,74.16,133.4,588.6,2.745,2.602,0.589,-0.747,2.862,3.593,13.41,0,0,0,19
"2015-08-05 06:00:00",1946,0,2015,217,6,0.037,0.018,-0.64,0.081,-40,0.29,0,83.4,1.542,1.962,54.43,170.3,588.4,2.467,2.602,0.389,-0.13,3.6,4.279,13.36,0,0,0,19
"2015-08-05 07:00:00",1947,0,2015,217,7,0.14,0.068,-0.318,0.054,-40,0.332,0,82.6,1.067,1.474,80.4,46.4,588.4,2.112,2.603,0.231,-0.182,1.738,2.385,13.31,0,0,0,19
"2015-08-05 08:00:00",1948,0,2015,217,8,0.4,0.192,1.013,-0.109,-40,0.317,0,83.7,0.907,1.402,89.7,62.75,588.3,2.461,2.603,0.122,-0.411,1.535,2.221,13.33,0,0,0,19
"2015-08-05 09:00:00",1949,0,2015,217,9,0.865,0.417,2.743,-0.269,-40,0.186,0,85.4,0.709,0.993,137.6,99.6,588.3,0.623,2.604,0.2,-0.683,1.666,2.012,13.45,0,0,0,19
"2015-08-05 10:00:00",1950,0,2015,217,10,1.61,0.775,5.724,-0.008,-40,0.618,0,83.5,0.928,1.259,94.5,66.99,587.9,2.17,2.602,0.399,-0.394,1.568,1.862,13.71,0,0,0,19
