"TOA5","0","CR1000","59715","CR1000.Std.26","CPU:GOES Swiss Camp 10 m tower and Radar final.CR1","60033","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_air_Avg","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","tc_air_Max","tc_air_Min","U_Max(1)","U_Max(2)","Battery","val(1)","val(2)","val(3)","val(4)"
"2015-05-13 13:00:00",19,0,2015,133,13,6.08,4.834,-4.533,-9.38,-40,-8.71,0,64.07,9.79,8.07,121.9,96.3,571.7,1.417,1.391,-8.87,-9.91,11.57,9.78,15.43,0,0,0,19
"2015-05-13 14:00:00",20,0,2015,133,14,6.554,5.191,-4.582,-8.69,-40,-7.981,0,63.32,9.6,7.908,122.2,96,572,1.414,1.391,-8.52,-8.91,11.43,9.97,15.39,0,0,0,19
"2015-05-13 15:00:00",21,0,2015,133,15,7.038,5.538,-3.448,-7.765,-40,-7.064,0,62,9.3,7.74,130.2,98.8,572,1.411,1.389,-7.133,-8.53,12.29,11.15,15.39,0,0,0,19
"2015-05-13 16:00:00",22,0,2015,133,16,6.257,4.869,-2.382,-6.946,-40,-6.189,0,62.87,8.41,7.551,128.3,96.5,571.7,1.41,1.386,-6.735,-7.242,11.15,9.74,15.14,0,0,0,19
"2015-05-13 17:00:00",23,0,2015,133,17,6.499,4.992,-0.437,-6.104,-40,-5.319,0,62.53,8.33,7.362,129.7,96.5,571.6,1.409,1.384,-5.6,-6.8,11.03,9.34,15.19,0,0,0,19
"2015-05-13 18:00:00",24,0,2015,133,18,5.945,4.541,0.111,-5.407,-40,-4.664,0,61.92,8.38,7.16,136.9,104.7,571.3,1.409,1.381,-5.003,-5.685,10.04,8.24,15.26,0,0,0,19
"2015-05-13 19:00:00",25,0,2015,133,19,4.054,3.142,-0.75,-5.62,-40,-4.917,0,64.07,7.908,7.077,130.2,97.6,571.1,1.409,1.383,-5.172,-6.117,9.81,8.38,14.88,0,0,0,19
"2015-05-13 20:00:00",26,0,2015,133,20,4.5,3.371,-0.098,-5.378,-40,-4.42,0,61.08,5.522,7.015,115,84.1,571,1.405,1.363,-5.145,-5.945,7.095,8.43,14.96,0,128,0,37
"2015-05-13 21:00:00",27,0,2015,133,21,3.567,2.64,-1.041,-5.649,-40,-4.682,0,60.92,6.723,7.541,120.1,89.4,570.2,1.406,1.365,-5.335,-5.924,8.07,8.43,14.72,0,0,0,19
"2015-05-13 22:00:00",28,0,2015,133,22,2.514,1.827,-2.295,-6.355,-40,-5.383,0,62.92,7.143,7.046,118.6,89.7,569.8,1.408,1.37,-5.756,-7.01,8.26,8.34,14.47,0,0,0,19
"2015-05-13 23:00:00",29,0,2015,133,23,1.614,1.125,-4.372,-7.025,-40,-6.04,0,64.15,6.729,7.575,120.9,91.9,569.3,1.41,1.378,-6.533,-7.506,7.814,8.41,14.3,0,128,0,37
"2015-05-14 00:00:00",30,0,2015,134,0,0.803,0.572,-6.044,-7.86,-40,-6.954,0,64.05,7.765,7.205,123.4,93.1,568.8,1.412,1.382,-7.261,-8.36,9.52,8.4,14.17,0,0,0,19
"2015-05-14 01:00:00",31,0,2015,134,1,0.254,0.209,-5.149,-8.98,-40,-8.15,0,65.47,6.978,7.212,113.3,86.7,568.4,1.414,1.385,-8.06,-9.75,9.02,8.49,14.04,0,0,0,19
"2015-05-14 02:00:00",32,0,2015,134,2,0.081,0.067,-4.132,-9.5,-40,-8.72,0,67.25,6.846,7.41,116.6,88.3,568,1.416,1.387,-8.82,-10.3,9.22,8.55,13.95,0,0,0,19
"2015-05-14 03:00:00",33,0,2015,134,3,0.03,0.024,-3.605,-8.92,-40,-8.04,0,65.73,6.649,7.411,106.6,79.94,567.5,1.414,1.38,-8.06,-9.63,7.592,8.53,13.87,0,0,0,19
"2015-05-14 04:00:00",34,0,2015,134,4,0.028,0.022,-3.067,-7.546,-40,-6.5,0,63.94,5.886,7.524,99.4,70.05,566.8,1.41,1.373,-6.964,-8.35,7.272,8.66,13.81,0,0,0,19
"2015-05-14 05:00:00",35,0,2015,134,5,0.037,0.03,-2.056,-5.942,-40,-5.264,0,67.7,6.574,7.754,114,87.1,566,1.406,1.37,-4.046,-7.425,8.31,8.51,13.75,0,0,0,19
"2015-05-14 06:00:00",36,0,2015,134,6,0.117,0.095,-1.599,-4.859,-40,-4.258,0,66.37,9.32,8.22,118.2,87.4,565.3,1.404,1.371,-3.886,-5.281,11.52,11.11,13.7,0,0,0,19
"2015-05-14 07:00:00",37,0,2015,134,7,0.272,0.218,-1.219,-4.976,-40,-4.506,0,68.33,10.68,9.15,107.6,85.9,565.1,1.407,1.37,-4.341,-5.406,12.89,13.49,13.7,0,0,0,19
"2015-05-14 08:00:00",38,0,2015,134,8,0.56,0.448,-0.117,-4.882,-40,-4.444,0,68.39,10.71,9.23,104.5,81,565,1.414,1.367,-4.313,-5.313,13.74,16.32,13.79,0,0,0,19
"2015-05-14 09:00:00",39,0,2015,134,9,1.109,0.882,-0.015,-4.28,-40,-3.823,0,68.93,10.37,8.83,106.3,81.7,565.1,1.414,1.371,-3.907,-4.641,12.68,13.26,14.04,0,0,0,19
"2015-05-14 10:00:00",40,0,2015,134,10,1.525,1.217,0.125,-4.228,-40,-3.834,0,74.97,9.05,7.616,113.3,83.3,565.2,1.413,1.343,-3.789,-4.496,11.53,10.06,14.31,0,0,0,19
"2015-05-14 11:00:00",41,0,2015,134,11,2.505,1.989,-0.013,-3.607,-40,-3.075,0,69.97,7.761,7.012,103,73.2,564.5,1.411,1.354,-2.727,-4.173,9.36,8.24,14.74,0,0,0,19
"2015-05-14 12:00:00",42,0,2015,134,12,3.643,2.875,-0.083,-3.379,-40,-2.618,0,62.21,7.897,7.163,107.3,78.15,564,1.413,1.356,-2.983,-3.679,10.14,8.45,15.04,0,0,0,19
"2015-05-14 13:00:00",43,0,2015,134,13,6.04,4.764,-2.287,-3.211,-40,-2.306,0,60.85,9.17,7.709,116.2,87.6,563.4,1.415,1.357,-2.933,-3.491,11.94,10.75,15.34,0,128,0,37
"2015-05-14 14:00:00",44,0,2015,134,14,5.628,4.428,-1.305,-2.503,-40,-1.679,0,61.91,9.52,8.09,128.3,97.1,562.9,1.414,1.359,-1.786,-3.38,11.53,12.22,15.15,0,128,0,37
"2015-05-14 15:00:00",45,0,2015,134,15,6.687,5.231,-0.941,-2.493,-40,-1.555,0,59.33,9.8,8.3,117.1,86.1,562.2,1.417,1.36,-1.68,-2.851,12.66,12.89,15.46,0,128,0,37
"2015-05-14 16:00:00",46,0,2015,134,16,6.941,5.375,-0.716,-2.694,-40,-1.771,0,60.03,10.4,8.9,118.6,89.3,561.6,1.417,1.362,-2.399,-2.943,13.05,13.42,15.37,0,0,0,19
"2015-05-14 17:00:00",47,0,2015,134,17,6.684,5.105,0.14,-2.697,-40,-1.859,0,62.6,9.25,7.653,127,95.5,561.1,1.423,1.366,-2.419,-2.896,11.4,9.22,15.32,0,0,0,19
"2015-05-14 18:00:00",48,0,2015,134,18,6.194,4.671,0.703,-2.616,-40,-1.772,0,62.83,9.96,8.59,131.3,100.3,560.7,1.426,1.367,-2.408,-2.962,13.14,13.99,15.05,0,0,0,19
"2015-05-14 19:00:00",49,0,2015,134,19,4.003,3.049,0.107,-2.767,-40,-2.092,0,66.17,10.27,9.41,137.3,104.9,560.9,1.424,1.37,-2.295,-3.252,12.24,14.1,14.7,0,0,0,19
"2015-05-14 20:00:00",50,0,2015,134,20,3.761,2.838,-0.587,-2.861,-40,-2.202,0,66.47,8.81,7.775,145.3,113.9,561.6,1.427,1.37,-2.508,-3.315,10.65,10.5,14.9,0,128,0,37
"2015-05-14 21:00:00",51,0,2015,134,21,3.407,2.529,-1.292,-3.358,-40,-2.618,0,66.67,7.459,7.518,145.9,113.3,562.2,1.415,1.36,-2.901,-3.857,8.97,8.64,14.73,0,128,0,37
"2015-05-14 22:00:00",52,0,2015,134,22,2.553,1.863,-2.3,-4.255,-40,-3.354,0,64.16,6.34,7.701,142.6,110,562.8,1.425,1.366,-3.707,-4.892,8.02,8.43,14.47,0,0,0,19
"2015-05-14 23:00:00",53,0,2015,134,23,1.776,1.291,-2.794,-5.513,-40,-4.639,0,64.95,3.05,4.177,154.7,115.3,563.5,1.426,1.373,-4.794,-6.216,6.71,7.912,14.32,0,128,0,37
"2015-05-15 00:00:00",54,0,2015,135,0,0.635,0.476,-3.016,-6.541,-40,-5.897,0,68.05,5.062,6.681,132.1,97.6,563.8,1.428,1.376,-6.086,-7.018,6.84,8.39,14.21,0,0,64,51
"2015-05-15 01:00:00",55,0,2015,135,1,0.276,0.219,-2.287,-6.296,-40,-5.743,0,67.27,7.048,7.533,137.6,105.2,564.1,1.429,1.376,-4.855,-7.373,10.56,10.29,14.07,0,0,0,19
"2015-05-15 02:00:00",56,0,2015,135,2,0.048,0.039,-3.863,-8.41,-40,-7.858,0,71.65,7.078,7.63,142.4,109.9,564.6,1.435,1.381,-7.252,-9.63,8.57,8.55,13.97,0,0,0,19
"2015-05-15 03:00:00",57,0,2015,135,3,0.024,0.019,-3.318,-10.22,-40,-9.8,0,76,7.303,7.708,149.5,115.7,565.4,1.441,1.386,-9.54,-10.88,8.38,8.76,13.89,0,0,0,0
"2015-05-15 04:00:00",58,0,2015,135,4,0.02,0.016,-0.086,-9.82,-40,-9.69,0,76.66,7.346,7.909,145.7,113.4,566.1,1.439,1.385,-9.63,-10.04,8.98,8.62,13.82,0,0,0,0
"2015-05-15 05:00:00",59,0,2015,135,5,0.04,0.033,-0.561,-10.26,-40,-10.13,0,74.57,7.384,7.598,139.5,107.8,566.7,1.441,1.386,-9.99,-10.53,8.64,8.64,13.76,0,0,0,0
"2015-05-15 06:00:00",60,0,2015,135,6,0.126,0.1,-1.713,-10.6,-40,-10.37,0,75.19,6.923,7.779,140.2,108.3,567.2,1.442,1.387,-10.35,-10.8,8.52,8.54,13.71,0,0,0,0
"2015-05-15 07:00:00",61,0,2015,135,7,0.517,0.405,-3.208,-11.19,-40,-10.75,0,74.26,6.541,7.886,130.2,100.3,567.8,1.444,1.389,-10.7,-11.6,7.892,8.56,13.78,0,0,0,0
"2015-05-15 08:00:00",62,0,2015,135,8,1.187,0.935,-0.456,-10.68,-40,-10.37,0,73.49,6.682,7.832,123.1,92.7,568.1,1.442,1.388,-10.46,-11.03,7.82,8.6,13.99,0,0,0,0
"2015-05-15 09:00:00",63,0,2015,135,9,2.718,2.153,-2.011,-10.79,-40,-10.22,0,70.87,6.897,7.667,119.5,88.3,568.5,1.443,1.389,-10.34,-11.48,8.31,8.5,14.37,0,0,0,0
"2015-05-15 10:00:00",64,0,2015,135,10,4.04,3.179,-1.333,-11.29,-40,-10.65,0,68.66,5.789,6.836,118.8,88.5,569,1.444,1.39,-10.43,-11.7,8.35,8.45,14.74,0,0,0,0
"2015-05-15 11:00:00",65,0,2015,135,11,4.524,3.578,-3.06,-10.56,-40,-9.82,0,67.13,5.509,6.768,119.4,90.4,569.4,1.443,1.388,-10.39,-10.94,6.984,8.17,14.82,0,0,0,0
"2015-05-15 12:00:00",66,0,2015,135,12,5.265,4.151,-2.997,-9.95,-40,-9.21,0,65.73,5.915,7.242,116.6,87,569.7,1.441,1.387,-9.4,-10.68,7.33,8.47,15.05,0,0,0,0
"2015-05-15 13:00:00",67,0,2015,135,13,6.129,4.839,-4.196,-9.44,-40,-8.68,0,64.24,6.212,7.509,122.1,90.5,569.9,1.44,1.386,-8.92,-9.87,7.363,8.47,15.34,0,0,0,0
"2015-05-15 14:00:00",68,0,2015,135,14,6.687,5.271,-3.747,-8.47,-40,-7.6,0,62.88,5.272,6.171,134,102.2,570.1,1.438,1.383,-7.929,-8.99,6.494,7.402,15.38,0,0,0,0
"2015-05-15 15:00:00",69,0,2015,135,15,6.96,5.47,-2.547,-7.684,-40,-6.851,0,60.8,4.424,5.053,141.3,109.3,570.4,1.436,1.38,-7.306,-8.05,5.606,6.403,15.37,0,0,0,0
"2015-05-15 16:00:00",70,0,2015,135,16,6.96,5.416,-1.371,-7.321,-40,-6.652,0,60.8,4.316,4.866,152,119.3,570.4,1.435,1.379,-7.154,-7.501,5.253,5.717,15.34,0,0,0,0
"2015-05-15 17:00:00",71,0,2015,135,17,6.707,5.157,-0.701,-7.143,-40,-6.494,0,64.05,3.908,4.364,163.7,131.5,570.6,1.435,1.379,-6.894,-7.328,4.737,5.181,15.27,0,0,0,0
"2015-05-15 18:00:00",72,0,2015,135,18,6.183,4.714,-0.28,-7.212,-40,-6.572,0,67.17,3.207,3.602,181.7,149.1,570.9,1.435,1.38,-6.931,-7.384,4.619,5.07,15.17,0,0,0,0
"2015-05-15 19:00:00",73,0,2015,135,19,5.4,4.108,-0.939,-7.25,-40,-6.022,0,69.57,1.63,1.866,198.3,166.9,571.4,1.436,1.38,-7.002,-7.454,2.672,3.051,15.06,0,0,0,0
"2015-05-15 20:00:00",74,0,2015,135,20,4.507,3.408,-1.306,-7.558,-40,-6.488,0,71.78,1.647,2.206,203.8,172.4,571.9,1.437,1.381,-6.816,-8.14,2.515,3.45,14.91,0,0,0,19
"2015-05-15 21:00:00",75,0,2015,135,21,3.133,2.368,-1.636,-8.25,-40,-7.142,0,72.74,1.24,2.09,223.7,195.2,572.4,1.439,1.383,-7.429,-8.82,2.502,3.227,14.57,0,0,0,19
"2015-05-15 22:00:00",76,0,2015,135,22,1.65,1.303,0.28,-8.73,-40,-8.27,0,78.26,1.537,1.926,207.6,179.6,572.8,1.438,1.383,-8.25,-8.94,3.182,3.633,14.4,0,0,0,19
"2015-05-15 23:00:00",77,0,2015,135,23,0.976,0.775,-0.129,-8.53,-40,-7.872,0,77.69,0.919,1.02,125.8,95.2,573.2,1.438,1.383,-8.29,-8.68,1.45,1.568,14.27,0,0,0,19
"2015-05-16 00:00:00",78,0,2015,136,0,0.481,0.382,-0.196,-8.76,-40,-8.49,0,80.1,1.435,1.806,98,67.2,573.6,1.438,1.383,-8.53,-8.89,2.535,2.855,14.15,0,0,0,19
"2015-05-16 01:00:00",79,0,2015,136,1,0.207,0.165,-0.296,-8.91,-40,-8.64,0,80.5,1.078,1.503,114.4,89.8,574.1,1.438,1.384,-8.83,-9.01,1.535,1.914,14.02,0,0,0,19
"2015-05-16 02:00:00",80,0,2015,136,2,0.071,0.058,-0.366,-9.21,-40,-8.9,0,80.9,1.271,1.965,119.9,86.8,574.4,1.439,1.384,-8.96,-9.4,1.869,2.646,13.92,0,0,0,19
