"JD","day","hour","s_in","s_out","temp","hum","wind1","wind2","w_dir1","w_dir2","press","press","sheight1","sheight2","t_max","wind_max"
200.833333333333,200,2000,1.148,-2.451,-8.29,84.5,3.346,3.289,219.4,134.8,417.3,417.3,1.668,14.9,-3.894,4.528
200.875,200,2100,1.103,-0.831,-8.12,87.7,3.523,3.464,207.5,145.7,418.2,418.2,1.667,14.17,-4.017,4.848
200.916666666667,200,2200,0.552,-5.901,-9.27,87.5,3.975,3.959,215.7,138.3,417.1,417.1,1.67,13.63,-5.147,5.442
200.958333333333,200,2300,0.155,-5.703,-12.32,94.4,3.462,3.492,214.1,139.5,418.2,418.2,1.681,14.97,-7.45,4.332
201,201,0,0.095,-3.185,-12.88,94,3.533,3.533,204.7,147.2,420,420,1.683,13.91,-8.71,4.358
201.041666666667,201,100,0.052,-3.918,-13.27,92.8,3.754,3.779,199.4,151.8,420.1,420.1,1.683,13.56,-8.95,4.613
201.083333333333,201,200,0.049,-3.102,-13.88,91.2,3.803,3.873,192,158.1,420.4,420.4,1.686,13.47,-9.58,4.697
201.125,201,300,0.058,-1.512,-13.18,89.5,3.784,3.819,193.7,156.8,420.2,420.2,1.683,13.4,-9.09,4.58
201.166666666667,201,400,0.073,-1.28,-12.26,88.8,3.332,3.293,206.9,146.1,419.7,419.7,1.68,13.34,-8.28,4.417
201.208333333333,201,500,0.231,-0.69,-11.8,88.8,1.816,1.845,227.1,122,419.3,419.3,1.678,13.35,-7.75,3.659
201.25,201,600,0.446,-0.465,-10.61,80.3,1.71,2.343,264.6,90.6,419.1,419.1,1.675,14.57,-6.759,3.045
201.291666666667,201,700,0.792,-0.194,-10.7,89.8,3.304,3.283,223.3,131.1,418.4,418.4,1.676,14.95,-6.94,4.286
201.333333333333,201,800,1.174,0.355,-10.4,92.8,3.447,3.327,206.4,146.5,417.9,417.9,1.675,14.43,-6.806,4.377
201.375,201,900,1.648,0.413,-9.68,87.8,3.242,3.243,184.1,166.1,417.3,417.3,1.674,14.05,-6.427,3.848
201.416666666667,201,1000,2.046,0.143,-9.26,85.8,3.024,3.061,164.7,185.9,416.4,416.4,1.675,14.37,-5.987,3.548
201.458333333333,201,1100,3.193,-0.748,-8.46,79.8,3.282,3.321,147.4,203.8,416,416,1.671,13.56,-5.46,3.972
201.5,201,1200,3.884,0.273,-8.03,75,3.771,3.814,134.2,216.4,414.6,414.6,1.669,13.45,-4.489,4.554
201.541666666667,201,1300,3.62,0.778,-7.87,76.4,4.343,4.413,136.8,213.3,413.7,413.7,1.669,13.38,-3.846,5.187
201.583333333333,201,1400,3.215,0.557,-7.29,78.3,4.072,4.105,162.1,188.3,413.7,413.7,1.668,13.4,-3.52,5.103
201.625,201,1500,3.412,0.738,-5.629,72.7,2.527,2.657,222.1,131.5,413.4,413.4,1.666,13.4,-2.908,3.998
201.666666666667,201,1600,3.009,-0.873,-5.27,72.6,2.138,2.274,233.1,121.3,412.7,412.7,1.666,13.96,-2.079,3.469
201.708333333333,201,1700,2.473,-0.864,-5.859,79.5,2.631,2.665,233.1,121.5,413,413,1.666,13.6,-2.18,4.155
201.75,201,1800,2.091,0.182,-6.603,86.1,3.144,3.488,236.1,118.3,413.9,413.9,1.664,13.89,-2.457,4.652
201.791666666667,201,1900,1.286,-0.264,-7.28,91.5,2.99,4.047,242.5,111.2,414.9,414.9,1.665,13.8,-2.781,6.246
201.833333333333,201,2000,0.827,0.332,-7.76,95.8,4.322,4.804,237.3,117.9,415.9,415.9,1.667,14.44,-3.115,6.808
201.875,201,2100,0.374,0.002,-8.15,98.5,5.338,5.434,233,122.1,416.4,416.4,1.666,13.87,-3.44,6.919
201.916666666667,201,2200,0.273,-0.056,-8.24,99.2,4.618,5.287,239,115.9,417.1,417.1,1.618,14.19,-3.584,6.265
201.958333333333,201,2300,0.131,-0.208,-8.44,99.8,3.758,4.239,244,111.3,417.7,417.7,1.625,14.88,-3.776,5.978
202,202,0,0.046,-0.39,-8.69,99.9,2.125,2.4,273.7,82.4,418,418,1.631,13.66,-4.045,3.149
202.041666666667,202,100,0.031,-0.386,-9.04,99.8,1.307,1.299,285.1,68.43,418.5,418.5,1.633,13.51,-4.408,2.156
202.083333333333,202,200,0.027,-0.283,-9.3,99.7,0.216,0.29,287.4,231,418.5,418.5,1.627,13.43,-4.698,0.967
202.125,202,300,0.036,-0.482,-9.65,99.4,1.492,1.585,90.9,258.2,418.7,418.7,1.646,13.37,-5.054,1.973
202.166666666667,202,400,0.059,-0.34,-9.57,99.4,1.459,1.557,122.2,227.2,419,419,1.641,13.32,-5.002,1.771
202.208333333333,202,500,0.158,-0.255,-9.09,99.2,1.861,1.947,156.3,193.2,419,419,1.634,13.3,-4.7,2.443
202.25,202,600,0.335,-0.336,-8.37,98.9,2.092,2.139,172.6,177.1,419,419,1.653,13.43,-4.154,3.018
202.291666666667,202,700,0.652,-0.487,-7.85,98.2,2.638,2.61,195.6,155.3,418.6,418.6,1.627,14.72,-3.789,3.26
202.333333333333,202,800,1.085,-0.237,-7.45,97,3.043,2.98,220.5,132.9,418.2,418.2,1.615,14.63,-3.554,3.894
202.375,202,900,1.556,0.063,-6.859,95,2.724,2.668,227.4,127.1,417.9,417.9,1.63,14.38,-3.22,3.482
202.416666666667,202,1000,1.986,0.132,-6.284,92.7,2.788,2.698,211.9,140.7,417.4,417.4,1.618,14.14,-2.789,3.822
202.458333333333,202,1100,2.477,-0.326,-5.431,88.1,2.472,2.461,192.1,158.4,417,417,1.604,13.54,-2.391,3.43
202.5,202,1200,2.666,-0.926,-5.084,86,2.433,2.467,177,173.6,416.4,416.4,1.609,13.46,-1.967,3.136
202.541666666667,202,1300,2.951,-1.053,-4.811,85.2,2.934,2.994,165.9,184.4,416.1,416.1,1.607,13.55,-1.438,5.403
202.583333333333,202,1400,3.332,-0.509,-5.041,87.5,4.218,4.182,205.7,146.7,415.8,415.8,1.601,13.47,-1.293,5.285
202.625,202,1500,2.893,-0.565,-4.779,86.3,2.288,3.663,250.7,106.4,416.5,416.5,1.611,13.5,-0.84,5.566
202.666666666667,202,1600,2.574,-0.175,-5.92,90.2,3.566,5.254,266.2,92.3,417.4,417.4,1.608,13.75,-1.517,5.383
202.708333333333,202,1700,2.186,-0.168,-6.191,90.8,3.239,4.587,267.5,91.2,418.4,418.4,1.609,13.76,-1.992,5.122
202.75,202,1800,1.92,0.026,-6.422,89.3,3.018,3.646,270.2,87.2,418.9,418.9,1.605,14.08,-2.385,4.09
202.791666666667,202,1900,1.313,-0.157,-6.61,91.6,2.218,2.857,267.7,89.7,419.5,419.5,1.608,13.74,-2.349,3.521
202.833333333333,202,2000,0.93,-0.261,-6.786,93.7,2.027,2.357,240.6,114.5,420.2,420.2,1.61,14.79,-2.478,3.881
202.875,202,2100,0.878,-0.19,-7.42,97.1,2.782,3.393,269.1,88.2,420.8,420.8,1.606,14.83,-2.924,4.613
202.916666666667,202,2200,0.222,-0.236,-8.02,99.9,1.793,2.823,260.7,95.8,421.6,421.6,1.608,14.13,-3.229,4.678
202.958333333333,202,2300,0.115,-0.275,-7.97,100.3,1.591,2.945,252.2,103.7,422.6,422.6,1.608,14.73,-3.262,3.711
203,203,0,0.045,-0.273,-8.06,100.4,1.132,2.965,253.1,102.3,423,423,1.606,13.64,-3.361,2.293
203.041666666667,203,100,0.03,-0.256,-8.24,100.5,2.125,2.847,241.3,114.5,423.3,423.3,1.602,13.5,-3.561,3.913
203.083333333333,203,200,0.027,-0.342,-8.41,100.4,2.571,2.465,208.7,144.3,423.6,423.6,1.602,13.43,-3.743,3.254
203.125,203,300,0.034,-0.398,-8.4,100.3,1.809,1.788,184.2,166.1,423.8,423.8,1.602,13.37,-3.744,2.666
203.166666666667,203,400,0.059,-0.371,-8.58,100.2,2.434,2.453,161.7,188.4,424.1,424.1,1.603,13.32,-3.949,3.593
203.208333333333,203,500,0.171,-0.616,-9.2,98.8,2.568,2.657,138.3,212.2,424.5,424.5,1.606,13.32,-4.603,3.123
203.25,203,600,0.399,-0.541,-9.82,96.6,2.702,2.841,143.3,206.6,425,425,1.609,13.57,-5.345,3.365
203.291666666667,203,700,0.727,-0.159,-9.25,95,2.666,2.778,159.7,190.4,425.5,425.5,1.608,14.09,-5.157,3.332
203.333333333333,203,800,1.065,-0.126,-8.32,93.4,3.022,3.114,151.5,198.2,425.1,425.1,1.605,14.35,-4.398,3.541
203.375,203,900,1.604,-0.047,-7.29,89.4,2.636,2.715,155.6,194.6,424.7,424.7,1.604,13.75,-3.703,3.299
203.416666666667,203,1000,2.093,-0.231,-6.181,85.1,2.467,2.51,152.3,198.1,424,424,1.602,13.59,-2.894,3.502
203.458333333333,203,1100,2.458,0.042,-6.075,84.1,3.732,3.82,156.4,194.3,423.6,423.6,1.601,13.51,-2.263,4.678
203.5,203,1200,2.906,0.424,-5.519,83.3,3.685,3.754,169.5,180.7,423.4,423.4,1.601,13.62,-1.97,4.586
203.541666666667,203,1300,3.564,-0.076,-4.39,78.1,3.226,3.255,180.4,169.8,423,423,1.606,13.44,-1.289,3.907
203.583333333333,203,1400,3.482,-2.413,-3.9,76.6,2.661,2.68,186.4,163.6,421.8,421.8,1.611,13.37,-0.258,3.887
203.625,203,1500,3.382,-3.194,-3.734,76.6,2.476,2.39,212.3,141.2,421.4,421.4,1.614,13.31,0.092,3.299
203.666666666667,203,1600,2.615,0.084,-4.084,75.9,2.481,2.424,201.7,150.5,421.8,421.8,1.617,13.28,-0.122,3.469
203.708333333333,203,1700,2.217,-2.004,-4.003,75.4,1.996,2.052,170.6,178.5,422.8,422.8,1.619,13.41,-0.282,2.92
203.75,203,1800,2.01,-4.039,-3.429,74.8,1.098,1.156,117.7,227.7,423.1,423.1,1.621,13.43,-0.506,1.398
203.791666666667,203,1900,1.343,-4.118,-5.105,82.8,1.474,1.56,71.9,275,423.2,423.2,1.625,13.53,-0.57,1.953
203.833333333333,203,2000,1.739,-3.332,-5.379,83.1,1.839,1.948,103,243.5,425.2,425.2,1.626,14.25,-1.428,2.842
203.875,203,2100,1.283,-3.432,-5.288,86.6,2.789,2.944,156.3,193.2,424.7,424.7,1.624,13.51,-1.285,3.809
203.916666666667,203,2200,0.68,-4.317,-6.839,90.8,2.111,2.342,123,225.3,425.8,425.8,1.629,14.69,-2.319,2.764
203.958333333333,203,2300,0.238,-5.013,-8.59,90.2,2.662,2.872,127.5,222,427.1,427.1,1.635,14.3,-3.86,3.286
204,204,0,0.064,-3.171,-9.06,90.2,3.706,3.904,133,216.7,429.1,429.1,1.635,13.68,-4.254,4.247
204.041666666667,204,100,0.036,-3.017,-9.6,87.5,4.587,4.776,131.1,218.7,429.8,429.8,1.636,13.49,-4.876,5.449
204.083333333333,204,200,0.027,-4.146,-10.71,86.1,5.668,5.897,130.6,219.3,430.2,430.2,1.64,13.41,-6.129,7.03
204.125,204,300,0.037,-5.264,-12.12,87.2,6.407,6.658,129.7,220.1,431.2,431.2,1.647,13.34,-7.47,7.51
204.166666666667,204,400,0.083,-5.392,-11.62,87.6,6.737,7.01,130.5,220.2,431.8,431.8,1.651,13.3,-7.47,7.6
204.208333333333,204,500,0.388,-2.153,-10.43,85.1,7.22,7.47,134.7,216.1,431.7,431.7,1.648,13.34,-6.794,8.18
204.25,204,600,0.962,0.817,-10.64,84,8.01,8.3,134.5,216.9,430.9,430.9,1.649,14.83,-7.01,9.66
204.291666666667,204,700,1.694,3.251,-11.06,82.9,8.73,9.03,134.6,215.4,431.2,431.2,1.652,14.58,-7.33,10.37
204.333333333333,204,800,2.295,3.752,-10.18,81.5,8.35,8.63,136.6,214.4,431.4,431.4,1.648,14.8,-6.56,9.6
204.375,204,900,2.222,0.916,-9.96,80.6,8.23,8.5,139.1,211,430.7,430.7,1.648,13.59,-6.087,9.75
204.416666666667,204,1000,2.583,0.979,-9.29,80.7,8.35,8.59,138.1,212.2,431,431,1.617,13.66,-5.221,9.58
204.458333333333,204,1100,2.953,1.688,-7.96,79.9,7.89,8.13,143.9,205.7,430.5,430.5,1.632,13.46,-3.863,9.67
204.5,204,1200,3.215,2.186,-6.537,78.7,7.85,8.08,153.6,196.6,429.3,429.3,1.638,13.39,-2.21,9.21
204.541666666667,204,1300,3.383,2.031,-5.573,78.1,7.21,7.41,154.2,195.7,428.5,428.5,1.635,13.38,-0.961,8.89
204.583333333333,204,1400,3.427,1.507,-4.685,77,6.176,6.333,153.8,196.6,428,428,1.632,13.35,-0.078,7.6
204.625,204,1500,3.124,0.014,-4.651,78.4,6.114,6.276,150.4,200,427,427,1.632,13.36,0.111,7.33
204.666666666667,204,1600,2.875,-1.018,-4.616,78,5.839,5.987,154.5,195.5,427.3,427.3,1.632,13.74,-0.135,7.13
204.708333333333,204,1700,3.047,-0.752,-3.976,76,5.08,5.194,159.8,190,427.7,427.7,1.632,13.54,-0.003,6.161
204.75,204,1800,2.077,-2.831,-4.155,78.6,4.023,4.143,154.9,195,427,427,1.632,13.51,0.277,5.272
204.791666666667,204,1900,1.625,-2.381,-4.825,80.4,4.108,4.239,139.9,210.6,427.8,427.8,1.634,14.19,-0.089,5.05
204.833333333333,204,2000,0.942,-2.365,-6.15,84.6,3.719,3.876,132.9,217,428.5,428.5,1.637,14.25,-1.108,4.221
204.875,204,2100,0.647,-4.488,-7.61,85.6,3.844,4.05,124.8,226,429.2,429.2,1.641,13.96,-2.921,4.678
204.916666666667,204,2200,0.424,-4.801,-9.35,85.6,4.115,4.343,115.4,234.3,430.1,430.1,1.648,14.95,-4.868,4.782
204.958333333333,204,2300,0.095,-3.801,-11.35,89.6,4.43,4.649,109,240.5,431.3,431.3,1.654,14.81,-6.367,5.717
205,205,0,0.055,-1.172,-10.19,90.9,4.082,4.258,101.4,248.2,432.4,432.4,1.649,13.63,-5.802,4.998
205.041666666667,205,100,0.031,-1.948,-9.05,90.9,3.917,4.096,91.8,257.1,431.6,431.6,1.645,13.5,-4.664,4.75
205.083333333333,205,200,0.027,-0.062,-8.2,94.7,4.183,4.335,97.6,250.4,431,431,1.642,13.42,-3.747,5.037
205.125,205,300,0.029,0.286,-7.01,97.9,3.45,3.56,77.3,270.1,430.1,430.1,1.638,13.36,-2.533,4.116
205.166666666667,205,400,0.052,-0.136,-5.851,96.1,4.29,4.435,72.3,275.4,429.1,429.1,1.635,13.31,-1.191,6.037
205.208333333333,205,500,0.152,-1.56,-5.294,91.6,4.973,5.137,88.7,260.3,427.9,427.9,1.633,13.29,-0.58,5.991
205.25,205,600,0.624,-0.519,-5.286,82.8,3.437,3.601,107.8,242.2,428.2,428.2,1.636,13.5,-0.648,6.096
205.291666666667,205,700,0.621,-0.539,-5.066,94.8,10.54,10.91,116.7,233.1,427.7,427.7,1.63,13.88,-0.279,13.47
205.333333333333,205,800,0.894,0.878,-4.562,91.7,8.41,8.68,110.1,239.9,427.1,427.1,1.628,13.82,0.16,11.68
205.375,205,900,1.514,1.595,-3.36,82.8,6.559,6.773,121.5,228.5,427.4,427.4,1.627,14.19,1.014,8.29
205.416666666667,205,1000,1.565,1.243,-2.957,80.7,5.938,6.107,138.4,211.9,426.8,426.8,1.626,13.7,1.665,8.71
205.458333333333,205,1100,2.139,1.75,-2.559,79.5,5.145,5.309,134.9,215.5,426.9,426.9,1.626,13.62,1.819,8.43
205.5,205,1200,2.232,0.987,-2.995,78.8,7.88,8.1,147.1,202.9,426.1,426.1,1.627,13.85,1.897,10.03
205.541666666667,205,1300,2.269,0.701,-3.886,81.4,10.43,10.72,148.4,202.6,426.4,426.4,1.631,14.44,1.168,13.58
205.583333333333,205,1400,2.879,2.089,-4.175,81.7,11.05,11.34,151.8,198.4,426.5,426.5,1.633,13.8,0.671,13.49
205.625,205,1500,3.316,0.65,-5.01,87.2,12.98,13.41,153.6,196.6,425.8,425.8,1.637,13.55,0.061,15.41
205.666666666667,205,1600,2.955,-0.35,-4.928,85.5,12.49,12.86,158.1,193,426.7,426.7,1.639,13.58,-0.132,15.54
205.708333333333,205,1700,2.728,-1.011,-4.9,85.9,13.81,14.18,158.9,190.2,426.6,426.6,1.642,13.63,-0.127,16.18
205.75,205,1800,2.326,-1.843,-4.841,84.2,13.15,13.51,160.6,189.4,427.4,427.4,1.641,13.82,-0.031,15.38
205.791666666667,205,1900,1.33,0.485,-5.179,85.8,14.13,14.5,162.7,187.7,427.9,427.9,1.643,13.86,-0.21,16.42
205.833333333333,205,2000,0.622,-0.013,-5.768,86.6,13.98,14.32,168,182.1,429,429,1.645,13.73,-0.631,16.41
205.875,205,2100,0.343,-0.183,-6.234,86,12.78,13.08,169.9,180.7,430.4,430.4,1.646,14.29,-1.209,16.29
205.916666666667,205,2200,0.174,-0.273,-6.598,87.3,11.93,12.21,172,178.7,431.5,431.5,1.647,13.97,-1.648,15.11
205.958333333333,205,2300,0.079,-0.349,-7.08,89.4,10.88,11.14,170.4,180.4,432.3,432.3,1.649,14.6,-2.17,12.89
206,206,0,0.039,-0.352,-7.27,94,8.69,8.88,176,174.7,432.8,432.8,1.648,13.59,-2.439,12.11
206.041666666667,206,100,0.027,-0.255,-6.707,100.6,5.015,4.947,212.9,140.2,433.6,433.6,1.645,13.49,-1.956,7.94
206.083333333333,206,200,0.027,-0.238,-6.565,101,4.108,5.359,264.6,91.6,433.7,433.7,1.644,13.42,-1.791,6.795
206.125,206,300,0.031,-0.297,-7.19,100.7,2.961,5.862,251.6,103.8,434.4,434.4,1.645,13.36,-2.334,5.965
206.166666666667,206,400,0.06,-0.171,-7.64,100.5,4.238,6.257,246,109,435.2,435.2,1.626,13.31,-2.823,8.41
206.208333333333,206,500,0.212,-0.012,-7.85,100.1,6.835,6.964,231.7,122.9,436.2,436.2,1.63,13.31,-3.158,9.21
206.25,206,600,0.329,0.113,-7.8,99.8,6.199,6.061,225.2,129.6,437.2,437.2,1.627,13.95,-3.195,7.5
206.291666666667,206,700,0.791,0.476,-7.43,98.8,5.682,5.543,221,134.1,437.7,437.7,1.63,13.91,-3.067,7.42
206.333333333333,206,800,1.261,0.735,-7.25,96.9,5.611,5.55,198,153.6,437.7,437.7,1.633,13.8,-3.136,6.84
206.375,206,900,1.749,0.554,-6.391,93.8,5.019,5.01,193,158.1,437.8,437.8,1.63,14.71,-2.472,6.677
206.416666666667,206,1000,2.103,-0.054,-6.259,88.2,5.042,5.131,175.2,175.2,437.3,437.3,1.628,13.88,-2.327,6.056
206.458333333333,206,1100,3.313,1.155,-5.526,82.5,5.504,5.592,171.1,179.3,437.3,437.3,1.627,13.64,-1.952,7.02
206.5,206,1200,3.281,0.269,-5.378,82.1,5.601,5.718,172.4,178.1,436.2,436.2,1.627,13.47,-1.284,7.1
206.541666666667,206,1300,3.192,-0.495,-5.161,79.7,5.077,5.163,166.6,183.7,436.3,436.3,1.626,13.44,-1.112,6.233
206.583333333333,206,1400,3.413,-1.156,-4.698,77.5,5.485,5.618,152.3,198.4,436,436,1.625,13.51,-0.415,7.11
206.625,206,1500,3.254,-2.172,-4.297,78,5.307,5.466,140,210.4,435.4,435.4,1.624,13.4,0.387,6.311
206.666666666667,206,1600,2.713,-1.545,-4.362,80.5,5.859,6.012,161.9,187.9,435.1,435.1,1.624,13.43,0.191,8.1
206.708333333333,206,1700,2.389,-0.201,-4.78,86.6,6.212,6.369,160.3,190.2,435.4,435.4,1.624,13.54,-0.194,7.94
206.75,206,1800,1.585,0.22,-4.951,94.2,6.308,6.437,166,184.7,435.9,435.9,1.624,14.17,-0.054,7.79
206.791666666667,206,1900,1.12,-0.02,-5.374,97.6,5.07,4.928,227.4,128.3,436.5,436.5,1.625,14.58,-0.602,6.579
206.833333333333,206,2000,0.862,0.033,-5.64,97.8,5.534,5.4,216.2,138.6,436.9,436.9,1.619,13.77,-0.862,6.481
206.875,206,2100,0.614,0.129,-5.66,98.9,5.359,5.233,210.8,142.9,437.3,437.3,1.616,14.03,-0.862,6.096
206.916666666667,206,2200,0.247,-0.091,-5.738,100.1,4.656,4.527,211.9,141.8,437.4,437.4,1.616,13.79,-0.847,5.645
206.958333333333,206,2300,0.061,-0.292,-5.809,101.2,3.478,3.366,213.7,139.9,437.9,437.9,1.618,13.74,-0.83,4.155
207,207,0,0.034,-0.263,-5.958,101.6,4.269,4.671,234.8,120.6,438.1,438.1,1.617,13.53,-1.008,6.488
207.041666666667,207,100,0.027,-0.197,-5.945,101.6,3.928,4.557,240.7,114.9,438.2,438.2,1.617,13.44,-1.029,5.971
207.083333333333,207,200,0.027,-0.231,-6.069,101.5,4.581,4.542,232,123.7,438.2,438.2,1.617,13.38,-1.146,5.593
207.125,207,300,0.03,-0.197,-6.281,101.4,5.073,5.247,234.4,121.4,438.3,438.3,1.618,13.33,-1.36,6.971
207.166666666667,207,400,0.055,-0.175,-6.44,101.3,4.181,4.559,236.3,118,438.4,438.4,1.618,13.29,-1.551,5.547
207.208333333333,207,500,0.143,0.016,-6.534,101.1,4.744,4.62,223.5,131,438.7,438.7,1.613,13.28,-1.722,6.135
207.25,207,600,0.236,0.055,-6.668,101,5.354,5.248,226.3,128.5,439.1,439.1,1.605,13.45,-1.882,6.435
207.291666666667,207,700,0.484,0.225,-6.642,100.7,4.944,5.447,238.6,118,439.2,439.2,1.617,14.34,-1.968,6.697
207.333333333333,207,800,0.914,0.335,-6.579,100.1,4.026,4.81,240.3,116.1,439.3,439.3,1.606,15.08,-2.078,5.808
207.375,207,900,1.609,0.348,-6.267,98.9,2.381,4.599,248.5,106,439.1,439.1,1.599,13.8,-2.069,4.279
207.416666666667,207,1000,1.685,0.329,-6.225,98.8,2.675,4.596,247.5,107.4,438.8,438.8,1.604,13.98,-1.975,4.92
207.458333333333,207,1100,1.965,0.167,-5.996,98.2,3.788,4.623,241.3,112.5,438.7,438.7,1.604,14.1,-1.854,5.985
207.5,207,1200,2.578,0.073,-5.619,97,4.636,5.081,237.6,116.5,438.5,438.5,1.604,14.44,-1.664,6.363
207.541666666667,207,1300,2.948,0.547,-5.144,94.9,5.49,5.498,231.4,124,438,438,1.603,13.72,-1.382,6.984
207.583333333333,207,1400,2.771,0.228,-5.313,95.5,5.331,5.463,232.6,122.4,437.3,437.3,1.605,13.74,-1.199,6.742
207.625,207,1500,2.722,0.445,-5.313,95.8,4.145,4.914,240.4,114.7,437.4,437.4,1.606,13.72,-1.121,6.344
207.666666666667,207,1600,2.479,0.877,-5.173,95.9,5.321,5.276,229.5,125.3,437.5,437.5,1.607,14.37,-0.993,6.893
207.708333333333,207,1700,2.033,0.387,-5.144,96.3,4.686,4.751,230,124.7,437.5,437.5,1.607,13.85,-0.855,6.507
207.75,207,1800,1.641,0.588,-5.16,96.4,4.123,4.162,228.2,126.9,437.5,437.5,1.607,14.22,-0.777,5.789
207.791666666667,207,1900,1.229,0.619,-5.281,97.1,5.029,5.013,220.1,134.1,437.4,437.4,1.607,13.63,-0.719,6.409
207.833333333333,207,2000,0.736,0.591,-5.982,100,4.85,4.927,225.5,129.5,437.5,437.5,1.61,14.71,-1.069,5.991
207.875,207,2100,0.366,0.276,-5.872,100.8,5.068,5.042,218.7,135.1,437.6,437.6,1.609,14.16,-0.981,6.357
207.916666666667,207,2200,0.293,0.281,-5.921,101,5.194,5.27,215,139.1,437.4,437.4,1.609,14.37,-1.052,6.324
207.958333333333,207,2300,0.066,-0.202,-5.974,101.4,4.864,5.08,203.5,148.6,437.5,437.5,1.609,13.83,-1.015,6.128
208,208,0,0.033,-0.339,-6.007,101.5,3.878,4.147,192,159,437.4,437.4,1.609,13.55,-1.031,4.691
208.041666666667,208,100,0.027,-0.138,-5.729,101.6,4.789,5.135,190.3,160.5,437,437,1.608,13.46,-0.816,6.337
208.083333333333,208,200,0.027,-0.105,-5.486,101.7,5.773,6.078,201.3,150.6,436.2,436.2,1.607,13.4,-0.549,6.893
208.125,208,300,0.027,-0.068,-5.08,101.9,6.076,6.385,211.4,142.2,435.6,435.6,1.606,13.34,-0.15,7.32
208.166666666667,208,400,0.038,-0.008,-4.66,102,7.23,7.48,221.2,134,434.9,434.9,1.605,13.31,0.288,9.41
208.208333333333,208,500,0.097,0.107,-4.55,102,8.4,8.13,222.5,131.8,434.4,434.4,1.605,13.27,0.467,10.11
208.25,208,600,0.268,0.318,-4.504,102,8.42,8.26,223.5,131.7,434.2,434.2,1.605,13.36,0.537,10.01
208.291666666667,208,700,0.525,0.369,-4.411,102,7.88,7.81,229,124.9,433.8,433.8,1.606,14.1,0.595,9.95
208.333333333333,208,800,0.754,0.242,-4.227,101.8,7.12,7.01,225.7,129.3,433.6,433.6,1.604,13.99,0.62,8.58
208.375,208,900,1.034,0.531,-3.994,101.3,7.19,7.07,220.4,134.3,433.4,433.4,1.594,13.81,0.748,8.96
208.416666666667,208,1000,1.448,1.349,-3.765,100.5,7.1,6.968,223.2,131.9,433,433,1.582,14.3,0.924,8.56
208.458333333333,208,1100,1.756,1.279,-3.407,99.1,6.317,6.193,212.6,141,432.5,432.5,1.583,13.93,0.997,7.87
208.5,208,1200,2.4,3.353,-3.322,97.9,6.696,6.595,199.6,152.2,431.7,431.7,1.584,13.65,0.859,8.18
208.541666666667,208,1300,2.554,4.375,-2.922,94.2,6.605,6.498,201.1,150.2,430.9,430.9,1.587,13.51,1.237,8.41
208.583333333333,208,1400,2.885,6.378,-2.74,91,6.601,6.497,202.2,150.5,430.4,430.4,1.592,13.47,1.604,7.88
208.625,208,1500,2.309,4.81,-2.819,90.9,5.103,5.027,201.7,150.9,429.9,429.9,1.597,13.41,1.752,6.488
208.666666666667,208,1600,2.061,4.424,-2.76,91.5,5.518,5.482,197.5,154.1,430,430,1.601,13.49,1.857,8.28
208.708333333333,208,1700,1.455,2.497,-3.447,95.8,7.25,7.25,194.7,156.4,429.9,429.9,1.606,13.59,1.813,10.04
208.75,208,1800,1.075,1.277,-3.518,96.8,6.442,6.579,180.9,169.3,430.9,430.9,1.607,14.69,1.548,7.91
208.791666666667,208,1900,0.702,0.926,-3.566,97.5,6.114,6.268,176,174.3,430.6,430.6,1.608,14.12,1.502,7.34
208.833333333333,208,2000,0.457,0.719,-3.575,98.3,6.7,6.817,186,163.6,430.3,430.3,1.61,14.15,1.536,9.23
208.875,208,2100,0.263,0.448,-3.716,98.8,6.182,6.325,179.4,171.2,430.2,430.2,1.611,14.52,1.463,7.23
208.916666666667,208,2200,0.13,0.215,-3.581,98.2,6.584,6.769,169,182.5,429.8,429.8,1.611,14.23,1.626,7.59
208.958333333333,208,2300,0.049,0.084,-3.382,97.5,8.38,8.61,171.4,179.1,429.1,429.1,1.613,13.81,1.742,11.85
209,209,0,0.028,-0.06,-4.311,101,7.72,7.89,182.4,168.6,428.5,428.5,1.617,13.52,0.859,9.82
209.041666666667,209,100,0.027,-0.089,-4.406,101.7,6.974,6.971,197,154.2,428.5,428.5,1.616,13.45,0.665,8.87
209.083333333333,209,200,0.027,-0.068,-4.417,101.9,5.625,5.641,195.9,155.2,428.1,428.1,1.613,13.38,0.642,6.599
209.125,209,300,0.027,-0.064,-4.47,102,5.606,5.543,195.9,154.5,428,428,1.6,13.33,0.593,7.42
209.166666666667,209,400,0.036,-0.05,-4.335,102,7.53,7.47,211.6,140,427.7,427.7,1.593,13.29,0.747,9.36
209.208333333333,209,500,0.082,0.069,-4.257,102.1,7.48,7.42,214.5,138.1,427.7,427.7,1.595,13.26,0.791,9.24
209.25,209,600,0.197,0.376,-4.091,101.9,7.67,7.63,214.9,137.7,427.9,427.9,1.593,13.24,0.889,8.93
209.291666666667,209,700,0.385,1.014,-4.037,101.7,7.57,7.5,213,139.9,428,428,1.595,13.24,0.889,9.17
209.333333333333,209,800,0.642,1.56,-3.607,100.6,6.48,6.393,203.5,148.4,428.2,428.2,1.591,14.57,1.261,7.69
209.375,209,900,0.674,1.23,-3.445,100.2,6.24,6.194,202.4,150.1,428.2,428.2,1.591,14.97,1.317,7.8
