103,2.536,1.801,.443
103,1.677,1.248,-1.899
103,.96,.721,-3.115
205,143,0,8.32,8.84,-1.337,81.6,18.48,14.47,2.08,88.4,.447,3.972,-5.003,72.6,236.5,83
103,.383,.335,-4.212
103,.139,.158,-4.636
103,.079,.08,-3.957
205,143,300,24.87,-1.956,-7.18,88.2,31.3,3.454,-5.354,88.5,18.56,-5.574,-10.03,87.6,98.1,82.6
103,.076,.067,-3.259
103,.106,.089,-.554
103,.377,.334,-.699
205,143,600,29.1,-5.54,-11.16,86.3,31.7,-4.816,-10.34,87.6,24.95,-6.34,-11.7,83.5,103,82.4
103,.591,.513,-2.964
103,.974,.812,-.32
103,1.546,1.246,.901
205,143,900,41.28,-3.627,-10.57,89.5,51.12,-.658,-8.99,92.9,27.58,-7.21,-11.88,83.1,133.4,82.6
103,2.137,1.71,1.678
103,2.935,2.329,1.931
103,4.55,3.62,-16.18
205,143,1200,51.44,1.938,-7.33,92.5,60.2,3.911,-6.057,93.1,44.38,-.346,-8.79,89.7,144.7,82
103,5.6,4.39,-18.97
103,6.095,4.695,-8.97
103,5.801,4.45,3.478
205,143,1500,51.43,6.185,-5.171,86.9,53.89,8.26,-4.017,89.4,48.45,3.841,-6.263,85,195.8,81.3
103,5.473,4.189,5.879
103,5.321,4.065,6.305
205,143,1800,4.429,6.54,-3.271,87.7,4.863,6.875,-3.021,88,4.264,6.289,-3.569,87.3,171.5,80.9
103,4.757,3.661,5.1
103,4.041,3.117,4.135
103,3.529,2.684,4.064
205,143,2100,3.285,7.03,-2.874,88.3,4.333,7.84,-2.575,90.5,2.543,6.461,-3.458,87.2,197.6,80.6
103,2.505,1.908,2.106
103,1.643,1.292,1.214
103,1.03,.808,-1.933
205,144,0,2.442,4.928,-4.38,92,3.626,6.391,-3.545,93.3,1.576,3.699,-4.995,90.9,181.5,80.3
103,.567,.447,-.36
103,.257,.205,-.332
103,.117,.095,-.036
205,144,300,2.887,5.145,-4.517,93.6,3.642,5.501,-4.202,94.4,1.641,4.67,-4.889,92.9,204.7,79.9
103,.051,.043,-.15
103,.04,.034,-.138
103,.081,.066,-.099
205,144,600,1.827,4.377,-5.069,94.6,2.294,4.601,-4.943,94.7,1.365,4.083,-5.259,94.4,167.5,79.6
103,.197,.157,.062
103,.408,.325,.391
103,.781,.618,.439
205,144,900,2.481,4.633,-4.78,94.1,4.84,5.121,-4.405,94.4,1.862,3.945,-5.415,92.8,133.4,79.7
103,1.295,1.019,.854
103,2.238,1.753,.848
103,3.626,2.842,-.765
205,144,1200,6.24,4.438,-5.105,83.8,6.827,5.604,-4.187,91.4,5.222,3.702,-5.63,81.9,131,79.2
103,4.947,3.851,1.171
103,5.029,3.914,1.741
103,5.853,4.545,3.994
205,144,1500,5.589,6.552,-2.929,83.4,6.232,7.36,-2.374,85.6,4.465,5.949,-3.926,81,183.4,79
103,6.142,4.76,4.235
103,6.3,4.858,5.036
103,6.133,4.706,5.25
205,144,1800,4.307,7.12,-2.757,86.1,5.122,8.42,-2.073,87.4,3.563,6.63,-2.987,85,173.7,79.3
103,4.974,3.843,4.735
103,5.399,4.143,5.547
103,3.732,2.886,2.584
205,144,2100,3.251,7.61,-2.053,85.7,3.662,8.22,-1.568,87.1,2.401,6.97,-2.471,84.5,177.1,79.5
103,3.231,2.504,1.762
103,2.183,1.703,-.641
103,1.434,1.129,-1.473
205,145,0,2.227,6.535,-2.663,88.6,2.768,7.87,-1.882,89.9,1.628,5.629,-3.362,86.8,136.2,80
103,1.447,1.105,-1.185
103,.517,.401,-3.232
103,.168,.136,-3.037
205,145,300,2.958,3.443,-5.024,86.2,3.317,5.669,-3.516,90.5,2.306,2.525,-5.84,83.4,138.3,80.8
103,.081,.066,-1.609
103,.055,.047,.05
103,.085,.071,-.015
205,145,600,3.848,3.784,-5.637,88.5,4.734,4.326,-5.298,91.8,2.728,3.08,-6.135,84.5,148.5,81.6
103,.195,.16,-.508
103,.395,.322,.249
103,.978,.791,-3.45
205,145,900,4.75,3.392,-5.765,89.4,5.399,4.292,-5.323,92.1,4.361,2.492,-6.204,86.8,145.8,82.4
103,2.153,1.749,-2.823
103,2.151,1.722,1.369
103,2.893,2.307,2.609
205,145,1200,5.442,4.933,-4.765,89.6,6.026,5.847,-4.076,91,4.646,3.877,-5.714,89.2,167.3,83.4
103,3.589,2.859,3.612
103,4.265,3.395,3.935
103,5.485,4.313,5.243
205,145,1500,5.298,6.564,-3.142,89.5,5.744,7.53,-2.225,91.4,4.691,5.673,-4.051,87.7,200.4,84.2
103,6.186,4.817,5.57
103,5.776,4.53,5.87
103,5.851,4.572,5.922
205,145,1800,4.929,6.586,-3.296,91.8,5.298,7.36,-2.738,92.8,4.73,5.872,-3.598,90.4,181.6,85.1
103,5.306,4.128,5.449
103,3.987,3.133,3.563
103,3.669,2.864,3.173
205,145,2100,4.387,6.899,-2.958,90.1,4.94,7.29,-2.681,90.9,3.983,6.599,-3.228,89.2,180.7,86
103,2.768,2.157,1.602
103,1.708,1.333,-.962
103,1.067,.841,-1.942
205,146,0,2.827,5.582,-3.637,91.2,4.313,7.26,-2.714,92.3,2.028,4.322,-4.491,89.1,137.6,86.6
103,.753,.593,-1.649
103,.307,.247,-4.375
103,.159,.13,-3.419
