  169.0   169.000       .0    -16.6700    -16.8302    -16.1128     86.8000     87.0032     82.5410      3.1190      3.4857      3.5851     24.6300
  169.0   169.007     10.0    -16.8300    -16.9396    -16.0826     85.1000     85.2718     80.1052      3.2220      3.6057      3.7271     28.7600
  169.0   169.014     20.0    -16.9700    -17.0987    -16.1833     85.4000     85.5965     80.5554      3.7270      4.3531      4.3067     35.7000
  169.0   169.021     30.0    -17.0000    -17.1186    -16.2941     84.8000     84.8390     80.3476      3.5190      4.0545      4.0566     35.7500
  169.0   169.028     40.0    -16.4400    -16.6213    -16.2739     87.6000     87.9772     84.8499      3.8560      4.3753      4.4288     33.0300
  169.0   169.035     50.0    -15.7700    -15.8951    -15.7704     87.1000     87.4361     84.9653      3.9680      4.3753      4.4943     30.9200
  169.0   169.042    100.0    -15.6100    -15.7161    -15.4985     86.2000     86.3540     83.5800      3.9500      4.3390      4.4149     26.5500
  169.0   169.049    110.0    -15.7900    -15.8653    -15.5489     85.2000     85.1636     82.6565      3.6830      4.0142      4.0764     17.9100
  169.0   169.056    120.0    -16.1500    -16.2234    -15.9315     85.5000     85.5965     83.1182      3.4500      3.7883      3.9851     12.1300
  169.0   169.063    130.0    -16.1000    -16.1737    -15.9215     85.6000     85.7047     83.2337      3.1470      3.2709      3.9524     81.7000
  169.0   169.069    140.0    -16.4000    -16.4820    -16.1229     84.5000     84.2979     82.1947      3.2540      3.5341      3.6784    126.2000
  169.0   169.076    150.0    -16.7600    -16.8600    -16.3746     84.9000     84.9472     82.0793      3.2430      3.5301      3.6943    134.8000
  169.0   169.083    200.0    -16.7900    -16.8699    -16.4351     84.6000     84.6226     81.9638      3.4680      3.7298      3.8333     42.4200
  169.0   169.090    210.0    -17.1000    -17.1485    -16.8882     84.8000     84.9472     83.0028      3.2460      3.5099      3.6318    145.3000
  169.0   169.097    220.0    -16.4300    -16.4820    -16.5156     86.2000     86.2458     84.8499      3.6670      3.9416      4.0516     36.0900
  169.0   169.104    230.0    -16.6100    -16.7207    -16.3444     84.7000     84.4061     82.7719      3.6270      3.9153      4.0060     16.0600
  169.0   169.111    240.0    -17.3500    -17.4568    -16.7674     82.9000     82.3501     80.8094      3.0320      3.3112      3.4700     63.1700
  169.0   169.118    250.0    -18.1100    -18.2725    -17.4925     82.8000     82.3501     81.7329      2.9100      3.1942      3.3886    159.8000
  169.0   169.125    300.0    -18.3900    -18.5609    -17.9456     83.2000     82.7829     82.8874      3.2720      3.5704      3.7469     58.0900
  169.0   169.132    310.0    -18.6500    -18.7996    -18.3082     82.7000     82.2419     83.0028      3.4620      3.7943      3.9305     15.0400
  169.0   169.139    320.0    -18.6900    -18.8195    -18.5801     83.2000     82.7829     83.2337      3.7000      4.0384      4.1231     15.1800
  169.0   169.146    330.0    -18.3400    -18.4217    -18.3283     83.4000     82.9994     82.7719      3.7960      4.0747      4.1400     15.1600
