2000	167	167	0	-21.681	-21.471	-21.05	70.777	71.832	73.05	1.223	1.487	1.871	166.24	-23.46	2.554	683.3	0.5	1	2
2000	167	167.042	100	-23.949	-23.486	-22.571	69.519	70.752	72.299	1.347	1.673	2.187	166.472	-24.412	2.551	683.117	0.498	0.998	1.997
2000	167	167.083	200	-25.629	-25.18	-24.144	69.513	70.616	71.485	1.281	1.58	2.103	169.422	-25.888	2.55	682.983	0.496	0.996	1.996
2000	167	167.125	300	-24.66	-24.449	-23.998	68.836	69.566	70.232	1.136	1.356	1.742	201.202	-26.113	2.552	682.967	0.499	0.999	1.999
2000	167	167.167	400	-26.682	-26.315	-25.631	67.253	68.225	69.178	1.213	1.484	2.005	194.195	-23.922	2.556	682.8	0.503	1.003	2.003
2000	167	167.208	500	-27.075	-26.705	-25.996	66.439	67.635	68.772	1.233	1.488	1.969	203.798	-20.817	2.554	682.467	0.5	1	2
2000	167	167.25	600	-29.03	-28.299	-26.733	63.976	65.819	68.207	1.05	1.369	2.009	206.27	-22.035	2.548	682.317	0.494	0.994	1.994
2000	167	167.292	700	-29.651	-29.011	-27.865	63.63	65.054	66.452	1.212	1.513	2.099	202.488	-22.032	2.546	682.05	0.492	0.992	1.992
2000	167	167.333	800	-28.173	-27.805	-27.548	65.597	66.483	66.967	1.84	2.017	2.421	246.003	-19.518	2.547	681.75	0.493	0.993	1.993
2000	167	167.375	900	-25.022	-24.963	-24.986	68.791	69.246	69.181	1.803	1.879	2.047	262.43	-17.113	2.549	681.333	0.495	0.995	1.995
2000	167	167.417	1000	-24.514	-24.193	-24.218	68.382	69.307	69.351	1.106	1.245	1.454	261.058	-15.528	2.55	681.083	0.497	0.997	1.997
2000	167	167.458	1100	-22.967	-21.833	-22.974	70.413	71.809	70.528	1.766	1.884	2.053	241.437	-15.08	2.554	680.933	0.501	1.001	2.001
2000	167	167.5	1200	-22.032	-21.422	-22.029	71.338	71.825	71.414	1.607	1.688	1.775	256.387	-13.457	2.557	680.8	0.504	1.004	2.004
2000	167	167.542	1300	-20.798	-20.787	-20.846	72.858	73.198	72.617	1.918	2.026	2.122	274.62	-12.333	2.562	680.733	0.509	1.009	2.009
2000	167	167.583	1400	-19.95	-20.042	-20.019	73.807	74.358	73.394	2.354	2.477	2.614	269.163	-11.417	2.567	680.7	0.513	1.013	2.013
2000	167	167.625	1500	-19.261	-19.353	-19.363	74.528	74.632	74.015	2.593	2.748	2.909	269.067	-10.363	2.57	680.7	0.516	1.016	2.016
2000	167	167.667	1600	-18.63	-18.799	-18.775	75.063	74.294	74.539	2.917	3.095	3.293	265.522	-9.58	2.565	680.717	0.511	1.011	2.011
2000	167	167.708	1700	-18.424	-18.566	-18.594	74.184	72.036	74.344	3.227	3.441	3.69	266.317	-9.678	2.558	680.667	0.504	1.004	2.004
2000	167	167.75	1800	-18.622	-18.652	-18.769	73.256	70.796	73.79	2.485	2.646	2.84	276.048	-9.387	2.557	680.6	0.503	1.003	2.003
2000	167	167.792	1900	-18.328	-18.374	-18.474	72.6	70.41	73.586	2.21	2.34	2.533	276.952	-10.022	2.558	680.617	0.505	1.005	2.005
2000	167	167.833	2000	-19.087	-18.882	-19.01	71.144	69.627	72.712	1.347	1.522	1.743	279.43	-10.427	2.556	680.6	0.502	1.002	2.002
2000	167	167.875	2100	-20.406	-20.123	-19.855	70.591	70.914	72.448	0.762	1.016	1.294	288.715	-11.057	2.554	680.567	0.5	1	2
2000	167	167.917	2200	-21.497	-20.687	-20.284	71.916	74.958	74.062	0.447	0.546	0.773	306.787	-13.268	2.552	680.533	0.499	0.999	1.999
2000	167	167.958	2300	-23.311	-22.301	-21.147	69.442	73.096	73.832	0.49	0.628	0.65	102.231	-16	2.553	680.367	0.499	0.999	1.999
2000	168	168	0	-26.955	-25.495	-22.509	65.571	67.566	71.628	0.545	0.857	0.792	93.645	-17.733	2.551	680.317	0.497	0.997	1.997
2000	168	168.042	100	-29.326	-28.61	-24.424	62.334	63.289	68.753	0.487	0.776	1.227	127.565	-18.878	2.55	680.25	0.496	0.996	1.996
2000	168	168.083	200	-31.522	-30.459	-26.143	59.106	60.169	66.72	0.617	0.933	1.602	131.597	-18.195	2.557	680.1	0.504	1.004	2.004
2000	168	168.125	300	-30.771	-30.341	-27.562	61.719	62.262	66.042	0.687	0.852	1.373	145.512	-17.753	2.544	680.033	0.491	0.991	1.991
2000	168	168.167	400	-26.384	-26.303	-25.562	66.368	66.911	68.151	0.718	0.777	0.915	146.928	-19.767	2.547	679.867	0.493	0.993	1.993
2000	168	168.208	500	-23.4	-23.219	-22.69	70.214	70.942	71.12	0.539	0.59	0.613	205.933	-22.085	2.55	679.7	0.496	0.996	1.996
2000	168	168.25	600	-21.207	-20.994	-20.634	72.115	72.655	72.68	0.846	0.97	1.117	300.228	-21.49	2.554	679.483	0.5	1	2
2000	168	168.292	700	-20.601	-20.48	-20.45	72.342	72.535	72.533	0.908	0.97	1.046	283.488	-20.21	2.556	679.3	0.502	1.002	2.002
2000	168	168.333	800	-21.28	-21.039	-21.177	70.655	70.835	71.536	0.805	0.835	0.886	264.183	-19.118	2.556	679.283	0.503	1.003	2.003
2000	168	168.375	900	-22.575	-22.396	-22.429	68.039	67.801	69.602	0.624	0.663	0.643	243.592	-16.528	2.556	679.083	0.502	1.002	2.002
2000	168	168.417	1000	-23.115	-23.405	-23.417	67.166	67.648	68.854	0.812	0.88	0.837	86.081	-14.167	2.555	679.1	0.501	1.001	2.001
2000	168	168.458	1100	-23.084	-22.927	-23.1	68.641	69.273	69.703	1.585	1.496	1.676	57.07	-12.992	2.552	679.1	0.499	0.999	1.999
2000	168	168.5	1200	-21.789	-21.721	-21.866	71.481	72.096	71.495	1.472	1.46	1.609	98.658	-11.718	2.551	679.033	0.498	0.998	1.998
2000	168	168.542	1300	-19.96	-19.946	-20.167	73.457	74.29	73.215	2.029	1.756	2.31	78.74	-10.663	2.553	679.05	0.499	0.999	1.999
2000	168	168.583	1400	-18.584	-18.659	-18.799	74.699	75.163	74.338	2.541	2.706	2.867	97.103	-9.875	2.555	679.05	0.501	1.001	2.001
2000	168	168.625	1500	-17.677	-17.818	-17.954	74.614	74.494	74.414	2.66	2.85	2.994	103.103	-8.8	2.556	679.117	0.502	1.002	2.002
