2000.45776164384 2000 167.083 -25.629 -25.18 -24.144 -25.888 -26.074 -26.12 -26.212 0.186 0.232 0.324
2000.45799178082 2000 167.167 -26.682 -26.315 -25.631 -23.922 -27.051 -27.034 -27.001 3.129 3.112 3.079
2000.45821917808 2000 167.25 -29.03 -28.299 -26.733 -22.035 -29.752 -29.786 -29.856 7.717 7.751 7.821
2000.45844657534 2000 167.333 -28.173 -27.805 -27.548 -19.518 -28.536 -28.378 -28.06 9.018 8.86 8.542
2000.45867671233 2000 167.417 -24.514 -24.193 -24.218 -15.528 -24.833 -24.612 -24.168 9.305 9.084 8.64
2000.45890410959 2000 167.5 -22.032 -21.422 -22.029 -13.457 -22.647 -22.033 -20.813 9.19 8.576 7.356
2000.45913150685 2000 167.583 -19.95 -20.042 -20.019 -11.417 -19.856 -19.926 -20.065 8.439 8.509 8.648
2000.45936164384 2000 167.667 -18.63 -18.799 -18.775 -9.58 -18.457 -18.581 -18.823 8.877 9.001 9.243
2000.4595890411 2000 167.75 -18.622 -18.652 -18.769 -9.387 -18.592 -18.573 -18.535 9.205 9.186 9.148
2000.45981643836 2000 167.833 -19.087 -18.882 -19.01 -10.427 -19.293 -19.113 -18.754 8.866 8.686 8.327
2000.46004657534 2000 167.917 -21.497 -20.687 -20.284 -13.268 -22.305 -21.901 -21.09 9.037 8.633 7.822
2000.4602739726 2000 168 -26.955 -25.495 -22.509 -17.733 -28.406 -28.428 -28.472 10.673 10.695 10.739
2000.46050136986 2000 168.083 -31.522 -30.459 -26.143 -18.195 -32.594 -33.329 -34.792 14.399 15.134 16.597
2000.46073150685 2000 168.167 -26.384 -26.303 -25.562 -19.767 -26.464 -26.654 -27.039 6.697 6.887 7.272
2000.46095890411 2000 168.25 -21.207 -20.994 -20.634 -21.49 -21.42 -21.398 -21.354 -0.07 -0.092 -0.136
2000.46118630137 2000 168.333 -21.28 -21.039 -21.177 -19.118 -21.522 -21.315 -20.901 2.404 2.197 1.783
2000.46141643836 2000 168.417 -23.115 -23.405 -23.417 -14.167 -22.824 -23.014 -23.393 8.657 8.847 9.226
2000.46164383562 2000 168.5 -21.789 -21.721 -21.866 -11.718 -21.857 -21.763 -21.576 10.139 10.045 9.858
2000.46187123288 2000 168.583 -18.584 -18.659 -18.799 -9.875 -18.509 -18.512 -18.519 8.634 8.637 8.644
2000.46210136986 2000 168.667 -17.102 -17.291 -17.275 -8.155 -16.912 -17.044 -17.307 8.757 8.889 9.152
2000.46232876712 2000 168.75 -16.565 -16.639 -16.491 -8.462 -16.49 -16.59 -16.788 8.028 8.128 8.326
2000.46255616438 2000 168.833 -17.786 -17.872 -17.639 -9.495 -17.7 -17.835 -18.105 8.205 8.34 8.61
2000.46278630137 2000 168.917 -21.219 -21.163 -20.837 -13.81 -21.275 -21.346 -21.489 7.465 7.536 7.679
2000.46301369863 2000 169 -25.008 -24.877 -24.455 -17.6 -25.138 -25.191 -25.298 7.538 7.591 7.698
2000.46324109589 2000 169.083 -26.285 -26.157 -25.692 -16.66 -26.412 -26.481 -26.62 9.752 9.821 9.96
2000.46347123288 2000 169.167 -27.579 -27.427 -27.016 -19.067 -27.729 -27.764 -27.836 8.662 8.697 8.769
2000.46369863014 2000 169.25 -27.133 -27.04 -26.712 -21.133 -27.225 -27.272 -27.366 6.092 6.139 6.233
2000.4639260274 2000 169.333 -24.515 -24.472 -24.252 -18.227 -24.558 -24.602 -24.691 6.331 6.375 6.464
2000.46415616438 2000 169.417 -21.618 -21.718 -21.572 -15.357 -21.518 -21.633 -21.864 6.161 6.276 6.507
2000.46438356164 2000 169.5 -18.493 -18.585 -18.486 -13.373 -18.4 -18.495 -18.684 5.027 5.122 5.311
2000.4646109589 2000 169.583 -15.972 -16.152 -16.102 -10.98 -15.789 -15.928 -16.202 4.809 4.948 5.222
2000.46484109589 2000 169.667 -14.217 -14.337 -14.267 -9.705 -14.095 -14.2 -14.408 4.39 4.495 4.703
2000.46506849315 2000 169.75 -14.004 -14.044 -13.902 -11.038 -13.963 -14.038 -14.187 2.925 3 3.149
2000.46529589041 2000 169.833 -15.455 -15.043 -15.203 -13.26 -15.873 -15.54 -14.882 2.613 2.28 1.622
2000.4655260274 2000 169.917 -18.445 -18.149 -17.344 -17.18 -18.745 -18.816 -18.959 1.565 1.636 1.779
2000.46575342466 2000 170 -23.11 -22.79 -19.688 -21.043 -23.432 -24.258 -25.901 2.389 3.215 4.858
2000.46598082192 2000 170.083 -26.625 -25.76 -22.831 -23.392 -27.493 -27.895 -28.695 4.101 4.503 5.303
2000.4662109589 2000 170.167 -30.14 -29.126 -25.822 -23.852 -31.154 -31.579 -32.43 7.302 7.727 8.578
2000.46643835616 2000 170.25 -27.923 -27.439 -26.302 -23.82 -28.406 -28.462 -28.575 4.586 4.642 4.755
2000.46666575342 2000 170.333 -23.944 -23.568 -23.151 -22.095 -24.323 -24.21 -23.987 2.228 2.115 1.892
2000.46689589041 2000 170.417 -21.398 -21.378 -21.368 -17.432 -21.418 -21.408 -21.388 3.986 3.976 3.956
2000.46712328767 2000 170.5 -17.565 -17.557 -17.662 -14.485 -17.573 -17.532 -17.451 3.088 3.047 2.966
2000.46735068493 2000 170.583 -14.926 -15.015 -15.211 -11.457 -14.836 -14.829 -14.817 3.379 3.372 3.36
2000.46758082192 2000 170.667 -13.344 -13.396 -13.475 -10.318 -13.291 -13.299 -13.316 2.973 2.981 2.998
2000.46780821918 2000 170.75 -13.236 -13.226 -13.25 -11.18 -13.246 -13.231 -13.202 2.066 2.051 2.022
2000.46803561644 2000 170.833 -15.374 -15.361 -15.064 -13.495 -15.387 -15.479 -15.66 1.892 1.984 2.165
2000.46826575342 2000 170.917 -20.094 -19.703 -19.053 -17.858 -20.49 -20.445 -20.357 2.632 2.587 2.499
2000.46849315068 2000 171 -25.081 -24.53 -23.66 -22.067 -25.633 -25.556 -25.401 3.566 3.489 3.334
2000.46872054795 2000 171.083 -28.224 -27.778 -26.982 -24.372 -28.668 -28.637 -28.573 4.296 4.265 4.201
2000.46895068493 2000 171.167 -30.391 -30.074 -29.396 -25.602 -30.714 -30.729 -30.759 5.112 5.127 5.157
2000.46917808219 2000 171.25 -29.677 -29.207 -28.305 -24.432 -30.146 -30.133 -30.108 5.714 5.701 5.676
2000.46940547945 2000 171.333 -27.5 -27.23 -26.921 -21.83 -27.77 -27.693 -27.539 5.94 5.863 5.709
