    1.0     1.000       .0    -30.1950    -31.3825    -31.7916     66.8640     69.9586     67.2900      5.2710      5.5287      6.1714    186.2300
    1.0     1.007     10.0    -29.7960    -30.9458    -31.3283     67.2490     70.3698     67.6132      5.1656      5.4184      6.0311    189.4300
    1.0     1.014     20.0    -29.4620    -30.5678    -30.9124     67.6600     70.8005     67.9734      5.1056      5.3042      5.9160    194.2700
    1.0     1.021     30.0    -29.1140    -30.1689    -30.5096     68.4350     71.5191     68.6199      5.7630      6.0155      6.6928    197.3300
    1.0     1.028     40.0    -28.6050    -29.6815    -30.0363     69.3050     72.4053     69.4026      6.1363      6.4041      7.1653    201.0000
    1.0     1.035     50.0    -28.0670    -29.1573    -29.5368     69.8360     72.9788     69.9047      6.3296      6.5897      7.3162    202.7800
    1.0     1.042    100.0    -27.6300    -28.6918    -29.0755     70.0290     73.3576     70.1518      5.9190      6.1608      6.8199    204.0200
    1.0     1.049    110.0    -27.3760    -28.3666    -28.7090     69.7260     73.3717     70.1172      5.6337      5.8569      6.4770    203.4900
    1.0     1.056    120.0    -27.2690    -28.1796    -28.4683     69.6220     73.4117     70.1033      5.4097      5.6054      6.1807    203.5100
    1.0     1.063    130.0    -27.2490    -28.0801    -28.3072     69.4530     73.2862     70.0040      5.4017      5.5853      6.1675    203.4500
    1.0     1.069    140.0    -27.2680    -28.0483    -28.2296     69.3170     73.2093     69.9221      5.2763      5.4722      6.0484    199.5400
    1.0     1.076    150.0    -27.3270    -28.0652    -28.2065     69.1940     73.0676     69.8274      5.4497      5.6807      6.2653    196.6800
    1.0     1.083    200.0    -27.4370    -28.1666    -28.2568     68.5700     72.3469     69.3356      5.5923      5.8367      6.4943    197.0000
    1.0     1.090    210.0    -27.8220    -28.5715    -28.5146     66.7070     70.5419     68.2239      5.0350      5.2745      5.9067    195.0000
    1.0     1.097    220.0    -28.6150    -29.2608    -29.0604     65.3100     69.0366     67.2784      5.0497      5.2759      5.8300    189.5500
    1.0     1.104    230.0    -29.3340    -29.8646    -29.6536     66.0780     69.0778     67.1053      5.3750      5.5879      6.1899    189.3400
    1.0     1.111    240.0    -29.6000    -30.1888    -30.0504     66.6370     69.4305     67.2276      5.5670      5.8152      6.4506    190.7000
    1.0     1.118    250.0    -29.6830    -30.4037    -30.3041     66.3160     69.0312     66.9517      5.5950      5.8569      6.4890    191.4800
    1.0     1.125    300.0    -29.9580    -30.7419    -30.6194     65.8370     68.0259     66.3214      5.6617      5.9201      6.5658    189.4100
    1.0     1.132    310.0    -30.4510    -31.2193    -31.0484     65.0100     66.9059     65.5491      5.5923      5.8824      6.5393    188.2600
    1.0     1.139    320.0    -31.1280    -31.8470    -31.6103     63.8580     65.6398     64.6625      5.5443      5.8206      6.4916    186.9200
    1.0     1.146    330.0    -31.8580    -32.5174    -32.2407     62.5160     64.7893     63.9907      5.2950      5.5354      6.1251    185.5500
    1.0     1.153    340.0    -32.4450    -33.0575    -32.8157     62.5650     64.8997     63.9572      5.4617      5.7466      6.3686    186.5100
    1.0     1.160    350.0    -32.5680    -33.2585    -33.1289     63.8870     65.8747     64.5228      5.7763      6.0855      6.7299    187.3100
    1.0     1.167    400.0    -32.3540    -33.2336    -33.1863     64.0750     65.9234     64.5863      5.8297      6.1459      6.8397    185.6900
    1.0     1.174    410.0    -32.3690    -33.3321    -33.2659     63.1230     65.1529     64.1453      5.5523      5.8650      6.5750    186.5500
    1.0     1.181    420.0    -32.7130    -33.6096    -33.4854     61.7100     64.3207     63.5878      5.6603      5.9591      6.6346    186.7000
    1.0     1.188    430.0    -33.1400    -33.9408    -33.7815     61.9190     64.1357     63.4296      5.8457      6.1783      6.8755    187.8900
    1.0     1.194    440.0    -33.3960    -34.1736    -34.0242     61.3290     63.9506     63.2264      5.2350      5.5193      6.1701    186.3200
    1.0     1.201    450.0    -33.6240    -34.3765    -34.2478     60.8970     63.6693     63.0729      4.9510      5.1993      5.8114    187.7500
    1.0     1.208    500.0    -33.8470    -34.5645    -34.4421     60.8300     63.5427     62.9598      4.9510      5.1818      5.7876    186.7200
    1.0     1.215    510.0    -34.0100    -34.7366    -34.6123     60.4260     63.1802     62.6712      5.0523      5.3176      5.9437    182.3500
    1.0     1.222    520.0    -34.2030    -34.9295    -34.7956     60.3380     62.9659     62.5453      4.9390      5.2100      5.8246    182.7900
    1.0     1.229    530.0    -34.2550    -34.9962    -34.9044     61.7360     63.8338     63.0821      5.2070      5.5072      6.1316    186.4700
    1.0     1.236    540.0    -33.8870    -34.7654    -34.7775     62.9510     64.9743     63.8013      5.3030      5.6000      6.2614    186.5800
    1.0     1.243    550.0    -33.3100    -34.3596    -34.4653     63.7170     65.8812     64.4732      5.5670      5.8972      6.6187    185.2100
    1.0     1.250    600.0    -32.7200    -33.9130    -34.0665     63.9460     66.3898     64.9315      5.5670      5.9403      6.6478    182.6800
    1.0     1.257    610.0    -32.3320    -33.5529    -33.6999     63.6920     66.4027     64.9892      5.5243      5.8771      6.5499    181.6100
    1.0     1.264    620.0    -32.2150    -33.3788    -33.4774     62.5490     65.6972     64.4686      5.2910      5.6148      6.2601    181.9400
    1.0     1.271    630.0    -32.4100    -33.4276    -33.4653     62.2890     65.2925     64.1754      5.2456      5.5637      6.2071    182.0600
    1.0     1.278    640.0    -32.5640    -33.4713    -33.5066     62.8960     65.6030     64.3693      5.2617      5.5395      6.1978    185.9300
    1.0     1.285    650.0    -32.5090    -33.3997    -33.4673     63.5160     66.0608     64.6891      5.2217      5.4400      6.0695    189.2700
    1.0     1.292    700.0    -32.2730    -33.2057    -33.3092     64.1900     66.7079     65.1266      5.2123      5.4346      6.0563    185.3100
    1.0     1.299    710.0    -31.9770    -32.9909    -33.1017     63.9550     66.7057     65.1693      5.5350      5.8259      6.4929    183.5100
    1.0     1.306    720.0    -31.9320    -32.9451    -33.0030     62.7190     65.9601     64.6337      5.2563      5.5193      6.1118    180.7600
    1.0     1.313    730.0    -32.1380    -33.0386    -33.0685     62.7510     65.7632     64.5413      5.2670      5.5207      6.1303    183.6300
    1.0     1.319    740.0    -32.3230    -33.1431    -33.1511     62.2780     65.4667     64.3416      4.5777      4.7891      5.3006    184.0700
    1.0     1.326    750.0    -32.5280    -33.2565    -33.2598     63.0120     65.6972     64.4767      5.0230      5.2450      5.8233    185.0900
    1.0     1.333    800.0    -32.3620    -33.1311    -33.2085     64.4310     66.7728     65.1255      5.0736      5.3203      5.9199    188.8400
    1.0     1.340    810.0    -32.0520    -32.9630    -33.0423     63.7170     66.4904     65.0377      5.4190      5.7009      6.3355    187.2600
    1.0     1.347    820.0    -31.8890    -32.8278    -32.9275     64.7410     67.2868     65.5156      6.0257      6.3491      7.0594    187.8600
    1.0     1.354    830.0    -31.3230    -32.3811    -32.6113     66.3770     69.0659     66.6366      6.4563      6.7914      7.5477    189.6300
    1.0     1.361    840.0    -30.4300    -31.6709    -32.0353     67.4640     70.2908     67.5659      6.3243      6.6059      7.3254    185.8800
    1.0     1.368    850.0    -29.7100    -31.0323    -31.4280     67.6800     70.6166     67.8522      5.9883      6.2495      6.9058    186.9600
    1.0     1.375    900.0    -29.3470    -30.6006    -30.9587     67.6750     70.5830     67.9318      6.3150      6.5763      7.2579    186.9000
    1.0     1.382    910.0    -29.1720    -30.3390    -30.6324     67.7370     70.4001     67.9272      6.4030      6.6960      7.3783    185.8600
    1.0     1.389    920.0    -29.1410    -30.2316    -30.4351     67.8280     70.2833     67.9053      6.4243      6.7606      7.4656    186.0300
    1.0     1.396    930.0    -29.1570    -30.1759    -30.3122     67.3620     70.2032     67.8533      5.8390      6.1459      6.7854    187.0500
    1.0     1.403    940.0    -29.2910    -30.2485    -30.2890     65.9350     69.3028     67.3604      5.4470      5.7856      6.4229    185.7300
    1.0     1.410    950.0    -29.7050    -30.5609    -30.4602     64.9960     68.2597     66.7301      5.6470      5.9484      6.6239    190.0400
    1.0     1.417   1000.0    -30.2430    -30.9886    -30.7754     64.1150     67.4632     66.1263      5.5310      5.8314      6.4745    186.4500
    1.0     1.424   1010.0    -30.8030    -31.4640    -31.1843     63.8640     66.9092     65.6265      5.7630      6.1164      6.7550    183.8300
    1.0     1.431   1020.0    -31.0550    -31.6839    -31.4814     65.4430     68.0562     66.2141      5.5510      5.8582      6.4969    185.9400
