,site,year,filename,profile_lower_y,profile_upper_y,bottom_of_sonic_1,ground_under_sonic1,bottom_of_sonic_2,ground_under_sonic2,Wz1,ground_under_wind_1,Wz2,ground_under_wind_2,THz1,ground_under_TH_1,THz2,ground_under_TH_2,bottom_of_wind_sensor,top_of_wind_sensor_body,image_scale,SH1,SH2,month,day
0,SW1,1999,SW1 1999 05 25 Nicolas Cullen-9.jpg,1198,227,1382,1382,1382,1382,1.348869565,1370,1.421130435,1388,6.864782609,1371,7.479,1394,1191,1145,166.0649819,0,0,5,25
0,NUU,2021,NUU 2021 09 10-5.jpg,1986,556,1979,1979,581,1976,0,1949,2.265366337,1953,0,1905,2.070643564,1973,510,308,729.2418773,0,1.912945545,9,10
0,DY2,2005,DY2 2005 05 26a.jpg,2230,1580,1880,3026,1608,3038,1.140003984,2966,1.911410359,2935,1.063856574,2991,1.677450199,2954,2166,1915,906.1371841,1.264709163,1.57812749,5,26
0,DY2,1998,DY2 1998 04 29a post J Box.jpg,1553,1240,1357,1906,873,1908,1.08381746,1916,1.769722222,1907,1.000277778,1907,1.626825397,1878,1548,1422,454.8736462,1.206928571,2.275357143,4,29
0,EGP,2014,EGP 2014 05 17 07 25 10 via D Houtz.JPG,2866,1338,3240,4434,2948,4273,1.456780731,4087,2.679813953,4083,1.60954485,4376,3.14086711,4369,2770,2469,1086.642599,1.098797342,1.219352159,5,17
0,CP2,1998,CP2 1998 _POST J Box.jpg,1970,1520,2063,2619,2052,2611,1.960307692,2613,3.137557692,2603,1.907038462,2597,2.940461538,2575,1976,1872,375.4512635,1.480884615,1.488875,_P,ST
0,NGP,2005,NGP 2005 05 25a pre K Steffen.jpg,2391,1770,1511,2529,1215,2533,0.469952991,2630,1.259521368,2622,0,2610,1.152982906,2557,2453,2219,844.765343,1.205068376,1.560196581,5,25
0,NSE,2017,NSE 2017 05 06 BAV.jpg,2490,1862,2546,2929,2055,3017,1.233357664,2890,2.416167883,2867,0,2947,2.448518248,2973,2416,2279,494.5848375,0.774386861,1.945065693,5,6
0,SW1,2002,SW1 2002 KS J Box.JPG,601,601,601,601,601,601,,601,,601,,601,,601,601,601,0,,,KS,J 
0,TUN,2018,TUN 2018 before via D Houtz.JPG,6937,5676,6857,7549,6207,7378,0.431827236,7464,1.230735772,7473,0.483623984,7323,1.090546748,7240,7153,6661,1776.173285,0.389601626,0.65928252,be,or
0,NEM,2010,NEM 2010 05 03 12 40 36 via D Houtz.JPG,2720,1845,2988,3356,2014,3162,0.764723926,3395,1.525199387,3307,0,3317,1.131791411,3052,2819,2493,1176.895307,0.312687117,0.975447853,5,3
0,GIT,2017,GIT 2017 07 30 16 57 53 via H Machguth.JPG,1730,1730,1730,1730,1730,1730,,1730,,1730,,1730,,1730,1730,1730,0,,,7,30
0,SDL,2021,SDL 2021 06 14a via J Box.jpg,419,283,455,463,286,459,0.459236842,459,1.355842105,451,0.524842105,453,1.654710526,459,302,264,137.1841155,0.058315789,1.261078947,6,14
0,NAU,2009,NAU 2009 04 24 12 17 07 via D Houtz.JPG,2506,1873,2061,4046,1672,3969,2.981047619,4109,4.176434524,4148,2.639744048,4002,3.66860119,4003,2472,2304,606.4981949,3.272886905,3.787315476,4,24
0,TUN,1996,TUN 1996 D J Box-2.jpg,2632,1909,2440,3447,2177,3444,1.481483146,3435,2.661067416,3430,1.417679775,3417,2.468101124,3420,2647,2469,642.599278,1.567073034,1.971679775,D , B
0,PET,2008,PET 2008 04 28 14 51 00 via D Houtz.JPG,1449,936,1566,2667,2628,2628,3.081625,2578,3.427875,2647,3.363571429,2627,4.800508929,2646,1438,1326,404.33213,2.723008929,0,4,28
0,NEM,2015,NEM 2015 01 02 23 57 09 via D Houtz.JPG,5854,4359,6093,7757,4620,7741,1.288897959,7609,2.062802041,7593,1.179793878,7656,2.08484898,7677,5799,5309,1768.953069,0.940669388,1.764320408,1,2
0,NGP,2001,NGP 2001 06 09a.JPG,1607,917,817,1735,590,1808,0.793349515,1797,2.616708738,1788,0.672330097,1769,2.436524272,1749,1603,1500,371.8411552,2.468796117,3.275592233,6,9
0,DY2,1996,DY2 1996 .jpg,2101,1840,1910,2440,2421,2421,0,2421,2.071344444,2425,1.209566667,2425,2.062111111,2436,1842,1752,324.9097473,1.631222222,0,.j,g
0,NSE,2003,NSE 2003 XX XXpre J Box.JPG,652,526,551,656,401,648,0.048173913,692,1.162195652,683,0.078282609,660,1.017673913,659,534,488,166.0649819,0.632282609,1.487369565,XX,XX
0,HUM,2021,HUM 2021 08 13 via A Pedersen.jpg,1541,954,1551,2496,1319,2541,1.688860606,2405,2.387236364,2302,1.933963636,2494,3.021818182,2449,1545,1380,595.66787,1.586454545,2.051478788,8,13
0,PET,2006,PET 2006 04 29 08 57 44 via D Houtz.JPG,1836,1278,2004,3009,1979,2952,2.124813665,2925,2.966136646,2907,2.24352795,2960,3.356689441,3001,1842,1681,581.2274368,1.729099379,1.674043478,4,29
0,NAE,2016,NAE 2016 05 23 21 38 08 via D Houtz.JPG,2516,1730,2706,3853,1703,3880,2.035234742,3858,3.154938967,3865,1.905187793,3867,2.831122066,3861,2494,2281,768.9530686,1.491638498,2.831122066,5,23
0,NUU,2021,NUU 2021 09 10-4.jpg,2354,660,2348,2348,799,2289,0,2343,2.678681319,2300,0,2310,2.780653846,2407,712,530,657.0397112,0,2.267747253,9,10
0,CP1,2021,CP1 2021 06 17 J Box.jpg,1131,942,1135,1135,569,1207,0,1136,0.822932039,1111,0,1129,0.938572816,1194,903,800,371.8411552,0,1.715786408,6,17
0,SW1,1994,SW1 1994 04a J Box.jpg,1036,280,1167,1167,1167,1167,1.888636364,1165,11.18072727,1158,1.762727273,1163,11.45772727,1166,1036,1014,79.42238267,0,0,4, J
0,CP1,2005,CP1 2005 05 04 pre J Box.JPG,1504,1072,1297,1660,1654,1654,0.588625,1730,1.805116667,1742,0.611708333,1639,1.428858333,1589,1591,1471,433.2129964,0.837925,0,5,4
0,JAR,2020,JAR 2020 08 07 15 38 10 via J Box.JPG,1082,293,1083,1083,301,1105,0,1069,2.314053097,1096,0,1079,2.086079646,1076,260,147,407.9422383,0,1.970867257,8,7
0,DY2,2017,DY2 2017 05 14 BAV.jpg,1838,1294,1507,2295,1299,2277,0.875009346,2285,1.639995327,2285,0.838766355,2311,1.50278972,2306,1821,1607,772.5631769,1.019981308,1.265915888,5,14
0,DY2,2017,DY2 2017 05 22 19 01 15 via D Houtz.JPG,2155,1639,1835,2510,1633,2538,0.850293532,2574,1.696452736,2569,0.762094527,2540,1.386378109,2504,2149,1948,725.631769,0.930223881,1.247189055,5,22
0,JAR,1996,JAR 1996 _.jpg,4177,3145,3507,5232,5194,5194,1.009465174,5233,1.626858209,5259,1.051497512,5283,1.743997512,5243,4158,3756,1451.263538,1.188619403,0,_.,pg
0,SUM,2008,SUM 2008 05 02 15 55 47 via D Houtz.JPG,2268,1719,1877,2868,1391,2852,1.179928177,2830,1.981850829,2857,1.155441989,2860,2.066022099,2849,2245,2064,653.4296029,1.51661326,2.235895028,5,2
0,SDL,2021,SDL 2021 06 14b via J Box.jpg,896,635,985,985,629,960,0,980,1.487452055,981,0.550205479,974,1.741684932,990,662,589,263.5379061,0,1.255986301,6,14
0,NGP,2001,NGP 2001 06 09d.JPG,678,83,1804,1804,1804,1804,1.76213615,1839,0,1814,1.710117371,1809,0,1802,666,453,768.9530686,0,0,6,9
0,NSE,2013,NSE 2013 05 22 07 20 51 via D Houtz.JPG,1757,1386,1823,3115,1491,3075,3.830154545,3151,4.782027273,3133,3.419690909,3058,0,3142,1733,1623,397.1119134,3.253490909,3.9888,5,22
0,SDM,2018,SDM 2018 05 20 16 00 20 via D Houtz.JPG,6077,4624,4796,7748,3739,7480,1.286540284,7542,2.296080569,7601,1.323298578,7741,2.275732227,7721,5983,5561,1523.465704,1.937687204,2.455585308,5,20
0,SW1,2015,SW1 2015 05 08 12 29 58 via D Houtz.JPG,5437,912,5618,6911,5665,6959,1.872565041,6897,6.973418699,6944,2.057231707,6970,7.011703252,6941,5483,5237,888.0866426,1.455939024,1.457065041,5,8
0,DY2,2006,DY2 2006 05 07b pre.jpg,1640,1177,1354,1973,1138,2061,0.821610169,1990,1.482028249,1936,0.723016949,1968,1.378740113,1932,1633,1456,638.9891697,0.968717514,1.444468927,5,7
0,TUN,2022,TUN 2022 05 27a Ahlstr›m.jpg,829,683,776,1142,762,1085,1.712783333,1154,2.516083333,1157,1.5512,1131,2.142133333,1120,840,780,216.6064982,1.6897,1.491183333,5,27
0,HUM,2003,HUM 2003 05 27 15 29 28 via D Houtz.JPG,788,468,784,1549,694,1538,2.317475248,1529,3.170415842,1528,2.429920792,1561,3.282861386,1553,788,687,364.6209386,2.098069307,2.314732673,5,27
0,NAU,2014,NAU 2014 05 23 01 25 01 via D Houtz.JPG,2459,1856,3502,3502,1481,3592,2.541475,3479,3.813366667,3473,2.947741667,3556,4.427383333,3562,2488,2368,433.2129964,0,4.872891667,5,23
0,SUM,1999,SUM 1999 .jpg,2165,1645,1818,2278,1690,2316,0.48161809,2278,1.183165829,2288,0.371653266,2305,1.18038191,2303,2120,1921,718.4115523,0.640301508,0.871366834,.j,g
0,JAR,1996,JAR 1996 A J Box.jpg,2431,1842,3015,3015,2077,3075,1.110826531,3006,1.684612245,2981,1.175836735,3061,1.899428571,3057,2412,2216,707.5812274,0,1.410438776,A , B
0,SDM,1999,SDM 1999 J Box b.jpg,2493,1867,2663,3506,1869,3501,1.658956044,3436,2.471692308,3373,1.706137363,3460,2.713686813,3446,2525,2343,657.0397112,1.283027473,2.483868132,J ,ox
0,GIT,2021,GIT 2021 08 13 via A Pedersen.jpg,937,937,937,937,700,863,,933,inf,887,inf,935,#NAME?,833,833,833,0,,inf,8,13
0,SUM,2005,SUM 2005 05 26 02 23 45 via D Houtz.JPG,1705,1353,1398,2501,1177,2432,1.920378151,2440,2.64197479,2437,2.080991597,2475,2.911991597,2473,1738,1619,429.6028881,2.567487395,2.921302521,5,26
0,PET,2007,PET 2007 05 04 14 09 39 via D Houtz.JPG,1510,992,1661,2617,1670,2673,2.153451613,2585,3.047,2575,2.430451613,2699,3.402632258,2689,1516,1361,559.566787,1.708464516,1.792458065,5,4
0,JR2,2002,JR2 2002 JBox.JPG,490,277,516,516,319,536,0,512,1.533392857,537,0.400660714,541,1.192089286,470,281,225,202.166065,0,1.073375,JB,x.
0,NEM,2016,NEM 2016 05 25 15 17 49 via D Houtz.JPG,2428,1703,2630,4154,1791,4222,2.142510204,4138,3.047,4191,2.192257143,4194,3.05717551,4200,2481,2236,884.4765343,1.723053061,2.748518367,5,25
0,CP1,1998,CP1 1998 05 31b post J Box.jpg,2178,1853,2176,3068,1179,2960,1.823908451,2972,2.374007042,2984,2.085302817,3099,2.791457746,3104,2170,2028,512.6353791,1.740028169,3.474204225,5,31
0,HUM,2021,HUM 2021 08 13.jpg,491,319,465,802,263,817,1.652610169,817,2.539949153,812,0,810,2.657322034,808,329,270,212.9963899,1.582186441,2.600983051,8,13
0,JR2,1999,JR2 1999 06 02 post Nicolas Cullen-12.jpg,1179,810,1174,1174,904,1239,0.405607143,1206,1.318223214,1237,1.145098214,1179,0.403133929,1249,1147,1035,404.33213,0,0.828526786,6,2
0,SDM,2014,SDM 2014 05 24 03 11 29 via D Houtz.JPG,3177,2634,2950,3971,2422,3966,1.615296512,3960,2.530040698,3950,1.459081395,3998,2.317459302,4003,3116,2944,620.9386282,1.644284884,2.48655814,5,24
0,DY2,2003,DY2 2003 05 09a pre J Box.JPG,369,272,304,440,261,438,0.909128205,466,1.662,464,0.67474359,434,1.420512821,438,373,334,140.7942238,0.965948718,1.257153846,5,9
0,GIT,1996,GIT 1996 J Box-2.jpg,1995,1165,1326,3242,1117,3162,1.282407407,3205,1.939,3212,1.383290123,3290,2.184367284,3304,2022,1698,1169.67509,1.638061728,1.748348765,J ,ox
0,JAR,2015,JAR 2015 05 06 18 16 16 via D Houtz.JPG,2200,1617,2139,4302,1742,4330,2.786358268,4316,3.48976378,4344,2.236720472,4150,2.785267717,4147,2004,1750,916.967509,2.358862205,2.822346457,5,6
0,PET,2012,PET 2012 05 25 06 10 58 via D Houtz.JPG,2277,1467,2572,3094,2402,2931,1.056203252,2877,1.872565041,2872,1.038186992,3052,2.048223577,3064,2186,1940,888.0866426,0.587780488,0.595662602,5,25
0,SWC,2020,SWC 2020 08 31 1822 via H Spangaard.jpg,614,311,689,689,346,681,0,668,2.200320755,695,0,663,2.174188679,683,324,271,191.3357401,0,1.750849057,8,31
0,SDL,2016,SDL 2016 05 20 13 54 45 via D Houtz.JPG,2550,1643,2833,3886,1612,3787,1.867185185,3894,3.229101852,3892,1.903092593,3797,3.014939815,3772,2650,2434,779.7833935,1.350375,2.789236111,5,20
0,SDM,1999,SDM 1999 _POST J Box.jpg,1855,1521,1383,2615,1383,2617,1.970961538,2652,2.620846154,2627,1.909169231,2643,2.561184615,2639,1854,1724,469.3140794,2.625107692,2.629369231,_P,ST
0,DY2,2021,DY2 2021 06 15 post J Box.jpg,789,547,612,1397,551,1384,2.235103448,1401,2.935563218,1379,2.212816092,1396,2.964218391,1399,788,701,314.0794224,2.499367816,2.652195402,6,15
0,NSE,2014,NSE 2014 05 25 05 51 00 via D Houtz.JPG,2521,1984,2697,3853,2085,3809,2.585940789,3861,3.601,3840,2.580473684,3838,3.613756579,3846,2574,2422,548.7364621,2.106657895,3.141763158,5,25
0,SDM,2009,SDM 2009 05 15 19 56 01 via D Houtz.JPG,2551,2013,3997,3997,1694,4047,2.644090909,4004,3.538884848,4000,2.736424242,4050,3.740339394,4067,2062,1897,595.66787,0,3.950187879,5,15
0,DY2,2010,DY2 2010 05 01 14 29 39 via D Houtz.JPG,2188,1649,1938,4040,1754,4024,2.947975845,4119,3.795033816,4143,2.735207729,4088,3.389570048,4081,2130,1923,747.2924188,2.812821256,3.03763285,5,1
0,CP1,2017,CP1 2017 05 23 17 17 58 via D Houtz.JPG,2232,3322,3370,3427,1275,3247,0,3291,1.293554487,3332,1.335282051,3330,-0.276112179,1851,2166,1854,1126.353791,0.050605769,1.750782051,5,23
0,GIT,2007,GIT 2007 05 03 13 10 15 via D Houtz.JPG,2055,2055,2055,2055,2055,2055,,2055,,2055,,2055,,2055,2055,2055,0,,,5,3
0,NSE,1999,NSE 1999 _PRE J Box.jpg,2346,1826,2440,2880,1530,2896,1.604970588,2825,2.989970588,2826,1.681009804,2872,3.076872549,2862,2340,2238,368.2310469,1.194901961,3.709627451,_P,E 
0,NSE,2021,NSE 2021 06 19b GEUS AWS Box.jpg.jpg,838,439,881,1582,486,1596,2.427473118,1571,3.687376344,1597,2.612139785,1601,3.630784946,1593,841,748,335.7400722,2.087924731,3.306129032,6,19
0,JAR,2008,JAR 2008 05 08 21 07 00 via D Houtz.JPG,2403,1726,1933,2537,1716,2269,0.313400641,2711,1.09024359,2726,0.213964744,2341,0.798150641,2352,1821,1509,1126.353791,0.53624359,0.490964744,5,8
0,PET,2003,PET 2003 05 PET ELA K Steffen-2.jpg,1107,690,1259,1526,1177,1429,1.112859649,1415,2.02404386,1422,1.251359649,1525,2.40795614,1525,1067,953,411.5523466,0.648763158,0.612315789,5,PE
0,TUN,2013,TUN 2013 05 28 15 13 17 via D Houtz.JPG,2359,1949,2376,3171,2162,3100,1.925627586,3229,2.777641379,3225,1.581765517,3105,2.357365517,3106,2356,2211,523.465704,1.518724138,1.791903448,5,28
0,NSE,2021,NSE 2021 06 19 J Box.jpg,1058,1058,1058,1058,1058,1058,,1058,,1058,,1058,,1058,1058,1058,0,,,6,19
0,NUL,2021,NUL 2021 09 10.jpg,895,306,885,885,308,975,0,886,2.19680198,976,1.980138614,978,1.993851485,976,270,169,364.6209386,0,1.82929703,9,10
0,SW1,2014,SW1 2014 05 04 07 46 34 via D Houtz.JPG,3450,396,4053,4053,4053,4053,1.454734266,4067,7.182629371,4059,1.485727273,4082,7.539048951,4109,3445,3302,516.2454874,0,0,5,4
0,NEM,2007,NEM 2007 05 03 14 41 44 via D Houtz.JPG,2051,1380,2117,2318,1575,2497,0.711144231,2302,1.578100962,2349,0.736447115,2487,1.735245192,2555,1972,1764,750.9025271,0.267677885,1.227855769,5,3
0,NAE,2022,NAE 2022 05 26a Ahlstr›m.jpg,888,607,913,1089,1089,1089,,1089,,1089,,1089,,1089,1089,1089,0,inf,,5,26
0,NAU,2013,NAU 2013 05 25 12 17 37 via D Houtz.JPG,1967,1508,1609,2989,1072,3095,2.938838095,3020,4.03892381,3022,3.321361905,3098,4.540161905,3095,2004,1899,379.0613718,3.640571429,5.336866667,5,25
0,SWC,2020,SWC 2020 08 10 14 07 44 via J Box.JPG,1470,263,1515,2245,1509,2268,4.191584906,2230,10.57303774,2239,4.301339623,2232,10.60962264,2228,1482,1429,191.3357401,3.815283019,3.966849057,8,10
0,SUM,2019,SUM 2019 04 28 22 28 15 via D Houtz.JPG,4743,3561,3887,6321,3437,6587,1.374371703,6494,2.141601918,6462,1.353779376,6383,2.103074341,6389,4827,4410,1505.415162,1.616829736,2.092446043,4,28
0,JAR,2006,JAR 2006 05 16 13 15 50 via D Houtz.JPG,2045,1458,1634,2173,1540,2130,0.394689119,2068,1.178326425,2062,0.453533679,2190,1.324720207,2184,1429,1236,696.7509025,0.773590674,0.846787565,5,16
0,TUN,2011,TUN 2011 06 02 08 30 16 via D Houtz.JPG,2104,1766,2126,3083,1848,3039,2.658183486,3059,3.458688073,3049,2.609899083,3026,3.420568807,3009,2119,2010,393.5018051,2.432009174,3.026669725,6,2
0,SW1,2002,SW1 2002 via J Box.jpg,539,197,652,652,652,652,1.939,655,7.125055556,649,1.862055556,648,7.140444444,647,542,524,64.98194946,0,0,vi, J
0,NUU,2021,NUU 2021 09 10-2.jpg,1268,388,1248,1248,448,1253,0,1250,1.992746269,1243,0,1230,1.912126866,1253,403,269,483.7545126,0,1.664067164,9,10
0,SDL,2003,SDL 2003 XX XXb J Box.JPG,652,500,697,713,490,685,0.639230769,689,1.612282051,682,0.610820513,711,1.761435897,716,638,599,140.7942238,0.113641026,1.385,XX,XX
0,PET,2016,PET 2016 05 26 16 23 22 via D Houtz.JPG,1741,1274,1852,3181,1885,3146,2.987496296,3086,3.863637037,3085,3.360933333,3199,4.306837037,3181,1751,1616,487.3646209,2.726911111,2.587385185,5,26
0,JR2,1999,JR2 1999 06 02 post Nicolas Cullen-7.jpg,820,536,836,836,611,849,0.235861386,806,1.154623762,864,0.266029703,867,0.907792079,792,543,442,364.6209386,0,0.652732673,6,2
0,HUM,1999,HUM 1999 J Box c.jpg,2278,1358,1515,2254,1350,2175,0.366535354,2324,1.642414141,2328,0,2188,1.436762626,2194,1354,1156,714.801444,1.033853535,1.154166667,J ,ox
0,SUM,2019,SUM 2019 04 28 22 28 15 via D Houtz.JPG,4743,3561,3887,6321,3437,6587,1.374371703,6494,2.141601918,6462,1.353779376,6383,2.103074341,6389,4827,4410,1505.415162,1.616829736,2.092446043,4,28
0,JAR,2006,JAR 2006 05 16 13 15 50 via D Houtz.JPG,2045,1458,1634,2173,1540,2130,0.394689119,2068,1.178326425,2062,0.453533679,2190,1.324720207,2184,1429,1236,696.7509025,0.773590674,0.846787565,5,16
0,TUN,2011,TUN 2011 06 02 08 30 16 via D Houtz.JPG,2104,1766,2126,3083,1848,3039,2.658183486,3059,3.458688073,3049,2.609899083,3026,3.420568807,3009,2119,2010,393.5018051,2.432009174,3.026669725,6,2
0,SW1,2002,SW1 2002 via J Box.jpg,539,197,652,652,652,652,1.939,655,7.125055556,649,1.862055556,648,7.140444444,647,542,524,64.98194946,0,0,vi, J
0,NUU,2021,NUU 2021 09 10-2.jpg,1268,388,1248,1248,448,1253,0,1250,1.992746269,1243,0,1230,1.912126866,1253,403,269,483.7545126,0,1.664067164,9,10
0,SDL,2003,SDL 2003 XX XXb J Box.JPG,652,500,697,713,490,685,0.639230769,689,1.612282051,682,0.610820513,711,1.761435897,716,638,599,140.7942238,0.113641026,1.385,XX,XX
0,PET,2016,PET 2016 05 26 16 23 22 via D Houtz.JPG,1741,1274,1852,3181,1885,3146,2.987496296,3086,3.863637037,3085,3.360933333,3199,4.306837037,3181,1751,1616,487.3646209,2.726911111,2.587385185,5,26
0,JR2,1999,JR2 1999 06 02 post Nicolas Cullen-7.jpg,820,536,836,836,611,849,0.235861386,806,1.154623762,864,0.266029703,867,0.907792079,792,543,442,364.6209386,0,0.652732673,6,2
0,HUM,1999,HUM 1999 J Box c.jpg,2278,1358,1515,2254,1350,2175,0.366535354,2324,1.642414141,2328,0,2188,1.436762626,2194,1354,1156,714.801444,1.033853535,1.154166667,J ,ox
0,JAR,2019,JAR 2019 05 04 14 56 45 via D Houtz.JPG,2094,1409,2255,3313,1432,3333,1.60817004,3322,2.302352227,3337,1.678821862,3385,2.310202429,3250,2123,1876,891.6967509,1.186502024,2.131890688,5,4
0,EGP,2016,EGP 2016 05 24 22 40 17 via D Houtz.JPG,2343,1433,2464,4409,2470,4150,2.990940476,4085,4.387482143,4173,3.930761905,4419,5.760940476,4434,1673,1505,606.4981949,3.206934524,2.77,5,24
0,JAR,2020,JAR 2020 08 07c J Box.jpg,1604,354,1591,1591,420,1687,0,1596,2.673496774,1686,0,1589,2.319651613,1687,340,185,559.566787,0,2.264251613,8,7
0,SUM,2004,SUM 2004 04 04 12 09 14 via D Houtz.JPG,1205,934,1016,1353,783,1344,0.699789474,1343,1.422905263,1334,0.667715789,1356,1.472473684,1352,938,843,342.9602888,0.982621053,1.635757895,4,4
0,NGP,1998,NGP 1998 B J Box.jpg,1933,965,1071,1075,331,331,0,1742,0,613,0,1712,0,663,952,591,1303.249097,0.003069252,0,B , B
0,HUM,1999,HUM 1999 J Box b.jpg,3553,2353,2616,3594,2340,3774,0.356758755,3625,1.628587549,3639,0.388015564,3665,1.744992218,3671,2370,2113,927.7978339,1.054108949,1.545595331,J ,ox
0,SWC,2005,SWC 2005 05 16 J Box.JPG,1603,1317,1400,1852,1389,1861,1.273430556,1882,2.362194444,1902,1.119541667,1821,1.950541667,1821,1621,1549,259.9277978,1.738944444,1.815888889,5,16
0,JAR,2010,JAR 2010 05 12 12 18 57 via D Houtz.JPG,2456,1812,2021,3889,1812,4191,1.945953975,3927,2.661054393,3963,2.03867364,3996,2.767682008,4007,2480,2241,862.8158845,2.165004184,2.757251046,5,12
0,HUM,2015,HUM 2015 05 20 19 07 53 via D Houtz.JPG,2362,1493,2494,3184,2171,3018,1.161269231,3168,2.044473077,3183,1.085626923,3124,2.072173077,3121,2332,2072,938.6281588,0.735115385,0.902380769,5,20
0,NAU,2015,NAU 2015 01 01 01 44 41 via D Houtz.JPG,6130,4175,4750,6131,2906,6396,0,6147,1.423137681,5944,0.148536232,6243,1.638582126,6220,4203,3789,1494.584838,0.924002415,2.335096618,1,1
0,HUM,1999,HUM 1999 _POST J Box-2.jpg,1753,1208,1748,2452,1603,2472,1.355432584,2450,2.239342697,2460,1.322752809,2440,2.163089888,2448,1752,1574,642.599278,1.095550562,1.352320225,_P,ST
0,NGP,2005,NGP 2005 05 25c pre K Steffen.jpg,2530,1874,1605,2597,1260,2593,0.498834746,2761,1.313402542,2762,0.431932203,2674,1.150254237,2675,2569,2333,851.9855596,1.164338983,1.564580508,5,25
0,CP1,2007,CP1 2007 04 26 Koni.JPG,2203,1585,1927,2719,772,2966,1.428736842,2849,2.513046053,2823,1.527144737,2882,2.644256579,2863,1592,1440,548.7364621,1.443315789,3.998276316,4,26
0,GIT,2017,GIT 2017 07 30 17 05 18 via H Machguth.JPG,3337,3337,3337,3337,3337,3337,,3337,,3337,,3337,,3337,3337,3337,0,,,7,30
0,DY2,2006,DY2 2006 05 07b post.jpg,937,706,855,1628,1649,1649,2.612139785,1680,3.377612903,1681,2.192172043,1625,2.817655914,1624,893,800,335.7400722,2.302376344,0,5,7
0,JR3,2002,JR3 2002 b JBox.JPG,315,225,492,492,245,491,2.098807692,492,3.047,495,2.066846154,488,3.025692308,489,320,294,93.86281588,0,2.620846154,b ,Bo
0,NGP,1997,NGP 1997 J Box.jpg,1447,1056,1521,2058,1032,2053,1.86144,2034,2.94174,2029,1.88083,2045,3.02761,2058,1055,955,361.0108303,1.48749,2.82817,J ,ox
0,NSE,2013,NSE 2013 05 22 05 40 33 via D Houtz.JPG,2412,1819,2680,2818,1937,2544,0.757028409,2842,1.567568182,2688,0,2734,1.347227273,2561,2527,2351,635.3790614,0.217193182,0.955335227,5,22
0,NSE,2018,NSE 2018 b.JPG,5013,3687,5345,6973,4014,6803,1.823103858,6987,3.051109792,7024,1.745017804,6884,2.862059347,6898,3654,3317,1216.606498,1.338148368,2.292442136,b.,PG
0,SUM,1999,SUM 1999 b.jpg,1742,1412,1533,1776,1450,1758,0.438787611,1786,1.137415929,1794,0.384858407,1809,1.188893805,1819,1719,1606,407.9422383,0.595672566,0.75500885,b.,pg
0,HUM,2011,HUM 2011 06 01 08 00 38 via D Houtz.JPG,1798,1231,1873,3021,1709,3064,2.28826087,3095,3.224641304,3098,2.164815217,3085,2.885918478,3053,1760,1576,664.2599278,1.72823913,2.03986413,6,1
0,NSE,2016,NSE 2016 05 20 17 17 43 via D Houtz.JPG,3779,2374,3969,3969,2931,4057,0.4674375,3817,1.396803977,3697,0.30296875,4013,1.252795455,3734,2246,1894,1270.758123,0,0.886085227,5,20
0,HUM,2010,HUM 2010 05 07 12 47 01 via D Houtz.JPG,2150,1478,2245,3863,2031,3884,2.675539171,3996,3.668654378,4027,2.47640553,3903,3.289534562,3903,2118,1901,783.3935018,2.065373272,2.36535023,5,7
0,CP1,2005,CP1 2005 05 02 20 01 51 via J Box.JPG,1013,840,928,1460,677,1467,3.360447368,1447,4.490315789,1444,3.520815789,1452,4.811052632,1448,1021,983,137.1841155,3.878,5.758684211,5,2
0,JR3,2003,JR3 2003 06 03post K Steffen.jpg,1075,528,1291,1291,637,1318,0.769013986,1320,1.764664336,1318,0.75158042,1296,1.803405594,1287,1058,915,516.2454874,0,1.31913986,6,3
0,TUN,1996,TUN 1996 B J Box-2.jpg,2142,1543,2245,2850,1761,2721,1.864330435,2791,3.17466087,2782,1.967904348,2866,3.653991304,2856,1585,1470,415.1624549,1.45726087,2.312347826,B , B
0,NEM,2008,NEM 2008 08 14 02 02 45 via D Houtz.JPG,124,83,133,183,95,185,1.2742,179,2.086733333,181,1.2188,182,2.012866667,183,124,109,54.15162455,0.923333333,1.662,8,14
0,DY2,1998,DY2 1998 04 27b pre2 J Box.jpg,2133,1500,1633,2213,1451,2085,0.355536398,2251,1.061302682,2251,0.367210728,2261,1.03689272,2256,2165,1904,942.2382671,0.615555556,0.6728659,4,27
0,DY2,2017,DY2 2017 05 22 22 06 26 via D Houtz.JPG,1676,1468,1581,2327,1469,2358,2.50891954,2341,3.228482759,2331,0,2326,2.811390805,2325,1637,1550,314.0794224,2.375195402,2.830494253,5,22
0,HUM,2015,HUM 2015 05 20 21 51 28 via D Houtz.JPG,1491,477,1688,4523,1318,4517,2.955835443,4524,3.968287975,4544,2.97775,4570,3.712325949,4533,1453,1137,1140.794224,2.485110759,2.804186709,5,20
0,SDL,2009,SDL 2009 04 26 12 02 38 via D Houtz.JPG,3696,2674,2911,3638,2933,3640,0.209936842,3710,1.241154386,3663,0.22257193,3678,1.140073684,3644,2663,2378,1028.880866,0.706592982,0.687154386,4,26
0,NGP,2005,NGP 2005 05 26d pre J Box.JPG,1547,1136,982,1587,787,1588,0.47644,1700,1.300053333,1695,0.480133333,1646,1.159706667,1651,1134,984,541.5162455,1.117233333,1.47918,5,26
