102,170,0,2.956,6.387,1.172,-6999
102,170,300,7.4,9.02,-5.57,-6999
102,170,600,8.08,9.19,-3.931,-6999
102,170,900,9.27,10.66,-4.804,-6999
102,170,1200,9.91,10.69,-1.746,-6999
102,170,1500,7.6,9.18,2.549,-6999
102,170,1800,6.39,7.4,3.118,-6999
102,170,2100,4.612,6.194,.838,-6999
102,171,0,1.578,2.617,-.939,138.1
102,171,300,3.203,4.566,-6.85,108.2
102,171,600,4.912,5.721,-15.57,88.4
102,171,900,5.916,6.555,-6.792,102.3
102,171,1200,6.497,7.4,-2.049,111.2
102,171,1500,6.797,7.73,.738,134.2
102,171,1800,6.187,7.22,1.741,129.1
102,171,2100,4.969,5.908,.335,100.6
102,172,0,5.155,5.639,-6.24,95.6
102,172,300,4.922,5.473,-8.91,115.3
102,172,600,6.169,7.09,-9.18,113.6
102,172,900,7.09,8.32,-6.419,113.5
102,172,1200,8.12,8.91,-.571,110.8
102,172,1500,7.48,7.85,4.626,146.6
102,172,1800,5.133,6.829,8.8,187.5
102,172,2100,1.831,2.919,5.017,221.4
102,173,0,2.407,3.249,-1.944,129.1
102,173,300,3.941,5.207,-5.641,99.2
102,173,600,6.453,7.33,-4.973,102.5
102,173,900,7.93,8.96,-3.024,107.1
102,173,1200,9.52,10.53,.302,106.3
102,173,1500,6.393,9.12,5.831,288.8
102,173,1800,3.82,4.331,3.718,247.6
102,173,2100,3.212,3.788,3.318,220.6
102,174,0,2.591,3.221,1.744,133.3
102,174,300,.995,1.483,1.544,255.5
102,174,600,1.151,2.402,1.242,425.7
102,174,900,2.198,3.03,1.845,381.1
102,174,1200,2.737,3.278,3.755,7.87
102,174,1500,2.815,3.581,4.086,416.7
102,174,1800,2.275,3.162,3.482,442.8
102,174,2100,1.73,2.418,3.182,367.8
102,175,0,1.401,2.119,2.078,41.03
102,175,300,2.166,3.656,-.302,79.6
102,175,600,4.257,7.4,-3.458,119.9
102,175,900,6.613,9.23,.672,122.5
102,175,1200,8.49,9.17,5.534,111.7
102,175,1500,6.337,8.12,10.11,209.8
102,175,1800,5.202,5.734,11.03,126.1
102,175,2100,4.305,5.337,9.36,99.8
102,176,0,5.156,7.28,4.721,97.9
102,176,300,7.47,8.66,-.604,97.8
102,176,600,7.48,8.62,-2.283,101.5
102,176,900,8.76,9.36,-.504,112.8
102,176,1200,9.47,10.53,2.148,106.2
102,176,1500,8.69,9.16,6.603,129.5
102,176,1800,8.54,9.01,7.9,131.9
102,176,2100,8.94,9.25,7.4,130.4
102,177,0,8.74,9.11,5.295,119.4
102,177,300,8.91,9.31,2.885,122.1
102,177,600,9.38,9.89,.302,113
102,177,900,9.52,9.98,1.779,121.1
102,177,1200,9.78,10.7,5.534,130.8
102,177,1500,8.64,8.97,8.64,129.8
102,177,1800,8.28,8.99,10.27,123.5
102,177,2100,7.02,7.37,9.64,120.4
102,178,0,6.891,8.01,6.666,109.9
102,178,300,8.15,8.92,2.347,102.1
102,178,600,8.36,9.02,.772,108.2
102,178,900,8.59,9.15,1.846,102.2
102,178,1200,8.97,9.3,5.266,108.8
102,178,1500,7.71,8.15,9.01,120.6
102,178,1800,6.842,7.7,11.24,122.9
102,178,2100,5.144,5.979,10.03,101.5
102,179,0,4.785,5.629,5.659,110.4
102,179,300,6.243,6.767,1.845,103.7
102,179,600,7.54,7.94,.503,107.3
102,179,900,8.08,8.43,1.645,105.6
102,179,1200,8.12,8.59,5.534,122.6
102,179,1500,7.72,8.12,8.68,120.7
102,179,1800,6.66,7.34,10.54,126.8
102,179,2100,5.032,5.843,10.07,125.5
102,180,0,4.035,5.646,5.86,101.6
102,180,300,5.758,7.07,1.945,102.3
102,180,600,7.3,8.39,.436,102.7
102,180,900,8.47,9.38,2.685,104.4
102,180,1200,9.03,9.74,5.634,106
102,180,1500,8.12,8.88,9.85,115.4
102,180,1800,6.798,7.35,11.71,126.2
102,180,2100,5.749,6.593,11.3,119.9
102,181,0,5.852,7.11,7.9,113.5
102,181,300,7.31,8.27,3.588,104.7
102,181,600,8.86,9.35,1.443,106.2
102,181,900,8.59,9.51,2.349,105.7
102,181,1200,7.95,8.5,6.471,118.1
102,181,1500,6.686,7.51,9.75,142.6
102,181,1800,4.961,5.962,10.58,158.5
102,181,2100,3.03,3.965,10.4,153
102,182,0,2.272,3.12,5.76,135.5
102,182,300,3.089,3.931,-1.342,98.2
102,182,600,4.731,5.936,2.45,121.2
102,182,900,6.889,7.5,2.919,122
102,182,1200,6.74,7.43,5.03,132.7
102,182,1500,7.25,7.9,7.44,140.4
102,182,1800,5.139,6.896,9.61,135.9
