  166.875   3.23   3.58   2.90  -2.60  -2.42  -2.78  -2.19  -2.03  -2.36   97.1   98.1   96.2  332.2  876.6
  167.000   3.80   4.24   3.12  -3.04  -2.60  -3.65  -2.68  -2.27  -3.23   99.2  100.2   98.4  358.8  875.3
  167.125   3.33   4.25   1.99  -3.90  -3.65  -4.15  -3.45  -3.29  -3.72  100.7  100.9  100.3  349.2  874.1
  167.250   2.69   3.47   1.04  -3.90  -3.82  -4.07  -3.45  -3.38  -3.58  100.6  100.8  100.5    5.1  873.2
  167.375    .81   2.00    .34  -3.56  -2.95  -3.90  -3.04  -2.36  -3.42   99.7  100.5   98.2    5.7  873.1
  167.500    .46   1.13    .00    .37   4.30  -2.95   1.72   4.66  -2.27   82.7   98.0   70.8  255.2  873.1
  167.625   1.24   1.81    .74    .18   2.48  -1.06   1.07   2.32   -.10   82.4   86.1   77.5  259.6  873.3
  167.750    .30    .86    .02   4.52   8.73    .57   5.82   9.33   1.50   61.4   80.6   46.8  243.2  873.7
  167.875    .23    .88    .00   4.30   6.80   1.16   4.58   6.72   1.01   60.5   71.2   54.8  206.7  874.4
  168.000    .62   1.66    .00   -.30   3.86  -3.56    .45   4.26  -2.24   78.8   96.4   56.9   35.8  874.9
  168.125   3.11   4.10   1.19  -6.02  -3.73  -8.00  -4.80  -2.29  -7.07   93.4   96.2   90.7   83.0  874.8
  168.250   3.73   4.38   3.15  -8.58  -8.00  -8.94  -7.03  -6.00  -7.74   89.6   90.8   88.0   84.6  875.0
  168.375   4.61   5.54   2.88  -8.79  -8.51  -9.08  -7.74  -6.21  -8.16   85.4   88.0   82.8   96.1  875.2
  168.500   5.38   5.87   4.81  -6.65  -4.65  -8.36  -5.87  -4.05  -7.58   81.8   83.0   80.3  106.8  875.2
  168.625   4.20   4.52   3.77  -2.87  -1.70  -4.41  -2.53  -1.52  -3.65   78.4   81.3   75.6  129.4  874.7
  168.750   3.02   3.74   2.31  -1.15   -.40  -1.70  -1.00   -.58  -1.45   72.9   75.3   70.9  145.3  873.9
  168.875   1.64   2.86    .42    .18   2.48  -1.43   -.34    .83  -1.06   73.6   75.4   71.7  133.6  873.8
  169.000   1.94   2.30   1.39  -3.22  -1.34  -5.06  -1.89  -1.31  -2.91   77.0   80.5   74.4  108.7  874.0
