21	2007	91	0	-13.24
21	2007	91	100	-13.11
21	2007	91	200	-12.14
21	2007	91	300	-11.82
21	2007	91	400	-11.92
21	2007	91	500	-11.78
21	2007	91	600	-11.04
21	2007	91	700	-9.61
21	2007	91	800	-8.97
21	2007	91	900	-8.87
21	2007	91	1000	-8.89
21	2007	91	1100	-8.35
21	2007	91	1200	-7.81
21	2007	91	1300	-7.17
21	2007	91	1400	-6.846
21	2007	91	1500	-6.97
21	2007	91	1600	-7.32
21	2007	91	1700	-7.62
21	2007	91	1800	-8.12
21	2007	91	1900	-8.19
21	2007	91	2000	-8.63
21	2007	91	2100	-8.77
21	2007	91	2200	-8.69
21	2007	91	2300	-10.07
21	2007	92	0	-9.16
21	2007	92	100	-7.85
21	2007	92	200	-7.99
21	2007	92	300	-7.02
21	2007	92	400	-6.383
21	2007	92	500	-6.082
21	2007	92	600	-5.959
21	2007	92	700	-5.861
21	2007	92	800	-5.729
21	2007	92	900	-5.786
21	2007	92	1000	-5.64
21	2007	92	1100	-5.422
21	2007	92	1200	-8.06
21	2007	92	1300	-13.2
21	2007	92	1400	-14.03
21	2007	92	1500	-14.24
21	2007	92	1600	-13.85
21	2007	92	1700	-13.95
21	2007	92	1800	-14.71
21	2007	92	1900	-15.46
21	2007	92	2000	-16.2
21	2007	92	2100	-16.95
21	2007	92	2200	-17.45
21	2007	92	2300	-17.87
21	2007	93	0	-18.34
21	2007	93	100	-18.69
21	2007	93	200	-18.99
21	2007	93	300	-18.98
21	2007	93	400	-19.01
21	2007	93	500	-19.35
21	2007	93	600	-19.67
21	2007	93	700	-20.11
21	2007	93	800	-20.76
21	2007	93	900	-21.05
21	2007	93	1000	-22.03
21	2007	93	1100	-23.48
21	2007	93	1200	-21.23
21	2007	93	1300	-22.1
21	2007	93	1400	-22.08
21	2007	93	1500	-22.68
21	2007	93	1600	-22.16
21	2007	93	1700	-22.24
21	2007	93	1800	-22.56
21	2007	93	1900	-23.87
21	2007	93	2000	-25.77
21	2007	93	2100	-27.77
21	2007	93	2200	-27.96
21	2007	93	2300	-28.9
21	2007	94	0	-27.21
