  Jul.Day  S1(up) S2(up)   S(dw)   Alb1  Alb2  net_rad
  170.083    14.6    17.4    15.7 107.  90.  -48.6
  170.125    16.5    20.9    19.4 117.  93.  -45.8
  170.167    22.7    25.4    22.5  99.  88.  -40.4
  170.208    22.6    24.5    21.9  97.  90.  -46.9
  170.250   107.3   110.5    95.0  89.  86.  -34.6
  170.292   191.7   198.0   170.8  89.  86.  -20.8
  170.333   273.6   284.4   242.7  89.  85.  -10.8
  170.375   366.4   380.6   322.1  88.  85.   -6.0
  170.417   460.0   471.1   401.3  87.  85.   -2.5
  170.458   557.3   564.0   475.1  85.  84.     .4
  170.500   638.6   638.5   539.6  84.  85.    5.0
  170.542   700.8   692.3   584.1  83.  84.   12.6
  170.583   737.3   727.6   607.5  82.  83.   18.9
  170.625   747.6   736.6   609.9  82.  83.   29.8
  170.667   732.0   718.7   593.4  81.  83.   39.7
  170.708   689.5   676.5   557.6  81.  82.   36.3
  170.750   623.3   608.9   503.5  81.  83.   20.5
  170.792   537.6   525.7   436.7  81.  83.    7.9
  170.833   442.7   432.3   361.9  82.  84.   -6.8
  170.875   342.9   333.7   280.9  82.  84.  -17.6
  170.917   249.3   240.4   201.4  81.  84.  -27.1
  170.958   169.7    81.2   136.2  80. 168.  -36.3
  171.000   106.0   100.1    84.1  79.  84.  -48.1
  171.042    53.4    54.6    50.8  95.  93.  -55.2
  171.083    14.8    33.0    33.3 225. 101.  -59.8
  171.125    17.8    28.5    28.9 163. 102.  -51.3
  171.167    39.1    38.8    38.1  98.  98.  -51.7
  171.208    69.6    70.3    62.7  90.  89.  -44.5
  171.250    92.5    95.4    81.0  88.  85.  -35.3
  171.292   179.1   185.5   158.8  89.  86.  -21.5
  171.333   270.6   281.5   238.1  88.  85.   -9.5
  171.375   365.6   379.1   318.8  87.  84.   -2.8
  171.417   498.3   512.9   434.8  87.  85.   22.4
  171.458   450.7   459.7   394.8  88.  86.   23.1
  171.500   485.0   494.7   422.8  87.  85.   33.5
  171.542   561.9   569.3   485.9  86.  85.   33.0
  171.583   485.8   496.0   432.9  89.  87.   17.7
  171.625   491.7   502.0   440.0  89.  88.   13.5
  171.667   462.8   473.1   415.6  90.  88.    8.3
  171.708   511.5   519.7   460.6  90.  89.   13.9
  171.750   424.5   433.5   384.9  91.  89.    8.1
  171.792   393.6   397.1   350.3  89.  88.   14.2
  171.833   315.7   319.6   282.0  89.  88.   12.2
  171.875   244.8   245.7   218.0  89.  89.    6.3
  171.917   145.4   148.7   131.6  91.  88.    2.1
  171.958    75.4    78.1    69.1  92.  88.   -2.6
  172.000    44.2    46.0    40.8  92.  89.   -5.1
  172.042    26.4    27.6    24.6  93.  89.   -3.6
  172.083    21.9    22.9    20.2  92.  88.   -2.5
  172.125    10.8    11.3    10.2  95.  90.   -2.7
  172.167    15.1    15.7    14.2  94.  91.   -1.2
  172.208    31.8    33.0    29.9  94.  90.    -.2
  172.250    60.0    61.9    56.1  94.  91.     .6
  172.292    96.1    98.6    89.6  93.  91.     .1
  172.333   133.9   136.8   124.9  93.  91.   -2.6
  172.375   176.3   180.1   165.7  94.  92.   -6.2
  172.417   270.7   276.1   254.7  94.  92.   -8.3
  172.458   310.8   314.3   292.6  94.  93.   -8.7
  172.500   405.5   409.5   382.1  94.  93.  -11.9
  172.542   458.8   467.0   435.5  95.  93.  -13.5
  172.583   551.0   561.7   522.3  95.  93.  -14.3
  172.625   562.9   574.1   533.5  95.  93.  -16.0
  172.667   604.7   611.0   568.3  94.  93.  -11.2
  172.708   578.7   589.4   545.6  94.  93.   -7.7
  172.750   448.7   459.1   425.4  95.  93.   -8.8
  172.792   340.4   346.3   320.2  94.  92.   -6.4
  172.833   316.0   320.2   296.3  94.  93.   -6.3
  172.875   352.7   340.5   309.7  88.  91.  -49.6
  172.917   227.1   216.4   199.8  88.  92.  -33.4
  172.958    89.8    91.0    85.5  95.  94.     .0
  173.000    52.1    54.0    50.0  96.  93.   -1.4
  173.042    27.8    28.9    26.9  97.  93.   -1.0
  173.083    16.8    17.6    16.5  98.  94.   -2.2
  173.125    15.9    16.5    15.5  97.  94.   -2.8
  173.167    21.0    21.9    20.3  97.  93.   -2.8
  173.208    34.2    35.5    32.9  96.  93.   -2.4
  173.250    57.4    59.5    55.1  96.  93.   -1.6
  173.292    88.3    91.2    84.3  96.  92.    -.9
  173.333   133.5   137.7   127.0  95.  92.    -.5
  173.375   196.9   202.1   186.3  95.  92.    -.5
  173.417   298.3   305.4   280.6  94.  92.     .5
  173.458   436.3   445.4   406.0  93.  91.    6.1
  173.500   595.0   601.2   540.1  91.  90.    4.9
  173.542   654.0   657.2   588.3  90.  90.    -.3
  173.583   740.2   731.5   645.5  87.  88.   -9.9
  173.625   749.7   738.1   648.4  86.  88.   -2.4
  173.667   734.1   719.6   630.1  86.  88.    7.5
  173.708   691.3   677.1   591.9  86.  87.    6.4
  173.750   627.5   611.4   535.8  85.  88.   -5.6
  173.792   541.7   529.3   465.1  86.  88.  -14.0
  173.833   446.5   436.2   385.8  86.  88.  -22.9
  173.875   348.0   338.2   301.2  87.  89.  -30.5
  173.917   254.3   244.5   219.0  86.  90.  -37.3
  173.958   173.3    82.9   148.7  86. 179.  -40.8
  174.000   110.7   104.2    93.6  85.  90.  -49.8
  174.042    52.5    53.3    52.4 100.  98.  -56.4
  174.083    16.1    34.0    35.7 222. 105.  -61.3
  174.125    19.6    29.6    31.1 159. 105.  -53.6
  174.167    41.5    41.8    43.1 104. 103.  -55.1
  174.208    68.5    69.3    65.9  96.  95.  -53.6
  174.250   125.3   128.6   115.7  92.  90.  -44.9
  174.292   190.7   197.5   178.7  94.  90.  -36.2
  174.333   274.5   285.8   255.4  93.  89.  -28.8
  174.375   363.7   377.7   334.0  92.  88.  -24.9
  174.417   470.0   483.4   429.4  91.  89.  -16.0
  174.458   572.2   579.6   510.9  89.  88.   -8.5
  174.500   656.5   654.3   579.5  88.  89.   -2.6
  174.542   704.9   699.3   618.3  88.  88.    5.8
  174.583   716.1   708.3   620.4  87.  88.    2.8
  174.625   741.2   734.2   643.9  87.  88.   16.2
  174.667   682.5   681.4   605.0  89.  89.   15.0
  174.708   585.5   587.3   522.8  89.  89.    4.6
  174.750   493.0   493.8   445.1  90.  90.    7.7
  174.792   613.8   607.2   538.2  88.  89.   21.6
  174.833   320.7   321.3   289.7  90.  90.   10.6
  174.875   193.9   199.1   179.7  93.  90.    7.4
  174.917   132.9   136.9   123.8  93.  90.    6.5
  174.958    82.3    85.1    77.2  94.  91.    4.9
  175.000    51.9    53.8    48.9  94.  91.    4.1
  175.042    31.2    32.5    29.6  95.  91.    2.7
  175.083    23.4    24.5    22.1  94.  91.    2.5
  175.125    14.5    15.2    14.0  97.  92.   -2.0
  175.167    16.2    17.3    15.9  98.  92.  -12.5
  175.208    47.2    49.2    44.2  94.  90.   -1.4
  175.250    77.8    80.6    72.7  93.  90.    3.4
  175.292   104.7   108.1    98.8  94.  91.    3.4
  175.333   156.1   160.6   146.7  94.  91.    2.6
  175.375   222.4   223.6   207.7  93.  93.    -.5
  175.417   296.3   296.5   263.0  89.  89.   -1.1
  175.458   357.7   357.9   301.1  84.  84.   -1.0
  175.500   368.8   367.5   302.3  82.  82.   -5.9
  175.542   416.3   422.8   323.5  78.  77.   -4.4
  175.583   434.4   438.7   327.7  75.  75.    3.0
  175.625   444.0   451.5   338.0  76.  75.     .8
  175.667   371.0   381.7   298.6  80.  78.    2.2
  175.708   337.3   352.0   274.9  82.  78.     .3
  175.750   293.3   307.2   245.7  84.  80.    3.8
  175.792   265.6   283.9   225.2  85.  79.    7.8
  175.833   185.9   200.4   158.2  85.  79.    8.9
  175.875   135.2   145.8   116.9  86.  80.    7.4
  175.917    98.0   101.0    79.4  81.  79.    7.3
  175.958    59.5    61.7    48.1  81.  78.    6.5
  176.000    34.3    35.8    26.8  78.  75.    4.2
  176.042    23.2    24.2    17.6  76.  73.   -2.4
  176.083    16.7    17.5    12.6  75.  72.   -8.2
  176.125    15.2    15.8    11.5  76.  73.   -8.4
  176.167    22.8    23.3    17.4  76.  75.   -7.4
  176.208    38.5    39.7    29.9  77.  75.  -20.7
  176.250    41.1    43.1    33.0  80.  77.  -31.3
  176.292    98.3   102.4    78.7  80.  77.  -34.0
  176.333   224.1   232.1   180.7  81.  78.  -20.3
  176.375   326.9   338.3   266.9  82.  79.   -1.2
  176.417   464.8   478.3   382.9  82.  80.   20.9
  176.458   531.3   540.8   431.4  81.  80.   25.2
  176.500   536.3   544.6   437.4  82.  80.   29.0
  176.542   684.7   686.8   545.3  80.  79.   55.6
  176.583   784.8   781.5   603.3  77.  77.   66.2
  176.625   758.2   751.8   572.6  76.  76.   84.7
  176.667   713.1   708.1   535.7  75.  76.   96.0
  176.708   688.9   679.7   511.3  74.  75.   97.4
  176.750   619.0   607.2   461.3  75.  76.   77.5
  176.792   539.5   530.6   404.9  75.  76.   60.6
  176.833   390.8   381.8   297.0  76.  78.   26.2
  176.875   343.2   333.2   261.0  76.  78.   15.4
  176.917   246.6   237.1   187.1  76.  79.   -6.2
  176.958   162.7    82.0   123.1  76. 150.  -22.8
  177.000   102.0    95.7    76.2  75.  80.  -40.8
  177.042    50.6    50.6    44.6  88.  88.  -53.2
  177.083    15.7    31.0    29.4 188.  95.  -60.3
  177.125    17.9    26.7    25.7 144.  96.  -54.5
  177.167    34.5    33.7    32.2  93.  96.  -56.7
  177.208    64.1    63.3    55.9  87.  88.  -50.9
  177.250   116.8   118.7    98.0  84.  83.  -34.9
  177.292   182.5   187.7   156.0  85.  83.  -19.6
  177.333   271.0   280.6   228.7  84.  81.   -5.6
  177.375   455.2   467.3   376.0  83.  80.   24.4
  177.417   397.5   407.5   328.7  83.  81.   15.1
  177.458   567.1   574.9   454.5  80.  79.   26.4
  177.500   643.2   649.8   513.6  80.  79.   41.6
  177.542   423.2   431.7   359.4  85.  83.   26.3
  177.583   306.2   311.6   254.9  83.  82.     .0
  177.625   370.8   374.9   280.7  76.  75.    5.7
  177.667   402.9   405.3   300.8  75.  74.   12.8
  177.708   524.6   531.8   403.8  77.  76.   15.3
  177.750   498.8   506.2   400.8  80.  79.   17.0
  177.792   326.9   334.8   274.1  84.  82.   12.5
  177.833   266.4   273.4   226.9  85.  83.    7.9
  177.875   221.2   223.1   187.5  85.  84.    4.3
  177.917   119.3   115.1    98.8  83.  86.  -40.3
  177.958    77.2    48.6    64.3  83. 132.  -45.3
  178.000    83.5    78.0    67.6  81.  87.  -47.6
  178.042    52.5    52.2    49.9  95.  96.  -53.4
  178.083    14.9    31.2    32.2 216. 103.  -55.8
  178.125    17.5    27.1    28.0 160. 103.  -49.1
  178.167    37.6    36.8    37.0  98. 100.  -53.6
  178.208    68.0    67.8    62.5  92.  92.  -50.8
  178.250   101.7   103.9    89.6  88.  86.  -37.3
  178.292   173.7   179.2   155.3  89.  87.  -24.8
  178.333   262.6   271.8   232.7  89.  86.  -16.3
  178.375   322.6   334.1   282.9  88.  85.  -11.6
  178.417   419.7   431.1   365.2  87.  85.    -.1
  178.458   430.9   439.2   370.6  86.  84.    2.1
  178.500   576.6   584.1   494.0  86.  85.   14.2
  178.542   672.3   673.2   564.2  84.  84.   13.8
  178.583   741.2   736.1   600.8  81.  82.   18.7
  178.625   658.1   656.9   526.2  80.  80.   24.0
  178.667   684.3   675.6   533.0  78.  79.   37.6
  178.708   564.8   564.4   453.2  80.  80.   43.8
  178.750   367.6   375.7   312.7  85.  83.   15.6
  178.792   300.0   307.2   256.0  85.  83.   11.9
  178.833   268.5   275.2   229.5  85.  83.   11.5
  178.875   211.2   216.4   184.1  87.  85.    3.0
  178.917   120.2   124.5   109.5  91.  88.     .4
  178.958    84.6    80.7    78.6  93.  97.    1.6
  179.000    53.0    49.7    49.9  94. 100.    -.2
  179.042    28.1    26.5    26.7  95. 101.    -.8
  179.083    18.0    17.2    17.3  96. 101.   -1.2
  179.125    14.9    14.1    14.3  96. 102.   -1.7
  179.167    19.5    18.5    18.7  96. 101.   -1.6
  179.208    31.4    29.6    30.0  95. 101.   -1.3
  179.250    46.3    43.6    44.1  95. 101.   -1.4
  179.292    65.1    60.7    61.3  94. 101.   -2.8
  179.333   156.3   142.5   142.8  91. 100.     .2
  179.375   239.5   214.0   214.3  89. 100.    5.2
  179.417   355.7   327.2   323.3  91.  99.    6.0
  179.458   435.9   408.0   400.4  92.  98.     .6
  179.500   513.4   503.6   473.9  92.  94.   -4.0
  179.542   606.9   621.3   555.2  91.  89.    1.9
  179.583   662.7   677.7   601.1  91.  89.    6.7
  179.625   690.3   695.6   607.0  88.  87.    -.9
  179.667   673.5   671.3   577.5  86.  86.   -3.0
  179.708   700.9   692.5   590.7  84.  85.    5.3
  179.750   449.1   445.9   386.5  86.  87.   -3.5
  179.792   465.1   471.3   413.9  89.  88.    5.2
  179.833   472.6   467.0   407.7  86.  87.    4.4
  179.875   407.6   396.9   343.9  84.  87.   -2.0
  179.917   243.4   232.9   203.2  83.  87.  -32.2
  179.958   126.2   123.0   111.5  88.  91.   -4.8
  180.000    64.6    66.4    58.0  90.  87.   -5.0
  180.042    36.6    39.3    34.8  95.  89.  -25.7
  180.083    24.5    26.0    23.1  94.  89.  -14.1
  180.125    17.8    18.7    16.6  94.  89.  -10.5
  180.167    18.6    19.5    17.5  94.  90.   -3.0
  180.208    23.2    24.4    22.0  95.  90.   -4.0
  180.250    39.0    40.8    36.9  95.  90.   -2.0
  180.292    72.3    75.3    67.7  94.  90.    -.7
  180.333   132.2   136.8   122.8  93.  90.    2.2
  180.375   236.8   244.1   218.8  92.  90.    4.9
  180.417   300.2   308.5   277.2  92.  90.    3.6
  180.458   372.7   381.7   343.5  92.  90.    3.1
  180.500   444.3   454.7   408.6  92.  90.    2.2
  180.542   478.7   490.0   441.1  92.  90.    1.6
  180.583   523.0   535.1   483.1  92.  90.     .2
  180.625   520.7   532.5   480.7  92.  90.   -3.4
  180.667   523.4   535.1   482.3  92.  90.     .0
  180.708   459.6   470.4   427.1  93.  91.   -5.2
  180.750   462.3   471.7   424.4  92.  90.    5.1
  180.792   363.6   370.9   334.7  92.  90.    3.3
  180.833   401.3   404.6   364.7  91.  90.    6.3
  180.875   239.6   244.8   221.6  92.  91.    3.5
  180.917   135.0   139.6   126.3  94.  90.    1.9
  180.958    84.3    87.5    79.2  94.  91.    1.7
  181.000    55.8    58.0    52.5  94.  91.     .9
  181.042    28.6    30.0    27.2  95.  91.    -.5
  181.083    15.7    16.4    15.0  96.  92.   -1.1
  181.125    13.1    13.8    12.6  96.  92.   -1.2
  181.167    18.1    19.0    17.3  95.  91.    -.3
  181.208    30.7    32.1    29.0  95.  90.     .8
  181.250    55.5    57.9    52.1  94.  90.    -.3
  181.292   126.3   131.8   116.8  93.  89.     .9
  181.333   236.7   247.0   218.0  92.  88.    6.3
  181.375   291.0   303.3   266.9  92.  88.   -6.2
  181.417   407.0   415.6   371.7  91.  89.   -2.0
  181.458   555.3   564.4   495.5  89.  88.  -23.5
  181.500   634.3   636.4   561.4  89.  88.  -55.6
  181.542   696.1   690.5   605.3  87.  88.  -65.3
  181.583   733.2   726.0   632.0  86.  87.  -48.8
  181.625   743.6   735.3   636.0  86.  87.  -42.0
  181.667   727.2   717.1   619.7  85.  86.  -19.2
  181.708   685.5   674.8   582.6  85.  86.   15.2
  181.750   620.1   607.5   526.1  85.  87.    9.1
  181.792   536.2   524.9   455.7  85.  87.   -6.9
  181.833   441.1   430.3   376.2  85.  87.  -17.2
  181.875   342.7   332.2   292.9  85.  88.  -22.4
  181.917   249.0   238.5   211.2  85.  89.  -29.4
  181.958   168.8    81.6   141.5  84. 173.  -33.4
  182.000   104.8    96.9    86.1  82.  89.  -42.1
  182.042    52.5    51.0    50.5  96.  99.  -49.6
  182.083    13.6    29.8    31.7 232. 106.  -53.6
  182.125    16.1    25.7    27.4 171. 107.  -50.8
  182.167    36.4    35.3    36.3 100. 103.  -54.4
  182.208    66.4    66.0    61.4  92.  93.  -50.0
  182.250   118.3   120.7   104.4  88.  87.  -39.0
  182.292   183.5   189.3   165.4  90.  87.  -28.8
  182.333   266.7   277.2   240.4  90.  87.  -21.3
  182.375   358.9   373.2   321.9  90.  86.  -12.1
  182.417   453.5   464.6   404.7  89.  87.     .1
  182.458   550.2   558.6   482.7  88.  86.   -7.4
  182.500   637.6   639.6   556.6  87.  87.  -19.4
  182.542   697.8   691.8   601.9  86.  87.  -25.4
  182.583   710.5   705.3   609.4  86.  86.  -25.9
  182.625   678.8   679.2   587.3  87.  86.  -10.6
  182.667   619.0   622.2   541.0  87.  87.    2.3
  182.708   498.5   507.7   448.5  90.  88.   -1.4
  182.750   438.8   448.0   396.0  90.  88.   -2.0
  182.792   395.1   399.8   350.3  89.  88.    4.0
  182.833   298.6   304.5   265.2  89.  87.    3.1
  182.875   173.2   175.2   156.4  90.  89.    4.6
  182.917   126.4   127.1   100.7  80.  79.    2.8
  182.958    77.7    77.8    61.8  79.  79.    2.8
  183.000    40.1    40.4    30.4  76.  75.    3.0
  183.042    24.1    25.0    20.8  86.  83.    1.3
  183.083    15.1    16.1    13.6  90.  84.     .9
  183.125    12.5    13.2    11.1  89.  84.    -.3
  183.167    16.4    17.5    15.0  92.  86.    -.3
  183.208    22.1    23.4    20.3  92.  87.    -.5
  183.250    39.2    41.2    35.3  90.  86.    -.4
  183.292    82.7    86.8    73.2  88.  84.     .6
  183.333   163.2   171.3   142.9  88.  83.    3.1
  183.375   238.6   251.3   209.7  88.  83.    6.7
  183.417   328.7   347.2   298.1  91.  86.    3.5
  183.458   388.9   413.4   358.9  92.  87.    2.5
  183.500   463.3   492.2   434.7  94.  88.    -.1
  183.542   537.9   571.2   506.0  94.  89.   -6.5
  183.583   591.1   623.9   552.8  94.  89.   -8.5
  183.625   662.0   692.3   614.7  93.  89.  -28.4
  183.667   636.2   658.3   585.6  92.  89.  -24.6
  183.708   537.2   551.1   491.5  91.  89.  -13.0
  183.750   465.6   478.3   429.8  92.  90.   -3.0
  183.792   448.6   456.1   411.4  92.  90.   -6.8
  183.833   290.9   293.6   267.0  92.  91.  -10.2
  183.875   226.1   231.4   211.1  93.  91.   -5.9
  183.917   127.8   131.2   120.4  94.  92.   -4.6
  183.958    87.6    90.5    82.9  95.  92.   -3.9
  184.000    32.1    33.5    30.9  96.  92.   -3.3
  184.042    15.2    16.0    14.8  97.  93.   -4.6
  184.083    11.0    11.5    10.8  98.  94.   -4.6
  184.125     9.6    10.2     9.4  98.  93.   -4.4
  184.167    22.5    23.6    21.5  96.  91.   -3.8
  184.208    37.5    39.3    35.7  95.  91.   -2.1
  184.250    69.0    72.5    65.7  95.  91.   -3.6
  184.292    88.1    91.6    83.4  95.  91.   -6.1
  184.333   150.4   155.7   141.8  94.  91.   -3.3
  184.375   247.8   254.9   232.6  94.  91.   -3.2
  184.417   356.6   364.8   332.3  93.  91.   -6.1
  184.458   406.0   415.0   377.1  93.  91.   -7.0
  184.500   621.4   630.4   571.9  92.  91.  -10.4
  184.542   702.1   701.7   627.2  89.  89.  -66.8
  184.583   431.6   437.5   390.6  91.  89.  -28.0
  184.625   529.5   541.0   488.9  92.  90.   -9.5
  184.667   609.2   618.9   556.1  91.  90.   -5.4
  184.708   697.0   691.7   601.8  86.  87.    1.6
  184.750   613.6   602.3   517.8  84.  86.    -.1
  184.792   530.4   521.1   445.7  84.  86.   -7.4
  184.833   437.4   428.5   366.4  84.  85.  -16.9
  184.875   339.4   330.6   283.1  83.  86.  -25.5
  184.917   246.7   237.2   202.7  82.  85.  -32.8
  184.958   166.3    81.0   134.1  81. 166.  -34.6
  185.000   103.2    95.4    81.1  79.  85.  -44.9
  185.042    49.2    48.1    45.9  93.  95.  -53.2
  185.083    12.6    27.1    28.1 223. 104.  -58.4
  185.125    14.7    22.9    25.0 170. 109.  -54.7
  185.167    33.7    32.5    35.7 106. 110.  -58.4
  185.208    63.0    62.6    61.3  97.  98.  -55.6
  185.250   116.8   119.1   106.4  91.  89.  -43.3
  185.292   182.1   188.1   169.0  93.  90.  -33.0
  185.333   264.7   275.5   243.4  92.  88.  -28.1
  185.375   325.1   338.1   295.1  91.  87.  -23.4
  185.417   395.3   406.7   354.9  90.  87.  -23.6
  185.458   546.9   555.9   482.1  88.  87.  -24.9
  185.500   625.7   627.9   545.6  87.  87.  -31.9
  185.542   697.4   693.3   600.1  86.  87.  -25.2
  185.583   748.6   745.5   630.8  84.  85.   22.0
  185.625   720.3   716.3   583.6  81.  81.   39.9
  185.667   632.9   632.7   514.2  81.  81.   37.2
  185.708   566.6   568.7   462.4  82.  81.   39.3
  185.750   487.0   485.9   393.1  81.  81.   41.6
  185.792   419.6   417.6   335.8  80.  80.   35.7
  185.833   380.3   372.5   295.1  78.  79.   13.9
  185.875   199.3   197.5   162.5  82.  82.   -2.5
  185.917   144.7   145.1   120.2  83.  83.    -.9
  185.958    96.9    98.3    81.9  84.  83.    4.9
  186.000    45.0    46.8    38.9  86.  83.    7.4
  186.042    17.5    18.1    15.5  89.  85.    7.9
  186.083    11.8    12.2    10.4  88.  85.    7.4
  186.125    10.4    11.0     9.3  89.  85.   -2.8
  186.167    23.0    24.2    19.5  85.  80.   -5.0
  186.208    25.0    26.2    21.7  87.  83.   10.5
  186.250    52.7    54.2    45.0  85.  83.   13.8
  186.292    85.5    87.0    73.4  86.  84.   21.1
  186.333   144.1   148.8   123.3  86.  83.   26.3
  186.375   162.8   168.3   141.8  87.  84.   23.9
  186.417   201.8   208.1   177.4  88.  85.   22.1
  186.458   365.2   374.3   303.5  83.  81.   37.0
  186.500   599.3   607.3   477.9  80.  79.   55.5
  186.542   356.2   365.6   304.7  86.  83.   31.1
  186.583   343.4   352.5   296.3  86.  84.   24.9
  186.625   430.0   435.9   345.1  80.  79.   34.8
  186.667   471.4   480.0   347.5  74.  72.   47.3
  186.708   521.9   536.7   371.9  71.  69.   67.6
  186.750   507.1   511.1   364.6  72.  71.   76.8
  186.792   482.6   476.0   342.9  71.  72.   64.1
