
103,165,700,.091,.633,.815,.832,.104,9.7,132.6
103,165,800,.097,1.215,1.576,1.62,.12,10.97,135.8
103,165,900,.102,2.097,2.742,2.803,.135,11.9,141.3
103,165,1000,.111,2.438,3.21,3.275,.135,11.72,144.4
103,165,1100,.098,2.397,3.158,3.24,.127,12.41,132.7
103,165,1200,.102,3.827,5.179,5.327,.125,12.89,135.4
103,165,1300,.114,4.659,6.352,6.563,.144,12.71,125.3
103,165,1400,.101,4.788,6.588,6.879,.132,12.85,138.1
103,165,1500,.102,4.947,6.894,7.18,.125,12.91,135.5
103,165,1520,.108,5.01,7.02,7.31,.117,12.84,132.7
103,165,1530,.097,4.655,6.502,6.77,.109,12.74,138.1
103,165,1540,.088,4.962,6.939,7.23,.1,12.88,136.3
103,165,1550,.087,4.997,6.985,7.28,.099,12.8,131.8
103,165,1600,.097,4.996,6.978,7.28,.111,12.8,142.2
103,165,1610,.088,4.964,6.927,7.23,.104,12.73,143.1
103,165,1620,.093,4.954,6.907,7.21,.103,12.7,147.7
103,165,1630,.086,4.914,6.842,7.14,.096,12.77,142.2
103,165,1640,.085,4.878,6.787,7.08,.096,12.8,146.8
103,165,1650,.098,4.817,6.692,6.976,.117,12.67,146.8
103,165,1700,.102,4.669,6.444,6.723,.115,12.6,153
103,165,1710,.091,4.605,6.328,6.595,.112,12.8,151.9
103,165,1720,.082,4.925,6.77,7.04,.096,12.87,151.9
103,165,1730,.092,4.753,6.535,6.805,.104,12.67,149.2
103,165,1740,.092,4.613,6.336,6.61,.109,12.73,141.3
103,165,1750,.094,4.326,6.079,6.308,.109,13.01,144.1
103,165,1800,.093,3.767,6.077,6.102,.124,12.67,139.1
103,165,1810,.109,4.383,5.95,6.268,.122,12.67,137.8
103,165,1928,.1,3.655,4.877,5.151,.1,12.87,135.3
103,165,1929,.105,3.648,4.873,5.151,.105,12.87,138.2
103,165,1930,.099,3.642,4.861,5.139,.102,12.87,136
103,165,1931,.104,3.631,4.849,5.124,.118,12.87,135.4
103,165,1932,.102,3.623,4.836,5.111,.108,12.87,139.7
103,165,1933,.102,3.614,4.826,5.099,.114,12.94,141.6
103,165,1934,.111,3.606,4.813,5.087,.113,13,140.6
103,165,1935,.097,3.599,4.804,5.075,.104,13,141
103,165,1936,.101,3.588,4.791,5.064,.105,13,144.4
103,165,1937,.095,3.573,4.781,5.05,.097,12.94,139.8
103,165,1938,.096,3.56,4.77,5.037,.098,12.94,141.6
103,165,1939,88,3.543,4.751,5.022,88,13,142.7
103,165,1940,91.7,3.54,4.742,5.009,96,13,137.9
103,165,1941,93.5,3.529,4.73,4.992,98,13,136.6
103,165,1942,93.8,3.52,4.721,4.98,97,13.07,136.4
103,165,1943,92.3,3.515,4.708,4.968,96,13.07,137.9
103,165,1944,81,3.503,4.694,4.955,85,13.07,137
103,165,1945,83,3.488,4.682,4.942,87,13.07,135.4
103,165,1946,80.3,3.476,4.675,4.932,87,13.07,133.2
103,165,1947,82.8,3.464,4.662,4.918,88,13.07,133.8
103,165,1948,78.5,3.455,4.647,4.903,84,13,129.8
103,165,1949,80.3,3.449,4.636,4.892,84,13,128.1
103,165,1950,76.5,3.442,4.623,4.879,82,13,131
103,165,1951,78.5,3.434,4.613,4.863,84,13,131.1
103,165,1952,83.3,3.427,4.603,4.853,88,13,130.2
103,165,1953,84.3,3.417,4.593,4.841,87,13,129
103,165,1954,84.5,3.411,4.581,4.829,91,12.94,126.7
103,165,1955,90.8,3.407,4.574,4.824,94,12.94,129.9
103,165,1956,86.3,3.189,4.563,4.813,90,12.8,128.7
