  Jul.Day  S1(up)  S2(up)  S(dw) net_rad lnet lout lin
  168.417   412.6   422.9   378.8   -2.6  -36.5 -288.3 -324.8
  168.458   489.1   498.6   443.2  -18.4  -64.3 -288.3 -352.6
  168.500   595.4   601.9   533.8  -27.7  -89.3 -299.0 -388.3
  168.542   726.3   721.6   636.4  -36.8 -126.7 -299.0 -425.7
  168.583   738.9   732.1   637.0  -37.7 -139.6 -299.0 -438.6
  168.625   726.9   723.8   625.6  -36.5 -137.8 -302.3 -440.1
  168.667   696.4   692.0   597.7  -37.7 -136.4 -302.3 -438.7
  168.708   556.7   556.2   486.1  -12.1  -82.8 -302.3 -385.1
  168.750   525.6   527.0   463.3    -.6  -62.9 -305.7 -368.6
  168.792   466.7   467.4   412.7  -11.0  -65.1 -305.7 -370.8
  168.833   415.3   413.5   364.9  -12.8  -63.2 -305.7 -368.8
  168.875   239.8   240.9   215.7  -12.8  -37.0 -294.3 -331.2
  168.917   187.3   182.9   165.7  -21.5  -43.2 -294.3 -337.5
  168.958   145.7   109.0   127.3  -23.4  -41.8 -294.3 -336.1
  169.001   146.8   140.8   124.5  -18.0  -40.4 -290.9 -331.3
  169.042    79.7    79.7    74.9  -28.5  -33.2 -290.9 -324.1
  169.084    20.1    26.2    24.4  -36.7  -32.5 -290.9 -323.4
  169.125    15.5    19.6    18.4  -35.8  -33.0 -281.7 -314.7
  169.167    24.1    25.4    23.6  -35.3  -35.8 -281.7 -317.5
  169.208    60.9    61.6    56.6  -32.9  -37.2 -281.7 -318.9
  169.250    99.1   101.5    89.2  -24.8  -34.7 -268.3 -303.0
  169.292   156.0   161.6   142.7  -12.1  -25.4 -268.3 -293.7
  169.333   199.1   206.4   181.1  -12.6  -30.6 -268.3 -298.9
  169.375   362.1   373.9   324.9   -1.9  -39.1 -275.5 -314.6
  169.417   482.0   492.0   427.2   -5.5  -60.3 -275.5 -335.8
  169.458   546.0   552.3   476.1  -11.1  -80.9 -275.5 -356.5
  169.500   651.1   652.2   562.9   -4.4  -92.6 -292.4 -385.0
  169.542   698.9   691.9   595.0   -1.1 -105.1 -292.4 -397.5
  169.583   735.8   727.5   618.8     .6 -116.5 -292.4 -408.8
  169.625   744.7   735.0   618.0    1.8 -124.8 -304.4 -429.2
  169.667   727.6   715.5   597.8    2.8 -127.0 -304.4 -431.4
  169.708   684.6   672.7   559.9    2.6 -122.1 -304.4 -426.5
  169.750   619.5   605.6   505.2    1.5 -112.7 -309.2 -421.9
  169.792   534.9   523.4   438.0     .6  -96.3 -309.2 -405.5
  169.833   440.8   430.5   363.1   -5.2  -82.9 -309.2 -392.0
  169.875   343.6   333.8   283.3  -17.2  -77.6 -311.0 -388.5
  169.917   249.5   239.6   204.1  -27.8  -73.2 -311.0 -384.2
  169.958   154.6    74.3   126.5  -37.0  -65.2 -311.0 -376.1
  170.001    46.4    45.7    41.4  -48.0  -53.0 -304.4 -357.4
  170.042    19.8    22.2    20.3  -49.1  -48.6 -304.4 -352.9
  170.084    14.6    17.4    15.7  -46.8  -45.7 -304.4 -350.1
  170.125    16.5    20.9    19.4  -44.1  -41.2 -285.5 -326.7
  170.167    22.7    25.4    22.5  -38.8  -39.1 -285.5 -324.5
  170.208    22.6    24.5    21.9  -45.1  -45.7 -285.5 -331.2
  170.250   107.3   110.5    95.0  -33.3  -45.6 -275.2 -320.9
  170.292   191.7   198.0   170.8  -20.0  -40.8 -275.2 -316.1
  170.333   273.6   284.4   242.7  -10.4  -41.3 -275.2 -316.5
  170.375   366.4   380.6   322.1   -5.8  -50.1 -276.2 -326.3
  170.417   460.0   471.1   401.3   -2.4  -61.1 -276.2 -337.3
  170.458   557.3   564.0   475.1     .0  -82.2 -276.2 -358.3
  170.500   638.6   638.5   539.6     .4  -98.7 -288.0 -386.7
  170.542   700.8   692.3   584.1     .9 -115.7 -288.0 -403.7
  170.583   737.3   727.6   607.5    1.4 -128.5 -288.0 -416.4
  170.625   747.6   736.6   609.9    2.2 -135.4 -299.4 -434.8
  170.667   732.0   718.7   593.4    3.0 -135.7 -299.4 -435.1
  170.708   689.5   676.5   557.6    2.7 -129.2 -299.4 -428.6
  170.750   623.3   608.9   503.5    1.5 -118.2 -307.8 -426.0
  170.792   537.6   525.7   436.7     .6 -100.3 -307.8 -408.1
  170.833   442.7   432.3   361.9   -6.6  -87.3 -307.8 -395.2
  170.875   342.9   333.7   280.9  -16.9  -78.9 -312.8 -391.7
  170.917   249.3   240.4   201.4  -26.0  -74.0 -312.8 -386.7
  170.958   169.7    81.2   136.2  -34.9  -68.4 -312.8 -381.2
  171.001   106.0   100.1    84.1  -46.3  -68.1 -301.0 -369.2
  171.042    53.4    54.6    50.8  -53.1  -55.6 -301.0 -356.7
  171.084    14.8    33.0    33.3  -57.5  -39.1 -301.0 -340.1
  171.125    17.8    28.5    28.9  -49.4  -38.2 -283.4 -321.6
  171.167    39.1    38.8    38.1  -49.7  -50.7 -283.4 -334.1
  171.208    69.6    70.3    62.7  -42.8  -49.7 -283.4 -333.1
  171.250    92.5    95.4    81.0  -34.0  -45.5 -273.1 -318.6
  171.292   179.1   185.5   158.8  -20.7  -41.1 -273.1 -314.1
  171.333   270.6   281.5   238.1   -9.1  -41.6 -273.1 -314.7
  171.375   365.6   379.1   318.8   -2.6  -49.4 -273.7 -323.1
  171.417   498.3   512.9   434.8    1.7  -61.8 -273.7 -335.5
  171.458   450.7   459.7   394.8    1.7  -54.2 -273.7 -327.8
  171.500   485.0   494.7   422.8    2.5  -59.6 -287.2 -346.9
  171.542   561.9   569.3   485.9    2.5  -73.6 -287.2 -360.9
  171.583   485.8   496.0   432.9    1.3  -51.6 -287.2 -338.8
  171.625   491.7   502.0   440.0    1.0  -50.7 -299.8 -350.5
  171.667   462.8   473.1   415.6     .6  -46.6 -299.8 -346.4
  171.708   511.5   519.7   460.6    1.0  -49.8 -299.8 -349.6
  171.750   424.5   433.5   384.9     .6  -38.9 -304.8 -343.8
  171.792   393.6   397.1   350.3    1.1  -42.2 -304.8 -347.1
  171.833   315.7   319.6   282.0     .9  -32.9 -304.8 -337.7
  171.875   244.8   245.7   218.0     .5  -26.4 -304.8 -331.2
  171.917   145.4   148.7   131.6     .2  -13.6 -304.8 -318.5
  171.958    75.4    78.1    69.1   -2.5   -8.8 -304.8 -313.6
  172.001    44.2    46.0    40.8   -5.0   -8.4 -301.5 -309.8
  172.042    26.4    27.6    24.6   -3.5   -5.3 -301.5 -306.8
  172.084    21.9    22.9    20.2   -2.4   -4.1 -301.5 -305.5
  172.125    10.8    11.3    10.2   -2.6   -3.1 -297.8 -300.9
  172.167    15.1    15.7    14.2   -1.1   -2.0 -297.8 -299.8
  172.208    31.8    33.0    29.9    -.2   -2.2 -297.8 -300.0
  172.250    60.0    61.9    56.1     .0   -3.8 -297.4 -301.2
  172.292    96.1    98.6    89.6     .0   -6.4 -297.4 -303.8
  172.333   133.9   136.8   124.9   -2.5  -11.5 -297.4 -308.9
  172.375   176.3   180.1   165.7   -6.0  -16.7 -297.4 -314.1
  172.417   270.7   276.1   254.7   -8.0  -23.9 -297.4 -321.3
  172.458   310.8   314.3   292.6   -8.4  -26.7 -297.4 -324.1
  172.500   405.5   409.5   382.1  -11.5  -34.9 -296.2 -331.1
  172.542   458.8   467.0   435.5  -13.0  -36.2 -296.2 -332.4
  172.583   551.0   561.7   522.3  -13.8  -42.4 -296.2 -338.7
  172.625   562.9   574.1   533.5  -15.4  -44.8 -292.0 -336.8
  172.667   604.7   611.0   568.3  -10.8  -47.1 -292.0 -339.2
  172.708   578.7   589.4   545.6   -7.4  -40.5 -292.0 -332.5
  172.750   448.7   459.1   425.4   -8.4  -31.8 -291.3 -323.1
  172.792   340.4   346.3   320.2   -6.2  -26.4 -291.3 -317.7
  172.833   316.0   320.2   296.3   -6.0  -25.7 -291.3 -317.0
  172.875   352.7   340.5   309.7  -47.7  -90.7 -288.0 -378.7
  172.917   227.1   216.4   199.8  -32.2  -59.5 -288.0 -347.5
  172.958    89.8    91.0    85.5     .0   -4.3 -288.0 -292.3
  173.001    52.1    54.0    50.0   -1.3   -3.4 -276.2 -279.6
  173.042    27.8    28.9    26.9   -1.0   -1.9 -276.2 -278.0
  173.084    16.8    17.6    16.5   -2.2   -2.5 -276.2 -278.6
  173.125    15.9    16.5    15.5   -2.7   -3.1 -280.0 -283.1
  173.167    21.0    21.9    20.3   -2.7   -3.4 -280.0 -283.4
  173.208    34.2    35.5    32.9   -2.3   -3.5 -280.0 -283.6
  173.250    57.4    59.5    55.1   -1.6   -3.9 -282.4 -286.3
  173.292    88.3    91.2    84.3    -.9   -4.8 -282.4 -287.2
  173.333   133.5   137.7   127.0    -.5   -7.0 -282.4 -289.4
  173.375   196.9   202.1   186.3    -.5  -11.1 -282.0 -293.1
  173.417   298.3   305.4   280.6     .0  -17.7 -282.0 -299.7
  173.458   436.3   445.4   406.0     .5  -29.8 -282.0 -311.9
  173.500   595.0   601.2   540.1     .4  -54.5 -283.4 -337.9
  173.542   654.0   657.2   588.3    -.2  -65.9 -283.4 -349.3
  173.583   740.2   731.5   645.5   -9.5 -104.2 -283.4 -387.6
  173.625   749.7   738.1   648.4   -2.3 -103.5 -288.3 -391.8
  173.667   734.1   719.6   630.1     .6 -103.5 -288.3 -391.8
  173.708   691.3   677.1   591.9     .5  -99.0 -288.3 -387.3
  173.750   627.5   611.4   535.8   -5.4  -97.1 -290.5 -387.6
  173.792   541.7   529.3   465.1  -13.4  -90.1 -290.5 -380.6
  173.833   446.5   436.2   385.8  -22.1  -82.8 -290.5 -373.3
  173.875   348.0   338.2   301.2  -29.3  -76.1 -295.8 -371.9
  173.917   254.3   244.5   219.0  -35.9  -71.2 -295.8 -367.0
  173.958   173.3    82.9   148.7  -39.3  -63.8 -295.8 -359.7
  174.001   110.7   104.2    93.6  -47.9  -65.0 -286.2 -351.2
  174.042    52.5    53.3    52.4  -54.3  -54.3 -286.2 -340.5
  174.084    16.1    34.0    35.7  -58.9  -39.3 -286.2 -325.5
  174.125    19.6    29.6    31.1  -51.6  -40.1 -272.5 -312.5
  174.167    41.5    41.8    43.1  -53.0  -51.4 -272.5 -323.9
  174.208    68.5    69.3    65.9  -51.6  -54.2 -272.5 -326.6
  174.250   125.3   128.6   115.7  -43.2  -52.9 -271.6 -324.4
  174.292   190.7   197.5   178.7  -34.8  -46.8 -271.6 -318.4
  174.333   274.5   285.8   255.4  -27.7  -46.8 -271.6 -318.4
  174.375   363.7   377.7   334.0  -24.0  -53.6 -279.7 -333.4
  174.417   470.0   483.4   429.4  -15.4  -56.0 -279.7 -335.7
  174.458   572.2   579.6   510.9   -8.2  -69.5 -279.7 -349.2
  174.500   656.5   654.3   579.5   -2.5  -79.5 -287.2 -366.8
  174.542   704.9   699.3   618.3     .4  -86.2 -287.2 -373.4
  174.583   716.1   708.3   620.4     .2  -95.6 -287.2 -382.8
  174.625   741.2   734.2   643.9    1.2  -96.1 -290.9 -387.0
  174.667   682.5   681.4   605.0    1.1  -76.4 -290.9 -367.2
  174.708   585.5   587.3   522.8     .3  -62.3 -290.9 -353.2
  174.750   493.0   493.8   445.1     .6  -47.4 -301.0 -348.4
  174.792   613.8   607.2   538.2    1.6  -74.0 -301.0 -375.0
  174.833   320.7   321.3   289.7     .8  -30.3 -301.0 -331.3
  174.875   193.9   199.1   179.7     .6  -13.6 -305.2 -318.9
  174.917   132.9   136.9   123.8     .5   -8.6 -305.2 -313.8
  174.958    82.3    85.1    77.2     .4   -4.7 -305.2 -310.0
  175.001    51.9    53.8    48.9     .3   -2.6 -304.4 -307.0
  175.042    31.2    32.5    29.6     .2   -1.4 -304.4 -305.8
  175.084    23.4    24.5    22.1     .2   -1.1 -304.4 -305.5
  175.125    14.5    15.2    14.0   -1.9   -2.4 -303.1 -305.5
  175.167    16.2    17.3    15.9  -12.1  -12.4 -303.1 -315.5
  175.208    47.2    49.2    44.2   -1.4   -4.4 -303.1 -307.5
  175.250    77.8    80.6    72.7     .3   -4.9 -301.9 -306.8
  175.292   104.7   108.1    98.8     .3   -5.6 -301.9 -307.5
  175.333   156.1   160.6   146.7     .2   -9.2 -301.9 -311.1
  175.375   222.4   223.6   207.7    -.4  -15.1 -304.8 -319.9
  175.417   296.3   296.5   263.0   -1.0  -34.3 -304.8 -339.1
  175.458   357.7   357.9   301.1   -1.0  -57.5 -304.8 -362.3
  175.500   368.8   367.5   302.3   -5.7  -72.2 -306.5 -378.7
  175.542   416.3   422.8   323.5   -4.2  -97.0 -306.5 -403.5
  175.583   434.4   438.7   327.7     .2 -106.4 -306.5 -413.0
  175.625   444.0   451.5   338.0     .1 -105.9 -308.3 -414.2
  175.667   371.0   381.7   298.6     .2  -72.3 -308.3 -380.5
  175.708   337.3   352.0   274.9     .0  -62.4 -308.3 -370.6
  175.750   293.3   307.2   245.7     .3  -47.3 -310.1 -357.3
  175.792   265.6   283.9   225.2     .6  -39.8 -310.1 -349.9
  175.833   185.9   200.4   158.2     .7  -27.0 -310.1 -337.1
  175.875   135.2   145.8   116.9     .6  -17.7 -309.6 -327.4
  175.917    98.0   101.0    79.4     .5  -18.0 -309.6 -327.6
  175.958    59.5    61.7    48.1     .5  -11.0 -309.6 -320.6
  176.001    34.3    35.8    26.8     .3   -7.2 -309.2 -316.3
  176.042    23.2    24.2    17.6   -2.3   -8.0 -309.2 -317.1
  176.084    16.7    17.5    12.6   -7.9  -12.0 -309.2 -321.2
  176.125    15.2    15.8    11.5   -8.1  -11.8 -310.5 -322.3
  176.167    22.8    23.3    17.4   -7.2  -12.6 -310.5 -323.1
  176.208    38.5    39.7    29.9  -19.9  -28.6 -310.5 -339.1
  176.250    41.1    43.1    33.0  -30.1  -38.2 -311.9 -350.0
  176.292    98.3   102.4    78.7  -32.7  -52.3 -311.9 -364.2
  176.333   224.1   232.1   180.7  -19.5  -62.8 -311.9 -374.7
  176.375   326.9   338.3   266.9   -1.2  -61.2 -313.2 -374.4
  176.417   464.8   478.3   382.9    1.6  -80.4 -313.2 -393.6
  176.458   531.3   540.8   431.4    1.9  -98.0 -313.2 -411.2
  176.500   536.3   544.6   437.4    2.2  -96.7 -315.6 -412.2
  176.542   684.7   686.8   545.3    4.2 -135.3 -315.6 -450.8
  176.583   784.8   781.5   603.3    5.0 -176.5 -315.6 -492.1
  176.625   758.2   751.8   572.6    6.4 -179.2 -316.5 -495.7
  176.667   713.1   708.1   535.7    7.2 -170.1 -316.5 -486.6
  176.708   688.9   679.7   511.3    7.3 -170.3 -316.5 -486.8
  176.750   619.0   607.2   461.3    5.8 -151.9 -317.0 -468.9
  176.792   539.5   530.6   404.9    4.6 -130.0 -317.0 -447.0
  176.833   390.8   381.8   297.0    2.0  -91.8 -317.0 -408.8
  176.875   343.2   333.2   261.0    1.2  -81.1 -317.0 -398.1
  176.917   246.6   237.1   187.1   -6.0  -65.6 -317.0 -382.6
  176.958   162.7    82.0   123.1  -22.0  -61.6 -317.0 -378.6
  177.001   102.0    95.7    76.2  -39.2  -65.1 -315.6 -380.7
  177.042    50.6    50.6    44.6  -51.2  -57.2 -315.6 -372.7
  177.084    15.7    31.0    29.4  -58.0  -44.2 -315.6 -359.8
  177.125    17.9    26.7    25.7  -52.4  -44.6 -308.7 -353.3
  177.167    34.5    33.7    32.2  -54.6  -56.9 -308.7 -365.6
  177.208    64.1    63.3    55.9  -48.9  -57.1 -308.7 -365.8
  177.250   116.8   118.7    98.0  -33.6  -52.4 -299.8 -352.3
  177.292   182.5   187.7   156.0  -18.9  -45.4 -299.8 -345.2
  177.333   271.0   280.6   228.7   -5.4  -47.7 -299.8 -347.5
  177.375   455.2   467.3   376.0    1.8  -77.4 -297.8 -375.2
  177.417   397.5   407.5   328.7    1.1  -67.7 -297.8 -365.5
  177.458   567.1   574.9   454.5    2.0 -110.6 -297.8 -408.4
  177.500   643.2   649.8   513.6    3.1 -126.5 -309.2 -435.6
  177.542   423.2   431.7   359.4    2.0  -61.8 -309.2 -371.0
  177.583   306.2   311.6   254.9     .0  -51.2 -309.2 -360.4
  177.625   370.8   374.9   280.7     .4  -89.7 -309.6 -399.3
  177.667   402.9   405.3   300.8    1.0 -101.1 -309.6 -410.7
  177.708   524.6   531.8   403.8    1.1 -119.7 -309.6 -429.3
  177.750   498.8   506.2   400.8    1.3  -96.7 -299.8 -396.5
  177.792   326.9   334.8   274.1     .9  -51.9 -299.8 -351.7
  177.833   266.4   273.4   226.9     .6  -39.0 -299.8 -338.8
  177.875   221.2   223.1   187.5     .3  -33.4 -297.8 -331.2
  177.917   119.3   115.1    98.8  -38.8  -59.2 -297.8 -357.0
  177.958    77.2    48.6    64.3  -43.6  -56.5 -297.8 -354.3
  178.001    83.5    78.0    67.6  -45.8  -61.7 -292.4 -354.1
  178.042    52.5    52.2    49.9  -51.4  -54.0 -292.4 -346.4
  178.084    14.9    31.2    32.2  -53.7  -36.4 -292.4 -328.8
  178.125    17.5    27.1    28.0  -47.3  -36.8 -277.4 -314.2
  178.167    37.6    36.8    37.0  -51.5  -52.2 -277.4 -329.6
  178.208    68.0    67.8    62.5  -48.9  -54.4 -277.4 -331.9
  178.250   101.7   103.9    89.6  -35.9  -48.0 -273.1 -321.1
  178.292   173.7   179.2   155.3  -23.9  -42.3 -273.1 -315.4
  178.333   262.6   271.8   232.7  -15.7  -45.6 -273.1 -318.7
  178.375   322.6   334.1   282.9  -11.1  -50.8 -277.8 -328.5
  178.417   419.7   431.1   365.2    -.1  -54.5 -277.8 -332.3
  178.458   430.9   439.2   370.6     .2  -60.1 -277.8 -337.8
  178.500   576.6   584.1   494.0    1.1  -81.6 -291.3 -372.8
  178.542   672.3   673.2   564.2    1.0 -107.0 -291.3 -398.3
  178.583   741.2   736.1   600.8    1.4 -139.0 -291.3 -430.2
  178.625   658.1   656.9   526.2    1.8 -130.1 -309.2 -439.3
  178.667   684.3   675.6   533.0    2.8 -148.5 -309.2 -457.6
  178.708   564.8   564.4   453.2    3.3 -108.3 -309.2 -417.5
  178.750   367.6   375.7   312.7    1.2  -53.8 -312.3 -366.1
  178.792   300.0   307.2   256.0     .9  -43.1 -312.3 -355.4
  178.833   268.5   275.2   229.5     .9  -38.1 -312.3 -350.4
  178.875   211.2   216.4   184.1     .2  -26.9 -317.0 -343.8
  178.917   120.2   124.5   109.5     .0  -10.7 -317.0 -327.7
  178.958    84.6    80.7    78.6     .1   -5.8 -317.0 -322.8
  179.001    53.0    49.7    49.9    -.2   -3.3 -304.0 -307.3
  179.042    28.1    26.5    26.7    -.7   -2.2 -304.0 -306.1
  179.084    18.0    17.2    17.3   -1.1   -1.8 -304.0 -305.8
  179.125    14.9    14.1    14.3   -1.6   -2.2 -296.2 -298.5
  179.167    19.5    18.5    18.7   -1.6   -2.3 -296.2 -298.5
  179.208    31.4    29.6    30.0   -1.2   -2.6 -296.2 -298.9
  179.250    46.3    43.6    44.1   -1.4   -3.6 -291.6 -295.3
  179.292    65.1    60.7    61.3   -2.7   -6.5 -291.6 -298.1
  179.333   156.3   142.5   142.8     .0  -13.5 -291.6 -305.2
  179.375   239.5   214.0   214.3     .4  -24.8 -289.8 -314.6
  179.417   355.7   327.2   323.3     .4  -32.0 -289.8 -321.7
  179.458   435.9   408.0   400.4     .0  -35.4 -289.8 -325.2
  179.500   513.4   503.6   473.9   -3.9  -43.4 -292.8 -336.1
  179.542   606.9   621.3   555.2     .1  -51.5 -292.8 -344.3
  179.583   662.7   677.7   601.1     .5  -61.1 -292.8 -353.8
  179.625   690.3   695.6   607.0    -.9  -84.1 -297.4 -381.5
  179.667   673.5   671.3   577.5   -2.9  -99.0 -297.4 -396.4
  179.708   700.9   692.5   590.7     .4 -109.8 -297.4 -407.2
  179.750   449.1   445.9   386.5   -3.4  -65.9 -303.1 -369.0
  179.792   465.1   471.3   413.9     .4  -50.8 -303.1 -353.9
  179.833   472.6   467.0   407.7     .3  -64.6 -303.1 -367.7
  179.875   407.6   396.9   343.9   -1.9  -65.7 -304.0 -369.6
  179.917   243.4   232.9   203.2  -31.0  -71.3 -304.0 -375.2
  179.958   126.2   123.0   111.5   -4.6  -19.3 -304.0 -323.2
  180.001    64.6    66.4    58.0   -4.8  -11.4 -301.0 -312.4
  180.042    36.6    39.3    34.8  -24.7  -26.5 -301.0 -327.5
  180.084    24.5    26.0    23.1  -13.6  -15.0 -301.0 -316.0
  180.125    17.8    18.7    16.6  -10.1  -11.2 -295.8 -307.0
  180.167    18.6    19.5    17.5   -2.9   -4.0 -295.8 -299.8
  180.208    23.2    24.4    22.0   -3.9   -5.1 -295.8 -300.9
  180.250    39.0    40.8    36.9   -2.0   -4.1 -294.3 -298.4
  180.292    72.3    75.3    67.7    -.7   -5.3 -294.3 -299.6
  180.333   132.2   136.8   122.8     .2   -9.2 -294.3 -303.5
  180.375   236.8   244.1   218.8     .4  -17.6 -293.5 -311.2
  180.417   300.2   308.5   277.2     .3  -22.7 -293.5 -316.3
  180.458   372.7   381.7   343.5     .2  -29.0 -293.5 -322.5
  180.500   444.3   454.7   408.6     .2  -35.5 -295.8 -331.3
  180.542   478.7   490.0   441.1     .1  -37.5 -295.8 -333.3
  180.583   523.0   535.1   483.1     .0  -39.9 -295.8 -335.7
  180.625   520.7   532.5   480.7   -3.3  -43.4 -298.6 -342.0
  180.667   523.4   535.1   482.3     .0  -41.2 -298.6 -339.8
  180.708   459.6   470.4   427.1   -5.0  -37.5 -298.6 -336.1
  180.750   462.3   471.7   424.4     .4  -37.5 -297.8 -335.3
  180.792   363.6   370.9   334.7     .2  -28.6 -297.8 -326.4
  180.833   401.3   404.6   364.7     .5  -36.1 -297.8 -333.9
  180.875   239.6   244.8   221.6     .3  -17.8 -294.7 -312.4
  180.917   135.0   139.6   126.3     .1   -8.6 -294.7 -303.3
  180.958    84.3    87.5    79.2     .1   -5.0 -294.7 -299.7
  181.001    55.8    58.0    52.5     .1   -3.2 -289.4 -292.6
  181.042    28.6    30.0    27.2    -.5   -1.9 -289.4 -291.3
  181.084    15.7    16.4    15.0   -1.0   -1.6 -289.4 -291.0
  181.125    13.1    13.8    12.6   -1.2   -1.7 -286.9 -288.5
  181.167    18.1    19.0    17.3    -.2   -1.1 -286.9 -288.0
  181.208    30.7    32.1    29.0     .1   -1.6 -286.9 -288.5
  181.250    55.5    57.9    52.1    -.3   -3.7 -286.2 -289.8
  181.292   126.3   131.8   116.8     .1   -9.4 -286.2 -295.6
  181.333   236.7   247.0   218.0     .5  -18.3 -286.2 -304.5
  181.375   291.0   303.3   266.9   -5.9  -30.1 -285.1 -315.2
  181.417   407.0   415.6   371.7   -1.9  -37.2 -285.1 -322.3
  181.458   555.3   564.4   495.5  -22.6  -82.5 -285.1 -367.6
  181.500   634.3   636.4   561.4  -53.5 -126.3 -286.5 -412.9
  181.542   696.1   690.5   605.3  -62.8 -153.6 -286.5 -440.2
  181.583   733.2   726.0   632.0  -46.9 -148.1 -286.5 -434.6
  181.625   743.6   735.3   636.0  -40.4 -147.9 -293.9 -441.8
  181.667   727.2   717.1   619.7  -18.5 -125.9 -293.9 -419.8
  181.708   685.5   674.8   582.6    1.1 -101.8 -293.9 -395.7
