"TOA5","22","CR1000","31412","CR1000.Std.18","CPU:ARGOS 2011 GITS.CR1","33414","Table046"
"2011-07-13 06:00:00",990,22,2011,194,6,0.708,0.622,-0.737
"2011-07-13 07:00:00",991,22,2011,194,7,0.843,0.749,-0.612
"2011-07-13 08:00:00",992,22,2011,194,8,0.999,0.979,-0.498
"2011-07-13 09:00:00",993,22,2011,194,9,1.218,0.996,-0.074
"2011-07-13 10:00:00",994,22,2011,194,10,1.478,1.122,0.318
"2011-07-13 11:00:00",995,22,2011,194,11,1.775,1.241,0.773
"2011-07-13 12:00:00",996,22,2011,194,12,2.08,1.362,1.337
"2011-07-13 13:00:00",997,22,2011,194,13,2.367,1.469,1.82
"2011-07-13 14:00:00",998,22,2011,194,14,2.621,1.56,2.31
"2011-07-13 15:00:00",999,22,2011,194,15,2.813,1.624,2.691
"2011-07-13 16:00:00",1000,22,2011,194,16,2.918,1.639,2.907
"2011-07-13 17:00:00",1001,22,2011,194,17,2.952,1.642,2.959
"2011-07-13 18:00:00",1002,22,2011,194,18,2.91,1.582,2.932
"2011-07-13 19:00:00",1003,22,2011,194,19,2.789,1.479,2.835
"2011-07-13 20:00:00",1004,22,2011,194,20,2.593,1.358,2.604
"2011-07-13 21:00:00",1005,22,2011,194,21,2.342,1.24,2.206
"2011-07-13 22:00:00",1006,22,2011,194,22,2.054,1.124,1.706
"2011-07-13 23:00:00",1007,22,2011,194,23,1.757,0.991,1.176
"2011-07-14 00:00:00",1008,22,2011,195,0,1.457,0.85,0.651
"2011-07-14 01:00:00",1009,22,2011,195,1,1.186,0.743,0.196
"2011-07-14 02:00:00",1010,22,2011,195,2,0.901,0.66,-0.726
"2011-07-14 03:00:00",1011,22,2011,195,3,0.381,0.639,-1.299
"2011-07-14 04:00:00",1012,22,2011,195,4,0.398,0.686,-1.62
"2011-07-14 05:00:00",1013,22,2011,195,5,0.644,0.593,-1.104
"2011-07-14 06:00:00",1014,22,2011,195,6,0.68,0.604,-0.731
"2011-07-14 07:00:00",1015,22,2011,195,7,1.127,0.948,-0.157
"2011-07-14 08:00:00",1016,22,2011,195,8,1.021,0.807,0.265
"2011-07-14 09:00:00",1017,22,2011,195,9,0.793,0.548,0.311
"2011-07-14 10:00:00",1018,22,2011,195,10,1.003,0.643,0.793
"2011-07-14 11:00:00",1019,22,2011,195,11,1.568,1.018,1.334
"2011-07-14 12:00:00",1020,22,2011,195,12,2.092,1.373,1.454
"2011-07-14 13:00:00",1021,22,2011,195,13,2.341,1.455,1.893
"2011-07-14 14:00:00",1022,22,2011,195,14,2.86,1.693,2.822
"2011-07-14 15:00:00",1023,22,2011,195,15,3.041,1.759,3.157
"2011-07-14 16:00:00",1024,22,2011,195,16,2.911,1.64,2.846
"2011-07-14 17:00:00",1025,22,2011,195,17,2.921,1.629,2.834
"2011-07-14 18:00:00",1026,22,2011,195,18,2.875,1.564,2.789
"2011-07-14 19:00:00",1027,22,2011,195,19,2.751,1.454,2.684
"2011-07-14 20:00:00",1028,22,2011,195,20,2.562,1.342,2.55
"2011-07-14 21:00:00",1029,22,2011,195,21,2.318,1.231,2.153
"2011-07-14 22:00:00",1030,22,2011,195,22,2.038,1.122,1.68
"2011-07-14 23:00:00",1031,22,2011,195,23,1.69,0.957,1.07
"2011-07-15 00:00:00",1032,22,2011,196,0,1.337,0.786,0.494
"2011-07-15 01:00:00",1033,22,2011,196,1,1.14,0.718,0.154
"2011-07-15 02:00:00",1034,22,2011,196,2,0.89,0.649,-0.708
"2011-07-15 03:00:00",1035,22,2011,196,3,0.367,0.659,-1.334
"2011-07-15 04:00:00",1036,22,2011,196,4,0.367,0.726,-1.764
"2011-07-15 05:00:00",1037,22,2011,196,5,0.678,0.631,-1.239
"2011-07-15 06:00:00",1038,22,2011,196,6,0.709,0.674,-0.803
"2011-07-15 07:00:00",1039,22,2011,196,7,0.829,0.796,-0.658
"2011-07-15 08:00:00",1040,22,2011,196,8,1.046,0.991,-0.407
"2011-07-15 09:00:00",1041,22,2011,196,9,1.252,1.035,-0.015
"2011-07-15 10:00:00",1042,22,2011,196,10,1.45,1.072,0.454
"2011-07-15 11:00:00",1043,22,2011,196,11,1.43,1.004,0.595
"2011-07-15 12:00:00",1044,22,2011,196,12,1.424,0.947,0.741
"2011-07-15 13:00:00",1045,22,2011,196,13,1.562,1.005,1.066
"2011-07-15 14:00:00",1046,22,2011,196,14,1.633,1.033,1.169
"2011-07-15 15:00:00",1047,22,2011,196,15,3.068,1.838,2.994
"2011-07-15 16:00:00",1048,22,2011,196,16,2.186,1.294,1.896
"2011-07-15 17:00:00",1049,22,2011,196,17,2.401,1.408,2.268
"2011-07-15 18:00:00",1050,22,2011,196,18,2.775,1.587,2.778
"2011-07-15 19:00:00",1051,22,2011,196,19,2.784,1.531,2.821
"2011-07-15 20:00:00",1052,22,2011,196,20,2.564,1.39,2.54
"2011-07-15 21:00:00",1053,22,2011,196,21,2.301,1.268,2.141
"2011-07-15 22:00:00",1054,22,2011,196,22,1.51,0.876,1.099
"2011-07-15 23:00:00",1055,22,2011,196,23,1.515,0.91,0.956
"2011-07-16 00:00:00",1056,22,2011,197,0,1.417,0.874,0.719
"2011-07-16 01:00:00",1057,22,2011,197,1,1.033,0.713,0.13
"2011-07-16 02:00:00",1058,22,2011,197,2,0.967,0.722,-0.576
"2011-07-16 03:00:00",1059,22,2011,197,3,0.426,0.689,-1.207
"2011-07-16 04:00:00",1060,22,2011,197,4,0.392,0.73,-1.62
"2011-07-16 05:00:00",1061,22,2011,197,5,0.877,0.733,-0.652
"2011-07-16 06:00:00",1062,22,2011,197,6,0.559,0.388,0.212
"2011-07-16 07:00:00",1063,22,2011,197,7,0.572,0.367,0.405
"2011-07-16 08:00:00",1064,22,2011,197,8,0.55,0.347,0.38
"2011-07-16 09:00:00",1065,22,2011,197,9,0.592,0.439,-0.26
"2011-07-16 10:00:00",1066,22,2011,197,10,1.457,1.094,0.379
"2011-07-16 11:00:00",1067,22,2011,197,11,1.712,1.2,0.806
"2011-07-16 12:00:00",1068,22,2011,197,12,2.006,1.329,1.304
"2011-07-16 13:00:00",1069,22,2011,197,13,2.292,1.443,1.815
"2011-07-16 14:00:00",1070,22,2011,197,14,2.542,1.536,2.216
"2011-07-16 15:00:00",1071,22,2011,197,15,2.73,1.602,2.57
"2011-07-16 16:00:00",1072,22,2011,197,16,2.855,1.636,2.818
"2011-07-16 17:00:00",1073,22,2011,197,17,2.739,1.554,2.694
"2011-07-16 18:00:00",1074,22,2011,197,18,2.419,1.355,2.323
"2011-07-16 19:00:00",1075,22,2011,197,19,2.668,1.455,2.597
"2011-07-16 20:00:00",1076,22,2011,197,20,2.537,1.368,2.448
"2011-07-16 21:00:00",1077,22,2011,197,21,2.268,1.239,1.89
"2011-07-16 22:00:00",1078,22,2011,197,22,1.987,1.118,1.448
"2011-07-16 23:00:00",1079,22,2011,197,23,1.693,0.968,0.803
"2011-07-17 00:00:00",1080,22,2011,198,0,1.396,0.825,0.386
"2011-07-17 01:00:00",1081,22,2011,198,1,1.034,0.721,0.106
"2011-07-17 02:00:00",1082,22,2011,198,2,0.784,0.58,-0.53
"2011-07-17 03:00:00",1083,22,2011,198,3,0.457,0.525,-0.911
"2011-07-17 04:00:00",1084,22,2011,198,4,0.575,0.76,-1.095
"2011-07-17 05:00:00",1085,22,2011,198,5,0.756,0.633,-0.609
"2011-07-17 06:00:00",1086,22,2011,198,6,0.577,0.513,-0.568
"2011-07-17 07:00:00",1087,22,2011,198,7,0.71,0.618,-0.364
"2011-07-17 08:00:00",1088,22,2011,198,8,0.86,0.745,-0.145
"2011-07-17 09:00:00",1089,22,2011,198,9,0.773,0.544,0.246
"2011-07-17 10:00:00",1090,22,2011,198,10,1.076,0.731,0.614
"2011-07-17 11:00:00",1091,22,2011,198,11,1.241,0.841,0.673
"2011-07-17 12:00:00",1092,22,2011,198,12,2.488,1.674,1.912
"2011-07-17 13:00:00",1093,22,2011,198,13,2.868,1.826,2.569
"2011-07-17 14:00:00",1094,22,2011,198,14,2.798,1.73,2.456
"2011-07-17 15:00:00",1095,22,2011,198,15,2.476,1.522,2.073
"2011-07-17 16:00:00",1096,22,2011,198,16,2.936,1.765,2.794
"2011-07-17 17:00:00",1097,22,2011,198,17,3.516,2.063,3.759
"2011-07-17 18:00:00",1098,22,2011,198,18,2.612,1.525,2.679
"2011-07-17 19:00:00",1099,22,2011,198,19,2.074,1.217,1.973
"2011-07-17 20:00:00",1100,22,2011,198,20,1.454,0.885,1.358
"2011-07-17 21:00:00",1101,22,2011,198,21,1.217,0.749,1.132
"2011-07-17 22:00:00",1102,22,2011,198,22,0.852,0.527,0.587
"2011-07-17 23:00:00",1103,22,2011,198,23,0.763,0.469,0.349
"2011-07-18 00:00:00",1104,22,2011,199,0,1.058,0.643,0.771
"2011-07-18 01:00:00",1105,22,2011,199,1,0.672,0.421,0.374
"2011-07-18 02:00:00",1106,22,2011,199,2,0.552,0.366,0.229
"2011-07-18 03:00:00",1107,22,2011,199,3,0.532,0.399,-0.126
"2011-07-18 04:00:00",1108,22,2011,199,4,0.492,0.538,-0.733
"2011-07-18 05:00:00",1109,22,2011,199,5,0.448,0.327,-0.185
"2011-07-18 06:00:00",1110,22,2011,199,6,0.495,0.318,0.259
"2011-07-18 07:00:00",1111,22,2011,199,7,0.617,0.391,0.413
"2011-07-18 08:00:00",1112,22,2011,199,8,0.716,0.469,0.391
"2011-07-18 09:00:00",1113,22,2011,199,9,1.096,0.772,0.359
"2011-07-18 10:00:00",1114,22,2011,199,10,1.309,0.98,0.089
"2011-07-18 11:00:00",1115,22,2011,199,11,1.769,1.226,1.003
"2011-07-18 12:00:00",1116,22,2011,199,12,1.514,1.006,0.533
"2011-07-18 13:00:00",1117,22,2011,199,13,2.137,1.369,1.153
"2011-07-18 14:00:00",1118,22,2011,199,14,2.536,1.587,1.361
"2011-07-18 15:00:00",1119,22,2011,199,15,2.743,1.679,1.99
"2011-07-18 16:00:00",1120,22,2011,199,16,2.156,1.334,1.982
"2011-07-18 17:00:00",1121,22,2011,199,17,2.014,1.229,1.489
"2011-07-18 18:00:00",1122,22,2011,199,18,2.662,1.54,1.825
"2011-07-18 19:00:00",1123,22,2011,199,19,2.416,1.397,1.649
"2011-07-18 20:00:00",1124,22,2011,199,20,2.03,1.206,1.258
"2011-07-18 21:00:00",1125,22,2011,199,21,1.583,0.959,0.845
"2011-07-18 22:00:00",1126,22,2011,199,22,1.383,0.859,0.685
"2011-07-18 23:00:00",1127,22,2011,199,23,1.108,0.7,0.086
"2011-07-19 00:00:00",1128,22,2011,200,0,1.376,0.878,0.11
"2011-07-19 01:00:00",1129,22,2011,200,1,0.92,0.758,-0.244
"2011-07-19 02:00:00",1130,22,2011,200,2,0.846,0.671,-1.052
"2011-07-19 03:00:00",1131,22,2011,200,3,0.347,0.681,-1.544
"2011-07-19 04:00:00",1132,22,2011,200,4,0.352,0.642,-1.743
"2011-07-19 05:00:00",1133,22,2011,200,5,0.603,0.594,-1.261
"2011-07-19 06:00:00",1134,22,2011,200,6,0.642,0.647,-0.84
"2011-07-19 07:00:00",1135,22,2011,200,7,0.738,0.713,-0.695
"2011-07-19 08:00:00",1136,22,2011,200,8,0.93,0.944,-0.602
"2011-07-19 09:00:00",1137,22,2011,200,9,1.142,1.018,-0.279
"2011-07-19 10:00:00",1138,22,2011,200,10,1.305,1.045,0.062
"2011-07-19 11:00:00",1139,22,2011,200,11,1.695,1.272,0.533
"2011-07-19 12:00:00",1140,22,2011,200,12,1.983,1.401,1.003
"2011-07-19 13:00:00",1141,22,2011,200,13,2.269,1.522,1.483
"2011-07-19 14:00:00",1142,22,2011,200,14,2.516,1.619,1.902
"2011-07-19 15:00:00",1143,22,2011,200,15,2.705,1.691,2.255
"2011-07-19 16:00:00",1144,22,2011,200,16,2.829,1.726,2.181
"2011-07-19 17:00:00",1145,22,2011,200,17,2.864,1.724,2.428
"2011-07-19 18:00:00",1146,22,2011,200,18,2.814,1.676,2.437
"2011-07-19 19:00:00",1147,22,2011,200,19,2.689,1.594,2.292
"2011-07-19 20:00:00",1148,22,2011,200,20,2.496,1.485,1.978
"2011-07-19 21:00:00",1149,22,2011,200,21,2.248,1.367,1.439
"2011-07-19 22:00:00",1150,22,2011,200,22,1.967,1.234,0.808
"2011-07-19 23:00:00",1151,22,2011,200,23,1.671,1.064,0.369
"2011-07-20 00:00:00",1152,22,2011,201,0,1.383,0.918,-0.101
"2011-07-20 01:00:00",1153,22,2011,201,1,0.913,0.793,-0.28
"2011-07-20 02:00:00",1154,22,2011,201,2,0.849,0.69,-1.115
"2011-07-20 03:00:00",1155,22,2011,201,3,0.35,0.69,-1.579
"2011-07-20 04:00:00",1156,22,2011,201,4,0.403,0.601,-1.707
"2011-07-20 05:00:00",1157,22,2011,201,5,0.529,0.528,-1.291
"2011-07-20 06:00:00",1158,22,2011,201,6,0.597,0.619,-0.962
"2011-07-20 07:00:00",1159,22,2011,201,7,0.656,0.625,-0.788
"2011-07-20 08:00:00",1160,22,2011,201,8,0.936,0.994,-0.74
"2011-07-20 09:00:00",1161,22,2011,201,9,1.139,1.02,-0.339
"2011-07-20 10:00:00",1162,22,2011,201,10,1.385,1.156,-0.064
"2011-07-20 11:00:00",1163,22,2011,201,11,1.655,1.287,0.397
"2011-07-20 12:00:00",1164,22,2011,201,12,1.994,1.453,0.937
"2011-07-20 13:00:00",1165,22,2011,201,13,2.277,1.572,1.393
"2011-07-20 14:00:00",1166,22,2011,201,14,2.531,1.673,1.828
"2011-07-20 15:00:00",1167,22,2011,201,15,2.723,1.744,2.069
"2011-07-20 16:00:00",1168,22,2011,201,16,2.845,1.776,2.175
"2011-07-20 17:00:00",1169,22,2011,201,17,2.878,1.768,2.402
"2011-07-20 18:00:00",1170,22,2011,201,18,2.83,1.72,2.381
"2011-07-20 19:00:00",1171,22,2011,201,19,2.707,1.639,2.056
"2011-07-20 20:00:00",1172,22,2011,201,20,2.513,1.529,1.733
"2011-07-20 21:00:00",1173,22,2011,201,21,2.258,1.409,1.521
"2011-07-20 22:00:00",1174,22,2011,201,22,1.967,1.269,0.887
"2011-07-20 23:00:00",1175,22,2011,201,23,1.658,1.088,0.552
"2011-07-21 00:00:00",1176,22,2011,202,0,1.361,0.933,0.226
"2011-07-21 01:00:00",1177,22,2011,202,1,0.881,0.8,-0.185
"2011-07-21 02:00:00",1178,22,2011,202,2,0.831,0.698,-1.014
"2011-07-21 03:00:00",1179,22,2011,202,3,0.339,0.675,-1.495
"2011-07-21 04:00:00",1180,22,2011,202,4,0.495,0.607,-1.69
"2011-07-21 05:00:00",1181,22,2011,202,5,0.587,0.604,-1.377
"2011-07-21 06:00:00",1182,22,2011,202,6,0.585,0.653,-0.989
"2011-07-21 07:00:00",1183,22,2011,202,7,0.753,0.765,-0.805
"2011-07-21 08:00:00",1184,22,2011,202,8,0.891,0.785,-0.039
"2011-07-21 09:00:00",1185,22,2011,202,9,1.128,0.958,0.035
"2011-07-21 10:00:00",1186,22,2011,202,10,1.384,1.17,-0.039
"2011-07-21 11:00:00",1187,22,2011,202,11,1.473,1.101,0.783
"2011-07-21 12:00:00",1188,22,2011,202,12,0.891,0.622,0.62
"2011-07-21 13:00:00",1189,22,2011,202,13,0.989,0.682,0.731
"2011-07-21 14:00:00",1190,22,2011,202,14,1.009,0.69,0.777
"2011-07-21 15:00:00",1191,22,2011,202,15,1.017,0.699,0.654
"2011-07-21 16:00:00",1192,22,2011,202,16,1.11,0.76,0.867
"2011-07-21 17:00:00",1193,22,2011,202,17,1.025,0.706,0.639
"2011-07-21 18:00:00",1194,22,2011,202,18,0.994,0.68,0.772
"2011-07-21 19:00:00",1195,22,2011,202,19,1.087,0.73,0.944
"2011-07-21 20:00:00",1196,22,2011,202,20,1.031,0.688,0.882
"2011-07-21 21:00:00",1197,22,2011,202,21,1.2,0.771,0.968
"2011-07-21 22:00:00",1198,22,2011,202,22,2.006,1.239,1.309
"2011-07-21 23:00:00",1199,22,2011,202,23,1.628,1.014,0.733
"2011-07-22 00:00:00",1200,22,2011,203,0,1.332,0.868,0.327
"2011-07-22 01:00:00",1201,22,2011,203,1,0.854,0.747,-0.085
"2011-07-22 02:00:00",1202,22,2011,203,2,0.817,0.654,-0.952
"2011-07-22 03:00:00",1203,22,2011,203,3,0.333,0.614,-1.391
"2011-07-22 04:00:00",1204,22,2011,203,4,0.535,0.568,-1.58
"2011-07-22 05:00:00",1205,22,2011,203,5,0.555,0.563,-1.297
"2011-07-22 06:00:00",1206,22,2011,203,6,0.577,0.618,-0.885
"2011-07-22 07:00:00",1207,22,2011,203,7,0.73,0.713,-0.672
"2011-07-22 08:00:00",1208,22,2011,203,8,0.878,0.842,-0.511
"2011-07-22 09:00:00",1209,22,2011,203,9,1.082,0.957,-0.25
"2011-07-22 10:00:00",1210,22,2011,203,10,1.336,1.101,0.082
"2011-07-22 11:00:00",1211,22,2011,203,11,1.63,1.252,0.491
"2011-07-22 12:00:00",1212,22,2011,203,12,1.927,1.387,0.95
"2011-07-22 13:00:00",1213,22,2011,203,13,2.216,1.511,1.371
"2011-07-22 14:00:00",1214,22,2011,203,14,2.464,1.609,1.848
"2011-07-22 15:00:00",1215,22,2011,203,15,2.654,1.679,2.154
"2011-07-22 16:00:00",1216,22,2011,203,16,2.775,1.711,2.42
"2011-07-22 17:00:00",1217,22,2011,203,17,2.814,1.7,2.517
"2011-07-22 18:00:00",1218,22,2011,203,18,2.77,1.646,2.505
"2011-07-22 19:00:00",1219,22,2011,203,19,2.678,1.582,2.457
"2011-07-22 20:00:00",1220,22,2011,203,20,2.182,1.302,1.801
"2011-07-22 21:00:00",1221,22,2011,203,21,2.015,1.237,1.533
"2011-07-22 22:00:00",1222,22,2011,203,22,1.774,1.121,1.105
"2011-07-22 23:00:00",1223,22,2011,203,23,1.26,0.811,0.443
"2011-07-23 00:00:00",1224,22,2011,204,0,0.974,0.667,0.021
"2011-07-23 01:00:00",1225,22,2011,204,1,0.607,0.468,-0.275
"2011-07-23 02:00:00",1226,22,2011,204,2,0.534,0.429,-0.504
"2011-07-23 03:00:00",1227,22,2011,204,3,0.331,0.53,-1.125
"2011-07-23 04:00:00",1228,22,2011,204,4,0.579,0.557,-0.99
"2011-07-23 05:00:00",1229,22,2011,204,5,0.894,0.759,-0.306
"2011-07-23 06:00:00",1230,22,2011,204,6,0.895,0.847,-0.219
"2011-07-23 07:00:00",1231,22,2011,204,7,0.747,0.747,-0.626
"2011-07-23 08:00:00",1232,22,2011,204,8,0.864,0.861,-0.58
"2011-07-23 09:00:00",1233,22,2011,204,9,1.068,0.966,-0.369
"2011-07-23 10:00:00",1234,22,2011,204,10,1.321,1.107,-0.107
"2011-07-23 11:00:00",1235,22,2011,204,11,1.613,1.254,0.287
"2011-07-23 12:00:00",1236,22,2011,204,12,1.914,1.39,0.748
"2011-07-23 13:00:00",1237,22,2011,204,13,2.197,1.51,1.09
"2011-07-23 14:00:00",1238,22,2011,204,14,2.44,1.602,1.442
"2011-07-23 15:00:00",1239,22,2011,204,15,2.636,1.672,1.327
"2011-07-23 16:00:00",1240,22,2011,204,16,2.749,1.691,1.676
"2011-07-23 17:00:00",1241,22,2011,204,17,2.785,1.673,2.266
"2011-07-23 18:00:00",1242,22,2011,204,18,2.754,1.63,2.087
"2011-07-23 19:00:00",1243,22,2011,204,19,2.625,1.539,2.156
"2011-07-23 20:00:00",1244,22,2011,204,20,2.433,1.429,1.63
"2011-07-23 21:00:00",1245,22,2011,204,21,2.186,1.319,1.607
"2011-07-23 22:00:00",1246,22,2011,204,22,1.899,1.187,1.106
"2011-07-23 23:00:00",1247,22,2011,204,23,1.589,1.01,0.625
"2011-07-24 00:00:00",1248,22,2011,205,0,1.289,0.859,0.03
"2011-07-24 01:00:00",1249,22,2011,205,1,0.821,0.742,-0.277
"2011-07-24 02:00:00",1250,22,2011,205,2,0.784,0.646,-0.947
"2011-07-24 03:00:00",1251,22,2011,205,3,0.367,0.615,-1.346
"2011-07-24 04:00:00",1252,22,2011,205,4,0.51,0.562,-1.462
"2011-07-24 05:00:00",1253,22,2011,205,5,0.522,0.555,-1.205
"2011-07-24 06:00:00",1254,22,2011,205,6,0.524,0.616,-0.867
"2011-07-24 07:00:00",1255,22,2011,205,7,0.691,0.707,-0.724
"2011-07-24 08:00:00",1256,22,2011,205,8,0.843,0.872,-0.68
"2011-07-24 09:00:00",1257,22,2011,205,9,1.046,0.951,-0.338
"2011-07-24 10:00:00",1258,22,2011,205,10,1.288,1.077,-0.001
"2011-07-24 11:00:00",1259,22,2011,205,11,1.581,1.215,0.413
"2011-07-24 12:00:00",1260,22,2011,205,12,1.882,1.339,0.872
"2011-07-24 13:00:00",1261,22,2011,205,13,2.164,1.444,1.4
"2011-07-24 14:00:00",1262,22,2011,205,14,2.424,1.536,1.847
"2011-07-24 15:00:00",1263,22,2011,205,15,2.609,1.594,2.296
"2011-07-24 16:00:00",1264,22,2011,205,16,2.723,1.602,2.579
"2011-07-24 17:00:00",1265,22,2011,205,17,2.756,1.562,2.752
"2011-07-24 18:00:00",1266,22,2011,205,18,2.702,1.487,2.747
"2011-07-24 19:00:00",1267,22,2011,205,19,2.575,1.391,2.647
"2011-07-24 20:00:00",1268,22,2011,205,20,2.376,1.268,2.356
"2011-07-24 21:00:00",1269,22,2011,205,21,2.121,1.147,1.973
"2011-07-24 22:00:00",1270,22,2011,205,22,1.836,1.019,1.555
"2011-07-24 23:00:00",1271,22,2011,205,23,1.517,0.843,1.036
"2011-07-25 00:00:00",1272,22,2011,206,0,1.193,0.69,0.568
"2011-07-25 01:00:00",1273,22,2011,206,1,0.821,0.571,0.187
"2011-07-25 02:00:00",1274,22,2011,206,2,0.767,0.504,-0.304
"2011-07-25 03:00:00",1275,22,2011,206,3,0.44,0.388,-0.517
"2011-07-25 04:00:00",1276,22,2011,206,4,0.54,0.505,-0.773
"2011-07-25 05:00:00",1277,22,2011,206,5,0.369,0.294,-0.511
"2011-07-25 06:00:00",1278,22,2011,206,6,0.509,0.482,-0.599
"2011-07-25 07:00:00",1279,22,2011,206,7,0.674,0.597,-0.468
"2011-07-25 08:00:00",1280,22,2011,206,8,0.805,0.666,-0.234
"2011-07-25 09:00:00",1281,22,2011,206,9,1,0.754,0.05
"2011-07-25 10:00:00",1282,22,2011,206,10,1.03,0.718,0.191
"2011-07-25 11:00:00",1283,22,2011,206,11,1.278,0.792,0.651
"2011-07-25 12:00:00",1284,22,2011,206,12,1.088,0.65,0.446
"2011-07-25 13:00:00",1285,22,2011,206,13,2.006,1.116,1.704
"2011-07-25 14:00:00",1286,22,2011,206,14,2.334,1.246,2.276
"2011-07-25 15:00:00",1287,22,2011,206,15,2.782,1.459,2.923
"2011-07-25 16:00:00",1288,22,2011,206,16,3.057,1.548,3.556
"2011-07-25 17:00:00",1289,22,2011,206,17,2.785,1.354,3.232
"2011-07-25 18:00:00",1290,22,2011,206,18,2.662,1.222,3.155
"2011-07-25 19:00:00",1291,22,2011,206,19,2.526,1.054,3.065
"2011-07-25 20:00:00",1292,22,2011,206,20,2.337,0.871,2.928
"2011-07-25 21:00:00",1293,22,2011,206,21,2.093,0.699,2.632
"2011-07-25 22:00:00",1294,22,2011,206,22,1.815,0.563,2.22
"2011-07-25 23:00:00",1295,22,2011,206,23,1.536,0.572,1.429
"2011-07-26 00:00:00",1296,22,2011,207,0,1.236,0.375,1.028
"2011-07-26 01:00:00",1297,22,2011,207,1,0.797,0.351,0.504
"2011-07-26 02:00:00",1298,22,2011,207,2,0.745,0.37,-0.438
"2011-07-26 03:00:00",1299,22,2011,207,3,0.475,0.368,-0.905
"2011-07-26 04:00:00",1300,22,2011,207,4,0.179,0.131,-0.75
"2011-07-26 05:00:00",1301,22,2011,207,5,0.37,0.268,-0.693
"2011-07-26 06:00:00",1302,22,2011,207,6,0.524,0.46,-0.618
"2011-07-26 07:00:00",1303,22,2011,207,7,0.649,0.544,-0.47
"2011-07-26 08:00:00",1304,22,2011,207,8,0.807,0.683,-0.323
"2011-07-26 09:00:00",1305,22,2011,207,9,0.997,0.742,-0.004
"2011-07-26 10:00:00",1306,22,2011,207,10,1.252,0.831,0.438
"2011-07-26 11:00:00",1307,22,2011,207,11,1.109,0.664,0.538
"2011-07-26 12:00:00",1308,22,2011,207,12,1.025,0.544,0.975
"2011-07-26 13:00:00",1309,22,2011,207,13,1.14,0.596,1.369
"2011-07-26 14:00:00",1310,22,2011,207,14,1.167,0.62,1.458
"2011-07-26 15:00:00",1311,22,2011,207,15,1.27,0.68,1.54
"2011-07-26 16:00:00",1312,22,2011,207,16,2.605,1.272,3.299
"2011-07-26 17:00:00",1313,22,2011,207,17,2.716,1.259,3.126
"2011-07-26 18:00:00",1314,22,2011,207,18,2.663,1.222,3.047
"2011-07-26 19:00:00",1315,22,2011,207,19,2.542,1.163,2.833
"2011-07-26 20:00:00",1316,22,2011,207,20,2.354,1.079,2.529
"2011-07-26 21:00:00",1317,22,2011,207,21,2.115,0.995,2.084
"2011-07-26 22:00:00",1318,22,2011,207,22,1.835,0.886,1.544
"2011-07-26 23:00:00",1319,22,2011,207,23,1.543,0.742,0.99
"2011-07-27 00:00:00",1320,22,2011,208,0,1.254,0.631,0.496
"2011-07-27 01:00:00",1321,22,2011,208,1,0.808,0.552,0.054
"2011-07-27 02:00:00",1322,22,2011,208,2,0.757,0.506,-0.761
"2011-07-27 03:00:00",1323,22,2011,208,3,0.511,0.494,-1.285
"2011-07-27 04:00:00",1324,22,2011,208,4,0.457,0.53,-1.558
"2011-07-27 05:00:00",1325,22,2011,208,5,0.476,0.463,-1.254
"2011-07-27 06:00:00",1326,22,2011,208,6,0.482,0.503,-0.86
"2011-07-27 07:00:00",1327,22,2011,208,7,0.655,0.6,-0.678
"2011-07-27 08:00:00",1328,22,2011,208,8,0.82,0.752,-0.559
"2011-07-27 09:00:00",1329,22,2011,208,9,1.008,0.803,-0.257
"2011-07-27 10:00:00",1330,22,2011,208,10,1.176,0.82,0.118
"2011-07-27 11:00:00",1331,22,2011,208,11,1.178,0.746,0.324
"2011-07-27 12:00:00",1332,22,2011,208,12,1.599,0.954,0.95
"2011-07-27 13:00:00",1333,22,2011,208,13,2.153,1.227,1.708
"2011-07-27 14:00:00",1334,22,2011,208,14,2.388,1.302,2.155
"2011-07-27 15:00:00",1335,22,2011,208,15,2.581,1.366,2.534
"2011-07-27 16:00:00",1336,22,2011,208,16,2.698,1.392,2.797
"2011-07-27 17:00:00",1337,22,2011,208,17,2.725,1.384,2.912
"2011-07-27 18:00:00",1338,22,2011,208,18,2.684,1.351,2.894
"2011-07-27 19:00:00",1339,22,2011,208,19,2.554,1.285,2.675
"2011-07-27 20:00:00",1340,22,2011,208,20,2.368,1.202,2.36
"2011-07-27 21:00:00",1341,22,2011,208,21,2.115,1.116,1.894
"2011-07-27 22:00:00",1342,22,2011,208,22,1.835,1.012,1.371
"2011-07-27 23:00:00",1343,22,2011,208,23,1.532,0.861,0.838
"2011-07-28 00:00:00",1344,22,2011,209,0,1.247,0.744,0.353
"2011-07-28 01:00:00",1345,22,2011,209,1,0.795,0.643,-0.121
"2011-07-28 02:00:00",1346,22,2011,209,2,0.73,0.559,-0.911
"2011-07-28 03:00:00",1347,22,2011,209,3,0.528,0.552,-1.387
"2011-07-28 04:00:00",1348,22,2011,209,4,0.442,0.501,-1.56
"2011-07-28 05:00:00",1349,22,2011,209,5,0.481,0.513,-1.266
"2011-07-28 06:00:00",1350,22,2011,209,6,0.503,0.495,-0.604
"2011-07-28 07:00:00",1351,22,2011,209,7,0.409,0.338,-0.576
"2011-07-28 08:00:00",1352,22,2011,209,8,0.778,0.793,-0.72
"2011-07-28 09:00:00",1353,22,2011,209,9,1.024,0.88,-0.3
