110 2004 128 1300 -4.866 -4.513 77.9 14.69 118.9 17.86 2.595
110 2004 128 1400 -4.329 -4.36 76.9 14.12 121.8 16.99 2.593
110 2004 128 1500 -3.934 -3.907 75.3 14.39 121.3 16.77 2.592
110 2004 128 1600 -3.503 -3.347 74.2 13.29 120.9 15.7 2.595
110 2004 128 1700 -3.104 -2.853 71.9 13.03 118.9 15.2 2.596
110 2004 128 1800 -2.873 -2.64 72.7 12.45 120.4 14.9 2.537
110 2004 128 1900 -2.62 -2.536 72.3 12.58 118.4 14.67 2.464
110 2004 128 2000 -2.682 -2.73 73.2 12 117 14.37 2.513
110 2004 128 2100 -2.944 -2.935 73.3 11.47 114 13.13 2.533
110 2004 128 2200 -3.416 -3.478 74.5 11.82 113.8 13.94 2.554
110 2004 128 2300 -3.921 -4.702 76.3 12.11 113.5 13.82 2.573
110 2004 129 0 -4.729 -5.245 75.5 12.26 117.8 14.33 2.592
110 2004 129 100 -5.407 -5.815 74.8 11.88 120.4 13.74 2.644
110 2004 129 200 -5.81 -6.525 74.7 11.3 121.3 13.44 2.605
110 2004 129 300 -6.459 -7.18 74.7 10.8 120 12.94 2.59
110 2004 129 400 -7.16 -7.84 75.3 11.82 117.5 13.79 2.488
110 2004 129 500 -7.55 -8.14 74.7 11.01 110.9 13.33 2.577
110 2004 129 600 -7.98 -8.53 75.1 10.38 113.1 12.48 2.602
110 2004 129 700 -8.22 -8.6 73.3 9.84 116.6 11.54 2.605
110 2004 129 800 -8.55 -8.98 73 9.91 112.1 11.37 2.608
110 2004 129 900 -8.5 -8.56 71.6 9.34 103.9 11.07 2.606
110 2004 129 1000 -7.98 -7.64 70.7 8.45 106.2 10.29 2.6
110 2004 129 1100 -7.1 -6.823 70.4 8.4 120.5 10.26 2.597
110 2004 129 1200 -6.183 -5.605 69.94 8.38 95.1 10.32 2.592
110 2004 129 1300 -5.05 -4.452 69.86 8.53 116.4 10.15 2.586
110 2004 129 1400 -4.25 -3.803 72 7.68 118.6 9.26 2.583
110 2004 129 1500 -3.106 -2.618 70.9 8.62 119.8 10.35 2.578
110 2004 129 1600 -2.011 -1.424 71.8 8.07 115.8 10.43 2.572
110 2004 129 1700 -1.209 -0.532 73.5 8.53 109.4 10.25 2.571
110 2004 129 1800 -0.626 -0.076 72.8 7.56 112.7 9.79 2.568
110 2004 129 1900 -0.197 0.243 72.6 6.831 97.9 8.66 2.566
110 2004 129 2000 -0.132 0.169 73.2 5.872 67.58 6.644 2.565
110 2004 129 2100 -0.35 -0.103 71.9 5.956 85.9 7.04 2.568
110 2004 129 2200 -0.905 -0.824 71.6 6.202 84.9 7.06 2.571
110 2004 129 2300 -0.898 -1.483 71.2 6.363 89.8 8.25 2.575
110 2004 130 0 -1.627 -2.377 71.7 6.366 64.42 8.55 2.577
110 2004 130 100 -2.015 -2.74 70.3 8 60.69 10.3 2.581
110 2004 130 200 -2.328 -2.829 69.18 9.42 71.5 11.12 2.582
110 2004 130 300 -2.913 -3.465 70.6 9.92 103.9 11.3 2.584
110 2004 130 400 -3.019 -3.444 68.53 12 93.3 15.13 2.584
110 2004 130 500 -3.624 -4.134 75.6 13.67 73.9 16.61 2.591
110 2004 130 600 -3.844 -4.175 75.7 13.92 76 16.48 2.59
110 2004 130 700 -4.298 -4.573 76.1 14.02 73.4 17.84 2.592
110 2004 130 800 -4.101 -4.127 76.6 14.78 40.02 19.15 2.589
110 2004 130 900 -4.081 -3.982 74.6 15 6.303 18.72 2.588
110 2004 130 1000 -3.858 -3.858 75.3 15.84 13.73 17.85 2.585
110 2004 130 1100 -3.742 -3.719 78.8 14.6 34.35 16.78 2.586
110 2004 130 1200 -3.045 -2.998 79.4 14.3 104.6 16.43 2.585
110 2004 130 1300 -2.018 -1.808 76.3 12.88 96.7 15.08 2.58
110 2004 130 1400 -1.024 -0.737 74.4 12.86 113.1 16.23 2.574
110 2004 130 1500 -0.201 0.103 74.4 12.76 119.8 15.42 2.571
110 2004 130 1600 0.363 0.677 73.7 12.9 117.9 16.13 2.568
110 2004 130 1700 0.918 1.211 71.9 13.44 123.1 15.99 2.565
110 2004 130 1800 1.106 1.32 74.3 13.02 117.5 15.28 2.566
110 2004 130 1900 1.521 1.672 72.7 12.82 118.4 15.65 2.565
110 2004 130 2000 1.768 1.845 70.5 13.04 124.7 15.48 2.566
110 2004 130 2100 1.622 1.687 69.43 11.55 122.6 13.82 2.567
110 2004 130 2200 1.127 1.068 69.7 11.02 121 12.58 2.57
110 2004 130 2300 0.415 0.072 70.7 10.63 115 11.92 2.574
110 2004 131 0 -0.431 -0.887 69.8 11.61 118.1 13.33 2.577
110 2004 131 100 -1.134 -1.73 69 12.82 118 15.63 2.582
110 2004 131 200 -1.949 -2.749 71.8 12.14 109.6 14.27 2.586
110 2004 131 300 -2.127 -2.82 68.34 11.16 109.6 12.99 2.586
